TimeElapsed,StdIW,MaxIW,ESSRenyi,InitialReturnMax,InitialBound,ReturnStepMax,EmpiricalD2,MeanEntropy,RewardCompression,Iteration,Weights,MeanIW,InitialReturnMean,InitialReturnStd,ESSClassic,EpisodesSoFar,ReturnStepMaxmin,InitialReturnMin,EpRewMean,EpThisIter,TimestepsSoFar,ReturnMeanIW,EpLenMean,MinIW,Bound
0.9462289810180664,0.872256452492513,6.014207393639067,59.96860885620117,214.21609497070312,25.683498,9.999998092651367,1.667539119720459,1.3925315141677856,0.010000000000000009,1,[ 0.867 -0.5   -0.634  0.472  0.   ],1.0434490540152745,51.400306701660156,36.314178466796875,19.585092544555664,100,9.999998092651367,,53.264371089637216,100,633,72.9114990234375,6.33,0.06112705368516468,39.03209686279297
3.57008957862854,0.2095615787930982,1.7992534033602336,95.7020492553711,260.11895751953125,25.043442,9.999987602233887,1.0449097156524658,1.384953260421753,0.030000000000000027,2,[ 0.733 -0.67  -0.792  0.237 -0.027],0.9791516622402101,55.194339752197266,40.50559997558594,49.25162124633789,200,9.999987602233887,,57.45961897221667,100,1308,60.41213607788086,6.75,0.5838591609917085,27.846691131591797
7.705186367034912,3.0619786940749036,26.678942063794185,25.927082061767578,330.92181396484375,32.118996,9.99996280670166,3.85697078704834,1.3622208833694458,0.020000000000000018,3,[ 0.592 -0.634 -0.895  0.113 -0.034],1.3208647455401763,71.19549560546875,58.75756072998047,4.348999500274658,300,9.99996280670166,,75.65388555088248,100,2165,205.85011291503906,8.57,0.07829042999086254,126.25357055664062
13.496692180633545,0.9732086762314033,7.33423882494148,55.40019989013672,363.750732421875,65.660225,9.999999046325684,1.805047631263733,1.3508487939834595,0.020000000000000018,4,[ 0.556 -0.437 -1.319 -0.505 -0.057],1.1806478657076058,108.00621032714844,89.0973892211914,22.50553321838379,400,9.999999046325684,,119.12844541587936,100,3457,170.87957763671875,12.92,0.21512433261667163,111.02548217773438
17.391810655593872,0.3995112308554651,2.709213274105632,87.06065368652344,447.1817626953125,67.67047,10.0,1.1486245393753052,1.291992425918579,,5,[ 0.433 -0.568 -1.429 -0.738 -0.068],1.0031908163080991,122.43882751464844,93.17613983154297,39.551856994628906,500,10.0,,136.117818990762,100,4919,140.87921142578125,14.62,0.3388527839899593,82.18182373046875
23.044945240020752,0.5889418308535984,5.21044498163176,77.1319580078125,565.6202392578125,77.84523,9.999995231628418,1.2964794635772705,1.235403299331665,,6,[ 0.345 -0.434 -1.509 -0.829 -0.127],1.0266745317329868,147.11927795410156,108.3057632446289,35.06413650512695,600,9.999995231628418,,167.4975780676476,100,6695,170.0783233642578,17.76,0.24126674323913216,91.20077514648438
28.934808015823364,8.145366239084991,81.06600235990561,9.242095947265625,668.8226928710938,82.107765,9.999998092651367,10.820055961608887,1.0729622840881348,,7,[ 0.238 -0.432 -1.663 -0.953 -0.183],1.9184395822462244,164.021484375,120.19926452636719,2.804105043411255,700,9.999998092651367,9.986371994018555,190.7813531934336,100,8704,570.1806030273438,20.09,0.012235173022618532,300.73480224609375
35.415879011154175,100.06103330952342,1001.2191727278417,0.12964819371700287,594.9851684570312,139.56046,9.999998092651367,771.318115234375,0.7704051733016968,0.010000000000000009,8,[ 0.262 -0.252 -1.694 -0.991 -0.346],10.751932616523035,210.30665588378906,141.069580078125,1.0744638442993164,800,9.999998092651367,,252.45766040932796,100,11330,3812.190673828125,26.26,1.0222311901894124e-219,1788.38623046875
42.983933448791504,4.3218790875283535,37.477227656086434,25.965953826904297,648.3033447265625,226.55937,9.999999046325684,3.8511970043182373,0.7695524096488953,,9,[ 0.245 -0.222 -1.737 -1.08  -0.649],1.4821932027411109,305.9599914550781,142.1228790283203,5.915130138397217,900,9.999999046325684,,385.7047709415649,100,15289,610.70263671875,39.59,0.0898972261599665,454.8831481933594
51.00596070289612,,1.0,100.0,688.1823120117188,237.93567,10.0,1.0,0.7695524096488953,,10,[ 0.128 -0.098 -1.788 -0.997 -0.649],1.0,322.220458984375,172.4188995361328,77.74069213867188,1000,10.0,9.980804443359375,421.68882342312355,100,19608,322.220458984375,43.19,1.0,237.9356689453125
