ReturnStepMaxmin,InitialReturnMean,InitialReturnMax,Bound,InitialReturnMin,EpThisIter,EpisodesSoFar,ReturnMeanIW,TimeElapsed,EpRewMean,InitialReturnStd,EpLenMean,TimestepsSoFar,MinIWNorm,ReturnStepMax,Weights,MeanEntropy,StdIW,InitialBound,MaxIWNorm,MaxIW,StdIWNorm,ESSClassic,Iteration,MeanIW,EntropyCoefficient,MinIW,ESSRenyi,MeanIWNorm,EmpiricalD2,J_sample_variance
5.3279343,3.5095215e-06,63.239704,-7.5343423,-22.368525,100,100,0.3623792,1.236053466796875,32.87840043668548,17.17536,4.29,429,0.0060584974,9.99999,[0.865 0.619 0.341 0.65  0.   ],1.3476108,0.17573036,-7.745247,0.0138462875,1.3846288,0.0017573036,97.081985,1,1.0136116,,0.60584974,96.20049,0.010136115,1.0394957,327.14685
5.2048693,-1.0681152e-06,64.32002,0.33062553,-31.25435,100,200,16.496387,3.434083938598633,31.778165927480533,18.468948,4.18,847,1.090732e-06,9.999994,[ 0.86   0.622  0.342  0.657 -0.071],1.1777471,2.0476272,-7.877563,0.15991129,15.99113,0.020476272,24.448421,2,1.1648086,,0.000109073204,23.746048,0.011648086,4.211227,7784.8857
6.2999153,-2.1362305e-06,79.32538,3.9524422,-43.104504,100,300,22.128296,7.798285245895386,44.17275828469746,24.507786,5.42,1389,1.8212202e-07,9.999998,[ 0.759  0.373  0.295  0.329 -0.241],0.8892896,2.234966,-9.715338,0.13705604,13.705604,0.02234966,28.77891,3,1.4207046,,1.8212202e-05,28.571035,0.0142070465,3.5000482,8599.646
6.639722,1.5258789e-06,125.63675,-9.779903,-48.15128,100,400,9.692062,12.314423084259033,49.66952782635634,31.62619,5.97,1986,0.00073532044,9.999988,[ 0.605  0.469  0.106 -0.07  -0.53 ],0.85810095,0.646056,-15.387295,0.040824078,4.082408,0.00646056,67.95436,4,0.9407937,,0.073532045,62.446056,0.009407937,1.6013821,4234.47
7.132723,,140.54842,57.9096,-57.716564,100,500,118.763214,17.784489393234253,59.964499801582136,37.291348,7.0,2686,4.271242e-05,9.99999,[ 0.542  0.365  0.071 -0.209 -0.561],0.7630356,8.764789,-17.213596,0.8830458,88.30458,0.08764789,3.0603795,5,1.557322,,0.0042712423,8.001482,0.015573219,12.4976845,1369469.2
8.240849,-1.1901855e-05,192.63031,-3.1435738,-86.70708,100,600,29.4371,23.855470895767212,104.33763558421032,70.20932,11.44,3830,0.00017165959,9.999996,[ 0.39   0.441 -0.192 -0.669 -0.656],0.674279,0.8206848,-23.592308,0.049700964,4.9700966,0.008206848,54.5036,6,0.89825654,,0.017165959,52.434887,0.008982565,1.9071273,20959.934
8.819338,6.408691e-06,330.10507,2662.0127,-134.20633,100,700,3182.2598,29.607937574386597,160.81120445003967,90.08824,17.09,5539,5.5370865e-08,10.0,[ 0.345  0.469 -0.403 -0.851 -0.745],0.36447465,94.283676,-40.429443,9.478819,947.8819,0.9428368,1.2055888,7,10.415256,,5.5370865e-06,0.6039156,0.104152545,165.58606,978832500.0
9.280251,6.713867e-06,382.63373,30.546783,-218.4201,100,800,165.61574,37.11946988105774,271.46573577958463,119.384674,28.16,8355,0.0008373581,10.0,[ 0.105  0.579 -0.59  -1.107 -1.054],0.48535404,7.2561073,-46.862865,0.7198222,71.98222,0.07256107,5.8361993,8,1.8064533,,0.083735816,12.037786,0.018064534,8.307176,2626468.5
9.2379,-8.544922e-06,279.88217,-4.0362396,-200.26569,100,900,50.99576,44.42284321784973,255.57550676573734,97.36138,26.57,11012,0.0006254988,10.0,[ 0.146  0.672 -0.724 -1.252 -0.934],0.4516706,1.649244,-34.278435,0.13737431,13.737432,0.01649244,26.541243,9,0.9913425,,0.06254988,38.79816,0.009913424,2.5774417,85840.805
9.45263,3.9978026e-05,372.4032,-21.751835,-273.24524,100,1000,32.971687,51.186911821365356,361.5268748221204,122.52784,37.17,14729,0.002283233,9.999999,[ 0.025  0.604 -0.78  -1.26  -0.967],0.41079348,0.6151178,-45.60985,0.03430549,3.4305491,0.006151178,72.40039,10,0.9962708,,0.22832331,69.46563,0.009962708,1.4395609,27318.008
9.511356,-1.7700195e-05,487.69592,-37.100475,-299.85425,100,1100,26.904957,59.88566970825195,407.00664595387127,172.43951,41.72,18901,0.0031105771,10.0,[-0.045  0.634 -0.894 -1.31  -1.008],0.40336743,0.31281462,-59.730324,0.022381876,2.2381876,0.003128146,90.44938,11,0.96266204,,0.31105772,87.08751,0.0096266195,1.1482702,45045.168
9.684848,-6.713867e-06,519.01917,1692.4005,-409.68417,100,1200,2003.3253,67.35792970657349,642.1186713071456,195.30867,65.24,25425,0.00069122,9.999999,[-0.083  0.65  -0.991 -1.343 -1.016],0.48095965,38.388233,-63.566612,3.865844,386.5844,0.38388234,1.5480869,12,4.813752,,0.069122,4.179722,0.048137512,23.925037,402655580.0
