InitialReturnMin,TimestepsSoFar,InitialReturnMean,InitialBound,EpLenMean,ReturnStepMaxmin,MeanIW,Weights,RewardCompression,ReturnMeanIW,ESSRenyi,Iteration,EpThisIter,Bound,MaxIW,EpisodesSoFar,ESSClassic,MinIW,EmpiricalD2,MeanEntropy,StdIW,ReturnStepMax,EpRewMean,InitialReturnStd,TimeElapsed,InitialReturnMax
9.979921340942383,429,32.348445892333984,20.641335,4.29,9.999990463256836,1.0426159587831831,[0.865 0.619 0.341 0.65  0.   ],,34.186546325683594,89.19097137451172,1,100,21.790327072143555,1.9575948751486956,100,67.5274658203125,0.3812399147244865,1.1211897134780884,1.326122760772705,0.3313138860801365,9.999990463256836,32.87840043668548,17.17535972595215,0.9238252639770508,95.58815002441406
,836,30.220796585083008,19.631556,4.07,9.999981880187988,1.024363163237525,[ 0.856  0.671  0.353  0.74  -0.093],,32.540950775146484,88.6275405883789,2,100,21.292816162109375,2.1575646026794306,200,59.60946273803711,0.45845813494097726,1.1283174753189087,1.4199104309082031,0.3166840841332001,9.999981880187988,30.678565464723796,16.47418785095215,3.416872024536133,86.46078491210938
,1288,34.55824661254883,20.597818,4.52,9.99998950958252,1.6058753158469479,[0.838 0.682 0.331 0.661 0.001],0.010000000000000009,61.9582633972168,17.925214767456055,3,100,29.099742889404297,22.444034482762945,300,12.844475746154785,6.643566061224887e-06,5.578733921051025,0.8586792945861816,3.133227508888388,9.99998950958252,35.178611616356704,18.474971771240234,6.679503917694092,113.58854675292969
,1777,37.997127532958984,19.81826,4.89,10.0,1.0472898306949312,[ 0.691  0.747  0.143  0.443 -0.56 ],,48.653907775878906,65.5931167602539,4,100,26.207975387573242,11.321866637413498,400,14.352853775024414,0.4424357944628716,1.524550199508667,0.9811958074569702,1.140243135913897,10.0,38.87534802959034,24.42906379699707,11.205387115478516,148.42982482910156
,2234,35.05775451660156,24.435379,4.57,9.999990463256836,1.1329023509494442,[ 0.675  1.083 -0.093  0.153 -0.438],0.030000000000000027,42.894073486328125,76.40028381347656,5,100,29.500865936279297,3.7762933645043364,500,55.45709991455078,0.5300080157424476,1.3088957071304321,1.1217986345291138,0.5440731624979068,9.999990463256836,35.67814323971854,17.762643814086914,14.396040439605713,95.58427429199219
9.979914665222168,2729,38.63727951049805,22.577387,4.95,9.99998950958252,1.0135341545703327,[ 0.581  1.128 -0.206  0.151 -0.297],,47.35154724121094,71.82331085205078,6,100,28.401517868041992,6.471591336083912,600,24.869251251220703,0.03158854280619817,1.392305612564087,1.0478335618972778,0.9048424033490438,9.99998950958252,39.4742022042347,22.05327606201172,18.97323966026306,131.1284637451172
,3203,36.6206169128418,22.712513,4.74,9.999990463256836,1.2700185947175162,[ 0.355  1.35  -0.627 -0.157 -0.371],,58.743221282958984,33.20077133178711,7,100,34.60563659667969,16.034338247626895,700,15.247450828552246,0.0001689058416638431,3.0119781494140625,0.8698358535766602,2.132021984334433,9.999990463256836,37.372940243327115,21.45453643798828,22.28239130973816,113.55918884277344
,3794,47.706050872802734,26.419844,5.91,9.999990463256836,1.2832281589308707,[ 0.27   1.402 -0.794 -0.502 -0.549],,82.03654479980469,36.89582443237305,8,100,46.99287033081055,13.238520673374982,800,16.076936721801758,0.0012528803903775177,2.710333824157715,0.6245136260986328,1.919104385073194,9.999990463256836,49.070550426260795,27.730085372924805,27.250622272491455,173.8011474609375
9.981889724731445,4521,60.52040100097656,43.38851,7.27,9.999999046325684,1.3290587218593664,[ 0.217  1.338 -0.878 -0.646 -0.794],,95.73667907714844,39.67303466796875,9,100,68.53738403320312,16.54047157223991,900,14.588946342468262,0.00155424195915568,2.520603656768799,0.35569360852241516,2.163499798730375,9.999999046325684,62.66296688007603,30.939435958862305,30.301077604293823,139.8813018798828
9.981701850891113,5322,67.34134674072266,44.04312,8.01,10.0,1.1794778349784525,[ 0.125  1.568 -1.083 -0.759 -1.063],,91.8963851928711,54.18785095214844,10,100,60.24652099609375,5.382252306205937,1000,36.323184967041016,0.04026922669825021,1.845432162284851,0.29607585072517395,1.0667936377707696,10.0,70.06369374102881,34.54183578491211,35.453104972839355,190.22918701171875
,6120,67.0602798461914,46.79772,7.98,9.999998092651367,4.196726415638637,[ 0.131  1.477 -1.053 -0.797 -1.123],,345.2513732910156,2.4166131019592285,11,100,214.90748596191406,313.2799059222447,1100,1.6192939281463623,0.07739773946142109,41.380226135253906,0.5269694328308105,31.101719437567013,9.999998092651367,69.75773198222362,34.5915641784668,39.81745195388794,165.44308471679688
,6988,73.48615264892578,41.612022,8.68,9.999995231628418,1.8860907284956416,[ 0.124  1.536 -1.056 -0.943 -0.892],,301.7870788574219,3.154186964035034,12,100,122.31594848632812,81.19119130813719,1200,1.9839881658554077,3.4509271862188655e-07,31.70389175415039,0.35157671570777893,8.843582156888527,9.999995231628418,76.75322233451064,36.65275192260742,43.71423888206482,260.25115966796875
9.982280731201172,8190,103.50634002685547,68.06537,12.02,9.999995231628418,4.18967638827589,[ 0.107  1.371 -1.091 -1.048 -1.067],,716.9334106445312,3.7797820568084717,13,100,534.6394653320312,156.29160978615977,1300,3.758930206298828,4.600330090667043e-05,26.456552505493164,0.15600736439228058,19.204773498750768,9.999995231628418,110.13793471074003,46.95301055908203,49.42934036254883,289.3742980957031
,9784,137.18531799316406,102.26193,15.94,9.999999046325684,1.0476905328605228,[-0.396  1.235 -1.495 -1.045 -1.263],0.010000000000000009,155.2205352783203,83.3543701171875,14,100,115.450927734375,2.6362097564880393,1400,60.28368377685547,0.2758291518819154,1.1996971368789673,0.12246765941381454,0.4659945865536415,9.999999046325684,149.32840408521477,60.777870178222656,54.538320779800415,296.4625244140625
,11584,154.28118896484375,111.322815,18.0,10.0,1.109537550328514,[-0.531  1.283 -1.585 -1.1   -1.296],,234.93359375,23.92434310913086,15,100,147.1066436767578,24.190462692267115,1500,6.670450687408447,0.005064829983356021,4.179842948913574,0.07945521920919418,2.617948537053179,10.0,169.92281193313764,66.5096206665039,58.18707776069641,350.75360107421875
,13802,185.51658630371094,133.51736,22.18,10.0,1.1422364541525798,[-0.457  1.267 -1.563 -1.204 -1.339],,239.7217254638672,68.51864624023438,16,100,176.90252685546875,4.928281011905972,1600,37.3339958190918,0.1615866370377477,1.4594566822052002,-0.0047416044399142265,0.8028895454261179,10.0,211.70539468993528,96.77243041992188,64.56334638595581,424.57183837890625
9.981526374816895,16388,214.3397674560547,159.5686,25.86,9.999999046325684,1.0571214532335775,[-0.563  1.282 -1.644 -1.215 -1.424],,257.95526123046875,64.30276489257812,17,100,189.65267944335938,3.817221764049587,1700,47.623897552490234,0.10570514061927622,1.555143117904663,-0.03457697853446007,0.7306820528710276,9.999999046325684,248.48805667736707,99.61141967773438,69.19603061676025,447.2046813964844
9.980567932128906,19643,263.225830078125,196.1338,32.55,9.999999046325684,2.7211996966907344,[-0.57   1.267 -1.659 -1.251 -1.454],,1243.1455078125,2.108247995376587,18,100,781.0731201171875,171.92584819697214,1800,1.724937915802002,0.0036944836511933698,47.4327507019043,0.056701380759477615,17.155980758786264,9.999999046325684,315.3619274094623,109.23207092285156,74.85354542732239,547.8040771484375
,23818,315.6045227050781,223.45569,41.75,10.0,1.2499898357080004,[-0.567  1.246 -1.678 -1.335 -1.362],0.010000000000000009,450.07061767578125,45.29350662231445,19,100,308.4122314453125,8.849346811996442,1900,26.401451110839844,0.10037132379246413,2.20782208442688,0.13269028067588806,1.3903030791509363,10.0,407.32430423263725,157.7797393798828,81.06113123893738,778.4210815429688
95.51988220214844,27860,304.3785095214844,206.954,40.42,10.0,0.9771605194246752,[-0.597  1.271 -1.738 -1.34  -1.286],,321.20550537109375,89.52313995361328,20,100,218.2379150390625,3.719435459896356,2000,47.88727569580078,0.488100639967527,1.1170296669006348,0.14757664501667023,0.3832557416033723,10.0,394.036461301322,158.7644500732422,88.12881183624268,795.4677734375
,32541,340.61859130859375,233.6123,46.81,10.0,1.0572131270133465,[-0.573  1.261 -1.765 -1.353 -1.271],,529.2249145507812,35.33179473876953,21,100,349.20257568359375,26.846140043400695,2100,4.87019681930542,0.04024975667523032,2.8303117752075195,0.09925574064254761,2.7148133508123466,10.0,457.90466772702234,172.47494506835938,93.90044856071472,873.70263671875
95.5592041015625,39094,431.8980712890625,320.63437,65.53,10.0,0.9942376639138836,[-0.546  1.237 -1.809 -1.397 -1.32 ],,478.6923828125,82.87857818603516,22,100,356.47515869140625,4.297529114251315,2200,48.90320587158203,0.3729939232686373,1.2065844535827637,0.09271970391273499,0.49195313838430427,10.0,645.0505493954738,205.66171264648438,103.08510732650757,908.46435546875
104.57251739501953,47423,498.6666259765625,385.00845,83.29,10.0,1.4112611698863562,[-0.536  1.244 -1.844 -1.431 -1.326],,966.02294921875,17.652433395385742,23,100,695.5036010742188,34.71684439450724,2300,6.973974704742432,0.012437025166686901,5.664941310882568,0.015126319602131844,4.0228827687127575,10.0,822.5609273364526,225.2958526611328,112.93891453742981,928.0150146484375
104.58908081054688,59460,625.9539184570312,507.8984,120.37,10.0,1.937505864779596,[-0.557  1.241 -1.892 -1.457 -1.404],,1461.1768798828125,8.87855339050293,24,100,1064.976318359375,23.769147733981008,2400,16.62724494934082,0.0011490412885558404,11.26309585571289,-0.0201864093542099,4.081808050303971,10.0,1193.2923440723964,241.1752166748047,123.69695544242859,963.919189453125
9.981023788452148,75304,744.35205078125,625.875,158.44,10.0,1.5359477827942611,[-0.539  1.214 -1.903 -1.501 -1.439],,1194.7371826171875,19.786300659179688,25,100,928.3876953125,44.795206609398385,2500,7.10817813873291,0.007523105452017163,5.054001808166504,-0.08086863160133362,4.831142443542472,10.0,1573.9125071091576,190.39060974121094,136.0400378704071,967.3609619140625
113.49494934082031,90630,735.6231079101562,621.19495,153.26,10.0,22.83487260356951,[-0.549  1.23  -1.918 -1.484 -1.5  ],,21011.1953125,0.032771218568086624,26,100,14690.1845703125,2184.1624826448965,2600,1.0662904977798462,2.624838736445011e-07,3051.4580078125,-0.1955314427614212,217.2375773015893,10.0,1522.1160758577048,189.83706665039062,150.2560613155365,934.3017578125
131.14437866210938,106406,722.1903076171875,601.9072,157.76,10.0,1.4646120987755478,[-0.504  1.224 -1.949 -1.459 -1.614],,1166.2657470703125,21.24213409423828,27,100,905.2868041992188,26.75517442674514,2700,12.220818519592285,0.009101587178144223,4.707624912261963,-0.2634288966655731,3.539448784312542,10.0,1567.0910030633918,215.30821228027344,167.27319645881653,982.107177734375
9.98165225982666,123616,757.0059204101562,638.1274,172.1,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,757.0059204101562,100.0,28,100,638.1273803710938,1.0,2800,93.18912506103516,1.0,1.0,-0.2634288966655731,,10.0,1710.4765501493212,204.653076171875,181.67023277282715,970.6392822265625
131.1363067626953,141542,771.7697143554688,650.1422,179.26,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,771.7697143554688,100.0,29,100,650.1422119140625,1.0,2900,93.41680145263672,1.0,1.0,-0.2634288966655731,,10.0,1782.1859606347632,204.8771514892578,192.7723262310028,993.08447265625
104.55836486816406,158322,739.2176513671875,619.8723,167.8,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,739.2176513671875,100.0,30,100,619.872314453125,1.0,3000,91.16221618652344,1.0,1.0,-0.2634288966655731,,10.0,1667.4780333461863,230.1637420654297,204.25620460510254,974.45068359375
104.57869720458984,176016,770.2437744140625,649.9726,176.94,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,770.2437744140625,100.0,31,100,649.9725952148438,1.0,3100,93.83203887939453,1.0,1.0,-0.2634288966655731,,10.0,1758.8712269498865,197.4799346923828,216.38528633117676,982.0101318359375
,192392,730.9095458984375,611.6967,163.76,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,730.9095458984375,100.0,32,100,611.6967163085938,1.0,3200,91.29499053955078,1.0,1.0,-0.2634288966655731,,10.0,1627.0790333605257,225.69638061523438,227.6079568862915,973.3685913085938
229.7662353515625,209953,774.1929931640625,653.61005,175.61,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,774.1929931640625,100.0,33,100,653.6100463867188,1.0,3300,94.98516845703125,1.0,1.0,-0.2634288966655731,,10.0,1745.6345986518063,177.8888397216797,239.6295566558838,984.5556030273438
122.38511657714844,227323,778.2754516601562,656.697,173.7,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,778.2754516601562,100.0,34,100,656.697021484375,1.0,3400,95.6524429321289,1.0,1.0,-0.2634288966655731,,10.0,1726.5074022737235,165.92376708984375,251.8250081539154,992.6834106445312
237.47128295898438,244742,771.1634521484375,650.6878,174.19,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,771.1634521484375,100.0,35,100,650.6878051757812,1.0,3500,95.19961547851562,1.0,1.0,-0.2634288966655731,,10.0,1731.3659531680576,173.1680908203125,264.34057426452637,983.6793212890625
