InitialReturnMin,TimestepsSoFar,InitialReturnMean,InitialBound,EpLenMean,ReturnStepMaxmin,MeanIW,Weights,RewardCompression,ReturnMeanIW,ESSRenyi,Iteration,EpThisIter,Bound,MaxIW,EpisodesSoFar,ESSClassic,MinIW,EmpiricalD2,MeanEntropy,StdIW,ReturnStepMax,EpRewMean,InitialReturnStd,TimeElapsed,InitialReturnMax
113.51084899902344,261710,759.932861328125,640.9326,169.68,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,759.932861328125,100.0,36,100,640.9326171875,1.0,3600,93.20718383789062,1.0,1.0,-0.2634288966655731,,10.0,1686.273362361625,205.1519012451172,276.2753601074219,971.6328125
9.980961799621582,278361,735.6597900390625,615.5385,166.51,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,735.6597900390625,100.0,37,100,615.5385131835938,1.0,3700,91.38736724853516,1.0,1.0,-0.2634288966655731,,10.0,1654.5612510153928,225.8404541015625,288.0764670372009,980.7861328125
113.49136352539062,295673,767.3453369140625,646.9602,173.12,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,767.3453369140625,100.0,38,100,646.960205078125,1.0,3800,94.26223754882812,1.0,1.0,-0.2634288966655731,,10.0,1720.6686049441946,189.3187255859375,299.61583709716797,982.940673828125
113.50704956054688,312537,750.7034912109375,630.8122,168.64,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,750.7034912109375,100.0,39,100,630.8121948242188,1.0,3900,92.90725708007812,1.0,1.0,-0.2634288966655731,,10.0,1675.8605126861482,207.42019653320312,311.6781327724457,978.9083251953125
9.983193397521973,328901,746.5856323242188,628.3622,163.64,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,746.5856323242188,100.0,40,100,628.3621826171875,1.0,4000,92.95367431640625,1.0,1.0,-0.2634288966655731,,10.0,1625.9137743362596,205.55474853515625,323.05509209632874,965.2904052734375
113.54702758789062,345756,753.77392578125,634.30426,168.55,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,753.77392578125,100.0,41,100,634.3042602539062,1.0,4100,93.28937530517578,1.0,1.0,-0.2634288966655731,,10.0,1674.9767469855726,202.16510009765625,335.03596901893616,975.4655151367188
113.52578735351562,362188,741.6286010742188,620.8466,164.32,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,741.6286010742188,100.0,42,100,620.8466186523438,1.0,4200,92.68338775634766,1.0,1.0,-0.2634288966655731,,10.0,1632.7022452642923,208.37252807617188,345.1517617702484,986.1808471679688
122.36946868896484,378526,745.12939453125,626.83466,163.38,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,745.12939453125,100.0,43,100,626.8346557617188,1.0,4300,92.89802551269531,1.0,1.0,-0.2634288966655731,,10.0,1623.2896583564113,206.02423095703125,355.23988103866577,965.8723754882812
113.50019073486328,394174,719.5479736328125,599.89014,156.48,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,719.5479736328125,100.0,44,100,599.89013671875,1.0,4400,90.8467025756836,1.0,1.0,-0.2634288966655731,,10.0,1554.3346284604672,228.3988494873047,365.40242433547974,977.0018920898438
,410041,723.6907958984375,605.2227,158.67,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,723.6907958984375,100.0,45,100,605.2227172851562,1.0,4500,91.18640899658203,1.0,1.0,-0.2634288966655731,,10.0,1576.2016239233103,224.99070739746094,375.94664669036865,967.2876586914062
122.34800720214844,424922,683.5252075195312,562.3419,148.81,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,683.5252075195312,100.0,46,100,562.3419189453125,1.0,4600,87.73096466064453,1.0,1.0,-0.2634288966655731,,10.0,1477.6264748487135,255.6131134033203,384.8642144203186,989.4571533203125
,442398,758.64990234375,645.60376,174.76,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],0.010000000000000009,766.3130493164062,100.0,47,100,645.603759765625,1.0,4700,92.37767791748047,1.0,1.0,-0.2634288966655731,,10.0,1737.0706221288929,217.92237854003906,395.17738103866577,985.5872192382812
122.35704040527344,460125,783.0316162109375,661.524,177.27,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,783.0316162109375,100.0,48,100,661.5239868164062,1.0,4800,95.76883697509766,1.0,1.0,-0.2634288966655731,,10.0,1762.1465774061592,164.5874481201172,407.36480140686035,992.1056518554688
,477948,773.1827392578125,653.63336,178.23,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,773.1827392578125,100.0,49,100,653.6333618164062,1.0,4900,92.9669418334961,1.0,1.0,-0.2634288966655731,,10.0,1771.7566506365372,212.6619110107422,418.128865480423,976.1166381835938
113.51611328125,495064,763.8135986328125,643.36957,171.16,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,763.8135986328125,100.0,50,100,643.3695678710938,1.0,5000,94.03910827636719,1.0,1.0,-0.2634288966655731,,10.0,1701.0550796496004,192.3042755126953,427.8878300189972,983.42138671875
19.8609619140625,510106,708.1883544921875,587.7139,150.42,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,708.1883544921875,100.0,51,100,587.7139282226562,1.0,5100,90.65489959716797,1.0,1.0,-0.2634288966655731,,10.0,1493.6870014229817,227.37623596191406,436.58097290992737,983.6696166992188
122.36553192138672,526956,743.3370361328125,623.94476,168.5,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,743.3370361328125,100.0,52,100,623.9447631835938,1.0,5200,91.86099243164062,1.0,1.0,-0.2634288966655731,,10.0,1674.4891068728466,221.26144409179688,448.36096572875977,974.833984375
9.981546401977539,544011,762.2716674804688,643.76,170.55,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,762.2716674804688,100.0,53,100,643.760009765625,1.0,5300,93.83841705322266,1.0,1.0,-0.2634288966655731,,10.0,1695.010956451703,195.32835388183594,457.85648560523987,967.643798828125
113.53440856933594,561598,767.7470092773438,650.06555,175.87,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,767.7470092773438,100.0,54,100,650.0655517578125,1.0,5400,92.9931411743164,1.0,1.0,-0.2634288966655731,,10.0,1748.1930034563807,210.74363708496094,468.68233036994934,960.8648681640625
113.52003479003906,578512,739.2273559570312,618.73517,169.14,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,739.2273559570312,100.0,55,100,618.7351684570312,1.0,5500,90.77102661132812,1.0,1.0,-0.2634288966655731,,10.0,1680.952881586004,235.71168518066406,479.53593277931213,983.8143920898438
122.36613464355469,596572,792.3201293945312,672.99664,180.6,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,792.3201293945312,100.0,56,100,672.9966430664062,1.0,5600,95.8617935180664,1.0,1.0,-0.2634288966655731,,10.0,1795.4817707555123,164.6204376220703,491.8766748905182,974.2723388671875
,613194,740.165283203125,621.96387,166.22,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,740.165283203125,100.0,57,100,621.9638671875,1.0,5700,91.96588897705078,1.0,1.0,-0.2634288966655731,,10.0,1651.6906716912326,218.7681884765625,501.88038659095764,965.1102905273438
104.55262756347656,630069,762.013427734375,644.3704,168.75,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,762.013427734375,100.0,58,100,644.3704223632812,1.0,5800,93.95775604248047,1.0,1.0,-0.2634288966655731,,10.0,1677.0123026284834,193.2390594482422,511.77501821517944,960.5509643554688
9.981122016906738,648147,776.036865234375,655.3165,180.78,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,776.036865234375,100.0,59,100,655.3165283203125,1.0,5900,93.73635864257812,1.0,1.0,-0.2634288966655731,,10.0,1797.2353897363103,200.6051483154297,521.8431601524353,985.6771240234375
113.51766204833984,665028,751.9229736328125,633.7898,168.81,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,751.9229736328125,100.0,60,100,633.789794921875,1.0,6000,93.31539916992188,1.0,1.0,-0.2634288966655731,,10.0,1677.6223344056325,201.24923706054688,532.4191176891327,964.5535278320312
,681010,727.0831909179688,607.50385,159.82,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,727.0831909179688,100.0,61,100,607.5038452148438,1.0,6100,91.33721923828125,1.0,1.0,-0.2634288966655731,,10.0,1587.7525639057044,223.9179229736328,542.7725887298584,976.3612670898438
,697487,735.132080078125,614.4651,164.77,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,735.132080078125,100.0,62,100,614.465087890625,1.0,6200,90.95319366455078,1.0,1.0,-0.2634288966655731,,10.0,1637.2013984631524,231.8484649658203,552.8671543598175,985.2416381835938
9.979891777038574,714161,740.62841796875,618.9693,166.74,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,740.62841796875,100.0,63,100,618.9692993164062,1.0,6300,92.17195129394531,1.0,1.0,-0.2634288966655731,,10.0,1656.9916660417832,215.8381805419922,563.173431634903,993.3427124023438
113.49650573730469,729754,714.2302856445312,592.6898,155.93,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,714.2302856445312,100.0,64,100,592.6898193359375,1.0,6400,91.36847686767578,1.0,1.0,-0.2634288966655731,,10.0,1548.8017973061808,219.5247802734375,575.0402727127075,992.3739624023438
113.52091979980469,747185,766.1453857421875,645.49493,174.31,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,766.1453857421875,100.0,65,100,645.4949340820312,1.0,6500,94.53873443603516,1.0,1.0,-0.2634288966655731,,10.0,1732.5973795167301,184.1421661376953,584.905389547348,985.106689453125
,765456,773.9710083007812,653.7494,182.71,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,773.9710083007812,100.0,66,100,653.7493896484375,1.0,6600,93.09623718261719,1.0,1.0,-0.2634288966655731,,10.0,1816.560264924767,210.7666778564453,595.7413899898529,981.6051025390625
9.983399391174316,781813,726.7400512695312,607.05304,163.57,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,726.7400512695312,100.0,67,100,607.0530395507812,1.0,6700,89.63065338134766,1.0,1.0,-0.2634288966655731,,10.0,1625.181238132322,247.1876678466797,604.7684526443481,977.2401123046875
,798358,732.747314453125,620.2497,165.45,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],0.010000000000000009,740.14892578125,100.0,68,100,620.2496948242188,1.0,6800,90.32940673828125,1.0,1.0,-0.2634288966655731,,10.0,1643.9970568397157,239.75430297851562,617.160267829895,978.97314453125
113.5079345703125,815565,763.0106201171875,646.0902,172.07,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,763.0106201171875,100.0,69,100,646.0902099609375,1.0,6900,93.95507049560547,1.0,1.0,-0.2634288966655731,,10.0,1710.198260344071,193.53814697265625,627.4825789928436,954.651123046875
9.981085777282715,832240,744.19970703125,627.40125,166.75,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,744.19970703125,100.0,70,100,627.4012451171875,1.0,7000,92.38606262207031,1.0,1.0,-0.2634288966655731,,10.0,1657.0048826106267,213.64410400390625,639.1302752494812,953.655517578125
9.98147964477539,848088,726.3052368164062,606.2511,158.48,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,726.3052368164062,100.0,71,100,606.2510986328125,1.0,7100,91.0986557006836,1.0,1.0,-0.2634288966655731,,10.0,1574.307178212888,227.03382873535156,649.0335128307343,980.238037109375
104.56317138671875,865015,746.8460693359375,629.82263,169.27,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,746.8460693359375,100.0,72,100,629.8226318359375,1.0,7200,91.49938201904297,1.0,1.0,-0.2634288966655731,,10.0,1682.2055664305226,227.6394500732422,661.2750859260559,955.4924926757812
,881672,751.0106201171875,634.5615,166.57,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,751.0106201171875,100.0,73,100,634.5615234375,1.0,7300,92.90404510498047,1.0,1.0,-0.2634288966655731,,10.0,1655.176270110364,207.55580139160156,670.5393471717834,950.8028564453125
113.52189636230469,897911,735.1644287109375,616.69635,162.39,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,735.1644287109375,100.0,74,100,616.6963500976562,1.0,7400,91.95914459228516,1.0,1.0,-0.2634288966655731,,10.0,1613.3938393347455,217.38914489746094,679.4672636985779,967.28759765625
9.981337547302246,914626,743.3916625976562,624.8763,167.15,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,743.3916625976562,100.0,75,100,624.8762817382812,1.0,7500,91.94670867919922,1.0,1.0,-0.2634288966655731,,10.0,1660.9916452577154,220.00697326660156,690.9592628479004,967.674072265625
113.4889144897461,931769,765.09619140625,644.75024,171.43,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,765.09619140625,100.0,76,100,644.750244140625,1.0,7600,94.1902084350586,1.0,1.0,-0.2634288966655731,,10.0,1703.798863055936,190.0175018310547,701.7240138053894,982.6207885742188
,949079,764.7864990234375,644.5452,173.1,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,764.7864990234375,100.0,77,100,644.5452270507812,1.0,7700,94.01739501953125,1.0,1.0,-0.2634288966655731,,10.0,1720.4713124352847,192.92172241210938,713.7734112739563,981.7657470703125
122.37712860107422,965728,756.4134521484375,637.63947,166.49,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,756.4134521484375,100.0,78,100,637.6394653320312,1.0,7800,94.56952667236328,1.0,1.0,-0.2634288966655731,,10.0,1654.4024275976494,181.25991821289062,723.1362864971161,969.7855834960938
131.12362670898438,982289,747.9130249023438,628.8536,165.61,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,747.9130249023438,100.0,79,100,628.8535766601562,1.0,7900,92.85083770751953,1.0,1.0,-0.2634288966655731,,10.0,1645.621088780079,207.53219604492188,733.010980129242,972.1162109375
9.981525421142578,999554,760.9692993164062,641.70026,172.65,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,760.9692993164062,100.0,80,100,641.7002563476562,1.0,8000,93.22188568115234,1.0,1.0,-0.2634288966655731,,10.0,1716.0018120946393,205.19284057617188,743.2438747882843,973.8277587890625
113.51705932617188,1016867,758.9645385742188,639.44025,173.13,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,758.9645385742188,100.0,81,100,639.4402465820312,1.0,8100,92.57987213134766,1.0,1.0,-0.2634288966655731,,10.0,1720.810865936351,214.86647033691406,754.3939719200134,975.911865234375
122.35958862304688,1033700,756.058837890625,635.75854,168.33,10.0,1.0,[-0.508  1.225 -1.968 -1.453 -1.682],,756.058837890625,100.0,82,100,635.758544921875,1.0,8200,93.7710189819336,1.0,1.0,-0.2634288966655731,,10.0,1672.8070996347253,194.86367797851562,764.3563623428345,982.2476806640625
