InitialReturnStd,ESSClassic,StdIWNorm,J_sample_variance,ReturnMeanIW,MeanIW,Weights,MeanIWNorm,InitialBound,EpisodesSoFar,ReturnStepMax,EpThisIter,ESSRenyi,StdIW,ReturnStepMaxmin,EntropyCoefficient,EmpiricalD2,TimeElapsed,InitialReturnMax,Bound,Iteration,MinIW,InitialReturnMean,InitialReturnMin,MeanEntropy,TimestepsSoFar,MinIWNorm,MaxIWNorm,EpLenMean,MaxIW,EpRewMean
174.70247,99.84977,0.00039018854,30874.287,0.1879363,1.0059762,[-0.019  0.846 -3.265 -2.82  -0.665],0.010059762,-117.213036,7400,10.0,100,99.84685,0.03901886,9.9935875,,1.0015339,1345.7765719890594,36.303833,-117.11493,74,0.85590994,-3.2958986e-05,-957.04016,0.75382,2550499,0.008559099,0.010663589,476.96,1.0663589,4767.834386887253
95.86763,99.855415,0.00038373447,9185.469,0.15938759,1.0085121,[-0.018  0.846 -3.266 -2.82  -0.665],0.010085122,-116.78516,7500,10.0,100,99.87038,0.03837345,9.995256,,1.001298,1369.751894235611,10.1467285,-116.70146,75,0.90629745,-7.019043e-05,-953.5462,0.75292796,2599710,0.009062975,0.011023527,492.11,1.1023527,4919.67501351122
128.67471,99.63543,0.00060777355,16003.275,0.88574314,1.0047731,[-0.017  0.848 -3.268 -2.821 -0.666],0.010047733,-118.74399,7600,10.0,100,99.58982,0.060777348,9.9933605,,1.0041187,1392.1397688388824,23.791199,-118.10254,76,0.8943946,1.0986329e-05,-969.5407,0.7510767,2647414,0.008943945,0.011571178,477.04,1.1571178,4768.566085273652
136.62805,99.79538,0.00045201756,18195.502,0.5193925,0.99824166,[-0.017  0.847 -3.276 -2.822 -0.668],0.0099824155,-117.72455,7700,10.0,100,99.81103,0.045201752,9.99254,,1.0018933,1413.7750420570374,22.139221,-117.31651,77,0.8630772,-2.2583008e-05,-961.2167,0.7504211,2695317,0.008630772,0.010897952,479.03,1.0897952,4788.265632037201
155.89703,99.644264,0.0006033714,24218.938,0.52013326,1.0097862,[-0.016  0.847 -3.289 -2.821 -0.668],0.010097862,-116.90606,7800,10.0,100,99.60347,0.06033714,9.993349,,1.0039811,1437.2288420200348,28.822815,-116.61839,78,0.86853766,3.0517579e-06,-954.53394,0.7486965,2743155,0.0086853765,0.01148904,478.38,1.1489041,4781.959869415051
98.83539,99.92666,0.0002715993,9739.727,0.10071182,1.0024607,[-0.015  0.845 -3.289 -2.819 -0.67 ],0.010024607,-120.37466,7900,10.0,100,99.91955,0.027159935,9.995689,,1.0008051,1460.297271490097,10.486572,-120.32239,79,0.93553424,-8.544922e-06,-982.85486,0.7480265,2792363,0.009355342,0.0108058,492.08,1.08058,4919.477179028797
11.948133,98.02298,0.0014082538,96.947945,0.3343882,0.9916019,[-0.015  0.844 -3.289 -2.818 -0.671],0.009916018,-13.077205,8000,10.0,100,97.8692,0.14082539,9.995136,,1.0217719,1480.2608377933502,1.9666748,-12.884405,80,0.6002964,-2.4414062e-06,-106.7749,0.74373686,2841648,0.0060029635,0.0126684625,492.85,1.2668463,4927.044099956355
12.954068,99.35773,0.0008066151,136.18846,0.14235646,1.0032419,[-0.013  0.84  -3.29  -2.818 -0.675],0.010032418,-15.75143,8100,10.0,100,99.23534,0.08066151,9.996166,,1.0077056,1501.423665523529,1.5248413,-15.669671,81,0.8313435,2.8076172e-05,-128.6101,0.7416373,2891235,0.008313434,0.012295812,495.87,1.2295812,4957.477782147127
149.05252,99.165436,0.0009383159,21068.24,1.8854775,1.0228215,[-0.013  0.839 -3.29  -2.82  -0.677],0.010228216,-118.00469,8200,10.0,100,99.102135,0.09383159,9.994354,,1.00906,1524.291353225708,29.851685,-116.65259,82,0.8492924,1.7700195e-05,-963.5044,0.73936594,2939296,0.008492923,0.013192374,480.61,1.3192375,4804.488201884732
8.199755,98.48429,0.0012378155,50.82562,0.1707809,0.9977738,[-0.014  0.841 -3.302 -2.825 -0.679],0.009977737,-7.095799,8300,10.0,100,98.28546,0.12378155,9.996199,,1.0174445,1546.9585390090942,1.3529053,-6.986596,83,0.64327717,-4.5166016e-05,-57.936584,0.7392574,2988773,0.0064327717,0.013366406,494.77,1.3366406,4946.493903389669
147.23888,99.025475,0.0010072631,21059.44,1.3856888,1.0153514,[-0.011  0.844 -3.303 -2.823 -0.68 ],0.010153513,-116.88295,8400,10.0,100,98.97529,0.10072631,9.994173,,1.0103532,1569.4760267734528,29.016418,-116.10079,84,0.78407764,3.2958986e-05,-954.3455,0.7367357,3036456,0.007840776,0.013052741,476.83,1.3052741,4766.668544362139
139.05217,99.9508,0.00022202404,19476.283,0.068992615,1.0008491,[-0.011  0.844 -3.306 -2.819 -0.682],0.010008492,-119.04704,8500,10.0,100,99.95493,0.022202402,9.994467,,1.0004508,1589.9662160873413,21.317017,-119.00482,85,0.941231,-5.9814454e-05,-972.0145,0.7364151,3084727,0.00941231,0.010648043,482.71,1.0648043,4825.510143647893
182.74011,98.871704,0.0010885502,32735.799,1.4696054,1.0189922,[-0.01   0.843 -3.307 -2.817 -0.682],0.01018992,-117.09633,8600,10.0,100,98.82598,0.108855024,9.994762,,1.0118797,1613.749748468399,37.24817,-116.32025,86,0.7510041,4.5776367e-05,-956.0879,0.73404765,3132668,0.007510041,0.013186295,479.41,1.3186295,4792.5914501458265
122.7529,99.187386,0.00091411424,14391.771,0.83696747,1.009896,[-0.012  0.845 -3.307 -2.822 -0.685],0.010098959,-118.22959,8700,10.0,100,99.25002,0.091411434,9.994904,,1.0075564,1635.35293841362,18.023865,-117.83845,87,0.81126356,-3.2958986e-05,-965.3403,0.7320068,3181314,0.008112635,0.01275872,486.46,1.275872,4863.095164092667
138.34985,99.97308,0.00016428976,19324.14,0.02802229,1.0010735,[-0.012  0.842 -3.318 -2.816 -0.687],0.010010735,-119.21958,8800,10.0,100,99.97802,0.016428977,9.995754,,1.0002198,1658.3249742984772,19.923157,-119.20468,88,0.9565888,1.4038086e-05,-973.4239,0.73231804,3230268,0.009565888,0.01053112,489.54,1.053112,4894.101797500931
125.648544,99.930984,0.0002625791,15810.18,0.12453902,0.9990002,[-0.012  0.841 -3.318 -2.815 -0.687],0.009990001,-119.12787,8900,10.0,100,99.91931,0.02625791,9.995171,,1.0008075,1680.9710307121277,20.663208,-119.05143,89,0.91371834,1.4038086e-05,-972.67505,0.73185563,3278756,0.009137183,0.010878707,484.88,1.0878707,4847.375074613774
214.1588,98.36966,0.0013540029,46169.254,2.726122,1.0517435,[-0.013  0.842 -3.322 -2.816 -0.687],0.010517435,-115.49572,9000,10.0,100,98.077286,0.13540028,9.993706,,1.0196041,1703.3668224811554,50.322693,-113.89614,90,0.7780614,-5.3100586e-05,-943.0181,0.7314192,3325666,0.007780614,0.013951421,469.1,1.3951421,4689.276291333497
76.95293,98.37923,0.0012944223,5001.5605,1.4511384,1.008476,[-0.014  0.853 -3.326 -2.821 -0.688],0.01008476,-70.22336,9100,10.0,100,98.552475,0.12944223,9.994514,,1.0146879,1728.1985697746277,13.069519,-69.28612,91,0.7219802,6.3171385e-05,-573.3718,0.7285222,3373889,0.007219802,0.013734729,482.23,1.3734729,4820.72454472192
95.92556,99.99112,9.437583e-05,9294.957,0.01622057,1.0009964,[-0.012  0.855 -3.344 -2.818 -0.69 ],0.010009963,-116.759636,9200,10.0,100,99.9919,0.0094375815,9.995373,,1.0000811,1752.5998821258545,10.349976,-116.7482,92,0.9607327,5.065918e-05,-953.33887,0.72843313,3423063,0.009607327,0.010196069,491.74,1.019607,4915.999781973142
70.749916,99.72356,0.00052893144,4484.7925,0.45469475,1.0045953,[-0.012  0.855 -3.344 -2.818 -0.691],0.010045953,-86.20016,9300,10.0,100,99.7294,0.052893143,9.995729,,1.0027133,1774.4812021255493,7.455017,-85.86234,93,0.86640525,2.5634765e-05,-703.8215,0.7281654,3472389,0.008664052,0.01132307,493.26,1.132307,4931.282733910984
137.6321,99.86056,0.0003762051,19103.55,0.18054199,1.0067466,[-0.013  0.859 -3.352 -2.822 -0.691],0.010067468,-117.9771,9400,10.0,100,99.885895,0.037620507,9.995575,,1.0011424,1798.328537940979,20.083862,-117.86385,94,0.8909783,-6.8969726e-05,-963.2784,0.7275168,3521155,0.008909782,0.010808737,487.66,1.0808737,4875.260006070478
135.9045,99.50762,0.00070689846,17561.838,0.9777045,1.004946,[-0.012  0.86  -3.356 -2.823 -0.691],0.0100494595,-117.540276,9500,10.0,100,99.4893,0.07068984,9.995705,,1.0051332,1824.3072230815887,23.646545,-116.86382,95,0.8209842,-2.746582e-05,-959.71204,0.72655565,3569706,0.008209841,0.011401896,485.51,1.1401896,4853.807979580132
140.11095,99.73622,0.000519703,19702.398,0.31473446,1.0105691,[-0.013  0.865 -3.363 -2.827 -0.692],0.010105691,-118.92461,9600,10.0,100,99.77137,0.0519703,9.99581,,1.0022916,1847.9718687534332,22.332947,-118.74599,96,0.86261487,-5.9814454e-05,-971.01483,0.7259385,3618319,0.008626148,0.011535833,486.13,1.1535833,4860.0237634669875
167.00554,97.94517,0.0014826074,26390.873,1.9051251,1.0235999,[-0.013  0.861 -3.365 -2.823 -0.693],0.010235999,-117.40794,9700,10.0,100,98.62916,0.14826076,9.993296,,1.013899,1872.5694606304169,34.71118,-116.315834,97,0.7823142,-8.4228515e-05,-958.6311,0.7231906,3665795,0.007823141,0.016780106,474.76,1.6780107,4745.755404280925
29.92358,99.42948,0.0007608361,736.5111,0.41390514,1.0044075,[-0.015  0.86  -3.371 -2.821 -0.696],0.010044074,-33.883373,9800,10.0,100,99.342804,0.076083615,9.995104,,1.0066154,1896.1039190292358,4.409912,-33.581364,98,0.8290702,2.4414062e-06,-276.65662,0.72267735,3714815,0.008290702,0.012112884,490.2,1.2112885,4900.542369519399
143.1226,99.92523,0.00027390278,20540.355,0.23163724,1.0013217,[-0.015  0.858 -3.384 -2.825 -0.696],0.010013218,-118.658195,9900,10.0,100,99.93155,0.02739028,9.994843,,1.000685,1920.0317916870117,24.496094,-118.46723,99,0.9333237,4.8217775e-05,-968.84045,0.72268385,3762967,0.009333236,0.010615852,481.52,1.0615852,4813.70127984369
138.43336,99.74468,0.00051152095,19350.244,0.27698135,1.0110431,[-0.015  0.857 -3.388 -2.822 -0.696],0.01011043,-119.074326,10000,10.0,100,99.781334,0.05115209,9.995628,,1.0021914,1943.8124372959137,21.10736,-118.92772,100,0.87487245,-2.9907227e-05,-972.2375,0.7229882,3811474,0.008748724,0.011506903,485.07,1.1506903,4849.37192679886
190.96764,99.88879,0.00033633248,36707.66,0.47814608,1.0080562,[-0.014  0.858 -3.389 -2.821 -0.696],0.010080562,-116.66593,10100,10.0,100,99.86208,0.03363325,9.995676,,1.001381,1966.3955240249634,40.783997,-116.26829,101,0.92594135,-3.479004e-05,-952.57306,0.7227669,3859154,0.009259413,0.010856271,476.8,1.0856271,4766.712684560818
137.68016,99.84301,0.0004004915,19039.094,0.25467777,1.0100595,[-0.014  0.861 -3.396 -2.824 -0.696],0.010100595,-117.91098,10200,10.0,100,99.806694,0.04004915,9.996002,,1.0019368,1990.7888567447662,20.619629,-117.770424,102,0.89603025,4.8828124e-06,-962.7391,0.7227461,3907766,0.008960302,0.011260332,486.12,1.1260332,4859.968912637251
98.863525,99.97102,0.00017122531,9882.236,0.05352688,1.0057045,[-0.013  0.858 -3.397 -2.824 -0.696],0.010057046,-120.35179,10300,10.0,100,99.95841,0.017122528,9.995831,,1.000416,2013.8796973228455,10.668945,-120.323235,103,0.9379388,-6.408691e-05,-982.6677,0.72274584,3956911,0.009379388,0.010527187,491.45,1.0527188,4913.211541263471
171.60896,99.584595,0.0006431264,27786.965,1.2921219,0.99576795,[-0.012  0.858 -3.397 -2.824 -0.696],0.00995768,-116.0934,10400,10.0,100,99.523056,0.06431264,9.994577,,1.0047923,2038.1504878997803,35.45056,-115.07913,104,0.82833105,2.4414062e-06,-947.8987,0.72210205,4004560,0.008283311,0.011706859,476.49,1.1706859,4763.356916294915
161.98148,97.86748,0.0014973287,24306.92,2.6933584,1.0143486,[-0.013  0.854 -3.409 -2.82  -0.697],0.010143485,-117.51208,10500,10.0,100,98.44104,0.14973287,9.994705,,1.0158365,2060.0458285808563,33.859863,-115.745605,105,0.69069993,5.493164e-05,-959.4825,0.7191932,4052094,0.0069069993,0.015046483,475.34,1.5046483,4751.8807819712
120.93602,99.625305,0.0006168037,13995.726,0.63399124,1.0057509,[-0.014  0.849 -3.423 -2.811 -0.7  ],0.010057509,-119.518036,10600,10.0,100,99.58593,0.061680373,9.99588,,1.0041579,2085.549156188965,17.479675,-119.132324,106,0.8710934,7.93457e-05,-975.86127,0.7182188,4100888,0.008710934,0.011654207,487.94,1.1654207,4878.13611270256
168.17848,99.69405,0.0005602533,28478.682,0.43487024,1.0113221,[-0.014  0.852 -3.429 -2.817 -0.701],0.010113221,-116.57361,10700,10.0,100,99.6391,0.056025326,9.995075,,1.003622,2108.7479918003082,31.545715,-116.34973,107,0.8538083,6.1035156e-05,-951.82,0.71780103,4148833,0.008538082,0.01124706,479.45,1.124706,4793.0592533439085
139.77141,99.56598,0.00066828815,19020.21,0.80727386,1.0121722,[-0.013  0.854 -3.428 -2.815 -0.701],0.010121722,-118.876175,10800,10.0,100,99.48142,0.06682882,9.996067,,1.0052128,2131.057619571686,22.732666,-118.37838,108,0.86357737,5.2490235e-05,-970.62024,0.7162395,4197294,0.008635773,0.011751349,484.61,1.1751349,4844.879530978167
122.22825,99.67156,0.000577289,14604.328,0.46615982,1.0056742,[-0.013  0.856 -3.442 -2.815 -0.703],0.010056742,-119.509605,10900,10.0,100,99.66133,0.057728905,9.996559,,1.0033982,2155.04203748703,17.552734,-119.24637,109,0.8873853,3.7231446e-05,-975.7921,0.7161819,4246192,0.008873853,0.011547928,488.98,1.1547928,4888.69279114335
138.3387,99.974335,0.00016036838,19314.75,0.031004906,1.0009896,[-0.012  0.859 -3.445 -2.814 -0.703],0.010009897,-119.19849,11000,10.0,100,99.98467,0.01603684,9.995972,,1.0001533,2179.878884077072,20.088135,-119.17652,110,0.96640944,-0.00010131836,-973.25073,0.71643436,4295027,0.009664094,0.010439373,488.35,1.0439373,4882.252604748751
180.61368,99.011086,0.001009623,31025.562,1.6847086,1.0102344,[-0.013  0.858 -3.445 -2.814 -0.702],0.010102344,-115.85691,11100,10.0,100,99.04147,0.100962326,9.993952,,1.009678,2201.670692920685,37.397583,-114.7315,111,0.7851894,7.3242186e-06,-945.9678,0.7134413,4342614,0.007851894,0.012737345,475.87,1.2737346,4757.004771968742
14.418807,98.87992,0.0010717962,150.59386,0.25315523,1.0070311,[-0.013  0.857 -3.454 -2.814 -0.705],0.010070311,-17.518,11200,10.0,100,99.0957,0.10717961,9.995962,,1.0091255,2225.033592939377,1.71344,-17.344505,112,0.77339137,-8.789063e-05,-143.03314,0.71297526,4392153,0.0077339136,0.013337395,495.39,1.3337395,4952.624168626492
100.64743,99.94361,0.00023805303,10225.152,0.074780226,1.0023313,[-0.012  0.849 -3.462 -2.808 -0.706],0.010023313,-118.88989,11300,10.0,100,99.93848,0.023805303,9.995739,,1.0006156,2248.397650241852,12.644531,-118.8517,113,0.9111277,,-970.7319,0.7125257,4441107,0.009111277,0.010514878,489.54,1.0514878,4894.085018250616
3.955211,98.90281,0.0010437983,12.369144,0.055087283,0.9910199,[-0.011  0.848 -3.463 -2.808 -0.706],0.0099102,-4.6179066,11400,10.0,100,98.884796,0.10437982,9.996759,,1.0112778,2273.6977558135986,0.6013794,-4.5887375,114,0.7894086,-4.8828126e-05,-37.70465,0.71344525,4490818,0.007894086,0.013375673,497.11,1.3375673,4970.020369986705
98.866745,99.950745,0.0002220654,9874.262,0.053079605,1.000392,[-0.014  0.85  -3.464 -2.805 -0.705],0.01000392,-120.3021,11500,10.0,100,99.96009,0.022206541,9.99481,,1.0003992,2294.9470477104187,11.085205,-120.27309,115,0.92193747,5.3710937e-05,-982.26294,0.7135032,4539635,0.0092193745,0.010447073,488.17,1.0447073,4880.168557215212
155.46107,99.391785,0.00078649767,23665.072,0.71169853,1.0054137,[-0.013  0.85  -3.464 -2.805 -0.705],0.010054136,-118.31109,11600,10.0,100,99.403725,0.07864977,9.995724,,1.0059985,2317.7139070034027,27.334229,-117.95372,116,0.7982619,1.7700195e-05,-966.0061,0.7129121,4588023,0.007982618,0.011975585,483.88,1.1975585,4837.503241006095
153.25723,99.45393,0.00074915297,22636.232,1.0520697,1.0110198,[-0.013  0.845 -3.485 -2.798 -0.706],0.010110197,-117.15695,11700,10.0,100,99.332565,0.0749153,9.996666,,1.0067192,2340.942137002945,26.76709,-116.497955,117,0.85608673,0.00012817382,-956.58356,0.7115754,4636562,0.008560867,0.011985417,485.39,1.1985418,4852.820679873188
136.99371,99.87561,0.0003559974,18830.863,0.24352074,1.00876,[-0.014  0.842 -3.491 -2.793 -0.707],0.0100876,-119.24962,11800,10.0,100,99.87501,0.035599746,9.997034,,1.0012515,2363.0963151454926,19.671997,-119.08064,118,0.91736555,-3.7841797e-05,-973.6687,0.7115542,4685567,0.009173655,0.010894527,490.05,1.0894527,4899.500927588318
136.96414,99.89133,0.0003315748,18886.602,0.14066601,1.0052663,[-0.015  0.843 -3.495 -2.792 -0.707],0.010052662,-118.02555,11900,10.0,100,99.88847,0.033157475,9.996626,,1.0011165,2385.823227405548,19.698425,-117.95084,119,0.8928308,8.972168e-05,-963.6753,0.7109445,4734542,0.008928307,0.0109477425,489.75,1.0947742,4896.403029180786
10.323907,98.38277,0.001278607,72.4465,0.24447274,0.9972606,[-0.014  0.843 -3.495 -2.792 -0.708],0.009972605,-12.337608,12000,10.0,100,98.34519,0.12786071,9.996717,,1.0168265,2412.4528019428253,1.4052734,-12.196532,120,0.73281,2.9296874e-05,-100.73639,0.70798,4784037,0.0073281,0.013353174,494.95,1.3353174,4948.409107199686
138.35088,99.91504,0.0002932471,19255.998,0.15844727,1.0056933,[-0.012  0.84  -3.496 -2.793 -0.711],0.010056933,-119.22016,12100,10.0,100,99.888535,0.029324707,9.9965725,,1.0011159,2435.214178085327,19.907654,-119.12826,121,0.9381097,4.8217775e-05,-973.4289,0.7073983,4832991,0.009381097,0.010842826,489.54,1.0842826,4894.298576977253
1.8925716,95.28225,0.0022424366,0.5161918,0.16856703,1.0077634,[-0.011  0.841 -3.496 -2.792 -0.712],0.010077634,-1.9004004,12200,10.0,100,95.02478,0.22424366,9.997007,,1.0523571,2457.259643316269,0.37347412,-1.7808894,122,0.25459668,-5.7373047e-05,-15.516235,0.7089628,4882775,0.0025459668,0.014881791,497.84,1.4881791,4977.377073761503
121.860634,99.309906,0.00084980496,14520.776,0.6387801,1.0194467,[-0.004  0.842 -3.496 -2.791 -0.71 ],0.010194468,-118.2688,12300,10.0,100,99.50391,0.0849805,9.995947,,1.0049857,2478.011549949646,17.709473,-117.9245,123,0.8336655,2.6855469e-05,-965.6608,0.71049416,4931556,0.008336655,0.012796907,487.81,1.2796907,4876.84276900737
0.10264657,100.0,1.8626451e-09,0.0106427455,-0.00011169491,1.0,[-0.005  0.84  -3.501 -2.791 -0.708],0.010000002,-0.085097805,12400,10.0,100,100.0,,9.997564,,1.0,2502.065121650696,0.12640381,-0.085097805,124,1.0,-0.00011169434,-0.6939087,0.71049416,4981549,0.01,0.01,499.93,1.0,4998.406692388273
97.8301,99.99536,6.826208e-05,9662.717,0.0067481995,1.0003428,[-0.005  0.84  -3.501 -2.791 -0.708],0.010003426,-119.21493,12500,10.0,100,99.99502,0.0068262075,9.997025,,1.0000498,2526.693253993988,9.9646,-119.21117,125,0.9777971,2.380371e-05,-973.386,0.71057194,5030999,0.009777971,0.010168445,494.5,1.0168445,4943.99325028764
168.27173,99.65093,0.00059526705,28205.06,0.3932624,1.0057522,[-0.005  0.839 -3.501 -2.791 -0.708],0.010057521,-117.99631,12600,10.0,100,99.68073,0.059526708,9.995342,,1.0032029,2549.577310323715,29.913025,-117.79183,126,0.8718927,-2.5024414e-05,-963.4356,0.7090112,5079313,0.008718926,0.01166351,483.14,1.1663511,4830.011289717375
83.70221,98.8125,0.0010976073,5256.816,1.3767552,1.0012379,[-0.005  0.842 -3.504 -2.795 -0.71 ],0.010012379,-95.0575,12700,10.0,100,98.888214,0.10976073,9.996952,,1.0112429,2576.98713183403,11.03064,-94.2136,127,0.7620134,-1.6479493e-05,-776.1411,0.7085542,5128454,0.0076201335,0.013812244,491.41,1.3812244,4913.085192170024
28.114643,98.6107,0.0011742559,473.7026,0.69691384,0.9893001,[-0.006  0.833 -3.511 -2.786 -0.71 ],0.009893,-34.002174,12800,10.0,100,98.316795,0.11742558,9.995504,,1.0171202,2601.199161529541,3.595337,-33.595074,128,0.71177495,-1.4038086e-05,-277.62646,0.70560646,5177581,0.007117749,0.01337815,491.27,1.337815,4911.334287317388
75.19637,99.74282,0.0005039096,4938.9985,0.48155951,0.992361,[-0.006  0.833 -3.525 -2.78  -0.713],0.009923609,-91.604805,12900,10.0,100,99.74046,0.050390955,9.996489,,1.0026021,2627.3166012763977,7.9526367,-91.24237,129,0.8633436,2.8076172e-05,-747.9503,0.7050568,5226888,0.008633436,0.010969187,493.07,1.0969187,4929.563610158045
0.07514682,100.0,1.8626451e-09,0.005704085,5.493872e-06,1.0,[-0.006  0.831 -3.542 -2.777 -0.714],0.010000002,-0.024371296,13000,10.0,100,100.0,,0.016075134,,1.0,2661.186903476715,0.10949707,-0.024371296,130,1.0,5.4931643e-06,-0.19903564,0.7050568,5276888,0.01,0.01,500.0,1.0,4999.1510108757875
98.82625,99.97158,0.0001693008,9865.768,0.04181242,1.004212,[-0.006  0.831 -3.542 -2.777 -0.714],0.010042122,-120.430176,13100,10.0,100,99.967445,0.016930083,9.997522,,1.0003257,2683.66366481781,10.027649,-120.408,131,0.945759,2.1362304e-05,-983.3084,0.70516896,5326389,0.00945759,0.0104315,495.01,1.0431501,4949.211580520754
6.0757303,97.87521,0.001450422,9.325352,0.2992319,0.984405,[-0.005  0.832 -3.542 -2.777 -0.714],0.009844049,-7.403481,13200,10.0,100,97.05931,0.1450422,9.99752,,1.0302979,2710.4524557590485,0.7147217,-7.215543,132,0.49484655,-2.3193359e-05,-60.448975,0.70159954,5376158,0.0049484656,0.012882354,497.69,1.2882354,4976.002700551717
214.73509,99.247025,0.0008906047,46760.805,1.0783796,1.0224864,[-1.003e-03  8.318e-01 -3.542e+00 -2.776e+00 -7.174e-01],0.010224866,-115.614136,13300,10.0,100,99.266525,0.08906047,9.9953785,,1.007389,2734.063414335251,49.350952,-114.962105,133,0.8035302,9.765625e-06,-943.9855,0.7012574,5423663,0.008035302,0.01275216,475.05,1.2752161,4749.134591063435
155.4367,99.619354,0.0006240861,23971.322,0.60644317,1.0095919,[-2.159e-03  8.398e-01 -3.543e+00 -2.782e+00 -7.176e-01],0.0100959195,-118.33356,13400,10.0,100,99.592384,0.06240862,9.996603,,1.0040928,2762.654722929001,27.16156,-117.96903,134,0.8604883,1.3427734e-05,-966.1895,0.700538,5472198,0.008604883,0.011885869,485.35,1.188587,4852.413418894564
213.90894,99.214874,0.00089342205,45278.598,0.83877754,1.0043321,[-3.100e-03  8.412e-01 -3.548e+00 -2.780e+00 -7.185e-01],0.010043322,-115.611885,13500,10.0,100,99.30883,0.08934221,9.994755,,1.0069598,2791.1183803081512,49.375916,-115.17481,135,0.78736055,7.995605e-05,-943.9677,0.698677,5519567,0.007873605,0.012082455,473.69,1.2082455,4735.409531769995
122.27447,99.843735,0.00039532498,14728.024,0.2864437,0.99922675,[-2.558e-03  8.465e-01 -3.556e+00 -2.786e+00 -7.203e-01],0.009992268,-119.46226,13600,10.0,100,99.83615,0.0395325,9.996141,,1.0016412,2821.9418897628784,17.940002,-119.27373,136,0.8977026,-6.713867e-05,-975.40466,0.69826406,5568351,0.008977026,0.011048519,487.84,1.104852,4877.1955947578335
168.29185,99.81693,0.000432278,28613.717,0.27919006,1.0094054,[-3.189e-03  8.462e-01 -3.563e+00 -2.787e+00 -7.206e-01],0.010094054,-118.01435,13700,10.0,100,99.79596,0.043227796,9.996201,,1.0020446,2853.6057121753693,29.763733,-117.85572,137,0.9221518,-2.3193359e-05,-963.58295,0.6995636,5616788,0.0092215175,0.011363266,484.37,1.1363267,4842.514810364197
123.57428,99.265625,0.0008745838,14244.848,1.1485872,1.0168011,[-3.505e-03  8.445e-01 -3.561e+00 -2.784e+00 -7.194e-01],0.010168011,-119.50151,13800,10.0,100,99.429,0.08745838,9.996384,,1.0057428,2884.6922240257263,17.624146,-118.69556,138,0.80131173,4.8828124e-06,-975.7257,0.697289,5665780,0.008013117,0.011868221,489.92,1.186822,4898.043834890286
138.35577,99.71576,0.00054048834,19344.309,0.24497795,1.01233,[-0.004  0.842 -3.57  -2.783 -0.722],0.010123299,-119.224915,13900,10.0,100,99.799675,0.054048836,9.997076,,1.0020072,2912.277304649353,19.87439,-119.09956,139,0.9023395,3.173828e-05,-973.4676,0.6966403,5714783,0.009023395,0.011735755,490.03,1.1735755,4899.315197361369
122.19863,99.564674,0.0006658743,14056.687,0.80552816,1.0070045,[-0.005  0.844 -3.57  -2.786 -0.722],0.010070045,-115.891945,14000,10.0,100,99.58788,0.06658743,9.997246,,1.0041382,2940.509069919586,17.444641,-115.325905,140,0.8371692,-5.3100586e-05,-946.2533,0.6956633,5763813,0.008371691,0.011702074,490.3,1.1702074,4902.046609238176
166.75449,99.901695,0.00031428662,27813.846,0.24438953,1.0018708,[-0.006  0.841 -3.579 -2.782 -0.723],0.010018706,-117.95153,14100,10.0,100,99.88581,0.03142866,9.995911,,1.0011432,2970.748876810074,30.273132,-117.77456,141,0.9258112,2.5024414e-05,-963.0704,0.6953107,5812013,0.009258112,0.010778018,482.0,1.0778018,4818.749621188534
140.50807,99.65593,0.0005994394,19800.219,0.61057234,1.0201405,[-0.007  0.838 -3.584 -2.779 -0.724],0.010201406,-118.89976,14200,10.0,100,99.54282,0.059943937,9.99642,,1.0045928,2997.953105688095,22.538025,-118.56189,142,0.89161927,-2.3193359e-05,-970.81226,0.69530565,5860640,0.008916193,0.012073504,486.27,1.2073504,4861.562928645761
98.858734,99.90344,0.00031304246,9852.831,0.11844969,1.0068543,[-0.008  0.836 -3.587 -2.773 -0.724],0.010068543,-120.38606,14300,10.0,100,99.905815,0.03130425,9.997225,,1.0009427,3025.7242953777313,10.401733,-120.324394,143,0.8985526,5.0048828e-05,-982.9485,0.6944295,5909954,0.008985526,0.010820642,493.14,1.0820643,4930.4427024498755
194.10999,99.3598,0.00081540935,37991.27,0.60679626,1.0158255,[-0.007  0.835 -3.587 -2.774 -0.724],0.010158255,-116.74898,14400,10.0,100,99.476944,0.08154094,9.996037,,1.0052581,3051.1128199100494,40.09839,-116.44878,144,0.9014362,6.7749024e-05,-953.25195,0.693898,5957771,0.009014362,0.01353522,478.17,1.3535221,4780.484099568519
0.076328725,100.0,1.8626451e-09,0.005884923,-5.004881e-05,1.0,[-0.009  0.834 -3.589 -2.774 -0.725],0.010000002,-0.030197732,14500,10.0,100,100.0,,0.017676353,,1.0,3079.2585945129395,0.10229492,-0.030197732,145,1.0,-5.0048828e-05,-0.24615479,0.693898,6007771,0.01,0.01,500.0,1.0,4999.216050271866
139.04869,99.897194,0.0003227565,19514.09,0.12093115,1.0060565,[-0.009  0.834 -3.589 -2.774 -0.725],0.010060565,-119.20827,14600,10.0,100,99.902916,0.032275647,9.996546,,1.0009718,3102.1468210220337,20.02124,-119.145294,146,0.9432621,5.1879884e-05,-973.33185,0.6937337,6056701,0.00943262,0.01168049,489.3,1.1680491,4891.877723705338
