EmpiricalD2,ReturnStepMaxmin,InitialBound,StdIW,Iteration,EpThisIter,EntropyCoefficient,MaxIWNorm,J_sample_variance,ReturnStepMax,Bound,InitialReturnMax,MeanIW,MeanEntropy,ReturnMeanIW,Weights,ESSClassic,MinIWNorm,StdIWNorm,ESSRenyi,EpLenMean,InitialReturnMean,InitialReturnStd,MeanIWNorm,EpRewMean,TimestepsSoFar,EpisodesSoFar,MinIW,InitialReturnMin,MaxIW,TimeElapsed
12.068496,9.863644,-79.870224,9.85325,11,100,,0.94062513,5857266.5,10.0,63.942474,341.0738,2.1972349,0.83171976,341.40952,[-0.034  0.269 -2.081 -1.739 -0.523],4.737155,4.6624704e-05,0.09853249,8.2860365,149.41,-1.0986329e-05,263.74957,0.021972347,1483.9062643202644,62504,1100,0.0046624704,-652.1376,94.062515,84.49539518356323
2.2769752,9.870581,-77.58908,1.5917292,12,100,,0.13966246,412467.3,10.0,-9.213249,359.76447,1.1261678,0.7998813,107.86592,[-0.021  0.238 -2.1   -1.78  -0.587],33.358814,0.0009322478,0.015917292,43.917915,153.74,-1.2207031e-05,282.9273,0.011261677,1527.4434763277784,77878,1200,0.09322478,-633.512,13.966246,96.1563036441803
1.6238818,9.881859,-83.26956,0.9573555,13,100,,0.08235607,143533.95,10.0,-53.579033,313.32202,0.92585474,0.7916069,52.532753,[ 0.002  0.236 -2.184 -1.82  -0.619],48.327744,0.0007476191,0.009573556,61.580837,168.03,1.7700195e-05,259.8125,0.009258547,1670.3610357144703,94681,1300,0.07476191,-679.8933,8.235607,108.82356548309326
1.05917,9.919859,-94.67832,0.23962551,14,100,,0.018664941,59115.07,10.0,-85.44626,220.23651,0.9849889,0.78317904,11.992899,[ 0.004  0.272 -2.233 -1.826 -0.627],94.41231,0.004581181,0.002396255,94.41355,231.63,3.6621095e-05,241.73106,0.00984989,2306.990737794359,117844,1400,0.4581181,-773.0455,1.8664942,124.92015647888184
40.748596,9.922625,-93.40899,33.787617,15,100,,3.4010296,61557020.0,10.0,176.44891,230.62177,4.008904,0.7130012,772.7217,[ 0.003  0.279 -2.258 -1.842 -0.636],1.388241,1.0972847e-05,0.33787614,2.4540722,237.46,-1.0986329e-05,271.4545,0.040089034,2365.3828233056133,141590,1500,0.0010972847,-762.6811,340.10297,138.17663741111755
1.0303022,9.958605,-103.14925,0.16308586,16,100,,0.014065201,39438.254,10.0,-97.247215,111.75134,0.9932243,0.71006656,7.4532037,[ 0.013  0.318 -2.263 -1.886 -0.706],97.37467,0.005945906,0.0016308586,97.05891,345.96,1.2817382e-05,207.75047,0.009932242,3452.339421444649,176186,1600,0.5945906,-842.21014,1.4065201,157.97369265556335
1.3122233,9.956787,-104.77934,0.74826014,17,100,,0.0520345,48951.12,10.0,-87.061615,127.84308,1.1014615,0.69129217,32.965546,[ 0.01   0.323 -2.279 -1.893 -0.709],68.42313,0.0010796207,0.007482601,76.20654,330.28,-3.0517579e-06,220.84987,0.011014615,3295.5719387364675,209214,1700,0.10796207,-855.5197,5.20345,178.07236623764038
1.0530399,9.966879,-109.71017,0.26956537,18,100,,0.019706102,35397.246,10.0,-102.90997,97.54553,1.0195489,0.6851688,9.672081,[ 0.007  0.326 -2.302 -1.906 -0.728],93.4662,0.0044371346,0.0026956538,94.963165,365.17,-2.1972657e-05,193.53549,0.010195488,3645.5349393863107,245731,1800,0.44371346,-895.77954,1.9706103,198.38743042945862
1.0543983,9.968063,-107.95529,0.2285753,19,100,,0.018034635,32607.258,10.0,-100.09059,101.884705,1.0404948,0.68468,10.762133,[ 0.006  0.334 -2.319 -1.917 -0.734],95.39626,0.005198549,0.002285753,94.84082,362.28,1.8920899e-05,181.71024,0.010404948,3616.8989156135817,281959,1900,0.5198549,-881.4514,1.8034635,216.8223638534546
1.0111833,9.974161,-113.36264,0.09794704,20,100,,0.012666223,24091.24,10.0,-111.33823,57.74933,0.99930006,0.68410975,2.656518,[ 0.006  0.346 -2.342 -1.92  -0.734],99.04844,0.007980741,0.0009794703,98.89404,401.61,-1.0986329e-05,157.32942,0.009993001,4010.762264911112,322120,2000,0.79807407,-925.6019,1.2666223,237.2780351638794
1.0121202,9.976845,-113.77862,0.10907853,21,100,,0.013390114,24041.52,10.0,-111.785324,54.351196,1.0197942,0.6819981,2.6807737,[ 0.008  0.349 -2.354 -1.927 -0.735],98.86887,0.0076548755,0.0010907853,98.80249,412.33,4.6386718e-05,155.85019,0.010197943,4118.367742571373,363353,2100,0.76548755,-928.99884,1.3390114,257.4283356666565
1.0210354,9.970598,-110.66419,0.12982205,22,100,,0.012859967,40913.367,10.0,-106.74907,89.75098,0.9920854,0.6795935,5.0729885,[ 0.009  0.353 -2.365 -1.929 -0.737],98.31645,0.0074167787,0.0012982206,97.9398,386.72,-7.3242186e-06,211.73088,0.009920853,3861.3785692362003,402025,2200,0.7416779,-903.5692,1.2859967,279.3152117729187
1.080939,9.974211,-73.63461,0.29864815,23,100,,0.018895745,24964.889,10.0,-63.810383,88.784424,0.9678183,0.67249286,12.746098,[ 0.007  0.359 -2.379 -1.935 -0.739],91.305786,0.0047478112,0.0029864814,92.51215,389.45,-0.00011657715,181.56418,0.009678182,3889.337544499805,440970,2300,0.47478116,-601.22314,1.8895746,300.79173469543457
1.0277665,9.972815,-108.36677,0.1715526,24,100,,0.014368738,51887.04,10.0,-103.819435,108.49817,0.9807732,0.6669625,6.0414634,[ 0.005  0.352 -2.41  -1.919 -0.746],97.031296,0.0054877107,0.0017155259,97.29837,383.69,-4.760742e-05,236.81442,0.009807731,3831.546676552183,479339,2400,0.5487711,-884.81055,1.4368738,319.61478662490845
1.1604757,9.974234,-107.30539,0.4882214,25,100,,0.027330827,29994.959,10.0,-95.82876,87.53418,1.0405772,0.65480995,19.766394,[ 0.005  0.353 -2.426 -1.917 -0.752],81.9583,0.003620777,0.0048822137,86.171555,384.26,1.6479493e-05,184.53662,0.010405771,3837.5166327620313,517765,2500,0.3620777,-876.14496,2.7330828,342.1029758453369
1.0892676,9.978733,-111.92333,0.3528229,26,100,,0.020831708,19516.88,10.0,-102.88944,69.515564,0.9873827,0.6499085,13.92273,[ 0.005  0.364 -2.438 -1.925 -0.764],88.6772,0.0032250576,0.0035282287,91.8048,402.25,4.333496e-05,159.75476,0.009873826,4018.0664415053884,557990,2600,0.32250577,-913.8505,2.083171,365.14421033859253
1.0269128,9.981411,-114.48271,0.16947763,27,100,,0.013720049,15126.826,10.0,-112.111595,38.751465,1.0113655,0.6470943,3.9013352,[ 0.004  0.379 -2.451 -1.937 -0.769],97.26862,0.006919953,0.0016947764,97.37925,431.42,-7.019043e-05,128.17647,0.010113656,4310.00786884086,601132,2700,0.6919953,-934.7468,1.3720049,385.7436845302582
1.0066382,9.982271,-114.84586,0.08396605,28,100,,0.012124871,27131.965,10.0,-113.25142,55.613586,0.9901205,0.64504325,1.9750063,[ 0.006  0.383 -2.458 -1.935 -0.772],99.28596,0.008289393,0.00083966047,99.34056,427.73,1.6479493e-05,166.8002,0.009901205,4273.333964405766,643905,2800,0.8289393,-937.71265,1.2124871,407.115571975708
1.0406779,9.980801,-111.160576,0.1928879,29,100,,0.014799328,30496.86,10.0,-106.469055,65.85608,1.0140221,0.63965,6.929903,[ 0.006  0.382 -2.469 -1.937 -0.774],96.50797,0.0060403305,0.0019288788,96.09121,423.5,3.173828e-05,185.30417,0.010140219,4230.760075068259,686255,2900,0.60403305,-907.6225,1.4799328,427.71397161483765
1.0364735,9.986057,-115.12414,0.20367597,30,100,,0.017053522,32199.605,10.0,-112.37573,53.358765,1.0468049,0.633765,4.8289223,[ 0.005  0.38  -2.48  -1.941 -0.779],96.35237,0.0063551306,0.0020367596,96.481,442.01,-0.0001599121,182.98299,0.010468049,4416.829463931587,730456,3000,0.63551307,-939.9833,1.7053522,448.3104908466339
1.0259225,9.981487,-115.42252,0.16019689,31,100,,0.015558637,24804.113,10.0,-113.24537,50.907715,1.0111663,0.6284422,3.6635504,[ 0.006  0.381 -2.489 -1.938 -0.785],97.55152,0.007023419,0.0016019689,97.47324,429.61,-4.6386718e-05,163.1466,0.010111663,4291.942299094491,773417,3100,0.7023419,-942.42053,1.5558637,469.1940927505493
1.0221102,9.985376,-113.60391,0.14918692,32,100,,0.014829717,39853.074,10.0,-109.48707,65.763916,1.0062612,0.62412107,5.3659916,[ 0.008  0.382 -2.498 -1.939 -0.79 ],97.84922,0.0064352322,0.0014918692,97.83681,434.66,0.000108032225,210.94897,0.010062611,4343.241657340998,816883,3200,0.6435232,-927.5729,1.4829717,490.6299958229065
1.0036258,9.98436,-115.28295,0.05385821,33,100,,0.010996066,27298.99,10.0,-114.08256,52.057556,0.9988674,0.6230213,1.4093351,[ 0.008  0.379 -2.518 -1.939 -0.795],99.7101,0.008182969,0.0005385821,99.63873,435.71,0.00013671875,167.05354,0.009988675,4353.50277572158,860454,3300,0.8182969,-941.2825,1.0996066,514.0317189693451
1.0104766,9.987909,-117.29554,0.09765836,34,100,,0.012328376,21600.445,10.0,-115.88214,35.62787,1.0133525,0.62363744,2.0263083,[ 0.009  0.381 -2.528 -1.939 -0.796],99.07981,0.0076472685,0.0009765835,98.9632,456.74,7.507324e-05,147.80022,0.010133525,4564.43929904038,906128,3400,0.7647269,-957.71466,1.2328377,536.1738405227661
1.0046555,9.985239,-115.88141,0.062070202,35,100,,0.011816461,28018.682,10.0,-115.06754,47.171753,1.0039532,0.6240313,1.0832597,[ 0.01   0.386 -2.534 -1.945 -0.795],99.61924,0.008554205,0.000620702,99.536606,446.44,-2.9296874e-05,168.74648,0.01003953,4460.91631321582,950772,3500,0.85542053,-946.1675,1.1816461,560.2856349945068
1.0236729,9.990604,-117.151436,0.16083635,36,100,,0.014316608,23892.06,10.0,-115.13628,36.80426,1.0194157,0.61973214,3.3936539,[ 0.01   0.389 -2.541 -1.946 -0.795],97.57122,0.0063346014,0.0016083634,97.687454,464.41,-4.4555665e-05,162.05202,0.010194156,4641.704960588635,997213,3600,0.63346016,-956.53705,1.4316609,583.2780675888062
1.02699,9.989033,-83.34542,0.16678953,37,100,,0.0134126,10450.66,10.0,-81.0594,30.734741,1.0098511,0.6147527,3.403264,[ 0.011  0.393 -2.547 -1.951 -0.799],97.344574,0.0068056607,0.0016678952,97.371925,455.69,-1.6479493e-05,111.590645,0.0100985095,4554.191013627753,1042782,3700,0.6805661,-680.5124,1.3412601,604.6332101821899
1.0081584,9.986647,-114.95582,0.09340809,38,100,,0.01193922,26013.83,10.0,-113.329666,44.73633,0.986476,0.61267006,2.0942323,[ 0.011  0.393 -2.56  -1.947 -0.804],99.1114,0.0077508017,0.0009340808,99.19076,449.31,0.000100097655,166.63481,0.009864758,4489.896368349035,1087713,3800,0.7750802,-938.6111,1.193922,624.4145901203156
1.0433058,9.988249,-114.29445,0.22576545,39,100,,0.015885012,25551.473,10.0,-110.19956,50.135376,1.005013,0.6065458,6.5435266,[ 0.011  0.396 -2.573 -1.951 -0.806],95.19612,0.00533386,0.0022576542,95.84918,445.83,6.713867e-05,172.27512,0.01005013,4455.485476939862,1132296,3900,0.533386,-933.2108,1.5885013,643.7959017753601
1.0114692,9.990971,-116.28328,0.11418821,40,100,,0.012731963,17874.387,10.0,-114.93556,33.918518,1.0021675,0.6041049,2.0126357,[ 0.011  0.393 -2.585 -1.954 -0.812],98.71836,0.0071267937,0.0011418822,98.86608,460.24,-2.6245118e-05,138.53305,0.010021674,4600.105499121838,1178320,4000,0.7126794,-949.4488,1.2731963,663.9802074432373
1.0481685,9.991709,-80.36194,0.24415787,41,100,,0.016404087,13395.384,10.0,-77.09229,33.78705,1.001605,0.59768146,5.1822567,[ 0.011  0.394 -2.594 -1.959 -0.815],94.391075,0.0049765324,0.0024415785,95.4045,466.73,-9.2163085e-05,132.71451,0.01001605,4665.14570249186,1224993,4100,0.49765325,-656.15173,1.6404086,684.15416431427
1.0136644,9.99173,-42.113667,0.12201745,42,100,,0.013346975,1551.2806,10.0,-41.63131,8.367249,0.9963575,0.5942314,0.7690824,[ 0.01   0.393 -2.604 -1.962 -0.821],98.522415,0.006163343,0.0012201746,98.651985,480.5,-2.2583008e-05,44.209705,0.009963575,4802.781254398296,1273043,4200,0.6163343,-343.85645,1.3346975,705.5224590301514
1.0009364,9.992264,-118.81575,0.031987492,43,100,,0.010773009,9860.41,10.0,-118.741936,13.227905,1.0014412,0.5938784,0.12948036,[ 0.01   0.391 -2.615 -1.961 -0.825],99.898094,0.009082217,0.00031987496,99.90645,480.71,5.3100586e-05,98.7676,0.010014412,4805.0037063917725,1321114,4300,0.90822166,-970.12695,1.0773009,727.6867961883545
1.002216,9.992096,-118.46099,0.046456467,44,100,,0.011341944,16243.919,10.0,-117.92165,26.124329,1.0052532,0.592902,0.6705493,[ 0.01   0.391 -2.615 -1.962 -0.825],99.78689,0.009133075,0.00046456463,99.77889,470.37,3.2958986e-05,127.93552,0.010052531,4701.620477922077,1368151,4400,0.91330755,-967.23016,1.1341945,747.6141405105591
1.0226717,9.992044,-117.85345,0.15665634,45,100,,0.012414966,10876.909,10.0,-115.2425,21.096497,0.98491025,0.5932344,3.9394135,[ 0.011  0.392 -2.621 -1.965 -0.826],97.53252,0.005182532,0.0015665633,97.78309,472.46,-1.0986329e-05,113.26363,0.009849103,4722.494757934638,1415397,4500,0.5182532,-962.2692,1.2414966,768.9818799495697
1.008055,9.992842,-118.32769,0.094530046,46,100,,0.012797208,15744.808,10.0,-117.36032,27.201355,0.9964268,0.5918238,1.4429336,[ 0.014  0.396 -2.623 -1.968 -0.826],99.10801,0.007491349,0.00094530045,99.20094,473.07,-2.9296874e-05,129.33606,0.009964269,4728.785185923141,1462704,4600,0.7491349,-966.14124,1.2797208,788.8870534896851
1.0141937,9.994308,-83.43183,0.11733524,47,100,,0.012842236,6971.1187,10.0,-82.55051,15.846985,1.0136437,0.588245,1.4714468,[ 0.012  0.394 -2.629 -1.964 -0.827],98.677765,0.007047895,0.0011733522,98.6005,482.12,0.00010253906,90.37775,0.0101364385,4819.59654099297,1510916,4700,0.7047895,-681.2189,1.2842237,810.0515575408936
1.074415,9.995796,-0.808858,0.23071328,48,100,,0.016423045,0.54550207,10.0,-0.74295485,0.3439331,1.0221745,0.5859648,0.09545242,[ 0.013  0.392 -2.634 -1.962 -0.831],95.15252,0.002772076,0.0023071326,93.073906,497.56,-6.1035157e-06,1.1296912,0.010221746,4974.304063740642,1560672,4800,0.2772076,-6.604248,1.6423044,833.1996545791626
1.0035088,9.995682,-12.001502,0.05186588,49,100,,0.011268831,110.83854,10.0,-11.888998,1.9193726,1.0087928,0.58542186,0.13352928,[ 0.019  0.392 -2.634 -1.961 -0.833],99.73634,0.00876069,0.0005186587,99.650345,493.31,-1.15966795e-05,11.265467,0.010087928,4931.796736730689,1610003,4900,0.87606895,-97.99176,1.1268831,856.9521629810333
1.0086673,9.994343,-85.889084,0.088838585,50,100,,0.011898658,4328.9546,10.0,-85.27194,9.892456,0.9958998,0.5829756,0.98856735,[ 0.02   0.393 -2.643 -1.966 -0.834],99.210556,0.008015483,0.0008883858,99.14072,485.86,2.0751953e-05,72.414,0.009958997,4856.994240506502,1658589,5000,0.80154824,-701.2816,1.1898658,879.8277642726898
1.0057045,9.995222,-82.921524,0.07306669,51,100,,0.012331141,5258.065,10.0,-81.9326,12.892822,0.9962109,0.5821364,1.2251015,[ 0.019  0.393 -2.651 -1.967 -0.836],99.464935,0.00807963,0.000730667,99.432785,486.16,9.765625e-06,78.866615,0.009962108,4860.205170635008,1707205,5100,0.807963,-677.05145,1.2331141,900.8881618976593
1.0029627,9.994492,-117.48338,0.053470142,52,100,,0.0113371415,19138.541,10.0,-117.29773,24.11908,1.0001574,0.5814071,0.35948944,[ 0.017  0.392 -2.663 -1.967 -0.837],99.715004,0.008767569,0.00053470145,99.704605,479.07,-5.5541994e-05,139.24368,0.010001574,4789.140619178423,1755112,5200,0.87675697,-959.24725,1.1337142,923.6069078445435
1.0371467,9.993839,-82.94219,0.1834017,53,100,,0.014708828,5821.4893,10.0,-79.75477,19.766235,0.99781746,0.575675,4.7138205,[ 0.018  0.391 -2.665 -1.963 -0.838],96.73204,0.0067000217,0.001834017,96.41837,476.75,-7.080078e-05,99.252266,0.009978175,4765.801704020442,1802787,5300,0.67000216,-677.2196,1.4708829,945.7355782985687
1.0269622,9.995493,-88.64503,0.15895626,54,100,,0.015356742,5574.346,10.0,-86.508,16.923218,0.99916613,0.5716391,3.3240728,[ 0.019  0.391 -2.691 -1.96  -0.843],97.53158,0.006413322,0.0015895625,97.37457,482.9,-3.0517578e-05,90.985794,0.00999166,4827.670298058385,1851077,5400,0.6413322,-723.7833,1.5356742,967.80335521698
1.0126741,9.9962635,-34.303257,0.11478896,55,100,,0.013084731,622.53687,10.0,-33.93058,3.9151,0.99147356,0.57019854,0.58945525,[ 0.018  0.386 -2.698 -1.956 -0.847],98.677315,0.007731851,0.0011478895,98.74845,492.11,7.873535e-05,29.040665,0.009914735,4919.937101668665,1900288,5500,0.77318513,-280.08557,1.3084731,990.4301650524139
1.0058285,9.995857,-37.33887,0.07275688,56,100,,0.0127517,759.4517,10.0,-37.115227,3.5026245,0.9943019,0.5703454,0.33222628,[ 0.016  0.383 -2.704 -1.956 -0.849],99.4674,0.008037077,0.00072756875,99.420525,494.04,-7.080078e-05,30.742899,0.009943019,4939.137048285342,1949692,5600,0.8037078,-304.87,1.2751701,1013.7034916877747
1.0105525,9.994549,-82.52796,0.105212234,57,100,,0.013311801,3508.6807,10.0,-81.771576,9.2421875,1.0008507,0.5698237,1.1907187,[ 0.014  0.384 -2.712 -1.957 -0.849],98.90701,0.007387266,0.0010521224,98.955765,486.42,3.540039e-05,69.33918,0.010008505,4862.6298325090975,1998334,5700,0.7387266,-673.83826,1.3311801,1035.3953528404236
1.0757042,9.994671,-41.830246,0.28461626,58,100,,0.017628264,942.90765,10.0,-38.918312,10.818481,1.0139323,0.56727654,4.466482,[ 0.014  0.386 -2.739 -1.955 -0.849],92.69597,0.004601718,0.0028461625,92.96236,480.96,6.469726e-05,49.068287,0.010139324,4808.0852822223005,2046430,5800,0.46017182,-341.54303,1.7628263,1058.9475963115692
1.0279555,9.997173,-1.5494843,0.14392015,59,100,,0.013041682,0.56387603,10.0,-1.5160311,0.2446289,1.0287577,0.5649432,0.054970093,[ 0.018  0.397 -2.763 -1.97  -0.852],98.08045,0.005798028,0.0014392015,97.28047,498.94,7.93457e-06,1.273982,0.010287577,4988.441721530297,2096324,5900,0.5798028,-12.65155,1.3041682,1080.9272637367249
1.0094801,9.995672,-118.393936,0.094780914,60,100,,0.012829318,21443.756,10.0,-117.62535,26.660828,1.0173138,0.5629615,1.3284636,[ 0.022  0.398 -2.763 -1.969 -0.854],99.13945,0.008502376,0.00094780914,99.06089,481.65,3.6621093e-06,148.16664,0.010173137,4815.216961541981,2144489,6000,0.8502376,-966.6825,1.2829318,1104.0627324581146
1.0055355,9.995886,-119.37763,0.070993565,61,100,,0.011453635,13532.826,10.0,-118.86167,18.646301,0.99647194,0.56200486,0.8458867,[ 0.02   0.396 -2.766 -1.967 -0.856],99.494965,0.0077757672,0.0007099356,99.4495,485.57,-2.2583008e-05,119.46094,0.009964719,4854.4633356917675,2193046,6100,0.77757674,-974.71405,1.1453636,1130.9705007076263
1.0569623,9.996086,-10.0709915,0.2521321,62,100,,0.017370624,106.50017,10.0,-9.545743,2.8828735,1.0205681,0.5561883,0.8082106,[ 0.022  0.396 -2.791 -1.966 -0.857],94.247665,0.0023608317,0.0025213207,94.610756,490.35,9.82666e-05,13.790743,0.010205681,4902.294025023863,2242081,6200,0.23608318,-82.2301,1.7370626,1162.6580471992493
1.0038888,9.995335,-119.41765,0.058220733,63,100,,0.0111625455,13740.699,10.0,-119.016304,18.317688,1.0013919,0.55565685,0.6332779,[ 0.022  0.405 -2.805 -1.974 -0.863],99.66312,0.00826787,0.00058220734,99.612625,484.37,-3.601074e-05,119.59673,0.010013919,4842.325431858106,2290518,6300,0.826787,-975.0407,1.1162546,1186.541625738144
1.0185802,9.995634,-117.55754,0.16085823,64,100,,0.01684631,25492.908,10.0,-116.20973,33.49933,1.0154544,0.55236197,2.4349174,[ 0.022  0.405 -2.828 -1.972 -0.863],97.55208,0.006867069,0.0016085823,98.17587,480.14,2.8686523e-05,165.98888,0.0101545425,4800.120355501498,2338532,6400,0.6867069,-959.85345,1.684631,1208.7041854858398
1.001374,9.997051,-118.36768,0.03572321,65,100,,0.010909907,13949.995,10.0,-118.06989,16.913696,1.0035584,0.55270714,0.37910223,[ 0.02   0.404 -2.833 -1.973 -0.867],99.87346,0.009181077,0.00035723203,99.862785,490.38,2.6855469e-05,119.340034,0.010035584,4902.8296131036695,2387570,6500,0.9181077,-966.46826,1.0909907,1232.854276418686
1.00112,9.996372,-118.82772,0.031055603,66,100,,0.011019909,10325.727,10.0,-118.674805,13.159973,1.0034957,0.55225337,0.2192905,[ 0.02   0.402 -2.844 -1.972 -0.866],99.90431,0.009408106,0.000310556,99.88813,488.85,-0.00014709473,101.70455,0.010034956,4887.357268377617,2436455,6600,0.9408106,-970.2231,1.1019909,1256.922476530075
1.0006562,9.99625,-117.91312,0.027863393,67,100,,0.010460748,9341.773,10.0,-117.8232,10.738342,1.001506,0.55176646,0.12863827,[ 0.02   0.402 -2.849 -1.97  -0.867],99.92263,0.009078134,0.00027863387,99.93442,491.73,3.6621095e-05,97.122246,0.010015059,4916.13215422631,2485628,6700,0.9078134,-962.75684,1.0460749,1282.0208594799042
1.0011655,9.997156,-119.21483,0.03557595,68,100,,0.010921506,19417.209,10.0,-119.13636,19.974915,1.0043406,0.5507744,0.1478982,[ 0.02   0.402 -2.854 -1.971 -0.867],99.87471,0.009226843,0.0003557594,99.88358,490.02,-1.5258789e-05,139.055,0.010043407,4899.249643363088,2534630,6800,0.9226843,-973.3848,1.0921507,1305.0763027668
1.0000005,9.997028,-11.077918,0.0010446652,69,100,,0.010022212,84.47206,10.0,-11.077469,1.1107788,1.000055,0.5507726,0.0004428327,[ 0.02   0.403 -2.854 -1.971 -0.868],99.99991,0.009961775,1.0446685e-05,99.999954,496.41,-9.155274e-06,9.145247,0.010000551,4963.108256313085,2584271,6900,0.9961775,-90.450745,1.0022212,1327.1615993976593
1.0006117,9.997173,-115.659615,0.023442762,70,100,,0.010620608,8911.523,10.0,-115.572174,9.651672,1.0024143,0.5503204,0.12283802,[ 0.02   0.403 -2.854 -1.971 -0.868],99.94532,0.009326338,0.00023442763,99.93887,494.78,3.6621095e-05,94.911705,0.010024143,4946.840748169208,2633749,7000,0.9326338,-944.35706,1.0620608,1349.8295369148254
1.0313681,9.996723,-2.2514658,0.164638,71,100,,0.012982502,1.0283747,10.0,-2.1846821,0.32562256,0.9824774,0.5497973,0.10178222,[ 0.02   0.404 -2.857 -1.971 -0.869],97.26857,0.00410301,0.00164638,96.95859,498.13,-4.0283205e-05,1.8904345,0.009824775,4980.223622268832,2683562,7100,0.41030103,-18.382812,1.2982502,1373.7473924160004
1.010999,9.996708,-10.463019,0.08549916,72,100,,0.012296733,78.31001,10.0,-10.39105,1.373169,1.0038724,0.5467652,0.12940285,[ 0.024  0.405 -2.857 -1.971 -0.869],99.27984,0.0068863695,0.0008549916,98.91207,494.88,5.065918e-05,9.210919,0.010038724,4947.737491551214,2733050,7200,0.68863696,-85.4306,1.2296734,1396.8406813144684
