MinNormIw,VarVanillaIw,ESSClassic,VarRet,AvgVanillaIw,EpsThisIter,AvgEpLen,AvgRet,Bound,MaxVanillaIw,AvgDiscRet,eRenyi2,MinVanillaIw,MaxNormIw,Delta,VarJ,IterType,AvgNormIw,BatchSize,VarDiscRet,ESSRenyi,VarNormIw,J,VanillaAvgRet
0.00333333,,299.999969474,113222.321041,1.0,100,129.89,1198.60313044,1048.87,1.0,1198.60313044,1.0,1.0,0.00333333,0.5,326.03,2,0.00333333,500,113222.321041,500.0,5.43914e-20,1164.41,1198.60313044
0.0025,,400.0,100278.291142,1.0,100,127.23,1173.4812022,1066.62,1.0,1173.4812022,1.0,1.0,0.0025,0.5,323.351,2,0.0025,500,100278.291142,500.0,5.4346e-20,1166.68,1173.4812022
0.002,,500.000006643,95378.0629761,1.0,100,123.48,1138.94923408,1069.8,1.0,1138.94923408,1.0,1.0,0.002,0.5,320.395,1,0.002,500,95378.0629761,500.0,5.43187e-20,1161.13,1138.94923408
0.01,,100.0,123037.086587,1.0,100,126.68,1167.85782893,963.036,1.0,1167.85782893,1.0,1.0,0.01,0.5,349.008,2,0.01,500,123037.086587,500.0,3.50449e-18,1167.86,1167.85782893
0.005,,200.000000102,101850.92554,1.0,100,124.48,1146.41947158,1012.31,1.0,1146.41947158,1.0,1.0,0.005,0.5,333.818,2,0.005,500,101850.92554,500.0,2.1793e-19,1157.14,1146.41947158
0.00333333,,299.999969474,119368.063156,1.0,100,120.26,1108.5297094,1009.42,1.0,1108.5297094,1.0,1.0,0.00333333,0.5,337.944,2,0.00333333,500,119368.063156,500.0,5.43914e-20,1140.94,1108.5297094
0.0025,,400.0,109036.326007,1.0,100,126.6,1168.49896312,1033.93,1.0,1168.49896312,1.0,1.0,0.0025,0.5,335.833,2,0.0025,500,109036.326007,500.0,5.4346e-20,1147.83,1168.49896312
0.002,,500.000006643,105364.332496,1.0,100,124.2,1144.91885203,1045.37,1.0,1144.91885203,1.0,1.0,0.002,0.5,333.302,1,0.002,500,105364.332496,500.0,5.43187e-20,1147.25,1144.91885203
0.01,,100.0,88828.1621253,1.0,100,122.31,1130.92347114,942.787,1.0,1130.92347114,1.0,1.0,0.01,0.5,296.547,2,0.01,500,88828.1621253,500.0,3.50449e-18,1130.92,1130.92347114
0.005,,200.000000102,107205.561246,1.0,100,124.67,1151.31284711,1003.81,1.0,1151.31284711,1.0,1.0,0.005,0.5,311.674,2,0.005,500,107205.561246,500.0,2.1793e-19,1141.12,1151.31284711
0.00333333,,299.999969474,93177.5423472,1.0,100,117.65,1085.70012354,1008.39,1.0,1085.70012354,1.0,1.0,0.00333333,0.5,310.148,2,0.00333333,500,93177.5423472,500.0,5.43914e-20,1122.65,1085.70012354
0.0025,,400.0,94924.366467,1.0,100,124.82,1151.59517616,1030.93,1.0,1151.59517616,1.0,1.0,0.0025,0.5,309.507,2,0.0025,500,94924.366467,500.0,5.4346e-20,1129.88,1151.59517616
0.002,,500.000006643,103467.179738,1.0,100,118.52,1093.73073726,1033.72,1.0,1093.73073726,1.0,1.0,0.002,0.5,311.98,1,0.002,500,103467.179738,500.0,5.43187e-20,1122.65,1093.73073726
0.01,,100.0,118456.260283,1.0,100,123.47,1138.28007067,940.348,1.0,1138.28007067,1.0,1.0,0.01,0.5,342.45,2,0.01,500,118456.260283,500.0,3.50449e-18,1138.28,1138.28007067
0.005,,200.000000102,102784.244042,1.0,100,116.7,1077.01265168,967.687,1.0,1077.01265168,1.0,1.0,0.005,0.5,332.344,2,0.005,500,102784.244042,500.0,2.1793e-19,1107.65,1077.01265168
0.00333333,,299.999969474,116439.58879,1.0,100,129.44,1194.49092718,1022.32,1.0,1194.49092718,1.0,1.0,0.00333333,0.5,337.248,2,0.00333333,500,116439.58879,500.0,5.43914e-20,1136.59,1194.49092718
0.0025,,400.0,100812.670143,1.0,100,126.66,1166.87585447,1045.2,1.0,1166.87585447,1.0,1.0,0.0025,0.5,332.303,2,0.0025,500,100812.670143,500.0,5.4346e-20,1144.16,1166.87585447
0.002,,500.000006643,110272.89048,1.0,100,124.58,1148.30783884,1056.48,1.0,1148.30783884,1.0,1.0,0.002,0.5,331.929,1,0.002,500,110272.89048,500.0,5.43187e-20,1144.99,1148.30783884
0.01,,100.0,108748.777088,1.0,100,123.34,1136.04033858,940.793,1.0,1136.04033858,1.0,1.0,0.01,0.5,328.118,2,0.01,500,108748.777088,500.0,3.50449e-18,1136.04,1136.04033858
0.005,,200.000000102,128468.160029,1.0,100,123.18,1134.73026529,994.43,1.0,1134.73026529,1.0,1.0,0.005,0.5,342.67,2,0.005,500,128468.160029,500.0,2.1793e-19,1135.39,1134.73026529
0.00333333,,299.999969474,108190.151302,1.0,100,118.17,1090.16998391,1005.22,1.0,1090.16998391,1.0,1.0,0.00333333,0.5,338.288,2,0.00333333,500,108190.151302,500.0,5.43914e-20,1120.31,1090.16998391
0.0025,,400.0,113929.976417,1.0,100,126.58,1167.91579956,1032.54,1.0,1167.91579956,1.0,1.0,0.0025,0.5,338.307,2,0.0025,500,113929.976417,500.0,5.4346e-20,1132.21,1167.91579956
0.002,,500.000006643,134169.960021,1.0,100,128.11,1181.92939773,1053.01,1.0,1181.92939773,1.0,1.0,0.002,0.5,344.271,1,0.002,500,134169.960021,500.0,5.43187e-20,1142.16,1181.92939773
0.01,,100.0,105804.767165,1.0,100,125.07,1154.81796416,967.298,1.0,1154.81796416,1.0,1.0,0.01,0.5,323.646,2,0.01,500,105804.767165,500.0,3.50449e-18,1154.82,1154.81796416
0.005,,200.000000102,120781.610663,1.0,100,125.51,1157.71912628,1017.65,1.0,1157.71912628,1.0,1.0,0.005,0.5,334.906,2,0.005,500,120781.610663,500.0,2.1793e-19,1156.27,1157.71912628
0.00333333,,299.999969474,101297.195127,1.0,100,121.51,1122.66645248,1031.89,1.0,1122.66645248,1.0,1.0,0.00333333,0.5,329.323,2,0.00333333,500,101297.195127,500.0,5.43914e-20,1145.07,1122.66645248
0.0025,,400.0,97145.356655,1.0,100,120.21,1108.84734729,1037.91,1.0,1108.84734729,1.0,1.0,0.0025,0.5,325.008,2,0.0025,500,97145.356655,500.0,5.4346e-20,1136.01,1108.84734729
0.002,,500.000006643,119212.671151,1.0,100,119.66,1102.81897633,1041.63,1.0,1102.81897633,1.0,1.0,0.002,0.5,329.066,1,0.002,500,119212.671151,500.0,5.43187e-20,1129.37,1102.81897633
0.01,,100.0,88615.8259462,1.0,100,131.06,1207.17345239,1026.81,1.0,1207.17345239,1.0,1.0,0.01,0.5,296.192,2,0.01,500,88615.8259462,500.0,3.50449e-18,1207.17,1207.17345239
0.005,,200.000000102,113786.156622,1.0,100,125.24,1156.82280303,1046.66,1.0,1156.82280303,1.0,1.0,0.005,0.5,317.526,2,0.005,500,113786.156622,500.0,2.1793e-19,1182.0,1156.82280303
0.00333333,,299.999969474,104424.265102,1.0,100,126.29,1166.16931922,1063.06,1.0,1166.16931922,1.0,1.0,0.00333333,0.5,318.953,2,0.00333333,500,104424.265102,500.0,5.43914e-20,1176.72,1166.16931922
0.0025,,400.0,129726.395303,1.0,100,125.09,1154.67598789,1070.64,1.0,1154.67598789,1.0,1.0,0.0025,0.5,329.388,2,0.0025,500,129726.395303,500.0,5.4346e-20,1171.21,1154.67598789
0.002,,500.000006643,99067.6018466,1.0,100,128.73,1188.33062835,1084.68,1.0,1188.33062835,1.0,1.0,0.002,0.5,326.281,1,0.002,500,99067.6018466,500.0,5.43187e-20,1174.63,1188.33062835
0.01,,100.0,96755.9729167,1.0,100,123.48,1139.76647032,954.789,1.0,1139.76647032,1.0,1.0,0.01,0.5,309.497,2,0.01,500,96755.9729167,500.0,3.50449e-18,1139.77,1139.76647032
0.005,,200.000000102,118985.181908,1.0,100,127.58,1177.88216464,1019.62,1.0,1177.88216464,1.0,1.0,0.005,0.5,327.345,2,0.005,500,118985.181908,500.0,2.1793e-19,1158.82,1177.88216464
0.00333333,,299.999969474,112424.336992,1.0,100,122.64,1132.03983315,1036.24,1.0,1132.03983315,1.0,1.0,0.00333333,0.5,329.691,2,0.00333333,500,112424.336992,500.0,5.43914e-20,1149.9,1132.03983315
0.0025,,400.0,107719.058745,1.0,100,123.67,1142.94280573,1049.73,1.0,1142.94280573,1.0,1.0,0.0025,0.5,328.925,2,0.0025,500,107719.058745,500.0,5.4346e-20,1148.16,1142.94280573
0.002,,500.000006643,100207.728977,1.0,100,125.24,1154.72295815,1061.27,1.0,1154.72295815,1.0,1.0,0.002,0.5,326.192,1,0.002,500,100207.728977,500.0,5.43187e-20,1149.47,1154.72295815
0.01,,100.0,91159.4018134,1.0,100,123.69,1140.96639235,970.789,1.0,1140.96639235,1.0,1.0,0.01,0.5,300.413,2,0.01,500,91159.4018134,500.0,3.50449e-18,1140.97,1140.96639235
0.005,,200.000000102,94029.2397364,1.0,100,124.1,1144.32366671,1003.81,1.0,1144.32366671,1.0,1.0,0.005,0.5,302.772,2,0.005,500,94029.2397364,500.0,2.1793e-19,1142.64,1144.32366671
0.00333333,,299.999969474,103278.379464,1.0,100,120.03,1107.01393485,1017.41,1.0,1107.01393485,1.0,1.0,0.00333333,0.5,308.995,2,0.00333333,500,103278.379464,500.0,5.43914e-20,1130.77,1107.01393485
0.0025,,400.0,109991.815498,1.0,100,127.03,1171.20611826,1042.71,1.0,1171.20611826,1.0,1.0,0.0025,0.5,314.862,2,0.0025,500,109991.815498,500.0,5.4346e-20,1140.88,1171.20611826
0.002,,500.000006643,100668.099263,1.0,100,124.26,1146.42552881,1054.18,1.0,1146.42552881,1.0,1.0,0.002,0.5,315.036,1,0.002,500,100668.099263,500.0,5.43187e-20,1141.99,1146.42552881
0.01,,100.0,80890.4657663,1.0,100,121.47,1121.2657557,940.162,1.0,1121.2657557,1.0,1.0,0.01,0.5,282.987,2,0.01,500,80890.4657663,500.0,3.50449e-18,1121.27,1121.2657557
0.005,,200.000000102,119605.170794,1.0,100,117.35,1084.29246674,962.517,1.0,1084.29246674,1.0,1.0,0.005,0.5,315.574,2,0.005,500,119605.170794,500.0,2.1793e-19,1102.78,1084.29246674
0.00333333,,299.999969474,109247.757871,1.0,100,133.98,1235.80546993,1032.6,1.0,1235.80546993,1.0,1.0,0.00333333,0.5,326.153,2,0.00333333,500,109247.757871,500.0,5.43914e-20,1147.12,1235.80546993
0.0025,,400.0,112630.106121,1.0,100,121.27,1119.98976024,1040.56,1.0,1119.98976024,1.0,1.0,0.0025,0.5,328.323,2,0.0025,500,112630.106121,500.0,5.4346e-20,1140.34,1119.98976024
0.002,,500.000006643,82653.6455319,1.0,100,128.05,1180.61021499,1059.15,1.0,1180.61021499,1.0,1.0,0.002,0.5,320.72,1,0.002,500,82653.6455319,500.0,5.43187e-20,1148.39,1180.61021499
0.01,,100.0,109220.7342,1.0,100,119.06,1099.61213553,899.069,1.0,1099.61213553,1.0,1.0,0.01,0.5,328.829,2,0.01,500,109220.7342,500.0,3.50449e-18,1099.61,1099.61213553
0.005,,200.000000102,108036.586867,1.0,100,117.02,1079.85718981,947.929,1.0,1079.85718981,1.0,1.0,0.005,0.5,328.085,2,0.005,500,108036.586867,500.0,2.1793e-19,1089.73,1079.85718981
0.00333333,,299.999969474,104586.292852,1.0,100,121.76,1122.32740632,984.815,1.0,1122.32740632,1.0,1.0,0.00333333,0.5,326.358,2,0.00333333,500,104586.292852,500.0,5.43914e-20,1100.6,1122.32740632
0.0025,,400.0,112144.659733,1.0,100,128.29,1185.04106723,1018.05,1.0,1185.04106723,1.0,1.0,0.0025,0.5,330.113,2,0.0025,500,112144.659733,500.0,5.4346e-20,1121.71,1185.04106723
0.002,,500.000006643,122217.235846,1.0,100,121.19,1118.56441913,1028.37,1.0,1118.56441913,1.0,1.0,0.002,0.5,333.737,1,0.002,500,122217.235846,500.0,5.43187e-20,1121.08,1118.56441913
0.01,,100.0,99320.5946151,1.0,100,124.21,1146.97336935,957.155,1.0,1146.97336935,1.0,1.0,0.01,0.5,313.572,2,0.01,500,99320.5946151,500.0,3.50449e-18,1146.97,1146.97336935
0.005,,200.000000102,104487.159172,1.0,100,118.73,1095.95522148,987.242,1.0,1095.95522148,1.0,1.0,0.005,0.5,318.646,2,0.005,500,104487.159172,500.0,2.1793e-19,1121.46,1095.95522148
0.00333333,,299.999969474,107132.330939,1.0,100,124.2,1145.52906703,1017.46,1.0,1145.52906703,1.0,1.0,0.00333333,0.5,321.205,2,0.00333333,500,107132.330939,500.0,5.43914e-20,1129.49,1145.52906703
0.0025,,400.0,118532.994699,1.0,100,125.67,1158.73998642,1039.12,1.0,1158.73998642,1.0,1.0,0.0025,0.5,326.92,2,0.0025,500,118532.994699,500.0,5.4346e-20,1136.8,1158.73998642
0.002,,500.000006643,100935.18637,1.0,100,127.56,1177.11054648,1052.89,1.0,1177.11054648,1.0,1.0,0.002,0.5,325.187,1,0.002,500,100935.18637,500.0,5.43187e-20,1144.86,1177.11054648
0.01,,100.0,109860.589503,1.0,100,128.11,1182.83063244,984.702,1.0,1182.83063244,1.0,1.0,0.01,0.5,329.791,2,0.01,500,109860.589503,500.0,3.50449e-18,1182.83,1182.83063244
0.005,,200.000000102,126355.842247,1.0,100,124.08,1142.96320203,1022.8,1.0,1142.96320203,1.0,1.0,0.005,0.5,342.527,2,0.005,500,126355.842247,500.0,2.1793e-19,1162.9,1142.96320203
0.00333333,,299.999969474,106573.326035,1.0,100,123.47,1139.17252541,1040.24,1.0,1139.17252541,1.0,1.0,0.00333333,0.5,336.913,2,0.00333333,500,106573.326035,500.0,5.43914e-20,1154.99,1139.17252541
0.0025,,400.0,105143.261537,1.0,100,131.9,1215.67805348,1070.79,1.0,1215.67805348,1.0,1.0,0.0025,0.5,334.435,2,0.0025,500,105143.261537,500.0,5.4346e-20,1170.16,1215.67805348
0.002,,500.000006643,104523.426628,1.0,100,123.83,1139.36765398,1075.12,1.0,1139.36765398,1.0,1.0,0.002,0.5,332.151,1,0.002,500,104523.426628,500.0,5.43187e-20,1164.0,1139.36765398
0.01,,100.0,108657.806579,1.0,100,125.4,1157.23645025,971.256,1.0,1157.23645025,1.0,1.0,0.01,0.5,327.981,2,0.01,500,108657.806579,500.0,3.50449e-18,1157.24,1157.23645025
0.005,,200.000000102,92179.7879585,1.0,100,120.91,1115.1751798,1000.94,1.0,1115.1751798,1.0,1.0,0.005,0.5,316.001,2,0.005,500,92179.7879585,500.0,2.1793e-19,1136.21,1115.1751798
0.00333333,,299.999969474,98497.8758783,1.0,100,123.45,1137.02388631,1024.46,1.0,1137.02388631,1.0,1.0,0.00333333,0.5,314.763,2,0.00333333,500,98497.8758783,500.0,5.43914e-20,1136.48,1137.02388631
0.0025,,400.0,93171.8950436,1.0,100,124.21,1143.53338241,1031.56,1.0,1143.53338241,1.0,1.0,0.0025,0.5,312.052,2,0.0025,500,93171.8950436,500.0,5.4346e-20,1138.24,1143.53338241
0.002,,500.000006643,100010.765115,1.0,100,125.78,1160.39051269,1047.25,1.0,1160.39051269,1.0,1.0,0.002,0.5,312.7,1,0.002,500,100010.765115,500.0,5.43187e-20,1142.67,1160.39051269
0.01,,100.0,110610.055854,1.0,100,125.29,1156.58349296,959.456,1.0,1156.58349296,1.0,1.0,0.01,0.5,330.914,2,0.01,500,110610.055854,500.0,3.50449e-18,1156.58,1156.58349296
0.005,,200.000000102,108671.319483,1.0,100,123.98,1142.29729404,1010.05,1.0,1142.29729404,1.0,1.0,0.005,0.5,329.538,2,0.005,500,108671.319483,500.0,2.1793e-19,1149.44,1142.29729404
0.00333333,,299.999969474,116983.409173,1.0,100,119.82,1104.34219523,1016.09,1.0,1104.34219523,1.0,1.0,0.00333333,0.5,333.846,2,0.00333333,500,116983.409173,500.0,5.43914e-20,1134.41,1104.34219523
0.0025,,400.0,101411.759587,1.0,100,119.75,1105.07210136,1024.61,1.0,1105.07210136,1.0,1.0,0.0025,0.5,329.925,2,0.0025,500,101411.759587,500.0,5.4346e-20,1127.07,1105.07210136
0.002,,500.000006643,94043.594746,1.0,100,120.99,1115.21970995,1033.06,1.0,1115.21970995,1.0,1.0,0.002,0.5,325.152,1,0.002,500,94043.594746,500.0,5.43187e-20,1124.7,1115.21970995
0.01,,100.0,105400.711335,1.0,100,130.83,1208.9051016,1011.28,1.0,1208.9051016,1.0,1.0,0.01,0.5,323.027,2,0.01,500,105400.711335,500.0,3.50449e-18,1208.91,1208.9051016
0.005,,200.000000102,98287.1458757,1.0,100,122.48,1129.2781864,1029.35,1.0,1129.2781864,1.0,1.0,0.005,0.5,320.017,2,0.005,500,98287.1458757,500.0,2.1793e-19,1169.09,1129.2781864
0.00333333,,299.999969474,107625.886409,1.0,100,122.4,1129.34795312,1041.74,1.0,1129.34795312,1.0,1.0,0.00333333,0.5,322.709,2,0.00333333,500,107625.886409,500.0,5.43914e-20,1155.84,1129.34795312
0.0025,,400.0,139110.020128,1.0,100,130.98,1209.82826929,1068.88,1.0,1209.82826929,1.0,1.0,0.0025,0.5,336.277,2,0.0025,500,139110.020128,500.0,5.4346e-20,1169.34,1209.82826929
0.002,,500.000006643,113659.363165,1.0,100,124.01,1144.8749407,1074.59,1.0,1144.8749407,1.0,1.0,0.002,0.5,336.253,1,0.002,500,113659.363165,500.0,5.43187e-20,1164.45,1144.8749407
0.01,,100.0,121479.716637,1.0,100,126.07,1163.24809864,957.077,1.0,1163.24809864,1.0,1.0,0.01,0.5,346.792,2,0.01,500,121479.716637,500.0,3.50449e-18,1163.25,1163.24809864
0.005,,200.000000102,139420.428101,1.0,100,119.4,1102.25333767,986.966,1.0,1102.25333767,1.0,1.0,0.005,0.5,360.66,2,0.005,500,139420.428101,500.0,2.1793e-19,1132.75,1102.25333767
0.00333333,,299.999969474,96192.4914743,1.0,100,125.94,1163.768352,1024.06,1.0,1163.768352,1.0,1.0,0.00333333,0.5,344.492,2,0.00333333,500,96192.4914743,500.0,5.43914e-20,1143.09,1163.768352
0.0025,,400.0,98798.1462767,1.0,100,116.35,1073.83927309,1022.69,1.0,1073.83927309,1.0,1.0,0.0025,0.5,338.168,2,0.0025,500,98798.1462767,500.0,5.4346e-20,1125.78,1073.83927309
0.002,,500.000006643,104438.070914,1.0,100,125.86,1161.17933496,1040.66,1.0,1161.17933496,1.0,1.0,0.002,0.5,335.209,1,0.002,500,104438.070914,500.0,5.43187e-20,1132.86,1161.17933496
0.01,,100.0,84485.44599,1.0,100,123.38,1136.9338748,948.447,1.0,1136.9338748,1.0,1.0,0.01,0.5,289.207,2,0.01,500,84485.44599,500.0,3.50449e-18,1136.93,1136.9338748
0.005,,200.000000102,87152.7596643,1.0,100,123.99,1142.90464332,1006.64,1.0,1142.90464332,1.0,1.0,0.005,0.5,291.496,2,0.005,500,87152.7596643,500.0,2.1793e-19,1139.92,1142.90464332
0.00333333,,299.999969474,103122.892568,1.0,100,117.7,1087.01736661,1003.83,1.0,1087.01736661,1.0,1.0,0.00333333,0.5,302.157,2,0.00333333,500,103122.892568,500.0,5.43914e-20,1122.29,1087.01736661
0.0025,,400.0,97252.178854,1.0,100,123.49,1138.80400106,1023.83,1.0,1138.80400106,1.0,1.0,0.0025,0.5,304.295,2,0.0025,500,97252.178854,500.0,5.4346e-20,1126.41,1138.80400106
0.002,,500.000006643,106160.030354,1.0,100,127.97,1180.78967735,1045.54,1.0,1180.78967735,1.0,1.0,0.002,0.5,309.142,1,0.002,500,106160.030354,500.0,5.43187e-20,1137.29,1180.78967735
0.01,,100.0,83237.4095746,1.0,100,120.84,1114.30811947,927.516,1.0,1114.30811947,1.0,1.0,0.01,0.5,287.063,2,0.01,500,83237.4095746,500.0,3.50449e-18,1114.31,1114.30811947
0.005,,200.000000102,97984.8682581,1.0,100,123.07,1135.90188036,983.504,1.0,1135.90188036,1.0,1.0,0.005,0.5,299.703,2,0.005,500,97984.8682581,500.0,2.1793e-19,1125.1,1135.90188036
0.00333333,,299.999969474,111871.479171,1.0,100,121.98,1127.66320128,1003.49,1.0,1127.66320128,1.0,1.0,0.00333333,0.5,311.127,2,0.00333333,500,111871.479171,500.0,5.43914e-20,1125.96,1127.66320128
0.0025,,400.0,79246.1215321,1.0,100,121.66,1122.54349294,1019.05,1.0,1122.54349294,1.0,1.0,0.0025,0.5,303.67,2,0.0025,500,79246.1215321,500.0,5.4346e-20,1125.1,1122.54349294
0.002,,500.000006643,117582.601728,1.0,100,120.85,1115.73536881,1028.37,1.0,1115.73536881,1.0,1.0,0.002,0.5,311.557,1,0.002,500,117582.601728,500.0,5.43187e-20,1123.23,1115.73536881
0.01,,100.0,124012.615125,1.0,100,127.02,1172.30629069,973.446,1.0,1172.30629069,1.0,1.0,0.01,0.5,350.389,2,0.01,500,124012.615125,500.0,3.50449e-18,1172.31,1172.30629069
0.005,,200.000000102,94367.4442427,1.0,100,124.23,1147.24028116,1017.71,1.0,1147.24028116,1.0,1.0,0.005,0.5,329.022,2,0.005,500,94367.4442427,500.0,2.1793e-19,1159.77,1147.24028116
0.00333333,,299.999969474,100897.827217,1.0,100,131.72,1216.66500249,1058.9,1.0,1216.66500249,1.0,1.0,0.00333333,0.5,325.861,2,0.00333333,500,100897.827217,500.0,5.43914e-20,1178.74,1216.66500249
0.0025,,400.0,113173.579227,1.0,100,124.21,1147.50457334,1067.14,1.0,1147.50457334,1.0,1.0,0.0025,0.5,328.379,2,0.0025,500,113173.579227,500.0,5.4346e-20,1170.93,1147.50457334
0.002,,500.000006643,105912.324616,1.0,100,122.88,1133.84651173,1070.68,1.0,1133.84651173,1.0,1.0,0.002,0.5,327.806,1,0.002,500,105912.324616,500.0,5.43187e-20,1163.51,1133.84651173
0.01,,100.0,120703.935183,1.0,100,124.87,1153.42811695,951.029,1.0,1153.42811695,1.0,1.0,0.01,0.5,345.683,2,0.01,500,120703.935183,500.0,3.50449e-18,1153.43,1153.42811695
0.005,,200.000000102,114602.473927,1.0,100,118.72,1095.12567236,981.159,1.0,1095.12567236,1.0,1.0,0.005,0.5,342.529,2,0.005,500,114602.473927,500.0,2.1793e-19,1124.28,1095.12567236
0.00333333,,299.999969474,97854.7409095,1.0,100,128.65,1184.59025506,1027.53,1.0,1184.59025506,1.0,1.0,0.00333333,0.5,333.644,2,0.00333333,500,97854.7409095,500.0,5.43914e-20,1144.38,1184.59025506
0.0025,,400.0,111378.591973,1.0,100,124.01,1142.79094338,1042.78,1.0,1142.79094338,1.0,1.0,0.0025,0.5,333.25,2,0.0025,500,111378.591973,500.0,5.4346e-20,1143.98,1142.79094338
0.002,,500.000006643,110287.650337,1.0,100,118.73,1094.28599141,1043.53,1.0,1094.28599141,1.0,1.0,0.002,0.5,333.281,1,0.002,500,110287.650337,500.0,5.43187e-20,1134.04,1094.28599141
0.01,,100.0,104272.178138,1.0,100,121.56,1122.72859828,925.703,1.0,1122.72859828,1.0,1.0,0.01,0.5,321.293,2,0.01,500,104272.178138,500.0,3.50449e-18,1122.73,1122.72859828
0.005,,200.000000102,109860.319806,1.0,100,123.8,1144.00379738,992.169,1.0,1144.00379738,1.0,1.0,0.005,0.5,325.743,2,0.005,500,109860.319806,500.0,2.1793e-19,1133.37,1144.00379738
0.00333333,,299.999969474,107723.169442,1.0,100,121.35,1119.40068591,1012.8,1.0,1119.40068591,1.0,1.0,0.00333333,0.5,326.085,2,0.00333333,500,107723.169442,500.0,5.43914e-20,1128.71,1119.40068591
0.0025,,400.0,98710.4331878,1.0,100,121.91,1124.04643061,1026.66,1.0,1124.04643061,1.0,1.0,0.0025,0.5,322.774,2,0.0025,500,98710.4331878,500.0,5.4346e-20,1127.54,1124.04643061
0.002,,500.000006643,98985.1209217,1.0,100,117.22,1081.96549216,1028.2,1.0,1081.96549216,1.0,1.0,0.002,0.5,321.369,1,0.002,500,98985.1209217,500.0,5.43187e-20,1118.43,1081.96549216
0.01,,100.0,104241.021937,1.0,100,117.34,1083.66620771,894.048,1.0,1083.66620771,1.0,1.0,0.01,0.5,321.245,2,0.01,500,104241.021937,500.0,3.50449e-18,1083.67,1083.66620771
0.005,,200.000000102,110988.865947,1.0,100,121.89,1126.70374742,969.68,1.0,1126.70374742,1.0,1.0,0.005,0.5,327.111,2,0.005,500,110988.865947,500.0,2.1793e-19,1105.19,1126.70374742
0.00333333,,299.999969474,100853.063112,1.0,100,119.93,1108.08239123,993.554,1.0,1108.08239123,1.0,1.0,0.00333333,0.5,323.447,2,0.00333333,500,100853.063112,500.0,5.43914e-20,1106.15,1108.08239123
0.0025,,400.0,115723.557886,1.0,100,115.91,1069.16406687,998.857,1.0,1069.16406687,1.0,1.0,0.0025,0.5,327.661,2,0.0025,500,115723.557886,500.0,5.4346e-20,1096.9,1069.16406687
0.002,,500.000006643,102537.580734,1.0,100,117.41,1084.19183768,1006.67,1.0,1084.19183768,1.0,1.0,0.002,0.5,325.91,1,0.002,500,102537.580734,500.0,5.43187e-20,1094.36,1084.19183768
0.01,,100.0,117204.369118,1.0,100,127.69,1178.45581245,980.176,1.0,1178.45581245,1.0,1.0,0.01,0.5,340.635,2,0.01,500,117204.369118,500.0,3.50449e-18,1178.46,1178.45581245
0.005,,200.000000102,88802.3534817,1.0,100,120.02,1108.14510219,1003.1,1.0,1108.14510219,1.0,1.0,0.005,0.5,321.262,2,0.005,500,88802.3534817,500.0,2.1793e-19,1143.3,1108.14510219
0.00333333,,299.999969474,102189.707677,1.0,100,118.53,1093.52370632,1012.23,1.0,1093.52370632,1.0,1.0,0.00333333,0.5,321.06,2,0.00333333,500,102189.707677,500.0,5.43914e-20,1126.71,1093.52370632
0.0025,,400.0,102632.912593,1.0,100,127.49,1174.32086473,1039.47,1.0,1174.32086473,1.0,1.0,0.0025,0.5,321.148,2,0.0025,500,102632.912593,500.0,5.4346e-20,1138.61,1174.32086473
0.002,,500.000006643,105715.332592,1.0,100,126.8,1168.57611656,1055.93,1.0,1168.57611656,1.0,1.0,0.002,0.5,321.845,1,0.002,500,105715.332592,500.0,5.43187e-20,1144.6,1168.57611656
0.01,,100.0,116660.374727,1.0,100,128.1,1181.93263243,980.255,1.0,1181.93263243,1.0,1.0,0.01,0.5,339.844,2,0.01,500,116660.374727,500.0,3.50449e-18,1181.93,1181.93263243
0.005,,200.000000102,112236.747603,1.0,100,125.28,1155.08962517,1025.9,1.0,1155.08962517,1.0,1.0,0.005,0.5,336.874,2,0.005,500,112236.747603,500.0,2.1793e-19,1168.51,1155.08962517
0.00333333,,299.999969474,127880.284819,1.0,100,123.65,1139.62426088,1042.44,1.0,1139.62426088,1.0,1.0,0.00333333,0.5,343.573,2,0.00333333,500,127880.284819,500.0,5.43914e-20,1158.88,1139.62426088
0.0025,,400.0,107481.136507,1.0,100,125.41,1157.07161926,1057.59,1.0,1157.07161926,1.0,1.0,0.0025,0.5,339.314,2,0.0025,500,107481.136507,500.0,5.4346e-20,1158.43,1157.07161926
0.002,,500.000006643,111507.111297,1.0,100,123.84,1142.73634516,1065.1,1.0,1142.73634516,1.0,1.0,0.002,0.5,337.972,1,0.002,500,111507.111297,500.0,5.43187e-20,1155.29,1142.73634516
0.01,,100.0,85679.6164135,1.0,100,115.33,1064.56853987,875.28,1.0,1064.56853987,1.0,1.0,0.01,0.5,291.244,2,0.01,500,85679.6164135,500.0,3.50449e-18,1064.57,1064.56853987
0.005,,200.000000102,101708.885937,1.0,100,124.6,1150.97805119,973.926,1.0,1150.97805119,1.0,1.0,0.005,0.5,307.61,2,0.005,500,101708.885937,500.0,2.1793e-19,1107.77,1150.97805119
0.00333333,,299.999969474,103111.170004,1.0,100,119.1,1099.44843921,995.712,1.0,1099.44843921,1.0,1.0,0.00333333,0.5,311.648,2,0.00333333,500,103111.170004,500.0,5.43914e-20,1105.0,1099.44843921
