IterType,MinNormIw,BatchSize,VarNormIw,VarVanillaIw,AvgNormIw,Bound,ESSClassic,EpsThisIter,VanillaAvgRet,MaxNormIw,AvgRet,MaxVanillaIw,eRenyi2,VarDiscRet,AvgVanillaIw,ESSRenyi,VarJ,AvgEpLen,J,MinVanillaIw,AvgDiscRet,VarRet,Delta
2,0.01,500,3.50449e-18,,0.01,1100.16,100.0,100,1158.89081105,0.01,1158.89081105,1.0,1.0,57260.9221795,1.0,500.0,238.093,125.92,1158.89,1.0,1158.89081105,57260.9221795,0.9
2,0.005,500,2.1793e-19,,0.005,1114.24,200.000000102,100,1157.33188827,0.005,1157.33188827,1.0,1.0,63355.2144197,1.0,500.0,244.347,125.65,1158.11,1.0,1157.33188827,63355.2144197,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1115.43,299.999969474,100,1150.00150536,0.00333333,1150.00150536,1.0,1.0,65514.7746452,1.0,500.0,247.867,124.87,1155.41,1.0,1150.00150536,65514.7746452,0.9
2,0.0025,500,5.4346e-20,,0.0025,1124.83,400.0,100,1171.60072501,0.0025,1171.60072501,1.0,1.0,48454.3504256,1.0,500.0,241.081,127.01,1159.46,1.0,1171.60072501,48454.3504256,0.9
1,0.002,500,5.43187e-20,,0.002,1135.08,500.000006643,100,1192.40065664,0.002,1192.40065664,1.0,1.0,42772.8505164,1.0,500.0,234.817,129.58,1166.05,1.0,1192.40065664,42772.8505164,0.9
2,0.01,500,3.50449e-18,,0.01,1088.58,100.0,100,1141.74058434,0.01,1141.74058434,1.0,1.0,52184.4797249,1.0,500.0,227.294,124.15,1141.74,1.0,1141.74058434,52184.4797249,0.9
2,0.005,500,2.1793e-19,,0.005,1107.0,200.000000102,100,1157.18506976,0.005,1157.18506976,1.0,1.0,67666.3493659,1.0,500.0,243.692,125.84,1149.46,1.0,1157.18506976,67666.3493659,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1126.81,299.999969474,100,1189.52330886,0.00333333,1189.52330886,1.0,1.0,57696.6545226,1.0,500.0,242.873,129.0,1162.82,1.0,1189.52330886,57696.6545226,0.9
2,0.0025,500,5.4346e-20,,0.0025,1130.1,400.0,100,1167.88808702,0.0025,1167.88808702,1.0,1.0,52122.9988056,1.0,500.0,239.051,126.64,1164.08,1.0,1167.88808702,52122.9988056,0.9
1,0.002,500,5.43187e-20,,0.002,1122.24,500.000006643,100,1106.84456426,0.002,1106.84456426,1.0,1.0,65415.2204271,1.0,500.0,243.296,120.44,1152.64,1.0,1106.84456426,65415.2204271,0.9
2,0.01,500,3.50449e-18,,0.01,1093.77,100.0,100,1160.42681778,0.01,1160.42681778,1.0,1.0,54462.7689302,1.0,500.0,232.203,126.03,1160.43,1.0,1160.42681778,54462.7689302,0.9
2,0.005,500,2.1793e-19,,0.005,1106.5,200.000000102,100,1146.83919775,0.005,1146.83919775,1.0,1.0,60872.9348417,1.0,500.0,239.034,124.82,1153.63,1.0,1146.83919775,60872.9348417,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1126.52,299.999969474,100,1187.74234898,0.00333333,1187.74234898,1.0,1.0,39879.0557231,1.0,500.0,226.959,129.02,1165.0,1.0,1187.74234898,39879.0557231,0.9
2,0.0025,500,5.4346e-20,,0.0025,1137.32,400.0,100,1187.57241779,0.0025,1187.57241779,1.0,1.0,61970.9625891,1.0,500.0,232.521,128.84,1170.65,1.0,1187.57241779,61970.9625891,0.9
1,0.002,500,5.43187e-20,,0.002,1135.44,500.000006643,100,1143.67180407,0.002,1143.67180407,1.0,1.0,63127.5226298,1.0,500.0,236.365,124.26,1165.25,1.0,1143.67180407,63127.5226298,0.9
2,0.01,500,3.50449e-18,,0.01,1077.88,100.0,100,1131.70400054,0.01,1131.70400054,1.0,1.0,64589.1132955,1.0,500.0,252.87,122.94,1131.7,1.0,1131.70400054,64589.1132955,0.9
2,0.005,500,2.1793e-19,,0.005,1093.45,200.000000102,100,1134.88771842,0.005,1134.88771842,1.0,1.0,49685.6791674,1.0,500.0,237.841,123.3,1133.3,1.0,1134.88771842,49685.6791674,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1107.29,299.999969474,100,1155.36730464,0.00333333,1155.36730464,1.0,1.0,66296.7605221,1.0,500.0,244.333,125.27,1140.65,1.0,1155.36730464,66296.7605221,0.9
2,0.0025,500,5.4346e-20,,0.0025,1113.42,400.0,100,1158.94711565,0.0025,1158.94711565,1.0,1.0,44539.314597,1.0,500.0,236.348,125.66,1145.23,1.0,1158.94711565,44539.314597,0.9
1,0.002,500,5.43187e-20,,0.002,1123.9,500.000006643,100,1180.8414491,0.002,1180.8414491,1.0,1.0,51067.1682118,1.0,500.0,234.526,128.21,1152.35,1.0,1180.8414491,51067.1682118,0.9
2,0.01,500,3.50449e-18,,0.01,1049.61,100.0,100,1108.55212595,0.01,1108.55212595,1.0,1.0,48299.2586345,1.0,500.0,218.669,120.48,1108.55,1.0,1108.55212595,48299.2586345,0.9
2,0.005,500,2.1793e-19,,0.005,1086.88,200.000000102,100,1162.95087373,0.005,1162.95087373,1.0,1.0,69853.8855695,1.0,500.0,243.363,126.11,1135.75,1.0,1162.95087373,69853.8855695,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1098.25,299.999969474,100,1142.96867997,0.00333333,1142.96867997,1.0,1.0,68943.582939,1.0,500.0,249.493,124.09,1138.16,1.0,1142.96867997,68943.582939,0.9
2,0.0025,500,5.4346e-20,,0.0025,1105.14,400.0,100,1144.32102156,0.0025,1144.32102156,1.0,1.0,70571.2196986,1.0,500.0,253.295,124.01,1139.7,1.0,1144.32102156,70571.2196986,0.9
1,0.002,500,5.43187e-20,,0.002,1111.26,500.000006643,100,1152.06877494,0.002,1152.06877494,1.0,1.0,55333.4659974,1.0,500.0,249.614,125.05,1142.17,1.0,1152.06877494,55333.4659974,0.9
2,0.01,500,3.50449e-18,,0.01,1093.17,100.0,100,1153.6912976,0.01,1153.6912976,1.0,1.0,44804.7936247,1.0,500.0,210.61,125.42,1153.69,1.0,1153.6912976,44804.7936247,0.9
2,0.005,500,2.1793e-19,,0.005,1116.76,200.000000102,100,1165.42846366,0.005,1165.42846366,1.0,1.0,54357.4212793,1.0,500.0,221.63,126.48,1159.56,1.0,1165.42846366,54357.4212793,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1121.91,299.999969474,100,1152.37818512,0.00333333,1152.37818512,1.0,1.0,48601.9452449,1.0,500.0,220.9,125.32,1157.17,1.0,1152.37818512,48601.9452449,0.9
2,0.0025,500,5.4346e-20,,0.0025,1121.82,400.0,100,1139.54115587,0.0025,1139.54115587,1.0,1.0,49029.460901,1.0,500.0,220.886,123.73,1152.76,1.0,1139.54115587,49029.460901,0.9
1,0.002,500,5.43187e-20,,0.002,1128.94,500.000006643,100,1179.86812536,0.002,1179.86812536,1.0,1.0,57803.7885857,1.0,500.0,224.934,127.96,1158.18,1.0,1179.86812536,57803.7885857,0.9
2,0.01,500,3.50449e-18,,0.01,1125.28,100.0,100,1192.98685657,0.01,1192.98685657,1.0,1.0,88438.262932,1.0,500.0,295.895,129.2,1192.99,1.0,1192.98685657,88438.262932,0.9
2,0.005,500,2.1793e-19,,0.005,1137.23,200.000000102,100,1177.22748027,0.005,1177.22748027,1.0,1.0,75356.7719657,1.0,500.0,284.852,127.97,1185.11,1.0,1177.22748027,75356.7719657,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1144.52,299.999969474,100,1180.638389,0.00333333,1180.638389,1.0,1.0,80441.1263228,1.0,500.0,283.978,127.9,1183.62,1.0,1180.638389,80441.1263228,0.9
2,0.0025,500,5.4346e-20,,0.0025,1141.83,400.0,100,1151.87903842,0.0025,1151.87903842,1.0,1.0,53382.9894851,1.0,500.0,271.816,125.35,1175.68,1.0,1151.87903842,53382.9894851,0.9
1,0.002,500,5.43187e-20,,0.002,1137.51,500.000006643,100,1136.22946455,0.002,1136.22946455,1.0,1.0,43671.0710342,1.0,500.0,260.774,123.4,1167.79,1.0,1136.22946455,43671.0710342,0.9
2,0.01,500,3.50449e-18,,0.01,1110.66,100.0,100,1170.86803973,0.01,1170.86803973,1.0,1.0,52581.6957605,1.0,500.0,228.158,127.16,1170.87,1.0,1170.86803973,52581.6957605,0.9
2,0.005,500,2.1793e-19,,0.005,1123.23,200.000000102,100,1160.74136445,0.005,1160.74136445,1.0,1.0,52633.3245022,1.0,500.0,228.27,125.92,1165.8,1.0,1160.74136445,52633.3245022,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1128.42,299.999969474,100,1164.32569583,0.00333333,1164.32569583,1.0,1.0,66412.3389067,1.0,500.0,238.022,126.41,1165.31,1.0,1164.32569583,66412.3389067,0.9
2,0.0025,500,5.4346e-20,,0.0025,1126.1,400.0,100,1136.26692039,0.0025,1136.26692039,1.0,1.0,56147.1303515,1.0,500.0,237.793,123.32,1158.05,1.0,1136.26692039,56147.1303515,0.9
1,0.002,500,5.43187e-20,,0.002,1130.18,500.000006643,100,1161.57618889,0.002,1161.57618889,1.0,1.0,50448.5691673,1.0,500.0,235.005,126.24,1158.76,1.0,1161.57618889,50448.5691673,0.9
2,0.01,500,3.50449e-18,,0.01,1097.62,100.0,100,1161.4693314,0.01,1161.4693314,1.0,1.0,74869.7085797,1.0,500.0,272.252,126.02,1161.47,1.0,1161.4693314,74869.7085797,0.9
2,0.005,500,2.1793e-19,,0.005,1098.36,200.000000102,100,1125.54956938,0.005,1125.54956938,1.0,1.0,56950.1896342,1.0,500.0,256.073,122.34,1143.51,1.0,1125.54956938,56950.1896342,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1104.69,299.999969474,100,1137.64657873,0.00333333,1137.64657873,1.0,1.0,48126.3465605,1.0,500.0,244.141,123.52,1141.56,1.0,1137.64657873,48126.3465605,0.9
2,0.0025,500,5.4346e-20,,0.0025,1114.52,400.0,100,1161.11131415,0.0025,1161.11131415,1.0,1.0,47876.9362191,1.0,500.0,237.96,126.04,1146.44,1.0,1161.11131415,47876.9362191,0.9
1,0.002,500,5.43187e-20,,0.002,1116.1,500.000006643,100,1137.50437902,0.002,1137.50437902,1.0,1.0,58084.6347314,1.0,500.0,238.356,123.74,1144.66,1.0,1137.50437902,58084.6347314,0.9
2,0.01,500,3.50449e-18,,0.01,1073.11,100.0,100,1145.40718844,0.01,1145.40718844,1.0,1.0,73513.049136,1.0,500.0,269.774,124.6,1145.41,1.0,1145.40718844,73513.049136,0.9
2,0.005,500,2.1793e-19,,0.005,1106.05,200.000000102,100,1168.93561945,0.005,1168.93561945,1.0,1.0,44105.945648,1.0,500.0,241.578,126.9,1157.17,1.0,1168.93561945,44105.945648,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1105.42,299.999969474,100,1127.13879498,0.00333333,1127.13879498,1.0,1.0,54552.8869502,1.0,500.0,238.976,122.41,1147.16,1.0,1127.13879498,54552.8869502,0.9
2,0.0025,500,5.4346e-20,,0.0025,1104.04,400.0,100,1119.27837158,0.0025,1119.27837158,1.0,1.0,55590.5514965,1.0,500.0,238.194,121.62,1140.19,1.0,1119.27837158,55590.5514965,0.9
1,0.002,500,5.43187e-20,,0.002,1106.01,500.000006643,100,1130.94171257,0.002,1130.94171257,1.0,1.0,49507.5844716,1.0,500.0,234.958,122.71,1138.34,1.0,1130.94171257,49507.5844716,0.9
2,0.01,500,3.50449e-18,,0.01,1106.22,100.0,100,1169.2460203,0.01,1169.2460203,1.0,1.0,56753.5262254,1.0,500.0,237.036,126.98,1169.25,1.0,1169.2460203,56753.5262254,0.9
2,0.005,500,2.1793e-19,,0.005,1116.82,200.000000102,100,1153.51556756,0.005,1153.51556756,1.0,1.0,65881.5447603,1.0,500.0,246.508,125.19,1161.38,1.0,1153.51556756,65881.5447603,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1127.79,299.999969474,100,1169.78208162,0.00333333,1169.78208162,1.0,1.0,47723.4539621,1.0,500.0,237.224,127.12,1164.18,1.0,1169.78208162,47723.4539621,0.9
2,0.0025,500,5.4346e-20,,0.0025,1129.56,400.0,100,1154.4976358,0.0025,1154.4976358,1.0,1.0,81345.8516951,1.0,500.0,249.714,125.33,1161.76,1.0,1154.4976358,81345.8516951,0.9
1,0.002,500,5.43187e-20,,0.002,1137.3,500.000006643,100,1183.48411034,0.002,1183.48411034,1.0,1.0,62130.4482783,1.0,500.0,249.526,128.34,1166.11,1.0,1183.48411034,62130.4482783,0.9
2,0.01,500,3.50449e-18,,0.01,1084.96,100.0,100,1142.79277949,0.01,1142.79277949,1.0,1.0,56934.0086091,1.0,500.0,237.412,123.89,1142.79,1.0,1142.79277949,56934.0086091,0.9
2,0.005,500,2.1793e-19,,0.005,1123.39,200.000000102,100,1192.99429649,0.005,1192.99429649,1.0,1.0,63953.7901038,1.0,500.0,245.905,129.63,1167.89,1.0,1192.99429649,63953.7901038,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1127.75,299.999969474,100,1156.45761971,0.00333333,1156.45761971,1.0,1.0,67812.7162308,1.0,500.0,250.44,125.35,1164.08,1.0,1156.45761971,67812.7162308,0.9
2,0.0025,500,5.4346e-20,,0.0025,1131.53,400.0,100,1159.75931717,0.0025,1159.75931717,1.0,1.0,62152.1662052,1.0,500.0,249.853,125.87,1163.0,1.0,1159.75931717,62152.1662052,0.9
1,0.002,500,5.43187e-20,,0.002,1133.47,500.000006643,100,1156.06464887,0.002,1156.06464887,1.0,1.0,55477.3005176,1.0,500.0,246.847,125.75,1161.61,1.0,1156.06464887,55477.3005176,0.9
2,0.01,500,3.50449e-18,,0.01,1099.86,100.0,100,1161.23186251,0.01,1161.23186251,1.0,1.0,55153.2200908,1.0,500.0,233.67,126.22,1161.23,1.0,1161.23186251,55153.2200908,0.9
2,0.005,500,2.1793e-19,,0.005,1103.85,200.000000102,100,1133.26205324,0.005,1133.26205324,1.0,1.0,50004.0492187,1.0,500.0,228.579,123.21,1147.25,1.0,1133.26205324,50004.0492187,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1101.95,299.999969474,100,1117.64722885,0.00333333,1117.64722885,1.0,1.0,53943.0603674,1.0,500.0,229.844,121.16,1137.38,1.0,1117.64722885,53943.0603674,0.9
2,0.0025,500,5.4346e-20,,0.0025,1116.82,400.0,100,1177.89767298,0.0025,1177.89767298,1.0,1.0,45704.6834852,1.0,500.0,226.364,127.69,1147.51,1.0,1177.89767298,45704.6834852,0.9
1,0.002,500,5.43187e-20,,0.002,1119.16,500.000006643,100,1142.9999869,0.002,1142.9999869,1.0,1.0,69377.0017389,1.0,500.0,233.95,124.03,1146.61,1.0,1142.9999869,69377.0017389,0.9
2,0.01,500,3.50449e-18,,0.01,1097.15,100.0,100,1156.93249222,0.01,1156.93249222,1.0,1.0,43043.5258492,1.0,500.0,206.429,125.64,1156.93,1.0,1156.93249222,43043.5258492,0.9
2,0.005,500,2.1793e-19,,0.005,1119.96,200.000000102,100,1167.52910946,0.005,1167.52910946,1.0,1.0,56590.1777102,1.0,500.0,222.141,126.67,1162.23,1.0,1167.52910946,56590.1777102,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1113.23,299.999969474,100,1118.75975048,0.00333333,1118.75975048,1.0,1.0,45353.0475848,1.0,500.0,219.737,121.5,1147.74,1.0,1118.75975048,45353.0475848,0.9
2,0.0025,500,5.4346e-20,,0.0025,1127.32,400.0,100,1185.60309911,0.0025,1185.60309911,1.0,1.0,55421.7201883,1.0,500.0,224.051,128.34,1157.21,1.0,1185.60309911,55421.7201883,0.9
1,0.002,500,5.43187e-20,,0.002,1130.81,500.000006643,100,1158.90432612,0.002,1158.90432612,1.0,1.0,52983.6035269,1.0,500.0,225.056,125.94,1157.55,1.0,1158.90432612,52983.6035269,0.9
2,0.01,500,3.50449e-18,,0.01,1100.07,100.0,100,1164.77208321,0.01,1164.77208321,1.0,1.0,61311.1953867,1.0,500.0,246.37,126.82,1164.77,1.0,1164.77208321,61311.1953867,0.9
2,0.005,500,2.1793e-19,,0.005,1101.32,200.000000102,100,1129.3797739,0.005,1129.3797739,1.0,1.0,47583.1447889,1.0,500.0,232.843,122.86,1147.08,1.0,1129.3797739,47583.1447889,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1115.47,299.999969474,100,1164.32587548,0.00333333,1164.32587548,1.0,1.0,61039.6965074,1.0,500.0,237.388,126.24,1152.83,1.0,1164.32587548,61039.6965074,0.9
2,0.0025,500,5.4346e-20,,0.0025,1127.32,400.0,100,1180.19977555,0.0025,1180.19977555,1.0,1.0,81740.1745806,1.0,500.0,250.272,128.25,1159.67,1.0,1180.19977555,81740.1745806,0.9
1,0.002,500,5.43187e-20,,0.002,1129.24,500.000006643,100,1152.22687113,0.002,1152.22687113,1.0,1.0,63460.8699729,1.0,500.0,250.366,125.27,1158.18,1.0,1152.22687113,63460.8699729,0.9
2,0.01,500,3.50449e-18,,0.01,1099.75,100.0,100,1162.56808471,0.01,1162.56808471,1.0,1.0,80069.4573227,1.0,500.0,281.547,126.1,1162.57,1.0,1162.56808471,80069.4573227,0.9
2,0.005,500,2.1793e-19,,0.005,1117.4,200.000000102,100,1163.45113348,0.005,1163.45113348,1.0,1.0,83124.5940264,1.0,500.0,284.22,126.01,1163.01,1.0,1163.45113348,83124.5940264,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1113.54,299.999969474,100,1126.32839179,0.00333333,1126.32839179,1.0,1.0,69877.2805513,1.0,500.0,277.872,122.18,1150.78,1.0,1126.32839179,69877.2805513,0.9
2,0.0025,500,5.4346e-20,,0.0025,1108.12,400.0,100,1109.13724258,0.0025,1109.13724258,1.0,1.0,61254.8346941,1.0,500.0,270.916,120.55,1140.37,1.0,1109.13724258,61254.8346941,0.9
1,0.002,500,5.43187e-20,,0.002,1110.26,500.000006643,100,1145.98124843,0.002,1145.98124843,1.0,1.0,71938.386663,1.0,500.0,270.12,124.27,1141.49,1.0,1145.98124843,71938.386663,0.9
2,0.01,500,3.50449e-18,,0.01,1133.15,100.0,100,1189.18182385,0.01,1189.18182385,1.0,1.0,52562.386395,1.0,500.0,228.116,128.87,1189.18,1.0,1189.18182385,52562.386395,0.9
2,0.005,500,2.1793e-19,,0.005,1141.32,200.000000102,100,1184.94514513,0.005,1184.94514513,1.0,1.0,49325.1909754,1.0,500.0,224.586,128.61,1187.06,1.0,1184.94514513,49325.1909754,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1153.69,299.999969474,100,1199.58519428,0.00333333,1199.58519428,1.0,1.0,60072.3308548,1.0,500.0,231.267,130.08,1191.24,1.0,1199.58519428,60072.3308548,0.9
2,0.0025,500,5.4346e-20,,0.0025,1154.07,400.0,100,1172.665762,0.0025,1172.665762,1.0,1.0,65438.2627676,1.0,500.0,237.432,127.5,1186.59,1.0,1172.665762,65438.2627676,0.9
1,0.002,500,5.43187e-20,,0.002,1148.86,500.000006643,100,1143.36205704,0.002,1143.36205704,1.0,1.0,53902.4329017,1.0,500.0,236.793,124.15,1177.95,1.0,1143.36205704,53902.4329017,0.9
2,0.01,500,3.50449e-18,,0.01,1116.2,100.0,100,1179.22681556,0.01,1179.22681556,1.0,1.0,71942.6352105,1.0,500.0,266.877,127.82,1179.23,1.0,1179.22681556,71942.6352105,0.9
2,0.005,500,2.1793e-19,,0.005,1123.73,200.000000102,100,1157.37956719,0.005,1157.37956719,1.0,1.0,44667.1596377,1.0,500.0,240.502,125.49,1168.3,1.0,1157.37956719,44667.1596377,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1119.56,299.999969474,100,1131.24032788,0.00333333,1131.24032788,1.0,1.0,50763.3564651,1.0,500.0,235.835,123.15,1155.95,1.0,1131.24032788,50763.3564651,0.9
2,0.0025,500,5.4346e-20,,0.0025,1132.63,400.0,100,1196.13123382,0.0025,1196.13123382,1.0,1.0,63124.5783389,1.0,500.0,240.082,129.54,1165.99,1.0,1196.13123382,63124.5783389,0.9
1,0.002,500,5.43187e-20,,0.002,1125.42,500.000006643,100,1112.31506693,0.002,1112.31506693,1.0,1.0,54410.3863275,1.0,500.0,239.47,120.64,1155.26,1.0,1112.31506693,54410.3863275,0.9
2,0.01,500,3.50449e-18,,0.01,1045.81,100.0,100,1117.48099286,0.01,1117.48099286,1.0,1.0,62468.6048652,1.0,500.0,248.684,121.59,1117.48,1.0,1117.48099286,62468.6048652,0.9
2,0.005,500,2.1793e-19,,0.005,1099.17,200.000000102,100,1182.23208015,0.005,1182.23208015,1.0,1.0,50907.3646248,1.0,500.0,239.101,128.41,1149.86,1.0,1182.23208015,50907.3646248,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1119.09,299.999969474,100,1181.68862432,0.00333333,1181.68862432,1.0,1.0,40715.3893729,1.0,500.0,227.539,127.99,1160.47,1.0,1181.68862432,40715.3893729,0.9
2,0.0025,500,5.4346e-20,,0.0025,1118.18,400.0,100,1134.68339139,0.0025,1134.68339139,1.0,1.0,76240.3844951,1.0,500.0,240.468,123.22,1154.02,1.0,1134.68339139,76240.3844951,0.9
1,0.002,500,5.43187e-20,,0.002,1126.23,500.000006643,100,1175.34961978,0.002,1175.34961978,1.0,1.0,54998.2858316,1.0,500.0,239.212,127.4,1158.29,1.0,1175.34961978,54998.2858316,0.9
2,0.01,500,3.50449e-18,,0.01,1084.92,100.0,100,1142.84799735,0.01,1142.84799735,1.0,1.0,57278.2811975,1.0,500.0,238.129,124.17,1142.85,1.0,1142.84799735,57278.2811975,0.9
2,0.005,500,2.1793e-19,,0.005,1124.18,200.000000102,100,1194.48904119,0.005,1194.48904119,1.0,1.0,74554.7819443,1.0,500.0,256.757,129.58,1168.67,1.0,1194.48904119,74554.7819443,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1121.26,299.999969474,100,1135.40822478,0.00333333,1135.40822478,1.0,1.0,51343.5090349,1.0,500.0,247.262,123.22,1157.58,1.0,1135.40822478,51343.5090349,0.9
2,0.0025,500,5.4346e-20,,0.0025,1119.97,400.0,100,1132.94464083,0.0025,1132.94464083,1.0,1.0,72876.0104984,1.0,500.0,252.991,123.2,1151.42,1.0,1132.94464083,72876.0104984,0.9
1,0.002,500,5.43187e-20,,0.002,1132.41,500.000006643,100,1199.29378672,0.002,1199.29378672,1.0,1.0,58294.1770755,1.0,500.0,251.222,130.2,1161.0,1.0,1199.29378672,58294.1770755,0.9
2,0.01,500,3.50449e-18,,0.01,1095.75,100.0,100,1159.22015118,0.01,1159.22015118,1.0,1.0,62252.2774246,1.0,500.0,248.253,125.92,1159.22,1.0,1159.22015118,62252.2774246,0.9
2,0.005,500,2.1793e-19,,0.005,1106.31,200.000000102,100,1143.16076135,0.005,1143.16076135,1.0,1.0,68470.4800393,1.0,500.0,254.504,123.83,1151.19,1.0,1143.16076135,68470.4800393,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1112.52,299.999969474,100,1145.10446419,0.00333333,1145.10446419,1.0,1.0,79732.3493946,1.0,500.0,263.631,124.26,1149.16,1.0,1145.10446419,79732.3493946,0.9
2,0.0025,500,5.4346e-20,,0.0025,1111.94,400.0,100,1127.2029665,0.0025,1127.2029665,1.0,1.0,70108.764483,1.0,500.0,263.758,122.57,1143.67,1.0,1127.2029665,70108.764483,0.9
1,0.002,500,5.43187e-20,,0.002,1120.91,500.000006643,100,1171.78523982,0.002,1171.78523982,1.0,1.0,52685.5655166,1.0,500.0,257.319,127.15,1149.29,1.0,1171.78523982,52685.5655166,0.9
2,0.01,500,3.50449e-18,,0.01,1080.04,100.0,100,1133.68817432,0.01,1133.68817432,1.0,1.0,64442.1619249,1.0,500.0,252.582,123.01,1133.69,1.0,1133.68817432,64442.1619249,0.9
2,0.005,500,2.1793e-19,,0.005,1099.71,200.000000102,100,1149.34794791,0.005,1149.34794791,1.0,1.0,73790.4208661,1.0,500.0,261.699,124.89,1141.52,1.0,1149.34794791,73790.4208661,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1111.57,299.999969474,100,1154.0747352,0.00333333,1154.0747352,1.0,1.0,62684.2606116,1.0,500.0,257.64,125.47,1145.7,1.0,1154.0747352,62684.2606116,0.9
2,0.0025,500,5.4346e-20,,0.0025,1115.6,400.0,100,1153.23054474,0.0025,1153.23054474,1.0,1.0,58117.488369,1.0,500.0,253.335,125.29,1147.59,1.0,1153.23054474,58117.488369,0.9
1,0.002,500,5.43187e-20,,0.002,1121.2,500.000006643,100,1158.73269807,0.002,1158.73269807,1.0,1.0,69098.3828715,1.0,500.0,255.038,125.87,1149.81,1.0,1158.73269807,69098.3828715,0.9
2,0.01,500,3.50449e-18,,0.01,1099.12,100.0,100,1158.98585864,0.01,1158.98585864,1.0,1.0,72427.9314934,1.0,500.0,267.775,125.81,1158.99,1.0,1158.98585864,72427.9314934,0.9
2,0.005,500,2.1793e-19,,0.005,1119.31,200.000000102,100,1168.68556145,0.005,1168.68556145,1.0,1.0,61270.0254308,1.0,500.0,257.301,126.82,1163.84,1.0,1168.68556145,61270.0254308,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1126.12,299.999969474,100,1159.75233025,0.00333333,1159.75233025,1.0,1.0,75359.809377,1.0,500.0,262.695,126.02,1162.47,1.0,1159.75233025,75359.809377,0.9
2,0.0025,500,5.4346e-20,,0.0025,1126.79,400.0,100,1145.6689737,0.0025,1145.6689737,1.0,1.0,62664.654769,1.0,500.0,259.459,124.1,1158.27,1.0,1145.6689737,62664.654769,0.9
1,0.002,500,5.43187e-20,,0.002,1131.82,500.000006643,100,1166.82067369,0.002,1166.82067369,1.0,1.0,66978.6778997,1.0,500.0,259.092,126.63,1159.98,1.0,1166.82067369,66978.6778997,0.9
2,0.01,500,3.50449e-18,,0.01,1134.79,100.0,100,1201.18882309,0.01,1201.18882309,1.0,1.0,67031.090914,1.0,500.0,257.606,130.21,1201.19,1.0,1201.18882309,67031.090914,0.9
2,0.005,500,2.1793e-19,,0.005,1122.85,200.000000102,100,1138.42584976,0.005,1138.42584976,1.0,1.0,63893.0269471,1.0,500.0,256.5,123.57,1169.81,1.0,1138.42584976,63893.0269471,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1133.11,299.999969474,100,1174.74052343,0.00333333,1174.74052343,1.0,1.0,50282.7644238,1.0,500.0,245.887,127.55,1171.45,1.0,1174.74052343,50282.7644238,0.9
2,0.0025,500,5.4346e-20,,0.0025,1146.04,400.0,100,1202.60604929,0.0025,1202.60604929,1.0,1.0,44152.4831131,1.0,500.0,237.602,130.58,1179.24,1.0,1202.60604929,44152.4831131,0.9
1,0.002,500,5.43187e-20,,0.002,1148.64,500.000006643,100,1174.73423298,0.002,1174.73423298,1.0,1.0,61398.3849231,1.0,500.0,239.424,127.42,1178.34,1.0,1174.73423298,61398.3849231,0.9
2,0.01,500,3.50449e-18,,0.01,1111.89,100.0,100,1179.26040518,0.01,1179.26040518,1.0,1.0,64972.609854,1.0,500.0,253.62,128.14,1179.26,1.0,1179.26040518,64972.609854,0.9
2,0.005,500,2.1793e-19,,0.005,1115.17,200.000000102,100,1146.35808465,0.005,1146.35808465,1.0,1.0,59579.0234145,1.0,500.0,248.845,124.48,1162.81,1.0,1146.35808465,59579.0234145,0.9
2,0.00333333,500,5.43914e-20,,0.00333333,1117.66,299.999969474,100,1144.04388999,0.00333333,1144.04388999,1.0,1.0,50197.6197293,1.0,500.0,240.678,124.08,1156.55,1.0,1144.04388999,50197.6197293,0.9
2,0.0025,500,5.4346e-20,,0.0025,1118.94,400.0,100,1140.81972569,0.0025,1140.81972569,1.0,1.0,59547.7853291,1.0,500.0,241.307,123.89,1152.62,1.0,1140.81972569,59547.7853291,0.9
