EpRewMean,TimestepsSoFar,StdIWNorm,TimeElapsed,EmpiricalD2,J_sample_variance,InitialReturnMin,Weights,StdIW,EpisodesSoFar,ReturnStepMax,OptimizationReturnMean,OptimizationReturnMin,InitialReturnMean,ReturnMeanIW,Iteration,MinIWNorm,ReturnStepMaxmin,InitialReturnStd,OptimizationReturnMax,VarianceInit,ESSRenyi,MeanIW,MaxIW,EpLenMean,InitialBound,ESSClassic,Bound,MeanIWNorm,MinIW,MeanEntropy,LearnableVariance,InitialReturnMax,MaxIWNorm,EpThisIter
50.6660851417023,607,0.16063844,0.7539961338043213,6.5038643,5126796.5,9.979951,[-0.  0.  0. -0.  0.],16.063845,100,9.999999,40.68614,,50.66609,288.03012,1,0.0014153832,9.999999,31.743746,159.91534,-1,15.375475,2.3635378,162.00967,6.07,29.858244,2.1189694,234.96457,0.023635378,0.14153832,1.553303,True,169.8953,1.6200967,100
85.35305426063687,1561,0.02065657,2.0885725021362305,2.3588147,383327.84,,[-1.196  0.511 -1.618 -0.547  0.134],2.0656571,200,9.999998,85.35305,,85.35305,141.51605,2,0.00010821046,9.999998,66.52615,379.8767,-1,42.394173,1.0590968,19.78426,9.54,38.82785,20.815807,70.06063,0.010590967,0.010821046,1.3419931,True,379.8767,0.1978426,100
129.5307527278414,2957,0.010700624,3.36999249458313,1.9224503,132731.03,,[-1.475  0.446 -1.844 -0.62  -0.077],1.0700625,300,9.999996,129.53075,,129.53075,193.56267,3,0.00058995245,9.999996,100.28275,379.66745,-1,52.01695,1.0348278,6.2982554,13.96,83.03117,48.32652,129.08986,0.010348278,0.058995247,1.1932533,True,379.66745,0.06298255,100
206.19649237759614,5120,0.13156235,4.353481769561768,9.859177,169805550.0,,[-1.507  0.625 -1.92  -0.823 -0.226],13.156235,400,9.999998,206.19649,,206.19649,1629.7174,4,0.00010534702,9.999998,171.42126,999.5807,-1,10.142835,2.2624376,129.9536,21.63,83.77335,2.8723211,1245.317,0.022624379,0.010534702,1.0458186,True,999.5807,1.299536,100
322.8555335848997,8450,0.009241879,5.824609279632568,1.7272912,260450.36,9.981079,[-1.766  0.855 -2.255 -1.208 -0.373],0.9241879,500,10.0,312.87445,,322.85553,395.04822,5,0.0007830174,10.0,171.97719,919.8058,-1,57.894115,1.0575893,6.185984,33.3,208.98032,56.701042,245.38612,0.0105758915,0.07830174,1.0251659,True,929.78687,0.06185984,100
389.6397767907018,12448,0.0041705435,7.582465171813965,1.1824083,69294.25,19.984695,[-1.827  0.821 -2.304 -1.322 -0.394],0.41705433,600,9.999999,369.6551,,389.6398,420.0437,6,0.00088119967,9.999999,157.35489,889.76715,-1,84.57315,1.0525016,2.7990236,39.98,278.21835,86.42935,298.88565,0.010525014,0.08811997,0.9902794,True,909.75183,0.027990235,100
394.834061266817,16498,0.007496578,8.686685562133789,1.421554,255190.78,9.984423,[-1.903  0.803 -2.378 -1.309 -0.429],0.74965775,700,9.999999,384.84964,,394.83408,453.59744,7,0.00097134296,9.999999,191.16385,1029.8514,-1,70.34555,1.0216765,4.3551884,40.5,267.48065,65.0029,301.75537,0.010216765,0.0971343,0.93998545,True,1039.8358,0.04355188,100
413.4420287597378,20734,0.089788005,10.359968662261963,6.825463,32382612.0,9.979979,[-1.992  0.924 -2.428 -1.359 -0.479],8.978802,800,10.0,403.46204,,413.44202,1033.5376,8,0.00029777226,10.0,159.83278,919.651,-1,14.651021,1.8812884,90.28029,42.36,299.58597,4.2054715,736.0819,0.018812884,0.029777227,0.90503377,True,929.631,0.9028029,100
491.39809386920587,25750,0.08881769,11.71826171875,18.53499,45436450.0,19.963036,[-1.916  1.08  -2.495 -1.5   -0.514],8.88177,900,10.0,471.4351,,491.39807,1312.9235,9,3.6162976e-06,10.0,185.77596,1149.6396,-1,5.395201,2.0029168,74.143936,50.16,348.15158,4.8393197,696.21466,0.020029169,0.00036162976,0.8017827,True,1169.6027,0.74143934,100
577.2899892201722,31625,0.003490836,13.847627878189087,1.1351393,113910.82,,[-1.735  1.065 -2.535 -1.667 -0.617],0.34908357,1000,9.999999,577.29,,577.29,619.7874,10,0.0025674533,9.999999,227.56734,1829.6594,-1,88.09491,1.0825039,2.1351721,58.75,353.20337,90.580376,381.039,0.010825038,0.25674534,0.7739805,True,1829.6594,0.021351721,100
548.990720077345,37217,2.5200312,15.634013891220093,2310.6382,19375320000.0,,[-1.782  1.084 -2.516 -1.665 -0.645],252.00313,1100,10.0,548.9907,,548.9907,14242.439,11,2.9441e-10,10.0,197.62683,1089.7509,-1,0.043278087,25.832859,2533.1763,55.92,415.52405,1.0399041,7826.817,0.25832862,2.9441e-08,0.53400594,True,1089.7509,25.331762,100
698.7659053145122,44307,0.053959455,17.558922052383423,7.2259564,11796727.0,369.85663,[-1.707  1.183 -2.49  -1.687 -0.885],5.395945,1200,10.0,328.90927,,698.76587,1491.8739,12,0.00012186077,10.0,222.13916,1689.7368,-1,13.838999,1.8504245,47.383144,70.9,446.51825,10.522557,813.80347,0.018504245,0.012186077,0.44201446,True,2059.5935,0.47383144,100
739.9666303255179,51809,0.025317842,19.939048528671265,4.0767612,8947614.0,9.982569,[-1.606  1.177 -2.421 -1.707 -0.977],2.5317843,1300,10.0,729.98413,,739.9666,1187.9537,13,5.7844132e-05,10.0,238.96655,1849.6837,-1,24.529276,1.3275551,15.058986,75.02,512.20496,21.565475,728.0803,0.013275552,0.0057844133,0.3871458,True,1859.6663,0.15058985,100
764.0488817711322,59552,0.011392686,22.470854997634888,1.9393365,648873.0,429.893,[-1.634  1.225 -2.463 -1.618 -1.032],1.1392685,1400,9.999999,334.15588,,764.0489,892.8599,14,0.00049478974,9.999999,187.16444,889.7608,-1,51.564026,1.1132894,8.522263,77.43,602.4249,48.84683,667.78235,0.011132893,0.049478974,0.39788812,True,1319.6538,0.085222624,100
793.7438510843818,67592,0.004581654,24.015682220458984,1.2168635,447145.28,,[-1.62   1.258 -2.455 -1.59  -1.021],0.45816544,1500,9.999999,793.74384,,793.74384,864.6486,15,0.0025522273,9.999999,272.63205,2019.6431,-1,82.17848,1.0486888,2.7114096,80.4,546.3891,83.9718,591.78784,0.010486888,0.25522274,0.36427462,True,2019.6431,0.027114095,100
764.8519597543952,75343,0.0039914963,26.266178131103516,1.1271329,354065.25,509.8205,[-1.632  1.272 -2.456 -1.616 -1.055],0.39914963,1600,10.0,255.03145,,764.8519,791.4291,16,0.003804581,10.0,209.01248,1259.8389,-1,88.72068,1.014763,2.5541396,77.51,548.11383,86.60117,561.32574,0.01014763,0.38045812,0.3495016,True,1769.6594,0.025541395,100
824.0564875145569,83686,0.87375885,28.17415690422058,314.82236,810946600.0,489.7795,[-1.607  1.267 -2.438 -1.622 -1.069],87.37588,1700,10.0,334.27695,,824.05646,8152.896,17,1.9719005e-08,10.0,228.73651,1479.9917,-1,0.31763944,10.182797,875.9438,83.43,582.8097,1.3399616,3872.399,0.10182799,1.9719005e-06,0.17840588,True,1969.7712,8.759438,100
846.0600239360903,92249,0.023311382,30.52857804298401,3.1137998,3869996.2,,[-1.565  1.295 -2.459 -1.658 -1.241],2.3311384,1800,10.0,846.06,,846.06,1122.1755,18,0.00046720423,10.0,222.77502,1479.771,-1,32.1151,1.344076,17.66557,85.63,664.82587,24.949646,802.37036,0.013440758,0.046720423,0.20737766,True,1479.771,0.1766557,100
843.0586259442648,100782,0.010111094,33.49632000923157,1.6173227,534381.0,509.8413,[-1.617  1.33  -2.464 -1.601 -1.212],1.0111095,1900,10.0,333.21732,,843.0586,934.9621,19,0.00070111785,10.0,207.46042,979.88696,-1,61.83058,1.1249424,5.49673,85.33,660.6049,55.314045,702.9284,0.011249423,0.07011179,0.1924759,True,1489.7283,0.0549673,100
832.2558024033405,109207,0.02692621,35.40192937850952,4.0887413,3910012.5,9.981081,[-1.6    1.29  -2.413 -1.543 -1.226],2.6926212,2000,10.0,822.2748,,832.2558,1217.0858,20,0.0006460265,10.0,216.28145,1489.8146,-1,24.457405,1.5387684,17.57157,84.25,648.56903,24.618471,845.6596,0.015387684,0.06460265,0.2368482,True,1499.7957,0.17571568,100
827.9471520513351,117589,0.15456393,37.86972641944885,17.700628,52249650.0,429.86023,[-1.636  1.295 -2.422 -1.48  -1.182],15.456396,2100,10.0,398.0869,,827.9472,2280.3772,21,2.3233782e-05,10.0,222.29869,1609.417,-1,5.649517,2.6114168,154.9909,83.82,578.1877,2.7753162,1229.5864,0.026114166,0.0023233783,0.23462346,True,2039.2772,1.549909,100
861.4294390079757,126306,0.030546224,41.2360954284668,5.6508107,6281716.5,189.87943,[-1.534  1.275 -2.532 -1.397 -1.184],3.0546224,2200,10.0,671.55,,861.4294,1474.2911,22,0.00012366069,10.0,224.87375,1279.8875,-1,17.696575,1.6123364,20.899326,87.17,681.4204,21.790054,1046.384,0.016123364,0.0123660695,0.14252678,True,1469.7668,0.20899326,100
836.2399880341914,134771,0.0028872965,43.67644786834717,1.0882657,149490.86,,[-1.531  1.309 -2.545 -1.415 -1.276],0.28872967,2300,10.0,836.24005,,836.24005,868.5274,23,0.0055776453,10.0,230.27641,1799.6528,-1,91.88933,1.0225297,2.1086543,84.65,615.8284,92.61559,638.5941,0.010225297,0.55776453,0.12826543,True,1799.6528,0.021086542,100
925.23253787311,144126,0.0016337959,46.719515323638916,1.0313903,431821.78,579.6803,[-1.531  1.314 -2.567 -1.431 -1.291],0.1633796,2400,10.0,345.55222,,925.2326,941.5663,24,0.006087001,10.0,252.6619,1209.8241,-1,96.956505,1.0171779,1.4453251,93.55,706.0639,97.48498,718.9844,0.010171779,0.6087001,0.13051066,True,1789.5044,0.014453251,100
931.3166487094597,153542,0.01031389,50.166812896728516,1.8284867,723349.8,609.74976,[-1.532  1.316 -2.543 -1.447 -1.288],1.031389,2500,10.0,321.56693,,931.31665,1099.029,25,0.00095118786,10.0,259.2106,1269.7976,-1,54.690033,1.21927,5.293882,94.16,701.12006,58.290054,787.75366,0.0121927,0.09511879,0.1251856,True,1879.5474,0.05293882,100
911.7396910274636,162762,0.0069485935,53.49712252616882,1.3797905,550105.9,549.7588,[-1.552  1.302 -2.569 -1.473 -1.294],0.6948593,2600,10.0,361.98093,,911.7397,998.5597,26,0.0027454554,10.0,219.09164,1010.0072,-1,72.47477,1.0757184,4.264223,92.2,720.7081,70.559166,774.16547,0.010757184,0.27454555,0.16218579,True,1559.766,0.04264223,100
898.3452297734184,171848,0.068419956,56.853182554244995,13.966413,30436040.0,549.8319,[-1.573  1.317 -2.592 -1.471 -1.257],6.8419957,2700,10.0,348.5133,,898.3452,2156.0544,27,0.00013654632,10.0,228.9622,1069.8854,-1,7.1600347,2.045436,60.328976,90.86,699.9712,8.204073,1414.6976,0.020454356,0.013654633,0.21834241,True,1619.7173,0.6032897,100
922.0301995619652,181171,0.025096297,60.571877002716064,4.4490666,12294337.0,,[-1.534  1.33  -2.605 -1.527 -1.201],2.50963,2800,10.0,922.03015,,922.03015,1258.8846,28,0.00020040227,10.0,262.94925,1609.7236,-1,22.476624,1.1806395,19.810102,93.23,724.88007,18.121193,843.03973,0.011806394,0.020040227,0.17918961,True,1609.7236,0.19810101,100
939.5279205247141,190669,0.01159316,65.09676742553711,2.0426235,813886.8,619.8253,[-1.51   1.354 -2.69  -1.529 -1.24 ],1.1593161,2900,10.0,319.70258,,939.52783,1170.9224,29,0.00039566154,10.0,230.17043,1189.8964,-1,48.956646,1.2615392,7.1730294,94.98,717.8832,54.215107,854.14685,0.012615392,0.039566156,0.15742691,True,1809.7217,0.07173029,100
972.3373192422222,200495,0.012052246,69.85008955001831,1.962012,1422787.5,,[-1.485  1.346 -2.686 -1.579 -1.262],1.2052246,3000,10.0,972.33734,,972.33734,1210.674,30,0.0006523806,10.0,301.16885,1899.5253,-1,50.968086,1.2564903,8.369395,98.26,739.6939,52.081615,884.8061,0.012564902,0.06523806,0.13991337,True,1899.5253,0.08369395,100
959.9351223617136,210197,0.008141534,74.32564449310303,1.5740004,710741.25,9.980821,[-1.514  1.357 -2.675 -1.536 -1.279],0.81415343,3100,10.0,949.95435,,959.9352,1084.0385,31,0.00091099273,10.0,271.3605,2189.6345,-1,63.532387,1.1354481,4.0460167,97.02,690.5383,66.04427,746.05554,0.011354481,0.09109928,0.119674645,True,2199.6152,0.040460166,100
912.4410830661744,219424,1.1925206,78.62244582176208,977.85077,4251361800.0,619.7778,[-1.51   1.333 -2.673 -1.56  -1.299],119.252045,3200,10.0,292.6633,,912.4411,14437.872,32,1.636361e-07,10.0,202.95161,910.0411,-1,0.10226509,12.595817,1198.9506,92.27,725.07733,1.1033229,8578.893,0.12595816,1.636361e-05,0.08326648,True,1529.8188,11.989506,100
