MinIW,MeanIWNorm,ESSClassic,MeanIW,MinIWNorm,ReturnStepMax,InitialReturnStd,InitialReturnMax,OptimizationReturnMin,LearnableVariance,StdIWNorm,Iteration,ESSRenyi,ReturnMeanIW,MeanEntropy,EmpiricalD2,StdIW,OptimizationReturnMax,InitialReturnMin,InitialBound,Bound,MaxIWNorm,EpRewMean,EpisodesSoFar,J_sample_variance,Weights,EpThisIter,OptimizationReturnMean,MaxIW,EpLenMean,ReturnStepMaxmin,TimeElapsed,TimestepsSoFar,VarianceInit,InitialReturnMean
0.0004196015,0.015080297,21.497478,1.5080296,4.196015e-06,9.999996,56.17929,249.94876,,True,0.028817607,1,26.67622,202.92313,1.255368,3.748657,2.8817608,249.94876,,39.64369,143.6532,0.16517028,70.2560395609684,100,384179.84,[ 0.  0.  0. -0.  0.],100,70.25604,16.517029,8.03,9.999996,0.944350004196167,803,-1,70.25604
5.5994104e-05,0.027514536,4.37358,2.7514536,5.5994104e-07,9.999992,93.12095,509.87863,,True,0.12865676,2,3.9363673,600.6181,1.027836,25.404133,12.865675,499.89893,9.979716,37.989735,285.86893,1.2188525,100.43686377903778,200,10533198.0,[ 0.204  0.427 -0.28  -0.76  -0.164],100,90.457146,121.885254,11.05,9.999992,3.0275449752807617,1908,-1,100.43686
0.007327349,0.012283671,15.153411,1.2283671,7.3273484e-05,9.999995,112.53604,479.81656,,True,0.029066328,3,28.98102,271.32697,0.99511594,3.450534,2.9066327,479.81656,,113.72887,162.16684,0.27710056,172.49414862251334,300,904211.5,[ 0.282  0.43  -0.408 -1.204 -0.391],100,172.49414,27.710058,18.26,9.999995,4.5434911251068115,3734,-1,172.49414
0.03219244,0.014760278,10.811018,1.476028,0.0003219244,10.0,165.20178,789.70715,,True,0.04239522,4,21.527792,481.10776,0.98010284,4.6451583,4.239522,789.70715,,93.772,272.65295,0.32877132,190.49099573034187,400,3458936.5,[ 0.278  0.317 -0.463 -1.355 -0.424],100,190.491,32.877132,20.06,10.0,6.4845685958862305,5740,-1,190.491
0.098967694,0.010590975,56.69254,1.0590976,0.0009896769,9.999994,186.1707,959.4734,,True,0.009256661,5,61.32102,346.26672,0.9343272,1.6307622,0.92566615,959.4734,,162.42313,196.20363,0.050392102,279.9341362834111,500,362532.25,[ 0.138  0.565 -0.646 -1.781 -0.439],100,279.93414,5.0392103,29.01,9.999994,8.414592027664185,8641,-1,279.93414
0.122773975,0.011712197,23.33401,1.1712197,0.0012277397,10.0,278.0511,1589.5359,,True,0.021229759,6,47.721863,494.2799,0.9616689,2.0954757,2.122976,1589.5359,,149.34407,212.46933,0.19697826,344.02168079145946,600,2326958.5,[ 0.133  0.508 -0.696 -1.845 -0.485],100,344.02167,19.697826,35.42,10.0,10.95771336555481,12183,-1,344.02167
0.10991144,0.01053896,71.68016,1.0538958,0.0010991144,9.999998,219.44057,1069.6172,,True,0.0066243517,7,73.91426,419.78076,0.90523326,1.3529189,0.6624351,1069.6172,,245.61014,267.4071,0.03698279,376.6109625564503,700,199408.19,[ 0.138  0.433 -0.769 -1.893 -0.457],100,376.61093,3.698279,38.68,9.999998,13.342844009399414,16051,-1,376.61093
0.00044419672,0.024332585,2.6546478,2.4332583,4.441967e-06,10.0,262.24545,1169.5845,,True,0.14734733,8,4.793618,1819.4673,0.7446895,20.861069,14.7347355,1169.5845,,245.65692,1165.2146,1.4808148,388.9011777875076,800,189017890.0,[ 0.138  0.412 -0.795 -1.803 -0.514],100,388.90112,148.08148,39.91,10.0,16.201977252960205,20042,-1,388.90112
0.0019289948,0.13510041,1.0927557,13.51004,1.9289948e-05,9.999999,341.67212,1869.6212,,True,1.2853137,9,0.23709641,24498.37,0.75256217,421.76935,128.53139,1869.6212,,330.05554,19795.783,12.923233,559.0364401741612,900,58362786000.0,[ 0.089  0.513 -0.88  -2.029 -0.674],100,559.03644,1292.3234,56.93,9.999999,20.171278715133667,25735,-1,559.03644
0.53248435,0.010186852,89.61973,1.0186853,0.0053248433,9.999999,521.0711,2859.1892,,True,0.003466913,10,87.98393,851.5072,0.75769204,1.1365712,0.34669128,2859.1892,,411.6427,478.1824,0.027703984,761.8204904839081,1000,706369.3,[ 0.003  0.505 -0.921 -2.325 -0.666],100,761.8204,2.7703984,77.22,9.999999,24.886863231658936,33457,-1,761.8204
0.012043025,0.013481195,10.77638,1.3481195,0.00012043025,10.0,567.99036,2859.2776,,True,0.038791075,11,24.5941,1939.6692,0.76562655,4.0660157,3.879108,2849.2915,9.986113,540.61865,1233.5363,0.3862614,890.8072391034723,1100,120938210.0,[-0.022  0.509 -0.974 -2.332 -0.661],100,880.82117,38.62614,90.12,10.0,30.139949560165405,42469,-1,890.80725
0.3607055,0.010068096,92.37698,1.0068096,0.003607055,10.0,727.27075,4268.621,,True,0.0028922076,12,93.01509,1021.76526,0.75179154,1.0750943,0.28922075,4258.64,9.981055,413.86298,479.6938,0.021265032,936.6601622297835,1200,949899.4,[-0.058  0.567 -1.011 -2.301 -0.653],100,926.6791,2.1265032,94.71,10.0,35.84966039657593,51940,-1,936.66016
0.34255746,0.010502794,85.962585,1.0502795,0.0034255746,9.999999,684.7452,3228.684,,True,0.00424418,13,85.92114,1101.1384,0.7699378,1.1638579,0.42441803,3128.8179,99.86612,565.30225,674.53815,0.02963614,960.7336734332762,1300,1281662.5,[-0.06   0.552 -1.055 -2.292 -0.667],100,860.8675,2.9636142,97.12,9.999999,41.72820019721985,61652,-1,960.73364
0.16033578,0.010961302,60.04036,1.0961303,0.0016033577,10.0,709.75824,3978.715,,True,0.008942342,14,73.08685,1244.6405,0.7577914,1.3682351,0.8942342,3978.715,,544.95105,674.64844,0.06289327,1032.2421394278379,1400,2178960.2,[-0.07   0.537 -1.084 -2.271 -0.649],100,1032.2422,6.289327,104.27,10.0,48.44795799255371,72079,-1,1032.2422
0.14993118,0.010360666,63.715897,1.0360665,0.0014993118,10.0,759.48364,3138.9165,,True,0.007818472,15,68.37202,1349.922,0.72576386,1.4625866,0.7818472,3138.9165,,741.7006,884.9934,0.045764145,1126.1377850875726,1500,2989006.5,[-0.092  0.527 -1.103 -2.292 -0.661],100,1126.1378,4.5764146,113.66,10.0,56.13843011856079,83445,-1,1126.1378
0.09231104,0.010099606,38.830414,1.0099607,0.00092311035,10.0,739.2373,3229.3628,,True,0.012676116,16,58.37108,1395.9917,0.71014553,1.7131772,1.2676116,3199.4163,29.946438,733.21326,878.3091,0.12174172,1128.7278352208177,1600,14170861.0,[-0.112  0.544 -1.135 -2.297 -0.693],100,1098.7814,12.174172,113.92,10.0,64.29703450202942,94837,-1,1128.7278
0.07816288,0.012202783,23.292223,1.2202781,0.00078162877,10.0,746.192,3479.0159,,True,0.022144865,17,41.73849,1753.2804,0.7417551,2.39587,2.2144864,3479.0159,,904.0974,1093.7517,0.21836907,1330.1880995394065,1700,19911368.0,[-0.107  0.535 -1.172 -2.376 -0.709],100,1330.1881,21.836906,134.07,10.0,74.09762215614319,108244,-1,1330.1881
0.09406775,0.012154976,63.7017,1.2154976,0.0009406775,10.0,912.7333,4239.1777,,True,0.009175334,18,54.600594,1843.6002,0.73227924,1.8314819,0.9175334,4229.1934,9.98461,788.4009,1140.9673,0.060158376,1307.5920820974372,1800,7030517.5,[-0.127  0.574 -1.21  -2.369 -0.677],100,1297.6075,6.0158377,131.81,10.0,85.27599859237671,121425,-1,1307.5922
0.009051373,0.019599624,3.7118316,1.9599625,9.051373e-05,10.0,837.7098,4009.018,,True,0.09982517,19,7.757282,5294.281,0.694212,12.891113,9.982519,4009.018,,890.854,3531.376,1.0048133,1381.8564706242528,1900,1586885500.0,[-0.096  0.568 -1.238 -2.401 -0.687],100,1381.8566,100.48134,139.24,10.0,95.9182276725769,135349,-1,1381.8566
0.0014653439,0.08034073,1.2336695,8.034074,1.46534385e-05,10.0,972.888,4129.067,,True,0.71885425,20,0.59017503,30833.572,0.64541775,169.44125,71.88543,4129.067,,876.54144,24250.826,7.2304664,1382.246934582556,2000,89087860000.0,[-0.053  0.532 -1.304 -2.249 -0.725],100,1382.2471,723.04663,139.28,10.0,108.7309501171112,149277,-1,1382.2471
0.0032658628,0.15201408,1.260304,15.201408,3.2658627e-05,10.0,1050.4337,4689.0293,,True,1.3455261,21,1.5743912,41593.11,0.68270576,63.516613,134.5526,4669.0586,19.970829,854.83264,37016.2,13.524685,1429.1192123705848,2100,145312660000.0,[-0.014  0.528 -1.394 -2.092 -0.774],100,1409.1483,1352.4685,143.97,10.0,121.63526368141174,163674,-1,1429.1193
0.07875736,0.012400375,19.407408,1.2400374,0.0007875736,10.0,1004.40216,4998.0205,,True,0.025269613,22,39.793552,2443.8706,0.69350314,2.51297,2.526961,4988.04,9.980371,702.1116,1473.5007,0.18039905,1314.2415748014603,2200,96438616.0,[-0.01   0.553 -1.441 -2.27  -0.736],100,1304.2612,18.039906,132.46,10.0,132.06955814361572,176920,-1,1314.2416
