ReturnStepMax,InitialReturnMin,InitialReturnMax,TimestepsSoFar,LearnableVariance,Weights,EpThisIter,MinIWNorm,MeanEntropy,MaxIW,OptimizationReturnMax,Iteration,OptimizationReturnMean,MaxIWNorm,ESSClassic,StdIWNorm,MeanIW,MeanIWNorm,ReturnMeanIW,EpRewMean,InitialReturnStd,VarianceInit,J_sample_variance,TimeElapsed,EmpiricalD2,EpLenMean,Bound,OptimizationReturnMin,StdIW,EpisodesSoFar,MinIW,InitialReturnMean,InitialBound,ReturnStepMaxmin,ESSRenyi
9.999998,,849.7229,26484,True,[-1.253  0.565 -1.439 -1.618 -0.694],100,0.00010886853,0.66249967,6.3862133,849.7229,11,392.0253,0.06386213,53.080975,0.010831745,1.1521086,0.011521084,472.65997,392.02529067910655,146.5852,-1,412651.88,13.07104229927063,1.953125,40.22,327.2186,,1.0831746,1100,0.010886854,392.0253,287.95593,9.999998,51.2
10.0,19.961823,929.80835,30884,True,[-1.316  0.597 -1.435 -1.786 -0.756],100,9.561842e-05,0.5919816,34.140316,909.84656,12,409.85486,0.34140316,10.957636,0.035391033,1.2415191,0.012415191,670.68713,429.8166552594113,157.03886,-1,6242405.0,14.423882484436035,4.610586,44.0,426.1656,,3.5391037,1200,0.009561842,429.81665,315.93884,10.0,21.689217
10.0,,889.78735,35498,True,[-1.227  0.626 -1.476 -1.912 -0.827],100,3.8680875e-05,0.46506,21.534615,889.78735,13,451.21075,0.21534614,20.852556,0.029579533,1.5182824,0.015182823,775.37067,451.21073971694176,140.65724,-1,3503268.8,16.328409671783447,5.223654,46.14,526.302,,2.9579535,1300,0.0038680877,451.21075,342.2345,10.0,19.143688
10.0,319.72058,1389.7681,40898,True,[-1.177  0.651 -1.502 -1.918 -0.954],100,0.0019189445,0.4179596,4.48374,1070.0475,14,210.09113,0.044837397,69.63095,0.0073997104,1.1204703,0.011204704,638.9627,529.8117245687554,204.35158,-1,425151.16,17.80835747718811,1.4300454,54.0,435.41656,,0.73997104,1400,0.19189446,529.81177,359.6006,10.0,69.92785
10.0,329.76343,1419.7549,46413,True,[-1.287  0.743 -1.564 -1.96  -1.001],100,0.0015255128,0.40214884,3.6209357,1089.9915,15,211.54213,0.036209356,74.81574,0.0062344098,1.0745516,0.010745514,593.01483,541.3055759931221,195.44453,-1,227032.39,19.22065305709839,1.3341577,55.15,392.16913,,0.62344104,1500,0.15255128,541.3055,367.42178,10.0,74.95366
9.999999,309.80023,1419.833,51710,True,[-1.313  0.751 -1.546 -1.892 -1.017],100,0.0008006842,0.4171352,11.190266,1110.0327,16,209.70215,0.111902654,40.178627,0.013302617,1.0902008,0.010902008,636.3353,519.5023809361013,186.70749,-1,869781.06,20.830788373947144,1.8578454,52.97,399.31384,,1.3302618,1600,0.080068424,519.5023,345.60907,9.999999,53.82579
9.999999,309.82477,1299.6399,57628,True,[-1.333  0.808 -1.573 -1.83  -1.002],100,0.00020437205,0.4782935,75.23049,989.8151,17,271.7841,0.7523049,6.07402,0.07935076,2.0178847,0.020178847,1485.4097,581.6088659508396,207.16129,-1,21167282.0,22.485066413879395,12.681728,59.18,918.57306,,7.9350777,1700,0.020437205,581.6089,422.43616,9.999999,7.8853607
10.0,329.9035,1979.7898,64049,True,[-1.348  0.901 -1.572 -1.756 -0.941],100,0.0002854922,0.47991148,11.126457,1649.8862,18,301.96292,0.11126457,34.75799,0.021718116,1.5852066,0.015852066,1096.6255,631.86644715389,242.07373,-1,1289829.9,24.169424533843994,3.294512,64.21,656.5165,,2.1718113,1800,0.02854922,631.8664,389.39264,10.0,30.353508
10.0,309.8587,1749.6697,70417,True,[-1.389  1.    -1.636 -1.856 -0.939],100,0.0034444775,0.4740907,2.2730472,1439.811,19,316.71332,0.022730472,89.793526,0.003564276,1.0571969,0.010571968,652.68195,626.5720128256812,211.70557,-1,168934.42,26.054148197174072,1.1135472,63.68,426.5531,,0.3564276,1900,0.34444776,626.572,412.2821,10.0,89.80311
9.999999,369.83807,1389.7822,76936,True,[-1.42   1.006 -1.665 -1.839 -0.945],100,0.0031259956,0.48883298,3.209893,1019.94415,20,271.83054,0.03209893,77.462494,0.005602305,1.038627,0.0103862705,688.64307,641.6685993985683,190.45656,-1,256997.27,28.127470016479492,1.2512262,65.19,498.24597,,0.5602305,2000,0.31259957,641.6686,471.4557,9.999999,79.9216
10.0,9.980716,1259.5347,83278,True,[-1.451  1.042 -1.678 -1.805 -0.93 ],100,0.00029106849,0.52280563,30.055355,1249.554,21,613.9939,0.30055353,13.459234,0.036618005,1.4440907,0.014440908,900.7794,623.9745890383497,183.34334,-1,4672001.0,29.638465404510498,4.437531,63.42,575.822,,3.6618006,2100,0.029106848,623.9746,469.71375,10.0,22.535053
10.0,,1199.668,89432,True,[-1.383  1.002 -1.673 -1.922 -0.896],100,0.00049114786,0.42871168,7.525704,1199.668,22,605.1781,0.07525704,40.03722,0.016046522,1.3112092,0.013112094,859.3401,605.1780907825951,181.65184,-1,1467628.1,31.21069622039795,2.9219308,61.54,608.1852,,1.6046523,2200,0.049114786,605.1781,458.24933,10.0,34.223946
10.0,9.981312,1169.6364,96193,True,[-1.393  1.026 -1.671 -1.887 -0.99 ],100,0.0014296261,0.44422233,6.8507614,1159.655,23,655.8745,0.06850761,51.336445,0.0106435185,1.0931915,0.010931915,758.7008,665.8558892303876,181.68457,-1,778361.7,33.338542222976685,1.7797029,67.61,567.59656,,1.0643518,2300,0.14296262,665.85596,522.6053,10.0,56.189156
10.0,349.79187,1709.654,103245,True,[-1.368  1.05  -1.668 -1.857 -0.975],100,8.567273e-09,0.29067567,751.7861,1359.8622,24,345.15753,7.5178604,1.182732,0.7475788,8.178691,0.08178691,8339.416,694.9494038090763,222.46477,-1,2775646000.0,35.34920382499695,540.9222,70.52,3469.5024,,74.7579,2400,8.567273e-07,694.9493,485.5604,10.0,0.18486948
10.0,,2009.6528,111146,True,[-1.382  1.178 -1.688 -1.861 -1.128],100,0.00012934371,0.40550774,273.3835,2009.6528,25,779.8437,2.733835,1.7203001,0.2715519,3.592717,0.03592717,3392.02,779.8437381867979,237.22704,-1,745023040.0,37.72286248207092,33.51128,79.01,1967.1929,,27.15519,2500,0.012934372,779.8437,533.7125,10.0,2.9840698
10.0,,1559.6422,118905,True,[-1.451  1.232 -1.743 -1.9   -1.013],100,7.303165e-05,0.41505992,25.913754,1559.6422,26,765.63727,0.25913754,16.666056,0.030829681,1.378715,0.01378715,1232.3584,765.6373088857413,207.37926,-1,14833174.0,40.044179916381836,4.4286175,77.59,830.3782,,3.0829682,2600,0.0073031653,765.63727,574.62085,10.0,22.58041
10.0,,1989.624,126439,True,[-1.536  1.285 -1.76  -1.818 -1.004],100,0.0083347205,0.40994015,1.2174255,1989.624,27,743.1411,0.012174254,99.49769,0.0007112793,1.0010743,0.0100107435,745.68726,743.1410117500011,233.32494,-1,59434.902,42.892653465270996,1.0061011,75.34,501.26685,,0.07112793,2700,0.8334721,743.1411,499.4628,10.0,99.393585
9.999999,279.82123,1329.7821,133982,True,[-1.537  1.283 -1.767 -1.819 -1.009],100,0.0003565562,0.38275164,16.952192,1049.9609,28,464.22696,0.16952191,23.554995,0.021000491,1.1657258,0.011657257,947.9319,744.0481915378801,184.90408,-1,1908242.1,45.34404397010803,3.159513,75.43,658.4401,,2.1000493,2800,0.03565562,744.0482,581.1838,9.999999,31.650448
9.999999,9.981157,1529.6694,141870,True,[-1.492  1.298 -1.76  -1.862 -1.036],100,0.00029255994,0.3210297,13.321716,1519.6882,29,768.5607,0.13321716,30.911642,0.018764134,1.2551255,0.012551254,1022.10706,778.5418563311406,213.00008,-1,2830880.8,47.689361572265625,2.8571224,78.88,705.4365,,1.8764136,2900,0.029255994,778.5419,591.1964,9.999999,35.00025
10.0,9.983917,1709.5032,150272,True,[-1.459  1.312 -1.734 -1.831 -1.098],100,0.0022330591,0.36412466,5.069241,1699.5193,30,819.9596,0.05069241,69.58738,0.0077811,1.1770074,0.011770074,996.3304,829.9434616715138,224.86705,-1,778787.3,50.19927215576172,1.6071701,84.02,730.9026,,0.77810997,3000,0.22330591,829.9434,620.5729,10.0,62.22117
10.0,,1799.6189,158404,True,[-1.457  1.299 -1.736 -1.856 -1.055],100,0.00083684846,0.40427572,9.7834425,1799.6189,31,802.94635,0.09783442,42.115173,0.014818062,1.2639455,0.012639454,1028.4879,802.9463660993504,258.2674,-1,2194470.8,53.26822090148926,2.1844547,81.32,702.72797,,1.4818063,3100,0.08368485,802.94635,582.53894,10.0,45.778015
10.0,9.979212,1779.4912,166350,True,[-1.439  1.261 -1.735 -1.898 -1.015],100,6.33123e-07,0.35073495,768.24506,1769.512,32,774.3681,7.6824503,1.3642619,0.7652288,8.999598,0.089995965,6118.408,784.3474063177865,240.25911,-1,2652364800.0,56.203320026397705,257.36194,79.46,2622.0684,,76.52289,3200,6.3312305e-05,784.3474,566.40515,10.0,0.38855785
10.0,399.8421,1389.6145,173488,True,[-1.416  1.124 -1.658 -1.886 -1.068],100,0.0007580247,0.33481142,7.9074683,989.7724,33,303.72696,0.07907468,49.302208,0.011642193,1.1480837,0.011480838,839.7474,703.5690892684877,170.76259,-1,864426.44,58.505110025405884,1.9683818,71.38,600.9692,,1.1642194,3300,0.07580247,703.5691,533.3767,10.0,50.803154
10.0,319.87616,1649.7659,180612,True,[-1.466  1.158 -1.661 -1.816 -1.084],100,0.0038781099,0.3332489,1.910447,1329.8896,34,382.28894,0.01910447,94.150955,0.0025767295,1.0338035,0.010338034,731.2591,702.1651279010329,170.00412,-1,181297.58,61.736414670944214,1.0526108,71.24,523.9579,,0.25767297,3400,0.387811,702.16516,500.11087,10.0,95.00188
10.0,9.983289,1329.7352,187666,True,[-1.485  1.172 -1.672 -1.857 -1.086],100,0.0023418977,0.3588285,2.9096289,1319.752,35,685.1729,0.029096289,81.2634,0.0053445115,1.1130381,0.0111303795,750.3887,695.156152364447,203.2057,-1,143236.33,64.27938508987427,1.2630233,70.54,567.3611,,0.5344511,3500,0.23418976,695.1562,532.2974,10.0,79.1751
10.0,9.9829235,1179.7233,194624,True,[-1.485  1.151 -1.676 -1.85  -1.06 ],100,0.0006168843,0.43236434,21.576216,1169.7404,36,675.5857,0.21576215,21.97778,0.025353005,1.3455883,0.013455882,1033.3738,685.5685595173217,167.17134,-1,6132329.5,67.09216475486755,4.0474186,69.58,742.694,,2.5353007,3600,0.061688434,685.5686,541.0825,10.0,24.707106
10.0,,1549.5889,202060,True,[-1.504  1.192 -1.688 -1.809 -0.987],100,0.0002645542,0.33523586,27.256718,1549.5889,37,733.34174,0.27256718,14.787897,0.030144228,1.2557603,0.012557602,1004.51416,733.3417867192104,226.88449,-1,7289170.5,69.61320853233337,3.6418958,74.36,642.333,,3.014423,3700,0.026455421,733.34174,543.5567,10.0,27.458227
10.0,399.84045,1669.7451,209499,True,[-1.518  1.191 -1.688 -1.804 -1.084],100,0.003461362,0.33801362,3.8532007,1269.9047,38,333.82184,0.038532007,73.7078,0.0062501724,1.0464903,0.010464902,807.30444,733.6622832158464,195.07684,-1,513059.16,73.52659368515015,1.2964481,74.39,574.456,,0.6250172,3800,0.3461362,733.6623,529.16113,10.0,77.13383
9.999999,459.87753,1539.8035,216852,True,[-1.478  1.162 -1.693 -1.84  -1.081],100,0.00029711841,0.35424802,15.380657,1079.9259,39,265.17688,0.15380657,32.783703,0.018109081,1.264702,0.01264702,994.3697,725.0544316385594,171.55804,-1,1176433.4,77.34774041175842,2.8568232,73.53,675.6179,,1.8109083,3900,0.029711843,725.05444,536.4678,9.999999,35.003918
10.0,,1309.7686,224496,True,[-1.45   1.191 -1.716 -1.85  -1.065],100,1.1150519e-05,0.3308447,85.85555,1309.7686,40,754.15015,0.8585555,5.160158,0.092003055,2.1460426,0.021460425,1690.2485,754.1501702396895,173.75943,-1,54747560.0,81.2360508441925,16.844395,76.44,1031.8818,,9.200306,4000,0.0011150519,754.15015,593.73694,10.0,5.936693
10.0,,1459.7057,232143,True,[-1.302  1.112 -1.707 -1.92  -1.088],100,0.00034815364,0.263458,8.846368,1459.7057,41,754.44885,0.08846368,45.790356,0.013427048,1.2340404,0.012340404,942.57544,754.4488246023071,209.95535,-1,1217052.9,85.66267275810242,2.2260373,76.47,675.84216,,1.3427049,4100,0.034815364,754.44885,575.6721,10.0,44.92288
10.0,389.81473,1549.6509,240169,True,[-1.303  1.119 -1.723 -1.978 -1.155],100,1.0375076e-06,0.19788973,970.59674,1159.8362,42,402.5266,9.705967,1.1683918,0.96541375,10.49687,0.10496871,8290.603,792.3413366668932,209.81537,-1,1522010500.0,89.90022277832031,96.931114,80.26,6422.0254,,96.54139,4200,0.00010375075,792.3413,602.5486,10.0,1.0316604
10.0,419.73468,1419.7388,248016,True,[-1.386  1.146 -1.701 -1.815 -1.221],100,0.0033141973,0.20263064,2.7345443,1000.0041,43,354.7182,0.027345441,76.85104,0.0058207074,1.0605594,0.010605592,840.1377,774.4529278302086,187.56003,-1,319057.94,94.76355743408203,1.297897,78.47,642.04236,,0.58207077,4300,0.33141974,774.4529,600.57117,10.0,77.047714
10.0,19.96607,1439.7416,255603,True,[-1.403  1.173 -1.7   -1.776 -1.216],100,6.815828e-06,0.076684006,33.268627,1419.7755,44,728.4861,0.33268628,8.816305,0.049076457,1.526012,0.015260121,1353.065,748.452175253485,203.08824,-1,23951264.0,99.4634096622467,9.805938,75.87,800.8925,,4.9076457,4400,0.0006815828,748.4521,572.12054,10.0,10.197903
10.0,529.7914,1849.765,264062,True,[-1.376  1.167 -1.689 -1.799 -1.342],100,0.004176799,0.07015989,2.8084388,1319.9736,45,305.85876,0.028084388,80.78017,0.0051636575,1.0586071,0.010586071,889.6704,835.6501643389724,237.23206,-1,451312.84,105.11538648605347,1.217551,84.59,639.6901,,0.51636577,4500,0.41767994,835.65015,609.10114,10.0,82.13208
10.0,9.980977,1299.6984,271894,True,[-1.361  1.15  -1.697 -1.735 -1.349],100,1.9056303e-11,-0.091550164,2766.7876,1289.7174,46,762.9828,27.667875,1.0395571,2.752536,28.211514,0.28211516,34406.71,772.9638187213367,184.26686,-1,113881030000.0,109.59406328201294,3817.2825,78.32,24571.914,,275.25363,4600,1.9056303e-09,772.9638,613.78394,10.0,0.026196647
10.0,579.70276,1819.6792,280387,True,[-1.296  1.157 -1.739 -1.868 -1.51 ],100,0.006483755,-0.08029647,1.5252888,1239.9764,47,259.34982,0.015252888,96.73518,0.0018782432,1.022385,0.01022385,854.00854,839.0525746197338,248.67255,-1,421536.4,115.56683993339539,1.0356793,84.93,627.2033,,0.18782432,4700,0.6483755,839.05255,616.18835,10.0,96.554985
10.0,569.78143,1359.6921,288517,True,[-1.306  1.163 -1.746 -1.871 -1.499],100,0.003314518,-0.07626705,1.8082855,789.9107,48,232.96649,0.018082855,92.48572,0.0029359898,1.0300249,0.010300249,826.1404,802.7479186628574,178.94385,-1,387451.7,120.98340892791748,1.0861735,81.3,652.58594,,0.29359898,4800,0.3314518,802.74786,636.22034,10.0,92.06632
10.0,569.65967,1469.782,296624,True,[-1.297  1.156 -1.747 -1.894 -1.495],100,0.0010016586,-0.021058042,19.984205,900.1223,49,230.78403,0.19984205,18.95508,0.027572384,1.3334426,0.013334424,1199.1313,800.443689885085,179.3623,-1,3171245.2,126.3793797492981,3.2038236,81.07,876.9259,,2.7572386,4900,0.10016586,800.44366,620.4329,10.0,31.212706
10.0,559.7634,1449.7416,305055,True,[-1.318  1.182 -1.751 -1.834 -1.44 ],100,3.8964254e-06,0.03474002,1576.1006,889.97815,50,273.08255,15.761005,1.0744281,1.5676811,16.337744,0.16337742,19544.39,832.8459877640718,204.36961,-1,10572831000.0,132.66975378990173,1377.0032,84.31,12955.631,,156.76808,5000,0.00038964255,832.846,655.28955,10.0,0.07262147
10.0,559.72986,1539.7085,313980,True,[-1.311  1.252 -1.765 -1.775 -1.384],100,0.0026477939,0.04304135,2.8951626,979.97864,51,322.51343,0.028951624,77.943565,0.005689739,1.0695839,0.010695839,939.0579,882.2432865219629,202.22993,-1,431717.28,139.73597884178162,1.2730025,89.25,726.2936,,0.5689739,5100,0.2647794,882.24335,693.6683,10.0,78.55444
10.0,569.76697,2089.643,323492,True,[-1.316  1.273 -1.791 -1.782 -1.376],100,0.00073828,0.07212475,7.4961424,1519.8761,52,371.1715,0.074961424,46.37851,0.013149042,1.2228776,0.012228776,1207.9193,940.9384826596735,239.15475,-1,1372522.4,146.598890542984,2.2571402,95.12,823.4187,,1.3149041,5200,0.073828004,940.9384,685.0105,10.0,44.303852
10.0,639.7594,1779.776,333010,True,[-1.317  1.3   -1.793 -1.757 -1.347],100,0.0063554123,0.08508582,1.9681381,1140.0166,53,301.77374,0.019681381,95.10941,0.002328452,1.0268292,0.010268292,959.37256,941.5331396841949,225.19508,-1,484450.25,154.01258206367493,1.0552062,95.18,735.4594,,0.23284522,5300,0.63554126,941.53314,723.5559,10.0,94.76821
10.0,399.9096,1719.5967,342535,True,[-1.317  1.305 -1.803 -1.763 -1.334],100,0.000116247655,0.1493322,155.52565,1319.687,54,542.331,1.5552565,3.2244089,0.15768972,2.8783627,0.028783625,2715.0725,942.2406352454934,230.88524,-1,73168590.0,162.50908827781677,26.057686,95.25,1639.994,,15.768973,5400,0.011624766,942.2406,731.6338,10.0,3.8376393
10.0,629.89453,1739.8469,351932,True,[-1.281  1.279 -1.814 -1.863 -1.27 ],100,0.0007686795,0.16471863,11.053019,1109.9524,55,299.5391,0.11053018,33.463142,0.016979003,1.204105,0.01204105,1161.6022,929.4336423678786,214.76315,-1,1145118.5,171.07697176933289,2.7160838,93.97,810.4234,,1.6979002,5500,0.07686795,929.43365,716.34674,10.0,36.817715
10.0,9.98226,1559.6843,361192,True,[-1.219  1.254 -1.76  -1.814 -1.254],100,0.0006100961,0.14892012,6.2911043,1549.702,56,905.7533,0.06291104,55.05842,0.011351257,1.2564106,0.012564106,1125.9302,915.7355539656871,228.38336,-1,1225981.5,178.85968279838562,2.050509,92.6,852.395,,1.1351256,5600,0.061009612,915.73553,724.714,10.0,48.76838
10.0,619.57086,1759.718,370510,True,[-1.216  1.222 -1.757 -1.848 -1.27 ],100,0.0035190396,0.1501231,2.0844421,1140.1472,57,301.96307,0.02084442,89.19817,0.0035823116,1.0294204,0.010294203,952.5876,921.5339296983527,222.03429,-1,501493.38,186.3013677597046,1.1268184,93.18,723.80884,,0.3582312,5700,0.35190398,921.53394,706.0133,10.0,88.745445
10.0,619.69495,1869.6914,379787,True,[-1.208  1.223 -1.745 -1.873 -1.269],100,0.00077183306,0.12435929,6.506897,1249.9965,58,297.7458,0.06506897,47.531803,0.012463557,1.186277,0.011862771,1082.49,917.4407166938538,224.80388,-1,762641.06,193.771413564682,2.0241556,92.77,756.7002,,1.2463557,5800,0.077183306,917.4407,688.4512,10.0,49.403316
10.0,609.7114,2099.604,388945,True,[-1.19   1.174 -1.734 -1.819 -1.295],100,1.8314686e-05,0.04690584,37.169712,1489.8926,59,295.82224,0.3716971,13.909923,0.04238749,1.7038194,0.017038196,1599.8556,905.5336240984734,214.06607,-1,4373268.5,201.79995608329773,6.7813954,91.58,930.21375,,4.238749,5900,0.0018314687,905.5337,648.38574,10.0,14.746227
10.0,639.76697,1619.7589,398433,True,[-1.184  1.206 -1.745 -1.796 -1.372],100,0.0037580235,0.05673846,2.3610923,979.99194,60,298.7713,0.023610923,90.467285,0.0033911027,1.0446687,0.010446685,975.2741,938.5382713497274,226.93391,-1,515162.47,209.2420847415924,1.115921,94.88,765.712,,0.33911026,6000,0.37580237,938.5382,740.15906,10.0,89.612076
10.0,639.7387,1959.743,408015,True,[-1.184  1.214 -1.747 -1.819 -1.362],100,1.0155853e-09,-0.12943849,9495.264,1320.0044,61,308.1966,94.95264,1.0051867,9.447425,95.198616,0.95198613,186314.58,947.9353104112623,237.87129,-1,1574686400000.0,217.05163097381592,5304.4287,95.82,168833.67,,944.7425,6100,1.0155853e-07,947.93536,707.91675,10.0,0.018852172
10.0,729.7731,1959.6774,418397,True,[-1.174  1.264 -1.746 -1.775 -1.548],100,4.3414675e-05,-0.21212777,51.827843,1229.9043,62,298.1806,0.5182784,9.711783,0.054177515,1.7768593,0.017768594,1897.7339,1027.9536401064954,242.93378,-1,11131364.0,226.51058077812195,5.710146,103.82,1324.207,,5.4177513,6200,0.0043414677,1027.9536,787.9431,10.0,17.512688
10.0,659.6848,2049.732,428677,True,[-1.196  1.269 -1.744 -1.759 -1.631],100,0.0006393561,-0.13974044,53.462097,1390.0471,63,358.07047,0.53462094,8.911296,0.060283743,1.8855515,0.018855514,2013.6721,1017.7553096718402,246.64687,-1,10316463.0,235.51079607009888,6.1175137,102.8,1392.76,,6.028374,6300,0.06393561,1017.7553,766.71545,10.0,16.34651
10.0,689.722,2649.5776,438990,True,[-1.22   1.3   -1.759 -1.731 -1.559],100,0.0017799403,-0.14013843,3.0861475,1959.8557,64,331.32062,0.030861475,73.98162,0.0063104774,1.0641038,0.010641038,1119.2902,1021.0426038744389,303.55814,-1,852752.2,244.2625675201416,1.3217984,103.13,746.20764,,0.6310478,6400,0.17799404,1021.04266,696.5369,10.0,75.6545
10.0,669.6698,1899.7311,449482,True,[-1.217  1.294 -1.772 -1.772 -1.559],100,0.0021058058,-0.11567434,9.985963,1230.0613,65,369.27927,0.099859625,49.136375,0.012660552,1.2443728,0.012443729,1324.7585,1038.9490251565335,243.1043,-1,1404872.1,253.9134178161621,1.8877921,104.92,1005.079,,1.2660552,6500,0.21058059,1038.9491,806.2804,10.0,52.971935
10.0,699.68616,2039.7438,460060,True,[-1.301  1.397 -1.769 -1.913 -1.535],100,0.0034091994,-0.13195743,3.486941,1340.0576,66,347.8568,0.03486941,85.75291,0.0042699273,1.0475664,0.010475664,1098.6049,1047.5429704017238,268.78677,-1,646674.8,263.0280804634094,1.145929,105.78,831.181,,0.42699274,6600,0.34091994,1047.5428,797.7264,10.0,87.26544
10.0,,1769.7279,470032,True,[-1.299  1.397 -1.763 -1.887 -1.551],100,0.00143966,-0.14273629,5.4864283,1769.7279,67,986.9518,0.05486428,70.88833,0.0070196833,1.0953964,0.010953966,1078.2046,986.9518292337347,244.50981,-1,533429.75,271.84299492836,1.3002628,99.72,831.05054,,0.7019684,6700,0.143966,986.9518,770.2053,10.0,76.90753
10.0,699.6981,1699.7332,480241,True,[-1.319  1.418 -1.771 -1.865 -1.562],100,0.003406845,-0.14661422,2.7800117,1000.03503,68,310.95135,0.027800117,83.05232,0.0048985234,1.0843908,0.0108439075,1074.9714,1010.6494929532523,202.59875,-1,631277.75,279.5995075702667,1.2476574,102.09,842.4441,,0.48985237,6800,0.3406845,1010.64954,802.4755,10.0,80.15021
10.0,669.6267,1979.7339,490601,True,[-1.319  1.403 -1.775 -1.866 -1.566],100,0.0029756327,-0.15060411,3.0425076,1310.1072,69,356.12027,0.030425075,79.28253,0.005649688,1.1052098,0.011052099,1108.2808,1025.7469426913165,263.40424,-1,652026.25,288.90893936157227,1.2718245,103.6,834.83826,,0.56496876,6900,0.29756328,1025.747,783.28,10.0,78.627205
10.0,669.8176,1719.7233,500594,True,[-1.33   1.406 -1.774 -1.841 -1.57 ],100,0.007816565,-0.1452577,1.4539557,1049.9056,70,319.23138,0.014539557,97.86989,0.0014780364,1.0018661,0.010018661,997.80896,989.0490293352724,209.48943,-1,509239.2,298.6144769191742,1.0195459,99.93,785.1383,,0.14780363,7000,0.78165656,989.0491,778.42676,10.0,98.08288
