Bound,TimestepsSoFar,InitialReturnMean,MeanIW,EpRewMean,ESSClassic,OptimizationReturnMax,MeanEntropy,StdIWNorm,TimeElapsed,InitialReturnStd,MinIW,ReturnMeanIW,ReturnStepMax,MaxIW,EpisodesSoFar,OptimizationReturnMean,InitialReturnMax,MinIWNorm,EpThisIter,EmpiricalD2,Iteration,J_sample_variance,InitialBound,OptimizationReturnMin,ReturnStepMaxmin,StdIW,EpLenMean,LearnableVariance,Weights,MaxIWNorm,InitialReturnMin,ESSRenyi,VarianceInit,MeanIWNorm
436.33652,36820,455.71503,1.3471975,455.715083702473,17.111788,859.8927,0.47616318,0.029650358,18.370092391967773,159.4384,0.04305434,668.43616,10.0,26.947075,1400,315.78622,999.8216,0.00043054338,100,3.5926316,14,1274307.4,333.26242,,10.0,2.9650357,46.59,True,[-0.994  0.485 -1.133 -1.391 -0.97 ],0.26947075,139.92886,27.83475,-1,0.013471974
317.09567,41235,431.31497,1.0404443,431.3150012269358,56.07411,1049.8153,0.427488,0.00920869,20.070011854171753,143.13004,0.062006053,480.98163,9.999999,6.098653,1500,401.35886,1079.7715,0.0006200605,100,1.5357782,15,226354.89,299.0705,,9.999999,0.920869,44.15,True,[-0.947  0.453 -1.18  -1.547 -0.943],0.060986526,29.956125,65.11357,-1,0.010404442
683.6091,46331,499.40875,1.7879874,499.4087871270996,5.7851686,1529.7946,0.49309492,0.07215495,21.920021772384644,186.79726,0.046431188,1227.3062,10.0,70.19914,1600,479.4435,1549.7599,0.00046431186,100,8.20529,16,47751676.0,309.60272,,10.0,7.215495,50.96,True,[-0.939  0.481 -1.214 -1.591 -0.991],0.7019914,19.965286,12.18726,-1,0.017879872
367.71716,51556,512.29626,1.0677595,512.2962605846734,91.70443,1249.7806,0.46756837,0.0032114529,23.56417202949524,192.93556,0.35718504,536.02045,9.999999,1.9104885,1700,452.3938,1309.6831,0.0035718502,100,1.1009345,17,53083.04,351.8935,,9.999999,0.3211453,52.25,True,[-0.896  0.498 -1.237 -1.737 -0.926],0.019104885,59.902462,90.831924,-1,0.010677595
328.63574,56450,479.20203,1.0271064,479.2020462558266,95.61874,1299.8064,0.48671705,0.0021985848,25.626580953598022,185.55736,0.5536246,492.8766,10.0,1.8172143,1800,469.22046,1309.788,0.0055362456,100,1.0482599,18,51977.723,318.7864,,10.0,0.21985848,48.94,True,[-0.942  0.526 -1.241 -1.747 -0.951],0.018172143,9.981593,95.396194,-1,0.010271064
379.31223,61311,475.9061,1.1136304,475.906104034856,63.219257,1139.7158,0.5218482,0.008494281,27.64495086669922,182.81276,0.26011077,557.401,10.0,4.894486,1900,465.92435,1149.6975,0.0026011076,100,1.5996121,19,542025.56,335.09747,,10.0,0.8494282,48.61,True,[-0.974  0.546 -1.251 -1.768 -0.932],0.048944857,9.98173,62.515156,-1,0.011136302
545.79626,66274,486.10626,1.4299598,486.10627895333596,15.161906,1219.8445,0.54855114,0.03382535,29.59480619430542,170.45421,0.10733262,855.4516,10.0,27.08206,2000,476.12482,1229.8259,0.0010733261,100,4.226477,20,10157240.0,335.48395,,10.0,3.3825352,49.63,True,[-0.962  0.54  -1.244 -1.866 -0.897],0.2708206,9.981479,23.660366,-1,0.014299597
349.4647,71512,513.57733,1.0344392,513.5773603584813,90.34898,1469.6882,0.5680846,0.0033808798,31.63668394088745,207.43124,0.5511179,537.16315,9.999999,2.4593744,2100,513.57733,1469.6882,0.0055111786,100,1.087376,21,95993.375,333.578,,9.999999,0.33808798,52.38,True,[-0.778  0.46  -1.179 -1.895 -0.87 ],0.024593744,,91.96451,-1,0.010344391
377.213,76874,525.9826,1.1752816,525.9825414756635,72.040825,1809.6658,0.55561024,0.0073217466,33.30552291870117,235.23276,0.270954,646.9918,9.999999,3.7362902,2200,506.016,1829.6323,0.00270954,100,1.4494281,22,268181.16,301.89926,,9.999999,0.7321747,53.62,True,[-0.81   0.49  -1.2   -1.891 -0.851],0.0373629,19.96657,68.99273,-1,0.011752817
412.74084,82259,528.2703,1.0802789,528.2703215670982,41.756817,1289.7183,0.5902406,0.0127583565,35.71545338630676,197.69244,0.22027421,626.7502,10.0,10.305956,2300,518.29065,1299.698,0.002202742,100,1.8075459,23,906277.3,369.0904,,10.0,1.2758358,53.85,True,[-0.781  0.504 -1.204 -1.939 -0.863],0.10305956,9.9797125,55.32363,-1,0.010802789
2245.212,87917,555.5753,6.641438,555.5752798058783,1.3541524,1369.7107,0.64151,0.56684947,37.82727003097534,211.06387,0.009108755,4105.594,9.999999,570.1223,2400,555.5753,1369.7107,9.1087546e-05,100,122.98591,24,1286465000.0,387.82062,,9.999999,56.684944,56.58,True,[-0.756  0.514 -1.234 -2.002 -0.829],5.701223,,0.8131013,-1,0.06641438
2324.0732,94694,667.46173,3.6749725,667.4617184407464,1.6716013,1639.7197,0.6087875,0.2818559,40.5238094329834,267.5372,0.0010268549,4278.627,10.0,282.94965,2500,657.4815,1649.7,1.0268548e-05,100,93.582344,25,1371625500.0,465.41553,,10.0,28.18559,67.77,True,[-0.716  0.601 -1.252 -1.994 -0.777],2.8294964,9.980266,1.0685776,-1,0.036749728
611.5745,102083,728.6489,1.1373777,728.6488778303851,66.728386,1759.7317,0.61832434,0.00803131,43.852986335754395,334.90436,0.26997432,873.65015,9.999999,5.933311,2600,718.66797,1769.7126,0.0026997433,100,1.4620306,26,639647.7,511.9042,,9.999999,0.803131,73.89,True,[-0.597  0.621 -1.258 -1.957 -0.81 ],0.05933311,9.980926,68.39802,-1,0.011373776
13722.4375,109894,770.8555,16.618542,770.8555389844249,1.045116,1699.786,0.61172533,1.6170715,46.75669050216675,287.8146,0.00011357113,20712.428,10.0,1625.5421,2700,760.8741,1709.7675,1.1357113e-06,100,1114.2633,27,41259080000.0,561.45264,,10.0,161.70715,78.11,True,[-0.583  0.637 -1.285 -2.016 -0.801],16.25542,9.981484,0.089745395,-1,0.16618542
1104.8076,119288,929.12524,1.4151263,929.1251762483487,21.961517,1969.5739,0.576591,0.026675861,50.84199500083923,333.92096,0.008393043,1651.7655,10.0,20.611092,2800,899.1649,1999.5342,8.393043e-05,100,4.9883714,28,19124022.0,684.23315,,10.0,2.6675863,93.94,True,[-0.516  0.714 -1.22  -1.854 -0.807],0.20611091,29.960354,20.046623,-1,0.014151262
1193.572,128741,935.02686,1.6482534,935.0269225417995,14.136091,2599.355,0.6045611,0.040622313,54.937559366226196,406.06323,0.018154709,1948.1892,10.0,27.458506,2900,935.02686,2599.355,0.00018154709,100,5.618635,29,41076300.0,616.67224,,10.0,4.062231,94.53,True,[-0.469  0.706 -1.2   -1.954 -0.842],0.27458504,,17.797916,-1,0.016482534
8789.83,139617,1077.286,12.833375,1077.2859751313265,1.2992054,2019.3829,0.62014157,1.1185677,59.5300133228302,355.7562,0.0005106523,14569.666,10.0,1118.1626,3000,1067.3037,2029.3652,5.106523e-06,100,540.7784,30,16903895000.0,828.74054,,10.0,111.85679,108.76,True,[-0.466  0.756 -1.235 -1.887 -0.814],11.181625,9.982244,0.18491864,-1,0.12833375
1017.64844,151425,1170.4564,1.3278041,1170.45640913518,25.78685,2789.588,0.62686,0.022525541,64.86970019340515,426.762,0.06321089,1566.2185,10.0,14.8569565,3100,1170.4564,2789.588,0.0006321089,100,2.5780592,31,7643614.5,828.8031,,10.0,2.2525542,118.08,True,[-0.378  0.76  -1.274 -2.031 -0.799],0.14856955,,38.788868,-1,0.013278042
1030.7208,163817,1228.8278,1.1441916,1228.8277324328396,72.979774,3208.9473,0.6537418,0.0069621275,71.27457523345947,606.21295,0.34196323,1497.1825,10.0,3.973529,3200,1228.8278,3208.9473,0.0034196323,100,1.4086902,32,2668715.5,835.8136,,10.0,0.6962128,123.92,True,[-0.321  0.718 -1.293 -2.    -0.792],0.03973529,,70.98793,-1,0.011441915
1813.9552,176149,1222.8192,2.291453,1222.8192150718814,4.580495,2869.0295,0.654137,0.10458594,77.59061217308044,558.693,0.005363411,3135.504,10.0,78.52886,3300,1222.8192,2869.0295,5.3634107e-05,100,14.145069,33,231115170.0,871.43616,,10.0,10.458594,123.32,True,[-0.319  0.74  -1.334 -2.043 -0.765],0.78528863,,7.0696015,-1,0.022914527
1741.1581,189274,1302.0618,1.9180772,1302.061751939557,11.09826,3338.9531,0.601129,0.054286737,85.009681224823,665.21875,0.00558531,3042.6023,10.0,34.28298,3400,1302.0618,3338.9531,5.58531e-05,100,10.128363,34,104300890.0,893.1252,,10.0,5.4286737,131.25,True,[-0.246  0.715 -1.372 -2.061 -0.765],0.34282982,,9.873264,-1,0.019180773
1481.5815,205194,1581.4877,1.313251,1581.4876587326282,23.997028,4668.8447,0.6163925,0.023371378,93.48123550415039,904.00824,0.06170048,2504.1934,10.0,15.025658,3500,1581.4877,4668.8447,0.00061700476,100,3.198243,35,39832412.0,1009.67316,,10.0,2.3371377,159.2,True,[-0.205  0.727 -1.388 -2.014 -0.818],0.15025657,,31.267168,-1,0.013132509
1531.0056,221776,1647.6545,1.1673702,1647.6547052366195,43.50149,4528.0396,0.5731527,0.013303777,103.03536486625671,1065.9814,0.02431112,2336.175,10.0,8.486184,3600,1647.6545,4528.0396,0.0002431112,100,2.1079624,36,20153904.0,1093.0854,,10.0,1.3303778,165.82,True,[-0.167  0.679 -1.418 -2.012 -0.803],0.08486184,,47.43918,-1,0.011673702
3007.3289,238423,1654.145,1.9852184,1654.1450730679292,3.2655504,3899.3381,0.6134018,0.10804897,112.8548936843872,807.1251,0.027414517,5054.7197,10.0,108.16034,3700,1644.1636,3909.3196,0.00027414516,100,18.285545,37,1509426200.0,1175.353,,10.0,10.804896,166.47,True,[-0.162  0.652 -1.445 -1.997 -0.846],1.0816034,9.981443,5.4688005,-1,0.019852184
1506.0354,254403,1587.5796,1.2020894,1587.5795569947295,44.413105,4989.347,0.5737981,0.0134483,124.88266181945801,965.1199,0.04037968,2426.696,10.0,8.337091,3800,1577.5983,4999.3286,0.0004037968,100,2.2609165,38,24149528.0,975.28925,,10.0,1.3448302,159.8,True,[-0.143  0.577 -1.456 -2.006 -0.806],0.08337091,9.981278,44.22985,-1,0.012020893
1497.0026,273757,1924.8387,1.0822933,1924.8388084464927,64.51348,4718.8433,0.5864803,0.008026966,139.57768726348877,1013.281,0.2916769,2186.9844,10.0,6.5473213,3900,1914.8589,4728.823,0.0029167691,100,1.4193119,39,10841707.0,1345.6785,,10.0,0.8026966,193.54,True,[-0.131  0.6   -1.484 -2.021 -0.845],0.065473214,9.979943,70.45668,-1,0.010822933
2903.4304,292254,1839.2,1.6817114,1839.2001297123552,4.773981,4988.714,0.5329279,0.07510847,154.24433588981628,1126.2332,0.0006278852,4979.271,10.0,75.32346,4000,1829.2202,4998.694,6.278852e-06,100,11.496978,40,1026093400.0,1226.9875,,10.0,7.5108466,184.97,True,[-0.111  0.579 -1.499 -2.006 -0.832],0.7532346,9.979789,8.697938,-1,0.016817112
2013.3495,311720,1936.1234,1.3767821,1936.1233864886767,20.512842,4999.11,0.5519736,0.027101967,170.25145196914673,1091.3187,0.024904825,3200.03,10.0,17.688894,4100,1936.1234,4999.11,0.00024904823,100,3.7565658,41,76361350.0,1323.8599,,10.0,2.7101967,194.66,True,[-0.122  0.566 -1.536 -2.077 -0.886],0.17688894,,26.620058,-1,0.01376782
9937.18,333649,2182.364,3.0621214,2182.3639110983936,1.7775801,4978.9526,0.5528563,0.2276214,187.11345505714417,1112.1559,0.0028641804,12987.444,10.0,229.2467,4200,2162.3977,4998.919,2.8641804e-05,100,24.821705,42,13000959000.0,1570.124,,10.0,22.76214,219.29,True,[-0.096  0.539 -1.554 -2.103 -0.867],2.2924669,19.96613,4.0287323,-1,0.030621212
1765.5322,354105,2035.1907,1.1584156,2035.190458851174,67.67063,4999.059,0.5331814,0.008006873,203.56363701820374,1242.1587,0.21907482,2512.4646,10.0,4.6747856,4300,2035.1907,4999.059,0.002190748,100,1.4883144,43,7544381.0,1422.9332,,10.0,0.8006873,204.56,True,[-0.061  0.453 -1.567 -2.056 -0.866],0.046747856,,67.1901,-1,0.011584154
2637.5132,378259,2405.2139,1.5823793,2405.2138660359183,9.330759,4969.221,0.52856255,0.04932671,221.94021654129028,1250.9055,0.031564888,4198.899,10.0,47.027164,4400,2375.266,4999.169,0.00031564888,100,6.503296,44,171058050.0,1792.9429,,10.0,4.9326706,241.54,True,[-0.065  0.449 -1.592 -2.092 -0.886],0.47027165,29.947697,15.376819,-1,0.015823793
2423.9854,406419,2806.7207,1.0054644,2806.7204474376463,64.69969,4999.2393,0.51819575,0.0074268538,243.7563819885254,1541.6038,0.07683803,3168.2437,10.0,4.054123,4500,2806.7207,4999.2393,0.0007683803,100,1.4775703,45,16559153.0,2194.4412,,10.0,0.7426854,281.6,True,[-0.04   0.471 -1.609 -2.073 -0.89 ],0.040541228,,67.67867,-1,0.010054643
4677.912,438974,3247.6494,1.4743794,3247.649722763825,17.711449,4999.4204,0.47305351,0.031779855,268.175368309021,1660.1025,0.014044648,6035.7354,10.0,26.751354,4600,3247.6494,4999.4204,0.00014044647,100,4.9176316,46,259254190.0,2635.3481,,10.0,3.177986,325.55,True,[-0.03   0.484 -1.663 -2.071 -0.901],0.26751354,,20.334991,-1,0.014743793
4225.742,474304,3525.5713,1.5492686,3525.571427919272,7.955615,4999.379,0.41970837,0.05269731,295.99991607666016,1596.4769,0.0012360192,6436.54,10.0,44.64515,4700,3525.5713,4999.379,1.2360191e-05,100,13.03691,47,622887300.0,2913.275,,10.0,5.269731,353.3,True,[-0.023  0.498 -1.677 -2.102 -0.946],0.4464515,,7.6705294,-1,0.015492686
24406.025,512733,3837.6365,8.206858,3837.6366669721547,1.1128964,4989.3706,0.34716436,0.77360517,326.6370151042938,1687.5796,3.0670362e-05,40408.12,10.0,777.7866,4800,3827.6543,4999.353,3.067036e-07,100,683.0222,48,150474330000.0,3225.343,,10.0,77.36051,384.29,True,[-0.009  0.493 -1.682 -2.085 -0.999],7.777866,9.982218,0.14640813,-1,0.082068585
4294.3467,553737,4095.0706,1.214882,4095.0706449061054,42.576706,4999.5723,0.3226173,0.014108865,364.24298071861267,1384.2029,0.025344234,5299.467,10.0,7.917008,4900,4095.0706,4999.5723,0.00025344233,100,2.694506,49,50912720.0,3482.7505,,10.0,1.4108865,410.04,True,[-0.019  0.452 -1.691 -2.097 -1.072],0.07917008,,37.112556,-1,0.012148822
4434.11,595900,4212.2246,1.2615159,4212.22488267862,53.12463,4999.563,0.35134602,0.011849967,396.8836748600006,1478.9502,0.08197297,5390.4,10.0,6.3845425,5000,4212.2246,4999.563,0.0008197297,100,2.4390678,50,36306456.0,3599.9062,,10.0,1.1849967,421.63,True,[-0.01   0.432 -1.705 -2.098 -1.096],0.063845426,,40.99927,-1,0.012615157
4126.236,637473,4152.8745,1.2116499,4152.87415525557,57.035465,4999.4434,0.35452297,0.010516222,427.0914125442505,1440.6166,0.0686928,4994.538,10.0,6.1202106,5100,4152.8745,4999.4434,0.000686928,100,2.0109773,51,26540916.0,3540.5698,,10.0,1.051622,415.73,True,[-0.004  0.433 -1.707 -2.094 -1.068],0.061202105,,49.727066,-1,0.012116499
3736.037,678076,4055.6194,1.0703876,4055.619400482735,52.07898,4989.582,0.3373411,0.010267693,460.18340015411377,1504.8645,0.094330475,4554.7925,10.0,5.9654984,5200,4045.6392,4999.562,0.00094330474,100,1.7879404,52,27753022.0,3443.3005,,10.0,1.0267693,406.03,True,[ 0.008  0.409 -1.716 -2.047 -1.064],0.059654985,9.980049,55.930275,-1,0.010703876
4530.1772,718912,4079.3508,1.5789766,4079.35108079459,10.532851,4979.621,0.38183516,0.046018716,492.5428295135498,1561.1544,0.01319594,6289.361,10.0,43.228313,5300,4059.3882,4999.584,0.0001319594,100,8.253978,53,501062140.0,3467.0295,,10.0,4.6018715,408.36,True,[ 0.007  0.418 -1.725 -2.023 -1.082],0.43228313,19.963104,12.115371,-1,0.015789766
5462.789,762537,4358.9595,1.4811769,4358.9591353076785,23.598637,4969.5557,0.36785555,0.02665103,527.8975105285645,1344.2468,0.021741608,6944.0483,10.0,17.911446,5400,4329.009,4999.5063,0.00021741608,100,5.8521647,54,180089200.0,3746.6475,,10.0,2.6651034,436.25,True,[ 0.014  0.414 -1.738 -2.034 -1.037],0.17911445,29.950832,17.087694,-1,0.014811768
22794.77,804589,4201.119,6.5993843,4201.119335562691,1.4153835,4989.5903,0.35489175,0.5507708,559.9928650856018,1420.1659,0.0004948716,30841.025,10.0,553.09607,5500,4191.139,4999.5703,4.9487157e-06,100,172.67563,55,75980505000.0,3588.7993,,10.0,55.07709,420.52,True,[ 0.008  0.431 -1.769 -1.984 -1.051],5.5309606,9.980101,0.5791205,-1,0.06599384
4269.9404,845790,4115.7363,1.1349857,4115.7366129974835,53.50758,4679.8354,0.35330194,0.010579713,593.4169778823853,1578.7542,0.11772237,5162.3755,10.0,4.698108,5600,3795.9119,4999.66,0.0011772236,100,2.1241295,56,25218120.0,3503.406,,10.0,1.0579712,412.01,True,[ 0.027  0.377 -1.772 -1.997 -1.064],0.04698108,319.82455,47.07811,-1,0.011349856
3896.0164,890154,4433.1587,1.0246941,4433.159021679854,88.19665,4959.5264,0.36030734,0.0037486146,631.0657207965851,1238.4088,0.32442242,4549.284,10.0,2.6822062,5700,4393.2227,4999.463,0.003244224,100,1.1382682,57,4909542.5,3820.852,,10.0,0.37486145,443.64,True,[ 0.012  0.371 -1.798 -2.018 -1.066],0.02682206,39.936577,87.85275,-1,0.010246941
4410.583,933001,4280.6914,1.2817988,4280.691497045746,12.080737,4899.722,0.35026938,0.03457922,661.1715908050537,1384.1766,0.08989298,5654.812,10.0,30.737743,5800,4180.861,4999.5527,0.00089892984,100,4.1290197,58,225247310.0,3668.3738,,10.0,3.4579222,428.47,True,[ 0.015  0.361 -1.805 -2.011 -1.059],0.30737743,99.83036,24.218824,-1,0.012817988
4199.053,976010,4296.717,1.1143942,4296.7167812318385,67.1354,4989.6426,0.3446968,0.007796995,690.8847479820251,1212.7211,0.15716119,4938.1304,10.0,5.277728,5900,4286.734,4999.6255,0.0015716119,100,1.4568449,59,16780016.0,3684.3896,,10.0,0.7796995,430.09,True,[-0.004  0.34  -1.781 -1.98  -1.069],0.05277728,9.982691,68.64149,-1,0.0111439405
4205.2334,1019415,4336.616,1.1144086,4336.6163487297335,58.879215,4999.5845,0.36555046,0.009313095,725.8051950931549,1310.7496,0.21843536,5027.839,10.0,6.272161,6000,4336.616,4999.5845,0.0021843535,100,1.8047781,60,24150384.0,3724.2952,,10.0,0.9313095,434.05,True,[-0.002  0.35  -1.788 -2.026 -1.074],0.06272161,,55.408474,-1,0.011144088
8020.4473,1064423,4497.1445,2.6005075,4497.144242177648,10.153972,4649.897,0.316741,0.077355206,759.887955904007,1031.1324,0.0012175018,11193.253,10.0,58.58532,6100,4147.424,4999.617,1.2175018e-05,100,26.848633,61,1053188500.0,3884.8184,,10.0,7.735521,450.08,True,[ 9.800e-04  3.612e-01 -1.798e+00 -2.026e+00 -1.053e+00],0.58585316,349.7204,3.7245843,-1,0.026005074
4941.116,1107515,4305.2026,1.306443,4305.202654592539,51.37877,4999.5605,0.3064229,0.012709008,790.5846359729767,1281.1855,0.07320448,6036.395,10.0,6.4812174,6200,4305.2026,4999.5605,0.0007320448,100,3.1995895,62,42550692.0,3692.8835,,10.0,1.2709007,430.92,True,[-0.012  0.351 -1.808 -2.065 -1.102],0.064812176,,31.25401,-1,0.013064428
4323.159,1152587,4504.361,1.1465316,4504.360678849382,35.7985,4999.6284,0.2780491,0.015354164,822.3790001869202,1206.7512,0.06722567,5301.1416,10.0,9.375519,6300,4504.361,4999.6284,0.0006722567,100,2.5509112,63,61077852.0,3892.034,,10.0,1.5354165,450.72,True,[-1.339e-03  3.703e-01 -1.812e+00 -2.056e+00 -1.113e+00],0.093755186,,39.20168,-1,0.011465316
4990.8945,1198080,4546.337,1.4229958,4546.33677529762,11.890064,4999.6646,0.24619551,0.038736816,855.7041087150574,1151.2915,0.006375793,6692.9277,10.0,34.594723,6400,4546.337,4999.6646,6.375793e-05,100,7.7261505,64,380403600.0,3934.0051,,10.0,3.8736815,454.93,True,[-0.003  0.383 -1.808 -2.048 -1.141],0.3459472,,12.943056,-1,0.014229956
4975.076,1245793,4769.187,1.2386075,4769.187356403881,36.859177,4559.895,0.23275328,0.01621123,894.7686052322388,810.6753,0.04847523,6012.1074,10.0,13.460135,6500,4329.5586,4999.5234,0.00048475227,100,2.8683715,65,55891348.0,4156.8735,,10.0,1.6211231,477.13,True,[ 0.008  0.353 -1.818 -2.043 -1.173],0.13460135,439.62823,34.862988,-1,0.012386074
4575.162,1294620,4881.1943,1.1272501,4881.194382436743,47.96499,4190.261,0.25229353,0.011741023,930.1718671321869,612.60974,0.07226243,5464.2686,10.0,7.0813575,6600,4071.7725,4999.683,0.00072262425,100,2.108294,66,25263148.0,4268.861,,10.0,1.1741022,488.27,True,[ 0.012  0.356 -1.798 -1.995 -1.186],0.070813574,809.422,47.431713,-1,0.011272502
4315.426,1341467,4682.385,1.2078543,4682.384516313587,25.152601,4609.986,0.2793729,0.020835862,967.3433334827423,974.8915,0.08753316,5390.7383,10.0,14.919792,6700,4292.706,4999.6646,0.0008753316,100,3.083873,67,73750290.0,4070.053,,10.0,2.083586,468.47,True,[ 0.021  0.347 -1.792 -1.994 -1.167],0.14919792,389.6785,32.426758,-1,0.012078542
7114.502,1388067,4657.4717,2.1424403,4657.471313993213,7.767383,4570.0,0.24389656,0.07382672,1003.4275929927826,958.50244,0.003629216,10354.64,10.0,55.70623,6800,4227.785,4999.686,3.629216e-05,100,27.999496,68,1147237000.0,4045.1377,,10.0,7.382673,466.0,True,[ 0.028  0.362 -1.786 -2.008 -1.14 ],0.55706227,429.6861,3.571493,-1,0.021424403
18449.074,1433742,4565.2905,7.451676,4565.290332641543,1.5456364,4999.6597,0.25877473,0.5947272,1043.2424387931824,1224.761,0.00016473254,36623.758,10.0,591.036,6900,4565.2905,4999.6597,1.6473253e-06,100,880.97095,69,89307330000.0,3952.9592,,10.0,59.47272,456.75,True,[ 0.023  0.336 -1.795 -2.043 -1.175],5.91036,,0.11351112,-1,0.07451675
