Bound,J_sample_variance,InitialReturnMean,VarianceInit,ReturnStepMax,MeanEntropy,EpRewMean,EpLenMean,ESSRenyi,EmpiricalD2,LearnableVariance,OptimizationReturnMean,StdIW,InitialReturnStd,ReturnStepMaxmin,MaxIWNorm,OptimizationReturnMin,TimeElapsed,InitialBound,TimestepsSoFar,InitialReturnMax,MeanIW,MeanIWNorm,MinIWNorm,ReturnMeanIW,EpisodesSoFar,InitialReturnMin,MinIW,MaxIW,OptimizationReturnMax,StdIWNorm,EpThisIter,Weights,Iteration,ESSClassic
868.4234,747970.1,1038.0425,-1,10.0,-0.22636527,1038.0424411565375,104.83,70.39984,1.4204577,True,288.31744,0.7400061,191.2024,10.0,0.048203725,,503.74939584732056,822.5267,557928,1759.6782,1.0888064,0.010888062,0.0022782842,1125.2814,7000,749.725,0.22782843,4.8203726,1009.95325,0.00740006,100,[-1.039  1.214 -1.588 -1.594 -1.637],70,68.403076
1695.477,99246400.0,1065.9423,-1,10.0,-0.32769418,1065.942301157554,107.62,3.252697,30.74372,True,1055.9617,9.792993,264.75854,10.0,0.85776657,,513.5621063709259,845.5261,568690,1799.69,2.739516,0.027395157,2.9428204e-06,2917.6187,7100,9.980619,0.00029428204,85.77666,1789.7094,0.097929925,100,[-1.059  1.23  -1.584 -1.576 -1.645],71,7.257633
857.30414,796251.06,1088.7489,-1,10.0,-0.3165551,1088.748804287488,109.9,78.31254,1.2769347,True,349.00882,0.5599594,256.37524,10.0,0.034888413,,523.8974316120148,792.3903,579680,2419.7566,1.1098335,0.011098336,0.003019832,1192.1937,7200,739.74,0.3019832,3.4888413,1680.0166,0.005599594,100,[-1.027  1.218 -1.592 -1.619 -1.747],72,79.70893
764.4298,442055.75,1035.1473,-1,10.0,-0.31564337,1035.1474138887402,104.54,97.571556,1.0248889,True,425.41394,0.15887049,224.90167,10.0,0.016511424,,533.7056739330292,755.9364,590134,2279.7485,1.0085135,0.010085135,0.0061783306,1047.0941,7300,609.73346,0.6178331,1.6511424,1670.0151,0.0015887049,100,[-1.037  1.219 -1.596 -1.618 -1.735],73,97.57853
1132.5897,29870502.0,1061.1533,-1,10.0,-0.34109408,1061.153324039059,107.14,11.336807,8.820826,True,1051.1719,5.397051,310.0178,10.0,0.47964582,,543.1514539718628,811.35364,600848,2039.6057,1.7606415,0.017606415,3.5483197e-05,1874.4916,7400,9.981321,0.0035483197,47.964584,2029.6244,0.053970512,100,[-1.031  1.213 -1.594 -1.622 -1.735],74,9.618519
830.3877,686246.0,1039.8484,-1,10.0,-0.35403773,1039.8484026235853,105.01,92.32035,1.0831848,True,280.05627,0.2848313,209.75607,10.0,0.01945949,,552.4407703876495,799.8314,611349,1959.7301,1.0443534,0.010443533,0.0047753965,1080.1881,7500,759.7921,0.47753966,1.9459491,1199.938,0.0028483125,100,[-1.06   1.216 -1.591 -1.589 -1.76 ],75,93.0766
944.626,767857.94,1065.4469,-1,10.0,-0.3540318,1065.4470539963427,107.57,65.762115,1.5206323,True,1065.4469,0.84614456,268.4508,10.0,0.058032453,,561.6761162281036,830.32794,622106,1919.7393,1.1826031,0.011826031,0.0015009495,1234.5605,7600,,0.15009496,5.8032455,1919.7393,0.008461445,100,[-1.066  1.221 -1.59  -1.581 -1.773],76,66.140594
2115.5903,238959340.0,1081.7495,-1,10.0,-0.40301436,1081.749386506,109.2,1.6180805,61.80162,True,442.08826,23.790997,289.01993,10.0,2.3298066,,571.0515029430389,751.1118,633026,2699.645,3.8444662,0.038444668,1.6011408e-06,4714.865,7700,639.66113,0.00016011408,232.98065,2059.984,0.23790997,100,[-1.049  1.202 -1.589 -1.605 -1.773],77,2.5447898
1043.4231,1065638.2,1101.0721,-1,10.0,-0.41706514,1101.072066817785,111.13,49.8461,2.006175,True,351.45422,1.0223129,202.30455,10.0,0.054025214,,580.7708704471588,892.8916,644139,1699.7871,1.1884499,0.0118844975,0.0006968586,1338.289,7800,749.6178,0.06968586,5.4025216,950.1693,0.010223129,100,[-1.02   1.215 -1.589 -1.629 -1.822],78,57.472713
864.22614,718074.56,1106.2681,-1,10.0,-0.4183767,1106.2681813907052,111.65,97.43183,1.0263586,True,326.65036,0.163075,275.2286,10.0,0.014037078,,590.5756840705872,846.6531,655304,2119.747,1.0166636,0.010166634,0.0062194117,1127.2404,7900,779.6178,0.6219412,1.4037079,1340.1293,0.00163075,100,[-1.012  1.224 -1.585 -1.622 -1.836],79,97.49167
868.3027,939326.0,1144.764,-1,10.0,-0.40051204,1144.7639884121877,115.5,85.640335,1.1676741,True,345.09924,0.45100245,290.52213,10.0,0.027053094,,600.9331758022308,820.2366,666854,2649.7544,1.0458536,0.010458535,0.0027589772,1218.9835,8000,799.66473,0.27589774,2.7053094,1850.0896,0.0045100246,100,[-1.019  1.232 -1.62  -1.623 -1.837],80,84.32
9115.68,20952248000.0,1078.257,-1,10.0,-0.43990868,1078.2570011137243,108.85,0.13969389,715.85095,True,1068.2769,139.8886,290.19077,10.0,14.064541,,610.1964392662048,834.5693,677739,1989.7024,15.028647,0.15028648,2.3389211e-07,15635.642,8100,9.980202,2.3389211e-05,1406.4541,1979.7222,1.3988861,100,[-1.018  1.227 -1.624 -1.635 -1.819],81,1.1410147
797.0989,366132.2,1234.2606,-1,10.0,-0.4366362,1234.2605197222192,124.45,92.02619,1.0866472,True,1234.2606,0.29096317,406.55075,10.0,0.02021141,,620.7247040271759,762.7853,690184,3849.5789,1.036321,0.01036321,0.0051540276,1288.5758,8200,,0.5154028,2.021141,3849.5789,0.0029096315,100,[-1.015  1.276 -1.6   -1.589 -1.859],82,92.69306
1675.9277,39624016.0,1188.3439,-1,10.0,-0.39649633,1188.3438622139245,119.86,9.6416855,10.371631,True,398.62207,5.043298,296.99622,10.0,0.41406593,,629.5991427898407,915.25256,702170,2229.7812,1.7368,0.017368,0.0002755949,2555.4187,8300,789.7218,0.027559493,41.406593,1440.0594,0.050432984,100,[-1.011  1.275 -1.607 -1.597 -1.856],83,10.602224
2296.8862,377186530.0,1176.1442,-1,10.0,-0.44378734,1176.1442248549306,118.64,2.06922,48.32739,True,1166.1637,14.238547,265.1687,10.0,1.2429236,,639.79776263237,955.70856,714034,1799.849,2.8599658,0.028599657,7.3738074e-06,3829.3083,8400,9.980583,0.00073738076,124.292366,1789.8684,0.14238547,100,[-0.989  1.275 -1.607 -1.609 -1.815],84,3.8780463
2576.9688,291586000.0,1179.0197,-1,10.0,-0.3776419,1179.0196551840197,118.93,2.0128663,49.680397,True,619.29877,14.788699,248.25996,10.0,1.3387899,,650.6151053905487,920.6444,725927,2109.6252,3.0397418,0.030397415,7.8645244e-05,4398.1094,8500,559.72095,0.007864525,133.879,1549.9043,0.14788699,100,[-0.984  1.308 -1.607 -1.569 -1.863],85,4.0536118
903.0446,385884.6,1162.4082,-1,10.0,-0.36995366,1162.4081905435005,117.27,98.21784,1.018145,True,612.79565,0.12352539,277.6178,10.0,0.013459795,,662.2321078777313,895.45886,737654,2179.6318,1.0131816,0.0101318145,0.0072096586,1172.4049,8600,549.61255,0.72096586,1.3459796,1630.0193,0.0012352539,100,[-0.991  1.283 -1.61  -1.577 -1.797],86,98.53536
1012.26904,1257822.8,1203.8181,-1,10.0,-0.40816054,1203.8181567565243,121.41,64.03694,1.5615987,True,394.32547,0.87012506,290.12668,10.0,0.051903438,,672.3232417106628,935.622,749795,2189.812,1.0789341,0.01078934,0.0016480888,1347.4175,8700,809.4927,0.16480888,5.190344,1380.3193,0.008701251,100,[-0.992  1.282 -1.607 -1.578 -1.789],87,60.591747
1829.6034,68509350.0,1196.9279,-1,10.0,-0.37901533,1196.9278108734463,120.72,3.68915,27.106514,True,347.363,12.326506,284.04642,10.0,1.2022206,,683.7140033245087,909.13855,761867,2349.7896,2.3783169,0.02378317,2.2134835e-05,3327.947,8800,849.5648,0.0022134834,120.22205,1500.2247,0.12326506,100,[-1.007  1.293 -1.613 -1.591 -1.827],88,3.5891004
738.69934,2214777.0,1160.9368,-1,10.0,-0.37403613,1160.9367415188635,117.12,69.01799,1.4488976,True,1140.9728,0.99164385,390.12656,10.0,0.074145384,,693.7776851654053,675.9879,773579,3959.5894,1.1123664,0.011123663,0.0018519531,1322.4329,8900,19.963919,0.18519531,7.414539,3939.6255,0.009916438,100,[-0.976  1.289 -1.611 -1.618 -1.798],89,55.718903
62919.184,172070400000.0,1234.9352,-1,10.0,-0.4115907,1234.9350879164977,124.52,0.0043255305,23118.553,True,645.227,1045.9158,291.19092,10.0,105.122734,,703.6723363399506,967.9886,786031,2179.6086,105.56371,1.0556375,2.1815023e-08,103507.82,9000,589.70807,2.1815024e-06,10512.273,1589.9006,10.459156,100,[-0.994  1.307 -1.625 -1.608 -1.793],90,1.0084032
927.7981,2609396.8,1226.5347,-1,10.0,-0.42250463,1226.5347009966226,123.68,34.226505,2.9217124,True,446.88458,2.1368961,361.93668,10.0,0.15074177,,713.5329389572144,816.29315,798399,3349.609,1.2809352,0.012809352,0.00015655204,1629.0248,9100,779.65015,0.015655205,15.074177,2569.9587,0.021368962,100,[-1.045  1.296 -1.627 -1.573 -1.831],91,26.434076
950.84326,455974.06,1196.1384,-1,10.0,-0.4283049,1196.1384790084574,120.64,93.205864,1.0728939,True,626.5094,0.25604683,264.5037,10.0,0.019934446,,724.0977470874786,916.942,810463,2279.6294,1.0314622,0.010314623,0.0051988107,1240.0366,9200,569.62915,0.51988107,1.9934447,1710.0002,0.0025604684,100,[-1.033  1.304 -1.642 -1.579 -1.841],92,94.19553
974.54834,1656597.1,1207.5361,-1,10.0,-0.40422657,1207.5361442303613,121.78,62.472015,1.6007167,True,1207.5361,0.86679214,364.6751,10.0,0.0567253,,734.8649957180023,891.58655,822641,2579.7178,1.1363578,0.011363579,0.0021334433,1374.286,9300,,0.21334434,5.67253,2579.7178,0.008667921,100,[-1.032  1.308 -1.649 -1.589 -1.847],93,63.217716
2311.0703,135344430.0,1203.4469,-1,10.0,-0.33744696,1203.4469709360592,121.37,1.7760516,56.30467,True,383.91965,22.55881,284.44556,10.0,2.2333891,,745.3891270160675,889.95105,834778,2559.684,3.7577097,0.037577093,7.230651e-05,4663.4326,9400,819.52734,0.007230651,223.33893,1740.1567,0.22558808,100,[-1.031  1.299 -1.647 -1.609 -1.823],94,2.6997774
885.7298,890720.8,1098.0613,-1,10.0,-0.3489988,1098.0612249286087,110.83,71.90029,1.390815,True,1088.0802,0.7563247,266.93652,10.0,0.054665007,,756.672479391098,824.974,845861,2229.7483,1.080893,0.010808929,0.0012508449,1207.7893,9500,9.98101,0.12508449,5.4665008,2219.7673,0.0075632473,100,[-1.036  1.273 -1.646 -1.634 -1.756],95,67.13163
969.3165,886468.06,1176.2377,-1,10.0,-0.36734015,1176.237693183917,118.65,91.490036,1.0930152,True,326.44153,0.3000639,263.2203,10.0,0.02276928,,767.326397895813,936.2432,857726,1959.5464,1.0218389,0.010218389,0.0046203933,1220.2244,9600,849.79614,0.46203935,2.276928,1109.7502,0.0030006391,100,[-1.037  1.286 -1.648 -1.616 -1.768],96,92.06147
973.6946,1137196.4,1173.3383,-1,10.0,-0.37690952,1173.338282986877,118.36,77.45891,1.291007,True,383.70438,1.0099088,286.18027,10.0,0.09941101,,777.8820159435272,883.099,869562,2369.7932,1.0901166,0.010901165,0.002983052,1303.4716,9700,789.6339,0.2983052,9.941101,1580.1593,0.010099088,100,[-1.042  1.293 -1.648 -1.616 -1.786],97,53.813812
958.8704,1303383.9,1175.5355,-1,10.0,-0.3825411,1175.5354489467757,118.58,66.43126,1.5053154,True,1165.5526,0.83622485,323.33817,10.0,0.047089186,,789.2179718017578,896.34436,881420,2279.585,1.072845,0.01072845,0.0006782328,1301.4135,9800,9.982858,0.06782328,4.7089186,2269.602,0.008362248,100,[-1.053  1.307 -1.648 -1.602 -1.796],98,62.207005
1046.8331,5494881.5,1186.2303,-1,10.0,-0.3876978,1186.2303137119263,119.65,35.61185,2.808054,True,1176.2496,1.5248442,336.5427,10.0,0.083528414,,798.4970424175262,924.16315,893385,2139.7695,1.1541765,0.011541765,0.00064185524,1485.9856,9900,9.980718,0.06418552,8.352841,2129.7888,0.015248441,100,[-1.054  1.323 -1.653 -1.601 -1.801],99,36.42395
916.41644,830633.06,1202.9266,-1,10.0,-0.39029893,1202.9266089458706,121.32,95.387665,1.0483536,True,383.30878,0.22789808,306.1671,10.0,0.015915994,,808.1802659034729,885.7582,905517,2589.6685,1.0275728,0.010275727,0.0055144895,1241.1624,10000,819.6178,0.55144894,1.5915993,1770.0507,0.0022789808,100,[-1.046  1.337 -1.655 -1.605 -1.807],100,95.31182
1016.84546,719853.44,1185.6106,-1,10.0,-0.361606,1185.6106201511948,119.59,76.96367,1.2993144,True,1175.6294,0.6506715,346.29443,10.0,0.042283826,,818.2148580551147,901.5271,917476,2319.5317,1.1439369,0.011439367,0.0030916987,1340.665,10100,9.981251,0.3091699,4.2283826,2309.5505,0.0065067145,100,[-1.055  1.348 -1.665 -1.605 -1.809],101,75.55531
1034.3958,560517.56,1197.8328,-1,10.0,-0.36357594,1197.8328130914967,120.81,76.65975,1.3044655,True,1047.965,0.44016197,318.52585,10.0,0.02076611,,828.7970495223999,897.81146,929557,2449.6626,1.1129999,0.011129998,0.0022176052,1377.0594,10200,149.8678,0.22176053,2.076611,2299.795,0.0044016195,100,[-1.051  1.348 -1.655 -1.609 -1.781],102,86.47532
946.56995,1415341.6,1167.5336,-1,10.0,-0.38954645,1167.5335230226874,117.78,64.84993,1.5420216,True,357.96545,0.915021,241.78595,10.0,0.06785817,,839.051331281662,883.4231,941335,2319.7515,1.0625368,0.010625367,0.00085210486,1299.373,10300,809.56805,0.08521049,6.785817,1510.1833,0.00915021,100,[-1.048  1.348 -1.677 -1.636 -1.783],103,57.41822
1240.7235,4706053.5,1246.2574,-1,10.0,-0.35928255,1246.2574562911639,125.65,27.948866,3.5779626,True,656.516,2.3361723,321.09302,10.0,0.16495988,,850.5239779949188,908.27515,953900,2759.614,1.4197366,0.014197365,0.00043123434,1880.034,10400,589.74146,0.043123435,16.495989,2169.8726,0.02336172,100,[-1.045  1.353 -1.68  -1.661 -1.808],104,26.971191
1305.1985,15152875.0,1198.2432,-1,10.0,-0.33656436,1198.2431128387625,120.85,6.7249255,14.870053,True,348.6927,7.1196885,238.40454,10.0,0.6883842,,862.3797388076782,968.02765,965985,1879.7009,1.7286656,0.017286655,3.0811992e-05,2192.9485,10500,849.5504,0.0030811992,68.83842,1030.1505,0.07119689,100,[-1.032  1.36  -1.685 -1.664 -1.778],105,5.5670295
2010.2775,59882108.0,1227.455,-1,10.0,-0.35005304,1227.4550585883778,123.77,3.1402192,31.84491,True,397.80692,15.487349,291.269,10.0,1.3048866,,874.4208722114563,927.42755,978362,2449.7144,2.9867718,0.029867714,3.9198352e-05,3703.3716,10600,829.64813,0.003919835,130.48866,1620.0662,0.15487348,100,[-1.003  1.353 -1.692 -1.701 -1.756],106,3.58584
1000.389,1130079.8,1306.9518,-1,10.0,-0.35496983,1306.951909047556,131.72,93.11035,1.0739944,True,357.38733,0.26546237,330.26587,10.0,0.01775111,,888.0433027744293,965.2704,991534,2789.818,1.0322074,0.010322073,0.005458624,1354.4862,10700,949.5646,0.54586244,1.7751111,1840.2535,0.0026546237,100,[-0.967  1.35  -1.688 -1.714 -1.769],107,93.796196
1089.3734,1298717.6,1311.8538,-1,10.0,-0.32751557,1311.8536601932879,132.21,76.091576,1.3142059,True,412.13718,0.7021395,341.94434,10.0,0.045282762,,898.8383774757385,998.3531,1004755,2559.7212,1.0851868,0.010851868,0.0032243943,1448.7667,10800,899.7165,0.32243943,4.5282764,1660.0046,0.0070213946,100,[-0.973  1.361 -1.687 -1.711 -1.774],108,70.4902
1089.1483,3074169.5,1347.5474,-1,10.0,-0.33293462,1347.5473115468021,135.78,53.31115,1.8757802,True,1067.7605,1.1336715,399.07288,10.0,0.08328977,,909.9766676425934,1014.4685,1018333,2719.5776,1.0790663,0.010790663,0.0009489898,1545.3302,10900,279.78674,0.094898984,8.328978,2439.791,0.011336715,100,[-0.978  1.368 -1.683 -1.704 -1.746],109,47.533733
1082.0963,1865360.0,1264.4652,-1,10.0,-0.33781844,1264.4651824346126,127.47,65.17849,1.5342485,True,1264.4652,0.7988208,296.45,10.0,0.052562065,,920.5504384040833,987.6997,1031080,2259.781,1.082664,0.010826639,0.0015118124,1424.9114,11000,,0.15118125,5.2562065,2259.781,0.007988207,100,[-0.957  1.359 -1.683 -1.705 -1.752],110,64.750435
1028.0718,1007403.7,1258.0435,-1,10.0,-0.32951382,1258.043439018866,126.83,81.63012,1.225038,True,378.42578,0.47121066,279.9826,10.0,0.029005164,,930.7998268604279,976.3756,1043763,2299.808,1.0763167,0.010763168,0.0025016826,1339.8257,11100,879.6177,0.25016826,2.9005165,1420.1904,0.0047121067,100,[-0.948  1.362 -1.694 -1.721 -1.757],111,83.915985
1338.8524,4634763.5,1275.2683,-1,10.0,-0.27749604,1275.268302922945,128.55,16.132517,6.198661,True,415.63535,4.02459,283.35205,10.0,0.2556661,,941.505609035492,992.40063,1056618,2309.605,1.6549268,0.016549269,0.00027161988,2043.1112,11200,859.63293,0.02716199,25.56661,1449.972,0.0402459,100,[-0.943  1.353 -1.69  -1.737 -1.748],112,14.463281
902.5065,150706.28,1198.1826,-1,10.0,-0.2770091,1198.1826097463004,120.84,97.62372,1.0243412,True,1198.1826,0.15247889,319.2362,10.0,0.0138604315,,951.7289872169495,893.25055,1068702,2489.7598,1.0085859,0.010085859,0.0061102905,1211.1274,11300,,0.6110291,1.3860432,2489.7598,0.0015247889,100,[-0.951  1.338 -1.704 -1.725 -1.696],113,97.765526
2504.3794,394697630.0,1313.3673,-1,10.0,-0.3449742,1313.3673465811132,132.36,8.072181,12.388226,True,453.70984,8.669314,364.72516,10.0,0.83657104,,963.2070536613464,917.8342,1081938,3229.5146,1.8406842,0.018406844,1.3451093e-05,3896.534,11400,859.6575,0.0013451093,83.657104,2369.8572,0.08669314,100,[-0.944  1.329 -1.709 -1.726 -1.696],114,4.313595
994.5851,482580.6,1251.773,-1,10.0,-0.36973336,1251.7729300261487,126.2,81.23259,1.231033,True,1241.7931,0.5021967,317.96384,10.0,0.0233922,,974.8107199668884,943.1639,1094558,2519.7805,1.0795201,0.010795201,0.001918499,1336.9926,11500,9.979847,0.1918499,2.33922,2509.8008,0.0050219665,100,[-0.969  1.338 -1.684 -1.694 -1.764],115,82.20881
1093.1094,1528254.9,1261.374,-1,10.0,-0.34404406,1261.3739737127291,127.16,60.78709,1.6450862,True,1261.374,0.93742865,327.6804,10.0,0.053697433,,987.1496925354004,983.3759,1107274,2269.844,1.1589577,0.011589577,0.0020590273,1449.6721,11600,,0.20590273,5.3697433,2269.844,0.009374287,100,[-0.981  1.348 -1.696 -1.698 -1.789],116,60.450493
3117.4165,235450720.0,1294.0643,-1,10.0,-0.4377463,1294.064414198364,130.43,0.31901535,313.46454,True,444.3891,51.99088,282.22635,10.0,5.167684,,998.4024038314819,1020.9853,1120317,2229.682,6.956855,0.069568545,2.1819208e-08,7952.2637,11700,849.6753,2.1819208e-06,516.76843,1380.0066,0.5199087,100,[-0.988  1.344 -1.693 -1.695 -1.763],117,1.758994
4477.9043,690772350.0,1197.1049,-1,10.0,-0.51103956,1197.1048466969899,120.73,1.1010475,90.8226,True,347.31448,19.895683,309.51883,10.0,1.6837152,,1011.97940325737,905.6457,1132390,2379.753,4.088169,0.04088169,1.201999e-07,7255.5347,11800,849.79034,1.201999e-05,168.37152,1529.9626,0.19895685,100,[-1.021  1.354 -1.71  -1.803 -1.857],118,4.0511622
1100.4666,1819485.8,1255.1959,-1,10.0,-0.53359985,1255.195989078385,126.54,44.866333,2.2288427,True,355.56116,1.5070244,292.3662,10.0,0.11394683,,1023.9234352111816,934.3331,1145044,2619.8337,1.2496797,0.012496798,0.0006019786,1579.4926,11900,899.6348,0.060197864,11.394684,1720.199,0.015070244,100,[-1.003  1.375 -1.703 -1.777 -1.93 ],119,40.74541
1215.379,2779818.8,1290.8947,-1,10.0,-0.541421,1290.8945656724393,130.11,22.254496,4.493474,True,441.1409,4.5361423,341.82028,10.0,0.4132778,,1035.0787944793701,944.31573,1158055,2829.804,1.6229271,0.016229274,0.0006453775,1950.0504,12000,849.75366,0.06453775,41.32778,1980.0503,0.04536143,100,[-0.992  1.377 -1.706 -1.774 -1.953],120,11.347856
1073.7178,1039061.2,1215.9836,-1,10.0,-0.5266418,1215.9835428953986,122.62,76.330444,1.3100933,True,366.4429,0.604509,225.34003,10.0,0.034365375,,1045.6087079048157,962.48706,1170317,2069.791,1.1098902,0.011098903,0.0020108863,1363.8682,12100,849.54065,0.20108864,3.4365375,1220.2504,0.00604509,100,[-1.015  1.393 -1.706 -1.742 -1.96 ],121,77.12177
1088.0057,1033683.25,1219.1987,-1,10.0,-0.5470668,1219.1986645354057,122.94,81.58489,1.2257172,True,319.48508,0.46000886,185.83475,10.0,0.0232279,,1055.6417174339294,1008.56885,1182611,1719.7859,1.0827644,0.010827643,0.0030700448,1321.1985,12200,899.71356,0.30700448,2.3227901,820.0723,0.0046000886,100,[-1.007  1.385 -1.704 -1.757 -1.946],122,84.710266
1113.2539,9959686.0,1225.6031,-1,10.0,-0.5247269,1225.6031128415614,123.58,36.187897,2.7633548,True,1215.6234,2.9893172,326.4525,10.0,0.28543764,,1064.4041512012482,914.54236,1194969,2539.8003,1.3637705,0.013637703,0.0007667942,1630.3408,12300,9.979746,0.07667942,28.543764,2529.8206,0.029893175,100,[-1.008  1.38  -1.701 -1.761 -1.966],123,17.227575
993.5613,1200500.2,1231.3057,-1,10.0,-0.5133037,1231.3057305851019,124.15,65.17696,1.5342845,True,1221.3245,0.84712607,294.4889,10.0,0.04975178,,1074.4473896026611,953.313,1207384,2269.8005,1.0862794,0.010862794,0.0014580861,1337.9003,12400,9.981285,0.1458086,4.9751782,2259.8193,0.008471261,100,[-0.991  1.372 -1.706 -1.78  -1.944],124,62.18313
1701.2659,14159564.0,1251.9988,-1,10.0,-0.43768546,1251.9987780569547,126.22,4.2114315,23.744896,True,362.2666,18.794725,295.21628,10.0,1.8801303,,1085.0252285003662,942.15625,1220006,2529.8535,2.8289165,0.028289165,0.00020861067,3211.0894,12500,889.7322,0.020861067,188.01303,1640.1213,0.18794726,100,[-1.     1.37  -1.707 -1.785 -1.932],125,2.2153327
957.0928,844887.94,1207.5621,-1,10.0,-0.43600446,1207.5621242599384,121.78,90.36111,1.1066709,True,348.15265,0.39484966,237.97717,10.0,0.03221867,,1095.4448165893555,944.2675,1232184,2149.7915,1.0171155,0.010171154,0.0037439659,1234.0746,12600,859.4095,0.3743966,3.2218668,1290.3821,0.0039484967,100,[-1.026  1.399 -1.693 -1.758 -1.857],126,86.90337
1201.5327,2392072.0,1335.9753,-1,10.0,-0.4306617,1335.9752675608781,134.62,42.546326,2.3503792,True,426.3274,1.6293291,354.0933,10.0,0.10046442,,1107.9397654533386,958.7783,1245646,3079.801,1.3162045,0.013162044,0.0007702264,1779.8115,12700,909.6479,0.07702264,10.046442,2170.153,0.01629329,100,[-1.026  1.407 -1.686 -1.756 -1.855],127,39.488304
996.13196,810324.6,1258.5496,-1,10.0,-0.42576954,1258.5493952257495,126.88,97.69389,1.0236055,True,428.8945,0.15202455,309.68796,10.0,0.0144659495,,1118.4683096408844,987.9098,1258334,2209.7632,1.0066773,0.010066773,0.006255257,1269.9473,12800,829.6549,0.6255257,1.446595,1380.1083,0.0015202455,100,[-1.045  1.417 -1.685 -1.734 -1.85 ],128,97.77026
961.0128,1229489.6,1290.7656,-1,10.0,-0.44907522,1290.7656594831005,130.1,86.21887,1.1598389,True,361.31082,0.40720052,326.10138,10.0,0.021342933,,1129.2880613803864,881.73645,1271344,3339.709,1.0763398,0.010763398,0.004065339,1401.5201,12900,929.45483,0.4065339,2.1342933,2410.2542,0.0040720054,100,[-1.042  1.415 -1.692 -1.734 -1.845],129,87.47944
4412.235,3899744300.0,1275.3591,-1,10.0,-0.4815679,1275.3591717304598,128.56,0.44199312,226.24786,True,385.72742,31.638554,311.79724,10.0,3.182373,,1140.3474400043488,926.33344,1284200,2849.7827,3.6398022,0.03639802,4.707996e-07,9662.118,13000,889.6318,4.707996e-05,318.2373,1960.1509,0.3163856,100,[-1.042  1.415 -1.693 -1.726 -1.868],130,1.3062073
1025.0342,1086690.0,1341.6765,-1,10.0,-0.47795603,1341.6766426280913,135.19,90.032074,1.1107153,True,422.10794,0.32949805,343.35855,10.0,0.023052208,,1152.9941301345825,992.6543,1297719,2849.7554,1.0435253,0.010435253,0.0039468072,1392.8705,13100,919.5687,0.39468074,2.3052208,1930.1866,0.0032949804,100,[-1.008  1.42  -1.696 -1.764 -1.901],131,90.933815
1063.5164,1501508.5,1309.3796,-1,10.0,-0.470611,1309.3796749066198,131.96,66.699,1.4992728,True,1299.3992,0.9566848,382.8128,10.0,0.0729463,,1163.7056710720062,1001.99915,1310915,2509.75,1.1151803,0.011151802,0.0020835693,1439.8877,13200,9.980458,0.20835693,7.2946305,2499.7695,0.009566848,100,[-1.004  1.42  -1.698 -1.77  -1.897],132,57.60539
1035.1552,1408907.5,1310.8871,-1,10.0,-0.4476423,1310.8870506817746,132.11,62.646652,1.5962545,True,361.12317,0.8734227,296.62286,10.0,0.055039447,,1174.6104192733765,964.3143,1324126,2829.7551,1.1335434,0.011335433,0.0007544934,1473.0255,13300,949.7639,0.07544934,5.503945,1879.9912,0.008734226,100,[-0.992  1.417 -1.687 -1.775 -1.89 ],133,62.74677
1615.2354,38821372.0,1301.8085,-1,10.0,-0.47593212,1301.8084116591713,131.2,13.1153965,7.6246266,True,1291.826,3.8932486,283.0208,10.0,0.29345864,,1185.3420948982239,1047.0784,1337246,2079.8623,1.6567439,0.01656744,7.592222e-05,2318.6145,13400,9.982308,0.007592222,29.345863,2069.88,0.038932487,100,[-0.995  1.411 -1.695 -1.791 -1.867],134,15.332209
1150.7302,1597490.9,1319.3036,-1,10.0,-0.4435453,1319.303569921396,132.95,72.60635,1.3772899,True,379.53632,0.7653295,289.46692,10.0,0.04526205,,1196.7120962142944,1007.01746,1350541,2549.8057,1.119082,0.01119082,0.003100069,1517.223,13500,939.7673,0.31000692,4.526205,1610.0383,0.0076532946,100,[-0.971  1.407 -1.698 -1.805 -1.895],135,68.13352
1062.8071,3608146.0,1287.007,-1,10.0,-0.4293002,1287.0068986942747,129.72,41.895023,2.3869183,True,1277.027,1.6269526,302.3371,10.0,0.10647859,,1208.0784521102905,960.01685,1363513,2669.8618,1.2646489,0.012646489,0.0005534778,1567.9954,13600,9.979894,0.055347778,10.647859,2659.8818,0.016269526,100,[-0.972  1.406 -1.698 -1.802 -1.862],136,37.664143
1505.4851,76259890.0,1242.093,-1,10.0,-0.49933064,1242.0929616664737,125.23,10.842836,9.222679,True,1222.1272,6.8706946,314.54306,10.0,0.6311368,,1220.271330356598,915.1072,1376036,2669.827,1.9517531,0.019517532,1.1566653e-05,2498.5034,13700,19.965866,0.0011566653,63.113678,2649.861,0.06870694,100,[-0.965  1.383 -1.703 -1.827 -1.848],137,7.466984
1074.4446,5097658.0,1313.5122,-1,10.0,-0.49990645,1313.5121079905832,132.37,46.11404,2.168537,True,1313.5122,1.2917262,405.7182,10.0,0.078697585,,1231.9236307144165,913.0513,1389273,3269.7485,1.2145739,0.012145737,0.0011861058,1664.1613,13800,,0.118610576,7.8697586,3269.7485,0.0129172625,100,[-0.946  1.383 -1.661 -1.833 -1.918],138,46.92458
