VarRet,Bound,Delta,J,MinNormIw,AvgDiscRet,VarJ,AvgRet,MaxVanillaIw,VarDiscRet,ESSClassic,VarNormIw,EpsThisIter,MaxNormIw,VanillaAvgRet,AvgEpLen,VarVanillaIw,MinVanillaIw,BatchSize,AvgNormIw,IterType,AvgVanillaIw,ESSRenyi,eRenyi2
10041.270214612372,-104.481705,0.05,129.01033,0.0030350988,107.9389303763378,128.64598,107.9389303763378,1.9456723,10041.270214612372,91.75786188560168,9.0732265e-06,100,0.019530797,107.9389303763378,11.8,0.0900453,0.30235875,100,0.01,1,0.9962073,90.6012938802009,1.103737
42284.295630195025,-487.70215,0.05,174.35823,0.005155119,142.02299490056882,277.51764,142.02299490056882,1.5463198,42284.295630195025,94.23877293588646,6.1752007e-06,100,0.01588807,142.02299490056882,15.21,0.058493476,0.5017263,100,0.01,1,0.97325844,94.8620991863575,1.0541618
376030.90032818407,-1906.88,0.05,301.45004,0.0055746594,249.00395561072258,823.4042,249.00395561072258,1.4037359,376030.90032818407,96.86213171752385,3.272243e-06,100,0.014123602,249.00395561072258,25.9,0.032324024,0.5540619,100,0.01,1,0.9938937,97.3960858621042,1.0267353
361220.9965204946,-1904.618,0.05,308.07657,0.003149275,249.1084070873322,944.6832,249.1084070873322,1.7786584,361220.9965204946,96.59868324109203,3.5566386e-06,100,0.018057669,249.1084070873322,25.91,0.034506544,0.31019977,100,0.010000002,1,0.98498785,97.00525499558778,1.030872
34468.679356913635,-273.1325,0.05,216.29906,0.004160415,158.81683299201035,369.5024,158.81683299201035,3.1333888,34468.679356913635,83.42027363567856,2.007568e-05,100,0.03522891,158.81683299201035,16.89,0.15881824,0.37004256,100,0.01,1,0.8894367,85.76694919586532,1.1659503
474530.3159220613,-1819.1372,0.05,417.7392,0.005631061,310.7929536907547,1179.8789,310.7929536907547,1.9897382,474530.3159220613,94.2918604475951,6.114849e-06,100,0.020010792,310.7929536907547,32.08,0.06045735,0.5599147,100,0.01,1,0.99433255,94.92908559859949,1.0534179
150800.27907678369,-734.30536,0.05,375.51678,0.003946096,307.2500269079301,519.7909,307.2500269079301,1.7853538,150800.27907678369,92.6049905551794,8.066194e-06,100,0.017802518,307.2500269079301,31.74,0.081124954,0.3957405,100,0.01,1,1.0028659,93.2702207591032,1.0721536
387036.437759969,-1769.987,0.05,433.56525,0.0058187493,386.76317473414747,738.0677,386.76317473414747,1.4798485,387036.437759969,97.38291987056442,2.7145666e-06,100,0.014903718,386.76317473414747,39.68,0.026763676,0.5777664,100,0.01,1,0.9929392,97.82251072407084,1.0222596
546414.2602947247,-1725.4342,0.05,507.34265,0.0049262373,413.85975300453936,1056.8954,413.85975300453936,1.4995406,546414.2602947247,95.12135179878295,5.180675e-06,100,0.015443258,413.85975300453936,42.38,0.04884554,0.4783377,100,0.009999999,1,0.97100013,95.27765779331904,1.049564
1549047.019982511,-1287.6555,0.05,1296.5994,0.0007950907,695.0426260305779,2883.1716,695.0426260305779,5.0290337,1549047.019982511,65.01132792581792,5.4362965e-05,100,0.04851906,695.0426260305779,70.45,0.5840466,0.08241169,100,0.01,1,1.0365068,71.12509920163878,1.4059734
