AvgRet,VarRet,VarNormIw,Bound,AvgVanillaIw,MaxVanillaIw,AvgNormIw,AvgDiscRet,eRenyi2,VarDiscRet,VarJ,Delta,ESSRenyi,MinNormIw,AvgEpLen,J,MaxNormIw,IterType,ESSClassic,MinVanillaIw,BatchSize,VanillaAvgRet,VarVanillaIw,EpsThisIter
-405.528326421,2104.55494085,6.83906e-07,-473.735,1.01871,1.49119,0.005,-405.528326421,1.02948,2104.55494085,42.6884,0.2,194.273695307,0.00276194,500.0,-399.686,0.00731903,1,194.700386767,0.562721,200,-405.528326421,0.0283894,100
-403.305590816,1621.04509319,3.50449e-18,-505.375,1.0,1.0,0.01,-403.305590816,1.0,1621.04509319,40.0604,0.2,200.0,0.01,500.0,-403.306,0.01,2,100.0,1.0,200,-403.305590816,,100
-405.285725211,1474.91155816,5.93204e-07,-475.689,1.01224,1.72677,0.005,-405.285725211,1.02092,1474.91155816,38.5693,0.2,195.901362359,0.00312259,500.0,-402.764,0.0085294,1,195.38700639,0.632165,200,-405.285725211,0.0243127,100
-399.423512921,1392.97290755,3.50449e-18,-500.425,1.0,1.0,0.01,-399.423512921,1.0,1392.97290755,37.1355,0.2,200.0,0.01,500.0,-399.423,0.01,2,100.0,1.0,200,-399.423512921,,100
-394.143840643,1481.47701386,1.38105e-06,-468.246,0.980391,1.48527,0.005,-394.143840643,1.0445,1481.47701386,38.301,0.2,191.479046742,0.00135852,500.0,-393.558,0.00757489,1,189.579524224,0.266376,200,-394.143840643,0.0530968,100
-402.031376506,1695.08296267,3.50449e-18,-508.486,1.0,1.0,0.01,-402.031376506,1.0,1695.08296267,40.965,0.2,200.0,0.01,500.0,-402.031,0.01,2,100.0,1.0,200,-402.031376506,,100
-393.676339615,1677.78209016,1.44e-06,-471.116,1.0185,1.69221,0.005,-393.676339615,1.04989,1677.78209016,40.5924,0.2,190.495620599,0.00214468,500.0,-393.986,0.00830737,1,189.158917525,0.436871,200,-393.676339615,0.0597511,100
-397.581343111,1921.21541742,3.50449e-18,-497.123,1.0,1.0,0.01,-397.581343111,1.0,1921.21541742,43.612,0.2,200.0,0.01,500.0,-397.581,0.01,2,100.0,1.0,200,-397.581343111,,100
-400.868114613,1055.22666365,1.7606e-06,-467.609,1.01501,1.71695,0.005,-400.868114613,1.05972,1055.22666365,39.7756,0.2,188.728751556,0.00178209,500.0,-395.151,0.00845781,1,186.903310034,0.361769,200,-400.868114613,0.0725542,100
-401.281294062,1803.71308838,3.50449e-18,-507.509,1.0,1.0,0.01,-401.281294062,1.0,1803.71308838,42.2573,0.2,200.0,0.01,500.0,-401.281,0.01,2,100.0,1.0,200,-401.281294062,,100
-396.571659323,1563.67224468,9.89568e-07,-472.455,0.997465,1.57851,0.005,-396.571659323,1.03935,1563.67224468,39.984,0.2,192.427137096,0.00183388,500.0,-395.877,0.00791263,1,192.421534066,0.365846,200,-396.571659323,0.0393823,100
-395.104707683,1270.91744992,3.50449e-18,-490.194,1.0,1.0,0.01,-395.104707683,1.0,1270.91744992,35.4712,0.2,200.0,0.01,500.0,-395.105,0.01,2,100.0,1.0,200,-395.104707683,,100
-397.731190296,1737.0929999,8.76303e-07,-468.636,0.982142,1.35076,0.005,-397.731190296,1.0342,1737.0929999,37.5788,0.2,193.385732888,0.00226054,500.0,-393.96,0.00687657,1,193.25967267,0.444034,200,-397.731190296,0.0338114,100
-390.799364165,1657.66226667,3.50449e-18,-491.82,1.0,1.0,0.01,-390.799364165,1.0,1657.66226667,40.5103,0.2,200.0,0.01,500.0,-390.799,0.01,2,100.0,1.0,200,-390.799364165,,100
-396.599713576,1837.20286339,4.47507e-07,-471.768,1.01173,1.56727,0.005,-396.599713576,1.01762,1837.20286339,42.5965,0.2,196.536425426,0.00233297,500.0,-392.246,0.0077455,1,196.500211116,0.472066,200,-396.599713576,0.0183226,100
-382.256436412,1728.26321253,3.50449e-18,-481.905,1.0,1.0,0.01,-382.256436412,1.0,1728.26321253,41.364,0.2,200.0,0.01,500.0,-382.256,0.01,2,100.0,1.0,200,-382.256436412,,100
-394.145570243,1310.80460371,1.65055e-06,-456.794,0.994462,1.48232,0.005,-394.145570243,1.05302,1310.80460371,39.2256,0.2,189.930173796,0.00130115,500.0,-384.488,0.0074529,1,187.671516013,0.258789,200,-394.145570243,0.0652928,100
-390.664958564,1600.22205455,3.50449e-18,-494.215,1.0,1.0,0.01,-390.664958564,1.0,1600.22205455,39.8023,0.2,200.0,0.01,500.0,-390.665,0.01,2,100.0,1.0,200,-390.664958564,,100
-392.980556121,1635.9953122,9.07689e-07,-469.969,1.01433,1.43234,0.005,-392.980556121,1.03688,1635.9953122,37.7005,0.2,192.886148741,0.00251785,500.0,-388.966,0.0070605,1,193.026695041,0.510786,200,-392.980556121,0.0373556,100
-383.544534835,1344.6500918,3.50449e-18,-480.81,1.0,1.0,0.01,-383.544534835,1.0,1344.6500918,36.4857,0.2,200.0,0.01,500.0,-383.545,0.01,2,100.0,1.0,200,-383.544534835,,100
-390.533436698,1559.43677952,8.82857e-07,-459.006,1.00721,1.70336,0.005,-390.533436698,1.03371,1559.43677952,38.4169,0.2,193.477213701,0.00258852,500.0,-384.643,0.00845579,1,193.211001599,0.521439,200,-390.533436698,0.0358256,100
-388.841423935,1485.78939061,3.50449e-18,-488.296,1.0,1.0,0.01,-388.841423935,1.0,1485.78939061,38.3527,0.2,200.0,0.01,500.0,-388.841,0.01,2,100.0,1.0,200,-388.841423935,,100
-388.25900306,1358.70562206,3.73118e-07,-458.253,0.992675,1.24494,0.005,-388.25900306,1.0154,1358.70562206,36.806,0.2,196.967257506,0.00280644,500.0,-387.389,0.00627064,1,197.073513158,0.557176,200,-388.25900306,0.0147069,100
-384.309196713,1059.46421409,3.50449e-18,-477.938,1.0,1.0,0.01,-384.309196713,1.0,1059.46421409,32.3863,0.2,200.0,0.01,500.0,-384.309,0.01,2,100.0,1.0,200,-384.309196713,,100
-391.368525533,1025.8454916,8.11727e-07,-453.019,1.0062,1.54782,0.005,-391.368525533,1.03361,1025.8454916,32.5927,0.2,193.49725201,0.00295448,500.0,-385.71,0.00769144,1,193.740816424,0.594557,200,-391.368525533,0.0328727,100
-385.141333631,1599.19454643,3.50449e-18,-483.3,1.0,1.0,0.01,-385.141333631,1.0,1599.19454643,39.7895,0.2,200.0,0.01,500.0,-385.141,0.01,2,100.0,1.0,200,-385.141333631,,100
-385.525043842,1685.09569164,1.04978e-06,-455.157,1.00196,1.93681,0.005,-385.525043842,1.03701,1685.09569164,41.3956,0.2,192.862888977,0.00217019,500.0,-382.854,0.00966513,1,191.978873042,0.434888,200,-385.525043842,0.0421559,100
-392.424735139,1506.97619084,3.50449e-18,-492.087,1.0,1.0,0.01,-392.424735139,1.0,1506.97619084,38.6252,0.2,200.0,0.01,500.0,-392.425,0.01,2,100.0,1.0,200,-392.424735139,,100
-382.535929198,1042.43179996,7.82749e-07,-456.898,1.00046,1.44691,0.005,-382.535929198,1.0297,1042.43179996,36.9877,0.2,194.231231869,0.00261101,500.0,-385.387,0.00723123,1,193.957607393,0.522443,200,-382.535929198,0.0313388,100
-375.867296823,1231.65276802,3.50449e-18,-473.256,1.0,1.0,0.01,-375.867296823,1.0,1231.65276802,34.919,0.2,200.0,0.01,500.0,-375.867,0.01,2,100.0,1.0,200,-375.867296823,,100
-380.195420711,1316.02438463,8.14243e-07,-445.782,1.00676,1.58301,0.005,-380.195420711,1.03231,1316.02438463,36.6489,0.2,193.740608719,0.00329057,500.0,-375.814,0.00786192,1,193.722096186,0.662563,200,-380.195420711,0.0330116,100
-383.449336672,1533.92299045,3.50449e-18,-482.575,1.0,1.0,0.01,-383.449336672,1.0,1533.92299045,38.969,0.2,200.0,0.01,500.0,-383.449,0.01,2,100.0,1.0,200,-383.449336672,,100
-386.452877693,1499.36951845,5.10197e-07,-454.605,1.00751,1.37331,0.005,-386.452877693,1.01891,1499.36951845,38.3525,0.2,196.288662882,0.00276528,500.0,-383.566,0.00681538,1,196.019697099,0.557208,200,-386.452877693,0.0207154,100
-381.987237153,1394.14800976,3.50449e-18,-476.254,1.0,1.0,0.01,-381.987237153,1.0,1394.14800976,37.1511,0.2,200.0,0.01,500.0,-381.987,0.01,2,100.0,1.0,200,-381.987237153,,100
-377.280358308,1532.25158036,5.69328e-07,-448.495,1.00999,1.39237,0.005,-377.280358308,1.02525,1532.25158036,37.2299,0.2,195.07506055,0.00297938,500.0,-377.896,0.00689297,1,195.568598427,0.60183,200,-377.280358308,0.0232305,100
-389.189025117,1472.76172293,3.50449e-18,-486.575,1.0,1.0,0.01,-389.189025117,1.0,1472.76172293,38.1842,0.2,200.0,0.01,500.0,-389.189,0.01,2,100.0,1.0,200,-389.189025117,,100
-383.996524724,1602.83569168,1.76112e-06,-459.616,1.00446,2.38316,0.005,-383.996524724,1.04742,1602.83569168,39.4145,0.2,190.945778903,0.00215286,500.0,-383.122,0.0118629,1,186.899758269,0.432493,200,-383.996524724,0.0710745,100
-378.786231897,1373.34046008,3.50449e-18,-481.404,1.0,1.0,0.01,-378.786231897,1.0,1373.34046008,36.8728,0.2,200.0,0.01,500.0,-378.786,0.01,2,100.0,1.0,200,-378.786231897,,100
-379.11059604,1325.14569408,6.99707e-07,-450.74,0.998051,1.73666,0.005,-379.11059604,1.02187,1325.14569408,36.3563,0.2,195.720248123,0.00292125,500.0,-377.389,0.00870028,1,194.581191538,0.583112,200,-379.11059604,0.0278793,100
-382.53746358,1631.8503563,3.50449e-18,-486.426,1.0,1.0,0.01,-382.53746358,1.0,1631.8503563,40.1937,0.2,200.0,0.01,500.0,-382.537,0.01,2,100.0,1.0,200,-382.53746358,,100
-377.299133584,1358.71633377,6.93683e-07,-452.38,1.00018,1.48293,0.005,-377.299133584,1.02466,1358.71633377,37.5175,0.2,195.187356276,0.00193318,500.0,-378.019,0.00741332,1,194.626652317,0.386704,200,-377.299133584,0.0277572,100
-374.483747759,1321.86605319,3.50449e-18,-470.174,1.0,1.0,0.01,-374.483747759,1.0,1321.86605319,36.1752,0.2,200.0,0.01,500.0,-374.484,0.01,2,100.0,1.0,200,-374.483747759,,100
-375.192866974,1262.12788435,1.02292e-06,-440.982,1.0154,1.36011,0.005,-375.192866974,1.03507,1262.12788435,34.6379,0.2,193.22450309,0.0013697,500.0,-372.143,0.00669742,1,192.176055987,0.278159,200,-375.192866974,0.042187,100
-378.503113385,909.386257677,3.50449e-18,-469.131,1.0,1.0,0.01,-378.503113385,1.0,909.386257677,30.0049,0.2,200.0,0.01,500.0,-378.503,0.01,2,100.0,1.0,200,-378.503113385,,100
-380.654378894,1167.54308304,5.95481e-07,-445.359,0.980255,1.34934,0.005,-380.654378894,1.0211,1167.54308304,31.5498,0.2,195.867765218,0.00239022,500.0,-378.193,0.00688261,1,195.36968097,0.468604,200,-380.654378894,0.0228879,100
-374.763983623,1304.90568795,3.50449e-18,-469.426,1.0,1.0,0.01,-374.763983623,1.0,1304.90568795,35.9424,0.2,200.0,0.01,500.0,-374.764,0.01,2,100.0,1.0,200,-374.763983623,,100
-378.866131348,1716.98504332,1.45354e-06,-447.382,1.00793,1.50996,0.005,-378.866131348,1.05147,1716.98504332,37.5102,0.2,190.210773317,0.00102975,500.0,-373.047,0.0074904,1,189.062530858,0.207583,200,-378.866131348,0.0590672,100
-373.068461859,1303.25005895,3.50449e-18,-467.171,1.0,1.0,0.01,-373.068461859,1.0,1303.25005895,35.9196,0.2,200.0,0.01,500.0,-373.068,0.01,2,100.0,1.0,200,-373.068461859,,100
-376.182920573,1034.13786377,7.42102e-07,-440.365,0.994132,1.61647,0.005,-376.182920573,1.02346,1034.13786377,34.0473,0.2,195.416319225,0.00237726,500.0,-373.048,0.00813004,1,194.262404482,0.472662,200,-376.182920573,0.0293367,100
-374.589726053,1097.71104891,3.50449e-18,-463.688,1.0,1.0,0.01,-374.589726053,1.0,1097.71104891,32.9656,0.2,200.0,0.01,500.0,-374.59,0.01,2,100.0,1.0,200,-374.589726053,,100
-371.85095595,1440.10636041,5.36322e-07,-440.968,1.00793,1.31843,0.005,-371.85095595,1.02415,1440.10636041,35.655,0.2,195.283413962,0.00321587,500.0,-371.627,0.00654029,1,195.820164256,0.648277,200,-371.85095595,0.0217946,100
-378.326287245,1530.51039352,3.50449e-18,-478.498,1.0,1.0,0.01,-378.326287245,1.0,1530.51039352,38.9256,0.2,200.0,0.01,500.0,-378.326,0.01,2,100.0,1.0,200,-378.326287245,,100
-372.458168362,1141.16875767,1.26304e-06,-444.59,1.01062,1.86701,0.005,-372.458168362,1.04195,1141.16875767,36.1143,0.2,191.947638795,0.00194306,500.0,-372.287,0.00923701,1,190.427402238,0.392738,200,-372.458168362,0.0515999,100
-367.384462013,1400.86152915,3.50449e-18,-458.609,1.0,1.0,0.01,-367.384462013,1.0,1400.86152915,37.2405,0.2,200.0,0.01,500.0,-367.384,0.01,2,100.0,1.0,200,-367.384462013,,100
-373.54226391,1224.3483251,1.26013e-06,-436.799,0.980576,1.53245,0.005,-373.54226391,1.04144,1224.3483251,36.8884,0.2,192.041368775,0.00250024,500.0,-367.768,0.00781402,1,190.448481292,0.490336,200,-373.54226391,0.048466,100
-370.908400951,1099.52348469,3.50449e-18,-462.658,1.0,1.0,0.01,-370.908400951,1.0,1099.52348469,32.9929,0.2,200.0,0.01,500.0,-370.908,0.01,2,100.0,1.0,200,-370.908400951,,100
-377.062295371,1609.14393885,1.39633e-06,-439.245,1.02204,1.53444,0.005,-377.062295371,1.0589,1609.14393885,36.4094,0.2,188.875226874,0.00188495,500.0,-370.148,0.00750675,1,189.47036735,0.385297,200,-377.062295371,0.058342,100
-372.250062227,1955.71235501,3.50449e-18,-480.24,1.0,1.0,0.01,-372.250062227,1.0,1955.71235501,44.0018,0.2,200.0,0.01,500.0,-372.25,0.01,2,100.0,1.0,200,-372.250062227,,100
-374.995884288,1795.72282604,8.39731e-07,-448.657,0.99473,1.46845,0.005,-374.995884288,1.03467,1795.72282604,41.6347,0.2,193.298792627,0.00205015,500.0,-370.985,0.00738117,1,193.53196081,0.407869,200,-374.995884288,0.0332362,100
-367.813799211,1487.36689752,3.50449e-18,-473.499,1.0,1.0,0.01,-367.813799211,1.0,1487.36689752,38.3731,0.2,200.0,0.01,500.0,-367.814,0.01,2,100.0,1.0,200,-367.813799211,,100
-369.308572611,1042.06579273,3.35753e-07,-442.818,0.997142,1.25849,0.005,-369.308572611,1.01285,1042.06579273,35.3095,0.2,197.46185282,0.00316114,500.0,-367.609,0.00631046,1,197.362689345,0.63042,200,-369.308572611,0.0133535,100
-365.062377633,1074.26521318,3.50449e-18,-456.239,1.0,1.0,0.01,-365.062377633,1.0,1074.26521318,32.6117,0.2,200.0,0.01,500.0,-365.062,0.01,2,100.0,1.0,200,-365.062377633,,100
-377.542387533,1618.9134746,6.26734e-07,-440.263,1.01369,1.85597,0.005,-377.542387533,1.02148,1618.9134746,37.5902,0.2,195.794801474,0.00332152,500.0,-369.877,0.00915455,1,195.132583787,0.673397,200,-377.542387533,0.0257603,100
-365.188149499,978.892505879,3.50449e-18,-457.056,1.0,1.0,0.01,-365.188149499,1.0,978.892505879,31.1304,0.2,200.0,0.01,500.0,-365.188,0.01,2,100.0,1.0,200,-365.188149499,,100
-370.191397553,1721.71185889,6.42212e-07,-439.241,0.984795,1.2689,0.005,-370.191397553,1.01989,1721.71185889,35.8166,0.2,196.099818046,0.0026043,500.0,-366.261,0.00644248,1,195.015396583,0.512939,200,-370.191397553,0.0249132,100
-365.409508516,1172.5296938,3.50449e-18,-457.595,1.0,1.0,0.01,-365.409508516,1.0,1172.5296938,34.0706,0.2,200.0,0.01,500.0,-365.409,0.01,2,100.0,1.0,200,-365.409508516,,100
-368.708299827,1243.00004811,1.3141e-06,-430.772,0.985457,1.59229,0.005,-368.708299827,1.04598,1243.00004811,33.9244,0.2,191.207638998,0.00193744,500.0,-364.105,0.00807892,1,190.059571756,0.381853,200,-368.708299827,0.0510464,100
-374.369049017,1588.41302812,3.50449e-18,-466.464,1.0,1.0,0.01,-374.369049017,1.0,1588.41302812,39.6551,0.2,200.0,0.01,500.0,-374.369,0.01,2,100.0,1.0,200,-374.369049017,,100
-367.291472472,1169.7445237,4.61421e-07,-438.043,0.999855,1.3589,0.005,-367.291472472,1.01983,1169.7445237,37.4345,0.2,196.111439706,0.00304701,500.0,-369.524,0.0067955,1,196.393389767,0.609313,200,-367.291472472,0.0184515,100
-366.567978016,785.062695555,3.50449e-18,-457.253,1.0,1.0,0.01,-366.567978016,1.0,785.062695555,27.8785,0.2,200.0,0.01,500.0,-366.568,0.01,2,100.0,1.0,200,-366.567978016,,100
-369.002021905,1235.48654115,5.204e-07,-432.348,1.00063,1.31048,0.005,-369.002021905,1.01985,1235.48654115,31.7701,0.2,196.107428129,0.00312046,500.0,-366.606,0.00654827,1,195.94169344,0.624488,200,-369.002021905,0.0208424,100
-368.555686148,1391.7888535,3.50449e-18,-463.375,1.0,1.0,0.01,-368.555686148,1.0,1391.7888535,37.1197,0.2,200.0,0.01,500.0,-368.556,0.01,2,100.0,1.0,200,-368.555686148,,100
-370.851814782,1481.48443537,7.19943e-07,-435.891,0.988301,1.31851,0.005,-370.851814782,1.02698,1481.48443537,37.5461,0.2,194.746045233,0.00228097,500.0,-367.945,0.00667057,1,194.428936023,0.450857,200,-370.851814782,0.0281278,100
-363.706873201,1020.21283623,3.50449e-18,-451.364,1.0,1.0,0.01,-363.706873201,1.0,1020.21283623,31.7807,0.2,200.0,0.01,500.0,-363.707,0.01,2,100.0,1.0,200,-363.706873201,,100
-364.977648554,1576.7268958,6.92204e-07,-431.703,0.990207,1.45475,0.005,-364.977648554,1.02496,1576.7268958,36.8569,0.2,195.130420624,0.00252747,500.0,-362.675,0.00734568,1,194.637712614,0.500543,200,-364.977648554,0.0271485,100
-362.449859666,1139.96111826,3.50449e-18,-456.704,1.0,1.0,0.01,-362.449859666,1.0,1139.96111826,33.5941,0.2,200.0,0.01,500.0,-362.45,0.01,2,100.0,1.0,200,-362.449859666,,100
-365.493965981,1417.87209332,6.0643e-07,-435.9,1.01506,1.47471,0.005,-365.493965981,1.02499,1417.87209332,35.3545,0.2,195.124769734,0.00344402,500.0,-362.202,0.00726414,1,195.286572553,0.699177,200,-365.493965981,0.0249933,100
-357.395069631,999.504875423,3.50449e-18,-444.23,1.0,1.0,0.01,-357.395069631,1.0,999.504875423,31.4565,0.2,200.0,0.01,500.0,-357.395,0.01,2,100.0,1.0,200,-357.395069631,,100
-362.158485944,1187.15684899,6.46076e-07,-426.438,0.988737,1.39863,0.005,-362.158485944,1.02239,1187.15684899,32.6658,0.2,195.620681027,0.00237671,500.0,-358.327,0.00707279,1,194.986127742,0.469989,200,-362.158485944,0.0252642,100
-362.310297321,1008.81785432,3.50449e-18,-450.832,1.0,1.0,0.01,-362.310297321,1.0,1008.81785432,31.6027,0.2,200.0,0.01,500.0,-362.31,0.01,2,100.0,1.0,200,-362.310297321,,100
-360.830309224,771.766200943,1.04318e-06,-422.878,1.02023,1.48483,0.005,-360.830309224,1.03748,771.766200943,29.1265,0.2,192.774646042,0.00174508,500.0,-359.121,0.00727691,1,192.027307547,0.356078,200,-360.830309224,0.0434329,100
-364.119820059,1162.82879888,3.50449e-18,-454.832,1.0,1.0,0.01,-364.119820059,1.0,1162.82879888,33.9293,0.2,200.0,0.01,500.0,-364.12,0.01,2,100.0,1.0,200,-364.119820059,,100
-361.421573432,1225.01500999,4.6185e-07,-431.468,0.999003,1.27476,0.005,-361.421573432,1.0181,1225.01500999,34.0899,0.2,196.444927689,0.00320679,500.0,-361.55,0.00638018,1,196.390073683,0.640719,200,-361.421573432,0.0184372,100
-366.538755238,1247.01562458,3.50449e-18,-455.782,1.0,1.0,0.01,-366.538755238,1.0,1247.01562458,35.1361,0.2,200.0,0.01,500.0,-366.539,0.01,2,100.0,1.0,200,-366.538755238,,100
-360.882413889,1175.92770563,4.07221e-07,-430.451,1.01224,1.24619,0.005,-360.882413889,1.01898,1175.92770563,34.3165,0.2,196.274517328,0.00326503,500.0,-362.459,0.0061556,1,196.810213576,0.660999,200,-360.882413889,0.01669,100
-359.991209666,1063.1649493,3.50449e-18,-449.239,1.0,1.0,0.01,-359.991209666,1.0,1063.1649493,32.4428,0.2,200.0,0.01,500.0,-359.991,0.01,2,100.0,1.0,200,-359.991209666,,100
-364.268077727,1558.50442064,1.21458e-06,-436.853,0.977655,1.45798,0.005,-364.268077727,1.03552,1558.50442064,34.7277,0.2,193.140331331,0.00221969,500.0,-359.332,0.00745653,1,190.777740631,0.434018,200,-364.268077727,0.0464361,100
-359.235229272,959.726852901,3.50449e-18,-450.059,1.0,1.0,0.01,-359.235229272,1.0,959.726852901,30.8242,0.2,200.0,0.01,500.0,-359.235,0.01,2,100.0,1.0,200,-359.235229272,,100
-358.2692468,1073.01847369,3.67974e-07,-422.751,0.987568,1.45071,0.005,-358.2692468,1.01431,1073.01847369,31.4633,0.2,197.177774448,0.00366776,500.0,-357.807,0.00734485,1,197.113125156,0.724433,200,-358.2692468,0.0143553,100
-362.219123654,1192.84768109,3.50449e-18,-451.326,1.0,1.0,0.01,-362.219123654,1.0,1192.84768109,34.3645,0.2,200.0,0.01,500.0,-362.219,0.01,2,100.0,1.0,200,-362.219123654,,100
-357.228267504,1162.90469134,7.66923e-07,-424.587,1.00883,1.36842,0.005,-357.228267504,1.02762,1162.90469134,33.1753,0.2,194.625202531,0.00251997,500.0,-357.89,0.00678226,1,194.076059492,0.508443,200,-357.228267504,0.0312208,100
-358.868123409,1246.30532368,3.50449e-18,-455.737,1.0,1.0,0.01,-358.868123409,1.0,1246.30532368,35.1261,0.2,200.0,0.01,500.0,-358.868,0.01,2,100.0,1.0,200,-358.868123409,,100
-358.729048114,1223.05202928,7.09701e-07,-426.517,1.00484,1.53412,0.005,-358.729048114,1.0226,1223.05202928,34.1035,0.2,195.580385511,0.00290231,500.0,-357.251,0.00763369,1,194.50594556,0.583269,200,-358.729048114,0.0286633,100
-356.203069428,1301.83391678,3.50449e-18,-454.274,1.0,1.0,0.01,-356.203069428,1.0,1301.83391678,35.9001,0.2,200.0,0.01,500.0,-356.203,0.01,2,100.0,1.0,200,-356.203069428,,100
-356.659950269,1183.04599366,5.37163e-07,-425.16,0.992077,1.46149,0.005,-356.659950269,1.01895,1183.04599366,35.9612,0.2,196.280648348,0.00269145,500.0,-355.16,0.00736583,1,195.813687008,0.534025,200,-356.659950269,0.0211474,100
-358.203222861,1079.66683812,3.50449e-18,-447.71,1.0,1.0,0.01,-358.203222861,1.0,1079.66683812,32.6936,0.2,200.0,0.01,500.0,-358.203,0.01,2,100.0,1.0,200,-358.203222861,,100
-357.838544964,1175.13818406,2.81672e-07,-424.439,0.984649,1.26216,0.005,-357.838544964,1.00998,1175.13818406,33.3556,0.2,198.022912385,0.00281753,500.0,-357.369,0.00640917,1,197.7826604,0.554857,200,-357.838544964,0.0109236,100
-358.023869971,1231.99584541,3.50449e-18,-450.663,1.0,1.0,0.01,-358.023869971,1.0,1231.99584541,34.9239,0.2,200.0,0.01,500.0,-358.024,0.01,2,100.0,1.0,200,-358.023869971,,100
-355.404648318,1210.61440191,4.77571e-07,-421.701,0.988565,1.21832,0.005,-355.404648318,1.0158,1210.61440191,34.2015,0.2,196.88959057,0.00320792,500.0,-355.68,0.00616207,1,196.269436266,0.634248,200,-355.404648318,0.0186684,100
-355.676574525,1007.06806289,3.50449e-18,-459.564,1.0,1.0,0.01,-355.676574525,1.0,1007.06806289,31.5753,0.2,200.0,0.01,500.0,-355.677,0.01,2,100.0,1.0,200,-355.676574525,,100
-353.863629442,1228.54443899,8.53775e-07,-427.004,1.00353,1.36963,0.005,-353.863629442,1.03583,1228.54443899,30.7457,0.2,193.08156138,0.00211506,500.0,-352.24,0.00682404,1,193.427300903,0.424505,200,-353.863629442,0.0343926,100
-358.136479808,1094.82665776,3.50449e-18,-446.319,1.0,1.0,0.01,-358.136479808,1.0,1094.82665776,32.9223,0.2,200.0,0.01,500.0,-358.136,0.01,2,100.0,1.0,200,-358.136479808,,100
-350.619204582,1297.62762929,6.43862e-07,-416.009,1.00989,1.39927,0.005,-350.619204582,1.02324,1297.62762929,34.4499,0.2,195.458323304,0.00266169,500.0,-352.935,0.00692783,1,195.002942767,0.537603,200,-350.619204582,0.0262665,100
-353.470565521,1081.91176936,3.50449e-18,-441.918,1.0,1.0,0.01,-353.470565521,1.0,1081.91176936,32.7276,0.2,200.0,0.01,500.0,-353.471,0.01,2,100.0,1.0,200,-353.470565521,,100
-358.319251162,1586.74871313,1.20128e-06,-429.21,1.01069,1.60228,0.005,-358.319251162,1.04247,1586.74871313,34.9602,0.2,191.851148205,0.00189681,500.0,-352.714,0.00792666,1,190.874065046,0.383417,200,-358.319251162,0.049084,100
-353.580306781,1192.81551019,3.50449e-18,-453.067,1.0,1.0,0.01,-353.580306781,1.0,1192.81551019,34.364,0.2,200.0,0.01,500.0,-353.58,0.01,2,100.0,1.0,200,-353.580306781,,100
-355.695056001,1189.63915352,6.38578e-07,-424.107,1.00319,1.73457,0.005,-355.695056001,1.02507,1189.63915352,34.7242,0.2,195.109543463,0.00253388,500.0,-352.884,0.00864529,1,195.042901634,0.508392,200,-355.695056001,0.0257063,100
-355.776362961,1071.5737122,3.50449e-18,-446.217,1.0,1.0,0.01,-355.776362961,1.0,1071.5737122,32.5708,0.2,200.0,0.01,500.0,-355.776,0.01,2,100.0,1.0,200,-355.776362961,,100
-357.543024911,1143.05674185,5.78113e-07,-419.805,1.0045,1.47557,0.005,-357.543024911,1.02319,1143.05674185,32.8597,0.2,195.468069921,0.00246456,500.0,-355.117,0.0073448,1,195.501771102,0.495131,200,-357.543024911,0.0233332,100
-346.865792968,1111.91462047,3.50449e-18,-436.685,1.0,1.0,0.01,-346.865792968,1.0,1111.91462047,33.1782,0.2,200.0,0.01,500.0,-346.866,0.01,2,100.0,1.0,200,-346.865792968,,100
-355.000861428,1413.91237669,5.45923e-07,-413.778,1.01851,1.57114,0.005,-355.000861428,1.02165,1413.91237669,36.1897,0.2,195.762702767,0.00324012,500.0,-349.582,0.00771293,1,195.746826203,0.66002,200,-355.000861428,0.0226529,100
-357.472817489,1363.45108336,3.50449e-18,-455.237,1.0,1.0,0.01,-357.472817489,1.0,1363.45108336,36.7398,0.2,200.0,0.01,500.0,-357.473,0.01,2,100.0,1.0,200,-357.472817489,,100
-354.31782332,1051.06480989,5.08304e-07,-424.369,1.00158,1.36953,0.005,-354.31782332,1.01876,1051.06480989,33.802,0.2,196.316408784,0.00307607,500.0,-354.594,0.00683686,1,196.034112059,0.616187,200,-354.31782332,0.0203965,100
-354.284989179,1247.93946127,3.50449e-18,-454.868,1.0,1.0,0.01,-354.284989179,1.0,1247.93946127,35.1491,0.2,200.0,0.01,500.0,-354.285,0.01,2,100.0,1.0,200,-354.284989179,,100
-349.109482014,1316.39657185,4.35851e-07,-422.226,1.01892,1.56855,0.005,-349.109482014,1.01736,1316.39657185,35.6457,0.2,196.586928339,0.00339032,500.0,-350.488,0.00769712,1,196.589850502,0.690894,200,-349.109482014,0.0181001,100
-351.081445557,1064.72176945,3.50449e-18,-437.819,1.0,1.0,0.01,-351.081445557,1.0,1064.72176945,32.4665,0.2,200.0,0.01,500.0,-351.081,0.01,2,100.0,1.0,200,-351.081445557,,100
-355.012510511,1268.26457463,9.20828e-07,-415.29,0.992563,2.14797,0.005,-355.012510511,1.02894,1268.26457463,34.0682,0.2,194.374192556,0.00218313,500.0,-351.266,0.0108203,1,192.929331355,0.433379,200,-355.012510511,0.0362873,100
