BatchSize,Bound,VarNormIw,VarDiscRet,AvgVanillaIw,MinVanillaIw,VarVanillaIw,VarRet,AvgRet,AvgEpLen,MaxVanillaIw,AvgDiscRet,AvgNormIw,ESSRenyi,VanillaAvgRet,MaxNormIw,J,eRenyi2,VarJ,ESSClassic,MinNormIw
100,665.9195,0.0072507793,49172.39209890277,1.2987442,,122.30151,49172.39209890277,130.6413730345594,14.07,110.62264,130.6413730345594,0.010000003,2.9414239847506987,130.6413730345594,0.8517662,1529.5686,33.99714,2068.0796,1.3739528376201566,
100,3003.7964,0.0044735055,713825.7143406658,0.72461265,3.2367902e-25,23.488745,713825.7143406658,449.1504151513381,45.9,37.353592,449.1504151513381,0.010000002,5.701248398628059,449.1504151513381,0.5154974,4766.148,17.540018,1728.3174,2.2081045910612995,4.466925e-27
100,3758.984,0.00070857466,3932437.2472843677,1.2925453,9.268565e-20,11.837968,3932437.2472843677,1877.7584173903078,188.54,20.935957,1877.7584173903078,0.01,16.92859693090719,1877.7584173903078,0.16197464,4781.7495,5.907164,932.30774,12.47678049188368,7.1707855e-22
100,4393.204,7.533316e-05,2072576.1483187901,1.0856236,2.1315603e-09,0.8878606,2072576.1483187901,4186.563457850706,418.95,3.0292492,4186.563457850706,0.01,56.21222342297041,4186.563457850706,0.02790331,4954.473,1.7789725,143.73524,57.280381373591965,1.9634431e-11
100,4530.861,1.2129458e-05,225216.9616908177,0.9929702,0.09729332,0.11959523,225216.9616908177,4918.479943835887,491.89,1.525129,4918.479943835887,0.01,91.29987647982857,4918.479943835887,0.015359262,4971.265,1.0952917,187.64153,89.27920016139817,0.0009798211
100,4562.238,3.317547e-06,137691.62347511697,1.015372,0.2401594,0.034203265,137691.62347511697,4962.796075444715,496.3,1.2162088,4962.796075444715,0.01,96.26468896927706,4962.796075444715,0.011977962,4991.135,1.0388025,88.01257,96.82007182900843,0.0023652355
100,4537.157,1.6419748e-05,274849.681181913,0.913989,0.041156754,0.13716663,274849.681181913,4890.9868067565885,489.19,1.4959416,4890.9868067565885,0.009999999,90.60569752743653,4890.9868067565885,0.016367173,4979.245,1.1036834,91.69449,86.01741758622269,0.0004502981
100,4568.8403,2.818746e-06,64007.091792078216,1.0040799,0.20424521,0.028417936,64007.091792078216,4974.617376563365,497.48,1.1870493,4974.617376563365,0.01,97.60995130444941,4974.617376563365,0.011822258,4994.7715,1.0244857,51.622963,97.2852061687692,0.0020341529
100,4579.108,3.5044917e-18,0.014937871849058695,1.0,1.0,,0.014937871849058695,4999.918139750185,500.0,1.0,4999.918139750185,0.009999998,100.0,4999.918139750185,0.01,4999.9185,1.0,0.12159939,100.0,0.01
100,4579.106,3.5044917e-18,0.016178390619924297,1.0,1.0,,0.016178390619924297,4999.9164444677235,500.0,1.0,4999.9164444677235,0.009999998,100.0,4999.9164444677235,0.01,4999.9165,1.0,0.12656426,100.0,0.01
100,4563.7783,4.8726506e-06,239121.60895101484,1.0148463,0.14178412,0.050184064,239121.60895101484,4951.0127494370345,495.12,1.2434484,4951.0127494370345,0.01,96.08401266686772,4951.0127494370345,0.012252578,4993.0786,1.0407559,68.58008,95.3980817922385,0.0013970993
100,4571.354,1.0305698e-06,9453.719292054242,0.9918471,0.6347444,0.010138339,9453.719292054242,4990.187361715826,499.04,1.1206305,4990.187361715826,0.010000002,99.27719181891203,4990.187361715826,0.01129842,4993.694,1.0072807,62.140453,98.99003775232859,0.00639962
100,4579.111,3.5044917e-18,0.008704587886030795,1.0,1.0,,0.008704587886030795,4999.92081623417,500.0,1.0,4999.92081623417,0.009999998,100.0,4999.92081623417,0.01,4999.9214,1.0,0.09280626,100.0,0.01
100,4579.0996,1.2500487e-11,0.007830815351765667,1.0000055,0.9984309,1.2500756e-07,0.007830815351765667,4999.909898254906,500.0,1.0004132,4999.909898254906,0.01,100.0,4999.909898254906,0.010004077,4999.91,1.0,0.08798844,99.99997329727117,0.009984254
100,4579.113,3.5044917e-18,0.005693477241915389,1.0,1.0,,0.005693477241915389,4999.92312092463,500.0,1.0,4999.92312092463,0.009999998,100.0,4999.92312092463,0.01,4999.9233,1.0,0.075087585,100.0,0.01
100,4579.1006,1.0361147e-10,0.016304431263764095,0.99991196,0.9963473,1.0359463e-06,0.016304431263764095,4999.910804871966,500.0,1.0014511,4999.910804871966,0.01,99.99995231630692,4999.910804871966,0.010015393,4999.911,1.0000005,0.12684399,99.99988173407715,0.009964351
100,4579.1245,1.1104941e-11,0.0066129947528909645,1.0000153,0.99867135,1.1105397e-07,0.0066129947528909645,4999.934323627239,500.0,1.0005682,4999.934323627239,0.01,100.0,4999.934323627239,0.010005529,4999.935,1.0,0.080893606,99.99998092680744,0.009986561
100,4579.091,5.1270364e-12,0.02006451766598268,0.9999681,0.999151,5.1266493e-08,0.02006451766598268,4999.900797402932,500.0,1.0002644,4999.900797402932,0.01,100.0,4999.900797402932,0.010002963,4999.9014,1.0,0.14090447,99.99999237036259,0.009991828
100,4579.0977,3.5044917e-18,0.01634492685404156,1.0,1.0,,0.01634492685404156,4999.907591551984,500.0,1.0,4999.907591551984,0.009999998,100.0,4999.907591551984,0.01,4999.908,1.0,0.1272239,100.0,0.01
100,4579.1157,1.3546063e-10,0.005272737970956239,1.0001175,0.9962933,1.3549299e-06,0.005272737970956239,4999.9258140823395,500.0,1.0054027,4999.9258140823395,0.010000002,99.99995231630692,4999.9258140823395,0.010052845,4999.9263,1.0000005,0.0722096,99.99982454478479,0.0099617615
100,4579.1226,3.5044917e-18,0.005168009485923824,1.0,1.0,,0.005168009485923824,4999.932818260812,500.0,1.0,4999.932818260812,0.009999998,100.0,4999.932818260812,0.01,4999.933,1.0,0.07154521,100.0,0.01
100,4564.117,2.946494e-06,61064.71136518353,1.0073836,0.3941155,0.029901667,61064.71136518353,4975.216435914393,497.54,1.2585514,4975.216435914393,0.01,97.51279036083628,4975.216435914393,0.012493269,4990.2607,1.0255065,96.796326,97.16564087500578,0.0039122687
100,4579.105,3.5044917e-18,0.006320690878181642,1.0,1.0,,0.006320690878181642,4999.9156064675435,500.0,1.0,4999.9156064675435,0.009999998,100.0,4999.9156064675435,0.01,4999.9155,1.0,0.07908509,100.0,0.01
100,4571.4956,1.8713844e-06,23743.85355613031,0.996382,0.28002137,0.01857867,23743.85355613031,4984.487869667801,498.47,1.1588157,4984.487869667801,0.010000002,98.4687736455245,4984.487869667801,0.011630236,4995.5654,1.0155504,43.404293,98.1810123606052,0.0028103816
100,4567.278,3.152605e-06,66099.64775510381,0.99425745,0.2515508,0.031165006,66099.64775510381,4974.229659610939,497.44,1.210084,4974.229659610939,0.01,97.50587631413586,4974.229659610939,0.012170731,4993.4365,1.0255792,65.21751,96.97335694351993,0.002530037
100,4579.119,3.5044917e-18,0.005485033601167605,1.0,1.0,,0.005485033601167605,4999.929198774838,500.0,1.0,4999.929198774838,0.009999998,100.0,4999.929198774838,0.01,4999.9297,1.0,0.07367705,100.0,0.01
100,4579.122,4.215592e-11,0.0060512640432696056,0.9999711,0.99724054,4.2153323e-07,0.0060512640432696056,4999.932208199891,500.0,1.0015944,4999.932208199891,0.01,99.99998807907247,4999.932208199891,0.010016234,4999.9326,1.0000001,0.07734563,99.99995803712991,0.009972693
100,4565.7036,3.4762345e-06,70819.65248751699,0.99116755,0.28744194,0.034150977,70819.65248751699,4973.308629793382,497.35,1.2036793,4973.308629793382,0.010000002,97.34687487887645,4973.308629793382,0.012144055,4992.21,1.0272543,77.35138,96.67301823039024,0.002900034
100,4579.1226,1.3393013e-10,0.004006237359088152,1.0000563,0.99628806,1.3394472e-06,0.004006237359088152,4999.9325276203535,500.0,1.0020883,4999.9325276203535,0.01,99.99988079085256,4999.9325276203535,0.010020318,4999.9336,1.0000012,0.062917,99.9998550498229,0.009962319
100,4565.4272,3.4693655e-06,177257.78559695336,1.0072547,0.15129675,0.035198867,177257.78559695336,4957.827220348288,495.8,1.249927,4957.827220348288,0.01,96.58843470718543,4957.827220348288,0.012409245,4993.605,1.0353206,63.471706,96.67938120986547,0.0015020705
100,4579.1206,3.5044917e-18,0.004725334755645426,1.0,1.0,,0.004725334755645426,4999.93163392526,500.0,1.0,4999.93163392526,0.009999998,100.0,4999.93163392526,0.01,4999.931,1.0,0.068385474,100.0,0.01
100,4579.1274,6.3954016e-11,0.00481696138913164,1.0000523,0.9980063,6.3960715e-07,0.00481696138913164,4999.937398870444,500.0,1.0013927,4999.937398870444,0.01,99.99995231630692,4999.937398870444,0.010013403,4999.938,1.0000005,0.069008194,99.99993896806596,0.0099795405
100,4579.1216,1.2493886e-12,0.00518662131325656,0.99999124,0.99952865,1.2492528e-08,0.00518662131325656,4999.931709338264,500.0,1.0002024,4999.931709338264,0.01,100.0,4999.931709338264,0.010002112,4999.932,1.0,0.071656585,100.0000190736564,0.009995374
100,4579.1133,3.5044917e-18,0.004867061810538222,1.0,1.0,,0.004867061810538222,4999.9233544552135,500.0,1.0,4999.9233544552135,0.009999998,100.0,4999.9233544552135,0.01,4999.924,1.0,0.0694173,100.0,0.01
100,4579.1177,3.5044917e-18,0.0037948078991241023,1.0,1.0,,0.0037948078991241023,4999.92811734966,500.0,1.0,4999.92811734966,0.009999998,100.0,4999.92811734966,0.01,4999.928,1.0,0.06128461,100.0,0.01
100,4579.126,3.7243764e-11,0.004900224663153703,0.99997497,0.99806887,3.7241102e-07,0.004900224663153703,4999.936293873838,500.0,1.001635,4999.936293873838,0.01,99.99998807907247,4999.936293873838,0.010016601,4999.9365,1.0000001,0.0696494,99.99995422250298,0.009980938
100,4579.1245,2.0248005e-11,0.005054465436255199,0.99999243,0.9986068,2.0247954e-07,0.005054465436255199,4999.9351656275585,500.0,1.0011182,4999.9351656275585,0.01,99.99998807907247,4999.9351656275585,0.010011258,4999.935,1.0000001,0.07071697,99.99997711164745,0.009986144
100,4579.122,3.5044917e-18,0.004390091578889765,1.0,1.0,,0.004390091578889765,4999.932395799712,500.0,1.0,4999.932395799712,0.009999998,100.0,4999.932395799712,0.01,4999.9326,1.0,0.065929994,100.0,0.01
100,4579.1206,3.5044917e-18,0.0048410990148101485,1.0,1.0,,0.0048410990148101485,4999.931136406406,500.0,1.0,4999.931136406406,0.009999998,100.0,4999.931136406406,0.01,4999.931,1.0,0.069239214,100.0,0.01
100,4579.118,3.5044917e-18,0.006546300445194319,1.0,1.0,,0.006546300445194319,4999.928617854516,500.0,1.0,4999.928617854516,0.009999998,100.0,4999.928617854516,0.01,4999.9287,1.0,0.08048318,100.0,0.01
100,4579.1235,1.8298486e-10,0.005536722815542573,0.9998667,0.9944213,1.8293645e-06,0.005536722815542573,4999.933181384845,500.0,1.001621,4999.933181384845,0.01,99.99992847447743,4999.933181384845,0.010017545,4999.934,1.0000007,0.0739493,99.99981687037422,0.009945539
100,4579.1016,3.5044917e-18,0.03236398911749564,1.0,1.0,,0.03236398911749564,4999.912095317227,500.0,1.0,4999.912095317227,0.009999998,100.0,4999.912095317227,0.01,4999.912,1.0,0.1790167,100.0,0.01
100,4579.112,2.2988094e-12,0.013453598272975457,0.9999946,0.9994171,2.2988923e-08,0.013453598272975457,4999.922289143882,500.0,1.0002095,4999.922289143882,0.01,100.0,4999.922289143882,0.010002148,4999.9224,1.0,0.11537261,99.99998474113004,0.009994226
100,4579.1304,3.5044917e-18,0.0027256799327011723,1.0,1.0,,0.0027256799327011723,4999.941137637377,500.0,1.0,4999.941137637377,0.009999998,100.0,4999.941137637377,0.01,4999.941,1.0,0.05194615,100.0,0.01
100,4579.114,3.5044917e-18,0.007559803748835715,1.0,1.0,,0.007559803748835715,4999.9241062759775,500.0,1.0,4999.9241062759775,0.009999998,100.0,4999.9241062759775,0.01,4999.9243,1.0,0.086500734,100.0,0.01
100,4579.115,3.5044917e-18,0.007407984546951146,1.0,1.0,,0.007407984546951146,4999.9258959252875,500.0,1.0,4999.9258959252875,0.009999998,100.0,4999.9258959252875,0.01,4999.926,1.0,0.085644014,100.0,0.01
100,4579.1274,3.5044917e-18,0.003853936017808272,1.0,1.0,,0.003853936017808272,4999.9376179634755,500.0,1.0,4999.9376179634755,0.009999998,100.0,4999.9376179634755,0.01,4999.938,1.0,0.0617747,100.0,0.01
100,4579.135,3.5044917e-18,0.0039114130518380355,1.0,1.0,,0.0039114130518380355,4999.945440694919,500.0,1.0,4999.945440694919,0.009999998,100.0,4999.945440694919,0.01,4999.9453,1.0,0.06224569,100.0,0.01
100,4579.1235,3.5044917e-18,0.00667430891119676,1.0,1.0,,0.00667430891119676,4999.934463297635,500.0,1.0,4999.934463297635,0.009999998,100.0,4999.934463297635,0.01,4999.934,1.0,0.08126807,100.0,0.01
100,4579.1265,3.5044917e-18,0.004110148013812262,1.0,1.0,,0.004110148013812262,4999.937398813217,500.0,1.0,4999.937398813217,0.009999998,100.0,4999.937398813217,0.01,4999.937,1.0,0.0637697,100.0,0.01
100,4579.1265,3.5044917e-18,0.004335637956378068,1.0,1.0,,0.004335637956378068,4999.937221417041,500.0,1.0,4999.937221417041,0.009999998,100.0,4999.937221417041,0.01,4999.937,1.0,0.06551071,100.0,0.01
100,4579.1206,1.4508746e-10,0.004428214533886356,1.0002205,0.9976247,1.4515055e-06,0.004428214533886356,4999.931182232958,500.0,1.0050516,4999.931182232958,0.01,99.9997019776643,4999.931182232958,0.010048301,4999.9316,1.000003,0.066181034,99.99984744592054,0.009974048
100,4579.1235,5.167214e-11,0.0066411262121978225,0.9999507,0.99495447,5.166722e-07,0.0066411262121978225,4999.933900225376,500.0,1.0008768,4999.933900225376,0.01,99.99998807907247,4999.933900225376,0.010009261,4999.934,1.0000001,0.08096706,99.99994659162739,0.009950035
100,4577.7334,1.4241952e-07,256.0057858284289,0.99816966,0.7510983,0.0014189861,256.0057858284289,4998.331624005518,499.85,1.0248376,4998.331624005518,0.01,99.91252927601302,4998.331624005518,0.010267169,4998.728,1.0008755,12.009454,99.85918958017261,0.007524756
100,4579.105,8.054228e-11,0.006045554714389321,0.9998659,0.997727,8.052082e-07,0.006045554714389321,4999.9148487701095,500.0,1.002082,4999.9148487701095,0.010000002,99.99994039539075,4999.9148487701095,0.010022164,4999.9155,1.0000006,0.077327274,99.99991606545528,0.009978608
100,4579.1245,3.5044917e-18,0.0044805714286712305,1.0,1.0,,0.0044805714286712305,4999.934605334319,500.0,1.0,4999.934605334319,0.009999998,100.0,4999.934605334319,0.01,4999.935,1.0,0.066619195,100.0,0.01
100,4579.129,3.5044917e-18,0.003384886706884963,1.0,1.0,,0.003384886706884963,4999.939811782789,500.0,1.0,4999.939811782789,0.009999998,100.0,4999.939811782789,0.01,4999.9395,1.0,0.057898153,100.0,0.01
100,4579.122,3.3837024e-12,0.004383251144180111,0.9999943,0.99937505,3.3837e-08,0.004383251144180111,4999.932103142728,500.0,1.0004282,4999.932103142728,0.010000002,100.0,4999.932103142728,0.010004339,4999.9326,1.0,0.065862216,99.99998092640726,0.009993807
100,4579.116,3.5044917e-18,0.008890999093239538,1.0,1.0,,0.008890999093239538,4999.926836143977,500.0,1.0,4999.926836143977,0.009999998,100.0,4999.926836143977,0.01,4999.927,1.0,0.09380295,100.0,0.01
100,4579.1406,1.8411567e-10,0.0036881490993060434,1.0002208,0.9976698,1.8419693e-06,0.0036881490993060434,4999.950573928025,500.0,1.0048584,4999.950573928025,0.01,99.99989271175451,4999.950573928025,0.010046367,4999.951,1.0000011,0.060368165,99.99981693518842,0.009974496
100,4579.126,5.4031987e-12,0.004045178610934571,0.9999965,0.9994032,5.403322e-08,0.004045178610934571,4999.935676741669,500.0,1.0007874,4999.935676741669,0.01,100.0,4999.935676741669,0.010007909,4999.9365,1.0,0.06330741,100.00000381471077,0.009994067
100,4579.133,9.328814e-11,0.003399377960599433,1.0000756,0.9968302,9.330277e-07,0.003399377960599433,4999.943364205095,500.0,1.001902,4999.943364205095,0.009999999,99.99990463265931,4999.943364205095,0.010018262,4999.9434,1.000001,0.05795848,99.99990082544319,0.009967549
100,4579.122,1.24814785e-11,0.00717536941419445,0.9999444,0.9982358,1.2479912e-07,0.00717536941419445,4999.9319321251605,500.0,1.0004276,4999.9319321251605,0.01,100.0,4999.9319321251605,0.010004832,4999.9326,1.0,0.08421201,99.99997711054726,0.009982914
100,4579.117,1.333422e-11,0.004465000708002421,1.0000137,0.9990287,1.3334615e-07,0.004465000708002421,4999.927102409844,500.0,1.0006204,4999.927102409844,0.01,99.99998807907247,4999.927102409844,0.010006067,4999.9277,1.0000001,0.06648352,99.99998474142106,0.00999015
100,4579.1177,3.5044917e-18,0.004194524937944664,1.0,1.0,,0.004194524937944664,4999.928178936972,500.0,1.0,4999.928178936972,0.009999998,100.0,4999.928178936972,0.01,4999.928,1.0,0.064451165,100.0,0.01
100,4579.1206,1.9438188e-12,0.005035673699780331,0.99999756,0.99944675,1.943834e-08,0.005035673699780331,4999.930621137955,500.0,1.0002733,4999.930621137955,0.009999999,100.0,4999.930621137955,0.010002758,4999.931,1.0,0.07059422,100.00000762941359,0.009994492
100,4579.1133,3.1449305e-12,0.007251900512705837,0.9999679,0.99911314,3.1448764e-08,0.007251900512705837,4999.9231975770535,500.0,1.0001771,4999.9231975770535,0.01,100.0,4999.9231975770535,0.010002092,4999.924,1.0,0.08473194,99.99998474072255,0.009991452
100,4579.1294,3.5044917e-18,0.0038208508705853315,1.0,1.0,,0.0038208508705853315,4999.940095124208,500.0,1.0,4999.940095124208,0.009999998,100.0,4999.940095124208,0.01,4999.94,1.0,0.061494116,100.0,0.01
100,4579.108,2.0760732e-11,0.015698404137267176,0.9999534,0.99767125,2.0759224e-07,0.015698404137267176,4999.918170884475,500.0,1.000573,4999.918170884475,0.01,100.0,4999.918170884475,0.010006197,4999.9185,1.0,0.124463744,99.99998474050135,0.009977178
100,4533.8896,1.6380146e-06,249993.35461092083,0.98293227,0.73590064,0.015825776,249993.35461092083,4949.934170947803,495.01,1.3181977,4949.934170947803,0.010000002,98.15559717232208,4949.934170947803,0.01341087,4958.6353,1.0187906,411.67722,98.40422712688355,0.007486789
100,4579.135,3.5044917e-18,0.003771551113518211,1.0,1.0,,0.003771551113518211,4999.944806153923,500.0,1.0,4999.944806153923,0.009999998,100.0,4999.944806153923,0.01,4999.9453,1.0,0.061106287,100.0,0.01
100,4575.326,5.253661e-07,2600.765271476819,1.0011576,0.5720573,0.0052658324,2600.765271476819,4994.827910417745,499.5,1.0887145,4994.827910417745,0.009999999,99.58440650665938,4994.827910417745,0.010874555,4997.0137,1.0041733,29.119852,99.48260205223738,0.0057139583
100,4579.1206,3.5044917e-18,0.010116364309779696,1.0,1.0,,0.010116364309779696,4999.931218127478,500.0,1.0,4999.931218127478,0.009999998,100.0,4999.931218127478,0.01,4999.931,1.0,0.10007786,100.0,0.01
100,4579.1284,3.5044917e-18,0.003736912354875576,1.0,1.0,,0.003736912354875576,4999.938575904196,500.0,1.0,4999.938575904196,0.009999998,100.0,4999.938575904196,0.01,4999.939,1.0,0.060830396,100.0,0.01
100,4579.1196,3.5044917e-18,0.009196893744915256,1.0,1.0,,0.009196893744915256,4999.9301474687645,500.0,1.0,4999.9301474687645,0.009999998,100.0,4999.9301474687645,0.01,4999.93,1.0,0.09541866,100.0,0.01
100,4579.1235,3.5044917e-18,0.004195839021442651,1.0,1.0,,0.004195839021442651,4999.934698235389,500.0,1.0,4999.934698235389,0.009999998,100.0,4999.934698235389,0.01,4999.934,1.0,0.06445821,100.0,0.01
