AvgRet,ESSRenyi,Bound,VarNormIw,AvgEpLen,VarJ,eRenyi2,J,MinNormIw,AvgNormIw,VarDiscRet,MaxVanillaIw,VarRet,BatchSize,AvgVanillaIw,AvgDiscRet,MinVanillaIw,VarVanillaIw,MaxNormIw,ESSClassic
72.25414295235169,5.635743417677118e-07,3208908.8,0.010000002,8.23,5.746149e-14,177438880.0,77.664955,,0.01,3264.825733248062,4590241.5,3264.8257332480625,100,45902.414,-6.963318810448982e-15,,210703190000.0,1.0,1.0
125.71070013729248,1.487014143407882e-06,14283464.0,0.010000003,13.58,,67248856.0,64.203255,,0.01,3222.4382172998203,22456008.0,3222.4382172998203,100,224560.08,3.836930773104541e-15,,5042723600000.0,1.0,1.0
130.90702249047504,0.0003244767735976494,1877795.0,0.010000002,14.1,1.6862342e-12,308188.47,129.00525,,0.01,3893.8732017037396,1463526.8,3893.8732017037396,100,14635.268,2.842170943040401e-16,,21419106000.0,1.0,1.0
132.2072286988926,0.0006555304337173718,449484.38,0.0100000035,14.23,,152548.22,187.69301,,0.01,3706.699916211897,242765.64,3706.699916211897,100,2427.6565,3.552713678800501e-15,,589351600.0,1.0,1.0
122.60498759011156,7.934509447683876e-07,667408.9,0.010000003,13.27,1.543249e-07,126031736.0,187.28857,,0.01,2870.2771554443348,450836.84,2870.2771554443348,100,4508.3687,-9.947598300641404e-16,,2032539600.0,1.0,1.0
130.10647543395282,1.969024134110926,24.28151,0.0035873372,14.02,485.49414,50.78658,93.20678,1.088276e-30,0.01,2640.468448108426,79.306915,2640.468448108426,100,1.3531327,2.9416469260468145e-14,1.4725819e-28,65.68301,0.58609855,2.738627648079132
127.70830395236288,53.70450692714239,-14.388919,0.0001211361,13.78,72.908264,1.8620411,11.540815,8.731009e-07,0.010000002,2560.893508009158,9.32279,2560.8935080091574,100,0.9643761,2.5153212845907547e-14,8.419976e-05,1.1265914,0.09667173,45.470103377583314
125.10597850567676,80.82947306144493,-10.363552,2.3151875e-05,13.52,63.175774,1.2371725,6.963472,0.0045610336,0.01,2762.6811636020293,3.6089323,2762.6811636020293,100,0.995999,4.6895820560166614e-15,0.4542785,0.22966982,0.036234297,81.35347667125755
124.407770242872,59.72867857455892,-2.5053453,7.740514e-05,13.45,102.14596,1.6742376,16.186373,0.0005337984,0.01,2830.8366582989215,3.5998952,2830.8366582989215,100,0.8913335,2.842170943040401e-16,0.047579244,0.6149648,0.040387746,56.61517683185443
122.80646108766474,100.0,-15.747189,3.780821e-16,13.29,54.226994,1.0,2.2649765e-05,0.009999909,0.01,2970.266647681526,1.000001,2970.266647681526,100,0.9999995,-3.836930773104541e-15,0.99999046,3.8492755e-12,0.010000014,100.00000381469913
126.90586025493184,100.0,-15.402675,2.8308146e-15,13.7,53.582153,1.0,3.20971e-05,0.009999774,0.009999999,2900.043875358961,1.00001,2900.043875358961,100,0.9999997,-9.663381206337363e-15,0.9999771,2.8353526e-11,0.010000103,100.00001525879547
133.00683210833523,100.0,-33.40228,3.5044917e-18,14.31,64.290405,1.0,2.9802322e-08,0.01,0.009999998,4175.006627916271,1.0,4175.006627916271,100,1.0,1.0800249583553523e-14,1.0,,0.01,100.0
136.20573273481364,100.0,-22.19272,3.5044917e-18,14.63,67.75997,1.0,,0.01,0.009999998,4637.793010718677,1.0,4637.793010718678,100,1.0,-1.1368683772161604e-14,1.0,,0.01,100.0
130.00624895763391,100.0,-22.712294,3.5044917e-18,14.01,59.55367,1.0,-1.1920929e-06,0.01,0.009999998,3582.4644992046983,1.0,3582.4644992046983,100,1.0,1.1368683772161604e-14,1.0,,0.01,100.0
133.10592605811868,100.0,-19.929316,3.5044917e-18,14.32,66.073235,1.0,-4.7683716e-07,0.01,0.009999998,4409.7699426145555,1.0,4409.7699426145555,100,1.0,-1.7053025658242404e-14,1.0,,0.01,100.0
131.6062752473113,100.0,-21.736217,3.5044917e-18,14.17,59.312183,1.0,-4.7683716e-07,0.01,0.009999998,3553.469530980936,1.0,3553.469530980936,100,1.0,3.694822225952521e-15,1.0,,0.01,100.0
133.4065916936395,100.0,-27.478647,3.5044917e-18,14.35,68.28421,1.0,-1.3113022e-06,0.01,0.009999998,4709.831402210453,1.0,4709.831402210452,100,1.0,5.115907697472721e-15,1.0,,0.01,100.0
121.70617036243493,100.0,-16.680952,3.5044917e-18,13.18,55.63063,1.0,-5.9604645e-08,0.01,0.009999998,3126.0271618315337,1.0,3126.0271618315337,100,1.0,9.521272659185343e-15,1.0,,0.01,100.0
126.20675283567074,100.0,-16.302,3.5044917e-18,13.63,54.620014,1.0,,0.01,0.009999998,3013.4807482866286,1.0,3013.4807482866277,100,1.0,-1.4921397450962105e-14,1.0,,0.01,100.0
129.9062088519139,100.0,-19.355732,3.5044917e-18,14.0,58.53163,1.0,1.1920929e-07,0.01,0.009999998,3460.5574060335593,1.0,3460.55740603356,100,1.0,-3.083755473198835e-14,1.0,,0.01,100.0
