eRenyi2,VarRet,BatchSize,VarVanillaIw,Bound,MinVanillaIw,MaxNormIw,VarNormIw,VarDiscRet,J,MaxVanillaIw,AvgVanillaIw,ESSRenyi,ESSClassic,AvgEpLen,AvgDiscRet,AvgNormIw,AvgRet,VarJ,MinNormIw
27.651342,3264.8257332480625,100,397.40775,112.04607,5.0413158e-17,0.7222411,0.005358313,3264.825733248062,252.62038,196.69183,2.723354,3.6164609508812937,1.8502316369298024,8.23,-6.963318810448982e-15,0.01,72.25414295235169,495.99033,1.8511422e-19
28.548576,19238.640386795025,100,216.03766,295.03394,6.9508e-10,0.7264981,0.0053576543,19238.64038679502,694.1348,145.8854,2.008063,3.5028016373416957,1.850454122308627,14.24,-2.3305801732931285e-14,0.010000002,132.3215215952724,1479.7462,3.461445e-12
11.465642,101716.48053420281,100,118.28518,92.89902,3.1366015e-13,0.6291043,0.0039573894,101716.48053420278,509.2685,108.76358,1.728864,8.721709627295999,2.4889149937943986,47.89,4.092726157978177e-14,0.010000002,468.7119882646858,1632.2396,1.8142558e-15
35.3072,128126.69866327407,100,104.94673,553.4386,,0.8780634,0.0077175493,128126.69866327407,1225.9438,102.39311,1.1661245,2.8322833891069497,1.2919275317939651,70.53,1.460875864722766e-13,0.01,695.0892846232747,1123.6202,
25.671328,115387.48923188893,100,105.61238,547.9652,6.474075e-22,0.68542486,0.005074767,115387.48923188896,1051.977,98.88017,1.4426113,3.8953965137074955,1.9515925279618267,75.82,-1.3983481039758771e-13,0.010000002,747.9509432372669,1006.93475,4.4877473e-24
26.290182,130364.15518679067,100,1.6718909,436.26028,6.103212e-37,0.9050392,0.008195814,130364.15518679065,940.6759,12.926333,0.14282623,3.803701304453465,1.2174552893819883,87.13,1.0459189070388675e-13,0.01,861.0122272810529,930.4084,4.273173e-38
15.615095,191358.3364395856,100,309.43832,458.86633,,0.73440653,0.005433565,191358.3364395856,1091.3876,175.25935,2.3864079,6.404059604678601,1.8250747007505461,105.83,9.663381206337362e-14,0.010000002,1048.0228786170537,1790.1147,
4.0732417,280468.0935458546,100,31.551281,-84.70413,0.00024239946,0.3737338,0.0014511235,280468.0935458546,352.24637,55.108505,1.474539,24.550470387804932,6.507821215291514,106.78,-1.523403625469655e-13,0.01,1057.476471580478,1706.7952,1.6439e-06
37.60036,324575.08305982157,100,54.717285,1133.2233,,0.92322284,0.008515698,324575.08305982157,2565.0144,74.0046,0.8015898,2.65954894275564,1.1722589328957895,107.58,1.0686562745831906e-13,0.010000003,1065.4859011792885,2045.7168,
25.154226,270110.9035823396,100,49.174732,501.4928,1.8540414e-28,0.7256204,0.0053906525,270110.9035823396,1027.8391,69.30425,0.95510346,3.975475086970721,1.839335738725921,109.33,-1.9326762412674725e-13,0.01,1082.9824941318388,1453.0095,1.9411943e-30
