MinBehavPdf,ReturnStepMax,MeanD2-0,Penalization,VarianceInitializer,ReturnStepMaxmin,EpRewMean,ESSRenyiHarmonic,TimestepsSoFar,LearnableVariance,InitialBound,Bound,WReturnMean,StdIW,InitialReturnMax,MeanEntropy,Epsilon,InitialReturnMean,MaxIW,MinIW,Weights,ReturnMeanIW,EpThisIter,Inner Iteration,OptimizationReturnMin,EmpiricalD2Arithmetic,Iteration,InitialReturnMin,MeanIW,EmpiricalD2Harmonic,InitialReturnStd,EpLenMean,MinTargetPdf,EpisodesSoFar,DivergenceHarmonic,TimeElapsed,ESSRenyiArithmetic,OptimizationReturnMax,StdWReturnMean,OptimizationReturnMean
-72.92354,0.8577268,1.0,True,-1.0,0.8577268,-75.0238359771669,100.0,1026390,,-3591.9788,-5246599400000000.0,3374.3813,84070456.0,-50.009056,0.4189424,2.0,-75.023834,826522500.0,0.36278996,[-0.18   1.479],32541309000.0,100,1,,1.0,68,-130.80481,10330452.0,1.0,16.213099,106.84,-72.92354,6800,5.813514e+26,693.8091402053833,100.0,80.79575,,55.780975
-71.24825,0.86495286,1.0,True,-1.0,0.86495286,-69.72659482225775,100.0,1036441,,-1884.9973,-4101030500000.0,1765.6395,699473.7,-49.911907,0.4189424,2.0,-69.72659,6496160.0,0.030604199,[-0.231  1.593],58311604.0,100,1,,1.0,69,-109.7513,97610.69,1.0,12.793077,100.51,-71.24825,6900,1.1805041e+21,703.0009145736694,100.0,59.83939,,40.0247
-80.9406,0.85964817,1.0,True,-1.0,0.85964817,-72.921213131845,100.0,1046947,,-2764.9194,-2.0303242e+18,2594.661,5543126.5,-50.37786,0.4189424,2.0,-72.92122,38055620.0,0.11392809,[-0.148  1.499],1825510000.0,100,1,,1.0,70,-121.84661,1402410.8,1.0,14.176272,105.06,-80.9406,7000,1.4220292e+32,711.7223103046417,100.0,71.46875,,48.9254
-67.20183,0.85912806,1.0,True,-1.0,0.85912806,-70.47887851640581,100.0,1057064,,-1409.2936,-5589124000000000.0,1311.2218,764925.8,-50.07862,0.4189424,2.0,-70.47888,5363691.5,0.028814325,[-0.155  1.624],228474130.0,100,1,,1.0,71,-104.32041,236987.31,1.0,12.883033,101.17,-67.20183,7100,3.2478344e+27,719.0569086074829,100.0,54.24179,,33.841534
-83.26024,0.86475796,1.0,True,-1.0,0.86475796,-70.22763771116733,100.0,1067201,,-3665.989,-8.691055e+19,3465.5308,24646291000.0,-50.027695,0.4189424,2.0,-70.22764,247723840000.0,0.04806642,[-0.2    1.741],5216464000000.0,100,1,,1.0,72,-127.57643,2515718400.0,1.0,13.2908535,101.37,-83.26024,7200,1.8797e+35,728.2841806411743,100.0,77.54874,,57.348793
-75.71562,0.86160874,1.0,True,-1.0,0.86160874,-71.35062947049737,100.0,1077456,,-2322.116,-5.9943656e+17,2176.028,6495888.5,-49.598415,0.4189424,2.0,-71.350624,54023190.0,0.007815381,[-0.233  1.861],1329750100.0,100,1,,1.0,73,-115.80025,1011054.4,1.0,14.1513195,102.55,-75.71562,7300,1.683639e+31,737.6341404914856,100.0,66.20183,,44.44962
-79.301575,0.8673419,1.0,True,-1.0,0.8673419,-66.52278231248259,100.0,1087039,,-1645.7567,-1712236600000000.0,1546.4888,7922602.5,-49.303284,0.4189424,2.0,-66.52278,77909510.0,0.20293306,[-0.288  1.974],2078854400.0,100,1,,1.0,74,-103.87508,1232541.2,1.0,12.300199,95.83,-79.301575,7400,2.9750628e+26,746.7736287117004,100.0,54.571793,,37.35229
-84.35646,0.8585372,1.0,True,-1.0,0.8585372,-67.2753719367087,100.0,1096736,,-3469.613,-2430909.5,3288.4363,2930.6182,-49.42044,0.4189424,2.0,-67.27537,29466.686,0.07896687,[-0.339  2.088],221071.56,100,1,,1.0,75,-123.14558,369.43823,1.0,12.921171,96.97,-84.35646,7500,148765090.0,755.4047985076904,100.0,73.725136,,55.870205
-74.33292,0.85907865,1.0,True,-1.0,0.85907865,-66.64195667013526,100.0,1106398,,-1500.8259,-42872390.0,1404.9285,2741.1042,-48.884056,0.4189424,2.0,-66.64195,24036.984,0.044582557,[-0.226  2.141],696225.25,100,1,,1.0,76,-102.5214,695.94037,1.0,10.844083,96.62,-74.33292,7600,193422800000.0,764.3390109539032,100.0,53.637344,,35.879444
-71.276375,0.8633302,1.0,True,-1.0,0.8633302,-66.98034141510725,100.0,1116134,,-1647.2827,-3.7393373e+17,1547.6686,170201380.0,-49.816498,0.4189424,2.0,-66.98034,1658790900.0,0.27436373,[-0.122  2.21 ],21737642000.0,100,1,,1.0,77,-104.48338,23472012.0,1.0,11.8823595,97.36,-71.276375,7700,1.4090761e+31,772.7928822040558,100.0,54.666885,,37.50304
-70.799484,0.86547035,1.0,True,-1.0,0.86547035,-67.09309966653585,100.0,1125886,,-1905.2015,-1273354.0,1750.8992,243.43106,-39.04252,0.4189424,2.0,-67.0931,2098.8386,0.09574586,[-0.105  2.086],87846.984,100,1,,1.0,78,-107.08023,69.581635,1.0,12.3259325,97.52,-70.799484,7800,59027160.0,782.9349775314331,100.0,68.03771,,39.98713
-87.68321,0.86936754,1.0,True,-1.0,0.86936754,-68.35373925343156,100.0,1135730,,-3209.6428,-4.9229678e+17,3039.155,258296460.0,-50.164303,0.4189424,2.0,-68.35374,2595685400.0,0.033669885,[-0.109  2.024],69382120000.0,100,1,,1.0,79,-121.68149,27875766.0,1.0,13.975199,98.44,-87.68321,7900,8.337865e+30,792.0571751594543,100.0,71.51718,,53.327747
-71.18594,0.858426,1.0,True,-1.0,0.858426,-68.07468491837382,100.0,1145530,,-2353.2578,-7096961000000.0,2216.8289,63418.688,-49.226105,0.4189424,2.0,-68.074684,590983.4,0.07939034,[-0.133  1.901],24598324.0,100,1,,1.0,80,-113.20194,14973.883,1.0,13.429804,98.0,-71.18594,8000,2.705954e+21,801.74023604393,100.0,63.975838,,45.127254
-89.26629,0.8641434,1.0,True,-1.0,0.8641434,-67.98720808982848,100.0,1155434,,-1817.4302,-1.2253185e+20,1671.1238,1213022200.0,-39.953274,0.4189424,2.0,-67.98721,10337341000.0,0.10330622,[-0.201  2.005],238838450000.0,100,1,,1.0,81,-106.20503,201905020.0,1.0,14.509369,99.04,-89.26629,8100,7.013761e+35,811.6382586956024,100.0,66.251755,,38.217827
-63.858253,0.8631751,1.0,True,-1.0,0.8631751,-66.9845758150518,100.0,1165108,,-1319.96,-693728.9,1236.5847,101.440834,-50.090816,0.4189424,2.0,-66.98457,715.5227,0.025244914,[-0.191  2.13 ],50555.715,100,1,,1.0,82,-100.103806,43.313496,1.0,11.819533,96.74,-63.858253,8200,59506868.0,820.0454576015472,100.0,50.01299,,33.11923
-79.43445,0.8580533,1.0,True,-1.0,0.8580533,-68.324606654495,100.0,1175008,,-2315.223,-1.6527004e+19,2180.5698,43958308.0,-49.7855,0.4189424,2.0,-68.32461,341470940.0,0.04304982,[-0.191  2.067],12799778000.0,100,1,,1.0,83,-113.34383,10015949.0,1.0,12.403214,99.0,-79.43445,8300,1.5064024e+34,829.2839934825897,100.0,63.558327,,45.01922
-79.96159,0.8590746,1.0,True,-1.0,0.8590746,-70.09583140462637,100.0,1185046,,-1184.8297,-2.9628213e+17,1097.1312,606526700.0,-49.981094,0.4189424,2.0,-70.09583,5483130400.0,0.25399384,[-0.194  1.942],14895556000.0,100,1,,1.0,84,-101.2742,90061690.0,1.0,11.182157,100.38,-79.96159,8400,1.1413463e+31,837.190064907074,100.0,51.293106,,31.17837
-80.837265,0.85383874,1.0,True,-1.0,0.85383874,-66.42567481771111,100.0,1194676,,-2280.9248,-5.0094607e+19,2113.648,41759890.0,-39.851974,0.4189424,2.0,-66.425674,299394600.0,0.55169654,[-0.185  2.067],12129303000.0,100,1,,1.0,85,-110.69263,7361514.0,1.0,12.413105,96.3,-80.837265,8500,8.967971e+34,847.8720419406891,100.0,70.84065,,44.266953
-74.73542,0.86139977,1.0,True,-1.0,0.86139977,-65.23677147999406,100.0,1204125,,-2117.5898,-968110460000000.0,2003.5331,5713777.5,-50.128914,0.4189424,2.0,-65.23677,56042530.0,0.019607732,[-0.217  1.946],837545860.0,100,1,,1.0,86,-108.62469,745416.06,1.0,11.000997,94.49,-74.73542,8600,7.2043302e+25,856.1834919452667,100.0,58.495773,,43.387917
-63.00405,0.86325705,1.0,True,-1.0,0.86325705,-66.70654332533479,100.0,1213772,,-1113.4056,-22295236000000.0,1038.4672,126508.03,-49.461086,0.4189424,2.0,-66.70654,1004407.3,0.08788379,[-0.281  1.839],9958817.0,100,1,,1.0,87,-96.876015,29844.064,1.0,11.325641,96.47,-63.00405,8700,8.851274e+22,864.6064879894257,100.0,47.41493,,30.169472
-70.94752,0.86117256,1.0,True,-1.0,0.86117256,-70.3870882959664,100.0,1223917,,-2031.5752,-11100491.0,1902.6013,556.4783,-49.553257,0.4189424,2.0,-70.38709,3574.06,0.19539422,[-0.514  1.928],309324.62,100,1,,1.0,88,-111.75664,224.47823,1.0,13.826125,101.45,-70.94752,8800,7000407600.0,873.8820066452026,100.0,62.20338,,41.369545
-68.28143,0.8683667,1.0,True,-1.0,0.8683667,-70.44442966744303,100.0,1234062,,-1735.2621,-1.2187772e+16,1616.766,31057650.0,-48.808765,0.4189424,2.0,-70.444435,311829820.0,0.19595852,[-0.623  1.866],5303304000.0,100,1,,1.0,89,-108.43198,3500841.2,1.0,13.179998,101.45,-68.28143,8900,1.0578627e+28,882.123626947403,100.0,59.62321,,37.98755
-65.020584,0.86072636,1.0,True,-1.0,0.86072636,-66.68128051966428,100.0,1243672,,-1857.1594,-147765970000000.0,1747.349,545218.1,-49.12745,0.4189424,2.0,-66.68128,4977511.5,0.20310344,[-0.668  1.982],60557280.0,100,1,,1.0,90,-106.523964,88815.84,1.0,12.645539,96.1,-65.020584,9000,1.8107099e+24,890.0222113132477,100.0,57.396515,,39.84268
-72.35164,0.86380315,1.0,True,-1.0,0.86380315,-67.82302025794984,100.0,1253443,,-1270.0803,-5.7922536e+18,1181.5106,5595783700.0,-48.701637,0.4189424,2.0,-67.82302,55845634000.0,0.43349108,[-0.907  1.908],266957520000.0,100,1,,1.0,91,-100.24895,667357800.0,1.0,11.404816,97.71,-72.35164,9100,4.2767474e+33,898.3752415180206,100.0,51.54731,,32.425926
-76.16399,0.8597567,1.0,True,-1.0,0.8597567,-68.19930043965579,100.0,1263286,,-2683.4705,-3.966242e+19,2528.964,1690877200.0,-48.558693,0.4189424,2.0,-68.199295,16829934000.0,0.016972702,[-0.872  2.028],431265900000.0,100,1,,1.0,92,-116.641525,197176770.0,1.0,13.502394,98.43,-76.16399,9200,6.589469e+34,906.5438361167908,100.0,68.08283,,48.442226
-75.94962,0.857484,1.0,True,-1.0,0.857484,-67.95011129289865,100.0,1273076,,-1353.2966,-6713298.0,1259.7832,136.51346,-48.057007,0.4189424,2.0,-67.95011,1149.6124,0.039107546,[-0.859  1.903],45215.277,100,1,,1.0,93,-101.02342,41.839634,1.0,12.881749,97.9,-75.94962,9300,5084427300.0,914.3398194313049,100.0,52.966415,,33.07331
-76.57842,0.8548024,1.0,True,-1.0,0.8548024,-68.97558609828353,100.0,1282935,,-2098.9395,-5.118487e+19,1969.3633,6770711.0,-48.820297,0.4189424,2.0,-68.975586,64879656.0,0.1843488,[-0.867  1.841],1424294800.0,100,1,,1.0,94,-111.16888,1172873.2,1.0,13.750984,98.59,-76.57842,9400,1.5603404e+35,921.846676826477,100.0,62.34858,,42.19329
-73.27333,0.86336553,1.0,True,-1.0,0.86336553,-70.03848950207234,100.0,1293008,,-3007.0828,-3.311795e+16,2833.9844,3495421.0,-49.428146,0.4189424,2.0,-70.03849,35102372.0,0.40855286,[-0.878  1.717],95257950.0,100,1,,1.0,95,-121.49059,400497.28,1.0,13.662553,100.73,-73.27333,9500,3.6604408e+28,930.7895386219025,100.0,72.06245,,51.4521
-74.04677,0.860795,1.0,True,-1.0,0.860795,-69.73102570593358,100.0,1302983,,-1996.2844,-1755765100000.0,1870.4531,10497064.0,-49.60151,0.4189424,2.0,-69.731026,105516776.0,0.0060512954,[-0.946  1.822],1944117100.0,100,1,,1.0,96,-111.04246,1093534.4,1.0,12.799176,99.75,-74.04677,9600,1.942591e+20,940.0349061489105,100.0,61.44095,,41.31143
-68.039536,0.8687203,1.0,True,-1.0,0.8687203,-69.31689407289028,100.0,1312931,,-1529.4645,-9.636423e+19,1424.5354,11329266.0,-48.837013,0.4189424,2.0,-69.316895,95254500.0,0.20790641,[-0.865  1.917],3483889000.0,100,1,,1.0,97,-104.94321,2344030.2,1.0,12.461995,99.48,-68.039536,9700,8.433949e+35,948.0971364974976,100.0,56.106194,,35.626312
-79.37645,0.85989773,1.0,True,-1.0,0.85989773,-68.19017208620906,100.0,1322756,,-1888.1372,-2.6918763e+17,1768.8113,138048900.0,-48.95651,0.4189424,2.0,-68.19017,1098436700.0,0.04166186,[-1.087  2.033],33000153000.0,100,1,,1.0,98,-108.7882,21425976.0,1.0,10.982319,98.25,-79.37645,9800,5.088941e+30,956.5104551315308,100.0,59.83169,,40.59803
-65.754105,0.85457927,1.0,True,-1.0,0.85457927,-69.15761054530739,100.0,1332740,,-776.3539,-1470576.0,708.92596,406.5645,-48.621517,0.4189424,2.0,-69.157616,3291.9001,0.19502485,[-1.12   1.913],83358.34,100,1,,1.0,99,-93.597786,86.48187,1.0,10.564266,99.84,-65.754105,9900,423250980.0,966.5792500972748,100.0,44.97627,,24.440176
-70.46452,0.8545211,1.0,True,-1.0,0.8545211,-67.21469947859644,100.0,1342441,,-1440.0128,-2.565555e+19,1343.3906,3410532.2,-48.20697,0.4189424,2.0,-67.2147,23805514.0,0.26524264,[-1.127  1.975],653276500.0,100,1,,1.0,100,-102.04649,889457.06,1.0,11.407751,97.01,-70.46452,10000,7.0501814e+34,975.8395843505859,100.0,53.839523,,34.8318
-68.21329,0.86343396,1.0,True,-1.0,0.86343396,-66.44780724927783,100.0,1352046,,-1349.0983,-1.7087872e+18,1259.4202,49581324.0,-48.11431,0.4189424,2.0,-66.44781,359969700.0,0.0026638615,[-1.136  2.099],9187032000.0,100,1,,1.0,101,-99.98318,11324842.0,1.0,11.610303,96.05,-68.21329,10100,3.6307087e+32,984.1400253772736,100.0,51.868866,,33.53537
-70.24167,0.8629137,1.0,True,-1.0,0.8629137,-67.40340281486512,100.0,1361749,,-1581.1381,-16055634000.0,1478.0585,25673.166,-48.57395,0.4189424,2.0,-67.4034,226281.8,0.15470403,[-1.145  2.224],4046887.5,100,1,,1.0,102,-104.18382,5079.3657,1.0,11.191929,97.03,-70.24167,10200,2.4247725e+16,992.7696435451508,100.0,55.60987,,36.78042
-65.2168,0.85813355,1.0,True,-1.0,0.85813355,-65.29114054456353,100.0,1371251,,-1582.0225,-25754110000000.0,1487.9908,727879.6,-49.251404,0.4189424,2.0,-65.291145,6342240.5,0.34926188,[-0.901  2.276],211097660.0,100,1,,1.0,103,-102.364395,161778.84,1.0,10.656678,95.02,-65.2168,10300,7.5011095e+22,1000.6377429962158,100.0,53.11299,,37.073254
-66.440384,0.8654982,1.0,True,-1.0,0.8654982,-66.12762570038439,100.0,1380831,,-906.7621,-1.3787531e+19,841.5722,19034186.0,-49.208015,0.4189424,2.0,-66.127625,155154500.0,0.00850886,[-0.969  2.172],3226745300.0,100,1,,1.0,104,-93.43178,4014212.2,1.0,9.800792,95.8,-66.440384,10400,4.472936e+34,1008.7592761516571,100.0,44.223763,,27.304153
-66.2406,0.86192954,1.0,True,-1.0,0.86192954,-67.57652584850788,100.0,1390587,,-1949.5546,-2.7412677e+17,1831.3993,17524536.0,-48.813015,0.4189424,2.0,-67.57652,138335650.0,0.017247614,[-0.955  2.296],1180247300.0,100,1,,1.0,105,-108.350746,3188533.5,1.0,12.994701,97.56,-66.2406,10500,5.382404e+30,1019.0032069683075,100.0,59.53773,,40.77422
-68.09334,0.8603444,1.0,True,-1.0,0.8603444,-66.95416347369552,100.0,1400342,,-1363.7042,-7.697056e+16,1273.9977,20714990.0,-49.128075,0.4189424,2.0,-66.95416,207620460.0,0.452006,[-1.     2.179],1220110700.0,100,1,,1.0,106,-101.00556,2501309.0,1.0,10.70047,97.55,-68.09334,10600,7.361666e+29,1027.645388841629,100.0,51.877487,,34.0514
-64.755684,0.86695343,1.0,True,-1.0,0.86695343,-66.69624878779054,100.0,1410019,,-989.781,-2177788.0,916.5724,409.02954,-48.309715,0.4189424,2.0,-66.69624,3848.298,0.04101564,[-1.048  2.064],47649.05,100,1,,1.0,107,-95.17431,92.35265,1.0,10.274845,96.77,-64.755684,10700,846601400.0,1035.2345876693726,100.0,46.864594,,28.47806
-68.941795,0.8595495,1.0,True,-1.0,0.8595495,-68.81739088341594,100.0,1419929,,-1497.5176,-3.6394517e+19,1394.9822,78977220.0,-48.82278,0.4189424,2.0,-68.81739,759426700.0,0.013919247,[-1.05   2.126],5047943700.0,100,1,,1.0,108,-104.285545,13975731.0,1.0,11.704365,99.1,-68.941795,10800,1.2598196e+35,1043.1929306983948,100.0,55.462765,,35.468155
-62.437912,0.8583742,1.0,True,-1.0,0.8583742,-64.05665382817388,100.0,1429210,,-1060.5708,-6.955185e+19,993.7247,82426880.0,-49.145775,0.4189424,2.0,-64.05665,560543170.0,0.21762322,[-1.059  2.251],12682869000.0,100,1,,1.0,109,-93.927704,17523752.0,1.0,10.071994,92.81,-62.437912,10900,1.0825518e+36,1050.5992703437805,100.0,44.78193,,29.87105
-65.97933,0.86950946,1.0,True,-1.0,0.86950946,-63.8444772683084,100.0,1438419,,-1151.0608,-1664784.0,1080.8057,288.79977,-48.765617,0.4189424,2.0,-63.84447,2796.1453,0.004337553,[-1.047  2.375],40364.97,100,1,,1.0,110,-94.675125,61.646698,1.0,11.413888,92.09,-65.97933,11000,534598980.0,1058.6680116653442,100.0,45.909508,,30.830647
-66.890686,0.8639552,1.0,True,-1.0,0.8639552,-64.3922855898738,100.0,1447777,,-1160.2831,-1526615.8,1089.8756,1093.3622,-49.429268,0.4189424,2.0,-64.39229,9487.497,0.04630974,[-1.031  2.436],197348.36,100,1,,1.0,111,-95.38881,264.13074,1.0,11.361831,93.58,-66.890686,11100,356421920.0,1067.551008939743,100.0,45.95954,,30.996521
-64.67845,0.857544,1.0,True,-1.0,0.857544,-62.923634616434576,100.0,1456885,,-652.09735,-45573480000.0,607.21844,18240.06,-49.111137,0.4189424,2.0,-62.923634,96771.73,0.0345036,[-1.138  2.501],2649162.8,100,1,,1.0,112,-85.80444,5545.6523,1.0,9.148065,91.08,-64.67845,11200,1.03102456e+18,1076.9099071025848,100.0,36.693306,,22.880808
-67.872246,0.86143553,1.0,True,-1.0,0.86143553,-64.15510879024863,100.0,1466206,,-1070.9363,-1.7468498e+18,1003.1065,15460691.0,-48.774525,0.4189424,2.0,-64.15511,119225490.0,0.31357116,[-1.053  2.592],3337283000.0,100,1,,1.0,113,-93.885,3612263.2,1.0,10.919706,93.21,-67.872246,11300,6.631991e+32,1086.4920337200165,100.0,45.110477,,29.729895
-62.390835,0.86574674,1.0,True,-1.0,0.86574674,-63.542705376297235,100.0,1475384,,-825.6322,-1.6233755e+17,770.0034,339986460.0,-48.729565,0.4189424,2.0,-63.542706,3411860000.0,1.1948771,[-1.058  2.468],34156356000.0,100,1,,1.0,114,-89.58185,37742404.0,1.0,9.589915,91.78,-62.390835,11400,8.515594e+30,1095.406233549118,100.0,40.852283,,26.03914
-73.33774,0.8582283,1.0,True,-1.0,0.8582283,-64.52492569237947,100.0,1484691,,-1437.1102,-1215816.5,1351.3146,980.9324,-48.607056,0.4189424,2.0,-64.524925,9527.465,0.0336573,[-1.015  2.585],144383.33,100,1,,1.0,115,-99.34095,182.1133,1.0,11.796564,93.07,-73.33774,11500,155948000.0,1103.2703399658203,100.0,50.733894,,34.816025
-58.878166,0.8653859,1.0,True,-1.0,0.8653859,-62.24719577088952,100.0,1493713,,-1660.7302,-729902.0,1574.4635,213.33801,-49.56691,0.4189424,2.0,-62.247196,1752.0538,0.06146522,[-0.765  2.588],74384.53,100,1,,1.0,116,-100.44,64.063896,1.0,10.759789,90.22,-58.878166,11600,57737564.0,1111.4697790145874,100.0,50.873093,,38.192806
-63.1961,0.8633027,1.0,True,-1.0,0.8633027,-64.38927214220166,100.0,1503060,,-1138.6721,-459431650000000.0,1067.5559,3174962.2,-49.402752,0.4189424,2.0,-64.389275,27588558.0,0.2654886,[-0.76  2.65],312036600.0,100,1,,1.0,117,-95.59311,530033.8,1.0,9.688985,93.47,-63.1961,11700,4.1732885e+25,1119.9916701316833,100.0,46.190357,,31.203835
-63.811512,0.8584671,1.0,True,-1.0,0.8584671,-62.64587504327297,100.0,1512190,,-1512.017,-5.5279253e+16,1397.7257,707560200.0,-39.906143,0.4189424,2.0,-62.645874,7112717300.0,0.0077471095,[-0.819  2.761],59558564000.0,100,1,,1.0,118,-98.46241,74659700.0,1.0,10.719211,91.3,-63.811512,11800,2.3392269e+29,1127.793390750885,100.0,58.556267,,35.816536
-60.062447,0.86834115,1.0,True,-1.0,0.86834115,-62.49103341937065,100.0,1521329,,-560.2525,-17729602000000.0,521.37225,451536.3,-49.59839,0.4189424,2.0,-62.49103,4279669.5,0.15185307,[-0.79   2.882],18536610.0,100,1,,1.0,119,-83.75179,86269.41,1.0,8.327806,91.39,-60.062447,11900,2.0792348e+23,1136.6882557868958,100.0,34.153404,,21.26076
-62.32144,0.8601371,1.0,True,-1.0,0.8601371,-63.222660400271415,100.0,1530519,,-824.43854,-1174510100000000.0,772.2194,3740325.2,-49.906837,0.4189424,2.0,-63.22266,27458994.0,0.71330595,[-0.729  2.774],330613900.0,100,1,,1.0,120,-89.4876,625327.9,1.0,9.075919,91.9,-62.32144,12000,5.058468e+26,1144.7246024608612,100.0,39.580765,,26.264942
-69.08108,0.8615968,1.0,True,-1.0,0.8615968,-62.84231818661094,100.0,1539638,,-1700.995,-1.0367468e+18,1610.3259,108622380.0,-49.321354,0.4189424,2.0,-62.84232,820935550.0,0.051531553,[-0.683  2.657],10562968000.0,100,1,,1.0,121,-101.476555,16189073.0,1.0,10.849965,91.19,-69.08108,12100,1.3073667e+32,1153.9070143699646,100.0,52.1552,,38.634235
-71.01132,0.8542972,1.0,True,-1.0,0.8542972,-64.58940958485007,100.0,1548982,,-1568.465,-3799651.2,1478.9193,1786.1342,-49.765327,0.4189424,2.0,-64.5894,14643.155,0.0074987947,[-0.662  2.534],371301.72,100,1,,1.0,122,-101.59593,352.59677,1.0,10.4612,93.44,-71.01132,12200,1465776000.0,1162.1288759708405,100.0,51.830605,,37.00652
-61.19286,0.86848265,1.0,True,-1.0,0.86848265,-63.53393988624215,100.0,1558184,,-740.73413,-5.8078803e+16,663.9096,34286944.0,-39.325413,0.4189424,2.0,-63.53394,259110350.0,0.30006668,[-0.557  2.467],1903177000.0,100,1,,1.0,123,-87.33376,6474960.0,1.0,9.873096,92.02,-61.19286,12300,5.714927e+29,1169.824562072754,100.0,48.00835,,23.79982
-62.246544,0.858786,1.0,True,-1.0,0.858786,-64.4589172653854,100.0,1567513,,-1372.7366,-1433024300000000.0,1257.4115,32791940.0,-39.434975,0.4189424,2.0,-64.458916,247851070.0,0.04682632,[-0.539  2.343],3876467700.0,100,1,,1.0,124,-98.2552,5115902.5,1.0,10.734177,93.29,-62.246544,12400,1.5439755e+26,1178.1311168670654,100.0,58.82023,,33.796284
-78.0896,0.8685137,1.0,True,-1.0,0.8685137,-67.84664962381125,100.0,1577319,,-1086.5149,-1.179916e+18,1009.75885,3653585400.0,-49.526398,0.4189424,2.0,-67.84665,36332520000.0,1.1032906,[-0.596  2.232],285083570000.0,100,1,,1.0,125,-97.51306,456996380.0,1.0,11.386957,98.06,-78.0896,12500,2.3629916e+32,1185.715413570404,100.0,47.986664,,29.66641
-65.866455,0.87047786,1.0,True,-1.0,0.87047786,-66.65021766602993,100.0,1586948,,-2161.4705,-549426500.0,2038.9535,2431.562,-49.162827,0.4189424,2.0,-66.650215,22073.906,0.083333135,[-0.596  2.107],485609.62,100,1,,1.0,126,-109.78932,542.855,1.0,13.340588,96.29,-65.866455,12600,20074455000000.0,1194.9033007621765,100.0,60.626495,,43.139107
-68.79468,0.8628737,1.0,True,-1.0,0.8628737,-67.77606233671308,100.0,1596806,,-858.0358,-5.6190707e+18,791.55273,6610126300.0,-49.246975,0.4189424,2.0,-67.77606,66441910000.0,0.0061110063,[-0.351  2.056],336052600000.0,100,1,,1.0,127,-93.90712,675485630.0,1.0,10.426915,98.58,-68.79468,12700,7.1431684e+33,1202.9766461849213,100.0,44.660145,,26.13106
-74.4473,0.8616493,1.0,True,-1.0,0.8616493,-65.12225919216871,100.0,1606266,,-1799.7013,-3.3018812e+17,1698.179,1830444900.0,-49.80829,0.4189424,2.0,-65.12226,18393469000.0,0.07569932,[-0.314  2.176],239442300000.0,100,1,,1.0,128,-104.99642,202376540.0,1.0,10.403371,94.6,-74.4473,12800,1.0577472e+31,1211.3144290447235,100.0,55.188133,,39.874165
-68.056595,0.86006564,1.0,True,-1.0,0.86006564,-63.471766433566806,100.0,1615479,,-1645.9742,-2.5593742e+18,1523.0117,35042564.0,-40.109673,0.4189424,2.0,-63.471764,351668600.0,0.026593043,[-0.305  2.3  ],1808575600.0,100,1,,1.0,129,-100.84654,3955712.0,1.0,11.231106,92.13,-68.056595,12900,4.3321197e+32,1218.4819993972778,100.0,60.73687,,37.37477
-68.51951,0.8644383,1.0,True,-1.0,0.8644383,-63.371757781654594,100.0,1624681,,-1169.9318,-10069324.0,1102.9757,320.71365,-50.01922,0.4189424,2.0,-63.371758,2045.1261,0.1600331,[-0.32   2.425],68177.625,100,1,,1.0,130,-94.83801,114.15012,1.0,10.623116,92.02,-68.51951,13000,22310090000.0,1226.5025253295898,100.0,44.818794,,31.466255
-67.37573,0.8699895,1.0,True,-1.0,0.8699895,-64.57225356847047,100.0,1634121,,-664.56946,-4366635500000000.0,617.3825,15392850.0,-49.851105,0.4189424,2.0,-64.57225,151290020.0,0.20710139,[-0.208  2.481],323062850.0,100,1,,1.0,131,-87.4762,2216838.0,1.0,9.632855,94.4,-67.37573,13100,8.5630034e+27,1234.0260384082794,100.0,37.62509,,22.903946
-63.327606,0.8648046,1.0,True,-1.0,0.8648046,-63.41591804474592,100.0,1643334,,-1042.3939,-6.0951784e+16,980.10583,151235940.0,-49.738586,0.4189424,2.0,-63.415924,1519952400.0,0.0060852314,[-0.173  2.361],2641910500.0,100,1,,1.0,132,-92.966866,16031845.0,1.0,10.3367,92.13,-63.327606,13200,9.5751035e+29,1241.617308139801,100.0,43.22828,,29.550947
-65.648735,0.8587494,1.0,True,-1.0,0.8587494,-63.873334436565635,100.0,1652624,,-1028.2153,-1.3955884e+16,938.27686,63174772.0,-40.48541,0.4189424,2.0,-63.87333,634999360.0,0.0017828738,[-0.149  2.483],6826137600.0,100,1,,1.0,133,-92.429855,7089849.0,1.0,11.081608,92.9,-65.648735,13300,2.4076884e+28,1249.7319197654724,100.0,51.944447,,28.55652
-83.85939,0.8680646,1.0,True,-1.0,0.8680646,-62.44483250156045,100.0,1661676,,-2949.768,-8266695400000000.0,2809.6438,9011191.0,-49.60457,0.4189424,2.0,-62.444836,88824890.0,0.112754665,[-0.175  2.606],3363672000.0,100,1,,1.0,134,-114.44162,1199673.2,1.0,10.294556,90.52,-83.85939,13400,3.4802708e+27,1257.7275557518005,100.0,64.83705,,51.99678
-64.24963,0.8549267,1.0,True,-1.0,0.8549267,-65.64941645681859,100.0,1671223,,-2067.1414,-3067373800000000.0,1952.4049,6936837.5,-49.73855,0.4189424,2.0,-65.649414,66586690.0,0.19699958,[-0.222  2.49 ],1370682500.0,100,1,,1.0,135,-108.408646,1098787.9,1.0,11.137921,95.47,-64.24963,13500,7.1467446e+26,1265.1970682144165,100.0,58.670097,,42.759228
