InitialReturnMin,StdIW,MinBehavPdf,MinIW,EpRewMean,Bound,OptimizationReturnMean,VarianceInitializer,EpThisIter,InitialBound,OptimizationReturnMin,Iteration,Weights,LearnableVariance,EpisodesSoFar,Penalization,EmpiricalD2Arithmetic,WReturnMean,ESSRenyiArithmetic,ReturnStepMaxmin,MeanEntropy,TimeElapsed,DivergenceHarmonic,InitialReturnStd,EpLenMean,ReturnStepMax,InitialReturnMean,ReturnMeanIW,Inner Iteration,MeanIW,EmpiricalD2Harmonic,MaxIW,InitialReturnMax,MeanD2-0,Epsilon,OptimizationReturnMax,MinTargetPdf,StdWReturnMean,ESSRenyiHarmonic,TimestepsSoFar
-114.574265,3055.433,-83.9075,0.016075194,-72.41229257777333,-13146338.0,42.161972,-1.0,100,-2068.5508,,68,[0.073 1.445],,6800,True,1.0,1930.8037,100.0,0.8559527,0.4189424,1170.0776295661926,7942908000.0,12.3762665,104.52,0.8559527,-72.41229,869829.2,1,488.94614,1.0,30377.713,-50.290226,1.0,2.0,64.28404,-83.9075,,100.0,1038605
-134.73871,4759.191,-80.13612,0.004640008,-75.45731886938215,-49722772.0,59.281384,-1.0,100,-3977.382,,69,[0.176 1.375],,6900,True,1.0,3739.1177,100.0,0.86134374,0.4189424,1182.3050618171692,39250702000.0,14.994495,108.32,0.86134374,-75.45731,2518195.8,1,691.1392,1.0,47614.707,-50.193142,1.0,2.0,84.54556,-80.13612,,100.0,1049437
-132.1943,490635.84,-82.46097,0.024554607,-78.75122581347823,-4542499000000.0,53.44308,-1.0,100,-3368.9246,,70,[-0.073  1.352],,7000,True,1.0,3145.3945,100.0,0.8626625,0.4189424,1198.3688879013062,4.1294314e+20,17.00682,112.71,0.8626625,-78.75123,138580900.0,1,93117.64,1.0,4461404.5,-50.304688,1.0,2.0,81.88962,-82.46097,,100.0,1060708
-133.38757,179932030.0,-75.36023,0.023175847,-75.04409657463431,-5.9235474e+18,58.343483,-1.0,100,-3892.2944,,71,[-0.147  1.452],,7100,True,1.0,3655.6667,100.0,0.860391,0.4189424,1211.6334731578827,6.2665422e+32,15.86523,106.81,0.860391,-75.04409,13535279000.0,1,22177992.0,1.0,1798568600.0,-49.13279,1.0,2.0,84.25478,-75.36023,,100.0,1071389
-143.79332,9284835.0,-85.27379,0.06636298,-71.76965000241995,-2.2781096e+18,72.023674,-1.0,100,-5728.134,,72,[-0.149  1.577],,7200,True,1.0,5430.385,100.0,0.85681015,0.4189424,1227.2203562259674,5.853785e+31,15.587676,102.95,0.85681015,-71.76965,2454335700.0,1,1194005.2,1.0,93057144.0,-49.280937,1.0,2.0,94.51238,-85.27379,,100.0,1081684
-110.589066,19509906.0,-72.64994,0.01151185,-71.57937982559204,-79094205000000.0,39.00969,-1.0,100,-1816.4717,,73,[-0.194  1.694],,7300,True,1.0,1691.9086,100.0,0.8586409,0.4189424,1239.601404428482,4.0316343e+23,13.044265,103.18,0.8586409,-71.57938,1745025500.0,1,2188146.5,1.0,195960160.0,-49.458572,1.0,2.0,61.130493,-72.64994,,100.0,1092002
-114.882645,27507204.0,-79.47809,0.48920885,-69.44763574525714,-2.0349656e+20,45.43501,-1.0,100,-2363.208,,74,[-0.255  1.803],,7400,True,1.0,2223.7114,100.0,0.8582871,0.4189424,1251.92538022995,2.1280143e+36,12.624236,100.46,0.8582871,-69.44764,10695212000.0,1,4180114.5,1.0,268217970.0,-50.1914,1.0,2.0,64.691246,-79.47809,,100.0,1102048
-131.18324,10431.73,-81.15191,0.010872043,-69.48812494963407,-35909660000.0,61.69512,-1.0,100,-4266.2295,,75,[-0.261  1.928],,7500,True,1.0,4044.9014,100.0,0.8564191,0.4189424,1268.4925191402435,2.6307265e+16,15.447135,99.94,0.8564191,-69.48812,10840052.0,1,3309.83,1.0,72098.68,-49.697468,1.0,2.0,81.48578,-81.15191,,100.0,1112042
-103.05266,123.49526,-71.95331,0.104821436,-67.71336361050606,-1207500.2,35.339294,-1.0,100,-1505.9694,,76,[-0.345  2.02 ],,7600,True,1.0,1410.3381,100.0,0.86703795,0.4189424,1283.3600544929504,148031420.0,12.70718,97.54,0.86703795,-67.71336,43952.273,1,43.687267,1.0,933.31726,-49.48973,1.0,2.0,53.562927,-71.95331,,100.0,1121796
-108.54601,36278000.0,-62.481247,0.07732499,-64.75668827578426,-2.0940107e+18,43.78932,-1.0,100,-2163.0059,,77,[-0.341  2.082],,7700,True,1.0,2046.3636,100.0,0.8560889,0.4189424,1299.492180109024,3.2227566e+32,11.351592,93.64,0.8560889,-64.75669,2102572500.0,1,3852678.0,1.0,364732930.0,-49.390778,1.0,2.0,59.155235,-62.481247,,100.0,1131160
-114.01928,12912808.0,-80.08452,0.052816413,-68.03595677405596,-1.903485e+16,45.983326,-1.0,100,-2423.2866,,78,[-0.349  1.957],,7800,True,1.0,2285.8713,100.0,0.8689184,0.4189424,1313.6815128326416,1.9187491e+28,13.0922,97.86,0.8689184,-68.03595,1539533400.0,1,1798652.5,1.0,127201800.0,-49.812515,1.0,2.0,64.206764,-80.08452,,100.0,1140946
-111.92602,709498.44,-78.47769,0.045015603,-69.50961097151041,-1.3288148e+16,42.416405,-1.0,100,-2132.7925,,79,[-0.398  1.842],,7900,True,1.0,2004.0669,100.0,0.8639331,0.4189424,1325.203411579132,1.0655792e+28,14.31487,99.9,0.8639331,-69.50961,394810620.0,1,232689.64,1.0,4316362.5,-49.782417,1.0,2.0,62.1436,-78.47769,,100.0,1150936
-119.92082,113415880.0,-64.07311,0.38477036,-69.50291538134218,-1.0075587e+18,50.41791,-1.0,100,-2890.0564,,80,[-0.163  1.927],,8000,True,1.0,2728.009,100.0,0.8685082,0.4189424,1336.907778263092,3.8658355e+31,13.63978,100.73,0.8685082,-69.50292,38412878000.0,1,16759337.0,1.0,916588740.0,-50.1964,1.0,2.0,69.72443,-64.07311,,100.0,1161009
-110.45773,72041780.0,-67.149216,0.17641489,-67.41243668153882,-7.5958094e+16,43.0453,-1.0,100,-2101.1843,,81,[-0.117  2.044],,8100,True,1.0,1979.7281,100.0,0.8541167,0.4189424,1349.187586069107,3.911061e+29,11.261913,97.74,0.8541167,-67.41244,16311215000.0,1,12856773.0,1.0,629380350.0,-50.094296,1.0,2.0,60.363438,-67.149216,,100.0,1170783
-99.77686,42071696.0,-69.45349,0.17587467,-65.78619734779001,-7.75452e+16,33.990665,-1.0,100,-1395.0029,,82,[-0.105  1.919],,8200,True,1.0,1278.5298,100.0,0.8648764,0.4189424,1359.6663844585419,4.4325023e+29,11.097944,95.14,0.8648764,-65.786194,2506432500.0,1,5980515.0,1.0,386969760.0,-40.66484,1.0,2.0,59.112022,-69.45349,,100.0,1180297
-108.928314,350155960000.0,-71.89913,0.18080525,-70.28515512347221,-6.709501e+19,38.643158,-1.0,100,-1776.1335,,83,[-0.136  2.04 ],,8300,True,1.0,1661.0216,100.0,0.8583708,0.4189424,1372.056771993637,3.3972172e+35,12.950986,101.67,0.8583708,-70.28515,26264940000000.0,1,35392610000.0,1.0,3519350000000.0,-50.16249,1.0,2.0,58.765823,-71.89913,,100.0,1190464
-108.36006,2648957.0,-74.595795,0.01036579,-69.38041923061013,-1.6066137e+18,38.979645,-1.0,100,-1816.2537,,84,[-0.126  1.916],,8400,True,1.0,1703.542,100.0,0.8693808,0.4189424,1383.7611124515533,2.0317482e+32,13.569434,99.88,0.8693808,-69.38042,236469230.0,1,493586.47,1.0,24622348.0,-50.210175,1.0,2.0,58.149887,-74.595795,,100.0,1200452
-96.64334,4033142.5,-72.81008,0.07107714,-66.87113723903894,-63798765000000.0,29.772205,-1.0,100,-1095.2075,,85,[-0.071  2.028],,8500,True,1.0,1022.9725,100.0,0.8643543,0.4189424,1395.6272251605988,7.800337e+23,11.687102,96.43,0.8643543,-66.87114,390402660.0,1,541537.7,1.0,39791680.0,-50.091476,1.0,2.0,46.551865,-72.81008,,100.0,1210095
-96.32776,1719410.6,-63.559685,0.602116,-65.71317616567016,-79432635000000.0,30.614582,-1.0,100,-1173.7733,,86,[-0.005  2.134],,8600,True,1.0,1069.7637,100.0,0.869991,0.4189424,1405.8279144763947,5.8321406e+23,11.511347,95.33,0.869991,-65.71318,251492400.0,1,198439.06,1.0,17267640.0,-40.467567,1.0,2.0,55.86019,-63.559685,,100.0,1219628
-92.077194,465643.72,-68.44627,0.19317675,-66.70384391754865,-236210670000.0,25.37335,-1.0,100,-827.37646,,87,[0.072 2.233],,8700,True,1.0,767.38074,100.0,0.8649149,0.4189424,1421.4460957050323,1.5493103e+19,11.11638,97.02,0.8649149,-66.70385,54116332.0,1,95734.52,1.0,3305886.5,-49.651787,1.0,2.0,42.425407,-68.44627,,100.0,1229330
-96.631714,446.1884,-64.06714,0.027307717,-67.21891147077083,-849818.25,29.412804,-1.0,100,-1046.2075,,88,[0.146 2.132],,8800,True,1.0,973.7901,100.0,0.86189234,0.4189424,1434.873276233673,100970290.0,10.424833,98.2,0.86189234,-67.21891,122123.875,1,138.95482,1.0,2730.185,-50.020897,1.0,2.0,46.610817,-64.06714,,100.0,1239150
-117.17207,9379248.0,-67.877396,0.070613384,-66.4114950542152,-2.4271317e+17,50.760582,-1.0,100,-2859.4424,,89,[0.141 2.07 ],,8900,True,1.0,2709.7095,100.0,0.85885155,0.4189424,1445.4984390735626,2.6274603e+30,11.535731,96.38,0.85885155,-66.41149,2033142000.0,1,1444009.2,1.0,89160980.0,-50.149174,1.0,2.0,67.0229,-67.877396,,100.0,1248788
-88.298,11087863.0,-60.79361,0.08979304,-62.9120410501957,-1.5581583e+17,25.385952,-1.0,100,-820.64514,,90,[0.189 2.185],,9000,True,1.0,744.2395,100.0,0.86337996,0.4189424,1457.3740029335022,4.158658e+30,9.989636,91.47,0.86337996,-62.91204,1464889700.0,1,2514052.2,1.0,75382980.0,-40.420868,1.0,2.0,47.87713,-60.79361,,100.0,1257935
-91.08057,3935209.5,-62.97185,0.8768694,-63.22224321529269,-8.002006e+16,27.858322,-1.0,100,-962.52484,,91,[0.167 2.308],,9100,True,1.0,875.99426,100.0,0.85631233,0.4189424,1468.0145709514618,8.5515506e+29,9.995402,91.94,0.85631233,-63.22224,241772620.0,1,634464.4,1.0,38195820.0,-40.13002,1.0,2.0,50.950546,-62.97185,,100.0,1267129
-109.51997,189795520.0,-80.06717,0.056103237,-65.07532309308648,-8810250300000000.0,44.444653,-1.0,100,-2225.6675,,92,[0.142 2.185],,9200,True,1.0,2109.8745,100.0,0.8677732,0.4189424,1481.7526218891144,5.788925e+27,11.599467,94.84,0.8677732,-65.075325,27954040000.0,1,21815324.0,1.0,1903003400.0,-50.580727,1.0,2.0,58.939247,-80.06717,,100.0,1276613
-100.63454,93846380.0,-74.58229,0.22780284,-65.82750679373741,-6.113547e+17,34.80703,-1.0,100,-1451.0397,,93,[0.104 2.304],,9300,True,1.0,1332.3174,100.0,0.8622502,0.4189424,1493.3400630950928,2.6515767e+31,10.990365,94.99,0.8622502,-65.82751,3621436000.0,1,10231914.0,1.0,942356900.0,-40.95421,1.0,2.0,59.68033,-74.58229,,100.0,1286112
-102.777054,1665.7875,-63.909805,0.20950107,-64.3891925907135,-425674400.0,38.38786,-1.0,100,-1699.3557,,94,[0.084 2.428],,9400,True,1.0,1606.5618,100.0,0.8630978,0.4189424,1503.8709361553192,21017362000000.0,11.529699,93.91,0.8630978,-64.38919,251264.1,1,294.49356,1.0,16401.432,-50.014404,1.0,2.0,52.76265,-63.909805,,100.0,1295503
-93.77239,7318.142,-70.18239,0.018686289,-65.96996873438358,-527488.4,27.802422,-1.0,100,-948.10767,,95,[0.332 2.457],,9500,True,1.0,885.9124,100.0,0.8629681,0.4189424,1514.739108800888,47394016.0,10.6272135,96.13,0.8629681,-65.96997,99300.97,1,772.447,1.0,73580.18,-50.57608,1.0,2.0,43.196312,-70.18239,,100.0,1305116
-94.93785,59089480.0,-62.05813,0.122938715,-65.18627355754376,-9.277557e+18,29.75158,-1.0,100,-1094.9044,,96,[0.335 2.52 ],,9600,True,1.0,996.9354,100.0,0.85816765,0.4189424,1528.7040321826935,8.967258e+33,10.572559,95.24,0.85816765,-65.18627,3489327400.0,1,8776599.0,1.0,563231000.0,-40.723717,1.0,2.0,54.214134,-62.05813,,100.0,1314640
-95.04395,64875892.0,-70.074776,0.04077835,-65.96803242221475,-3.1882524e+16,29.07592,-1.0,100,-1037.009,,97,[0.318 2.396],,9700,True,1.0,969.63965,100.0,0.86629045,0.4189424,1539.9217903614044,2.239529e+29,11.145872,96.49,0.86629045,-65.96803,3511699200.0,1,6610608.5,1.0,652109440.0,-50.086906,1.0,2.0,44.957047,-70.074776,,100.0,1324289
-106.59059,227159890.0,-64.811844,0.33539787,-64.18749734342099,-3.5771728e+16,42.403095,-1.0,100,-2026.1907,,98,[0.257 2.287],,9800,True,1.0,1919.6477,100.0,0.8629742,0.4189424,1549.9246907234192,1.1272345e+29,11.028382,93.22,0.8629742,-64.18749,28546322000.0,1,27068222.0,1.0,2255222000.0,-50.054363,1.0,2.0,56.53623,-64.811844,,100.0,1333611
-100.68544,51349336.0,-72.86131,0.06715241,-65.87261307314039,-1.5889429e+18,34.812828,-1.0,100,-1435.2183,,99,[0.237 2.163],,9900,True,1.0,1351.886,100.0,0.86061406,0.4189424,1560.46204829216,3.6355935e+32,11.830173,95.97,0.86061406,-65.87261,6099773400.0,1,6311180.0,1.0,511077860.0,-50.685333,1.0,2.0,50.000107,-72.86131,,100.0,1343208
-103.953735,14046571.0,-67.72824,0.12836182,-63.47310948684812,-6871391500000000.0,40.480625,-1.0,100,-1899.658,,100,[0.234 2.288],,10000,True,1.0,1768.1305,100.0,0.8687347,0.4189424,1574.4995901584625,2.7292427e+27,11.377582,92.83,0.8687347,-63.47311,1214241700.0,1,1818837.0,1.0,138936420.0,-41.13743,1.0,2.0,62.816307,-67.72824,,100.0,1352491
-96.15845,27562606.0,-75.65556,0.54217035,-66.02205464571715,-837563800000000.0,30.13639,-1.0,100,-1082.9457,,101,[0.177 2.177],,10100,True,1.0,1012.5766,100.0,0.8602333,0.4189424,1585.1197209358215,1.4166213e+26,10.216384,95.92,0.8602333,-66.02206,1672082800.0,1,3086526.0,1.0,276013100.0,-50.2116,1.0,2.0,45.946846,-75.65556,,100.0,1362083
-88.57363,45995640.0,-71.22982,0.0011035793,-65.11202547222376,-4.9809213e+17,23.461607,-1.0,100,-726.86176,,102,[0.112 2.07 ],,10200,True,1.0,677.778,100.0,0.85666215,0.4189424,1595.5803208351135,1.0297382e+32,11.284107,94.55,0.85666215,-65.11203,2045956500.0,1,8446075.0,1.0,438216640.0,-50.199924,1.0,2.0,38.373707,-71.22982,,100.0,1371538
-109.80206,20237462.0,-62.384495,0.25118992,-66.44997827097774,-1.7651215e+16,43.35208,-1.0,100,-2140.3367,,103,[0.142 2.192],,10300,True,1.0,2022.4874,100.0,0.8627343,0.4189424,1607.4515318870544,2.2432317e+28,11.961784,96.57,0.8627343,-66.449974,3313491700.0,1,3991411.8,1.0,169235230.0,-50.341454,1.0,2.0,59.46061,-62.384495,,100.0,1381195
-101.78424,3287.319,-60.607025,0.026991012,-65.26619551315903,-7007853.5,36.518044,-1.0,100,-1599.0327,,104,[0.131 2.316],,10400,True,1.0,1472.0304,100.0,0.86429214,0.4189424,1618.7740862369537,2395391200.0,11.76702,94.84,0.86429214,-65.2662,791894.06,1,779.4116,1.0,19400.654,-40.05789,1.0,2.0,61.72635,-60.607025,,100.0,1390679
-92.7382,192666420.0,-70.22037,0.39706907,-63.65495219394565,-1.7897948e+18,29.083244,-1.0,100,-1011.2304,,105,[0.381 2.33 ],,10500,True,1.0,951.2633,100.0,0.85333717,0.4189424,1630.4682166576385,8.9077275e+32,10.267821,92.25,0.85333717,-63.654945,7023357000.0,1,21379078.0,1.0,1933030300.0,-50.323097,1.0,2.0,42.4151,-70.22037,,100.0,1399904
-100.498505,21858948.0,-63.49536,0.104637265,-65.81261148706079,-3.5572955e+16,34.68589,-1.0,100,-1418.0023,,106,[0.37  2.455],,10600,True,1.0,1334.7029,100.0,0.861866,0.4189424,1641.6765894889832,1.8235947e+29,11.471343,95.9,0.861866,-65.812614,2406533000.0,1,3560147.0,1.0,184001890.0,-50.50789,1.0,2.0,49.990616,-63.49536,,100.0,1409494
-102.65174,3755.6409,-67.82048,0.088947564,-64.89766679346562,-65071052.0,37.754074,-1.0,100,-1651.8027,,107,[0.359 2.579],,10700,True,1.0,1560.8685,100.0,0.857513,0.4189424,1654.8154311180115,503250550000.0,11.64038,94.7,0.857513,-64.897675,560525.8,1,787.7913,1.0,33408.223,-50.42056,1.0,2.0,52.231182,-67.82048,,100.0,1418964
-94.58226,47322708.0,-58.161762,0.23199742,-62.73858829319477,-4.0035098e+17,31.843672,-1.0,100,-1221.4572,,108,[0.114 2.627],,10800,True,1.0,1124.0302,100.0,0.86819816,0.4189424,1668.4976761341095,1.6885656e+31,10.488603,91.42,0.86819816,-62.73859,2372110600.0,1,4884697.0,1.0,475715900.0,-40.51908,1.0,2.0,54.06318,-58.161762,,100.0,1428106
-84.96592,3440330.8,-61.924187,0.21102826,-62.32418292671442,-8.658297e+17,22.641735,-1.0,100,-637.1839,,109,[0.065 2.742],,10900,True,1.0,594.8633,100.0,0.8548891,0.4189424,1682.8230004310608,4.185334e+32,9.067252,91.11,0.8548891,-62.32419,116957320.0,1,571512.3,1.0,33786736.0,-49.33358,1.0,2.0,35.63234,-61.924187,,100.0,1437217
-87.57737,54635684.0,-64.753426,0.12209279,-64.45986571922899,-1.643016e+17,23.117504,-1.0,100,-731.4666,,110,[0.047 2.619],,11000,True,1.0,657.8098,100.0,0.86050403,0.4189424,1694.334487915039,4.9753375e+30,11.108142,94.27,0.86050403,-64.45987,1493005700.0,1,5888844.0,1.0,549240100.0,-40.568924,1.0,2.0,47.008446,-64.753426,,100.0,1446644
-93.700676,1118564800000.0,-58.84129,0.098138005,-64.2794326351583,-2.9953483e+17,29.421242,-1.0,100,-1023.8273,,111,[-4.498e-04  2.503e+00],,11100,True,1.0,959.383,100.0,0.8593483,0.4189424,1705.3331396579742,2.159291e+31,9.683671,93.19,0.8593483,-64.27944,66121260000000.0,1,112469550000.0,1.0,11242048000000.0,-49.73046,1.0,2.0,43.970215,-58.84129,,100.0,1455963
-87.40236,67404776.0,-60.80909,0.05271175,-63.54053807705641,-4134362400000000.0,23.861822,-1.0,100,-766.37006,,112,[-0.014  2.627],,11200,True,1.0,691.96313,100.0,0.8555319,0.4189424,1718.7242279052734,3.087198e+27,11.071433,92.45,0.8555319,-63.54053,2507121400.0,1,10076717.0,1.0,577014500.0,-40.155422,1.0,2.0,47.246937,-60.80909,,100.0,1465208
-92.59231,7338809300.0,-55.606953,0.43496862,-63.17512438967824,-1.5172899e+16,29.417183,-1.0,100,-1014.30896,,113,[-0.058  2.744],,11300,True,1.0,953.06836,100.0,0.85867625,0.4189424,1729.5993292331696,6.138016e+28,9.364705,92.25,0.85867625,-63.17512,6004660700.0,1,743291700.0,1.0,73763080000.0,-49.72879,1.0,2.0,42.863518,-55.606953,,100.0,1474433
-92.37214,38026376.0,-63.613037,0.9982925,-64.87129613503814,-2.7943482e+17,27.500843,-1.0,100,-914.0375,,114,[-0.066  2.619],,11400,True,1.0,854.9289,100.0,0.86396736,0.4189424,1744.2247953414917,2.2348096e+31,9.931393,94.36,0.86396736,-64.8713,1139872300.0,1,5389336.5,1.0,372884130.0,-50.261604,1.0,2.0,42.110535,-63.613037,,100.0,1483869
-88.64683,9477617.0,-64.434006,0.08976496,-62.64714955538511,-5.1151643e+16,25.999678,-1.0,100,-857.9792,,115,[-0.053  2.744],,11500,True,1.0,780.30994,100.0,0.86278826,0.4189424,1758.7208983898163,4.337047e+29,10.214045,91.79,0.86278826,-62.647152,1339285500.0,1,1979669.9,1.0,81939896.0,-40.375206,1.0,2.0,48.27162,-64.434006,,100.0,1493048
-98.41027,13154740.0,-71.58745,0.047936227,-64.43872642248868,-318825720000000.0,33.971546,-1.0,100,-1383.6511,,116,[-0.023  2.622],,11600,True,1.0,1273.2681,100.0,0.8646319,0.4189424,1769.749521970749,8.3420904e+24,10.917977,94.0,0.8646319,-64.43873,676390500.0,1,1844174.4,1.0,128050880.0,-40.863876,1.0,2.0,57.546394,-71.58745,,100.0,1502448
-89.93926,142709.84,-63.016388,0.0037370084,-62.08358035355806,-35820740000000.0,27.855684,-1.0,100,-930.4255,,117,[0.026 2.507],,11700,True,1.0,875.5042,100.0,0.85739404,0.4189424,1781.25306391716,4.2536477e+23,9.978238,89.94,0.85739404,-62.083584,9619098.0,1,21535.39,1.0,1420716.4,-49.34754,1.0,2.0,40.59172,-63.016388,,100.0,1511442
-100.20143,2562440.8,-66.389915,0.9742449,-64.47130632042885,-5.113275e+19,35.730125,-1.0,100,-1492.3881,,118,[-0.054  2.412],,11800,True,1.0,1409.1171,100.0,0.8582576,0.4189424,1794.7228815555573,3.770458e+35,11.509789,93.71,0.8582576,-64.47131,1014261250.0,1,676081.7,1.0,19339430.0,-50.219658,1.0,2.0,49.981773,-66.389915,,100.0,1520813
-94.52733,6978033.5,-72.78075,0.0021529202,-65.15379137083887,-8396694000000000.0,29.37354,-1.0,100,-1030.4558,,119,[-0.049  2.536],,11900,True,1.0,964.5461,100.0,0.8584762,0.4189424,1809.602199792862,1.6228556e+28,10.086696,94.8,0.8584762,-65.153786,893728060.0,1,1500523.6,1.0,50297560.0,-50.059616,1.0,2.0,44.467712,-72.78075,,100.0,1530293
-90.85289,11964636.0,-66.57852,0.10049901,-64.36707230120898,-4759929000000000.0,26.485817,-1.0,100,-882.6023,,120,[-0.03   2.413],,12000,True,1.0,795.92664,100.0,0.8636537,0.4189424,1820.4252746105194,3.0156982e+27,9.717413,93.75,0.8636537,-64.36707,739990850.0,1,2081961.9,1.0,109992470.0,-39.8595,1.0,2.0,50.99339,-66.57852,,100.0,1539668
-100.1532,933911.94,-69.72735,0.007566031,-63.89980577364564,-51272384000000.0,36.253395,-1.0,100,-1543.1289,,121,[0.01  2.531],,12100,True,1.0,1421.9855,100.0,0.8549564,0.4189424,1831.1721668243408,1.7912107e+23,10.376757,92.9,0.8549564,-63.89981,74055290.0,1,140975.06,1.0,9203929.0,-39.867348,1.0,2.0,60.28585,-69.72735,,100.0,1548958
-100.41971,73063200.0,-69.58414,0.58093214,-64.28007949471474,-2.0564925e+18,36.139626,-1.0,100,-1543.4414,,122,[-0.06   2.428],,12200,True,1.0,1425.1904,100.0,0.8551611,0.4189424,1841.8730020523071,3.0242782e+32,10.914106,93.34,0.8551611,-64.28008,13188545000.0,1,15358776.0,1.0,551711740.0,-40.85778,1.0,2.0,59.561928,-69.58414,,100.0,1558292
-87.186905,14610213.0,-65.99884,0.01550141,-65.0103928990662,-1.3317655e+19,22.176512,-1.0,100,-672.77515,,123,[-0.053  2.553],,12300,True,1.0,599.6969,100.0,0.8660852,0.4189424,1853.3939626216888,3.3208757e+34,10.387457,94.79,0.8660852,-65.01039,591954940.0,1,2334219.0,1.0,132325470.0,-40.363678,1.0,2.0,46.823227,-65.99884,,100.0,1567771
-93.62924,9508598.0,-66.7064,0.02743008,-64.04538043230772,-8196766300000.0,29.583857,-1.0,100,-1093.9388,,124,[-0.075  2.43 ],,12400,True,1.0,997.7687,100.0,0.85694957,0.4189424,1867.3827517032623,7.263127e+21,11.070858,93.13,0.85694957,-64.04538,503554400.0,1,1080048.5,1.0,95252310.0,-39.915222,1.0,2.0,53.71402,-66.7064,,100.0,1577084
-108.331024,2815200.2,-61.694115,0.14702392,-64.77708100453019,-66029840000.0,43.553944,-1.0,100,-2176.6624,,125,[-0.137  2.538],,12500,True,1.0,2023.303,100.0,0.8625779,0.4189424,1878.7931725978851,1.831487e+17,11.240873,93.75,0.8625779,-64.77708,396855070.0,1,294384.9,1.0,28297802.0,-40.501186,1.0,2.0,67.829834,-61.694115,,100.0,1586459
-90.3084,223615630.0,-64.771675,0.053496517,-62.67254909232259,-6.806057e+16,27.635855,-1.0,100,-972.50244,,126,[-0.051  2.628],,12600,True,1.0,888.0638,100.0,0.8687333,0.4189424,1890.1993060112,6.496498e+29,11.15004,91.0,0.8687333,-62.67255,1754733700.0,1,22676900.0,1.0,2247595500.0,-39.977055,1.0,2.0,50.33135,-64.771675,,100.0,1595559
-96.74464,69063736.0,-66.32695,0.08100838,-64.82171595469117,-4.3578956e+18,31.922922,-1.0,100,-1224.5425,,127,[-0.107  2.516],,12700,True,1.0,1150.3241,100.0,0.85576147,0.4189424,1904.1937415599823,3.4475794e+33,11.456492,93.96,0.85576147,-64.82172,2360968200.0,1,8152774.5,1.0,688344600.0,-49.557842,1.0,2.0,47.186794,-66.32695,,100.0,1604955
-85.62384,9512058.0,-61.03695,0.05149697,-65.66378271982074,-626403260000000.0,19.960056,-1.0,100,-563.8164,,128,[-0.092  2.392],,12800,True,1.0,495.46985,100.0,0.8577502,0.4189424,1915.4853835105896,8.399431e+25,9.852205,95.99,0.8577502,-65.66379,248935170.0,1,1062178.5,1.0,95589380.0,-40.341896,1.0,2.0,45.281944,-61.03695,,100.0,1614554
-102.36967,6619728.0,-63.28823,0.12605688,-62.90077836126089,-1.2677289e+16,39.468887,-1.0,100,-1764.1174,,129,[-0.138  2.508],,12900,True,1.0,1670.1592,100.0,0.85255766,0.4189424,1928.7396330833435,1.8203968e+28,10.600284,91.1,0.85255766,-62.90078,834068350.0,1,809050.8,1.0,66490236.0,-49.277275,1.0,2.0,53.092392,-63.28823,,100.0,1623664
-96.05054,2704195800.0,-65.95885,0.24160014,-64.35388779237866,-5.372871e+18,31.69665,-1.0,100,-1229.6799,,130,[-0.098  2.39 ],,13000,True,1.0,1124.0205,100.0,0.8572702,0.4189424,1939.3780632019043,2.5857066e+33,10.92442,93.83,0.8572702,-64.35389,79420580000.0,1,350414560.0,1.0,26675704000.0,-39.74916,1.0,2.0,56.301376,-65.95885,,100.0,1633047
-100.88795,19426608.0,-64.844284,0.31666768,-64.11989171013236,-5.3199757e+17,36.768055,-1.0,100,-1565.308,,131,[-0.09   2.266],,13100,True,1.0,1477.9874,100.0,0.8595418,0.4189424,1949.066796541214,3.711618e+31,11.229324,93.34,0.8595418,-64.11989,2893892600.0,1,4500719.0,1.0,135997820.0,-49.70508,1.0,2.0,51.18287,-64.844284,,100.0,1642381
-102.98772,1618914.0,-76.565575,0.2806548,-66.76923790931701,-1.0897141e+19,36.21848,-1.0,100,-1517.5127,,132,[-0.083  2.141],,13200,True,1.0,1423.6716,100.0,0.8584928,0.4189424,1959.3322281837463,1.3484176e+34,10.577966,96.33,0.8584928,-66.76924,475429950.0,1,466093.38,1.0,10238469.0,-49.928505,1.0,2.0,53.05921,-76.565575,,100.0,1652014
-87.73659,22017990.0,-61.84935,0.051585842,-65.95454852297902,-3.298906e+16,21.782036,-1.0,100,-625.52484,,133,[-0.094  2.016],,13300,True,1.0,576.6809,100.0,0.8682715,0.4189424,1969.1196370124817,4.561475e+29,10.110574,95.32,0.8682715,-65.95455,1230592600.0,1,4840432.0,1.0,144848460.0,-49.456825,1.0,2.0,38.279762,-61.84935,,100.0,1661546
-89.86129,6360.6953,-61.452255,0.16113453,-64.68036815941333,-15895686000.0,25.180923,-1.0,100,-809.5929,,134,[-0.074  2.14 ],,13400,True,1.0,755.47614,100.0,0.86209416,0.4189424,1979.4668085575104,8.627043e+16,11.018045,94.15,0.86209416,-64.680374,377336.22,1,1505.1516,1.0,56402.11,-49.568287,1.0,2.0,40.293003,-61.452255,,100.0,1670961
