InitialReturnMax,OptimizationReturnMin,InitialReturnMean,StdWReturnMean,TimeElapsed,VarianceInitializer,EmpiricalD2Arithmetic,ReturnStepMax,MinBehavPdf,TimestepsSoFar,WReturnMean,MinTargetPdf,DivergenceHarmonic,EmpiricalD2Harmonic,MaxIW,Iteration,InitialReturnMin,Bound,EpisodesSoFar,LearnableVariance,Epsilon,ESSRenyiHarmonic,MeanIW,EpLenMean,MeanEntropy,EpThisIter,ESSRenyiArithmetic,StdIW,ReturnStepMaxmin,Penalization,InitialBound,OptimizationReturnMax,MeanD2-0,MinIW,InitialReturnStd,ReturnMeanIW,Weights,OptimizationReturnMean,EpRewMean,Inner Iteration
-49.808556,,-64.34011,,376.68245220184326,-1.0,1.0,0.86270094,-65.90136,1079379,2741.2173,-65.90136,1.4408543e+34,1.0,62216237000.0,68,-115.38502,-1.7206193e+19,6800,,2.0,100.0,686534200.0,94.06,0.4189424,100,100.0,6201003500.0,0.86270094,True,-2884.5562,65.57646,1.0,0.038257476,11.646211,616890240000.0,[-1.062e-03  2.432e+00],51.04491,-64.34010697111488,1
-40.639835,,-65.640686,,380.59517216682434,-1.0,1.0,0.85868156,-64.16398,1088940,2049.6394,-64.16398,3.950558e+34,1.0,1214227200.0,69,-109.42442,-3.134659e+19,6900,,2.0,100.0,20600598.0,95.61,0.4189424,100,100.0,132607270.0,0.85868156,True,-2207.3462,68.78459,1.0,0.013986632,11.516242,16016727000.0,[0.018 2.308],43.78374,-65.64068684220314,1
-40.355076,,-64.499855,,384.57498240470886,-1.0,1.0,0.854916,-68.898155,1098280,2194.7754,-68.898155,4.6795976e+35,1.0,1100355100000.0,70,-109.81229,-1.1000637e+20,7000,,2.0,100.0,11021213000.0,93.4,0.4189424,100,100.0,109482220000.0,0.854916,True,-2355.5828,69.457214,1.0,0.057341296,11.897868,17202260000000.0,[-0.013  2.187],45.312428,-64.49985659122467,1
-50.18978,,-66.07972,,388.5813739299774,-1.0,1.0,0.86373997,-73.5416,1107922,697.9046,-73.5416,5.813093e+33,1.0,217232720.0,71,-90.496445,-4.1289163e+18,7100,,2.0,100.0,5211489.5,96.42,0.4189424,100,100.0,25541806.0,0.86373997,True,-752.0575,40.306664,1.0,0.6773802,10.086038,1542635100.0,[0.486 2.157],24.416723,-66.07971965163946,1
-41.094296,,-64.31413,,392.36746549606323,-1.0,1.0,0.86642265,-77.839806,1117268,1782.7626,-77.839806,8.394632e+31,1.0,2395585000.0,72,-104.7401,-1.2371407e+18,7200,,2.0,100.0,41611332.0,93.46,0.4189424,100,100.0,280672200.0,0.86642265,True,-1917.7854,63.6458,1.0,0.09851722,12.186237,22332316000.0,[0.493 2.281],40.42596,-64.31413744166494,1
-50.07579,,-67.20798,,396.2450544834137,-1.0,1.0,0.87162685,-80.24163,1127052,1279.3683,-80.24163,1.2588581e+31,1.0,105065320.0,73,-101.04794,-3.0727917e+17,7300,,2.0,100.0,2422659.0,97.84,0.4189424,100,100.0,14305210.0,0.87162685,True,-1365.9719,50.972153,1.0,0.01397831,11.585546,1790068200.0,[0.518 2.404],33.83997,-67.20797425493598,1
-41.110847,,-66.09937,,400.2278094291687,-1.0,1.0,0.86034423,-92.38554,1136731,939.86554,-92.38554,1.5349695e+28,1.0,127641220.0,74,-94.87712,-1.1938467e+16,7400,,2.0,100.0,1903913.2,96.79,0.4189424,100,100.0,13805977.0,0.86034423,True,-1036.2229,53.766273,1.0,0.008460698,10.569143,1612543400.0,[0.469 2.289],28.777748,-66.09937426194548,1
-50.64599,,-66.929436,,403.80291056632996,-1.0,1.0,0.8660293,-70.95662,1146469,1129.6243,-70.95662,3.1652653e+35,1.0,3496982800.0,75,-98.722496,-4.3346056e+19,7500,,2.0,100.0,42049000.0,97.38,0.4189424,100,100.0,350788200.0,0.8660293,True,-1206.6678,48.076508,1.0,0.02477808,10.900716,14232110000.0,[0.511 2.171],31.793058,-66.92943540170789,1
-40.598465,,-65.60293,,407.0831847190857,-1.0,1.0,0.8655929,-69.43065,1156023,1848.4646,-69.43065,2.1309112e+31,1.0,55476308.0,76,-107.1398,-6.8130956e+17,7600,,2.0,100.0,1159157.2,95.54,0.4189424,100,100.0,5783996.0,0.8655929,True,-1996.0532,66.541336,1.0,0.23238537,11.097426,1165386200.0,[0.501 2.296],41.53687,-65.60292876139283,1
-50.78916,,-68.22989,,410.4491138458252,-1.0,1.0,0.8608461,-66.28441,1165887,1959.0886,-66.28441,3.737704e+29,1.0,6288023000.0,77,-110.62833,-7.297141e+16,7700,,2.0,100.0,65936160.0,98.64,0.4189424,100,100.0,625737100.0,0.8608461,True,-2078.4438,59.839165,1.0,0.17507073,12.706745,88550390000.0,[0.531 2.174],42.39844,-68.22989019736647,1
-50.350395,,-65.615105,,414.4120831489563,-1.0,1.0,0.8586881,-70.13434,1175448,1104.908,-70.13434,92086904.0,1.0,1334.7444,78,-97.07813,-763081.1,7800,,2.0,100.0,86.23044,95.61,0.4189424,100,100.0,236.53947,0.8586881,True,-1177.6897,46.727737,1.0,0.049568757,10.723146,64644.176,[0.548 2.298],31.463028,-65.61510565906764,1
-50.419754,,-65.02586,,418.0348174571991,-1.0,1.0,0.86262566,-65.17192,1184949,628.74054,-65.17192,1.14814776e+24,1.0,14614995.0,79,-87.967674,-50355887000000.0,7900,,2.0,100.0,258216.88,95.01,0.4189424,100,100.0,1584403.4,0.86262566,True,-675.7346,37.54792,1.0,0.5284244,10.119975,97096610.0,[0.538 2.236],22.94181,-65.02586345389486,1
-50.764343,,-65.25763,,420.7857549190521,-1.0,1.0,0.86352605,-69.329315,1194453,1136.0867,-69.329315,1.5749758e+26,1.0,278025120.0,80,-97.399055,-909777200000000.0,8000,,2.0,100.0,3634730.0,95.04,0.4189424,100,100.0,28209296.0,0.86352605,True,-1208.5781,46.634712,1.0,0.26739433,10.149637,1591126900.0,[0.61  2.338],32.14143,-65.2576267130673,1
-50.898804,,-65.58999,,424.59892773628235,-1.0,1.0,0.8601557,-62.881866,1203979,945.05786,-62.881866,5.381941e+28,1.0,36904476.0,81,-94.41627,-1.4644527e+16,8100,,2.0,100.0,697360.0,95.26,0.4189424,100,100.0,4193278.0,0.8601557,True,-1008.1816,43.517464,1.0,0.1419238,10.681909,272089600.0,[0.661 2.453],28.826284,-65.5899821986258,1
-50.181656,,-62.366135,,428.7580916881561,-1.0,1.0,0.8568759,-57.257416,1213048,901.3228,-57.257416,924937450000000.0,1.0,122784.42,82,-90.89508,-1681402400.0,8200,,2.0,100.0,2703.9854,90.69,0.4189424,100,100.0,14732.798,0.8568759,True,-956.5741,40.713425,1.0,0.06560284,9.349974,1011864.9,[0.704 2.57 ],28.528948,-62.36613326922059,1
-39.788834,,-64.28411,,432.76360034942627,-1.0,1.0,0.8591247,-65.53526,1222428,1177.8208,-65.53526,1.8396396e+27,1.0,477200.1,83,-96.70288,-4631099000000000.0,8300,,2.0,100.0,25769.176,93.8,0.4189424,100,100.0,76633.44,0.8591247,True,-1285.7888,56.914047,1.0,0.1505369,11.262517,27244968.0,[0.619 2.662],32.41877,-64.28411264106632,1
-50.71805,,-65.52439,,436.11356019973755,-1.0,1.0,0.8618847,-62.026245,1231989,1260.9767,-62.026245,7.002365e+34,1.0,2847563800.0,84,-99.03355,-2.059084e+19,8400,,2.0,100.0,57273356.0,95.61,0.4189424,100,100.0,366565660.0,0.8618847,True,-1338.788,48.3155,1.0,0.0006878416,11.752163,22669064000.0,[0.57  2.548],33.50915,-65.52439403891563,1
-41.108025,,-65.01314,,439.3320360183716,-1.0,1.0,0.8605592,-72.50397,1241439,1005.58734,-72.50397,3.3091576e+30,1.0,8768725.0,85,-94.74977,-1.7447906e+17,8500,,2.0,100.0,405597.25,94.5,0.4189424,100,100.0,1346146.4,0.8605592,True,-1101.4979,53.641747,1.0,0.11386205,11.014539,181838270.0,[0.577 2.672],29.736631,-65.01313939720393,1
-40.530956,,-67.572784,,443.2212359905243,-1.0,1.0,0.8554451,-75.51478,1251333,1072.3171,-75.51478,6.575945e+28,1.0,726266200.0,86,-98.033165,-2.8263571e+16,8600,,2.0,100.0,10987246.0,98.94,0.4189424,100,100.0,76114760.0,0.8554451,True,-1182.5305,57.50221,1.0,0.002345833,12.020101,7846537700.0,[0.594 2.549],30.460377,-67.57278968155384,1
-50.96468,,-66.47838,,447.25628662109375,-1.0,1.0,0.86959404,-81.2812,1260971,1748.3243,-81.2812,2.6654276e+31,1.0,31363222.0,87,-106.59613,-5.3260226e+17,8700,,2.0,100.0,867088.2,96.38,0.4189424,100,100.0,3713080.8,0.86959404,True,-1851.484,55.63145,1.0,0.0011692683,11.78518,732656000.0,[0.543 2.434],40.117752,-66.4783810980618,1
-40.92971,,-65.47966,,450.9952435493469,-1.0,1.0,0.8596706,-60.380898,1270546,876.4175,-60.380898,9.3269165e+30,1.0,5694467600.0,88,-93.349365,-2.7972813e+17,8800,,2.0,100.0,82330060.0,95.75,0.4189424,100,100.0,610132100.0,0.8596706,True,-968.00964,52.419655,1.0,0.048909105,9.984842,19222684000.0,[0.531 2.31 ],27.869705,-65.47966056674719,1
-51.228706,,-66.85541,,455.117134809494,-1.0,1.0,0.8663001,-67.71361,1280358,791.68567,-67.71361,3.4654236e+29,1.0,487629220.0,89,-93.04625,-3.431421e+16,8900,,2.0,100.0,5950275.0,98.12,0.4189424,100,100.0,49243476.0,0.8663001,True,-849.974,41.817543,1.0,0.26054338,10.282292,4434124000.0,[0.552 2.433],26.190838,-66.85540961459279,1
-50.74079,,-66.77445,,459.0741140842438,-1.0,1.0,0.8568524,-60.152164,1290099,1680.034,-60.152164,1.8299447e+30,1.0,37068424.0,90,-106.206955,-1.3872476e+17,9000,,2.0,100.0,524890.75,97.41,0.4189424,100,100.0,3713367.2,0.8568524,True,-1782.5817,55.466164,1.0,0.1985121,11.185358,541808450.0,[0.6   2.548],39.4325,-66.77445794641972,1
-50.646046,,-64.24391,,462.62152910232544,-1.0,1.0,0.86196136,-79.6358,1299533,863.81506,-79.6358,5.765587e+30,1.0,142181300.0,91,-92.06474,-1.37307235e+17,9100,,2.0,100.0,1663516.1,94.34,0.4189424,100,100.0,14147036.0,0.86196136,True,-920.9972,41.418697,1.0,0.028058935,9.477151,165182540.0,[0.593 2.673],27.820833,-64.24390864878893,1
-50.807148,,-64.84684,,466.67264699935913,-1.0,1.0,0.8637699,-64.9163,1308957,840.46234,-64.9163,4.4938833e+25,1.0,5685191.0,92,-91.86161,-376626120000000.0,9200,,2.0,100.0,128539.03,94.24,0.4189424,100,100.0,616606.06,0.8637699,True,-896.6429,41.054462,1.0,0.047549214,10.519711,36032636.0,[0.617 2.551],27.014776,-64.84683552712202,1
-50.434532,,-62.609463,,470.9779233932495,-1.0,1.0,0.8600444,-62.333893,1318092,803.70325,-62.333893,9.881322e+23,1.0,1695853.4,93,-89.327354,-50121670000000.0,9300,,2.0,100.0,62567.023,91.35,0.4189424,100,100.0,218936.25,0.8600444,True,-854.12317,38.892822,1.0,0.011519933,9.479324,35294650.0,[0.564 2.664],26.71789,-62.609463691711426,1
-50.752342,,-62.951748,,474.74079060554504,-1.0,1.0,0.8590325,-56.678604,1327312,867.1909,-56.678604,4.927254e+21,1.0,2399541.5,94,-90.95118,-3781065200000.0,9400,,2.0,100.0,70798.16,92.2,0.4189424,100,100.0,327220.53,0.8590325,True,-921.0536,40.198837,1.0,0.05764044,9.122656,51903610.0,[0.509 2.776],27.999432,-62.95174874052405,1
-50.533527,,-64.576416,,478.59929752349854,-1.0,1.0,0.86292017,-72.943924,1336704,2753.5657,-72.943924,3.813476e+31,1.0,279145200.0,95,-115.85264,-8.7825326e+17,9500,,2.0,100.0,5829218.5,93.92,0.4189424,100,100.0,34741220.0,0.86292017,True,-2895.781,65.31911,1.0,0.017691825,11.149649,13206749000.0,[0.27  2.701],51.276215,-64.57641697153448,1
-50.25549,,-65.62041,,482.48575711250305,-1.0,1.0,0.85876656,-69.07303,1346290,998.8727,-69.07303,2.1122846e+21,1.0,1724163.2,96,-95.708786,-3165106200000.0,9600,,2.0,100.0,36071.06,95.86,0.4189424,100,100.0,191343.22,0.85876656,True,-1067.7372,45.453297,1.0,0.09544647,9.672744,18375672.0,[0.279 2.576],30.08838,-65.62040489062667,1
-50.284523,,-63.502792,,486.4769175052643,-1.0,1.0,0.86170095,-70.98419,1355569,683.91974,-70.98419,5.3289527e+22,1.0,113628.086,97,-87.81049,-10835867000000.0,9700,,2.0,100.0,6901.1436,92.79,0.4189424,100,100.0,19150.92,0.86170095,True,-730.85834,37.52597,1.0,0.08304118,9.646532,3248706.8,[0.512 2.484],24.307697,-63.50279555022716,1
-50.822517,,-66.51272,,490.5730278491974,-1.0,1.0,0.8634709,-68.771706,1365210,994.3059,-68.771706,1636204200000000.0,1.0,96187.28,98,-95.96276,-2748487200.0,9800,,2.0,100.0,2197.9695,96.41,0.4189424,100,100.0,10907.883,0.8634709,True,-1062.2257,45.140244,1.0,0.11662359,11.269484,1065512.6,[0.58 2.38],29.450037,-66.51272390529513,1
-50.160393,,-64.52762,,494.31280851364136,-1.0,1.0,0.86724913,-63.87393,1374573,1203.3827,-63.87393,1.2545899e+24,1.0,40590436.0,99,-97.85443,-84929680000000.0,9900,,2.0,100.0,519284.8,93.63,0.4189424,100,100.0,4062243.2,0.86724913,True,-1279.2058,47.69404,1.0,0.009024249,9.628384,329955040.0,[0.336 2.329],33.32682,-64.52761196300388,1
-40.94183,,-66.31639,,498.08359694480896,-1.0,1.0,0.8618878,-66.730385,1384241,1472.0918,-66.730385,1.351054e+24,1.0,12938491.0,100,-103.12881,-149835470000000.0,10000,,2.0,100.0,253590.48,96.68,0.4189424,100,100.0,1399117.2,0.8618878,True,-1600.9956,62.186977,1.0,0.015687127,10.8137865,216335400.0,[0.397 2.438],36.812412,-66.31639220699668,1
-40.3136,,-65.2637,,501.7754111289978,-1.0,1.0,0.8635273,-65.56335,1393772,983.5305,-65.56335,6.1736306e+32,1.0,98882130.0,101,-94.67343,-2.4474018e+18,10100,,2.0,100.0,2187987.0,95.31,0.4189424,100,100.0,10786515.0,0.8635273,True,-1082.0281,54.359833,1.0,0.009555571,10.890285,1009129600.0,[0.168 2.537],29.409729,-65.26370155766607,1
-50.15966,,-64.22388,,505.5548675060272,-1.0,1.0,0.8588814,-68.47104,1403099,1124.0151,-68.47104,3.0486408e+31,1.0,322180320.0,102,-96.16713,-3.8957274e+17,10200,,2.0,100.0,3324659.8,93.27,0.4189424,100,100.0,32048110.0,0.8588814,True,-1194.5684,46.00747,1.0,0.36681727,10.180545,361574270.0,[0.173 2.662],31.94326,-64.22387244537472,1
-41.889336,,-63.66609,,508.70624017715454,-1.0,1.0,0.85845375,-69.43666,1412382,666.1924,-69.43666,5.467732e+16,1.0,1302092.4,103,-87.44994,-16187248000.0,10300,,2.0,100.0,23287.42,92.83,0.4189424,100,100.0,137431.4,0.85845375,True,-735.3819,45.560608,1.0,0.03252932,10.025997,7885591.0,[0.203 2.783],23.783855,-63.666087571084496,1
-40.61459,,-63.229458,,512.7042586803436,-1.0,1.0,0.8637019,-68.75818,1421559,1385.2205,-68.75818,1.1303482e+30,1.0,358202660.0,104,-98.98035,-1.20726085e+17,10400,,2.0,100.0,8579990.0,91.77,0.4189424,100,100.0,44831460.0,0.8637019,True,-1498.7681,58.365757,1.0,0.00072934903,10.348639,9055612000.0,[0.293 2.87 ],35.75089,-63.229457606971266,1
-49.81057,,-62.724167,,516.8421812057495,-1.0,1.0,0.8608771,-63.168404,1430646,1138.4668,-63.168404,2.823039e+31,1.0,2895188000.0,105,-94.82229,-3.588297e+17,10500,,2.0,100.0,29499298.0,90.87,0.4189424,100,100.0,288021200.0,0.8608771,True,-1206.0004,45.01172,1.0,0.035446957,10.400828,16725953000.0,[0.306 2.746],32.098125,-62.72416421875358,1
-49.83306,,-64.41463,,520.7604308128357,-1.0,1.0,0.8595249,-78.58339,1440030,1634.941,-78.58339,2.5028828e+30,1.0,22782898.0,106,-103.28555,-1.5067281e+17,10600,,2.0,100.0,640705.75,93.84,0.4189424,100,100.0,2863837.0,0.8595249,True,-1730.1774,53.45249,1.0,0.038745224,11.135181,675971700.0,[0.295 2.621],38.870922,-64.4146270313859,1
-50.576027,,-63.417126,,524.5665855407715,-1.0,1.0,0.86339355,-58.991478,1449285,652.14606,-58.991478,6.921673e+29,1.0,79763784.0,107,-87.36239,-3.752822e+16,10700,,2.0,100.0,1495068.6,92.55,0.4189424,100,100.0,8322311.0,0.86339355,True,-697.2526,36.78636,1.0,0.24269383,8.875262,476359600.0,[0.252 2.504],23.945269,-63.41712331667542,1
-40.923695,,-62.27696,,528.5903353691101,-1.0,1.0,0.8528609,-62.156284,1458336,785.2196,-62.156284,1.4261713e+30,1.0,300933500.0,108,-88.633675,-9.061145e+16,10800,,2.0,100.0,4676749.0,90.51,0.4189424,100,100.0,32288168.0,0.8528609,True,-861.09155,47.70998,1.0,0.010972622,9.515411,1132869100.0,[0.273 2.627],26.356716,-62.27695776671171,1
-40.18012,,-62.437813,,532.3589246273041,-1.0,1.0,0.8635291,-63.372482,1467452,654.2619,-63.372482,5.208642e+30,1.0,2178585600.0,109,-86.24457,-1.6142578e+17,10900,,2.0,100.0,43596816.0,91.16,0.4189424,100,100.0,243061470.0,0.8635291,True,-724.9914,46.06445,1.0,0.09309613,9.354158,36443090000.0,[0.295 2.75 ],23.806757,-62.437811032533645,1
-50.84675,,-64.113464,,536.0330667495728,-1.0,1.0,0.8590088,-68.26495,1476786,753.9355,-68.26495,4.282539e+17,1.0,3753899.5,110,-89.53675,-32659116000.0,11000,,2.0,100.0,68709.98,93.34,0.4189424,100,100.0,396776.78,0.8590088,True,-803.83075,38.690002,1.0,0.025115242,10.37264,5828814.0,[0.314 2.874],25.423294,-64.1134578190744,1
-49.660282,,-62.50915,,539.6528453826904,-1.0,1.0,0.86839867,-64.56574,1485924,893.19696,-64.56574,6.303888e+26,1.0,4117947.8,111,-90.48499,-1394855700000000.0,11100,,2.0,100.0,166852.61,91.38,0.4189424,100,100.0,579673.94,0.86839867,True,-948.7504,40.82471,1.0,0.062017288,10.514227,109207340.0,[0.225 2.786],27.975847,-62.509145513772964,1
-40.231583,,-62.363106,,543.4035937786102,-1.0,1.0,0.86358374,-70.43411,1495021,931.25684,-70.43411,3.6400793e+30,1.0,1453713300000.0,112,-91.28009,-1.6573514e+17,11200,,2.0,100.0,14540899000.0,90.97,0.4189424,100,100.0,144642260000.0,0.86358374,True,-1018.11896,51.048508,1.0,0.00017445449,9.750123,5471540000000.0,[0.283 2.896],28.916983,-62.363105923682454,1
-40.72637,,-62.398876,,547.106379032135,-1.0,1.0,0.86030066,-63.817703,1504166,1596.7101,-63.817703,1.4624547e+17,1.0,268611.75,113,-101.14928,-46548540000.0,11300,,2.0,100.0,7941.8735,91.45,0.4189424,100,100.0,30937.05,0.86030066,True,-1718.4032,60.422905,1.0,0.27558574,9.752789,8883935.0,[0.293 3.021],38.750397,-62.39888007193804,1
-51.020462,,-62.42902,,550.6887927055359,-1.0,1.0,0.85727865,-58.764164,1513296,906.0387,-58.764164,27288467000000.0,1.0,98547.21,114,-91.16269,-282161280.0,11400,,2.0,100.0,2414.8013,91.3,0.4189424,100,100.0,11703.197,0.85727865,True,-959.74994,40.142227,1.0,0.037372813,8.96742,1571861.4,[0.536 3.079],28.733677,-62.429013993442055,1
-40.998108,,-65.25661,,554.0499482154846,-1.0,1.0,0.86300427,-69.168144,1522811,965.453,-69.168144,3.707009e+31,1.0,55336816.0,115,-94.28709,-5.7632228e+17,11500,,2.0,100.0,2013418.4,95.15,0.4189424,100,100.0,8490334.0,0.86300427,True,-1060.1067,53.28898,1.0,0.53434336,11.076294,408633100.0,[0.29  3.036],29.030481,-65.25660649314523,1
-50.657772,,-61.516735,,557.1450572013855,-1.0,1.0,0.86009216,-60.847126,1531765,2241.061,-60.847126,3.290545e+23,1.0,5398134.5,116,-107.891464,-62635073000000.0,11600,,2.0,100.0,121940.46,89.54,0.4189424,100,100.0,717245.2,0.86009216,True,-2350.2476,57.233692,1.0,0.09411666,9.510272,200982670.0,[0.303 2.911],46.374733,-61.51673029720783,1
-41.40422,,-62.948875,,560.0779049396515,-1.0,1.0,0.8553235,-62.226967,1541015,650.7058,-62.226967,9.2407e+32,1.0,7416793000.0,117,-86.38107,-2.0497898e+18,11700,,2.0,100.0,147615730.0,92.5,0.4189424,100,100.0,976532500.0,0.8553235,True,-718.13354,44.976852,1.0,0.046519022,10.081583,4887028000.0,[0.367 3.019],23.43219,-62.94888225778937,1
-50.67823,,-63.364067,,563.4783289432526,-1.0,1.0,0.85828346,-60.658386,1550312,980.5304,-60.658386,7.408959e+23,1.0,11681641.0,118,-93.24658,-51991414000000.0,11800,,2.0,100.0,197652.02,92.97,0.4189424,100,100.0,1230447.8,0.85828346,True,-1040.9305,42.56835,1.0,0.11311137,9.357658,70213800.0,[0.37  2.894],29.882515,-63.36406885638833,1
-50.41891,,-63.430058,,567.1429872512817,-1.0,1.0,0.8589519,-71.758835,1559507,684.0991,-71.758835,3.2609984e+26,1.0,78074936.0,119,-87.49289,-827356500000000.0,11900,,2.0,100.0,1505592.8,91.95,0.4189424,100,100.0,8569830.0,0.8589519,True,-729.91327,37.07398,1.0,0.13894373,10.250827,551453060.0,[0.308 2.785],24.06283,-63.430061436891556,1
-50.5401,,-65.27894,,571.0798349380493,-1.0,1.0,0.8655101,-84.66533,1569040,1158.4337,-84.66533,138950080.0,1.0,972.0673,120,-97.45765,-917428.44,12000,,2.0,100.0,54.43395,95.33,0.4189424,100,100.0,153.6488,0.8655101,True,-1231.8073,46.91755,1.0,0.007539007,11.088934,52502.742,[0.265 2.668],32.17871,-65.27893910750747,1
-50.219875,,-63.583363,,574.9575674533844,-1.0,1.0,0.85522604,-69.317314,1578304,967.33765,-69.317314,8.579397e+29,1.0,3340461000.0,121,-93.02489,-5.6571346e+16,12100,,2.0,100.0,66084816.0,92.64,0.4189424,100,100.0,444880860.0,0.85522604,True,-1028.4113,42.80501,1.0,0.12931629,10.026683,17450420000.0,[0.26  2.605],29.441523,-63.58336283788085,1
-49.486835,,-65.97105,,579.0965597629547,-1.0,1.0,0.8619009,-67.93318,1587890,2038.2294,-67.93318,6.01083e+32,1.0,244660940.0,122,-109.30709,-2.9244384e+18,12200,,2.0,100.0,4053689.5,95.86,0.4189424,100,100.0,26349212.0,0.8619009,True,-2157.5078,59.820255,1.0,0.03490699,12.657694,4684033000.0,[0.223 2.486],43.33604,-65.97105135589838,1
-41.031,,-65.48097,,583.195951461792,-1.0,1.0,0.86149037,-66.287636,1597450,1374.785,-66.287636,3.740097e+30,1.0,38431920000.0,123,-100.616936,-2.2888077e+17,12300,,2.0,100.0,775470700.0,95.6,0.4189424,100,100.0,5128471000.0,0.86149037,True,-1493.1332,59.585938,1.0,0.0289977,11.842677,825359100000.0,[0.242 2.363],35.135963,-65.48097126588226,1
-50.01384,,-63.822582,,587.2112038135529,-1.0,1.0,0.8608149,-66.790115,1606777,1860.2533,-66.790115,3.3903773e+32,1.0,428696100.0,124,-105.61133,-1.8972e+18,12400,,2.0,100.0,4834146.5,93.27,0.4189424,100,100.0,42699070.0,0.8608149,True,-1963.2872,55.59749,1.0,0.094669014,10.6749325,4590833000.0,[0.261 2.486],41.788746,-63.82258536294103,1
-50.38877,,-64.9991,,591.0677804946899,-1.0,1.0,0.8648333,-66.27922,1616214,814.0103,-66.27922,6.4503553e+27,1.0,35837332.0,125,-91.490265,-4522576000000000.0,12500,,2.0,100.0,813061.1,94.37,0.4189424,100,100.0,4219371.5,0.8648333,True,-870.31964,41.101494,1.0,0.009299706,10.593789,273649700.0,[0.261 2.361],26.491167,-64.99909905791283,1
-50.400986,,-64.77348,,595.070102930069,-1.0,1.0,0.86178106,-65.304,1625640,1552.8002,-65.304,1.7022107e+33,1.0,805438200.0,126,-102.50668,-3.7338412e+18,12600,,2.0,100.0,8306792.5,94.26,0.4189424,100,100.0,80119930.0,0.86178106,True,-1643.2988,52.105698,1.0,0.37107885,11.358058,3614202000.0,[0.217 2.244],37.733204,-64.77347910836339,1
-50.06794,,-65.16734,,598.9139063358307,-1.0,1.0,0.85556155,-71.349304,1635117,648.18115,-71.349304,6.8558915e+18,1.0,3912232.8,127,-88.516136,-129054040000.0,12700,,2.0,100.0,108312.67,94.77,0.4189424,100,100.0,499200.56,0.85556155,True,-697.4554,38.448196,1.0,0.0011016529,10.149629,32365430.0,[0.249 2.365],23.348793,-65.16734129026533,1
-49.74915,,-67.027176,,603.031361579895,-1.0,1.0,0.8625309,-69.104706,1644874,1075.0818,-69.104706,197918430.0,1.0,8206.548,128,-98.15413,-1210402.2,12800,,2.0,100.0,181.85773,97.57,0.4189424,100,100.0,848.0756,0.8625309,True,-1153.1815,48.40498,1.0,0.13760291,10.3050785,111644.51,[0.165 2.272],31.126953,-67.02717666640878,1
-49.970573,,-66.31501,,607.0043966770172,-1.0,1.0,0.85904205,-75.27414,1654560,1212.811,-75.27414,172360420.0,1.0,2577.7578,129,-99.29374,-1129454.5,12900,,2.0,100.0,84.70407,96.86,0.4189424,100,100.0,298.90778,0.85904205,True,-1293.9016,49.323166,1.0,0.01293858,11.189944,64822.7,[0.415 2.253],32.97873,-66.31501408189536,1
-49.980186,,-67.49227,,611.2643616199493,-1.0,1.0,0.8570621,-66.97244,1664357,2493.9783,-66.97244,48283300000000.0,1.0,71061.625,130,-115.91138,-1008861060.0,13000,,2.0,100.0,1025.4354,97.97,0.4189424,100,100.0,7086.8726,0.8570621,True,-2638.8716,65.93119,1.0,0.048014373,12.229834,2024257.1,[0.407 2.316],48.4191,-67.49227322548627,1
-42.12603,,-64.956535,,615.0753750801086,-1.0,1.0,0.8645415,-57.669518,1673907,763.81104,-57.669518,4.9007646e+30,1.0,14891850000.0,131,-90.81182,-1.7491024e+17,13100,,2.0,100.0,217525090.0,95.5,0.4189424,100,100.0,1578829700.0,0.8645415,True,-842.8196,48.68579,1.0,0.06648613,9.762959,50895760000.0,[0.654 2.357],25.855286,-64.95653689235449,1
-50.995888,,-66.73552,,618.9522743225098,-1.0,1.0,0.86684597,-65.59827,1683681,1315.0758,-65.59827,1.0046545e+32,1.0,17900069000.0,132,-101.19285,-8.418642e+17,13200,,2.0,100.0,181214740.0,97.74,0.4189424,100,100.0,1780841100.0,0.86684597,True,-1399.0648,50.19696,1.0,0.0044099283,11.303472,116906760000.0,[0.658 2.232],34.457325,-66.73552230998874,1
-50.888947,,-66.47551,,622.8547608852386,-1.0,1.0,0.8665052,-94.90916,1693361,4714.474,-94.90916,171806950000.0,1.0,3219.2275,133,-133.92621,-95855930.0,13300,,2.0,100.0,144.9036,96.8,0.4189424,100,100.0,473.32394,0.8665052,True,-4944.3105,83.03726,1.0,0.008513341,12.840456,588347.1,[0.697 2.114],67.4507,-66.4755103777349,1
-50.47806,,-68.275536,,627.0543675422668,-1.0,1.0,0.86326224,-72.15166,1703275,1496.7538,-72.15166,8.6649335e+32,1.0,84652610.0,134,-105.07605,-2.9249244e+18,13400,,2.0,100.0,1579230.8,99.14,0.4189424,100,100.0,9460055.0,0.86326224,True,-1596.1165,54.59799,1.0,0.30497345,11.936336,2018528500.0,[0.448 2.096],36.80051,-68.27553628489375,1
-50.556046,,-68.35443,,631.3163890838623,-1.0,1.0,0.8615004,-68.37749,1713179,1216.3708,-68.37749,1.1243419e+29,1.0,164369170.0,135,-101.09207,-2.8545008e+16,13500,,2.0,100.0,2591648.2,99.04,0.4189424,100,100.0,16790780.0,0.8615004,True,-1301.4987,50.536026,1.0,0.18121542,12.025731,1516479100.0,[0.404 1.979],32.737637,-68.35443504974246,1
