WReturnMean,DivergenceHarmonic,OptimizationReturnMin,Penalization,MaxIW,ReturnStepMax,ESSRenyiArithmetic,OptimizationReturnMax,ReturnStepMaxmin,EpThisIter,EpisodesSoFar,EmpiricalD2Arithmetic,MinIW,MinTargetPdf,OptimizationReturnMean,EpLenMean,EmpiricalD2Harmonic,InitialReturnStd,Inner Iteration,InitialReturnMean,InitialBound,StdWReturnMean,ReturnMeanIW,Weights,MinBehavPdf,ESSRenyiHarmonic,Iteration,TimestepsSoFar,MeanIW,StdIW,Bound,MeanEntropy,EpRewMean,TimeElapsed,MeanD2-0,Epsilon,InitialReturnMax,VarianceInitializer,LearnableVariance,InitialReturnMin
13199.241,93315840000.0,,True,11747.358,0.8698432,100.0,152.91858,0.8698432,100,1800,1.0,0.04225245,-110.625305,111.349335,156.92,1.0,28.294254,1,-112.03522,-13978.714,,3742261.2,[-0.26   0.862],-110.625305,100.0,18,498627,328.70633,1332.775,-241851870.0,0.4189424,-112.0352116382122,169.45187282562256,1.0,2.0,-70.46598,-1.0,,-223.38455
6768.454,2362946300.0,,True,1478.8369,0.8600113,100.0,115.747284,0.8600113,100,1900,1.0,0.059257276,-102.140495,78.60342,138.45,1.0,24.289047,1,-98.19762,-7215.036,,586394.8,[-0.265  0.924],-102.140495,100.0,19,512472,89.12913,223.84924,-22294768.0,0.4189424,-98.19761331096292,174.05951189994812,1.0,2.0,-61.05374,-1.0,,-176.80103
4033.927,5186854400.0,,True,1590.7057,0.85928917,100.0,95.82533,0.85928917,100,2000,1.0,0.013457587,-89.40231,60.055527,137.3,1.0,20.670298,1,-97.2303,-4340.0103,,344175.2,[-0.259  0.986],-89.40231,100.0,20,526202,81.84764,241.20866,-22388228.0,0.4189424,-97.2303041356802,177.7827546596527,1.0,2.0,-61.4605,-1.0,,-157.28583
11907.159,2.2992447e+35,,True,30181906000.0,0.86499524,100.0,135.25969,0.86499524,100,2100,1.0,0.00047641035,-105.24377,107.14487,124.91,1.0,20.667297,1,-88.36284,-12516.999,,3901942000000.0,[-0.278  1.046],-105.24377,100.0,21,538693,549093100.0,3351121000.0,-2.9242071e+20,0.4189424,-88.36283905282616,181.5892629623413,1.0,2.0,-60.248013,-1.0,,-195.5077
3890.3716,1.4624688e+17,,True,1116656.9,0.8633777,100.0,94.669624,0.8633777,100,2200,1.0,0.0710148,-101.328156,59.17116,120.96,1.0,19.726763,1,-85.44831,-4189.1157,,106488290.0,[-0.259  1.169],-101.328156,100.0,22,550789,24573.115,135711.61,-114353110000.0,0.4189424,-85.44831223905086,186.3858585357666,1.0,2.0,-49.949852,-1.0,,-144.61948
4218.8906,3.0556326e+35,,True,6923926500.0,0.8601821,100.0,97.25015,0.8601821,100,2300,1.0,0.011998958,-105.10093,62.234093,119.75,1.0,18.59591,1,-84.64265,-4534.143,,433119100000.0,[-0.163  1.249],-105.10093,100.0,23,562764,100789280.0,744819840.0,-1.742649e+20,0.4189424,-84.6426433004439,191.20061421394348,1.0,2.0,-49.62659,-1.0,,-146.87674
2391.547,4.751129e+35,,True,13012409000.0,0.85649025,100.0,72.0511,0.85649025,100,2400,1.0,0.98832697,-78.11769,46.73865,108.98,1.0,14.389062,1,-76.1331,-2564.5916,,40893000000.0,[-0.166  1.374],-78.11769,100.0,24,573662,142593220.0,1295486200.0,-1.1927747e+20,0.4189424,-76.1331015151739,195.92151713371277,1.0,2.0,-50.820652,-1.0,,-122.87176
3957.71,390394270.0,,True,3577.443,0.86637807,100.0,94.22563,0.86637807,100,2500,1.0,0.045835212,-89.2303,59.796284,119.96,1.0,19.54775,1,-84.9604,-4253.6587,,316562.0,[-0.168  1.249],-89.2303,100.0,25,585658,148.41928,530.2248,-6164039.5,0.4189424,-84.96039935708046,202.07740950584412,1.0,2.0,-50.531048,-1.0,,-144.75668
2091.4763,816088100.0,,True,168843.56,0.86603475,100.0,71.25778,0.86603475,100,2600,1.0,0.092036106,-87.03015,43.062675,113.12,1.0,15.39749,1,-79.226715,-2260.732,,1632530.8,[-0.189  1.19 ],-87.03015,100.0,26,596970,1777.0402,16793.285,-6467702.0,0.4189424,-79.22671047404408,206.75469779968262,1.0,2.0,-51.0316,-1.0,,-122.28938
5213.854,86486720000.0,,True,8808.91,0.86382455,100.0,101.86028,0.86382455,100,2700,1.0,0.11498207,-91.794205,69.70672,116.19,1.0,18.83687,1,-82.097176,-5559.703,,1102584.9,[-0.186  1.252],-91.794205,100.0,27,608589,236.38188,936.3317,-102812490.0,0.4189424,-82.09717790052295,211.80458998680115,1.0,2.0,-49.94361,-1.0,,-151.8039
2756.3088,4.195671e+18,,True,493845.34,0.8630603,100.0,80.96895,0.8630603,100,2800,1.0,0.061387897,-83.491425,49.4363,115.65,1.0,17.673748,1,-81.289406,-2974.8408,,16105167.0,[-0.289  1.323],-83.491425,100.0,28,620154,12845.411,56720.54,-447643300000.0,0.4189424,-81.28941155612469,216.08731818199158,1.0,2.0,-49.75676,-1.0,,-130.72571
4023.2522,763687400.0,,True,2472.5457,0.85848534,100.0,94.2138,0.85848534,100,2900,1.0,0.041376766,-85.15241,60.65379,119.64,1.0,18.557196,1,-84.227165,-4319.1265,,430550.22,[-0.206  1.23 ],-85.15241,100.0,29,632118,101.49924,309.2919,-8607016.0,0.4189424,-84.22717095568777,220.444495677948,1.0,2.0,-50.667168,-1.0,,-144.88097
4046.2112,306450560.0,,True,2260.5725,0.8612821,100.0,87.15381,0.8612821,100,3000,1.0,0.06357863,-88.09187,60.79473,123.69,1.0,18.71396,1,-87.060555,-4299.4043,,300938.16,[0.044 1.215],-88.09187,100.0,30,644487,94.82123,298.65024,-4733263.5,0.4189424,-87.06055600881577,225.4261829853058,1.0,2.0,-60.701477,-1.0,,-147.85529
13215.895,5524490000.0,,True,1469.6366,0.8643055,100.0,146.776,0.8643055,100,3100,1.0,0.026732586,-116.563194,113.16404,119.31,1.0,20.243364,1,-84.22099,-13933.999,,950441.3,[0.041 1.152],-116.563194,100.0,31,656418,80.24459,225.4941,-54325080.0,0.4189424,-84.22099511727691,229.90048050880432,1.0,2.0,-50.609047,-1.0,,-197.38504
4982.7217,1.6325799e+29,,True,123882220.0,0.8640273,100.0,101.66555,0.8640273,100,3200,1.0,0.08946344,-89.5309,67.97832,120.6,1.0,19.01761,1,-84.95556,-5327.251,,7936831000.0,[0.047 1.215],-89.5309,100.0,32,668478,3029374.8,15224799.0,-1.3920781e+17,0.4189424,-84.95556089386344,234.5938572883606,1.0,2.0,-51.268333,-1.0,,-152.93388
2474.645,6.5675125e+30,,True,176073500.0,0.8573236,100.0,74.89848,0.8573236,100,3300,1.0,0.20438428,-90.07011,46.573326,112.59,1.0,17.48057,1,-79.25348,-2661.6372,,795376600.0,[-0.014  1.324],-90.07011,100.0,33,679737,2117328.8,17545066.0,-4.792093e+17,0.4189424,-79.2534711188078,238.60057735443115,1.0,2.0,-50.928314,-1.0,,-125.8268
3624.0415,1369354100000.0,,True,18079.812,0.86198103,100.0,93.795975,0.86198103,100,3400,1.0,0.13783197,-89.243,56.947212,123.06,1.0,19.520674,1,-86.939476,-3917.297,,1364789.0,[0.016 1.203],-89.243,100.0,34,692043,607.1464,2200.1252,-344531420.0,0.4189424,-86.93947784036398,243.38621520996094,1.0,2.0,-50.090717,-1.0,,-143.88669
3044.8506,2.2782278e+34,,True,3355352300.0,0.8592175,100.0,82.66843,0.8592175,100,3500,1.0,0.011314282,-81.825,52.55303,113.67,1.0,16.823496,1,-79.8571,-3272.652,,128139670000.0,[-0.086  1.275],-81.825,100.0,35,703410,52842188.0,367552060.0,-3.4384022e+19,0.4189424,-79.8570960086584,248.28050184249878,1.0,2.0,-49.741703,-1.0,,-132.41013
2593.5544,373813250.0,,True,37118.316,0.8679648,100.0,74.677,0.8679648,100,3600,1.0,0.0968091,-77.072655,48.287514,109.72,1.0,16.182413,1,-76.36552,-2779.4426,,641050.56,[-0.106  1.399],-77.072655,100.0,36,714382,540.4628,3766.13,-4235065.5,0.4189424,-76.36551552534104,251.98774027824402,1.0,2.0,-49.97603,-1.0,,-124.65303
3750.1643,1.9606671e+31,,True,79371444000.0,0.8607641,100.0,84.357254,0.8607641,100,3700,1.0,0.064371765,-87.05652,59.142784,107.42,1.0,15.883809,1,-74.83112,-3987.367,,3247036000000.0,[-0.11   1.461],-87.05652,100.0,37,725124,834100000.0,7898048000.0,-1.05033274e+18,0.4189424,-74.83112417384982,256.4068548679352,1.0,2.0,-49.616653,-1.0,,-133.9739
3191.8242,4.381857e+19,,True,24321754.0,0.86037135,100.0,82.51955,0.86037135,100,3800,1.0,0.28231484,-83.79291,53.77811,114.41,1.0,17.312998,1,-80.07788,-3418.806,,780964030.0,[-0.081  1.339],-83.79291,100.0,38,736565,423445.53,2846111.8,-1503305300000.0,0.4189424,-80.07788175567984,260.89736104011536,1.0,2.0,-51.336437,-1.0,,-133.85599
2469.1665,9.127168e+31,,True,270517600.0,0.8692752,100.0,72.663536,0.8692752,100,3900,1.0,0.2358937,-76.28441,46.96638,108.45,1.0,16.227322,1,-75.678825,-2645.1655,,7411627500.0,[0.003 1.431],-76.28441,100.0,39,747410,4745994.5,28362334.0,-1.681434e+18,0.4189424,-75.67881703868508,264.8075621128082,1.0,2.0,-49.98166,-1.0,,-122.645195
2611.6511,2.6562567e+25,,True,10847444.0,0.8659617,100.0,79.19573,0.8659617,100,4000,1.0,0.15955521,-85.55539,48.557438,115.27,1.0,15.931942,1,-80.985374,-2820.7156,,142589390.0,[0.024 1.308],-85.55539,100.0,40,758937,138816.02,1080598.4,-1077500200000000.0,0.4189424,-80.98536680907011,269.5033013820648,1.0,2.0,-50.34707,-1.0,,-129.5428
2951.1326,2.9698626e+32,,True,8826563000.0,0.8583907,100.0,78.01549,0.8583907,100,4100,1.0,0.051743113,-91.87356,51.88502,109.31,1.0,16.095877,1,-76.316124,-3154.012,,324035740000.0,[0.1   1.407],-91.87356,100.0,41,769868,104798350.0,882500300.0,-3.4962994e+18,0.4189424,-76.3161195012927,274.16172194480896,1.0,2.0,-50.185654,-1.0,,-128.20114
2428.663,1.2131893e+25,,True,13452567.0,0.86308837,100.0,69.50323,0.86308837,100,4200,1.0,0.022016149,-83.315254,46.925194,105.31,1.0,15.056203,1,-73.18273,-2589.6855,,539969000.0,[0.1   1.532],-83.315254,100.0,42,780399,334607.6,1608224.6,-560858600000000.0,0.4189424,-73.1827304366231,278.1472043991089,1.0,2.0,-50.6047,-1.0,,-120.107925
5239.635,1686698500000000.0,,True,42113.227,0.85339695,100.0,98.257416,0.85339695,100,4300,1.0,0.02806343,-76.09546,70.53141,111.09,1.0,16.277445,1,-77.50166,-5561.45,,10774099.0,[0.033 1.426],-76.09546,100.0,43,791508,2172.7417,6515.217,-13227630000.0,0.4189424,-77.50166915073991,282.3822567462921,1.0,2.0,-49.775665,-1.0,,-148.03308
4803.046,2.36503e+36,,True,83046760000.0,0.86531883,100.0,96.37782,0.86531883,100,4400,1.0,0.0006431574,-83.6652,67.3179,114.11,1.0,16.472567,1,-79.936844,-5112.667,,3699369000000.0,[-0.066  1.35 ],-83.6652,100.0,44,802919,916097860.0,8266035000.0,-4.7615824e+20,0.4189424,-79.9368424384296,286.9567401409149,1.0,2.0,-50.876923,-1.0,,-147.25475
7174.309,129306340.0,,True,6326.934,0.8591913,100.0,115.69457,0.8591913,100,4500,1.0,0.01740558,-92.36398,82.499016,121.02,1.0,19.189093,1,-85.2613,-7620.483,,1354371.0,[-0.081  1.225],-92.36398,100.0,45,815021,182.76799,854.0987,-6427952.5,0.4189424,-85.26129964634777,291.362331867218,1.0,2.0,-52.065742,-1.0,,-167.76031
5502.5264,2436760300.0,,True,3723.5583,0.8643279,100.0,100.25524,0.8643279,100,4600,1.0,0.0044947797,-94.11063,72.4011,112.13,1.0,16.143326,1,-78.31312,-5837.5625,,413969.5,[-0.074  1.288],-94.11063,100.0,46,826234,133.74161,534.3001,-16952592.0,0.4189424,-78.31311621844769,295.55969071388245,1.0,2.0,-50.458977,-1.0,,-150.71422
2028.5901,1.6930025e+33,,True,131924270.0,0.8632494,100.0,69.436966,0.8632494,100,4700,1.0,0.038692057,-83.144424,41.95961,110.79,1.0,16.370138,1,-77.689865,-2189.3062,,7404243500.0,[-0.084  1.349],-83.144424,100.0,47,837313,3848659.2,20235898.0,-6.6128555e+18,0.4189424,-77.68986494913698,299.6717519760132,1.0,2.0,-50.212513,-1.0,,-119.649475
5535.255,1.0243482e+36,,True,260678160000.0,0.8544143,100.0,103.56261,0.8544143,100,4800,1.0,0.055454686,-99.8389,72.42394,116.63,1.0,17.030214,1,-81.404495,-5892.761,,18446520000000.0,[-0.037  1.233],-99.8389,100.0,48,848976,2753839400.0,25940880000.0,-3.6183334e+20,0.4189424,-81.40449111655354,304.1665382385254,1.0,2.0,-50.26582,-1.0,,-153.82843
2091.199,483730020.0,,True,5799.148,0.86047715,100.0,67.56848,0.86047715,100,4900,1.0,0.026860569,-71.969215,43.508446,107.6,1.0,14.078848,1,-74.92375,-2243.3816,,206899.81,[-0.061  1.356],-71.969215,100.0,49,859736,111.52834,583.58545,-3553998.8,0.4189424,-74.92375523507594,308.27133798599243,1.0,2.0,-50.863728,-1.0,,-118.432205
2361.191,496045250.0,,True,3666.613,0.8626066,100.0,71.986206,0.8626066,100,5000,1.0,0.004220329,-81.831566,45.24016,110.03,1.0,17.734694,1,-76.891045,-2533.9236,,80436.695,[-0.052  1.418],-81.831566,100.0,50,870739,86.44548,403.50778,-3927576.5,0.4189424,-76.89104533165693,312.91296577453613,1.0,2.0,-50.145,-1.0,,-122.1312
4149.9624,1.6069493e+35,,True,203290690000.0,0.86529076,100.0,88.279526,0.86529076,100,5100,1.0,1.0867326,-83.550735,62.12729,109.8,1.0,17.034145,1,-76.76607,-4409.7363,,6689492000000.0,[-0.066  1.479],-83.550735,100.0,51,881719,2048476200.0,20225864000.0,-1.0413576e+20,0.4189424,-76.76606458947063,316.88614296913147,1.0,2.0,-50.61383,-1.0,,-138.89336
2816.4517,541720960.0,,True,1159.0887,0.85971326,100.0,73.889084,0.85971326,100,5200,1.0,0.054416962,-80.46686,51.396854,104.01,1.0,13.221755,1,-72.28525,-2998.4365,,126126.17,[-0.023  1.596],-80.46686,100.0,52,892120,53.60046,150.24223,-4361845.0,0.4189424,-72.28524922549724,321.31199407577515,1.0,2.0,-49.793022,-1.0,,-123.682106
2365.6702,69652440000.0,,True,14470.348,0.8557946,100.0,68.56545,0.8557946,100,5300,1.0,0.040836412,-81.86332,46.65646,105.27,1.0,13.742089,1,-72.80516,-2522.376,,608798.6,[-0.039  1.656],-81.86332,100.0,53,902647,485.92816,1780.2812,-41966620.0,0.4189424,-72.80515698835254,325.92135310173035,1.0,2.0,-50.896164,-1.0,,-119.46162
2425.542,184441700.0,,True,3913.436,0.85909635,100.0,69.74068,0.85909635,100,5400,1.0,0.083464846,-79.04803,47.274593,105.55,1.0,13.807761,1,-73.08367,-2587.6658,,98798.86,[0.21  1.681],-79.04803,100.0,54,913202,87.55437,403.65454,-2300612.8,0.4189424,-73.08367123767734,329.8864092826843,1.0,2.0,-50.61759,-1.0,,-120.35827
1835.2935,3.5966914e+31,,True,18376217000.0,0.8648218,100.0,61.751015,0.8648218,100,5500,1.0,0.12818274,-74.13362,40.85701,103.47,1.0,12.884023,1,-71.69341,-1962.3988,,173715770000.0,[0.205 1.619],-74.13362,100.0,55,923549,187753020.0,1828217700.0,-7.622872e+17,0.4189424,-71.69340982571244,333.451979637146,1.0,2.0,-50.799408,-1.0,,-112.55042
2117.3455,147229800.0,,True,845.6815,0.86837965,100.0,66.007774,0.86837965,100,5600,1.0,0.11038246,-72.22157,44.007694,104.65,1.0,13.44128,1,-72.39417,-2262.5784,,62161.61,[0.234 1.497],-72.22157,100.0,56,934014,35.01482,103.17872,-1824408.8,0.4189424,-72.39417314141988,337.5552935600281,1.0,2.0,-50.394096,-1.0,,-116.40187
2444.3816,2.3493876e+35,,True,63008388.0,0.8651486,100.0,69.70284,0.8651486,100,5700,1.0,0.36612666,-70.78641,47.55699,104.82,1.0,13.517171,1,-72.8461,-2606.3306,,2619782700.0,[0.212 1.438],-70.78641,100.0,57,944496,1673707.0,7722968.5,-7.849772e+19,0.4189424,-72.84610499888659,341.485413312912,1.0,2.0,-50.700256,-1.0,,-120.4031
3755.6147,27664862000000.0,,True,1290481.8,0.8599154,100.0,87.019135,0.8599154,100,5800,1.0,0.01850046,-80.469894,58.82334,113.48,1.0,17.188051,1,-79.08087,-4008.025,,35993800.0,[0.175 1.319],-80.469894,100.0,58,955844,16625.86,131289.72,-1363610000.0,0.4189424,-79.08087750598789,345.55536341667175,1.0,2.0,-50.88509,-1.0,,-137.90422
2774.9246,1.2275758e+21,,True,8649326.0,0.8608069,100.0,76.6027,0.8608069,100,5900,1.0,0.06387277,-75.47461,50.176323,110.4,1.0,16.039366,1,-77.20254,-2970.5237,,613159940.0,[0.279 1.388],-75.47461,100.0,59,966884,238141.7,1235019.4,-6853777400000.0,0.4189424,-77.20254466235637,349.6908013820648,1.0,2.0,-50.77617,-1.0,,-127.37887
3314.483,4.453632e+23,,True,661380.3,0.86119986,100.0,81.44364,0.86119986,100,6000,1.0,0.20784217,-78.91965,55.61843,111.07,1.0,14.86853,1,-77.555244,-3535.5842,,27302272.0,[0.2   1.291],-78.91965,100.0,60,977991,12268.075,67971.64,-147553800000000.0,0.4189424,-77.5552447026968,354.1307752132416,1.0,2.0,-51.730034,-1.0,,-133.17368
6633.6416,142781120.0,,True,1928.0167,0.8542069,100.0,112.247925,0.8542069,100,6100,1.0,0.11144954,-107.02064,79.20015,119.04,1.0,18.99946,1,-83.690636,-7053.6265,,476178.97,[0.119 1.196],-107.02064,100.0,61,989895,78.215126,244.61763,-5494643.0,0.4189424,-83.69063406914472,358.8721878528595,1.0,2.0,-50.642853,-1.0,,-162.89078
1447.8428,9.156898e+31,,True,1396650200.0,0.8647918,100.0,61.480408,0.8647918,100,6200,1.0,0.09484976,-75.13588,35.681057,109.87,1.0,13.217605,1,-76.55222,-1573.8372,,27692739000.0,[0.113 1.258],-75.13588,100.0,62,1000882,23193856.0,146929580.0,-1.2056644e+18,0.4189424,-76.55221819967032,363.69857454299927,1.0,2.0,-50.75287,-1.0,,-112.23328
2552.4492,3.70866e+33,,True,1677243500.0,0.858406,100.0,74.86948,0.858406,100,6300,1.0,0.76269513,-94.932526,47.083897,124.35,1.0,18.31818,1,-87.87957,-2739.297,,11381944000.0,[0.076 1.138],-94.932526,100.0,63,1013317,17228464.0,166848350.0,-1.1378811e+19,0.4189424,-87.87957431569696,368.42590832710266,1.0,2.0,-60.093994,-1.0,,-134.96347
7381.732,7663986700.0,,True,1539.3788,0.8681309,100.0,124.52646,0.8681309,100,6400,1.0,0.014226955,-96.12134,83.67455,129.33,1.0,19.501343,1,-91.507416,-7898.6274,,516696.28,[0.027 1.023],-96.12134,100.0,64,1026250,94.951614,269.00253,-45767820.0,0.4189424,-91.50741260632873,373.34966230392456,1.0,2.0,-50.6555,-1.0,,-175.18196
5058.8267,239695830000000.0,,True,23379.531,0.85525644,100.0,93.846924,0.85525644,100,6500,1.0,0.09779867,-84.419815,68.09634,122.75,1.0,20.535742,1,-86.45849,-5352.4014,,5107299.5,[0.036 1.085],-84.419815,100.0,65,1038525,1220.5854,3927.4348,-4550266400.0,0.4189424,-86.45848240196705,377.99044036865234,1.0,2.0,-60.707886,-1.0,,-154.55481
8565.522,2132367700.0,,True,3959.1133,0.86481,100.0,125.15236,0.86481,100,6600,1.0,0.039937332,-87.62979,90.5219,120.62,1.0,19.26939,1,-85.07292,-9087.626,,989713.8,[-0.062  1.162],-87.62979,100.0,66,1050587,114.97542,438.12686,-25099198.0,0.4189424,-85.07292481526733,382.6335265636444,1.0,2.0,-50.44246,-1.0,,-175.59482
4556.806,561670650000.0,,True,14282.463,0.8689193,100.0,89.04397,0.8689193,100,6700,1.0,0.020824604,-83.70946,65.48648,119.81,1.0,16.380676,1,-83.892334,-4821.1006,,1286704.4,[-0.07  1.1 ],-83.70946,100.0,67,1062568,340.66855,1620.5139,-199361230.0,0.4189424,-83.89233067676425,386.67810130119324,1.0,2.0,-60.334846,-1.0,,-149.37881
