EpThisIter,InitialReturnMean,InitialReturnMin,ESSRenyiArithmetic,DivergenceHarmonic,ESSRenyiHarmonic,Iteration,StdIW,InitialReturnStd,LearnableVariance,StdWReturnMean,TimeElapsed,ReturnStepMaxmin,OptimizationReturnMean,MinBehavPdf,Penalization,InitialBound,MinIW,EmpiricalD2Harmonic,MeanEntropy,OptimizationReturnMin,EpRewMean,ReturnStepMax,MeanIW,EpLenMean,TimestepsSoFar,MinTargetPdf,EpisodesSoFar,Epsilon,Inner Iteration,InitialReturnMax,VarianceInitializer,MeanD2-0,WReturnMean,Weights,Bound,MaxIW,ReturnMeanIW,EmpiricalD2Arithmetic,OptimizationReturnMax
100,-135.525,-268.39227,100.0,1984374500.0,100.0,11,10243.338,34.095566,,,135.8287787437439,0.8635366,132.86728,-149.60384,True,-19954.049,0.041334804,1.0,0.4189424,,-135.5249924880266,0.8635366,1549.0288,187.61,379541,-149.60384,1100,2.0,1,-83.636734,-1.0,1.0,18816.22,[0.066 0.746],-70713096.0,97935.6,20027390.0,1.0,184.75554
100,-126.53218,-208.43459,100.0,55727727000.0,100.0,12,311.03888,31.491451,,,144.98933959007263,0.8584867,81.902405,-119.64177,True,-8313.592,0.028003544,1.0,0.4189424,,-126.5321839247644,0.8584867,132.58466,174.97,397038,-119.64177,1200,2.0,1,-72.72824,-1.0,1.0,7699.715,[0.093 0.803],-145861940.0,2210.735,946486.7,1.0,135.70634
100,-132.09857,-249.133,100.0,3309997700000.0,100.0,13,11948.055,30.67926,,,154.16668701171875,0.8584148,117.03443,-148.03882,True,-15568.4375,0.015033309,1.0,0.4189424,,-132.0985554459691,0.8584148,1605.2573,184.07,415445,-148.03882,1300,2.0,1,-82.086105,-1.0,1.0,14638.276,[0.08  0.741],-1705835900.0,120007.86,13566925.0,1.0,167.04689
100,-123.94154,-226.10854,100.0,24711830000.0,100.0,14,2408.3066,33.73237,,,165.38771963119507,0.8600737,102.16699,-139.17398,True,-12374.223,0.026515245,1.0,0.4189424,,-123.94153465732933,0.8600737,712.76794,172.29,432674,-139.17398,1400,2.0,1,-71.35877,-1.0,1.0,11575.969,[0.086 0.804],-132061544.0,19121.748,6576736.5,1.0,154.74976
100,-109.188065,-199.21774,100.0,1936695500000.0,100.0,15,26152.768,26.102274,,,174.8542356491089,0.8633709,90.02968,-113.490616,True,-9322.822,0.029524205,1.0,0.4189424,,-109.18806442305446,0.8633709,3491.5366,152.84,447958,-113.490616,1500,2.0,1,-72.3932,-1.0,1.0,8786.671,[0.095 0.865],-789883300.0,261258.75,43750704.0,1.0,126.82454
100,-118.960495,-274.54095,100.0,1156320900.0,100.0,16,967.67395,30.687023,,,185.20034408569336,0.8605793,155.58046,-128.068,True,-26498.404,0.015933068,1.0,0.4189424,,-118.9604877987504,0.8605793,231.75566,165.91,464549,-128.068,1600,2.0,1,-73.18884,-1.0,1.0,25146.975,[0.199 0.796],-51761024.0,7228.0674,5806286.5,1.0,201.35211
100,-107.93326,-186.18607,100.0,383714660.0,100.0,17,875.0713,25.43078,,,197.04913139343262,0.8539769,78.252815,-104.69243,True,-7282.793,0.037773557,1.0,0.4189424,,-107.9332513549924,0.8539769,183.07524,152.17,479766,-104.69243,1700,2.0,1,-62.182365,-1.0,1.0,6770.2275,[0.177 0.855],-11091324.0,8410.845,1050895.5,1.0,124.0037
100,-102.58782,-255.06769,100.0,2758920400.0,100.0,18,15929.869,29.11559,,,207.60644102096558,0.8585986,152.47986,-144.56097,True,-25338.072,0.022793485,1.0,0.4189424,,-102.58781994253397,0.8585986,1855.4291,143.13,494079,-144.56097,1800,2.0,1,-62.175888,-1.0,1.0,24097.828,[0.206 0.911],-69753450.0,160065.34,4609233.0,1.0,192.8918
100,-96.47827,-196.02333,100.0,126182030.0,100.0,19,2215.2039,23.733013,,,217.48580145835876,0.86606693,99.54506,-110.40026,True,-11175.246,0.017744137,1.0,0.4189424,,-96.47826847657561,0.86606693,338.62265,136.1,507689,-110.40026,1900,2.0,1,-50.82305,-1.0,1.0,10472.475,[0.212 0.973],-10460415.0,21978.121,2566136.5,1.0,145.20029
100,-93.62764,-168.79282,100.0,78758680.0,100.0,20,648.57184,21.166943,,,228.17944717407227,0.86178577,75.165184,-103.3959,True,-6551.2534,0.14250046,1.0,0.4189424,,-93.62763526275754,0.86178577,153.73314,132.66,520955,-103.3959,2000,2.0,1,-52.16407,-1.0,1.0,6097.8438,[0.187 1.03 ],-4532530.5,5872.4326,508704.6,1.0,116.628746
100,-89.27945,-161.50487,100.0,5281079400000000.0,100.0,21,45648.53,21.013395,,,237.5983064174652,0.85946965,72.22541,-103.14543,True,-6057.4624,0.012919147,1.0,0.4189424,,-89.27945224881172,0.85946965,6940.72,126.45,533600,-103.14543,2100,2.0,1,-52.04402,-1.0,1.0,5658.073,[0.213 1.087],-29034540000.0,427032.28,10513295.0,1.0,109.460846
100,-92.140076,-149.59862,100.0,79874190.0,100.0,22,255.9587,21.184956,,,247.68446254730225,0.8610985,57.45854,-98.13511,True,-4013.212,0.03545223,1.0,0.4189424,,-92.14007672861219,0.8610985,82.44375,130.05,546605,-98.13511,2200,2.0,1,-60.785545,-1.0,1.0,3750.2861,[0.11  1.016],-2569308.0,2288.3716,219481.56,1.0,88.81307
100,-88.31087,-154.3763,100.0,1229386500000000.0,100.0,23,34534.508,19.559217,,,257.89408230781555,0.86036485,66.06543,-97.424225,True,-5044.898,0.002896054,1.0,0.4189424,,-88.31087037846446,0.86036485,4622.992,124.96,559101,-97.424225,2300,2.0,1,-59.87319,-1.0,1.0,4747.203,[0.087 1.074],-10449384000.0,344241.84,11436006.0,1.0,94.503105
100,-96.08395,-154.4983,100.0,3.1226058e+25,100.0,24,2760742.8,21.13202,,,269.2434911727905,0.8616107,58.414364,-98.6176,True,-4143.4746,0.086253695,1.0,0.4189424,,-96.08394186362624,0.8616107,308830.75,135.73,572674,-98.6176,2400,2.0,1,-62.08503,-1.0,1.0,3858.8003,[0.186 0.998],-1590765800000000.0,27701398.0,629387650.0,1.0,92.41328
100,-105.77524,-207.4529,100.0,1722516600.0,100.0,25,2513.5547,28.832777,,,282.15603947639465,0.8655167,101.67764,-122.954926,True,-11875.101,0.047798727,1.0,0.4189424,,-105.7752459359169,0.8655167,471.49667,148.16,587490,-122.954926,2500,2.0,1,-61.9786,-1.0,1.0,11169.673,[0.268 0.904],-32649634.0,23972.336,3372198.8,1.0,145.4743
100,-104.11283,-167.90509,100.0,1951195600.0,100.0,26,1090.5903,21.848125,,,293.7788767814636,0.8625246,63.79227,-102.73784,True,-4923.661,0.037896816,1.0,0.4189424,,-104.11282556682825,0.8625246,240.73558,147.11,602201,-102.73784,2600,2.0,1,-61.575417,-1.0,1.0,4546.7935,[0.264 0.841],-17841756.0,9935.684,1194672.8,1.0,106.32967
100,-100.773575,-208.71057,100.0,625133600.0,100.0,27,16922.227,24.208284,,,304.33014392852783,0.86330366,107.93698,-115.24462,True,-12943.048,0.01442181,1.0,0.4189424,,-100.77358334362506,0.86330366,1814.2323,141.25,616326,-115.24462,2700,2.0,1,-63.11392,-1.0,1.0,12236.434,[0.271 0.903],-20437296.0,170154.84,2770086.2,1.0,145.59665
100,-95.75845,-173.23355,100.0,1090316700.0,100.0,28,447.07343,20.549519,,,313.2606248855591,0.86123955,77.47509,-97.456726,True,-6835.6646,0.0869355,1.0,0.4189424,,-95.75845693022012,0.86123955,137.90811,134.84,629810,-97.456726,2800,2.0,1,-62.194435,-1.0,1.0,6424.6733,[0.256 0.964],-14158717.0,3785.9775,587866.1,1.0,111.039116
100,-103.303925,-204.99191,100.0,1638538900.0,100.0,29,9133.362,27.475998,,,324.92654967308044,0.85821444,101.687996,-116.15791,True,-11778.106,0.012677292,1.0,0.4189424,,-103.30392664477229,0.85821444,1294.1183,144.29,644239,-116.15791,2900,2.0,1,-61.877197,-1.0,1.0,11095.377,[0.254 0.902],-38520136.0,88559.836,10884102.0,1.0,143.11472
100,-99.200294,-211.90468,100.0,1691587800.0,100.0,30,1739.8134,24.125673,,,335.66937351226807,0.8647699,112.70438,-137.25165,True,-14040.719,0.018775033,1.0,0.4189424,,-99.20029683426023,0.8647699,260.57376,140.17,658256,-137.25165,3000,2.0,1,-61.266926,-1.0,1.0,13284.325,[0.269 0.962],-34584052.0,17274.926,3474502.8,1.0,150.63776
100,-96.78018,-220.41699,100.0,423783800.0,100.0,31,510.95462,25.924131,,,346.27995800971985,0.8580108,123.63681,-109.5731,True,-16797.475,0.02684213,1.0,0.4189424,,-96.78018154621124,0.8580108,150.33609,136.92,671948,-109.5731,3100,2.0,1,-61.733,-1.0,1.0,15958.121,[0.276 1.025],-19281912.0,4054.3923,2002969.2,1.0,158.68399
100,-97.39631,-172.68454,100.0,187002010000.0,100.0,32,495.08563,21.864061,,,357.1605575084686,0.8644778,75.28823,-96.72127,True,-6641.745,0.0018210917,1.0,0.4189424,,-97.39630928978323,0.8644778,160.73965,137.75,685723,-96.72127,3200,2.0,1,-50.776085,-1.0,1.0,6146.355,[0.293 0.964],-214901020.0,3778.821,676331.4,1.0,121.908455
100,-95.831055,-189.99106,100.0,856011900.0,100.0,33,1779.5272,25.945475,,,367.6432828903198,0.8627764,94.16,-123.298996,True,-10089.481,0.038648393,1.0,0.4189424,,-95.83104966163636,0.8627764,257.4413,134.49,699172,-123.298996,3300,2.0,1,-61.514748,-1.0,1.0,9539.275,[0.299 1.027],-18594192.0,17856.775,2496456.2,1.0,128.47632
100,-97.39499,-179.3949,100.0,150918240.0,100.0,34,115.80192,23.292625,,,378.1775424480438,0.8683253,81.9999,-103.102135,True,-7723.9556,0.0045803203,1.0,0.4189424,,-97.3949965146184,0.8683253,49.773125,137.39,712911,-103.102135,3400,2.0,1,-62.250694,-1.0,1.0,7266.53,[0.303 0.964],-5980547.5,735.5092,361131.06,1.0,117.1442
100,-107.19466,-187.28134,100.0,9.993853e+33,100.0,35,32838282.0,26.003944,,,389.4033622741699,0.8587149,80.08668,-109.35198,True,-7535.9233,0.0021691436,1.0,0.4189424,,-107.19465631306171,0.8587149,6948845.0,150.73,727984,-109.35198,3500,2.0,1,-71.6302,-1.0,1.0,7090.0825,[0.276 0.908],-4.4570248e+19,252325260.0,38948516000.0,1.0,115.65114
100,-119.89135,-213.43083,100.0,4042655000.0,100.0,36,1927.0774,31.886091,,,403.9359290599823,0.862585,93.53948,-122.0587,True,-10429.535,0.0126486,1.0,0.4189424,,-119.8913460662961,0.862585,363.91336,166.8,744664,-122.0587,3600,2.0,1,-72.38039,-1.0,1.0,9766.357,[0.209 0.803],-43559136.0,18749.61,1393268.2,1.0,141.05045
100,-108.16863,-172.94766,100.0,407596070000.0,100.0,37,3717.0679,23.237978,,,415.87756061553955,0.8617126,64.77904,-112.57362,True,-5149.9155,0.02481696,1.0,0.4189424,,-108.16862331345678,0.8617126,935.13666,151.17,759781,-112.57362,3700,2.0,1,-61.558254,-1.0,1.0,4736.327,[0.191 0.863],-266959340.0,32463.225,2912176.5,1.0,111.389404
100,-114.10226,-248.61932,100.0,3.847115e+20,100.0,38,470052.0,29.309069,,,429.96214270591736,0.8668306,134.51707,-122.141,True,-20119.875,0.07129601,1.0,0.4189424,,-114.10225783854723,0.8668306,77208.97,159.6,775741,-122.141,3800,2.0,1,-61.5894,-1.0,1.0,18953.863,[-0.059  0.849],-22871350000000.0,3848964.8,1228382200.0,1.0,187.02992
100,-129.52681,-240.41101,100.0,235794930000000.0,100.0,39,3894.0823,33.45746,,,446.19396591186523,0.8664677,110.8842,-162.03021,True,-14355.143,0.07568489,1.0,0.4189424,,-129.52681278139352,0.8664677,1062.3071,179.94,793735,-162.03021,3900,2.0,1,-72.44398,-1.0,1.0,13414.706,[0.035 0.766],-14454525000.0,24828.588,13629053.0,1.0,167.96704
100,-137.15804,-270.9613,100.0,463281100000000.0,100.0,40,320.73215,32.48607,,,463.3939242362976,0.86461526,133.80327,-149.31805,True,-20276.783,0.30535528,1.0,0.4189424,,-137.15803704738616,0.86461526,130.15527,192.1,812945,-149.31805,4000,2.0,1,-72.10591,-1.0,1.0,18958.658,[-0.076  0.709],-28373338000.0,2379.7476,2261130.8,1.0,198.8554
100,-169.64386,-347.27658,100.0,8.5313555e+16,100.0,41,478333.22,43.505356,,,482.46939182281494,0.86700726,177.63272,-165.04596,True,-35552.832,0.010013198,1.0,0.4189424,,-169.64387454211712,0.86700726,52305.113,234.97,836442,-165.04596,4100,2.0,1,-95.87734,-1.0,1.0,33446.094,[-0.062  0.648],-616187400000.0,4807908.5,846694000.0,1.0,251.39923
100,-146.91528,-239.80229,100.0,64077400000000.0,100.0,42,3625.8767,34.072277,,,499.3519775867462,0.8636044,92.887,-132.29494,True,-10591.201,0.025927514,1.0,0.4189424,,-146.91528490439057,0.8636044,1019.5089,203.5,856792,-132.29494,4200,2.0,1,-84.66243,-1.0,1.0,9788.916,[-0.066  0.71 ],-6429821400.0,25551.537,7707589.0,1.0,155.13986
100,-128.05743,-294.37537,100.0,5.8745836e+24,100.0,43,219386.73,33.631763,,,514.3550925254822,0.8654058,166.31793,-168.83006,True,-30427.213,0.07477004,1.0,0.4189424,,-128.05742989793418,0.8654058,33589.688,177.3,874522,-168.83006,4300,2.0,1,-72.94006,-1.0,1.0,28792.75,[-0.074  0.772],-3961513000000000.0,2121193.8,894978700.0,1.0,221.4353
100,-145.63733,-251.23596,100.0,11576182000000.0,100.0,44,1056.6213,40.552624,,,529.2577776908875,0.86107713,105.59863,-149.07356,True,-13746.922,0.049072813,1.0,0.4189424,,-145.63733296751977,0.86107713,410.97235,202.58,894780,-149.07356,4400,2.0,1,-82.29849,-1.0,1.0,12795.586,[0.168 0.707],-3240165000.0,7220.7915,3383342.8,1.0,168.93747
100,-128.70758,-259.4735,100.0,7848415700000.0,100.0,45,7942.8096,34.396038,,,544.1493456363678,0.8637571,130.76593,-149.27605,True,-19323.56,0.134278,1.0,0.4189424,,-128.70759646609426,0.8637571,1632.7837,178.58,912638,-149.27605,4500,2.0,1,-82.77514,-1.0,1.0,18282.81,[0.174 0.769],-2931575000.0,68130.55,15928456.0,1.0,176.69836
100,-117.05409,-201.95102,100.0,10420174000000.0,100.0,46,9041.926,26.74869,,,558.3669860363007,0.86542195,84.89693,-124.22287,True,-8481.466,0.021081332,1.0,0.4189424,,-117.05409522742033,0.86542195,1072.3071,163.55,928993,-124.22287,4600,2.0,1,-72.51169,-1.0,1.0,7922.9795,[0.174 0.832],-1805454600.0,90923.195,2649515.5,1.0,129.43933
100,-107.7518,-192.13263,100.0,7778521600.0,100.0,47,1231.2354,23.929714,,,572.353598356247,0.8582282,84.38085,-107.94868,True,-8258.599,0.024019497,1.0,0.4189424,,-107.7517849932611,0.8582282,259.41516,151.94,944187,-107.94868,4700,2.0,1,-61.8439,-1.0,1.0,7692.7583,[0.165 0.893],-51421950.0,10892.916,1517306.4,1.0,130.28873
100,-112.628265,-185.53955,100.0,139690750000.0,100.0,48,7932.6074,25.815512,,,585.4336135387421,0.86488235,72.911285,-104.55209,True,-6403.9326,0.0966814,1.0,0.4189424,,-112.62826268717646,0.86488235,1014.2128,157.24,959911,-104.55209,4800,2.0,1,-73.0983,-1.0,1.0,5982.4966,[0.147 0.833],-158765180.0,79019.55,1253067.5,1.0,112.44125
100,-107.20641,-199.17938,100.0,69294350000.0,100.0,49,875.69415,25.854752,,,597.2720694541931,0.86521363,91.97297,-122.66069,True,-9748.131,0.06885722,1.0,0.4189424,,-107.20641503810883,0.86521363,301.79285,150.75,974986,-122.66069,4900,2.0,1,-62.727856,-1.0,1.0,9127.495,[0.159 0.895],-165312000.0,6996.0684,1937432.0,1.0,136.45152
100,-99.30653,-207.19441,100.0,7.305627e+34,100.0,50,17370302000.0,26.524857,,,609.9002215862274,0.86194605,107.88788,-109.61905,True,-13146.617,0.030087687,1.0,0.4189424,,-99.30653502523899,0.86194605,2547402800.0,139.53,988939,-109.61905,5000,2.0,1,-51.960236,-1.0,1.0,12343.361,[0.165 0.957],-2.171112e+20,153494030000.0,12807594000000.0,1.0,155.23418
100,-88.30057,-147.9789,100.0,410696940000.0,100.0,51,4450.4463,18.557774,,,621.6479818820953,0.85994434,59.67833,-79.3479,True,-4217.6045,0.08029553,1.0,0.4189424,,-88.30056518793106,0.85994434,703.72815,124.87,1001426,-79.3479,5100,2.0,1,-51.276722,-1.0,1.0,3905.894,[0.117 1.073],-201324450.0,43857.695,1562845.6,1.0,96.70218
100,-88.07131,-138.69044,100.0,1.5171507e+28,100.0,52,12177119.0,16.943619,,,632.4072232246399,0.85642356,50.619137,-89.36006,True,-3057.4734,0.0016882484,1.0,0.4189424,,-88.07130938500165,0.85642356,2235003.2,124.77,1013903,-89.36006,5200,2.0,1,-59.679596,-1.0,1.0,2849.383,[0.228 1.13 ],-2.5631061e+16,102159624.0,2171295200.0,1.0,79.01085
100,-82.909004,-164.18526,100.0,7.8402184e+24,100.0,53,2848195.5,20.469986,,,642.5490920543671,0.86684823,81.27625,-84.75835,True,-7453.302,0.42531097,1.0,0.4189424,,-82.9090075673163,0.86684823,579035.75,117.93,1025696,-84.75835,5300,2.0,1,-50.811428,-1.0,1.0,7024.849,[0.177 1.244],-1199690700000000.0,19556204.0,2409514000.0,1.0,113.373825
100,-76.49793,-123.41977,100.0,9.3551803e+33,100.0,54,10982232.0,16.42545,,,652.8616762161255,0.86112124,46.92184,-81.05987,True,-2650.598,0.15689468,1.0,0.4189424,,-76.4979313197732,0.86112124,2407290.2,108.65,1036561,-81.05987,5400,2.0,1,-50.110016,-1.0,1.0,2471.4543,[0.253 1.343],-1.7327198e+19,83605120.0,3243772400.0,1.0,73.30975
100,-75.13291,-124.23992,100.0,5.042014e+31,100.0,55,48477160.0,14.076699,,,663.4465641975403,0.8573455,49.107018,-78.93585,True,-2789.5417,0.28551415,1.0,0.4189424,,-75.13290743678809,0.8573455,7127858.5,107.92,1047353,-78.93585,5500,2.0,1,-50.77746,-1.0,1.0,2609.652,[0.26  1.468],-1.2773556e+18,451358500.0,19309180000.0,1.0,73.46246
100,-77.824104,-128.15883,100.0,3.039814e+34,100.0,56,376478050.0,16.961342,,,672.766836643219,0.85789275,50.334732,-83.34543,True,-3019.9448,0.024697963,1.0,0.4189424,,-77.82410177990795,0.85789275,54589748.0,111.17,1058470,-83.34543,5600,2.0,1,-50.95633,-1.0,1.0,2821.2717,[0.271 1.344],-3.4638973e+19,3636480800.0,75317550000.0,1.0,77.2025
100,-76.50938,-139.1481,100.0,112029544.0,100.0,57,775.77527,17.700567,,,682.7854008674622,0.8570269,62.638725,-84.142456,True,-4495.6724,0.012254206,1.0,0.4189424,,-76.50937957808375,0.8570269,144.86185,109.84,1069454,-84.142456,5700,2.0,1,-51.04223,-1.0,1.0,4236.9194,[0.286 1.468],-3290557.5,7535.695,551792.6,1.0,88.10587
100,-74.01701,-122.758514,100.0,2.297403e+34,100.0,58,6929667.0,15.245354,,,691.6809966564178,0.86939234,48.7415,-71.225746,True,-2779.9348,0.0539733,1.0,0.4189424,,-74.01701639279723,0.86939234,2024612.0,106.39,1080093,-71.225746,5800,2.0,1,-50.970978,-1.0,1.0,2608.1543,[0.29 1.53],-2.6037269e+19,48107544.0,2791373800.0,1.0,71.78754
100,-72.048676,-112.91374,100.0,12347938000.0,100.0,59,869.50226,13.002063,,,700.8362214565277,0.8596062,40.865067,-73.96312,True,-1971.0731,0.043187823,1.0,0.4189424,,-72.04867577180266,0.8596062,223.35172,103.33,1090426,-73.96312,5900,2.0,1,-49.969223,-1.0,1.0,1839.0071,[0.307 1.654],-15029241.0,6605.073,353777.8,1.0,62.94452
100,-72.966736,-112.957855,100.0,4064446700.0,100.0,60,813.7394,13.428837,,,710.2851977348328,0.8662606,39.99112,-71.62419,True,-1910.3657,0.048488148,1.0,0.4189424,,-72.96673594087362,0.8662606,265.46378,105.3,1100956,-71.62419,6000,2.0,1,-50.329502,-1.0,1.0,1779.6234,[0.408 1.58 ],-8691541.0,5082.4775,356236.28,1.0,62.628353
100,-72.91895,-119.34568,100.0,3.8305238e+31,100.0,61,9062186.0,15.590919,,,718.7451112270355,0.86344355,46.42674,-69.014305,True,-2556.5127,0.02263371,1.0,0.4189424,,-72.91894598990679,0.86344355,1495275.9,104.31,1111387,-69.014305,6100,2.0,1,-50.49915,-1.0,1.0,2398.5186,[0.158 1.577],-9.778492e+17,89028424.0,2933681200.0,1.0,68.84653
100,-76.95737,-129.79178,100.0,5.885703e+30,100.0,62,435850980.0,16.748991,,,727.2478232383728,0.8544301,52.83442,-74.37422,True,-3280.4243,0.27829126,1.0,0.4189424,,-76.95736215844751,0.8544301,47851644.0,110.32,1122419,-74.37422,6200,2.0,1,-50.718094,-1.0,1.0,3072.0042,[0.173 1.452],-5.0564062e+17,4380547000.0,100895960000.0,1.0,79.073685
100,-71.927376,-120.02483,100.0,1.4309842e+28,100.0,63,126700376.0,12.909881,,,735.7687497138977,0.8701445,48.097466,-79.29216,True,-2639.5742,0.072964475,1.0,0.4189424,,-71.92737245842814,0.8701445,13996713.0,103.55,1132774,-79.29216,6300,2.0,1,-50.84158,-1.0,1.0,2480.031,[0.222 1.568],-1.90853e+16,1272673900.0,34646462000.0,1.0,69.18326
100,-72.55177,-125.6977,100.0,2.6998648e+32,100.0,64,75551460.0,13.486142,,,744.560225725174,0.85705185,53.145927,-70.73518,True,-3196.3862,0.4625874,1.0,0.4189424,,-72.55177283942699,0.85705185,12655004.0,104.53,1143227,-70.73518,6400,2.0,1,-50.194942,-1.0,1.0,3006.3657,[0.17  1.681],-3.1223057e+18,568441600.0,27187917000.0,1.0,75.50276
100,-72.98845,-131.25224,100.0,1.1117182e+35,100.0,65,2685991400.0,14.337674,,,754.944304227829,0.8692876,58.263794,-73.3734,True,-3819.117,0.108473994,1.0,0.4189424,,-72.98844908297062,0.8692876,275230530.0,104.53,1153680,-73.3734,6500,2.0,1,-50.218864,-1.0,1.0,3600.2385,[0.171 1.556],-7.2980023e+19,26995917000.0,711789840000.0,1.0,81.03338
100,-71.449486,-128.10182,100.0,2.1953728e+31,100.0,66,5456618.0,16.373814,,,763.8348491191864,0.85418844,56.652332,-76.673096,True,-3678.0625,0.0033405682,1.0,0.4189424,,-71.44949070930481,0.85418844,1331551.6,102.47,1163927,-76.673096,6600,2.0,1,-50.550087,-1.0,1.0,3477.5884,[0.134 1.676],-9.3932515e+17,46135920.0,3766350600.0,1.0,77.551735
100,-70.221466,-111.00023,100.0,26834407000.0,100.0,67,815.357,13.454559,,,772.1914520263672,0.86746025,40.77876,-71.74901,True,-1969.9742,0.20735356,1.0,0.4189424,,-70.22147032156586,0.86746025,295.20862,101.36,1174063,-71.74901,6700,2.0,1,-49.50792,-1.0,1.0,1843.9324,[0.163 1.797],-21150804.0,4183.572,503355.56,1.0,61.49231
100,-69.27609,-103.00769,100.0,3.5898108e+27,100.0,68,9888737000.0,12.615545,,,780.4716258049011,0.8629273,33.7316,-65.88396,True,-1390.2734,0.11338613,1.0,0.4189424,,-69.27608938127756,0.8629273,1005710400.0,99.46,1184009,-65.88396,6800,2.0,1,-50.101616,-1.0,1.0,1296.9729,[0.27  1.861],-5591001600000000.0,99391685000.0,824360960000.0,1.0,52.906075
