VarRet,VarVanillaIw,MinVanillaIw,AvgVanillaIw,VarJ,eRenyi2,MaxVanillaIw,BatchSize,VanillaAvgRet,EpsThisIter,ESSClassic,VarDiscRet,MaxNormIw,AvgEpLen,ESSRenyi,AvgNormIw,Bound,MinNormIw,IterType,Delta,AvgDiscRet,J,VarNormIw,AvgRet
4972.42319986,0.112334,0.86606,1.03471,67.9794,1.03224,4.72906,200,-77.210504622,100,181.093906961,4972.42319986,0.0228522,107.83,193.754324251,0.005,-122.782,0.00418505,1,0.3,-77.210504622,-77.0051,2.6231e-06,-77.210504622
2590.03709739,,1.0,1.0,50.6373,1.0,1.0,200,-68.2416761756,100,100.0,2590.03709739,0.01,97.1,200.0,0.01,-131.961,0.01,2,0.3,-68.2416761756,-68.2417,3.50449e-18,-68.2416761756
9502.34380364,0.0214738,0.572335,1.0013,74.4228,1.02872,1.20205,200,-89.9449740078,100,195.826642431,9502.34380364,0.00600245,122.06,194.415862424,0.005,-123.583,0.00285797,1,0.3,-89.9449740078,-77.8842,5.35455e-07,-89.9449740078
6184.25719575,,1.0,1.0,78.2459,1.0,1.0,200,-78.9936891299,100,100.0,6184.25719575,0.01,109.48,200.0,0.01,-142.713,0.01,2,0.3,-78.9936891299,-78.9937,3.50449e-18,-78.9936891299
2579.43262233,0.0566476,0.231833,0.993965,57.3673,1.05693,1.29226,200,-71.3047605635,100,189.205631355,2579.43262233,0.00650052,100.74,189.22811106,0.005,-119.037,0.0011662,1,0.3,-71.3047605635,-72.7156,1.43344e-06,-71.3047605635
3827.59609827,,1.0,1.0,61.5575,1.0,1.0,200,-70.8484435497,100,100.0,3827.59609827,0.01,99.68,200.0,0.01,-134.568,0.01,2,0.3,-70.8484435497,-70.8484,3.50449e-18,-70.8484435497
8414.73626898,0.0863261,0.764993,1.00925,71.0957,1.04555,4.20318,200,-85.6855966231,100,184.446015651,8414.73626898,0.0208234,117.4,191.287407996,0.005,-122.362,0.00378992,1,0.3,-85.6855966231,-76.2902,2.11879e-06,-85.6855966231
4957.24534781,,1.0,1.0,70.0548,1.0,1.0,200,-77.2981444539,100,100.0,4957.24534781,0.01,108.21,200.0,0.01,-141.016,0.01,2,0.3,-77.2981444539,-77.2981,3.50449e-18,-77.2981444539
2590.99539653,0.0731964,0.300177,1.00097,44.3329,1.07373,1.54577,200,-69.1807676126,100,186.447216637,2590.99539653,0.00772138,98.22,186.267229247,0.005,-116.535,0.00149943,1,0.3,-69.1807676126,-69.8479,1.82637e-06,-69.1807676126
92.4404127031,,1.0,1.0,9.5664,1.0,1.0,200,-60.8136977683,100,100.0,92.4404127031,0.01,88.52,200.0,0.01,-75.5196,0.01,2,0.3,-60.8136977683,-60.8137,3.50449e-18,-60.8136977683
3799.67261503,0.0122593,0.823247,1.00223,40.9911,1.0102,1.40831,200,-72.7272196656,100,197.600407726,3799.67261503,0.00702584,102.37,197.980126011,0.005,-111.581,0.00410706,1,0.3,-72.7272196656,-66.2957,3.05118e-07,-72.7272196656
1393.01103956,,1.0,1.0,37.136,1.0,1.0,200,-64.7293845233,100,100.0,1393.01103956,0.01,92.58,200.0,0.01,-128.448,0.01,2,0.3,-64.7293845233,-64.7294,3.50449e-18,-64.7293845233
3836.72496944,0.00995614,0.750571,0.994474,47.876,1.01057,1.31392,200,-71.0991131446,100,198.016447278,3836.72496944,0.00660611,100.01,197.90889537,0.005,-112.731,0.00377371,1,0.3,-71.0991131446,-67.4371,2.51677e-07,-71.0991131446
4959.92185985,,1.0,1.0,70.0737,1.0,1.0,200,-77.1299498402,100,100.0,4959.92185985,0.01,107.76,200.0,0.01,-140.849,0.01,2,0.3,-77.1299498402,-77.1299,3.50449e-18,-77.1299498402
5003.47405175,0.104277,0.153712,0.96074,53.8143,1.10173,1.71147,200,-75.99043773,100,179.790073176,5003.47405175,0.00890703,105.85,181.532564372,0.005,-119.85,0.000799966,1,0.3,-75.99043773,-72.5577,2.82433e-06,-75.99043773
6108.76391238,,1.0,1.0,77.7668,1.0,1.0,200,-80.3720797041,100,100.0,6108.76391238,0.01,112.01,200.0,0.01,-144.092,0.01,2,0.3,-80.3720797041,-80.3721,3.50449e-18,-80.3720797041
9414.4454911,0.16733,0.00681724,0.97482,73.8151,1.15393,2.72245,200,-91.2437522979,100,170.182947782,9414.4454911,0.0139639,124.41,173.320764288,0.005,-128.488,3.49667e-05,1,0.3,-91.2437522979,-80.0874,4.40216e-06,-91.2437522979
3791.2310098,,1.0,1.0,61.2643,1.0,1.0,200,-73.3376546688,100,100.0,3791.2310098,0.01,103.54,200.0,0.01,-137.056,0.01,2,0.3,-73.3376546688,-73.3377,3.50449e-18,-73.3376546688
9473.81932005,0.0131984,0.900175,1.009,79.0407,1.0131,1.56697,200,-90.1634481198,100,197.453016874,9473.81932005,0.00776499,123.26,197.412920337,0.005,-126.517,0.00446073,1,0.3,-90.1634481198,-81.1661,3.241e-07,-90.1634481198
3813.65162407,,1.0,1.0,61.4452,1.0,1.0,200,-73.2800538185,100,100.0,3813.65162407,0.01,102.79,200.0,0.01,-136.999,0.01,2,0.3,-73.2800538185,-73.2801,3.50449e-18,-73.2800538185
7291.635392,0.077608,0.450447,0.998396,63.9701,1.05921,3.23571,200,-82.9927190901,100,185.620279938,7291.635392,0.0162046,113.83,188.81989479,0.005,-121.881,0.00225585,1,0.3,-82.9927190901,-75.5102,1.94644e-06,-82.9927190901
3828.8595375,,1.0,1.0,61.5676,1.0,1.0,200,-72.3726046245,100,100.0,3828.8595375,0.01,101.74,200.0,0.01,-136.092,0.01,2,0.3,-72.3726046245,-72.3726,3.50449e-18,-72.3726046245
1367.05703891,0.0317107,0.661726,1.00557,43.0647,1.02724,1.56242,200,-65.310582962,100,193.948175222,1367.05703891,0.0077688,94.19,194.697409979,0.005,-113.271,0.0032903,1,0.3,-65.310582962,-67.6055,7.84009e-07,-65.310582962
6143.14289737,,1.0,1.0,77.9853,1.0,1.0,200,-79.203121255,100,100.0,6143.14289737,0.01,109.63,200.0,0.01,-142.923,0.01,2,0.3,-79.203121255,-79.2031,3.50449e-18,-79.203121255
5002.33264916,0.134194,0.00931885,0.996684,53.9008,1.13077,1.87911,200,-75.3998275103,100,176.302689116,5002.33264916,0.00942683,105.63,176.869943071,0.005,-118.918,4.67493e-05,1,0.3,-75.3998275103,-71.0057,3.3772e-06,-75.3998275103
2586.86902786,,1.0,1.0,50.6063,1.0,1.0,200,-69.3926906765,100,100.0,2586.86902786,0.01,98.84,200.0,0.01,-133.112,0.01,2,0.3,-69.3926906765,-69.3927,3.50449e-18,-69.3926906765
111.489109998,0.0080116,0.787965,1.01263,33.0744,1.00872,1.19985,200,-61.4377101937,100,198.457149438,111.489109998,0.00592446,89.06,198.271115153,0.005,-110.255,0.00389069,1,0.3,-61.4377101937,-65.0029,1.95326e-07,-61.4377101937
7296.15692522,,1.0,1.0,84.9894,1.0,1.0,200,-83.1570859343,100,100.0,7296.15692522,0.01,114.73,200.0,0.01,-146.876,0.01,2,0.3,-83.1570859343,-83.1571,3.50449e-18,-83.1570859343
3832.80159502,0.0676443,0.143665,1.00232,64.0122,1.07118,1.75178,200,-69.9413841422,100,187.442339666,3832.80159502,0.0087386,98.41,186.709653367,0.005,-120.439,0.000716662,1,0.3,-69.9413841422,-73.8061,1.68329e-06,-69.9413841422
2587.62405077,,1.0,1.0,50.6137,1.0,1.0,200,-70.6334033892,100,100.0,2587.62405077,0.01,100.27,200.0,0.01,-134.351,0.01,2,0.3,-70.6334033892,-70.6334,3.50449e-18,-70.6334033892
3780.2574696,0.0172707,0.417059,1.0054,51.6883,1.01686,1.14345,200,-73.0824207973,100,196.656757345,3780.2574696,0.00568657,103.46,196.684576374,0.005,-116.306,0.0020741,1,0.3,-73.0824207973,-70.8719,4.27146e-07,-73.0824207973
1377.97621654,,1.0,1.0,36.935,1.0,1.0,200,-64.8773946477,100,100.0,1377.97621654,0.01,93.55,200.0,0.01,-128.589,0.01,2,0.3,-64.8773946477,-64.8774,3.50449e-18,-64.8773946477
1372.25823209,0.00181963,0.957636,0.996776,36.1205,1.00241,1.21584,200,-64.6330023108,100,199.636206079,1372.25823209,0.00609886,92.77,199.518554856,0.005,-109.752,0.00480367,1,0.3,-64.6330023108,-64.641,4.57855e-08,-64.6330023108
2590.37575561,,1.0,1.0,50.6406,1.0,1.0,200,-69.4061047691,100,100.0,2590.37575561,0.01,98.97,200.0,0.01,-133.124,0.01,2,0.3,-69.4061047691,-69.4061,3.50449e-18,-69.4061047691
7307.38965102,0.0425323,0.370994,0.998501,64.1708,1.04465,1.5423,200,-82.6494407298,100,191.856243825,7307.38965102,0.00772309,113.39,191.451558883,0.005,-120.268,0.00185776,1,0.3,-82.6494407298,-74.2165,1.0665e-06,-82.6494407298
1365.22175562,,1.0,1.0,36.7637,1.0,1.0,200,-65.9840810563,100,100.0,1365.22175562,0.01,94.97,200.0,0.01,-129.702,0.01,2,0.3,-65.9840810563,-65.9841,3.50449e-18,-65.9840810563
7212.81954478,0.00978911,0.709525,0.987859,63.9598,1.01069,1.35808,200,-84.3829017167,100,198.02354032,7212.81954478,0.00687383,116.5,197.883965083,0.005,-120.006,0.00359122,1,0.3,-84.3829017167,-74.7053,2.5078e-07,-84.3829017167
1354.29325793,,1.0,1.0,36.6163,1.0,1.0,200,-66.2964354324,100,100.0,1354.29325793,0.01,95.22,200.0,0.01,-130.01,0.01,2,0.3,-66.2964354324,-66.2964,3.50449e-18,-66.2964354324
2595.82249773,0.00375749,0.941246,0.998532,43.6492,1.00346,1.29012,200,-70.2627545737,100,199.252868385,2595.82249773,0.00646007,100.41,199.309476457,0.005,-113.26,0.00471315,1,0.3,-70.2627545737,-68.1268,9.42137e-08,-70.2627545737
8409.59314927,,1.0,1.0,91.2442,1.0,1.0,200,-86.4767339253,100,100.0,8409.59314927,0.01,118.01,200.0,0.01,-150.196,0.01,2,0.3,-86.4767339253,-86.4767,3.50449e-18,-86.4767339253
10583.8274167,0.036215,0.854089,1.00228,91.1985,1.04068,1.94842,200,-92.8115623799,100,193.074360821,10583.8274167,0.00971993,125.68,192.182839967,0.005,-133.526,0.00426073,1,0.3,-92.8115623799,-87.562,9.0126e-07,-92.8115623799
8395.89047622,,1.0,1.0,91.1698,1.0,1.0,200,-86.6919051488,100,100.0,8395.89047622,0.01,118.76,200.0,0.01,-150.411,0.01,2,0.3,-86.6919051488,-86.6919,3.50449e-18,-86.6919051488
6091.09781459,0.0479378,0.641695,1.00182,76.028,1.05504,2.06796,200,-81.7904552495,100,190.92630247,6091.09781459,0.010321,113.75,189.565629461,0.005,-128.008,0.00320263,1,0.3,-81.7904552495,-81.7278,1.19409e-06,-81.7904552495
3797.03546136,,1.0,1.0,61.3112,1.0,1.0,200,-74.4138205694,100,100.0,3797.03546136,0.01,105.11,200.0,0.01,-138.133,0.01,2,0.3,-74.4138205694,-74.4138,3.50449e-18,-74.4138205694
1360.67996213,0.00689316,0.877778,1.00065,49.0336,1.00692,1.3898,200,-66.4246012518,100,198.639359692,1360.67996213,0.00694448,95.56,198.626220857,0.005,-115.309,0.00438602,1,0.3,-66.4246012518,-70.0974,1.72104e-07,-66.4246012518
3775.03119728,,1.0,1.0,61.1333,1.0,1.0,200,-73.8096216473,100,100.0,3775.03119728,0.01,103.59,200.0,0.01,-137.529,0.01,2,0.3,-73.8096216473,-73.8096,3.50449e-18,-73.8096216473
5001.71982517,0.131276,0.0629502,1.00852,46.9413,1.12134,1.36967,200,-76.1576767126,100,177.238558117,5001.71982517,0.00679052,105.82,178.358523125,0.005,-117.043,0.000312093,1,0.3,-76.1576767126,-69.3313,3.22669e-06,-76.1576767126
4960.68963321,,1.0,1.0,70.0791,1.0,1.0,200,-76.5193149363,100,100.0,4960.68963321,0.01,107.76,200.0,0.01,-140.238,0.01,2,0.3,-76.5193149363,-76.5193,3.50449e-18,-76.5193149363
1354.41408583,0.0197301,0.553395,1.00317,51.7974,1.02108,1.17572,200,-64.5305250143,100,196.173140014,1354.41408583,0.00585999,92.35,195.871652657,0.005,-115.016,0.00275823,1,0.3,-64.5305250143,-69.4873,4.90138e-07,-64.5305250143
1340.04387866,,1.0,1.0,36.4231,1.0,1.0,200,-65.4436927101,100,100.0,1340.04387866,0.01,94.08,200.0,0.01,-129.147,0.01,2,0.3,-65.4436927101,-65.4437,3.50449e-18,-65.4436927101
8310.67949845,0.0197304,0.826567,0.985637,65.8443,1.02309,1.78352,200,-88.5672572389,100,196.038355435,8310.67949845,0.00904757,121.21,195.48631328,0.005,-121.482,0.00419306,1,0.3,-88.5672572389,-75.908,5.07741e-07,-88.5672572389
3810.20322498,,1.0,1.0,61.4174,1.0,1.0,200,-74.3717912734,100,100.0,3810.20322498,0.01,104.57,200.0,0.01,-138.09,0.01,2,0.3,-74.3717912734,-74.3718,3.50449e-18,-74.3717912734
8411.47821401,0.151904,0.0472061,1.01047,54.6763,1.1486,1.76106,200,-86.3826941358,100,174.211896313,8411.47821401,0.00871405,118.27,174.125295533,0.005,-122.609,0.000233584,1,0.3,-86.3826941358,-74.3204,3.71928e-06,-86.3826941358
7307.23707809,,1.0,1.0,85.0539,1.0,1.0,200,-83.0058941327,100,100.0,7307.23707809,0.01,113.79,200.0,0.01,-146.724,0.01,2,0.3,-83.0058941327,-83.0059,3.50449e-18,-83.0058941327
2604.17068441,0.0291318,0.405127,0.988219,65.2719,1.02903,1.2601,200,-68.5364940338,100,194.23481193,2604.17068441,0.00637561,97.05,194.35687666,0.005,-119.948,0.00204979,1,0.3,-68.5364940338,-74.2418,7.45764e-07,-68.5364940338
6183.36898802,,1.0,1.0,78.2402,1.0,1.0,200,-78.1523788483,100,100.0,6183.36898802,0.01,108.54,200.0,0.01,-141.878,0.01,2,0.3,-78.1523788483,-78.1524,3.50449e-18,-78.1523788483
5002.21682318,0.0586451,0.831903,1.02296,66.3695,1.03915,2.36534,200,-75.3995187292,100,189.436692621,5002.21682318,0.0115612,105.61,192.464178572,0.005,-120.796,0.00406615,1,0.3,-75.3995187292,-74.8622,1.40105e-06,-75.3995187292
3829.43178313,,1.0,1.0,61.5722,1.0,1.0,200,-70.7110911116,100,100.0,3829.43178313,0.01,99.12,200.0,0.01,-134.429,0.01,2,0.3,-70.7110911116,-70.7111,3.50449e-18,-70.7110911116
95.2121174393,0.00441274,0.943491,1.00165,43.3327,1.0036,1.36517,200,-61.3523719527,100,199.128573387,95.2121174393,0.00681458,89.6,199.283434601,0.005,-111.002,0.00470968,1,0.3,-61.3523719527,-65.8659,1.09955e-07,-61.3523719527
1356.61083267,,1.0,1.0,36.6476,1.0,1.0,200,-67.43201041,100,100.0,1356.61083267,0.01,97.53,200.0,0.01,-131.151,0.01,2,0.3,-67.43201041,-67.432,3.50449e-18,-67.43201041
2592.29525599,0.00466556,0.725829,0.993154,42.2011,1.00412,1.09994,200,-69.1046245353,100,199.063110385,2592.29525599,0.0055376,98.24,199.179311547,0.005,-113.228,0.00365416,1,0.3,-69.1046245353,-68.079,1.18253e-07,-69.1046245353
2590.01909584,,1.0,1.0,50.6371,1.0,1.0,200,-69.8619301799,100,100.0,2590.01909584,0.01,99.66,200.0,0.01,-133.581,0.01,2,0.3,-69.8619301799,-69.8619,3.50449e-18,-69.8619301799
2577.31566865,0.0106355,0.875071,0.985521,47.5672,1.0113,1.50957,200,-70.214629274,100,197.844364228,2577.31566865,0.00765876,99.87,197.765678566,0.005,-114.817,0.00443964,1,0.3,-70.214629274,-69.507,2.73759e-07,-70.214629274
7283.32037944,,1.0,1.0,84.9146,1.0,1.0,200,-83.5554895489,100,100.0,7283.32037944,0.01,114.99,200.0,0.01,-147.275,0.01,2,0.3,-83.5554895489,-83.5555,3.50449e-18,-83.5554895489
4965.59900947,0.00637871,0.819343,1.00017,76.6542,1.00797,1.3922,200,-76.4099865575,100,198.739092794,4965.59900947,0.00695983,106.82,198.419523747,0.005,-124.841,0.00409602,1,0.3,-76.4099865575,-79.6055,1.59413e-07,-76.4099865575
3792.91707286,,1.0,1.0,61.278,1.0,1.0,200,-73.3216526654,100,100.0,3792.91707286,0.01,103.47,200.0,0.01,-137.038,0.01,2,0.3,-73.3216526654,-73.3216,3.50449e-18,-73.3216526654
4943.52575892,0.0231636,0.589831,1.0061,60.5229,1.02511,1.57969,200,-77.6312067248,100,195.547586902,4943.52575892,0.00785058,108.58,195.101829122,0.005,-120.026,0.00293128,1,0.3,-77.6312067248,-74.4084,5.7209e-07,-77.6312067248
3808.7946149,,1.0,1.0,61.4061,1.0,1.0,200,-72.3681090212,100,100.0,3808.7946149,0.01,101.46,200.0,0.01,-136.086,0.01,2,0.3,-72.3681090212,-72.3681,3.50449e-18,-72.3681090212
2615.5335466,0.0374458,0.268269,0.980557,48.7716,1.03343,1.21685,200,-68.3703185286,100,192.538968399,2615.5335466,0.00620489,97.11,193.529371052,0.005,-114.313,0.00136794,1,0.3,-68.3703185286,-68.5094,9.73637e-07,-68.3703185286
8384.58716272,,1.0,1.0,91.1084,1.0,1.0,200,-86.9228817619,100,100.0,8384.58716272,0.01,118.44,200.0,0.01,-150.642,0.01,2,0.3,-86.9228817619,-86.9229,3.50449e-18,-86.9228817619
2588.37151343,0.0544341,0.549437,1.00884,66.1301,1.04144,2.58634,200,-69.4039185137,100,189.894439003,2588.37151343,0.0128184,98.71,192.041456703,0.005,-122.038,0.00272311,1,0.3,-69.4039185137,-76.0574,1.3371e-06,-69.4039185137
3836.21244155,,1.0,1.0,61.6267,1.0,1.0,200,-71.061624158,100,100.0,3836.21244155,0.01,100.02,200.0,0.01,-134.781,0.01,2,0.3,-71.061624158,-71.0616,3.50449e-18,-71.061624158
141.076799879,0.0193534,0.589127,1.01817,39.0495,1.01774,1.50378,200,-63.0403816925,100,196.352677246,141.076799879,0.00738469,91.38,196.513681109,0.005,-111.66,0.00289306,1,0.3,-63.0403816925,-66.2057,4.66718e-07,-63.0403816925
7295.21557224,,1.0,1.0,84.9839,1.0,1.0,200,-82.4656900379,100,100.0,7295.21557224,0.01,113.24,200.0,0.01,-146.185,0.01,2,0.3,-82.4656900379,-82.4657,3.50449e-18,-82.4656900379
1359.65407728,0.00939862,0.904487,0.988286,63.6993,1.01085,1.68015,200,-66.7873388931,100,198.103280972,1359.65407728,0.00850033,95.71,197.853324375,0.005,-119.408,0.00457604,1,0.3,-66.7873388931,-74.1083,2.40568e-07,-66.7873388931
3811.05213228,,1.0,1.0,61.4243,1.0,1.0,200,-72.2791481033,100,100.0,3811.05213228,0.01,101.44,200.0,0.01,-135.998,0.01,2,0.3,-72.2791481033,-72.2791,3.50449e-18,-72.2791481033
7225.58576669,0.0721825,0.18271,1.00012,62.7746,1.07004,1.79608,200,-84.6628596973,100,186.601211925,7225.58576669,0.00897931,116.59,186.909610754,0.005,-121.602,0.00091344,1,0.3,-84.6628596973,-74.9947,1.80412e-06,-84.6628596973
4964.98440944,,1.0,1.0,70.1094,1.0,1.0,200,-77.1082409729,100,100.0,4964.98440944,0.01,107.87,200.0,0.01,-140.828,0.01,2,0.3,-77.1082409729,-77.1082,3.50449e-18,-77.1082409729
3794.460343,0.0315917,0.635808,0.998441,61.8618,1.02324,2.22596,200,-73.5769315025,100,193.886321942,3794.460343,0.0111471,103.47,195.458004506,0.005,-119.929,0.003184,1,0.3,-73.5769315025,-74.3516,7.9226e-07,-73.5769315025
3807.43901077,,1.0,1.0,61.3951,1.0,1.0,200,-72.3646013404,100,100.0,3807.43901077,0.01,101.77,200.0,0.01,-136.083,0.01,2,0.3,-72.3646013404,-72.3646,3.50449e-18,-72.3646013404
2583.64931143,0.00407438,0.904772,0.997939,55.8988,1.00394,1.37838,200,-69.0974313708,100,199.189190334,2583.64931143,0.00690612,98.52,199.215781268,0.005,-115.711,0.0045332,1,0.3,-69.0974313708,-70.5664,1.02281e-07,-69.0974313708
3816.21511214,,1.0,1.0,61.4659,1.0,1.0,200,-71.6375996217,100,100.0,3816.21511214,0.01,101.21,200.0,0.01,-135.349,0.01,2,0.3,-71.6375996217,-71.6376,3.50449e-18,-71.6375996217
2567.77091822,0.00761591,0.615515,1.00161,54.1257,1.00928,1.3865,200,-69.6524206787,100,198.500579522,2567.77091822,0.00692136,99.55,198.16132938,0.005,-115.471,0.00307262,1,0.3,-69.6524206787,-70.2064,1.89786e-07,-69.6524206787
4966.41141501,,1.0,1.0,70.1195,1.0,1.0,200,-76.9711033772,100,100.0,4966.41141501,0.01,107.51,200.0,0.01,-140.678,0.01,2,0.3,-76.9711033772,-76.9711,3.50449e-18,-76.9711033772
4975.84817815,0.029575,0.614891,0.997167,64.1305,1.03194,1.64258,200,-75.4779829831,100,194.251326355,4975.84817815,0.00823622,105.92,193.809608799,0.005,-120.505,0.00308319,1,0.3,-75.4779829831,-74.7348,7.43581e-07,-75.4779829831
3807.97263006,,1.0,1.0,61.3995,1.0,1.0,200,-71.7655653587,100,100.0,3807.97263006,0.01,101.48,200.0,0.01,-135.485,0.01,2,0.3,-71.7655653587,-71.7656,3.50449e-18,-71.7655653587
2601.60213605,0.0261948,0.423462,1.0042,49.4728,1.03241,1.21892,200,-68.630266438,100,194.960982008,2601.60213605,0.00606912,97.37,193.722152871,0.005,-114.531,0.00210845,1,0.3,-68.630266438,-68.7507,6.49403e-07,-68.630266438
4986.5636754,,1.0,1.0,70.2616,1.0,1.0,200,-76.2337714706,100,100.0,4986.5636754,0.01,105.79,200.0,0.01,-139.953,0.01,2,0.3,-76.2337714706,-76.2338,3.50449e-18,-76.2337714706
4960.8041049,0.00543993,0.889376,1.00189,69.2968,1.00475,1.55569,200,-76.9574097618,100,198.927255934,4960.8041049,0.00776377,107.72,199.054677458,0.005,-121.554,0.0044385,1,0.3,-76.9574097618,-76.3911,1.35486e-07,-76.9574097618
5036.89819869,,1.0,1.0,70.6154,1.0,1.0,200,-74.7570427564,100,100.0,5036.89819869,0.01,104.6,200.0,0.01,-138.475,0.01,2,0.3,-74.7570427564,-74.757,3.50449e-18,-74.7570427564
3804.65963107,0.0249968,0.780975,1.00058,59.606,1.02757,1.65357,200,-72.0828393516,100,195.151788273,3804.65963107,0.00826309,101.66,194.633082442,0.005,-117.719,0.00390262,1,0.3,-72.0828393516,-72.046,6.24198e-07,-72.0828393516
3778.06092507,,1.0,1.0,61.1578,1.0,1.0,200,-74.1742950734,100,100.0,3778.06092507,0.01,104.93,200.0,0.01,-137.894,0.01,2,0.3,-74.1742950734,-74.1743,3.50449e-18,-74.1742950734
3810.87269621,0.00598741,0.915012,0.98965,58.757,1.0082,1.34296,200,-72.4303360172,100,198.790795399,3810.87269621,0.00678503,102.23,198.372742515,0.005,-118.149,0.00462291,1,0.3,-72.4303360172,-72.9083,1.52832e-07,-72.4303360172
7335.65573903,,1.0,1.0,85.2191,1.0,1.0,200,-82.0488571872,100,100.0,7335.65573903,0.01,112.51,200.0,0.01,-145.768,0.01,2,0.3,-82.0488571872,-82.0489,3.50449e-18,-82.0488571872
3799.56416113,0.0503961,0.50367,1.0042,65.4319,1.04863,1.47343,200,-72.4303302059,100,190.526082026,3799.56416113,0.00733632,102.02,190.72495467,0.005,-121.219,0.00250781,1,0.3,-72.4303302059,-75.0801,1.24938e-06,-72.4303302059
3797.15205401,,1.0,1.0,61.3122,1.0,1.0,200,-72.9314059806,100,100.0,3797.15205401,0.01,102.82,200.0,0.01,-136.651,0.01,2,0.3,-72.9314059806,-72.9314,3.50449e-18,-72.9314059806
5008.5867707,0.0195054,0.763963,1.00135,61.372,1.02165,1.73657,200,-75.0457704371,100,196.202363152,5008.5867707,0.00867115,104.99,195.761377922,0.005,-118.527,0.00381467,1,0.3,-75.0457704371,-72.9855,4.86322e-07,-75.0457704371
8378.75489056,,1.0,1.0,91.0767,1.0,1.0,200,-87.4087493931,100,100.0,8378.75489056,0.01,119.55,200.0,0.01,-151.128,0.01,2,0.3,-87.4087493931,-87.4087,3.50449e-18,-87.4087493931
1366.99414701,0.0682349,0.515107,1.03066,58.1397,1.05941,1.91784,200,-64.3256979945,100,187.98515856,1366.99414701,0.0093039,92.14,188.784348868,0.005,-119.443,0.00249891,1,0.3,-64.3256979945,-73.0674,1.60588e-06,-64.3256979945
1382.15821491,,1.0,1.0,36.991,1.0,1.0,200,-66.1365072389,100,100.0,1382.15821491,0.01,94.48,200.0,0.01,-129.855,0.01,2,0.3,-66.1365072389,-66.1365,3.50449e-18,-66.1365072389
1361.98697825,0.0201403,0.513599,0.99138,30.1621,1.0194,1.16319,200,-65.7576144378,100,196.003582414,1361.98697825,0.0058665,94.62,196.193334658,0.005,-110.578,0.00259033,1,0.3,-65.7576144378,-65.0872,5.12303e-07,-65.7576144378
4972.37469278,,1.0,1.0,70.1616,1.0,1.0,200,-75.9638123976,100,100.0,4972.37469278,0.01,105.87,200.0,0.01,-139.683,0.01,2,0.3,-75.9638123976,-75.9638,3.50449e-18,-75.9638123976
99.8795347574,0.0013399,0.794807,0.99931,50.3643,1.00098,1.03682,200,-63.3283447988,100,199.733346681,99.8795347574,0.00518767,92.52,199.803973829,0.005,-114.683,0.00397678,1,0.3,-63.3283447988,-69.6043,3.35438e-08,-63.3283447988
4991.35511935,,1.0,1.0,70.2954,1.0,1.0,200,-75.0975298093,100,100.0,4991.35511935,0.01,105.04,200.0,0.01,-138.816,0.01,2,0.3,-75.0975298093,-75.0975,3.50449e-18,-75.0975298093
4903.57755447,0.0558253,0.455928,1.00739,60.703,1.05721,1.62994,200,-79.0442477681,100,189.621203242,4903.57755447,0.00808989,111.12,189.177862111,0.005,-120.94,0.00226292,1,0.3,-79.0442477681,-74.6129,1.37523e-06,-79.0442477681
4959.94328297,,1.0,1.0,70.0738,1.0,1.0,200,-76.4438948335,100,100.0,4959.94328297,0.01,106.62,200.0,0.01,-140.163,0.01,2,0.3,-76.4438948335,-76.4439,3.50449e-18,-76.4438948335
107.99059644,0.0105848,0.790242,1.0108,47.7182,1.01021,1.34528,200,-61.923795362,100,197.95942311,107.99059644,0.00665449,89.67,197.979168144,0.005,-114.006,0.00390898,1,0.3,-61.923795362,-68.7204,2.58993e-07,-61.923795362
2600.08398894,,1.0,1.0,50.7354,1.0,1.0,200,-67.1104012029,100,100.0,2600.08398894,0.01,95.73,200.0,0.01,-130.827,0.01,2,0.3,-67.1104012029,-67.1104,3.50449e-18,-67.1104012029
6135.79658227,0.0200379,0.630498,1.00033,61.6833,1.02246,1.52801,200,-80.3648675625,100,196.092838235,6135.79658227,0.00763752,111.85,195.607612241,0.005,-118.312,0.00315146,1,0.3,-80.3648675625,-72.7531,5.00617e-07,-80.3648675625
2626.83624873,,1.0,1.0,50.9958,1.0,1.0,200,-68.6004406646,100,100.0,2626.83624873,0.01,97.39,200.0,0.01,-132.319,0.01,2,0.3,-68.6004406646,-68.6004,3.50449e-18,-68.6004406646
2582.57202572,0.0254855,0.887101,1.00586,47.4338,1.01734,2.54375,200,-70.1055116583,100,195.109788188,2582.57202572,0.0126447,99.51,196.591535459,0.005,-114.02,0.00440968,1,0.3,-70.1055116583,-68.5748,6.29738e-07,-70.1055116583
5040.67277499,,1.0,1.0,70.6418,1.0,1.0,200,-75.1030521977,100,100.0,5040.67277499,0.01,104.41,200.0,0.01,-138.821,0.01,2,0.3,-75.1030521977,-75.1031,3.50449e-18,-75.1030521977
1378.09338998,0.0300831,0.881217,1.01475,51.5161,1.0187,2.43442,200,-66.6054509994,100,194.350501664,1378.09338998,0.0119951,95.66,196.327895311,0.005,-115.452,0.00434203,1,0.3,-66.6054509994,-69.9771,7.3037e-07,-66.6054509994
6111.80631741,,1.0,1.0,77.7862,1.0,1.0,200,-80.9253775209,100,100.0,6111.80631741,0.01,111.87,200.0,0.01,-144.644,0.01,2,0.3,-80.9253775209,-80.9254,3.50449e-18,-80.9253775209
