MinNormIw,VanillaAvgRet,Delta,AvgVanillaIw,VarDiscRet,VarJ,MaxNormIw,IterType,ESSClassic,J,AvgNormIw,VarNormIw,MinVanillaIw,ESSRenyi,eRenyi2,EpsThisIter,VarVanillaIw,MaxVanillaIw,AvgRet,VarRet,Bound,AvgEpLen,AvgDiscRet,BatchSize
0.00927227,-107.676467105,0.1,0.999465,8.36121921481,2.85254,0.0108313,1,99.9273155329,-107.653,0.01,7.34813e-08,0.926732,99.9322397018,1.00068,100,0.000734027,1.08255,-107.676467105,8.36121921481,-142.386,16.32,-107.676467105,100
0.0081004,-107.859058292,0.1,1.00409,22.6160215307,4.17434,0.0106589,1,99.7816149884,-107.738,0.01,2.21095e-07,0.813356,99.7229642916,1.00278,100,0.00222909,1.07026,-107.859058292,22.6160215307,-150.668,18.06,-107.859058292,100
0.00895533,-107.47280311,0.1,1.0007,9.7261755471,2.97126,0.0104966,1,99.9248041458,-107.445,0.01,7.60406e-08,0.896157,99.9295492942,1.00071,100,0.000761465,1.05039,-107.47280311,9.7261755471,-145.701,15.72,-107.47280311,100
0.00924386,-107.470244311,0.1,0.999448,12.2447552047,3.76207,0.01214,1,99.7881799667,-107.401,0.01,2.14435e-07,0.923876,99.791105769,1.00209,100,0.00214198,1.21333,-107.470244311,12.2447552047,-141.858,17.36,-107.470244311,100
0.00934603,-107.179958929,0.1,0.997398,5.45723072254,2.31779,0.0103553,1,99.9736533855,-107.172,0.01,2.66284e-08,0.932171,99.9772481243,1.00023,100,0.0002649,1.03283,-107.179958929,5.45723072254,-141.265,16.13,-107.179958929,100
0.00890148,-108.079261304,0.1,0.998966,11.6750482841,3.2947,0.0120179,1,99.7698587173,-108.006,0.01,2.33008e-07,0.889228,99.7995112701,1.00201,100,0.00232526,1.20055,-108.079261304,11.6750482841,-144.9,18.2,-108.079261304,100
0.00885281,-107.082650853,0.1,1.0028,13.3035133969,4.14496,0.0144192,1,99.449775999,-106.983,0.01,5.58854e-07,0.887763,99.6819392697,1.00319,100,0.00561992,1.44597,-107.082650853,13.3035133969,-141.735,17.95,-107.082650853,100
0.00945507,-107.283773992,0.1,1.00219,9.08927630535,2.98221,0.0109392,1,99.93755136,-107.263,0.01,6.31316e-08,0.947573,99.9429313372,1.00057,100,0.000634078,1.09631,-107.283773992,9.08927630535,-141.856,17.63,-107.283773992,100
0.00677513,-110.930065618,0.1,1.00945,1471.8451501,26.008,0.0114229,1,99.159670075,-109.682,0.01,8.5599e-07,0.683917,99.2567406392,1.00749,100,0.00872249,1.15309,-110.930065618,1471.8451501,-257.175,21.63,-110.930065618,100
0.00970113,-107.525998249,0.1,0.999607,7.19789471174,2.66297,0.0106522,1,99.9661436672,-107.512,0.01,3.42483e-08,0.969732,99.9607359618,1.00039,100,0.000342214,1.0648,-107.525998249,7.19789471174,-142.289,17.48,-107.525998249,100
0.00551846,-111.589934979,0.1,0.991264,1522.47973653,21.7257,0.0112838,1,98.9782037909,-109.717,0.01,1.04277e-06,0.547025,98.9527084453,1.01058,100,0.0102463,1.11853,-111.589934979,1522.47973653,-259.381,21.96,-111.589934979,100
0.00942557,-107.501031404,0.1,0.997514,13.9555424293,3.69361,0.0104678,1,99.9536476599,-107.478,0.01,4.68481e-08,0.940214,99.9394426123,1.00061,100,0.000466155,1.04418,-107.501031404,13.9555424293,-143.432,17.09,-107.501031404,100
0.00949105,-107.323950762,0.1,0.996861,8.44844238246,2.93986,0.0109242,1,99.9466311047,-107.305,0.01,5.39232e-08,0.946125,99.9438124872,1.00056,100,0.000535852,1.08899,-107.323950762,8.44844238246,-141.799,15.79,-107.323950762,100
0.00883377,-107.534085748,0.1,0.994958,9.68172970045,3.06267,0.0108128,1,99.8716684152,-107.49,0.01,1.29801e-07,0.878924,99.8727631307,1.00127,100,0.00128495,1.07583,-107.534085748,9.68172970045,-142.536,15.98,-107.534085748,100
0.00685368,-107.494596187,0.1,1.00521,18.3158493073,3.79552,0.0106836,1,99.72764647,-107.386,0.01,2.75911e-07,0.688942,99.7582571683,1.00242,100,0.00278795,1.07393,-107.494596187,18.3158493073,-147.98,17.03,-107.494596187,100
0.00953777,-107.097992569,0.1,0.998537,4.46642679873,2.0916,0.0103272,1,99.9737521561,-107.089,0.01,2.65325e-08,0.952382,99.9736616859,1.00026,100,0.00026455,1.0312,-107.097992569,4.46642679873,-141.181,15.74,-107.097992569,100
0.00919523,-106.909283752,0.1,1.00068,6.5852680599,2.56484,0.0107351,1,99.9431475249,-106.891,0.01,5.7484e-08,0.920146,99.9458844415,1.00054,100,0.00057562,1.07424,-106.909283752,6.5852680599,-141.486,16.8,-106.909283752,100
0.00492032,-109.486682251,0.1,0.999541,354.735429691,9.6768,0.0114728,1,98.7078946357,-108.491,0.01,1.32227e-06,0.491806,99.103841555,1.00904,100,0.0132106,1.14676,-109.486682251,354.735429691,-196.817,21.77,-109.486682251,100
0.00889676,-108.154201272,0.1,0.994613,8.36068583712,2.85962,0.0107719,1,99.9056173612,-108.127,0.01,9.54254e-08,0.884883,99.9233595258,1.00077,100,0.000944001,1.07139,-108.154201272,8.36068583712,-144.22,17.04,-108.154201272,100
0.00817796,-107.1229293,0.1,1.002,6.83355515385,2.58157,0.0103487,1,99.9018689144,-107.099,0.01,9.92238e-08,0.819435,99.9296683357,1.0007,100,0.000996218,1.03695,-107.1229293,6.83355515385,-141.346,16.63,-107.1229293,100
0.009057,-107.58219909,0.1,0.992586,8.52574605931,2.85304,0.0106215,1,99.8525847397,-107.536,0.01,1.49108e-07,0.898985,99.8649753868,1.00135,100,0.00146905,1.05427,-107.58219909,8.52574605931,-142.355,16.2,-107.58219909,100
0.00493198,-109.133774038,0.1,1.00374,249.717007519,8.23144,0.0110937,1,99.2305148363,-108.336,0.01,7.83301e-07,0.495044,99.2548498299,1.00751,100,0.00789176,1.11352,-109.133774038,249.717007519,-187.418,24.33,-109.133774038,100
0.00854442,-107.270536996,0.1,1.00183,7.64921308254,2.68706,0.0105702,1,99.8686943749,-107.234,0.01,1.32827e-07,0.856006,99.8954436784,1.00105,100,0.00133314,1.05896,-107.270536996,7.64921308254,-142.165,16.09,-107.270536996,100
0.00942544,-106.801663833,0.1,0.998065,7.66771365404,2.84517,0.0110264,1,99.9330018194,-106.778,0.01,6.77384e-08,0.94072,99.9316325618,1.00068,100,0.000674765,1.10051,-106.801663833,7.66771365404,-141.019,16.94,-106.801663833,100
0.00922548,-107.128526444,0.1,1.00101,7.07632458072,2.61742,0.0104113,1,99.9338232138,-107.108,0.01,6.68982e-08,0.92348,99.9311563787,1.00069,100,0.000670335,1.04218,-107.128526444,7.07632458072,-141.18,16.59,-107.128526444,100
0.00929811,-107.378450601,0.1,1.00015,7.00539064323,2.62327,0.0104566,1,99.9371082547,-107.351,0.01,6.35732e-08,0.929954,99.9226215661,1.00077,100,0.000635927,1.04582,-107.378450601,7.00539064323,-141.718,16.14,-107.378450601,100
0.0095804,-107.227050508,0.1,1.00051,5.6549426032,2.33987,0.0105095,1,99.972946327,-107.217,0.01,2.73384e-08,0.958526,99.971159672,1.00029,100,0.000273662,1.05149,-107.227050508,5.6549426032,-142.508,15.86,-107.227050508,100
0.00902918,-106.868557917,0.1,1.00213,5.38509719221,2.28331,0.0109632,1,99.936962079,-106.848,0.01,6.3756e-08,0.904839,99.9410142944,1.00059,100,0.000640275,1.09865,-106.868557917,5.38509719221,-140.765,17.29,-106.868557917,100
0.00871232,-107.44322087,0.1,0.995921,8.47544168851,2.81466,0.0106707,1,99.8736120574,-107.404,0.01,1.2786e-07,0.867678,99.8906022355,1.0011,100,0.00126819,1.06272,-107.44322087,8.47544168851,-143.272,16.82,-107.44322087,100
0.00910822,-106.540460176,0.1,1.00279,7.82696908933,2.92623,0.0114063,1,99.8595080326,-106.51,0.01,1.42103e-07,0.913367,99.910125517,1.0009,100,0.00142898,1.14382,-106.540460176,7.82696908933,-140.737,16.28,-106.540460176,100
0.00889672,-106.98983102,0.1,0.997092,9.34126960646,3.04156,0.0106588,1,99.9269515255,-106.967,0.01,7.3853e-08,0.887085,99.9334778142,1.00067,100,0.000734241,1.06278,-106.98983102,9.34126960646,-142.466,16.87,-106.98983102,100
0.00886599,-106.802655837,0.1,1.0061,11.4207887607,3.32382,0.0114441,1,99.8351304697,-106.746,0.01,1.66777e-07,0.892007,99.8338840778,1.00166,100,0.00168818,1.15139,-106.802655837,11.4207887607,-141.179,18.11,-106.802655837,100
0.00871762,-106.894140704,0.1,0.999951,7.57678310058,2.71767,0.0105361,1,99.8776240875,-106.855,0.01,1.23736e-07,0.871719,99.8851546863,1.00115,100,0.00123724,1.05356,-106.894140704,7.57678310058,-140.956,16.99,-106.894140704,100
0.00969279,-107.366617087,0.1,1.00123,6.60394974475,2.55082,0.0103682,1,99.9836151743,-107.358,0.01,1.65622e-08,0.970473,99.9816093894,1.00018,100,0.00016603,1.0381,-107.366617087,6.60394974475,-141.617,17.03,-107.366617087,100
0.00930926,-107.237296405,0.1,0.997295,7.29537541277,2.67818,0.0105207,1,99.9652967738,-107.223,0.01,3.51059e-08,0.928408,99.9586633917,1.00041,100,0.000349162,1.04922,-107.237296405,7.29537541277,-141.622,15.82,-107.237296405,100
0.00963642,-107.342868943,0.1,1.00067,5.70909605833,2.37907,0.0104662,1,99.9811364623,-107.336,0.01,1.90697e-08,0.964292,99.9797742752,1.0002,100,0.000190954,1.04732,-107.342868943,5.70909605833,-141.464,18.39,-107.342868943,100
0.00840558,-106.863351372,0.1,0.998545,5.797937656,2.35511,0.0108526,1,99.8821118886,-106.833,0.01,1.19225e-07,0.839335,99.9103159095,1.0009,100,0.00118878,1.08368,-106.863351372,5.797937656,-141.028,16.54,-106.863351372,100
0.00962416,-107.436221456,0.1,0.998841,6.90852808172,2.60499,0.0105675,1,99.9663238537,-107.424,0.01,3.40426e-08,0.961301,99.9681693339,1.00032,100,0.000339637,1.05552,-107.436221456,6.90852808172,-141.891,16.97,-107.436221456,100
0.00855211,-107.099942077,0.1,1.00117,7.59488591911,2.77527,0.0110213,1,99.895841409,-107.075,0.01,1.05323e-07,0.856216,99.9243355537,1.00076,100,0.00105571,1.10343,-107.099942077,7.59488591911,-140.942,18.02,-107.099942077,100
0.00825882,-106.724239297,0.1,1.00061,6.10953709461,2.39756,0.0105569,1,99.8745920274,-106.69,0.01,1.26823e-07,0.826386,99.909030774,1.00091,100,0.00126978,1.05634,-106.724239297,6.10953709461,-141.27,16.15,-106.724239297,100
0.00245235,-110.80496299,0.1,0.998368,1330.47330008,9.31614,0.0109751,1,98.8043095187,-108.078,0.01,1.2224e-06,0.244835,99.0067234242,1.01003,100,0.0121841,1.09572,-110.80496299,1330.47330008,-250.086,20.21,-110.80496299,100
0.00860694,-107.509421283,0.1,0.998179,6.39152898736,2.49244,0.0104317,1,99.9026112722,-107.482,0.01,9.84793e-08,0.859126,99.9233952338,1.00077,100,0.000981209,1.04127,-107.509421283,6.39152898736,-142.005,16.66,-107.509421283,100
0.00944354,-106.607172353,0.1,1.00108,5.4810613234,2.30121,0.0105088,1,99.9590297678,-106.593,0.01,4.14251e-08,0.945373,99.9589611694,1.00041,100,0.000415146,1.05201,-106.607172353,5.4810613234,-141.515,16.55,-106.607172353,100
0.00937031,-107.426720025,0.1,0.99994,6.24876221292,2.48533,0.0105582,1,99.9605119394,-107.412,0.01,3.99193e-08,0.936974,99.958520459,1.00041,100,0.000399145,1.05576,-107.426720025,6.24876221292,-142.114,16.6,-107.426720025,100
0.00912246,-107.182758941,0.1,0.99879,7.45065189818,2.69872,0.0109478,1,99.9067364568,-107.152,0.01,9.42824e-08,0.911143,99.907936055,1.00092,100,0.000940545,1.09346,-107.182758941,7.45065189818,-141.313,15.79,-107.182758941,100
0.00900562,-106.797893983,0.1,1.00343,4.02580736503,1.96933,0.0103572,1,99.9487697154,-106.78,0.01,5.1778e-08,0.903654,99.9471348003,1.00053,100,0.000521342,1.03928,-106.797893983,4.02580736503,-140.78,16.49,-106.797893983,100
0.00856151,-107.217665797,0.1,0.995991,6.19096625306,2.43035,0.0104915,1,99.8974030186,-107.19,0.01,1.0371e-07,0.852719,99.9187653089,1.00081,100,0.00102881,1.04495,-107.217665797,6.19096625306,-141.8,15.57,-107.217665797,100
0.0095366,-106.981997807,0.1,0.999748,5.85529568557,2.39913,0.010447,1,99.9742874153,-106.973,0.01,2.59557e-08,0.95342,99.9747578457,1.00025,100,0.000259426,1.04444,-106.981997807,5.85529568557,-141.409,15.94,-106.981997807,100
0.00827856,-107.454688423,0.1,0.99708,6.71282400726,2.54707,0.0106977,1,99.8280732038,-107.41,0.01,1.73971e-07,0.825438,99.8725847718,1.00128,100,0.00172956,1.06664,-107.454688423,6.71282400726,-141.446,16.3,-107.454688423,100
0.00979073,-107.065641521,0.1,1.00028,5.01854662642,2.22312,0.0104557,1,99.9855440497,-107.061,0.01,1.45763e-08,0.979344,99.9855658388,1.00014,100,0.000145844,1.04586,-107.065641521,5.01854662642,-141.058,16.18,-107.065641521,100
0.00788759,-107.255120128,0.1,1.00582,20.8315235876,3.97503,0.0103824,1,99.8564339415,-107.178,0.01,1.45224e-07,0.793353,99.8383516678,1.00162,100,0.0014692,1.04429,-107.255120128,20.8315235876,-150.085,15.87,-107.255120128,100
0.00868236,-107.270809074,0.1,1.00084,6.08201096657,2.43938,0.0106856,1,99.9523392046,-107.255,0.01,4.8161e-08,0.868968,99.9543160382,1.00046,100,0.000482422,1.06946,-107.270809074,6.08201096657,-141.688,15.35,-107.270809074,100
0.00890355,-107.428683033,0.1,0.995292,7.19534371326,2.62998,0.0104536,1,99.9166631328,-107.404,0.01,8.42296e-08,0.886163,99.9307159133,1.00069,100,0.000834383,1.04043,-107.428683033,7.19534371326,-142.518,15.69,-107.428683033,100
0.00918709,-107.054942517,0.1,1.00158,5.96884017612,2.39766,0.0102573,1,99.9557845687,-107.034,0.01,4.46899e-08,0.920162,99.9499928808,1.0005,100,0.000448314,1.02735,-107.054942517,5.96884017612,-141.59,15.78,-107.054942517,100
0.00885179,-107.360282293,0.1,0.99363,8.08969157794,2.77042,0.0115743,1,99.7929579939,-107.31,0.01,2.09581e-07,0.879541,99.8557743356,1.00144,100,0.00206919,1.15005,-107.360282293,8.08969157794,-141.723,16.05,-107.360282293,100
0.00891475,-107.466428157,0.1,1.00422,7.75133675984,2.71467,0.0105656,1,99.9010116569,-107.424,0.01,1.00133e-07,0.895235,99.8816224229,1.00119,100,0.0010098,1.06101,-107.466428157,7.75133675984,-142.694,15.74,-107.466428157,100
0.00938443,-106.98668366,0.1,0.9986,5.57383488996,2.32982,0.0105432,1,99.9520336956,-106.974,0.01,4.84999e-08,0.937129,99.9637496797,1.00036,100,0.000483643,1.05285,-106.98668366,5.57383488996,-141.706,15.64,-106.98668366,100
0.00971121,-107.143792448,0.1,1.00045,5.35781282559,2.29462,0.0103705,1,99.9836671584,-107.137,0.01,1.6475e-08,0.971556,99.9818000545,1.00018,100,0.000164898,1.03752,-107.143792448,5.35781282559,-141.689,16.06,-107.143792448,100
0.00838219,-106.643684123,0.1,0.994229,10.8693108842,3.279,0.0107149,1,99.8340295536,-106.598,0.01,1.67965e-07,0.833382,99.8654033839,1.00135,100,0.00166032,1.0653,-106.643684123,10.8693108842,-140.929,17.52,-106.643684123,100
0.00880629,-106.451232802,0.1,1.00389,8.64385769058,3.04726,0.0121669,1,99.8137155668,-106.411,0.01,1.88505e-07,0.884056,99.8795650243,1.00121,100,0.00189976,1.22142,-106.451232802,8.64385769058,-140.33,16.48,-106.451232802,100
0.00932361,-106.808269127,0.1,0.999013,5.63084796504,2.34172,0.0105815,1,99.9448650743,-106.789,0.01,5.56964e-08,0.931441,99.938942542,1.00061,100,0.000555865,1.05711,-106.808269127,5.63084796504,-140.716,17.51,-106.808269127,100
0.00936177,-106.899483264,0.1,1.00155,5.0864174863,2.21966,0.0106456,1,99.9403008675,-106.879,0.01,6.03279e-08,0.937625,99.9402879806,1.0006,100,0.000605147,1.06621,-106.899483264,5.0864174863,-140.952,17.16,-106.899483264,100
0.00868792,-107.077800469,0.1,1.00638,6.71026784657,2.47013,0.0107336,1,99.9226918854,-107.044,0.01,7.81777e-08,0.874336,99.9134455908,1.00087,100,0.000791786,1.08021,-107.077800469,6.71026784657,-143.324,16.09,-107.077800469,100
0.00898696,-107.360391024,0.1,0.997495,5.60040277298,2.31581,0.010921,1,99.9201281757,-107.334,0.01,8.07457e-08,0.896445,99.9233595258,1.00077,100,0.000803417,1.08937,-107.360391024,5.60040277298,-141.923,17.56,-107.360391024,100
0.00881509,-107.618579282,0.1,0.996444,6.29752625902,2.47564,0.0104507,1,99.9372605313,-107.601,0.01,6.34493e-08,0.878374,99.9638807151,1.00036,100,0.000629989,1.04136,-107.618579282,6.29752625902,-142.347,15.85,-107.618579282,100
0.00929891,-106.428736311,0.1,1.00158,10.5347909332,3.76988,0.0137261,1,99.534552108,-106.328,0.01,4.7236e-07,0.931365,99.6861918844,1.00315,100,0.00473858,1.37478,-106.428736311,10.5347909332,-140.996,17.9,-106.428736311,100
0.00913928,-107.063831797,0.1,1.0008,5.04986437124,2.24156,0.0144589,1,99.708757855,-107.033,0.01,2.95047e-07,0.914662,99.905532517,1.00095,100,0.00295521,1.44705,-107.063831797,5.04986437124,-141.327,16.89,-107.063831797,100
0.00936524,-106.926963325,0.1,1.00053,4.41353071204,2.08615,0.0105977,1,99.9601388315,-106.914,0.01,4.02946e-08,0.937017,99.9603905275,1.0004,100,0.000403371,1.06033,-106.926963325,4.41353071204,-140.64,17.21,-106.926963325,100
0.00939222,-107.022383455,0.1,1.00016,5.73059573516,2.39987,0.0110442,1,99.949551154,-107.006,0.01,5.09845e-08,0.939374,99.9521127294,1.00048,100,0.000510009,1.1046,-107.022383455,5.73059573516,-141.562,16.12,-107.022383455,100
0.00930847,-106.951405903,0.1,0.997336,5.23768836413,2.26904,0.0102929,1,99.959143601,-106.939,0.01,4.12823e-08,0.928367,99.9652506505,1.00035,100,0.000410626,1.02655,-106.951405903,5.23768836413,-141.06,15.6,-106.951405903,100
0.00920355,-106.65631713,0.1,1.00469,5.75030529882,2.36785,0.0110692,1,99.8734185865,-106.626,0.01,1.28008e-07,0.924675,99.9123745752,1.00088,100,0.00129213,1.11212,-106.65631713,5.75030529882,-140.976,16.53,-106.65631713,100
1.80481e-23,-106.936876844,0.1,0.00316388,5.91090209164,9.4348,0.611939,1,2.27795537176,-105.091,0.01,0.00433323,5.71021e-24,99.9999046327,1.0,100,0.000433764,0.19361,-106.936876844,5.91090209164,-139.685,16.76,-106.936876844,100
0.0091441,-107.574460196,0.1,1.00058,6.97016500031,2.61932,0.0104088,1,99.9571387249,-107.559,0.01,4.33215e-08,0.914943,99.9589135249,1.00041,100,0.000433721,1.04149,-107.574460196,6.97016500031,-142.258,15.74,-107.574460196,100
0.00950531,-107.532932798,0.1,0.998841,7.11836978209,2.64508,0.0105426,1,99.968316429,-107.524,0.01,3.19948e-08,0.949429,99.9722081197,1.00028,100,0.000319206,1.05304,-107.532932798,7.11836978209,-142.053,15.82,-107.532932798,100
0.00934474,-107.939965412,0.1,0.999211,7.95589807458,2.80654,0.0104377,1,99.9433730947,-107.922,0.01,5.72261e-08,0.933737,99.9459320736,1.00054,100,0.000571358,1.04295,-107.939965412,7.95589807458,-142.456,16.71,-107.939965412,100
0.00875856,-107.608355878,0.1,0.999465,8.50584202492,2.88396,0.0105587,1,99.9380563946,-107.587,0.01,6.26009e-08,0.875387,99.9369899345,1.00063,100,0.000625339,1.05531,-107.608355878,8.50584202492,-141.869,16.26,-107.608355878,100
0.00973155,-107.676622381,0.1,0.998729,7.92295862302,2.79695,0.0106211,1,99.9795647184,-107.668,0.01,2.06625e-08,0.971919,99.97437657,1.00026,100,0.0002061,1.06076,-107.676622381,7.92295862302,-142.02,16.47,-107.676622381,100
0.00913539,-107.792903341,0.1,0.99911,8.55295576558,2.89673,0.011199,1,99.9056872964,-107.764,0.01,9.53622e-08,0.912726,99.9137788004,1.00086,100,0.000951926,1.1189,-107.792903341,8.55295576558,-142.268,15.86,-107.792903341,100
