AvgEpLen,ESSRenyi,ESSClassic,MinVanillaIw,VarDiscRet,AvgRet,MaxVanillaIw,AvgVanillaIw,MinNormIw,eRenyi2,VarVanillaIw,VarNormIw,VarRet,MaxNormIw,Bound,BatchSize,J,VanillaAvgRet,AvgNormIw,AvgDiscRet,VarJ
8.98,1.6556216731679383,1.0272004947841349,1.3686373e-16,12414.200999294342,79.74702847706696,431.70514,4.375442,3.1279977e-19,60.400272,1863.2421,0.009732523,12414.200999294342,0.9866549,944.03186,100,1016.8585,79.74702847706696,0.01,79.74702847706696,136.75537
22.09,0.9896469573105269,1.0450009675699057,,132634.11660870898,210.82661331017192,174.90454,1.7880809,,101.046135,305.81598,0.009565022,132634.11660870898,0.9781691,2496.3984,100,2804.2908,210.82661331017192,0.010000002,210.82661331017192,493.217
151.06,9.448249600967662,7.231080716211077,,3195151.6945738867,1502.2888531867952,23.233818,0.98874015,,10.583971,12.668595,0.0012958781,3195151.6945738867,0.23498407,4458.9897,100,4948.072,1502.2888531867952,0.01,1502.2888531867952,276.2296
462.94,52.4675505653144,50.43887124095435,0.00088150386,1407937.6836892816,4628.153295402161,3.9104128,1.1174738,7.888362e-06,1.9059399,1.2394108,9.925229e-05,1407937.6836892816,0.03499333,4846.105,100,4983.876,4628.153295402161,0.010000003,4628.153295402161,79.502495
498.37,89.66509393576327,92.31693313673217,0.016073124,26926.136394834193,4983.485665071867,1.4101597,1.0657974,0.00015080844,1.1152612,0.09549201,8.406548e-06,26926.136394834193,0.01323103,4985.093,100,4999.667,4983.485665071867,0.01,4983.485665071867,2.491864
500.0,9.99143190806224,7.132204052254938,2.7388353e-10,0.01147157668808991,4999.901999038132,20.653124,0.6804799,4.0248586e-12,10.008575,6.090274,0.0013152434,0.01147157668808991,0.30350822,4999.9526,100,4999.981,4999.901999038132,0.010000002,4999.901999038132,0.06971093
500.0,95.53402817115706,1.0024147813447064,,0.00207998845326536,4999.953587496877,1.1010292e-14,1.10235806e-16,,1.0467474,1.2122371e-30,0.009975671,0.00207998845326536,0.9987945,4999.995,100,4999.999,4999.953587496877,0.01,4999.953587496877,0.0006313513
332.14,3.2085958800636987,1.980778934333568,2.0834456e-32,789399.6563027984,3312.0466661746536,36.968163,0.54775846,3.8035843e-34,31.16628,14.997476,0.0049985023,789399.6563027984,0.6748989,4511.9717,100,4929.1313,3312.0466661746536,0.01,3312.0466661746536,517.4458
422.88,8.516773172086534,3.4497423782832937,,506154.0246404685,4222.143491392135,22.795357,0.49084646,,11.741536,6.811188,0.0028270374,506154.0246404685,0.4644091,4768.3716,100,4973.4004,4222.143491392135,0.01,4222.143491392135,187.3035
443.19,99.99828341569759,1.0084269377481088,,423100.842378326,4426.259436941351,80.217964,0.8055551,,1.0000172,64.344154,0.009915591,423100.842378326,0.99580973,4943.0977,100,4997.8037,4426.259436941351,0.01,4426.259436941351,30.38184
466.65,24.789095196228644,20.02899932368589,8.242267e-12,296153.6715174067,4662.462974031939,6.9403334,0.9219812,8.939734e-14,4.034032,3.4283268,0.00040330915,296153.6715174067,0.0752763,4892.5293,100,4984.4556,4662.462974031939,0.01,4662.462974031939,66.72205
498.71,67.32903533185801,72.53698102626957,4.8519807e-05,8930.499376646618,4986.755678610058,2.152443,1.0570829,4.589972e-07,1.4852433,0.427338,3.8243128e-05,8930.499376646618,0.020362101,4989.407,100,4999.0933,4986.755678610058,0.010000002,4986.755678610058,7.860581
499.5,71.41443454559942,66.86189001088137,0.0011219357,1502.6963672786092,4994.658910232567,1.9778185,0.896088,1.2520373e-05,1.4002771,0.40199,5.0062663e-05,1502.6963672786092,0.022071699,4995.9136,100,4999.7715,4994.658910232567,0.01,4994.658910232567,1.4620972
500.0,7.422497506016318,3.3996766851677007,1.0091469e-12,0.0013599298072490417,4999.960603117068,42.62182,0.99986625,1.00928185e-14,13.472554,28.693905,0.002870158,0.0013599298072490417,0.4262752,4999.9844,100,4999.9956,4999.960603117068,0.01,4999.960603117068,0.019155806
500.0,36.461143531224,39.71156541445594,0.0005216769,0.0015449219688017533,4999.96074168301,6.065949,1.0773162,4.842375e-06,2.7426457,1.7797877,0.0001533493,0.0015449219688017533,0.056306113,4999.966,100,4999.971,4999.96074168301,0.01,4999.96074168301,0.05693539
500.0,3.879373653647838,2.4943574333209755,,0.0012791388603781392,4999.959571605832,75.126465,1.3632591,,25.777357,73.38254,0.003948534,0.0012791388603781392,0.55107987,4999.982,100,4999.997,4999.959571605832,0.01,4999.959571605832,0.015043607
500.0,7.484815883305581,6.72548406822068,1.6957555e-10,0.0014399815895990405,4999.953574538329,30.749722,1.2496978,1.3569325e-12,13.360382,21.878334,0.001400891,0.0014399815895990405,0.24605726,4999.9785,100,4999.99,4999.953574538329,0.009999999,4999.953574538329,0.033045728
500.0,7.75317570646571,6.897052967113872,2.3232799e-14,0.0013918143692395921,4999.960892000927,43.387676,1.5734421,1.476559e-16,12.897941,33.757187,0.00136353,0.0013918143692395921,0.27575007,4999.98,100,4999.991,4999.960892000927,0.01,4999.960892000927,0.032227587
500.0,16.619446925557803,5.803449522507303,0.01548887,0.0016376222289653005,4999.956069180076,62.97422,1.5671519,9.883451e-05,6.0170474,40.265755,0.0016395083,0.0016376222289653005,0.40183863,4999.9663,100,4999.9746,4999.956069180076,0.01,4999.956069180076,0.06810172
500.0,6.507223021525587,6.774548915464401,7.563648e-11,0.0015298646155785251,4999.955182791069,53.466225,1.6987534,4.45247e-13,15.367538,40.112484,0.0013900131,0.0015298646155785251,0.314738,4999.9717,100,4999.9844,4999.955182791069,0.010000002,4999.955182791069,0.0504597
500.0,97.2061063907919,1.005867844415291,,0.0011913332983885143,4999.958928595605,111.243866,1.1157024,,1.028742,123.74575,0.009941078,0.0011913332983885143,0.99707466,4999.9966,100,4999.9995,4999.958928595605,0.01,4999.958928595605,0.00024282128
500.0,5.065641804839726,1.5676183634320646,1.2611325e-07,0.0015704274667646752,4999.952231731001,199.50557,2.5066805,5.0310855e-10,19.740835,398.52954,0.0063425303,0.0015704274667646752,0.79589546,4999.974,100,4999.989,4999.952231731001,0.01,4999.952231731001,0.05484848
500.0,4.895282624775608,2.2692667248198433,,0.0013800068239424536,4999.959945971148,56.393955,1.0273123,,20.42783,45.91085,0.0043502115,0.0013800068239424536,0.54894656,4999.983,100,4999.997,4999.959945971148,0.010000002,4999.959945971148,0.021585224
500.0,31.600428360451428,20.953859968801993,0.019670596,0.0015454730794164067,4999.958036808119,18.675512,1.323434,0.000148633,3.164514,6.673996,0.00038104944,0.0015454730794164067,0.14111404,4999.971,100,4999.977,4999.958036808119,0.009999998,4999.958036808119,0.046119913
500.0,9.693053371528375,7.01753896044218,1.9570417e-12,0.0014990503579309605,4999.957914551897,22.659285,0.76132715,2.5705661e-14,10.316667,7.757532,0.0013383848,0.0014990503579309605,0.29762876,4999.981,100,4999.991,4999.957914551897,0.010000002,4999.957914551897,0.030620316
500.0,4.514523095978047,1.7290968587382587,2.4072882e-17,0.0017927068819096894,4999.952147218254,185.5461,2.4514778,9.819743e-20,22.150734,345.00577,0.005740774,0.0017927068819096894,0.75687444,4999.9785,100,4999.995,4999.952147218254,0.009999999,4999.952147218254,0.039235722
