Bound,MaxVanillaIw,AvgVanillaIw,AvgEpLen,ESSClassic,VarJ,VarVanillaIw,VarNormIw,AvgRet,IterType,ESSRenyi,AvgNormIw,MinNormIw,VarDiscRet,MaxNormIw,BatchSize,eRenyi2,MinVanillaIw,Delta,VanillaAvgRet,VarRet,J,EpsThisIter,AvgDiscRet
245.19879,39.31363,1.5193129,15.83,8.601323591147857,2662.2937,24.776154,0.0010733452,148.23435896617477,1,15.251935790004284,0.01,2.905317e-06,83958.67826312238,0.25875926,100,6.556545,0.00044140854,0.3,148.23435896617477,83958.67826312238,941.28674,100,148.23435896617477
-321.24268,5.0218596,1.0721426,35.85,67.60142707004266,1260.0876,0.55646753,4.840996e-05,348.4814982294415,1,69.82121139178513,0.01,0.0011762825,381705.8968645581,0.046839472,100,1.4322295,0.12611426,0.3,348.4814982294415,381705.8968645581,592.73425,100,348.4814982294415
1011.0934,35.05971,1.4074843,72.09,9.953347651575982,6490.4336,18.10299,0.0009138253,711.1285751309787,1,18.629772500504576,0.01,4.0257402e-07,1227534.8131756936,0.24909487,100,5.367752,5.6661658e-05,0.3,711.1285751309787,1227534.8131756936,2780.6084,100,711.1285751309787
2408.9023,16.372921,0.9817872,166.94,11.619757792042076,2500.239,7.4055557,0.00076828594,1660.5413266484943,1,17.43602722184319,0.01,6.100641e-08,2940878.2726265783,0.1667665,100,5.7352514,5.989531e-06,0.3,1660.5413266484943,2940878.2726265783,4237.99,100,1660.5413266484943
3718.6943,3.1416097,1.0105458,393.05,52.29598399466201,679.517,0.9409433,9.214069e-05,3926.685373011908,1,55.74113323052404,0.009999999,7.838503e-06,3035520.699539211,0.031088246,100,1.7940073,0.0007921166,0.3,3926.685373011908,3035520.699539211,4741.682,100,3926.685373011908
4012.135,2.1796474,0.92571086,449.35,72.00915003164637,350.80457,0.33646792,3.926386e-05,4491.342375218009,1,76.72861953009779,0.010000002,0.0002650051,1548758.5747120308,0.023545662,100,1.3032947,0.02453181,0.3,4491.342375218009,1548758.5747120308,4884.061,100,4491.342375218009
4072.7861,1.9103401,1.0014728,474.85,88.68266166756067,437.88632,0.12928517,1.2890516e-05,4747.35773908917,1,87.24277181855027,0.01,0.0011080448,818326.1923088173,0.019075306,100,1.1462268,0.11096767,0.3,4747.35773908917,818326.1923088173,4890.4854,100,4747.35773908917
4153.3716,1.4677005,0.9730982,483.56,89.41003334821401,177.61777,0.113288715,1.19639135e-05,4834.784508979134,1,90.27018615961772,0.01,0.0016465804,462410.57499861665,0.015082758,100,1.1077855,0.16022845,0.3,4834.784508979134,462410.57499861665,4957.242,100,4834.784508979134
4220.973,1.1276882,0.99227107,497.59,98.23309603035636,101.87975,0.017888853,1.8168619e-06,4975.678649826843,1,98.71230261765159,0.01,0.0042062514,58562.11961831335,0.011364719,100,1.013045,0.41737413,0.3,4975.678649826843,58562.11961831335,4989.701,100,4975.678649826843
4199.6147,1.2389531,0.9867495,494.31,96.74876307011436,182.69644,0.033050805,3.394441e-06,4942.669583877765,1,96.9499948569837,0.01,0.003723969,224839.11616287616,0.012555903,100,1.0314596,0.36746246,0.3,4942.669583877765,224839.11616287616,4975.298,100,4942.669583877765
4179.7095,1.2958785,0.94223154,491.2,92.22097365996991,267.37842,0.075644255,8.520414e-06,4911.6226640874775,1,94.81142844742506,0.01,0.0024530499,392087.5464943133,0.013753292,100,1.0547252,0.2311341,0.3,4911.6226640874775,392087.5464943133,4964.0923,100,4911.6226640874775
4229.558,1.0632186,0.99618363,499.23,99.65481074387738,55.9477,0.003471972,3.4986252e-07,4992.108136928812,1,99.74352504786462,0.01,0.0071880026,6084.6930973015205,0.010672918,100,1.0025713,0.71605706,0.3,4992.108136928812,6084.6930973015205,4994.302,100,4992.108136928812
4236.1343,1.0,1.0,500.0,100.0,0.09318027,,3.5044917e-18,4999.896826874086,1,100.0,0.009999998,0.01,0.008769189854774859,0.01,100,1.0,1.0,0.3,4999.896826874086,0.008769189854774859,4999.897,100,4999.896826874086
4219.463,1.1461039,0.98042524,496.35,97.4499204512836,90.37877,0.02540781,2.6432501e-06,4963.309012987534,1,98.02026960865078,0.01,0.0024626402,133973.19113505908,0.011689865,100,1.0201972,0.24144347,0.3,4963.309012987534,133973.19113505908,4990.8994,100,4963.309012987534
4236.126,1.0,1.0,500.0,100.0,0.1576602,,3.5044917e-18,4999.888332840653,1,100.0,0.009999998,0.01,0.025113472060981308,0.01,100,1.0,1.0,0.3,4999.888332840653,0.025113472060981308,4999.8887,100,4999.888332840653
4236.1396,1.0004063,1.0000143,500.0,100.00001144392951,0.11066188,2.668586e-08,2.6683788e-12,4999.901977114019,1,99.99990463265931,0.01,0.009995117,0.012378476844989392,0.01000392,100,1.000001,0.9995259,0.3,4999.901977114019,0.012378476844989392,4999.9023,100,4999.901977114019
4236.128,1.0009055,0.999923,500.0,99.99980543574567,0.19851491,2.105482e-06,2.1058037e-10,4999.889896519896,1,99.99988079085256,0.009999998,0.009899849,0.04046236920221742,0.010009826,100,1.0000012,0.9899087,0.3,4999.889896519896,0.04046236920221742,4999.8906,100,4999.889896519896
4194.2256,1.3438778,1.0352931,495.01,98.41271755431636,346.0764,0.017461756,1.6291508e-06,4949.9020977584005,1,98.1307149570177,0.01,0.0048792064,249990.12222695607,0.01298065,100,1.0190489,0.5051409,0.3,4949.9020977584005,249990.12222695607,4965.228,100,4949.9020977584005
4220.4434,1.1632547,0.99486816,497.73,98.65919643486318,111.934685,0.013586832,1.3727364e-06,4977.080808057651,1,98.83633015775317,0.01,0.0049085068,51986.75780473088,0.011692552,100,1.0117737,0.4883317,0.3,4977.080808057651,51986.75780473088,4988.689,100,4977.080808057651
4236.107,1.0004163,0.99995834,500.0,100.00000381485629,0.31397206,1.3542827e-07,1.354415e-11,4999.86896065814,1,100.0,0.01,0.009980133,0.09992581340437404,0.010004579,100,1.0,0.9979717,0.3,4999.86896065814,0.09992581340437404,4999.8696,100,4999.86896065814
4236.1387,1.0013045,1.00003,500.0,99.9999885562523,0.110755436,2.82906e-07,2.828883e-11,4999.901156919508,1,99.99988079085256,0.01,0.009987054,0.012406015440319598,0.010012745,100,1.0000012,0.99873537,0.3,4999.901156919508,0.012406015440319598,4999.9014,100,4999.901156919508
4235.086,1.0122054,0.9994552,499.9,99.99137845895011,10.392155,8.71486e-05,8.724366e-09,4998.816040845171,1,99.99377766228442,0.01,0.009493729,120.9080182285511,0.010127571,100,1.0000622,0.9488557,0.3,4998.816040845171,120.9080182285511,4998.872,100,4998.816040845171
4236.135,1.0,1.0,500.0,100.0,0.09566196,,3.5044917e-18,4999.897818045881,1,100.0,0.009999998,0.01,0.009246205213708142,0.01,100,1.0,1.0,0.3,4999.897818045881,0.009246205213708142,4999.8975,100,4999.897818045881
4199.944,1.2575954,1.0025865,495.02,97.20821989784011,260.43015,0.029159967,2.9009705e-06,4950.003182446033,1,97.39501159587715,0.01,0.0033560428,248993.25363243851,0.012543512,100,1.0267466,0.3364723,0.3,4950.003182446033,248993.25363243851,4973.853,100,4950.003182446033
4123.9785,1.6846616,1.0467806,486.22,96.54223628302859,614.4928,0.039641812,3.6177794e-06,4861.799757898446,1,96.10857235953733,0.01,0.0029007501,632216.7886046637,0.01609374,100,1.0404899,0.3036449,0.3,4861.799757898446,632216.7886046637,4903.05,100,4861.799757898446
4236.1274,1.0011007,0.9999712,500.0,99.99993133350954,0.13916808,5.771128e-07,5.7714614e-11,4999.889833566745,1,99.99996423722592,0.010000002,0.009964717,0.01960741538384804,0.010011295,100,1.0000004,0.99644303,0.3,4999.889833566745,0.01960741538384804,4999.89,100,4999.889833566745
4236.1455,1.0020198,0.9999585,500.0,99.99993896233839,0.11016934,6.994764e-07,6.995372e-11,4999.907383351829,1,99.99996423722592,0.01,0.009968269,0.012278202894787498,0.010020614,100,1.0000004,0.99678546,0.3,4999.907383351829,0.012278202894787498,4999.908,100,4999.907383351829
4236.1235,1.0003147,0.99998546,500.0,99.99996566723314,0.12448177,6.332826e-08,6.3329598e-12,4999.886110400311,1,100.0,0.010000002,0.009991352,0.01566400342691778,0.010003293,100,1.0,0.99912065,0.3,4999.886110400311,0.01566400342691778,4999.886,100,4999.886110400311
4236.1484,1.0034642,1.0001045,500.0,99.9997673282101,0.09283652,2.396139e-06,2.3956329e-10,4999.911034984885,1,99.99978542373924,0.01,0.009966092,0.008714876908829139,0.010033593,100,1.0000021,0.99671346,0.3,4999.911034984885,0.008714876908829139,4999.9116,100,4999.911034984885
4190.639,1.5472325,0.9811965,495.01,98.65806404118963,412.40286,0.013227381,1.3739211e-06,4949.872049748044,1,98.93432760551228,0.01,0.0065007526,249987.09808034168,0.015768833,100,1.0107715,0.6378516,0.3,4949.872049748044,249987.09808034168,4958.504,100,4949.872049748044
4223.7856,1.1433779,1.0006756,497.84,98.36893479328589,77.3263,0.016771179,1.6748545e-06,4978.203138311219,1,98.7977417142168,0.01,0.0035580941,47086.683633722954,0.01142606,100,1.0121689,0.35604978,0.3,4978.203138311219,47086.683633722954,4992.181,100,4978.203138311219
4236.123,1.0,1.0,500.0,100.0,0.10951807,,3.5044917e-18,4999.885494605805,1,100.0,0.009999998,0.01,0.012111264104093168,0.01,100,1.0,1.0,0.3,4999.885494605805,0.012111264104093168,4999.8857,100,4999.885494605805
4192.215,1.2369671,0.998124,495.01,98.65727145132992,383.544,0.013696115,1.3747649e-06,4949.894022015934,1,98.5845770977643,0.009999999,0.0071931896,249989.3085910988,0.0123929195,100,1.0143574,0.71796954,0.3,4949.894022015934,249989.3085910988,4961.441,100,4949.894022015934
4229.2134,1.0527433,0.99927133,499.2,99.72240341200755,59.044033,0.0028077797,2.8118762e-07,4991.801498390964,1,99.73644521462053,0.01,0.0073057846,6561.666790687768,0.01053511,100,1.0026425,0.7300461,0.3,4991.801498390964,6561.666790687768,4993.9844,100,4991.801498390964
4236.142,1.0019132,1.0001053,500.0,99.99977114265232,0.16504739,2.2953773e-06,2.2948862e-10,4999.904403958903,1,99.99979734461846,0.01,0.009932052,0.027796442909313688,0.010018077,100,1.000002,0.9933098,0.3,4999.904403958903,0.027796442909313688,4999.9053,100,4999.904403958903
4236.1514,1.0014184,0.9999801,500.0,99.99996566704979,0.09098637,1.8061667e-07,1.8062232e-11,4999.913553093954,1,100.0,0.010000002,0.00998721,0.008370047426946234,0.010014383,100,1.0,0.9987011,0.3,4999.913553093954,0.008370047426946234,4999.914,100,4999.913553093954
4236.134,1.0,1.0,500.0,100.0,0.11078964,,3.5044917e-18,4999.896331213335,1,100.0,0.009999998,0.01,0.012397870800236854,0.01,100,1.0,1.0,0.3,4999.896331213335,0.012397870800236854,4999.8965,100,4999.896331213335
4236.1504,1.000179,0.99998873,500.0,99.99999237051976,0.110246986,2.7968488e-08,2.797058e-12,4999.912190496657,1,100.0,0.01,0.009990523,0.012285805359293713,0.010001903,100,1.0,0.999041,0.3,4999.912190496657,0.012285805359293713,4999.913,100,4999.912190496657
