MaxNormIw,Bound,ESSRenyi,ESSClassic,eRenyi2,BatchSize,MinVanillaIw,VarVanillaIw,VarRet,IterType,Delta,AvgRet,VanillaAvgRet,MinNormIw,J,VarDiscRet,VarNormIw,AvgVanillaIw,AvgNormIw,EpsThisIter,VarJ,AvgDiscRet,MaxVanillaIw,AvgEpLen
0.0344825,434.77,86.3198154034,79.274436698,1.15848,100,0.204677,0.291477,95937.9250454,1,0.1,955.128725539,955.128725539,0.00194821,1031.75,95937.9250454,2.64081e-05,1.05059,0.01,100,401.127,955.128725539,3.6227,103.31
0.0240443,506.307,89.9466781812,87.1281719217,1.11177,100,0.392243,0.151286,84822.7178072,1,0.1,999.486391412,999.486391412,0.00389564,1050.93,84822.7178072,1.49227e-05,1.00688,0.01,100,319.942,999.486391412,2.42096,107.94
0.398335,497.268,49.9157420507,6.04639751566,2.00338,100,0.0759466,25.7061,127926.92845,1,0.1,1047.85556224,1047.85556224,0.000593446,1455.7,127926.92845,0.00156957,1.27976,0.01,100,1730.48,1047.85556224,50.9771,113.29
0.0226418,172.224,92.3984437035,90.1565456929,1.08227,100,0.358821,0.110758,155669.785864,1,0.1,1125.03123177,1125.03123177,0.00358053,1191.42,155669.785864,1.10284e-05,1.00214,0.01,100,607.983,1125.03123177,2.26903,121.84
0.0303173,418.156,83.0114382817,75.4950551936,1.20465,100,0.229386,0.321682,127055.576116,1,0.1,1015.00341489,1015.00341489,0.00231582,1125.93,127055.576116,3.27869e-05,0.99052,0.01,100,441.887,1015.00341489,3.00299,109.9
0.275202,523.695,60.0231760821,11.8403542194,1.66602,100,0.0662769,11.2847,106022.734344,1,0.1,1086.66480262,1086.66480262,0.000541069,1325.7,106022.734344,0.00075209,1.22492,0.01,100,1365.47,1086.66480262,33.7102,117.59
0.533487,686.308,48.4985894917,3.47188502682,2.06192,100,0.0466855,94.0444,127308.522208,1,0.1,1122.48160529,1122.48160529,0.000255119,1586.37,127308.522208,0.00280836,1.82995,0.01,100,1703.27,1122.48160529,97.6255,121.58
0.0169355,532.259,93.2401977065,93.5209425863,1.0725,100,0.358449,0.0712142,116492.321029,1,0.1,1149.48636532,1149.48636532,0.00355327,1191.62,116492.321029,6.9979e-06,1.00879,0.01,100,357.326,1149.48636532,1.70843,124.59
0.0321163,225.909,89.7157464001,86.129427036,1.11463,100,0.313614,0.165256,127983.888374,1,0.1,1135.87950681,1135.87950681,0.0031115,1217.29,127983.888374,1.6267e-05,1.00792,0.01,100,691.009,1135.87950681,3.23706,123.3
0.0174427,325.699,92.9140453414,90.7135921259,1.07626,100,0.308458,0.100918,188295.460554,1,0.1,1201.98849104,1201.98849104,0.00312236,1268.37,188295.460554,1.03404e-05,0.987902,0.01,100,545.235,1201.98849104,1.72317,130.37
0.0390868,514.152,80.5417141852,73.1459807508,1.24159,100,0.14874,0.311075,140730.649375,1,0.1,1208.24343,1208.24343,0.001624,1333.93,140730.649375,3.70838e-05,0.915885,0.01,100,663.332,1208.24343,3.5799,131.06
0.0185377,525.109,95.0697960964,93.7506169382,1.05186,100,0.30001,0.0671423,152904.891594,1,0.1,1273.86913103,1273.86913103,0.00300436,1312.18,152904.891594,6.73331e-06,0.998582,0.01,100,427.309,1273.86913103,1.85114,138.36
0.0212313,510.078,92.7096361853,90.7743610711,1.07864,100,0.464286,0.100473,147237.932057,1,0.1,1226.79523692,1226.79523692,0.00469308,1279.06,147237.932057,1.02659e-05,0.989298,0.01,100,429.583,1226.79523692,2.10041,133.17
0.20841,675.239,65.9546782364,19.147188484,1.51619,100,0.25161,5.3944,100904.676897,1,0.1,1265.77957754,1265.77957754,0.00223734,1466.03,100904.676897,0.000426535,1.12459,0.01,100,1292.49,1265.77957754,23.4376,137.3
0.31807,616.11,50.1860542418,8.96864060959,1.99259,100,0.00632071,19.1048,184653.73084,1,0.1,1270.65429131,1270.65429131,4.6303e-05,1792.24,184653.73084,0.00102525,1.36508,0.01,100,3202.95,1270.65429131,43.419,137.89
0.0187181,649.412,91.5544819918,91.0553803374,1.09225,100,0.439236,0.107075,140161.900755,1,0.1,1326.17125402,1326.17125402,0.00422828,1388.98,140161.900755,9.9225e-06,1.0388,0.01,100,424.583,1326.17125402,1.94445,143.53
0.0199273,467.91,95.3943059822,94.5538496345,1.04828,100,0.482793,0.058429,238707.440475,1,0.1,1382.48446059,1382.48446059,0.00481764,1422.95,238707.440475,5.81803e-06,1.00214,0.01,100,552.078,1382.48446059,1.99699,149.62
0.0205137,552.87,92.4308397363,91.8214881363,1.08189,100,0.336324,0.0827914,122584.344475,1,0.1,1272.77142287,1272.77142287,0.00350599,1325.93,122584.344475,8.99689e-06,0.959282,0.01,100,406.286,1272.77142287,1.96784,137.72
0.061795,561.232,88.8520570069,74.4630909296,1.12547,100,0.321634,0.361622,154029.38498,1,0.1,1343.86631387,1343.86631387,0.00314797,1416.9,154029.38498,3.46411e-05,1.02172,0.01,100,582.39,1343.86631387,6.31371,145.66
0.151482,110.899,60.9319619164,29.4149944726,1.64117,100,0.0301801,2.71166,293427.55729,1,0.1,1397.03523056,1397.03523056,0.000285337,1907.62,293427.55729,0.000242386,1.0577,0.01,100,4270.2,1397.03523056,16.0223,151.29
0.218598,581.772,57.5006798065,17.3380278078,1.73911,100,0.00278147,5.12782,153480.690729,1,0.1,1326.9118357,1326.9118357,2.69553e-05,1659.57,153480.690729,0.000481583,1.03188,0.01,100,2376.81,1326.9118357,22.5567,143.68
0.0167651,102.854,95.6013679988,94.5600208323,1.04601,100,0.399094,0.0595543,259256.975876,1,0.1,1370.60549819,1370.60549819,0.00394226,1424.19,259256.975876,5.81103e-06,1.01235,0.01,100,631.536,1370.60549819,1.69722,148.54
0.75882,1207.75,41.5646479148,1.73286704732,2.40589,100,0.102849,1232.2,131266.166154,1,0.1,1409.21977019,1409.21977019,0.00022175,2573.27,131266.166154,0.00572807,4.63806,0.01,100,2769.06,1409.21977019,351.946,152.43
0.0485637,573.687,90.5120704225,78.3784260906,1.10483,100,0.355306,0.311348,174690.368677,1,0.1,1395.4532998,1395.4532998,0.0033613,1470.41,174690.368677,2.78648e-05,1.05705,0.01,100,500.063,1395.4532998,5.13342,151.07
0.0177474,622.746,95.0475412877,95.4769020126,1.05211,100,0.644967,0.0495618,163093.020454,1,0.1,1364.23109047,1364.23109047,0.00633746,1402.08,163093.020454,4.78522e-06,1.01771,0.01,100,435.905,1364.23109047,1.80616,147.77
0.0634522,497.98,87.9529726852,71.1412757106,1.13697,100,0.405547,0.488685,225181.667406,1,0.1,1451.72022135,1451.72022135,0.00371353,1543.78,225181.667406,4.09752e-05,1.09208,0.01,100,752.725,1451.72022135,6.92949,157.19
0.0205764,683.688,91.696403713,90.1879461665,1.09056,100,0.385182,0.105581,174875.086409,1,0.1,1434.01937991,1434.01937991,0.00392971,1498.96,174875.086409,1.09895e-05,0.980178,0.01,100,465.885,1434.01937991,2.01685,155.16
0.313912,588.085,45.9644565108,9.34569141951,2.17559,100,0.0732178,18.2279,291301.131918,1,0.1,1507.50115673,1507.50115673,0.000536808,2171.22,291301.131918,0.00097981,1.36395,0.01,100,4077.11,1507.50115673,42.816,163.23
0.0693169,371.67,86.912188582,66.9525751206,1.15059,100,0.34453,0.521757,281534.333607,1,0.1,1397.99824807,1397.99824807,0.00336791,1522.41,281534.333607,4.98581e-05,1.02298,0.01,100,767.676,1397.99824807,7.09097,151.37
0.109727,613.359,72.5602330409,42.2900786728,1.37817,100,0.0892007,1.56275,235630.444723,1,0.1,1424.97822562,1424.97822562,0.000837747,1629.61,235630.444723,0.00013784,1.06477,0.01,100,1451.76,1424.97822562,11.6834,154.08
0.0357186,552.57,85.3799820845,79.7613870267,1.17123,100,0.091815,0.264064,271415.811493,1,0.1,1451.90557533,1451.90557533,0.000904555,1585.73,271415.811493,2.56302e-05,1.01503,0.01,100,771.616,1451.90557533,3.62554,156.93
0.0340945,492.227,91.6152160228,87.3876007137,1.09152,100,0.370735,0.140633,278888.692595,1,0.1,1489.00580124,1489.00580124,0.00377465,1568.76,278888.692595,1.45785e-05,0.98217,0.01,100,652.679,1489.00580124,3.34866,161.04
0.0217916,737.986,90.4390200778,89.2853972938,1.10572,100,0.401429,0.125488,247849.861203,1,0.1,1502.47329614,1502.47329614,0.00394536,1575.52,247849.861203,1.21216e-05,1.01747,0.01,100,567.074,1502.47329614,2.21723,162.48
0.0248992,632.727,87.6229993911,83.954932181,1.14125,100,0.323808,0.199542,283248.496334,1,0.1,1530.34773976,1530.34773976,0.00318494,1647.43,283248.496334,1.93046e-05,1.01669,0.01,100,720.17,1530.34773976,2.53147,165.44
0.0284242,743.837,86.166201405,79.6234653016,1.16055,100,0.253718,0.245492,270988.525319,1,0.1,1662.67199567,1662.67199567,0.00260351,1792.19,270988.525319,2.58496e-05,0.974522,0.01,100,684.551,1662.67199567,2.77001,179.61
0.0183941,588.729,93.6353975979,91.0394062914,1.06797,100,0.287802,0.0852736,303423.830913,1,0.1,1517.53557882,1517.53557882,0.00310758,1580.19,303423.830913,9.94196e-06,0.926129,0.01,100,636.956,1517.53557882,1.70353,164.09
0.042009,704.519,87.5501774986,79.9701330212,1.1422,100,0.351955,0.261437,340569.763019,1,0.1,1645.51853816,1645.51853816,0.00346227,1772.21,340569.763019,2.52997e-05,1.01654,0.01,100,713.227,1645.51853816,4.2704,177.72
0.0229898,642.963,93.2832166988,92.8079455991,1.072,100,0.550876,0.0729862,363019.050771,1,0.1,1583.56300628,1583.56300628,0.00570492,1650.32,363019.050771,7.82766e-06,0.965616,0.01,100,656.216,1583.56300628,2.21993,170.95
0.0337724,539.025,84.3580972976,78.5394628083,1.18542,100,0.337197,0.274087,360175.000151,1,0.1,1544.17675605,1544.17675605,0.00338375,1703.78,360175.000151,2.76005e-05,0.996518,0.01,100,885.383,1544.17675605,3.36548,166.73
0.0353228,558.023,87.6188442901,78.5151028045,1.14131,100,0.35655,0.312546,384440.235426,1,0.1,1606.64302915,1606.64302915,0.00335302,1749.4,384440.235426,2.76405e-05,1.06337,0.01,100,739.049,1606.64302915,3.75612,173.38
0.0257254,719.696,91.1476293338,87.7616192989,1.09712,100,0.283178,0.147384,324092.662243,1,0.1,1688.1085275,1688.1085275,0.00276839,1783.65,324092.662243,1.40859e-05,1.0229,0.01,100,619.406,1688.1085275,2.63145,182.12
0.490641,982.412,43.5486346094,4.08624797622,2.29628,100,0.0544695,67.4736,458966.971305,1,0.1,1666.54890901,1666.54890901,0.000322884,2531.54,458966.971305,0.00237094,1.68697,0.01,100,4352.16,1666.54890901,82.7696,179.7
0.0232126,517.72,92.767409106,92.3704499332,1.07796,100,0.408684,0.0841237,453058.115714,1,0.1,1801.72030943,1801.72030943,0.00406999,1894.52,453058.115714,8.34314e-06,1.00414,0.01,100,853.768,1801.72030943,2.33087,194.47
0.324957,660.05,57.9960792569,8.74451854483,1.72425,100,0.118945,22.5956,451686.00731,1,0.1,1818.65556244,1818.65556244,0.000812417,2495.87,451686.00731,0.00105411,1.46409,0.01,100,2973.47,1818.65556244,47.5767,196.25
0.294967,948.82,58.9183093076,10.588258561,1.69727,100,0.0188405,12.8543,431047.705848,1,0.1,1867.19973909,1867.19973909,0.000153474,2291.26,431047.705848,0.000852972,1.2276,0.01,100,2258.11,1867.19973909,36.2101,201.48
0.593907,1193.28,32.6363581896,2.807040181,3.06407,100,5.49221e-05,155.072,650685.613824,1,0.1,1937.08046171,1937.08046171,2.60829e-07,3641.36,650685.613824,0.00349745,2.10567,0.01,100,6133.33,1937.08046171,125.057,208.8
0.0563098,798.906,72.5019161314,53.3133897275,1.37927,100,0.0221779,1.05836,624651.437638,1,0.1,2030.66076004,2030.66076004,0.000202752,2443.47,624651.437638,8.84547e-05,1.09385,0.01,100,1446.84,2030.66076004,6.15942,218.86
0.027248,925.644,81.4725771119,78.1371552425,1.22741,100,0.10361,0.284355,948327.220273,1,0.1,2216.61164972,2216.61164972,0.00103295,2476.78,948327.220273,2.82627e-05,1.00305,0.01,100,1340.49,2216.61164972,2.73312,238.64
0.0507633,861.907,81.433925353,71.3812702643,1.22799,100,0.192049,0.387256,833829.232971,1,0.1,2174.04500948,2174.04500948,0.00196395,2409.91,833829.232971,4.04977e-05,0.977876,0.01,100,1319.08,2174.04500948,4.96402,234.2
0.483169,1332.17,41.3983494962,4.19826102674,2.41556,100,0.0911269,60.1834,975082.036506,1,0.1,2322.9074633,2322.9074633,0.000563953,3512.02,975082.036506,0.00230499,1.61586,0.01,100,5659.81,2322.9074633,78.0734,250.1
0.0414985,1025.59,86.0611993587,79.5114889113,1.16196,100,0.306463,0.273723,910975.343152,1,0.1,2368.00053624,2368.00053624,0.00298844,2533.4,910975.343152,2.60283e-05,1.02549,0.01,100,1321.41,2368.00053624,4.25565,254.96
0.189692,1285.29,52.7053913054,19.4966046355,1.89734,100,0.0306185,6.8909,1318088.44066,1,0.1,2395.49751907,2395.49751907,0.000238208,3214.73,1318088.44066,0.000417081,1.28537,0.01,100,3012.73,2395.49751907,24.3825,257.92
0.069124,1305.55,69.5154845126,58.6112221822,1.43853,100,0.146775,0.664304,1243472.77551,1,0.1,2540.66540323,2540.66540323,0.00152091,2985.6,1243472.77551,7.13291e-05,0.965051,0.01,100,1768.31,2540.66540323,6.67082,273.51
0.0337129,1421.36,76.513227173,69.8489735133,1.30696,100,0.0731217,0.452105,1297606.59648,1,0.1,2648.38952849,2648.38952849,0.000718093,3023.23,1297606.59648,4.36021e-05,1.01828,0.01,100,1514.54,2648.38952849,3.4329,285.01
0.045881,1546.8,68.114075174,62.7483562145,1.46813,100,0.0163869,0.600426,1578233.9304,1,0.1,2730.55634567,2730.55634567,0.000163765,3245.55,1578233.9304,5.99664e-05,1.00063,0.01,100,1569.55,2730.55634567,4.59101,293.79
0.0301997,1995.72,79.0771606306,73.0692243383,1.26459,100,0.0510686,0.370377,1301019.55186,1,0.1,3249.98528689,3249.98528689,0.000512002,3572.35,1301019.55186,3.72288e-05,0.99743,0.01,100,1266.48,3249.98528689,3.01221,349.48
0.104563,2259.88,70.0008102749,39.395145148,1.42855,100,0.0605845,2.46,1417650.61868,1,0.1,3336.73586743,3336.73586743,0.000481514,3935.94,1417650.61868,0.000155392,1.25821,0.01,100,1238.61,3336.73586743,13.1562,358.85
0.184999,2130.75,61.4111700345,19.4805675855,1.62837,100,0.0518311,5.10009,1704357.52878,1,0.1,3200.9121941,3200.9121941,0.000468957,3918.4,1704357.52878,0.000417507,1.10524,0.01,100,1779.79,3200.9121941,20.4468,344.34
0.0485757,2232.96,79.3966068077,67.783633984,1.2595,100,0.157987,0.508309,1561071.26632,1,0.1,3487.86996349,3487.86996349,0.00153538,3806.79,1561071.26632,4.80084e-05,1.02898,0.01,100,1240.35,3487.86996349,4.99833,374.91
0.0517959,2323.74,84.8446806554,69.2821535177,1.17862,100,0.364796,0.486716,1383153.22533,1,0.1,3609.06376193,3609.06376193,0.00349928,3845.92,1383153.22533,4.47852e-05,1.04249,0.01,100,1152.4,3609.06376193,5.39966,388.05
0.0333402,2403.52,79.4406977168,68.5556933162,1.2588,100,0.0650621,0.467757,1609210.28948,1,0.1,3644.62019507,3644.62019507,0.000647514,3975.84,1609210.28948,4.63301e-05,1.0048,0.01,100,1076.51,3644.62019507,3.35001,391.77
0.0427107,2244.0,83.6257113477,74.695779867,1.1958,100,0.248339,0.335063,1417545.7506,1,0.1,3533.66518052,3533.66518052,0.00250965,3776.75,1417545.7506,3.42186e-05,0.989537,0.01,100,1159.47,3533.66518052,4.22639,379.98
0.0315058,2479.74,83.0443343229,80.9936759473,1.20418,100,0.290844,0.264712,1395749.09734,1,0.1,3754.09130015,3754.09130015,0.00275219,4018.06,1395749.09734,2.37035e-05,1.05677,0.01,100,1036.02,3754.09130015,3.32944,403.36
0.0238126,2641.56,85.6797863268,82.6892763895,1.16714,100,0.095407,0.235438,1050254.38052,1,0.1,3940.17600966,3940.17600966,0.000904187,4155.32,1050254.38052,2.11461e-05,1.05517,0.01,100,802.425,3940.17600966,2.51264,423.47
0.0447478,2677.88,83.2093632118,64.6691901107,1.20179,100,0.203772,0.636305,1255638.0162,1,0.1,3927.35594609,3927.35594609,0.00189768,4214.64,1255638.0162,5.5185e-05,1.0738,0.01,100,832.645,3927.35594609,4.80501,421.95
0.0277113,2632.94,88.0832097094,86.1204255,1.13529,100,0.275567,0.175324,1266915.1452,1,0.1,3926.81597904,3926.81597904,0.00265537,4126.74,1266915.1452,1.62793e-05,1.03777,0.01,100,905.935,3926.81597904,2.87581,421.96
0.0719697,2644.92,82.5614557478,59.9466030328,1.21122,100,0.206373,0.687548,1203459.7944,1,0.1,3918.6690083,3918.6690083,0.00204466,4187.93,1203459.7944,6.749e-05,1.00933,0.01,100,906.392,3918.6690083,7.2641,421.08
0.0231537,2684.29,92.5243269613,89.6771888436,1.0808,100,0.462375,0.122973,1014484.12438,1,0.1,4025.99778643,4025.99778643,0.00449603,4140.69,1014484.12438,1.16273e-05,1.02841,0.01,100,877.149,4025.99778643,2.38114,432.66
0.0285808,2788.68,90.321466418,86.1389242551,1.10716,100,0.263285,0.178884,968580.975054,1,0.1,4109.78654062,4109.78654062,0.0025097,4263.28,968580.975054,1.62541e-05,1.04907,0.01,100,776.238,4109.78654062,2.99832,441.71
0.0353194,2672.5,92.8180849813,85.8614971029,1.07738,100,0.385875,0.186598,976816.073445,1,0.1,4022.82969454,4022.82969454,0.00364316,4127.41,976816.073445,1.6633e-05,1.05918,0.01,100,888.933,4022.82969454,3.74094,432.25
0.0234172,2847.66,90.2501700137,86.2559892887,1.10803,100,0.206244,0.16524,1015126.77336,1,0.1,4151.72684368,4151.72684368,0.00203549,4322.36,1015126.77336,1.60949e-05,1.01324,0.01,100,716.809,4151.72684368,2.37273,445.93
0.0272403,2877.12,90.7829909161,86.1603972575,1.10153,100,0.266293,0.15485,744741.686249,1,0.1,4192.20947398,4192.20947398,0.00272581,4347.67,744741.686249,1.62249e-05,0.976932,0.01,100,639.952,4192.20947398,2.66119,450.29
0.019952,2913.3,94.2140503085,92.8291102206,1.06141,100,0.438252,0.0788691,750366.666316,1,0.1,4265.06513577,4265.06513577,0.00435911,4356.79,750366.666316,7.80287e-06,1.00537,0.01,100,684.272,4265.06513577,2.00592,457.97
0.0205489,2852.12,89.2076556485,84.3860667068,1.12098,100,0.200353,0.156358,862874.786549,1,0.1,4145.38382049,4145.38382049,0.00219048,4335.48,862874.786549,1.86899e-05,0.914655,0.01,100,632.863,4145.38382049,1.87951,445.29
0.0186166,2848.14,90.0689727148,87.206441719,1.11026,100,0.231294,0.153327,869981.926746,1,0.1,4157.12606943,4157.12606943,0.00227384,4325.08,869981.926746,1.48186e-05,1.0172,0.01,100,689.832,4157.12606943,1.89367,446.59
0.0215656,2978.62,96.539247472,94.6667147061,1.03585,100,0.406592,0.0590549,615470.124283,1,0.1,4349.1888696,4349.1888696,0.00399129,4405.87,615470.124283,5.69068e-06,1.0187,0.01,100,635.496,4349.1888696,2.19688,467.07
0.0164854,2916.26,94.2997737554,93.8376538887,1.06045,100,0.480003,0.0642424,683083.099912,1,0.1,4266.38438136,4266.38438136,0.00487753,4358.97,683083.099912,6.63335e-06,0.984112,0.01,100,659.879,4266.38438136,1.62235,458.19
0.0172188,3018.25,95.1651917585,94.2835369925,1.0508,100,0.413788,0.0666363,553026.629447,1,0.1,4376.63825361,4376.63825361,0.00396688,4454.79,553026.629447,6.12426e-06,1.04311,0.01,100,562.61,4376.63825361,1.79611,469.97
0.0155565,3047.68,95.8267986471,95.4579727176,1.04355,100,0.47298,0.0490367,482736.407086,1,0.1,4414.09308703,4414.09308703,0.00468257,4478.94,482736.407086,4.80623e-06,1.01009,0.01,100,517.445,4414.09308703,1.57134,473.94
0.0155053,3045.65,95.7859410178,95.0391809505,1.04399,100,0.371915,0.0524484,453702.149644,1,0.1,4406.73448158,4406.73448158,0.00372894,4477.76,453702.149644,5.27249e-06,0.997375,0.01,100,472.108,4406.73448158,1.54646,473.28
0.0188616,2909.49,93.4420113929,91.2796224942,1.07018,100,0.403472,0.0993994,663396.27539,1,0.1,4258.28535861,4258.28535861,0.00397543,4358.7,663396.27539,9.64995e-06,1.01491,0.01,100,651.691,4258.28535861,1.91429,457.34
0.0136323,3072.04,97.8768744957,97.7691121713,1.02169,100,0.648682,0.021923,350618.386855,1,0.1,4455.71334076,4455.71334076,0.00665123,4488.77,350618.386855,2.30484e-06,0.975281,0.01,100,485.908,4455.71334076,1.32953,478.64
0.015698,3042.94,96.9463646246,96.0456895439,1.0315,100,0.494733,0.0392686,318588.743144,1,0.1,4421.94931363,4421.94931363,0.00509128,4466.2,318588.743144,4.15871e-06,0.971725,0.01,100,480.032,4421.94931363,1.52541,474.85
0.0153259,3051.55,95.795566887,95.2911943549,1.04389,100,0.285553,0.0492608,381016.608037,1,0.1,4410.93456574,4410.93456574,0.00287441,4483.72,381016.608037,4.99143e-06,0.993432,0.01,100,449.753,4410.93456574,1.52252,473.65
0.0192306,3007.74,94.5187280107,92.0296744445,1.05799,100,0.151707,0.080946,552981.508343,1,0.1,4352.35684191,4352.35684191,0.00157712,4449.1,552981.508343,8.74808e-06,0.961925,0.01,100,535.817,4352.35684191,1.84984,467.42
0.013521,3089.22,96.6602880263,96.568999539,1.03455,100,0.598032,0.0378726,374955.095536,1,0.1,4459.78802934,4459.78802934,0.00582153,4514.68,374955.095536,3.58881e-06,1.02728,0.01,100,437.527,4459.78802934,1.38898,478.85
0.0135276,3147.26,97.9773259898,97.7366322452,1.02064,100,0.585786,0.0224483,173264.01463,1,0.1,4531.5769632,4531.5769632,0.00597969,4562.87,173264.01463,2.33918e-06,0.979625,0.01,100,306.466,4531.5769632,1.32519,486.58
