VanillaAvgRet,Bound,VarDiscRet,AvgDiscRet,eRenyi2,AvgRet,MaxNormIw,MinNormIw,AvgNormIw,Delta,J,AvgEpLen,MinVanillaIw,BatchSize,VarJ,ESSRenyi,VarNormIw,MaxVanillaIw,ESSClassic,EpsThisIter,IterType,AvgVanillaIw,VarVanillaIw,VarRet
4659.65889703,4353.32,320.433380381,4659.65889703,1.0,4659.65889703,0.01,0.01,0.01,0.7,4659.66,500.0,1.0,500,17.8109,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,320.433380381
4664.04509006,4445.21,368.549312695,4664.04509006,1.0,4664.04509006,0.005,0.005,0.005,0.7,4661.85,500.0,1.0,500,18.5972,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,368.549312695
4658.88326921,4483.98,314.098299812,4658.88326921,1.0,4658.88326921,0.00333333,0.00333333,0.00333333,0.7,4660.86,500.0,1.0,500,18.3353,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,314.098299812
4659.40185087,4507.31,339.060980419,4659.40185087,1.0,4659.40185087,0.0025,0.0025,0.0025,0.7,4660.5,500.0,1.0,500,18.3427,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,339.060980419
4651.10429462,4521.73,608.24372649,4651.10429462,1.00188,4651.10429462,0.00218377,0.00171607,0.002,0.7,4658.88,500.0,0.857634,500,19.6535,499.063995618,7.53425e-09,1.09137,499.061899915,100,1,0.999533,0.0018818,608.24372649
4659.62157333,4353.26,311.609386986,4659.62157333,1.0,4659.62157333,0.01,0.01,0.01,0.7,4659.62,500.0,1.0,500,17.564,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,311.609386986
4655.86740198,4441.11,354.309417954,4655.86740198,1.0,4655.86740198,0.005,0.005,0.005,0.7,4657.74,500.0,1.0,500,18.2525,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,354.309417954
4657.507679,4480.78,340.434735786,4657.507679,1.0,4657.507679,0.00333333,0.00333333,0.00333333,0.7,4657.67,500.0,1.0,500,18.2882,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,340.434735786
4654.81428649,4503.76,1136.09818566,4654.81428649,1.0,4654.81428649,0.0025,0.0025,0.0025,0.7,4656.95,499.73,1.0,500,23.0987,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,1136.09818566
4659.17103603,4520.5,238.737545066,4659.17103603,1.00173,4659.17103603,0.0022233,0.00158889,0.002,0.7,4657.63,500.0,0.795641,500,21.189,499.137639783,7.89685e-09,1.11332,499.017018381,100,1,1.0015,0.00198015,238.737545066
4657.13131098,4350.77,435.276157178,4657.13131098,1.0,4657.13131098,0.01,0.01,0.01,0.7,4657.13,500.0,1.0,500,20.7587,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,435.276157178
4653.83579572,4438.85,837.74547386,4653.83579572,1.0,4653.83579572,0.005,0.005,0.005,0.7,4655.48,499.93,1.0,500,25.1567,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,837.74547386
4660.26947019,4480.19,385.14372346,4660.26947019,1.0,4660.26947019,0.00333333,0.00333333,0.00333333,0.7,4657.08,500.0,1.0,500,23.5392,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,385.14372346
4657.69183756,4504.04,372.462758695,4657.69183756,1.0,4657.69183756,0.0025,0.0025,0.0025,0.7,4657.23,500.0,1.0,500,22.535,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,372.462758695
4661.18508033,4521.31,295.367807358,4661.18508033,1.00408,4661.18508033,0.00229543,0.00126006,0.002,0.7,4658.6,500.0,0.63127,500,19.668,497.967137738,1.73614e-08,1.14997,497.843448453,100,1,1.00196,0.00435741,295.367807358
4661.77124032,4355.41,269.364848596,4661.77124032,1.0,4661.77124032,0.01,0.01,0.01,0.7,4661.77,500.0,1.0,500,16.3301,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,269.364848596
4661.5744542,4445.03,292.479833256,4661.5744542,1.0,4661.5744542,0.005,0.005,0.005,0.7,4661.67,500.0,1.0,500,16.677,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,292.479833256
4662.01736091,4484.9,305.680640082,4662.01736091,1.0,4662.01736091,0.00333333,0.00333333,0.00333333,0.7,4661.79,500.0,1.0,500,16.9209,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,305.680640082
4654.57796546,4506.8,556.976750583,4654.57796546,1.0,4654.57796546,0.0025,0.0025,0.0025,0.7,4659.99,500.0,1.0,500,19.0351,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,556.976750583
4660.70475934,4523.27,309.906396599,4660.70475934,1.0023,4660.70475934,0.00259861,0.00161009,0.002,0.7,4660.45,500.0,0.805068,500,18.2802,498.851381013,1.14619e-08,1.29934,498.573782992,100,1,1.00003,0.00286563,309.906396599
4659.60558051,4353.23,292.906915018,4659.60558051,1.0,4659.60558051,0.01,0.01,0.01,0.7,4659.61,500.0,1.0,500,17.0287,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,292.906915018
4661.49197209,4443.91,272.744094181,4661.49197209,1.0,4661.49197209,0.005,0.005,0.005,0.7,4660.55,500.0,1.0,500,16.7597,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,272.744094181
4660.19124526,4483.54,286.61898546,4660.19124526,1.0,4660.19124526,0.00333333,0.00333333,0.00333333,0.7,4660.43,500.0,1.0,500,16.789,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,286.61898546
4657.06728992,4506.4,487.478251397,4657.06728992,1.0,4657.06728992,0.0025,0.0025,0.0025,0.7,4659.59,500.0,1.0,500,18.2804,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,487.478251397
4658.12014329,4522.4,439.572452466,4658.12014329,1.00186,4658.12014329,0.00226085,0.00168414,0.002,0.7,4659.54,500.0,0.843989,500,18.3789,499.071537207,7.36556e-09,1.133,499.082810163,100,1,1.00228,0.0018498,439.572452466
4659.23645877,4352.86,452.218858138,4659.23645877,1.0,4659.23645877,0.01,0.01,0.01,0.7,4659.24,500.0,1.0,500,21.1588,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,452.218858138
4656.31319668,4441.13,381.879464304,4656.31319668,1.0,4656.31319668,0.005,0.005,0.005,0.7,4657.77,500.0,1.0,500,20.3719,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,381.879464304
4661.01493913,4481.97,231.716514023,4661.01493913,1.0,4661.01493913,0.00333333,0.00333333,0.00333333,0.7,4658.86,500.0,1.0,500,18.8541,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,231.716514023
4656.20981944,4505.0,1821.42645825,4656.20981944,1.0,4656.20981944,0.0025,0.0025,0.0025,0.7,4658.19,499.59,1.0,500,26.809,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,1821.42645825
4658.48769936,4521.45,341.563551708,4658.48769936,1.00292,4658.48769936,0.0023277,0.00146044,0.002,0.7,4658.66,500.0,0.730318,500,22.162,498.546368405,1.18253e-08,1.16401,498.529379772,100,1,1.00014,0.00295714,341.563551708
4660.10817447,4353.74,277.520131395,4660.10817447,1.0,4660.10817447,0.01,0.01,0.01,0.7,4660.11,500.0,1.0,500,16.5754,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,277.520131395
4660.94965692,4443.89,329.509604764,4660.94965692,1.0,4660.94965692,0.005,0.005,0.005,0.7,4660.53,500.0,1.0,500,17.3394,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,329.509604764
4657.26173076,4482.55,474.801075343,4657.26173076,1.0,4657.26173076,0.00333333,0.00333333,0.00333333,0.7,4659.44,500.0,1.0,500,18.9603,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,474.801075343
4658.38586089,4505.99,435.783759017,4658.38586089,1.0,4658.38586089,0.0025,0.0025,0.0025,0.7,4659.18,500.0,1.0,500,19.4341,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,435.783759017
4653.9451219,4521.36,3489.16279953,4653.9451219,1.00333,4653.9451219,0.00224827,0.00129131,0.002,0.7,4658.6,499.41,0.645134,500,27.7622,498.339760151,1.51121e-08,1.12322,498.121823206,100,1,0.99919,0.0037719,3489.16279953
4648.39531321,4342.03,14136.2176706,4648.39531321,1.0,4648.39531321,0.01,0.01,0.01,0.7,4648.4,498.74,1.0,500,118.3,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,14136.2176706
4661.50394105,4438.31,286.985293471,4661.50394105,1.0,4661.50394105,0.005,0.005,0.005,0.7,4654.95,500.0,1.0,500,84.7493,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,286.985293471
4657.13531292,4478.79,439.406346624,4657.13531292,1.0,4657.13531292,0.00333333,0.00333333,0.00333333,0.7,4655.68,500.0,1.0,500,70.245,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,439.406346624
4661.07158224,4503.84,278.836942801,4661.07158224,1.0,4661.07158224,0.0025,0.0025,0.0025,0.7,4657.03,500.0,1.0,500,61.443,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,278.836942801
4639.06347521,4519.29,26162.3475211,4639.06347521,1.02238,4639.06347521,0.00272982,0.000618888,0.002,0.7,4657.83,497.63,0.308365,500,38.7178,489.053584332,9.60375e-08,1.36015,488.299683715,100,1,0.996514,0.0238423,26162.3475211
4661.74397839,4355.38,253.46496237,4661.74397839,1.0,4661.74397839,0.01,0.01,0.01,0.7,4661.74,500.0,1.0,500,15.8408,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,253.46496237
4658.97846962,4443.72,283.046749305,4658.97846962,1.0,4658.97846962,0.005,0.005,0.005,0.7,4660.36,500.0,1.0,500,16.355,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,283.046749305
4661.95618818,4484.01,253.499233734,4661.95618818,1.0,4661.95618818,0.00333333,0.00333333,0.00333333,0.7,4660.89,500.0,1.0,500,16.2032,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,253.499233734
4657.59862903,4506.88,351.003201469,4657.59862903,1.0,4657.59862903,0.0025,0.0025,0.0025,0.7,4660.07,500.0,1.0,500,16.9061,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,351.003201469
4655.99908866,4522.39,651.931462528,4655.99908866,1.00208,4655.99908866,0.00219202,0.0015751,0.002,0.7,4659.55,500.0,0.787083,500,18.4288,498.964135597,8.58491e-09,1.09536,498.931570819,100,1,0.999405,0.00214367,651.931462528
4657.95085495,4351.58,379.269274789,4657.95085495,1.0,4657.95085495,0.01,0.01,0.01,0.7,4657.95,500.0,1.0,500,19.3772,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,379.269274789
4658.93399205,4441.81,316.68278523,4658.93399205,1.0,4658.93399205,0.005,0.005,0.005,0.7,4658.44,500.0,1.0,500,18.5671,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,316.68278523
4661.79473905,4482.68,252.91604148,4661.79473905,1.0,4661.79473905,0.00333333,0.00333333,0.00333333,0.7,4659.56,500.0,1.0,500,17.7704,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,252.91604148
4661.02403385,4506.74,206.908023157,4661.02403385,1.0,4661.02403385,0.0025,0.0025,0.0025,0.7,4659.93,500.0,1.0,500,16.9838,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,206.908023157
4662.29719852,4523.46,213.231698955,4662.29719852,1.00109,4662.29719852,0.00218263,0.00171264,0.002,0.7,4660.55,500.0,0.856544,500,16.3413,499.457055463,4.27252e-09,1.0916,499.467406735,100,1,1.00026,0.0010687,213.231698955
4658.83381116,4352.47,450.229859053,4658.83381116,1.0,4658.83381116,0.01,0.01,0.01,0.7,4658.83,500.0,1.0,500,21.1122,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,450.229859053
4660.52914689,4443.05,288.110227921,4660.52914689,1.0,4660.52914689,0.005,0.005,0.005,0.7,4659.68,500.0,1.0,500,19.1363,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,288.110227921
4662.21679349,4483.64,208.854679329,4662.21679349,1.0,4662.21679349,0.00333333,0.00333333,0.00333333,0.7,4660.53,500.0,1.0,500,17.7336,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,208.854679329
4659.71837008,4507.14,250.549923609,4659.71837008,1.0,4659.71837008,0.0025,0.0025,0.0025,0.7,4660.32,500.0,1.0,500,17.2625,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,250.549923609
4659.26144114,4523.22,285.489900444,4659.26144114,1.00188,4659.26144114,0.00226653,0.00162598,0.002,0.7,4660.36,500.0,0.8112,500,16.7093,499.060432742,8.1581e-09,1.13077,498.984395176,100,1,0.997801,0.00203056,285.489900444
4639.26018142,4332.89,34796.1329546,4639.26018142,1.0,4639.26018142,0.01,0.01,0.01,0.7,4639.26,498.03,1.0,500,185.602,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,34796.1329546
4660.40400921,4433.2,247.259903404,4660.40400921,1.0,4660.40400921,0.005,0.005,0.005,0.7,4649.83,500.0,1.0,500,132.13,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,247.259903404
4657.99344415,4475.67,382.913785323,4657.99344415,1.0,4657.99344415,0.00333333,0.00333333,0.00333333,0.7,4652.55,500.0,1.0,500,108.536,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,382.913785323
4664.37308899,4502.32,235.514374632,4664.37308899,1.0,4664.37308899,0.0025,0.0025,0.0025,0.7,4655.51,500.0,1.0,500,94.443,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,235.514374632
4660.90935966,4522.11,278.127396112,4660.90935966,1.01141,4660.90935966,0.0023828,0.000376096,0.002,0.7,4659.9,500.0,0.188078,500,23.252,494.361225276,4.62512e-08,1.19159,494.296074469,100,1,1.00016,0.0115666,278.127396112
4658.057007,4351.69,349.196454493,4658.057007,1.0,4658.057007,0.01,0.01,0.01,0.7,4658.06,500.0,1.0,500,18.5932,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,349.196454493
4658.71282384,4441.75,270.762376144,4658.71282384,1.0,4658.71282384,0.005,0.005,0.005,0.7,4658.38,500.0,1.0,500,17.5211,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,270.762376144
4662.25566815,4482.79,230.073513906,4662.25566815,1.0,4662.25566815,0.00333333,0.00333333,0.00333333,0.7,4659.67,500.0,1.0,500,16.8497,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,230.073513906
4661.31476158,4506.9,285.54518458,4661.31476158,1.0,4661.31476158,0.0025,0.0025,0.0025,0.7,4660.08,500.0,1.0,500,16.8556,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,285.54518458
4659.80215079,4523.13,265.299899462,4659.80215079,1.00146,4659.80215079,0.00216321,0.00165808,0.002,0.7,4660.24,500.0,0.827539,500,16.4194,499.269956912,7.07779e-09,1.07964,499.118728071,100,1,0.998189,0.00176304,265.299899462
4661.67806432,4355.3,308.809805821,4661.67806432,1.0,4661.67806432,0.01,0.01,0.01,0.7,4661.68,500.0,1.0,500,17.4849,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,308.809805821
4661.47155541,4444.93,315.372691711,4661.47155541,1.0,4661.47155541,0.005,0.005,0.005,0.7,4661.58,500.0,1.0,500,17.5778,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,315.372691711
4659.3384732,4483.94,260.173864422,4659.3384732,1.0,4659.3384732,0.00333333,0.00333333,0.00333333,0.7,4660.83,500.0,1.0,500,17.1159,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,260.173864422
4658.01499149,4506.94,339.888616214,4658.01499149,1.0,4658.01499149,0.0025,0.0025,0.0025,0.7,4660.13,500.0,1.0,500,17.4735,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,339.888616214
4661.02132908,4523.38,234.97605571,4661.02132908,1.00127,4661.02132908,0.00218501,0.0016793,0.002,0.7,4660.48,500.0,0.840155,500,16.8648,499.368155765,5.15747e-09,1.09316,499.357521067,100,1,1.0006,0.00129092,234.97605571
4662.25582978,4355.9,264.594488187,4662.25582978,1.0,4662.25582978,0.01,0.01,0.01,0.7,4662.26,500.0,1.0,500,16.1848,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,264.594488187
4663.81439037,4446.4,191.347050369,4663.81439037,1.0,4663.81439037,0.005,0.005,0.005,0.7,4663.04,500.0,1.0,500,15.0432,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,191.347050369
4657.82155522,4484.42,383.597289946,4657.82155522,1.0,4657.82155522,0.00333333,0.00333333,0.00333333,0.7,4661.3,500.0,1.0,500,16.8372,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,383.597289946
4656.40526847,4506.89,384.404563135,4656.40526847,1.0,4656.40526847,0.0025,0.0025,0.0025,0.7,4660.07,500.0,1.0,500,17.6705,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,384.404563135
4660.50476991,4523.2,293.30919687,4660.50476991,1.0007,4660.50476991,0.0021217,0.00184061,0.002,0.7,4660.26,500.0,0.920382,500,17.3782,499.649948746,2.63039e-09,1.06094,499.672057278,100,1,1.00008,0.000657704,293.30919687
4661.67099392,4355.29,309.214309051,4661.67099392,1.0,4661.67099392,0.01,0.01,0.01,0.7,4661.67,500.0,1.0,500,17.4963,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,309.214309051
4660.23553038,4444.31,322.587108533,4660.23553038,1.0,4660.23553038,0.005,0.005,0.005,0.7,4660.95,500.0,1.0,500,17.6991,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,322.587108533
4660.46482619,4483.9,290.919118158,4660.46482619,1.0,4660.46482619,0.00333333,0.00333333,0.00333333,0.7,4660.79,500.0,1.0,500,17.4612,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,290.919118158
4657.81027138,4506.86,279.240267254,4657.81027138,1.0,4657.81027138,0.0025,0.0025,0.0025,0.7,4660.05,500.0,1.0,500,17.3046,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,279.240267254
4652.45745474,4522.01,9903.41045854,4652.45745474,1.00529,4652.45745474,0.00233963,0.00125216,0.002,0.7,4659.39,498.96,0.624754,500,32.7016,497.369905515,2.24101e-08,1.16733,497.21980611,100,1,0.997879,0.00557878,9903.41045854
4662.17181082,4355.83,326.204177912,4662.17181082,1.0,4662.17181082,0.01,0.01,0.01,0.7,4662.17,500.0,1.0,500,17.9706,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,326.204177912
4664.11890358,4446.51,217.781379921,4664.11890358,1.0,4664.11890358,0.005,0.005,0.005,0.7,4663.15,500.0,1.0,500,16.4384,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,217.781379921
4661.66372822,4485.77,295.085581276,4661.66372822,1.0,4661.66372822,0.00333333,0.00333333,0.00333333,0.7,4662.65,500.0,1.0,500,16.6737,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,295.085581276
4654.17511291,4507.35,2590.23728623,4654.17511291,1.0,4654.17511291,0.0025,0.0025,0.0025,0.7,4660.53,499.51,1.0,500,29.378,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,2590.23728623
4662.89455331,4524.21,268.189774379,4662.89455331,1.00278,4662.89455331,0.00227111,0.00157911,0.002,0.7,4661.42,500.0,0.791483,500,23.6678,498.613043219,1.211e-08,1.13833,498.493869671,100,1,1.00244,0.00304229,268.189774379
4660.30067703,4353.94,283.513402109,4660.30067703,1.0,4660.30067703,0.01,0.01,0.01,0.7,4660.3,500.0,1.0,500,16.7535,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,283.513402109
4659.26414061,4443.15,299.780365455,4659.26414061,1.0,4659.26414061,0.005,0.005,0.005,0.7,4659.78,500.0,1.0,500,17.0,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,299.780365455
4665.22784488,4484.71,169.926276648,4665.22784488,1.0,4665.22784488,0.00333333,0.00333333,0.00333333,0.7,4661.6,500.0,1.0,500,15.9791,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,169.926276648
4660.18843561,4508.06,259.198183711,4660.18843561,1.0,4660.18843561,0.0025,0.0025,0.0025,0.7,4661.25,500.0,1.0,500,16.0007,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,259.198183711
4663.12648899,4524.7,268.31651767,4663.12648899,1.0014,4663.12648899,0.00217678,0.00156331,0.002,0.7,4661.81,500.0,0.78419,500,15.6931,499.29860416,5.8701e-09,1.09192,499.268825808,100,1,1.00325,0.00147707,268.31651767
4659.39567794,4353.02,292.914773998,4659.39567794,1.0,4659.39567794,0.01,0.01,0.01,0.7,4659.4,500.0,1.0,500,17.029,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,292.914773998
4661.4761941,4443.8,306.075483979,4661.4761941,1.0,4661.4761941,0.005,0.005,0.005,0.7,4660.44,500.0,1.0,500,17.2506,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,306.075483979
4660.59929804,4483.6,233.718603917,4660.59929804,1.0,4660.59929804,0.00333333,0.00333333,0.00333333,0.7,4660.49,500.0,1.0,500,16.5988,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,233.718603917
4653.61203279,4505.58,8799.56813867,4653.61203279,1.0,4653.61203279,0.0025,0.0025,0.0025,0.7,4658.77,499.03,1.0,500,48.9224,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,8799.56813867
4660.78394921,4522.49,316.122646566,4660.78394921,1.00386,4660.78394921,0.0023095,0.00130083,0.002,0.7,4659.77,500.0,0.65313,500,34.2001,498.079847789,1.65284e-08,1.15957,497.946493531,100,1,1.00417,0.00416665,316.122646566
4662.87053054,4356.49,279.332474053,4662.87053054,1.0,4662.87053054,0.01,0.01,0.01,0.7,4662.87,500.0,1.0,500,16.6294,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,279.332474053
4658.99255476,4444.29,266.092028979,4658.99255476,1.0,4658.99255476,0.005,0.005,0.005,0.7,4660.93,500.0,1.0,500,16.5452,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,266.092028979
4662.08290865,4484.43,260.071382594,4662.08290865,1.0,4662.08290865,0.00333333,0.00333333,0.00333333,0.7,4661.31,500.0,1.0,500,16.3895,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,260.071382594
4660.83645377,4508.01,225.63622824,4660.83645377,1.0,4660.83645377,0.0025,0.0025,0.0025,0.7,4661.2,500.0,1.0,500,16.0421,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,225.63622824
4660.72185219,4524.18,310.827239277,4660.72185219,1.00145,4660.72185219,0.00219585,0.00176273,0.002,0.7,4661.3,500.0,0.881827,500,16.056,499.276434944,6.37179e-09,1.0985,499.206277337,100,1,1.00052,0.00159462,310.827239277
4660.16277957,4353.79,362.567090526,4660.16277957,1.0,4660.16277957,0.01,0.01,0.01,0.7,4660.16,500.0,1.0,500,18.9457,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,362.567090526
4659.59098206,4443.24,383.008673233,4659.59098206,1.0,4659.59098206,0.005,0.005,0.005,0.7,4659.88,500.0,1.0,500,19.2131,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,383.008673233
4659.49976197,4482.87,283.104359383,4659.49976197,1.0,4659.49976197,0.00333333,0.00333333,0.00333333,0.7,4659.75,500.0,1.0,500,18.4269,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,283.104359383
4661.11998412,4506.91,276.809156993,4661.11998412,1.0,4661.11998412,0.0025,0.0025,0.0025,0.7,4660.09,500.0,1.0,500,17.9868,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,276.809156993
4660.86875165,4523.35,384.894162969,4660.86875165,1.00157,4660.86875165,0.0022019,0.00160328,0.002,0.7,4660.47,500.0,0.799803,500,17.7496,499.214989552,7.29723e-09,1.09843,499.091301353,100,1,0.99771,0.00181596,384.894162969
4661.54142878,4355.17,258.786766685,4661.54142878,1.0,4661.54142878,0.01,0.01,0.01,0.7,4661.54,500.0,1.0,500,16.0062,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,258.786766685
4662.86744811,4445.56,312.750100809,4662.86744811,1.0,4662.86744811,0.005,0.005,0.005,0.7,4662.2,500.0,1.0,500,16.833,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,312.750100809
4660.01501131,4484.59,284.224677291,4660.01501131,1.0,4660.01501131,0.00333333,0.00333333,0.00333333,0.7,4661.47,500.0,1.0,500,16.8452,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,284.224677291
4664.37585651,4509.01,174.312764928,4664.37585651,1.0,4664.37585651,0.0025,0.0025,0.0025,0.7,4662.2,500.0,1.0,500,16.0481,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,174.312764928
4659.39726343,4524.74,499.504324194,4659.39726343,1.00169,4659.39726343,0.00220006,0.00163731,0.002,0.7,4661.87,500.0,0.81817,500,16.9148,499.154569135,7.45676e-09,1.09938,499.071292404,100,1,0.999408,0.00186198,499.504324194
4660.58051643,4354.22,289.222055352,4660.58051643,1.0,4660.58051643,0.01,0.01,0.01,0.7,4660.58,500.0,1.0,500,16.9213,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,289.222055352
4660.23050043,4443.77,270.516839215,4660.23050043,1.0,4660.23050043,0.005,0.005,0.005,0.7,4660.41,500.0,1.0,500,16.6464,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,270.516839215
4662.42046286,4484.19,238.724177915,4662.42046286,1.0,4662.42046286,0.00333333,0.00333333,0.00333333,0.7,4661.08,500.0,1.0,500,16.2609,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,238.724177915
4660.70322836,4507.79,310.173652999,4660.70322836,1.0,4660.70322836,0.0025,0.0025,0.0025,0.7,4660.98,500.0,1.0,500,16.5863,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,310.173652999
4662.52998453,4524.4,276.924110741,4662.52998453,1.00172,4662.52998453,0.00218039,0.00148995,0.002,0.7,4661.54,500.0,0.744992,500,16.2867,499.143401574,8.05831e-09,1.09022,498.996862482,100,1,1.00003,0.00201468,276.924110741
4660.41559555,4354.04,300.467660723,4660.41559555,1.0,4660.41559555,0.01,0.01,0.01,0.7,4660.42,500.0,1.0,500,17.2471,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,300.467660723
4661.51126303,4444.32,263.455171179,4661.51126303,1.0,4661.51126303,0.005,0.005,0.005,0.7,4660.96,500.0,1.0,500,16.7165,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,263.455171179
4662.0911667,4484.45,260.276788681,4662.0911667,1.0,4662.0911667,0.00333333,0.00333333,0.00333333,0.7,4661.34,500.0,1.0,500,16.5066,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,260.276788681
4661.09851368,4508.09,266.381411465,4661.09851368,1.0,4661.09851368,0.0025,0.0025,0.0025,0.7,4661.28,500.0,1.0,500,16.4406,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,266.381411465
4660.54658806,4524.18,244.474670926,4660.54658806,1.00092,4660.54658806,0.00212834,0.00169374,0.002,0.7,4661.26,500.0,0.846748,500,16.13,499.542060084,3.81445e-09,1.06401,499.524514632,100,1,0.999854,0.000953334,244.474670926
4662.52578449,4356.16,258.331528229,4662.52578449,1.0,4662.52578449,0.01,0.01,0.01,0.7,4662.53,500.0,1.0,500,15.9921,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,258.331528229
4658.60313442,4443.92,322.974848074,4658.60313442,1.0,4658.60313442,0.005,0.005,0.005,0.7,4660.56,500.0,1.0,500,17.0761,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,322.974848074
