AvgVanillaIw,VarDiscRet,VarJ,SamplesThisIter,MaxVanillaIw,ESSRenyi,IterType,Bound,EpsThisIter,BatchSize,VanillaAvgRet,J,VarVanillaIw,AvgEpLen,MaxNormIw,AvgRet,MinNormIw,MinVanillaIw,VarNormIw,Delta,VarRet,ESSClassic,eRenyi2,AvgNormIw,AvgDiscRet
1.0,3885.33662006,62.3287,50000,1.0,100.0,1,41.7269,8190,100,51.0178392758,51.0178,,6.10500610501,0.0001221,51.0178392758,0.0001221,1.0,,0.6,3885.33662006,8189.99994469,1.0,0.0001221,51.0178392758
1.0,4147.3438592,64.396,50000,1.0,100.0,1,38.1907,8275,100,50.3911541539,50.3912,,6.04229607251,0.000120846,50.3911541539,0.000120846,1.0,8.47135e-22,0.6,4147.3438592,8275.00022496,1.0,0.000120846,50.3911541539
1.0,3439.46230188,58.6435,50000,1.0,100.0,1,40.7458,8471,100,48.9932599526,48.9933,,5.90249085114,0.00011805,48.9932599526,0.00011805,1.0,2.11783e-22,0.6,3439.46230188,8471.00056769,1.0,0.00011805,48.9932599526
1.0,3544.00435509,59.528,50000,1.0,100.0,1,42.4538,8454,100,49.1121392338,49.1122,,5.91436006624,0.000118287,49.1121392338,0.000118287,1.0,2.11783e-22,0.6,3544.00435509,8454.00058426,1.0,0.000118287,49.1121392338
1.0,3520.18459024,59.3276,50000,1.0,100.0,1,42.6391,8386,100,49.5915160125,49.5915,,5.9623181493,0.000119246,49.5915160125,0.000119246,1.0,4.76513e-22,0.6,3520.18459024,8386.00037139,1.0,0.000119246,49.5915160125
1.0,3579.79524254,59.8279,50000,1.0,100.0,1,40.9518,8480,100,48.9304740987,48.9305,,5.89622641509,0.000117925,48.9304740987,0.000117925,1.0,,0.6,3579.79524254,8480.00025845,1.0,0.000117925,48.9304740987
1.0,3483.3484201,59.0164,50000,1.0,100.0,1,41.097,8485,100,48.8948163153,48.8948,,5.89275191514,0.000117855,48.8948163153,0.000117855,1.0,,0.6,3483.3484201,8485.00005197,1.0,0.000117855,48.8948163153
1.0,3744.28277861,61.1869,50000,1.0,100.0,1,41.9349,8358,100,49.7908372405,49.7908,,5.98229241445,0.000119646,49.7908372405,0.000119646,1.0,,0.6,3744.28277861,8358.00031681,1.0,0.000119646,49.7908372405
1.0,3316.03615436,57.5817,50000,1.0,100.0,1,40.7602,8565,100,48.3445163,48.3445,,5.83771161705,0.000116754,48.3445163,0.000116754,1.0,4.76512e-22,0.6,3316.03615436,8564.99967129,1.0,0.000116754,48.3445163
1.0,3762.99672217,61.3396,50000,1.0,100.0,1,38.8582,8461,100,49.0633939528,49.0634,,5.90946696608,0.000118189,49.0633939528,0.000118189,1.0,2.11783e-22,0.6,3762.99672217,8460.99967314,1.0,0.000118189,49.0633939528
1.0,4082.84117329,63.8933,50000,1.0,100.0,1,33.7045,8433,100,49.2580605496,49.2581,,5.92908810625,0.000118582,49.2580605496,0.000118582,1.0,2.11783e-22,0.6,4082.84117329,8432.99994443,1.0,0.000118582,49.2580605496
1.0,3477.65860463,58.9682,50000,1.0,100.0,1,41.4697,8415,100,49.3861248902,49.3861,,5.94177064765,0.000118835,49.3861248902,0.000118835,1.0,4.76513e-22,0.6,3477.65860463,8415.00040799,1.0,0.000118835,49.3861248902
1.0,3741.49066748,61.1641,50000,1.0,100.0,1,42.0745,8404,100,49.463663775,49.4637,,5.94954783436,0.000118991,49.463663775,0.000118991,1.0,4.76513e-22,0.6,3741.49066748,8404.00016072,1.0,0.000118991,49.463663775
1.0,3628.6624207,60.2348,50000,1.0,100.0,1,42.4323,8417,100,49.3722250109,49.3722,,5.94035879767,0.000118807,49.3722250109,0.000118807,1.0,2.11783e-22,0.6,3628.6624207,8417.00006184,1.0,0.000118807,49.3722250109
1.0,3842.51560013,61.9844,50000,1.0,100.0,1,34.4784,8466,100,49.0283588062,49.0283,,5.90597684857,0.00011812,49.0283588062,0.00011812,1.0,5.29458e-23,0.6,3842.51560013,8465.99945456,1.0,0.00011812,49.0283588062
1.0,3886.29907605,62.3365,50000,1.0,100.0,1,41.312,8344,100,49.891547011,49.8916,,5.99232981783,0.000119847,49.891547011,0.000119847,1.0,4.76513e-22,0.6,3886.29907605,8344.00015383,1.0,0.000119847,49.891547011
