AvgRet,VarVanillaIw,VarJ,MaxNormIw,EpsThisIter,IterType,Bound,ESSRenyi,MinNormIw,BatchSize,eRenyi2,VarRet,VarNormIw,VarDiscRet,J,AvgVanillaIw,MinVanillaIw,AvgNormIw,AvgEpLen,Delta,MaxVanillaIw,VanillaAvgRet,ESSClassic,AvgDiscRet
4662.6417151,0.000103254,15.4541,0.0101877,100,1,3258.75,99.9942067642,0.00969261,100,1.00006,248.18517899,1.0345e-08,248.18517899,4662.74,0.999053,0.968343,0.01,500.0,0.1,1.01781,4662.6417151,99.9897753457,4662.6417151
4664.59017951,2.48674e-05,10.3903,0.0101132,100,1,3260.74,99.9980688468,0.00983829,100,1.00002,109.812152036,2.48776e-09,109.812152036,4664.62,0.999794,0.983626,0.01,500.0,0.1,1.01112,4664.59017951,99.9975352426,4664.59017951
4656.37014412,0.000997033,26.8881,0.0104122,100,1,3252.73,99.9591279258,0.00865779,100,1.00041,818.264483594,1.01522e-07,818.264483594,4656.97,0.991002,0.857989,0.01,500.0,0.1,1.03185,4656.37014412,99.8996080739,4656.37014412
4647.19326795,0.00559184,90.2471,0.01106,100,1,3247.37,99.5993045176,0.00574335,100,1.00402,24450.2860432,5.65876e-07,24450.2860432,4654.16,0.99407,0.570929,0.01,498.46,0.1,1.09944,4647.19326795,99.4428762515,4647.19326795
4663.62134728,0.000118737,16.9387,0.0102974,100,1,3259.8,99.9927287621,0.00965937,100,1.00007,301.548036299,1.19146e-08,301.548036299,4663.73,0.99828,0.964276,0.01,500.0,0.1,1.02797,4663.62134728,99.9882315271,4663.62134728
4640.88783515,0.0115904,104.55,0.0115775,100,1,3247.91,99.258666755,0.00393182,100,1.00747,69929.6038621,1.16177e-06,69929.6038621,4657.01,0.998823,0.392719,0.01,497.19,0.1,1.15639,4640.88783515,98.8629504253,4640.88783515
4664.98241691,3.91396e-05,13.043,0.0101038,100,1,3261.02,99.9965192099,0.00975855,100,1.00003,174.988541898,3.91291e-09,174.988541898,4665.03,1.00013,0.975986,0.01,500.0,0.1,1.01051,4664.98241691,99.996151598,4664.98241691
4665.40900798,3.36199e-05,13.8997,0.010121,100,1,3261.45,99.9968410536,0.00979129,100,1.00003,198.735206741,3.36692e-09,198.735206741,4665.45,0.999269,0.978413,0.01,500.0,0.1,1.01136,4665.40900798,99.9966941368,4665.40900798
4664.98785325,4.40111e-05,12.9042,0.010112,100,1,3261.07,99.9971986602,0.00970186,100,1.00003,170.372584872,4.40375e-09,170.372584872,4665.03,0.9997,0.969895,0.01,500.0,0.1,1.0109,4664.98785325,99.9956310048,4664.98785325
4664.05840943,4.90926e-05,13.121,0.0101094,100,1,3260.09,99.9960424082,0.00966302,100,1.00004,177.584821171,4.90238e-09,177.584821171,4664.12,1.0007,0.966981,0.01,500.0,0.1,1.01165,4664.05840943,99.9951512838,4664.05840943
4662.49409758,0.000243516,18.9049,0.010229,100,1,3258.6,99.9872104792,0.00926064,100,1.00013,387.630619799,2.44414e-08,387.630619799,4662.68,0.99816,0.92436,0.01,500.0,0.1,1.02102,4662.49409758,99.9757861079,4662.49409758
4662.43114733,0.000100698,15.3889,0.0101827,100,1,3258.51,99.9925857319,0.00966467,100,1.00007,248.592525421,1.00714e-08,248.592525421,4662.53,0.999919,0.966389,0.01,500.0,0.1,1.01819,4662.43114733,99.9900168789,4662.43114733
4665.9317941,7.49761e-05,12.4148,0.0101653,100,1,3262.18,99.995279535,0.00962241,100,1.00005,157.794584151,7.50379e-09,157.794584151,4666.0,0.999588,0.961845,0.01,500.0,0.1,1.01611,4665.9317941,99.9925663203,4665.9317941
4665.31642505,2.06566e-05,13.3969,0.0100896,100,1,3261.34,99.9983310978,0.00985663,100,1.00002,183.646622796,2.06661e-09,183.646622796,4665.35,0.999772,0.985439,0.01,500.0,0.1,1.00873,4665.31642505,99.9979663339,4665.31642505
4663.43590658,0.000183821,16.0658,0.0101649,100,1,3259.6,99.9897848075,0.0093146,100,1.0001,274.892072586,1.84102e-08,274.892072586,4663.58,0.999236,0.930748,0.01,500.0,0.1,1.01571,4663.43590658,99.981796282,4663.43590658
4657.83807148,0.00140785,44.7765,0.0104665,100,1,3254.76,99.9013920395,0.00762461,100,1.00099,3243.67461176,1.41253e-07,3243.67461176,4659.33,0.998344,0.761199,0.01,499.58,0.1,1.04491,4657.83807148,99.8603618424,4657.83807148
4664.2715196,0.000144714,21.0786,0.0101952,100,1,3260.4,99.9876871966,0.00926082,100,1.00012,500.669049055,1.44046e-08,500.669049055,4664.46,1.00232,0.928229,0.01,500.0,0.1,1.02188,4664.2715196,99.9857333021,4664.2715196
4664.08139482,8.11092e-05,14.8085,0.0101944,100,1,3260.2,99.9942186837,0.00970611,100,1.00006,225.759639174,8.11176e-09,225.759639174,4664.16,0.999948,0.97056,0.01,500.0,0.1,1.01939,4664.08139482,99.9919586847,4664.08139482
4667.14588951,3.25695e-05,12.1192,0.0101556,100,1,3263.19,99.9975443489,0.00974237,100,1.00002,150.427142494,3.25131e-09,150.427142494,4667.18,1.00087,0.97508,0.01,500.0,0.1,1.01644,4667.14588951,99.9967870694,4667.14588951
4665.38689797,8.52191e-05,12.5426,0.0103126,100,1,3261.48,99.9961735282,0.00967049,100,1.00004,161.118671551,8.50951e-09,161.118671551,4665.45,1.00073,0.967754,0.01,500.0,0.1,1.03202,4665.38689797,99.9915876217,4665.38689797
4666.23388654,0.000118974,13.3923,0.0101719,100,1,3262.3,99.9920136155,0.00942286,100,1.00008,187.178710156,1.19066e-08,187.178710156,4666.33,0.999615,0.941923,0.01,500.0,0.1,1.0168,4666.23388654,99.9881976412,4666.23388654
4663.2018964,7.16898e-05,14.0624,0.0101741,100,1,3259.28,99.9949577013,0.00963633,100,1.00005,203.68409418,7.17382e-09,203.68409418,4663.28,0.999663,0.963308,0.01,500.0,0.1,1.01706,4663.2018964,99.9928759367,4663.2018964
4666.56311659,7.99627e-05,11.6069,0.0101247,100,1,3262.65,99.9960185683,0.00961019,100,1.00004,138.956510267,7.99879e-09,138.956510267,4666.62,0.999842,0.960868,0.01,500.0,0.1,1.01231,4666.56311659,99.9920837229,4666.56311659
4645.89481882,0.00750084,94.2012,0.0112637,100,1,3248.75,99.4600167818,0.0047702,100,1.00543,38460.1588709,7.65394e-07,38460.1588709,4656.43,0.989948,0.472225,0.01,498.05,0.1,1.11505,4645.89481882,99.2479481517,4645.89481882
4665.03836525,0.000132548,16.8058,0.0102423,100,1,3261.2,99.9908813209,0.0095112,100,1.00009,301.937133694,1.325e-08,301.937133694,4665.17,1.00018,0.951292,0.01,500.0,0.1,1.02441,4665.03836525,99.9868849119,4665.03836525
4665.77833149,2.09215e-05,13.8963,0.0101035,100,1,3261.85,99.9981642106,0.00985399,100,1.00002,197.660988259,2.09174e-09,197.660988259,4665.81,1.0001,0.985496,0.01,499.97,0.1,1.01045,4665.77833149,99.997921227,4665.77833149
4665.72409849,3.00476e-05,11.6557,0.0101055,100,1,3261.82,99.9977350748,0.00978233,100,1.00002,138.543559723,3.00589e-09,138.543559723,4665.76,0.999812,0.978049,0.01,500.0,0.1,1.01036,4665.72409849,99.997020229,4665.72409849
4665.9890455,2.9753e-05,10.493,0.010077,100,1,3262.04,99.9980807673,0.00979865,100,1.00002,112.064661113,2.97913e-09,112.064661113,4666.02,0.999358,0.979236,0.01,500.0,0.1,1.00705,4665.9890455,99.9970341425,4665.9890455
4653.27754242,0.00427295,64.4523,0.0108355,100,1,3252.26,99.722857597,0.00574981,100,1.00278,12140.2332406,4.39256e-07,12140.2332406,4658.06,0.986292,0.567099,0.01,498.85,0.1,1.0687,4653.27754242,99.567027687,4653.27754242
4666.71482516,4.08726e-05,10.8427,0.0101153,100,1,3262.82,99.9970198566,0.00970968,100,1.00003,120.181427197,4.08854e-09,120.181427197,4666.75,0.999844,0.970817,0.01,500.0,0.1,1.01137,4666.71482516,99.995940652,4666.71482516
4634.04246047,0.0146028,117.23,0.0112646,100,1,3244.48,99.0517790243,0.00357359,100,1.00957,106276.470999,1.4567e-06,106276.470999,4655.11,1.00123,0.357799,0.01,496.52,0.1,1.12785,4634.04246047,98.5783725762,4634.04246047
4663.34254406,0.000211356,14.7175,0.0102579,100,1,3259.57,99.9892842333,0.00947083,100,1.00011,225.642336957,2.11964e-08,225.642336957,4663.47,0.998563,0.945722,0.01,500.0,0.1,1.02432,4663.34254406,99.9790495675,4663.34254406
4667.17548967,2.98625e-05,10.1227,0.0100853,100,1,3263.37,99.9980569263,0.00974761,100,1.00002,104.820332177,2.98621e-09,104.820332177,4667.21,1.00001,0.974769,0.01,500.0,0.1,1.00854,4667.17548967,99.9970436977,4667.17548967
4660.27579855,0.000641083,42.3549,0.0104263,100,1,3256.71,99.9572579045,0.00870225,100,1.00043,2339.58563385,6.3948e-08,2339.58563385,4660.95,1.00125,0.871315,0.01,499.54,0.1,1.04394,4660.27579855,99.9367052898,4660.27579855
4666.23710666,2.6181e-05,13.7612,0.0100921,100,1,3262.32,99.9982238131,0.00983755,100,1.00002,193.039152706,2.61864e-09,193.039152706,4666.27,0.999899,0.983655,0.01,500.0,0.1,1.00911,4666.23710666,99.9974057931,4666.23710666
4665.03889011,3.3637e-05,12.4177,0.0100955,100,1,3261.12,99.9971986602,0.0097582,100,1.00003,157.526438168,3.35738e-09,157.526438168,4665.08,1.00094,0.976739,0.01,500.0,0.1,1.0105,4665.03889011,99.9966615522,4665.03889011
4665.75707792,8.01137e-05,13.6859,0.0101533,100,1,3261.96,99.9948742633,0.0095701,100,1.00005,193.336062849,8.01501e-09,193.336062849,4665.82,0.999772,0.956792,0.01,500.0,0.1,1.0151,4665.75707792,99.9920183145,4665.75707792
4666.82465724,2.13675e-05,11.7838,0.010084,100,1,3262.86,99.9984860649,0.00986291,100,1.00002,141.587853276,2.13829e-09,141.587853276,4666.85,0.99964,0.985936,0.01,500.0,0.1,1.00803,4666.82465724,99.9978286914,4666.82465724
4665.30587535,6.058e-05,13.6239,0.0101371,100,1,3261.39,99.9952318558,0.00957957,100,1.00005,192.97499041,6.05492e-09,192.97499041,4665.37,1.00025,0.9582,0.01,500.0,0.1,1.01396,4665.30587535,99.9939974614,4665.30587535
4665.84254782,4.49464e-05,12.0711,0.0101062,100,1,3261.9,99.9969244949,0.00969345,100,1.00003,151.714800732,4.50063e-09,151.714800732,4665.89,0.999335,0.9687,0.01,500.0,0.1,1.00994,4665.84254782,99.9955836023,4665.84254782
4666.20322452,7.34489e-05,12.0956,0.0101677,100,1,3262.33,99.9955536912,0.00964644,100,1.00004,150.5403399,7.34346e-09,150.5403399,4666.27,1.0001,0.964738,0.01,500.0,0.1,1.01687,4666.20322452,99.9927112188,4666.20322452
4664.51582753,3.34908e-05,13.2883,0.0101163,100,1,3260.63,99.9968291334,0.00983175,100,1.00003,180.168255012,3.35313e-09,180.168255012,4664.56,0.999395,0.982581,0.01,500.0,0.1,1.01102,4664.51582753,99.9966831048,4664.51582753
4664.77092709,7.0303e-05,13.3079,0.0101793,100,1,3260.83,99.9959708884,0.00968328,100,1.00004,181.201420287,7.04413e-09,181.201420287,4664.84,0.999017,0.967377,0.01,500.0,0.1,1.01693,4664.77092709,99.9930240588,4664.77092709
4662.81026879,0.0001424,13.8018,0.0102341,100,1,3258.86,99.9928956311,0.00944894,100,1.00007,194.641339939,1.43293e-08,194.641339939,4662.9,0.996879,0.941945,0.01,500.0,0.1,1.02022,4662.81026879,99.9858046737,4662.81026879
4665.62086066,0.00023146,15.1219,0.0101878,100,1,3261.71,99.9865311646,0.00912206,100,1.00013,248.431974264,2.3147e-08,248.431974264,4665.8,0.999978,0.912186,0.01,500.0,0.1,1.01875,4665.62086066,99.97709618,4665.62086066
4662.59523804,0.00114249,41.331,0.0104351,100,1,3259.21,99.9285969722,0.00792841,100,1.00071,2589.90052254,1.14207e-07,2589.90052254,4663.7,1.00018,0.792985,0.01,499.52,0.1,1.0437,4662.59523804,99.8870868368,4662.59523804
4665.00422008,6.69302e-05,18.3547,0.0101868,100,1,3261.06,99.9945405126,0.00972047,100,1.00005,354.113479096,6.69936e-09,354.113479096,4665.09,0.999527,0.971587,0.01,500.0,0.1,1.0182,4665.00422008,99.9933710657,4665.00422008
4667.04124565,3.95133e-05,12.1231,0.0101059,100,1,3263.13,99.9961139282,0.00978206,100,1.00004,150.897189514,3.95194e-09,150.897189514,4667.09,0.999922,0.978129,0.01,500.0,0.1,1.01051,4667.04124565,99.996124076,4667.04124565
4663.86770263,4.66673e-05,13.5964,0.0101487,100,1,3260.08,99.9963761689,0.00974168,100,1.00004,190.762828681,4.67248e-09,190.762828681,4663.93,0.999384,0.973568,0.01,500.0,0.1,1.01425,4663.86770263,99.9953586288,4663.86770263
4666.62812365,0.000115939,12.7175,0.010159,100,1,3262.68,99.9942186837,0.00940049,100,1.00006,170.77393349,1.15913e-08,170.77393349,4666.71,1.00012,0.940158,0.01,500.0,0.1,1.01601,4666.62812365,99.988527711,4666.62812365
4667.57330984,4.28189e-05,9.94993,0.0101517,100,1,3263.61,99.9970079364,0.00977842,100,1.00003,100.853133355,4.28027e-09,100.853133355,4667.6,1.00019,0.978028,0.01,500.0,0.1,1.01537,4667.57330984,99.9957704397,4667.57330984
4665.75071678,7.03395e-05,13.6277,0.0101728,100,1,3261.87,99.9951484173,0.00973788,100,1.00005,193.681110074,7.04081e-09,193.681110074,4665.82,0.999513,0.973314,0.01,500.0,0.1,1.01679,4665.75071678,99.9930351483,4665.75071678
4665.73774522,0.000113435,14.5057,0.0102258,100,1,3261.83,99.9927287621,0.0095786,100,1.00007,221.780728854,1.13375e-08,221.780728854,4665.84,1.00027,0.958115,0.01,500.0,0.1,1.02285,4665.73774522,99.988777286,4665.73774522
4652.47801974,0.00307832,100.393,0.0108736,100,1,3251.06,99.7180565756,0.00695545,100,1.00283,20792.3971392,3.06764e-07,20792.3971392,4656.96,1.00174,0.696754,0.01,498.51,0.1,1.08925,4652.47801974,99.697238784,4652.47801974
4666.12769998,3.83999e-05,10.2446,0.0101147,100,1,3262.16,99.9974966676,0.00974657,100,1.00003,106.947049759,3.8502e-09,106.947049759,4666.16,0.998673,0.973364,0.01,500.0,0.1,1.01013,4666.12769998,99.9961574258,4666.12769998
4666.22109382,0.000104876,13.8792,0.0101603,100,1,3262.3,99.9938134206,0.00952258,100,1.00006,201.491863751,1.04956e-08,201.491863751,4666.3,0.99962,0.951896,0.01,500.0,0.1,1.01565,4666.22109382,99.9896094355,4666.22109382
4666.02583079,3.41695e-05,11.2104,0.0101194,100,1,3262.08,99.9976158711,0.00982387,100,1.00002,127.528185768,3.41751e-09,127.528185768,4666.06,0.999917,0.982305,0.01,500.0,0.1,1.01186,4666.02583079,99.9966314268,4666.02583079
4665.91319783,3.5826e-05,12.6871,0.010129,100,1,3261.96,99.9973178629,0.0097663,100,1.00003,164.221541238,3.58629e-09,164.221541238,4665.96,0.999485,0.976127,0.01,500.0,0.1,1.01238,4665.91319783,99.9964276983,4665.91319783
4665.89013365,0.000200551,17.1689,0.0101926,100,1,3262.1,99.9865550001,0.00911095,100,1.00013,338.034501705,2.00846e-08,338.034501705,4666.08,0.999265,0.910425,0.01,500.0,0.1,1.01851,4665.89013365,99.9801328551,4665.89013365
4667.10026466,4.40662e-05,11.9519,0.0101221,100,1,3263.16,99.9968291334,0.0097496,100,1.00003,147.948933029,4.41073e-09,147.948933029,4667.15,0.999535,0.974506,0.01,500.0,0.1,1.01174,4667.10026466,99.9956302811,4667.10026466
4662.43608183,7.38156e-05,15.9533,0.01014,100,1,3258.58,99.994886183,0.0097167,100,1.00005,263.350551804,7.38784e-09,263.350551804,4662.5,0.999575,0.971256,0.01,500.0,0.1,1.01357,4662.43608183,99.9926845161,4662.43608183
4667.14128541,7.1403e-05,10.2428,0.010144,100,1,3263.16,99.9953272142,0.00974617,100,1.00005,107.153339788,7.15223e-09,107.153339788,4667.19,0.999166,0.973804,0.01,500.0,0.1,1.01355,4667.14128541,99.9929716495,4667.14128541
4657.48772677,0.00108346,78.7045,0.0105577,100,1,3254.48,99.8826927794,0.00808375,100,1.00117,9485.83834756,1.07695e-07,9485.83834756,4659.3,1.00302,0.810814,0.01,498.98,0.1,1.05895,4657.48772677,99.8935188507,4657.48772677
4665.15177443,7.26859e-05,14.1191,0.010133,100,1,3261.2,99.9958636088,0.0096168,100,1.00004,206.83647693,7.29226e-09,206.83647693,4665.22,0.998376,0.960118,0.01,500.0,0.1,1.01165,4665.15177443,99.9927483211,4665.15177443
4668.11782274,8.73361e-05,9.88596,0.010141,100,1,3264.15,99.9945524322,0.00959265,100,1.00005,101.281198916,8.72542e-09,101.281198916,4668.18,1.00047,0.959716,0.01,500.0,0.1,1.01457,4668.11782274,99.9913490752,4668.11782274
4666.25889547,3.24356e-05,10.7736,0.0101094,100,1,3262.42,99.9980807673,0.00979245,100,1.00002,117.992744078,3.24656e-09,117.992744078,4666.29,0.999539,0.978793,0.01,500.0,0.1,1.01047,4666.25889547,99.9967942529,4666.25889547
4667.89677648,8.2774e-05,10.2208,0.0101414,100,1,3263.93,99.994695468,0.00954881,100,1.00005,108.428174809,8.29628e-09,108.428174809,4667.96,0.998861,0.953793,0.01,500.0,0.1,1.01299,4667.89677648,99.9917780998,4667.89677648
4664.92396069,9.29459e-05,12.1281,0.0102835,100,1,3261.02,99.993741904,0.00972229,100,1.00006,151.04532838,9.28245e-09,151.04532838,4664.99,1.00065,0.972864,0.01,500.0,0.1,1.02902,4664.92396069,99.9907979688,4664.92396069
4667.35391329,2.53102e-05,8.65494,0.0100929,100,1,3263.37,99.9986529532,0.00979521,100,1.00001,76.0485872392,2.533e-09,76.0485872392,4667.38,0.999609,0.979139,0.01,500.0,0.1,1.0089,4667.35391329,99.9974775477,4667.35391329
4667.89510279,3.46616e-05,9.58554,0.0101118,100,1,3263.94,99.9978900401,0.00983173,100,1.00002,93.5988848949,3.46239e-09,93.5988848949,4667.93,1.00054,0.983708,0.01,500.0,0.1,1.01173,4667.89510279,99.996599226,4667.89510279
4665.9879265,0.000146268,12.3171,0.0101567,100,1,3262.04,99.9932770481,0.00940278,100,1.00007,156.762296996,1.46629e-08,156.762296996,4666.07,0.99877,0.939122,0.01,500.0,0.1,1.01442,4665.9879265,99.9854611526,4665.9879265
4667.4436534,1.98984e-05,9.55742,0.0101145,100,1,3263.51,99.9981999721,0.00985176,100,1.00002,92.5600920853,1.98931e-09,92.5600920853,4667.46,1.00013,0.985306,0.01,500.0,0.1,1.01158,4667.4436534,99.9980662321,4667.4436534
4666.68349044,8.77145e-05,11.3721,0.0101282,100,1,3262.84,99.995482172,0.00939795,100,1.00005,135.157117586,8.76645e-09,135.157117586,4666.75,1.00029,0.940063,0.01,500.0,0.1,1.01311,4666.68349044,99.99129791,4666.68349044
4667.82806582,2.0599e-05,11.2097,0.0100996,100,1,3263.86,99.9987244769,0.00982988,100,1.00001,128.187669423,2.06053e-09,128.187669423,4667.85,0.999849,0.98284,0.01,500.0,0.1,1.00981,4667.82806582,99.9979703064,4667.82806582
4665.1527125,9.8873e-05,11.6286,0.0101722,100,1,3261.23,99.9940756493,0.00962536,100,1.00006,140.13506264,9.89355e-09,140.13506264,4665.23,0.999684,0.962232,0.01,500.0,0.1,1.0169,4665.1527125,99.990235816,4665.1527125
4666.75339897,3.81885e-05,11.8437,0.0100985,100,1,3262.86,99.9973655441,0.00970985,100,1.00003,144.873281793,3.81922e-09,144.873281793,4666.8,0.999952,0.970938,0.01,500.0,0.1,1.0098,4666.75339897,99.9962233752,4666.75339897
4666.66349134,9.26533e-05,10.0758,0.0101514,100,1,3263.07,99.993741904,0.00961265,100,1.00006,104.948485437,9.28581e-09,104.948485437,4666.73,0.998896,0.960204,0.01,500.0,0.1,1.01402,4666.66349134,99.9907932402,4666.66349134
4666.40397795,0.00033082,16.4345,0.0102391,100,1,3262.58,99.9821694701,0.00865696,100,1.00018,325.068525193,3.30413e-08,325.068525193,4666.66,1.00062,0.86623,0.01,500.0,0.1,1.02454,4666.40397795,99.9672828525,4666.40397795
4669.716941,1.23993e-05,7.48565,0.0100761,100,1,3265.73,99.9992609079,0.00989793,100,1.00001,56.8689681413,1.239e-09,56.8689681413,4669.73,1.00038,0.990164,0.01,500.0,0.1,1.00799,4669.716941,99.9987721394,4669.716941
4665.9137204,0.000154094,12.2248,0.0101575,100,1,3261.98,99.9930982585,0.00942839,100,1.00007,154.768914992,1.54927e-08,154.768914992,4666.0,0.997308,0.940302,0.01,500.0,0.1,1.01302,4665.9137204,99.9846826637,4665.9137204
4666.26431409,5.82331e-05,11.1018,0.0101058,100,1,3262.31,99.9964238492,0.00971537,100,1.00004,126.266828283,5.82924e-09,126.266828283,4666.31,0.999491,0.971043,0.01,500.0,0.1,1.01006,4666.26431409,99.994244753,4666.26431409
4667.43051542,1.49882e-05,10.5254,0.0101214,100,1,3263.45,99.9991774627,0.00987183,100,1.00001,112.404694375,1.50047e-09,112.404694375,4667.45,0.99945,0.986639,0.01,500.0,0.1,1.01158,4667.43051542,99.9985152825,4667.43051542
4665.23767943,5.34298e-05,12.8104,0.0101311,100,1,3261.31,99.9964476894,0.00973182,100,1.00004,169.47951871,5.34579e-09,169.47951871,4665.29,0.999737,0.972926,0.01,500.0,0.1,1.01285,4665.23767943,99.9946925728,4665.23767943
4665.15395112,0.000145935,15.2772,0.0102376,100,1,3261.22,99.9894153356,0.00949288,100,1.00011,248.79096985,1.46281e-08,248.79096985,4665.28,0.998816,0.948165,0.01,500.0,0.1,1.02255,4665.15395112,99.985549644,4665.15395112
4663.64272403,0.000350398,14.2698,0.0102013,100,1,3259.74,99.985470499,0.00883819,100,1.00015,221.449896945,3.52675e-08,221.449896945,4663.84,0.996766,0.88096,0.01,500.0,0.1,1.01683,4663.64272403,99.9651062159,4663.64272403
4666.5823513,8.20147e-05,12.4963,0.0101249,100,1,3262.65,99.9951007382,0.00956011,100,1.00005,162.263435907,8.21217e-09,162.263435907,4666.66,0.999348,0.955388,0.01,500.0,0.1,1.01183,4666.5823513,99.9918660739,4666.5823513
4666.71140316,3.12748e-05,11.3026,0.0101127,100,1,3262.81,99.9975681896,0.00971665,100,1.00002,132.604270638,3.12949e-09,132.604270638,4666.75,0.999679,0.971353,0.01,500.0,0.1,1.01095,4666.71140316,99.9969168051,4666.71140316
4643.83448056,0.00643891,117.247,0.0113079,100,1,3246.09,99.4154256243,0.0053328,100,1.00588,47876.946409,6.36704e-07,47876.946409,4654.21,1.00563,0.536281,0.01,497.67,0.1,1.13715,4643.83448056,99.3735962898,4643.83448056
4668.51093008,1.23574e-05,8.41309,0.0100532,100,1,3264.93,99.9994516403,0.0098323,100,1.00001,71.7525144868,1.23623e-09,71.7525144868,4668.52,0.999805,0.983038,0.01,500.0,0.1,1.00512,4668.51093008,99.9987752543,4668.51093008
4666.19623945,6.22609e-05,12.3557,0.0101709,100,1,3262.37,99.9960304882,0.00976783,100,1.00004,157.818809273,6.22855e-09,157.818809273,4666.26,0.999802,0.97659,0.01,500.0,0.1,1.01688,4666.19623945,99.9937925485,4666.19623945
4665.2060785,5.84657e-05,13.5521,0.0101268,100,1,3261.32,99.9963642489,0.00971275,100,1.00004,189.656937474,5.85252e-09,189.656937474,4665.27,0.999491,0.97078,0.01,500.0,0.1,1.01217,4665.2060785,99.994202774,4665.2060785
4667.28931452,6.49519e-06,9.25983,0.0100643,100,1,3263.57,99.9995827692,0.00992864,100,1.0,86.9311976655,6.49533e-10,86.9311976655,4667.3,0.999991,0.992855,0.01,500.0,0.1,1.00642,4667.28931452,99.9993629426,4667.28931452
4666.84163346,1.11592e-05,8.94115,0.0100738,100,1,3262.9,99.9991893834,0.00989409,100,1.00001,81.0777286353,1.11524e-09,81.0777286353,4666.86,1.00031,0.989711,0.01,500.0,0.1,1.00769,4666.84163346,99.9988902711,4666.84163346
4667.86474125,7.6826e-05,11.0667,0.0101052,100,1,3264.03,99.9961139282,0.00938993,100,1.00004,128.241335554,7.70035e-09,128.241335554,4667.93,0.998847,0.93791,0.01,500.0,0.1,1.00935,4667.86474125,99.9923966033,4667.86474125
4667.30111968,4.26368e-05,10.6695,0.0101392,100,1,3263.38,99.997234421,0.00981912,100,1.00003,116.163797043,4.27102e-09,116.163797043,4667.34,0.999141,0.981068,0.01,500.0,0.1,1.01305,4667.30111968,99.9957583626,4667.30111968
4667.09907258,4.40825e-05,10.3309,0.0100923,100,1,3263.24,99.9976516321,0.00979186,100,1.00002,108.461606812,4.41753e-09,108.461606812,4667.13,0.998949,0.978157,0.01,500.0,0.1,1.00817,4667.09907258,99.9956009913,4667.09907258
4667.90400406,6.59478e-05,9.67719,0.0101333,100,1,3264.34,99.9958040091,0.00972185,100,1.00004,96.9343962073,6.60889e-09,96.9343962073,4667.96,0.998931,0.971145,0.01,500.0,0.1,1.01225,4667.90400406,99.9934625693,4667.90400406
4667.7005954,6.28713e-05,9.89928,0.0101364,100,1,3263.75,99.9966860916,0.00976179,100,1.00003,99.7803738357,6.29947e-09,99.7803738357,4667.75,0.99902,0.975223,0.01,500.0,0.1,1.01265,4667.7005954,99.9937495088,4667.7005954
4667.09734377,3.55943e-05,10.1396,0.0100868,100,1,3263.18,99.9977946768,0.00971894,100,1.00002,104.709240985,3.5595e-09,104.709240985,4667.13,0.999991,0.971885,0.01,500.0,0.1,1.00867,4667.09734377,99.9964905401,4667.09734377
4667.37589685,2.565e-05,9.88109,0.0100876,100,1,3263.46,99.997913881,0.00984876,100,1.00002,99.451062079,2.56393e-09,99.451062079,4667.4,1.00021,0.985081,0.01,500.0,0.1,1.00897,4667.37589685,99.9974676173,4667.37589685
4668.4621164,0.000107808,10.0345,0.0102084,100,1,3264.52,99.9943855577,0.00956839,100,1.00006,104.549094111,1.07715e-08,104.549094111,4668.53,1.00043,0.957252,0.01,500.0,0.1,1.02128,4668.4621164,99.9893281286,4668.4621164
4666.98000865,4.44179e-05,9.4704,0.0101601,100,1,3263.04,99.9974847473,0.00975188,100,1.00003,91.4456089128,4.44971e-09,91.4456089128,4667.01,0.99911,0.97432,0.01,500.0,0.1,1.0151,4666.98000865,99.9955597024,4666.98000865
4668.62921949,4.52111e-05,10.6843,0.0100878,100,1,3264.67,99.99653113,0.00969906,100,1.00003,118.506129947,4.52148e-09,118.506129947,4668.68,0.99996,0.969867,0.01,500.0,0.1,1.00874,4668.62921949,99.995563478,4668.62921949
4666.81337821,8.1795e-05,12.7625,0.0101191,100,1,3262.94,99.994528593,0.00969625,100,1.00005,169.765348527,8.17717e-09,169.765348527,4666.89,1.00014,0.969764,0.01,500.0,0.1,1.01205,4666.81337821,99.9919144858,4666.81337821
4666.50509449,5.05143e-05,10.5348,0.0101106,100,1,3262.63,99.9970556172,0.00976377,100,1.00003,113.609339413,5.05822e-09,113.609339413,4666.55,0.999328,0.975721,0.01,500.0,0.1,1.01038,4666.50509449,99.9950033915,4666.50509449
4668.20428842,5.92282e-05,10.9598,0.0101064,100,1,3264.28,99.9960900882,0.00972821,100,1.00004,123.529952871,5.92908e-09,123.529952871,4668.26,0.999472,0.972307,0.01,500.0,0.1,1.01011,4668.20428842,99.9941110744,4668.20428842
4668.39819955,1.89804e-05,9.17116,0.010058,100,1,3264.42,99.9993205117,0.00984064,100,1.00001,85.5269330882,1.90048e-09,85.5269330882,4668.42,0.999356,0.983429,0.01,500.0,0.1,1.00515,4668.39819955,99.9981105342,4668.39819955
4668.61705798,1.27432e-05,8.29275,0.010074,100,1,3264.64,99.9989867313,0.00981857,100,1.00001,69.7995597778,1.27399e-09,69.7995597778,4668.64,1.00013,0.981987,0.01,500.0,0.1,1.00754,4668.61705798,99.9987489564,4668.61705798
