AvgRet,VarVanillaIw,VarJ,MaxNormIw,EpsThisIter,IterType,Bound,ESSRenyi,MinNormIw,BatchSize,eRenyi2,VarRet,VarNormIw,VarDiscRet,J,AvgVanillaIw,MinVanillaIw,AvgNormIw,AvgEpLen,Delta,MaxVanillaIw,VanillaAvgRet,ESSClassic,AvgDiscRet
4668.06424483,5.61871e-05,13.2733,0.0101043,100,1,3264.2,99.9958636088,0.00968637,100,1.00004,186.215022642,5.62523e-09,186.215022642,4668.12,0.99942,0.968075,0.01,500.0,0.1,1.00985,4668.06424483,99.994435176,4668.06424483
4670.13845646,4.93301e-05,7.70645,0.0101103,100,1,3266.22,99.9972821021,0.00976063,100,1.00003,60.7885762513,4.93925e-09,60.7885762513,4670.17,0.999368,0.975446,0.01,500.0,0.1,1.01039,4670.13845646,99.9950990124,4670.13845646
4669.13784301,3.63014e-05,10.1918,0.0101479,100,1,3265.16,99.9975085879,0.00982969,100,1.00002,106.635145688,3.6309e-09,106.635145688,4669.17,0.999895,0.982866,0.01,500.0,0.1,1.01469,4669.13784301,99.9964024582,4669.13784301
4668.91723989,8.13102e-06,8.15146,0.0100623,100,1,3265.01,99.9997258194,0.00988856,100,1.0,67.3704309709,8.13547e-10,67.3704309709,4668.93,0.999728,0.988587,0.01,500.0,0.1,1.00595,4668.91723989,99.9992215942,4668.91723989
4669.54948063,2.76026e-05,10.2781,0.0101031,100,1,3265.58,99.9981165287,0.00978309,100,1.00002,108.029620029,2.75654e-09,108.029620029,4669.58,1.00068,0.978969,0.01,500.0,0.1,1.01099,4669.54948063,99.9972591395,4669.54948063
4669.97465466,1.34137e-05,9.65204,0.0100533,100,1,3266.01,99.9991893834,0.00985584,100,1.00001,95.4840442607,1.34024e-09,95.4840442607,4669.99,1.00042,0.986,0.01,500.0,0.1,1.00575,4669.97465466,99.9987302534,4669.97465466
4669.52990438,0.000102437,9.42735,0.0101191,100,1,3265.58,99.9960543282,0.00934284,100,1.00004,91.8957446959,1.02655e-08,91.8957446959,4669.59,0.998938,0.933292,0.01,500.0,0.1,1.01084,4669.52990438,99.9898543474,4669.52990438
4669.88476677,1.23612e-05,7.36465,0.0100831,100,1,3265.9,99.9992251456,0.00988569,100,1.00001,54.9732126025,1.23592e-09,54.9732126025,4669.9,1.00008,0.988648,0.01,500.0,0.1,1.00839,4669.88476677,99.9987794049,4669.88476677
4669.77616099,7.05226e-06,8.38706,0.0100661,100,1,3265.86,99.9998092655,0.00990971,100,1.0,71.2192028012,7.05319e-10,71.2192028012,4669.79,0.999932,0.990904,0.01,500.0,0.1,1.00654,4669.77616099,99.9993056814,4669.77616099
4670.00479977,3.94331e-05,9.30516,0.0101372,100,1,3266.04,99.9973893847,0.00973531,100,1.00003,89.6191740652,3.94135e-09,89.6191740652,4670.04,1.00025,0.973773,0.01,500.0,0.1,1.01397,4670.00479977,99.9961062781,4670.00479977
4668.13131981,5.00953e-05,9.81434,0.0101427,100,1,3264.19,99.9968172133,0.00980871,100,1.00003,98.3502167832,5.01877e-09,98.3502167832,4668.17,0.999079,0.979968,0.01,500.0,0.1,1.01334,4668.13131981,99.9950326899,4668.13131981
4669.52289441,1.48912e-05,8.48537,0.0100744,100,1,3265.53,99.9987721594,0.00984034,100,1.00001,73.2203500641,1.48912e-09,73.2203500641,4669.54,1.0,0.984037,0.01,500.0,0.1,1.00744,4669.52289441,99.9984932156,4669.52289441
4670.28682332,1.03766e-05,6.64572,0.0100783,100,1,3266.35,99.9987960007,0.00989625,100,1.00001,44.7950308938,1.03727e-09,44.7950308938,4670.3,1.00019,0.98981,0.01,500.0,0.1,1.00801,4670.28682332,99.9989778603,4670.28682332
4669.74421366,3.33041e-05,9.16002,0.0101276,100,1,3265.8,99.9975205083,0.00983085,100,1.00002,85.828438832,3.33196e-09,85.828438832,4669.78,0.999767,0.982856,0.01,500.0,0.1,1.01253,4669.74421366,99.9967148611,4669.74421366
4669.39877849,1.75816e-05,8.34533,0.0101463,100,1,3265.42,99.998688715,0.00989684,100,1.00001,70.7187660284,1.75813e-09,70.7187660284,4669.42,1.00001,0.989692,0.01,500.0,0.1,1.01464,4669.39877849,99.9982338331,4669.39877849
4669.22839163,3.96653e-05,9.3608,0.0101346,100,1,3265.36,99.9971628994,0.00976182,100,1.00003,89.8809602575,3.9621e-09,89.8809602575,4669.26,1.00056,0.976727,0.01,500.0,0.1,1.01403,4669.22839163,99.9960617314,4669.22839163
4668.84096356,5.74214e-05,11.7832,0.0101289,100,1,3264.9,99.9963404087,0.00970375,100,1.00004,144.948989468,5.74836e-09,144.948989468,4668.9,0.999458,0.969849,0.01,500.0,0.1,1.01234,4668.84096356,99.9942865489,4668.84096356
4670.98044576,2.49688e-05,7.28048,0.0101225,100,1,3267.05,99.9979019605,0.00983248,100,1.00002,54.0079034139,2.49606e-09,54.0079034139,4671.0,1.00017,0.983411,0.01,500.0,0.1,1.01242,4670.98044576,99.9975018337,4670.98044576
4668.76195724,1.80607e-05,9.21691,0.0100879,100,1,3264.79,99.9986410326,0.00986661,100,1.00001,86.3845525614,1.80672e-09,86.3845525614,4668.78,0.999821,0.986485,0.01,500.0,0.1,1.00861,4668.76195724,99.9982335029,4668.76195724
4668.78819277,3.16906e-06,7.91073,0.0100324,100,1,3264.8,99.9998807909,0.00994106,100,1.0,63.3368265567,3.16966e-10,63.3368265567,4668.8,0.999906,0.994012,0.01,500.0,0.1,1.00314,4668.78819277,99.999683351,4668.78819277
4668.82236619,1.77994e-05,8.57963,0.010098,100,1,3264.84,99.9989509693,0.0098903,100,1.00001,74.7055607003,1.77961e-09,74.7055607003,4668.84,1.00009,0.989122,0.01,500.0,0.1,1.00989,4668.82236619,99.9982110967,4668.82236619
4668.52157438,7.35461e-06,7.98778,0.01005,100,1,3264.64,99.9996900568,0.00988906,100,1.0,64.8348951594,7.35758e-10,64.8348951594,4668.54,0.999797,0.988705,0.01,500.0,0.1,1.0048,4668.52157438,99.9993132189,4668.52157438
4669.80407329,1.88609e-05,8.64392,0.0101194,100,1,3265.86,99.9984503033,0.00979937,100,1.00002,76.0098150849,1.88218e-09,76.0098150849,4669.83,1.00104,0.980956,0.01,500.0,0.1,1.013,4669.80407329,99.9981441984,4669.80407329
4669.23607439,2.0412e-05,8.70534,0.0101188,100,1,3265.3,99.9984145416,0.00981679,100,1.00002,77.2094569225,2.03946e-09,77.2094569225,4669.26,1.00043,0.982099,0.01,500.0,0.1,1.01231,4669.23607439,99.9979752925,4669.23607439
4669.90553228,2.25096e-05,8.40457,0.0100814,100,1,3265.92,99.9986171914,0.00986173,100,1.00001,71.6617432876,2.25399e-09,71.6617432876,4669.93,0.999326,0.985509,0.01,500.0,0.1,1.00746,4669.90553228,99.9977478494,4669.90553228
4670.27699652,1.68928e-05,7.84903,0.010082,100,1,3266.31,99.9988556039,0.0098564,100,1.00001,62.5450554566,1.68832e-09,62.5450554566,4670.29,1.00028,0.985919,0.01,500.0,0.1,1.00848,4670.27699652,99.9983144025,4670.27699652
4670.11986081,2.5497e-05,7.80002,0.0100956,100,1,3266.14,99.9987363975,0.00982124,100,1.00001,62.1683238975,2.5545e-09,62.1683238975,4670.14,0.999058,0.981199,0.01,500.0,0.1,1.0086,4670.11986081,99.9974647021,4670.11986081
4669.0268833,5.25272e-05,10.6505,0.0101478,100,1,3265.09,99.9967814528,0.00964556,100,1.00003,117.014102352,5.24927e-09,117.014102352,4669.08,1.00033,0.964872,0.01,500.0,0.1,1.01511,4669.0268833,99.9947795961,4669.0268833
4669.99215142,2.09684e-05,8.88121,0.0100893,100,1,3266.11,99.9986529532,0.0097726,100,1.00001,80.7868674927,2.09632e-09,80.7868674927,4670.02,1.00012,0.977381,0.01,500.0,0.1,1.00906,4669.99215142,99.9979403499,4669.99215142
4670.27236377,1.81922e-05,6.71127,0.0101087,100,1,3266.29,99.9990344141,0.00984811,100,1.00001,45.6613249759,1.81959e-09,45.6613249759,4670.29,0.999899,0.984712,0.01,500.0,0.1,1.01077,4670.27236377,99.9982069351,4670.27236377
4669.32296745,3.8694e-05,8.36385,0.0101315,100,1,3265.36,99.9982476542,0.00978054,100,1.00002,71.1367221047,3.87539e-09,71.1367221047,4669.35,0.999227,0.977298,0.01,500.0,0.1,1.01237,4669.32296745,99.9961671901,4669.32296745
4670.06357441,3.63477e-05,7.89639,0.0101082,100,1,3266.13,99.997770836,0.00980106,100,1.00002,63.8339916832,3.63578e-09,63.8339916832,4670.1,0.999861,0.97997,0.01,500.0,0.1,1.01068,4670.06357441,99.9963908918,4670.06357441
4668.38561832,3.57867e-05,10.9291,0.0101154,100,1,3264.41,99.9969960161,0.00973848,100,1.00003,123.235189728,3.58778e-09,123.235189728,4668.43,0.99873,0.972611,0.01,500.0,0.1,1.01025,4668.38561832,99.9964593724,4668.38561832
4669.83747132,1.72295e-05,7.75607,0.0101898,100,1,3265.86,99.9992728286,0.00991083,100,1.00001,61.0003684777,1.72271e-09,61.0003684777,4669.85,1.00007,0.991154,0.01,500.0,0.1,1.01905,4669.83747132,99.9983026024,4669.83747132
4670.12711248,2.02422e-05,7.98839,0.0100789,100,1,3266.17,99.9986052708,0.00987507,100,1.00001,64.9707184388,2.0233e-09,64.9707184388,4670.15,1.00023,0.987733,0.01,500.0,0.1,1.00812,4670.12711248,99.9980511636,4670.12711248
4669.98794456,2.6561e-05,9.54438,0.0101498,100,1,3266.02,99.9983072567,0.00985465,100,1.00002,93.0134802989,2.65496e-09,93.0134802989,4670.01,1.00021,0.985676,0.01,500.0,0.1,1.01519,4669.98794456,99.9973761021,4669.98794456
4669.19463805,2.76669e-05,9.06478,0.0100899,100,1,3265.27,99.9984741444,0.00979685,100,1.00002,83.8702639157,2.76582e-09,83.8702639157,4669.22,1.00016,0.979839,0.01,500.0,0.1,1.00915,4669.19463805,99.9972882318,4669.19463805
4669.6506158,1.92143e-05,7.76572,0.010121,100,1,3265.7,99.9983549389,0.00986084,100,1.00002,61.2362887954,1.9218e-09,61.2362887954,4669.67,0.999904,0.98599,0.01,500.0,0.1,1.012,4669.6506158,99.9980772361,4669.6506158
4670.32413578,1.10641e-05,7.56449,0.010067,100,1,3266.33,99.9992728286,0.00988777,100,1.00001,57.9876218272,1.10707e-09,57.9876218272,4670.34,0.999702,0.988482,0.01,500.0,0.1,1.00639,4670.32413578,99.9988552592,4670.32413578
4669.93163541,2.97829e-05,7.96429,0.0100963,100,1,3265.97,99.9984622238,0.0098084,100,1.00002,64.3550000532,2.98566e-09,64.3550000532,4669.96,0.998765,0.979629,0.01,500.0,0.1,1.00838,4669.93163541,99.9970132837,4669.93163541
4669.69548134,3.13063e-05,8.64212,0.0101655,100,1,3265.71,99.9975205083,0.00981121,100,1.00002,76.0756035115,3.1268e-09,76.0756035115,4669.72,1.00061,0.981722,0.01,500.0,0.1,1.01717,4669.69548134,99.9968815594,4669.69548134
4669.646481,2.63354e-05,8.04184,0.010078,100,1,3265.73,99.9984860649,0.00982398,100,1.00002,65.6991873736,2.63726e-09,65.6991873736,4669.67,0.999296,0.981706,0.01,500.0,0.1,1.00709,4669.646481,99.9973965934,4669.646481
4669.83944223,1.13671e-05,8.2596,0.010065,100,1,3266.01,99.9991893834,0.00984586,100,1.00001,69.4791262875,1.13713e-09,69.4791262875,4669.86,0.999815,0.984404,0.01,500.0,0.1,1.00631,4669.83944223,99.9988782804,4669.83944223
4669.73206301,1.6671e-05,9.42111,0.0100853,100,1,3265.81,99.9990105727,0.00989085,100,1.00001,90.2761129173,1.66638e-09,90.2761129173,4669.76,1.00022,0.9893,0.01,500.0,0.1,1.00875,4669.73206301,99.9983181062,4669.73206301
4669.83283715,1.59493e-05,7.92061,0.0101024,100,1,3265.93,99.9989271279,0.00991682,100,1.00001,63.4246970875,1.59428e-09,63.4246970875,4669.85,1.00021,0.991885,0.01,500.0,0.1,1.01045,4669.83283715,99.9984134306,4669.83283715
4669.43815269,1.82362e-05,7.50113,0.0101081,100,1,3265.45,99.9981761311,0.00987578,100,1.00002,57.09908637,1.82365e-09,57.09908637,4669.46,0.999992,0.98757,0.01,500.0,0.1,1.0108,4669.43815269,99.9981994731,4669.43815269
4669.3460303,2.51143e-05,8.66417,0.0100972,100,1,3265.45,99.9982834157,0.00978173,100,1.00002,76.9252666726,2.51057e-09,76.9252666726,4669.37,1.00017,0.97834,0.01,500.0,0.1,1.0099,4669.3460303,99.9975132872,4669.3460303
4669.67560656,1.77385e-05,8.50641,0.0100775,100,1,3265.81,99.9989509693,0.0097563,100,1.00001,73.5745575043,1.77349e-09,73.5745575043,4669.69,1.0001,0.97573,0.01,500.0,0.1,1.00785,4669.67560656,99.9982454424,4669.67560656
4670.9370514,5.8934e-05,7.9883,0.0101712,100,1,3267.05,99.996721852,0.00953356,100,1.00003,65.7675352252,5.90007e-09,65.7675352252,4670.97,0.999434,0.952816,0.01,500.0,0.1,1.01655,4670.9370514,99.9941413804,4670.9370514
4670.50708397,5.11444e-05,8.86013,0.0101501,100,1,3266.53,99.9974251456,0.0097261,100,1.00003,80.545797417,5.1273e-09,80.545797417,4670.54,0.998745,0.971389,0.01,500.0,0.1,1.01373,4670.50708397,99.9949202726,4670.50708397
4668.97528476,2.18588e-05,8.93968,0.010154,100,1,3265.12,99.9984383827,0.00983829,100,1.00002,81.2169282694,2.18795e-09,81.2169282694,4669.0,0.999527,0.983364,0.01,500.0,0.1,1.01492,4668.97528476,99.9978398947,4668.97528476
4670.06028779,3.82403e-05,8.08648,0.0100949,100,1,3266.08,99.9975443489,0.00972739,100,1.00002,67.0562774634,3.8271e-09,67.0562774634,4670.09,0.9996,0.97235,0.01,500.0,0.1,1.00909,4670.06028779,99.9961800677,4670.06028779
4669.91399982,1.75007e-05,7.46738,0.0101051,100,1,3265.98,99.9983787799,0.00989245,100,1.00002,56.6183666834,1.74895e-09,56.6183666834,4669.93,1.00032,0.989561,0.01,500.0,0.1,1.01083,4669.91399982,99.9982801443,4669.91399982
4668.78124968,1.94356e-05,8.10482,0.0101315,100,1,3264.81,99.9987960007,0.00988913,100,1.00001,66.6668165568,1.94312e-09,66.6668165568,4668.8,1.00011,0.989025,0.01,500.0,0.1,1.01327,4668.78124968,99.998081452,4668.78124968
4669.48996537,1.7278e-05,8.40139,0.0100977,100,1,3265.54,99.9984383827,0.00988651,100,1.00002,71.5776955038,1.72917e-09,71.5776955038,4669.51,0.999603,0.988259,0.01,500.0,0.1,1.00937,4669.48996537,99.998297991,4669.48996537
4669.75871638,2.9224e-05,6.8598,0.0100978,100,1,3265.81,99.9981165287,0.00981227,100,1.00002,47.7735920506,2.92524e-09,47.7735920506,4669.78,0.999514,0.980749,0.01,500.0,0.1,1.00929,4669.75871638,99.9970804005,4669.75871638
4669.6455895,2.48156e-05,7.24998,0.010087,100,1,3265.74,99.9986648738,0.00979415,100,1.00001,53.4000120056,2.48335e-09,53.4000120056,4669.66,0.999638,0.97906,0.01,500.0,0.1,1.00833,4669.6455895,99.9975234098,4669.6455895
4669.65827596,1.68865e-05,8.7101,0.0100745,100,1,3265.71,99.9987483181,0.00980305,100,1.00001,77.1625888201,1.68853e-09,77.1625888201,4669.68,1.00004,0.98034,0.01,500.0,0.1,1.00749,4669.65827596,99.9983521299,4669.65827596
4669.46432876,2.59879e-05,10.6702,0.010091,100,1,3265.51,99.9981999721,0.00981697,100,1.00002,117.142445479,2.60079e-09,117.142445479,4669.5,0.999616,0.981321,0.01,500.0,0.1,1.00871,4669.46432876,99.9974203248,4669.46432876
4669.47131162,1.77292e-05,7.69515,0.0100869,100,1,3265.52,99.998629112,0.00988018,100,1.00001,60.0031900403,1.77427e-09,60.0031900403,4669.49,0.999618,0.987641,0.01,500.0,0.1,1.0083,4669.47131162,99.9982827526,4669.47131162
4668.60683375,1.96546e-05,9.28533,0.0100653,100,1,3264.64,99.9992609079,0.00976136,100,1.00001,88.4632186683,1.96433e-09,88.4632186683,4668.63,1.00029,0.976417,0.01,500.0,0.1,1.00682,4668.60683375,99.9980474655,4668.60683375
4670.13034451,5.21332e-05,8.17633,0.0101002,100,1,3266.15,99.9970198566,0.00965311,100,1.00003,68.5489135653,5.22244e-09,68.5489135653,4670.16,0.999127,0.964469,0.01,500.0,0.1,1.00914,4670.13034451,99.9948344052,4670.13034451
4668.7314967,3.23807e-05,8.72745,0.0101153,100,1,3264.75,99.9974728269,0.00985275,100,1.00003,77.597331526,3.23526e-09,77.597331526,4668.77,1.00043,0.985702,0.01,500.0,0.1,1.01197,4668.7314967,99.9967780562,4668.7314967
4669.68575992,3.28172e-05,8.76426,0.0100886,100,1,3265.72,99.9979377218,0.0098043,100,1.00002,78.0308335285,3.28291e-09,78.0308335285,4669.71,0.999819,0.980252,0.01,500.0,0.1,1.00868,4669.68575992,99.9967722584,4669.68575992
4670.91132179,3.11394e-05,6.46483,0.0102387,100,1,3266.93,99.998569509,0.00987597,100,1.00001,42.2821739357,3.11281e-09,42.2821739357,4670.93,1.00018,0.987777,0.01,500.0,0.1,1.02405,4670.91132179,99.9969069153,4670.91132179
4669.80447302,1.99362e-05,7.60239,0.0100766,100,1,3265.82,99.9987244769,0.00986987,100,1.00001,58.6852295395,1.99315e-09,58.6852295395,4669.82,1.00012,0.987105,0.01,500.0,0.1,1.00778,4669.80447302,99.9980128098,4669.80447302
4670.4166301,1.34813e-05,7.75349,0.0100828,100,1,3266.43,99.9992251456,0.00988085,100,1.00001,61.1501604311,1.34868e-09,61.1501604311,4670.43,0.999795,0.987882,0.01,500.0,0.1,1.00807,4670.4166301,99.9986302571,4670.4166301
4668.76482999,7.95077e-05,9.31216,0.0101805,100,1,3264.99,99.9961854482,0.00964273,100,1.00004,89.0655597458,7.96999e-09,89.0655597458,4668.81,0.998793,0.963109,0.01,500.0,0.1,1.01682,4668.76482999,99.9921174127,4668.76482999
4670.96474383,1.8558e-05,6.96215,0.0101298,100,1,3267.08,99.9988794452,0.0098763,100,1.00001,49.1574343587,1.85394e-09,49.1574343587,4670.98,1.0005,0.988127,0.01,500.0,0.1,1.01349,4670.96474383,99.9981355778,4670.96474383
4669.13582914,1.97598e-05,8.9311,0.0101488,100,1,3265.16,99.9989271279,0.00987584,100,1.00001,81.044096487,1.97671e-09,81.044096487,4669.16,0.999813,0.9874,0.01,500.0,0.1,1.01469,4669.13582914,99.9980350933,4669.13582914
4669.07256413,6.85685e-05,8.7981,0.0100918,100,1,3265.09,99.9966741714,0.00950155,100,1.00003,81.4820724654,6.87093e-09,81.4820724654,4669.12,0.998975,0.949181,0.01,500.0,0.1,1.00814,4669.07256413,99.9931879422,4669.07256413
4671.01635972,3.15395e-05,8.33108,0.0101446,100,1,3267.05,99.9974132253,0.00977269,100,1.00003,71.1394899387,3.15219e-09,71.1394899387,4671.04,1.00028,0.977541,0.01,500.0,0.1,1.01474,4671.01635972,99.9968995861,4671.01635972
4670.70318183,2.09179e-05,8.34315,0.010152,100,1,3266.76,99.9987006356,0.00985825,100,1.00001,70.8833633487,2.09048e-09,70.8833633487,4670.72,1.00031,0.986133,0.01,500.0,0.1,1.01552,4670.70318183,99.9979636188,4670.70318183
4669.9764568,2.16189e-05,7.28097,0.0100777,100,1,3266.03,99.9986767944,0.00981216,100,1.00001,54.0156423192,2.16057e-09,54.0156423192,4669.99,1.00031,0.981516,0.01,500.0,0.1,1.00807,4669.9764568,99.997856829,4669.9764568
4670.03372748,3.37861e-05,8.98152,0.0100877,100,1,3266.07,99.9981761311,0.00975703,100,1.00002,82.2487441787,3.38369e-09,82.2487441787,4670.06,0.99925,0.97497,0.01,500.0,0.1,1.00802,4670.03372748,99.9966635342,4670.03372748
4670.55783072,1.4101e-05,7.46986,0.0100791,100,1,3266.58,99.9992251456,0.0098859,100,1.00001,56.57926781,1.40947e-09,56.57926781,4670.57,1.00022,0.988809,0.01,500.0,0.1,1.00814,4670.55783072,99.998585076,4670.55783072
4668.38089834,2.21455e-05,8.7812,0.0100857,100,1,3264.4,99.998402621,0.00987628,100,1.00002,78.3673272663,2.21732e-09,78.3673272663,4668.41,0.999377,0.987014,0.01,500.0,0.1,1.00795,4668.38089834,99.9977899508,4668.38089834
4670.06417612,2.13255e-05,7.7938,0.0101008,100,1,3266.22,99.9984503033,0.00978285,100,1.00002,61.6635271669,2.1343e-09,61.6635271669,4670.08,0.999589,0.977883,0.01,500.0,0.1,1.00967,4670.06417612,99.9978896385,4670.06417612
4670.9043183,2.02771e-05,6.85121,0.0101432,100,1,3266.95,99.998819842,0.00988751,100,1.00001,47.6251519945,2.02705e-09,47.6251519945,4670.92,1.00016,0.988913,0.01,500.0,0.1,1.01448,4670.9043183,99.9980014547,4670.9043183
4670.20620357,1.13233e-05,7.90678,0.0100848,100,1,3266.27,99.9993324324,0.00986178,100,1.00001,63.4629507059,1.13323e-09,63.4629507059,4670.22,0.999602,0.985785,0.01,500.0,0.1,1.00808,4670.20620357,99.9988856737,4670.20620357
4670.16945285,1.32617e-05,8.21374,0.0100926,100,1,3266.19,99.99878408,0.00991004,100,1.00001,68.4223966634,1.32607e-09,68.4223966634,4670.19,1.00003,0.991038,0.01,500.0,0.1,1.0093,4670.16945285,99.9986839881,4670.16945285
4670.35299672,1.41765e-05,7.77793,0.0100605,100,1,3266.49,99.9989032866,0.00987792,100,1.00001,61.4245473466,1.41877e-09,61.4245473466,4670.37,0.999608,0.987404,0.01,500.0,0.1,1.00566,4670.35299672,99.9986185518,4670.35299672
4670.04728466,1.28349e-05,8.61094,0.0100683,100,1,3266.09,99.9996542943,0.00988058,100,1.0,75.5769244389,1.28367e-09,75.5769244389,4670.06,0.999928,0.987986,0.01,500.0,0.1,1.00676,4670.04728466,99.9987258113,4670.04728466
4670.74609072,4.94149e-05,8.71609,0.010146,100,1,3266.79,99.9967933729,0.00979448,100,1.00003,78.0225059654,4.93994e-09,78.0225059654,4670.78,1.00016,0.979602,0.01,500.0,0.1,1.01476,4670.74609072,99.9950685532,4670.74609072
4670.93922734,2.14036e-05,7.02875,0.0100784,100,1,3267.02,99.9987125562,0.00978702,100,1.00001,50.1351750306,2.14216e-09,50.1351750306,4670.96,0.999578,0.978289,0.01,500.0,0.1,1.00741,4670.93922734,99.9978934311,4670.93922734
4669.17101186,5.65709e-05,9.71235,0.0101156,100,1,3265.24,99.9968529738,0.00964662,100,1.00003,98.1005755701,5.6674e-09,98.1005755701,4669.22,0.999089,0.963784,0.01,500.0,0.1,1.01064,4669.17101186,99.9943798835,4669.17101186
4670.19065983,1.66862e-05,7.95451,0.0100791,100,1,3266.25,99.9987483181,0.0097867,100,1.00001,64.3895635887,1.66826e-09,64.3895635887,4670.21,1.00011,0.978775,0.01,500.0,0.1,1.00802,4670.19065983,99.9983522493,4670.19065983
4670.5478022,9.89129e-06,7.92153,0.010061,100,1,3266.57,99.9993205117,0.00991541,100,1.00001,63.637798857,9.89202e-10,63.637798857,4670.56,0.999964,0.991505,0.01,500.0,0.1,1.00606,4670.5478022,99.9990043358,4670.5478022
4670.69261858,6.05145e-05,8.30058,0.0101404,100,1,3266.74,99.9964000091,0.00969323,100,1.00004,71.3363192094,6.05577e-09,71.3363192094,4670.74,0.999643,0.968976,0.01,500.0,0.1,1.01368,4670.69261858,99.9939823439,4670.69261858
4671.29447726,1.66381e-05,6.18497,0.0101046,100,1,3267.31,99.9990701762,0.00988934,100,1.00001,38.7433702534,1.66679e-09,38.7433702534,4671.3,0.999105,0.988049,0.01,500.0,0.1,1.00956,4671.29447726,99.9983582311,4671.29447726
4670.78915964,5.12373e-05,9.90082,0.0101283,100,1,3266.82,99.9966860916,0.00961568,100,1.00003,103.563648974,5.11582e-09,103.563648974,4670.84,1.00077,0.962311,0.01,500.0,0.1,1.01361,4670.78915964,99.9949191303,4670.78915964
4668.42259085,2.80677e-05,8.74389,0.0101089,100,1,3264.56,99.9981880516,0.00980565,100,1.00002,77.8864266605,2.80721e-09,77.8864266605,4668.44,0.999922,0.980488,0.01,500.0,0.1,1.01081,4668.42259085,99.9971960372,4668.42259085
4669.46832564,5.04128e-05,7.93763,0.0101085,100,1,3265.5,99.9971509792,0.00970638,100,1.00003,64.3105399973,5.04965e-09,64.3105399973,4669.5,0.999171,0.969833,0.01,500.0,0.1,1.01002,4669.46832564,99.9949720661,4669.46832564
4670.36819932,1.43597e-05,7.9724,0.0100781,100,1,3266.42,99.9988913659,0.00989306,100,1.00001,64.6035468858,1.43658e-09,64.6035468858,4670.39,0.999788,0.989096,0.01,500.0,0.1,1.0076,4670.36819932,99.998576831,4670.36819932
4668.81772452,2.44042e-05,8.72742,0.0101095,100,1,3264.89,99.9984503033,0.00978477,100,1.00002,77.7185883334,2.4397e-09,77.7185883334,4668.85,1.00015,0.978621,0.01,500.0,0.1,1.0111,4668.81772452,99.997555185,4668.81772452
4670.2061759,5.57561e-05,7.32638,0.0101271,100,1,3266.24,99.9967099319,0.00969964,100,1.00003,55.0963945404,5.58136e-09,55.0963945404,4670.24,0.999485,0.969464,0.01,500.0,0.1,1.01219,4670.2061759,99.9944737005,4670.2061759
4670.77244065,4.74606e-06,7.35097,0.0100389,100,1,3266.92,99.9999165536,0.00990387,100,1.0,54.7939738617,4.74686e-10,54.7939738617,4670.78,0.999915,0.990304,0.01,500.0,0.1,1.0038,4670.77244065,99.9995154943,4670.77244065
4670.27304047,5.83448e-05,8.15009,0.0101896,100,1,3266.32,99.9969125747,0.00978928,100,1.00003,68.0444757055,5.84245e-09,68.0444757055,4670.31,0.999317,0.97826,0.01,500.0,0.1,1.01827,4670.27304047,99.994213219,4670.27304047
4669.9726551,2.22532e-05,8.62194,0.0101055,100,1,3265.99,99.9983072567,0.00984681,100,1.00002,75.6887431305,2.22848e-09,75.6887431305,4670.0,0.999291,0.983983,0.01,500.0,0.1,1.00984,4669.9726551,99.9977973944,4669.9726551
4670.42157666,2.62606e-05,7.79906,0.0101747,100,1,3266.47,99.9984622238,0.00989095,100,1.00002,61.8652679059,2.62484e-09,61.8652679059,4670.44,1.00023,0.989324,0.01,500.0,0.1,1.01771,4670.42157666,99.9974219117,4670.42157666
4671.35001344,1.78886e-05,6.25455,0.0101074,100,1,3267.41,99.999356274,0.00987253,100,1.00001,39.5815836677,1.78862e-09,39.5815836677,4671.36,1.00007,0.987319,0.01,500.0,0.1,1.0108,4671.35001344,99.998230122,4671.35001344
4671.58234354,1.40756e-05,6.17778,0.0101596,100,1,3267.59,99.9988556039,0.00989353,100,1.00001,38.613296754,1.40825e-09,38.613296754,4671.59,0.999757,0.989112,0.01,500.0,0.1,1.01571,4671.58234354,99.9986111265,4671.58234354
4671.49977338,8.98186e-06,6.78362,0.01009,100,1,3267.52,99.9989390486,0.00988859,100,1.00001,46.5908721637,8.97759e-10,46.5908721637,4671.51,1.00024,0.989093,0.01,500.0,0.1,1.00924,4671.49977338,99.9991152052,4671.49977338
4669.41762855,4.37512e-05,11.2824,0.0101647,100,1,3265.44,99.9970675375,0.0097635,100,1.00003,132.045559254,4.36675e-09,132.045559254,4669.46,1.00096,0.977285,0.01,500.0,0.1,1.01744,4669.41762855,99.9956479273,4669.41762855
4671.04985814,1.66899e-05,7.12671,0.0101186,100,1,3267.06,99.9989032866,0.00989815,100,1.00001,51.5019762037,1.66891e-09,51.5019762037,4671.06,1.00002,0.989836,0.01,500.0,0.1,1.01188,4671.04985814,99.9983444778,4671.04985814
4670.40023197,1.41718e-05,7.75796,0.0100758,100,1,3266.41,99.9992728286,0.0099081,100,1.00001,61.1821396545,1.41913e-09,61.1821396545,4670.42,0.999313,0.990129,0.01,500.0,0.1,1.00689,4670.40023197,99.9985761547,4670.40023197
4670.33425612,1.83327e-05,7.30415,0.0100707,100,1,3266.4,99.9987960007,0.00985895,100,1.00001,54.1896046617,1.83326e-09,54.1896046617,4670.35,1.0,0.985896,0.01,500.0,0.1,1.00707,4670.33425612,99.9981727877,4670.33425612
