AvgNormIw,MinNormIw,J,Bound,MaxNormIw,AvgDiscRet,VarJ,VarDiscRet,MinVanillaIw,VarNormIw,eRenyi2,AvgVanillaIw,ESSClassic,ESSRenyi,AvgRet,VanillaAvgRet,AvgEpLen,VarRet,VarVanillaIw,MaxVanillaIw,BatchSize
0.002,1.9972754e-07,-7.6422753,-8.665118,0.003626335,-7.950685354587471,7.8192606,45.08044614028826,0.000100079174,1.3961073e-06,1.3649031,1.002157,370.82937459134655,366.32637349114214,-7.950685354587471,-7.950685354587471,200.0,45.08044614028826,0.35053414,1.8170785,500
0.002,0.0006505771,-7.819932,-8.829467,0.010164803,-8.05909561664817,7.429406,48.956507625387474,0.32558,1.271532e-06,1.3231397,1.000896,379.57943641135927,377.8890560665988,-8.05909561664817,-8.05909561664817,200.0,48.956507625387474,0.31845292,5.086955,500
0.002,,-4.9416256,-7.6958876,0.038179994,-7.589529069929384,18.998077,49.94737795006427,,4.6472975e-05,9.924475,0.77849853,39.698268330179545,50.38050015730453,-7.589529069929384,-7.589529069929384,200.0,49.94737795006427,7.0413523,14.861534,500
0.0019999999,0.00075450796,-7.492096,-8.542783,0.014542469,-7.833719141661495,8.187914,50.40155980472874,0.38802284,2.3434907e-06,1.4657342,1.0285454,315.5169710011689,341.1259593980547,-7.833719141661495,-7.833719141661495,200.0,50.40155980472874,0.61979795,7.4787946,500
0.002,6.796104e-06,-6.892701,-7.971387,0.0063516893,-7.273398569998509,8.229251,47.75232756333964,0.003547462,2.1656008e-06,1.5138595,1.0439693,324.6084553793251,330.28163879005047,-7.273398569998509,-7.273398569998509,200.0,47.75232756333964,0.5900568,3.315484,500
0.002,4.4581648e-26,-6.9164305,-8.506092,0.0092692105,-8.13457673828802,11.686768,47.44609404761711,2.3647035e-23,8.593943e-06,3.3016891,1.0608417,159.02352963683072,151.43763619011966,-8.13457673828802,-8.13457673828802,200.0,47.44609404761711,2.4178736,4.9165826,500
0.002,0.0009797051,-7.4258447,-8.474781,0.012829371,-7.773205668604367,7.6209188,46.662429209526664,0.48266214,1.7975462e-06,1.4426013,0.9853213,345.18756485182087,346.59610523296567,-7.773205668604367,-7.773205668604367,200.0,46.662429209526664,0.43629062,6.320526,500
0.002,0.0019339778,-7.47408,-8.352356,0.0025767921,-7.475978839664159,6.9704385,48.61238993104392,0.96672463,9.9617665e-09,1.0024426,0.9997267,498.76034486413727,498.78167670301855,-7.475978839664159,-7.475978839664159,200.0,48.61238993104392,0.002489081,1.288044,500
0.0019999999,0.0015932688,-7.3610983,-8.29971,0.008358699,-7.493632403542364,7.0411124,45.56599141292432,0.8008362,5.829085e-07,1.153836,1.0052744,436.5151240990827,433.33714223606836,-7.493632403542364,-7.493632403542364,200.0,45.56599141292432,0.14726844,4.201393,500
0.002,0.00011591232,-7.162193,-8.073065,0.00252834,-7.222265137963173,7.033398,46.51198060739264,0.058464173,3.164618e-07,1.0827786,1.0087655,463.4103754483965,461.77493021307373,-7.222265137963173,-7.222265137963173,200.0,46.51198060739264,0.08050851,1.2752512,500
0.002,,-6.6305585,-8.424006,0.011188187,-8.219800860327373,12.304629,53.1297481534354,,1.26616305e-05,4.208573,1.056229,120.21897544654917,118.80511900215012,-8.219800860327373,-8.219800860327373,200.0,53.1297481534354,3.5313911,5.9086437,500
0.002,,-6.1482806,-8.047321,0.013843036,-7.6061088780628765,13.217032,47.133238675747464,,1.6122507e-05,4.726041,0.9601072,99.55070143445593,105.7968005169088,-7.6061088780628765,-7.6061088780628765,200.0,47.133238675747464,3.7154558,6.645399,500
0.002,0.0004148098,-7.738785,-8.631385,0.0023427436,-7.780841981611534,7.0441656,48.118159337597,0.20699467,1.519684e-07,1.0378643,0.9980221,481.73446457791295,481.7585370120294,-7.780841981611534,-7.780841981611534,200.0,48.118159337597,0.037841957,1.1690549,500
0.002,1.177272e-05,-7.414971,-8.417772,0.0037576684,-7.673589961671982,7.5646477,47.88814201808067,0.0059988527,1.183012e-06,1.3050805,1.0191107,386.05225781444983,383.11811979913057,-7.673589961671982,-7.673589961671982,200.0,47.88814201808067,0.30716515,1.9147401,500
0.002,1.6335577e-13,-6.2948685,-7.737651,0.008952087,-7.217258098410832,10.780506,47.53017875638773,7.37215e-11,7.819324e-06,2.7032497,0.9025883,169.43856530014534,184.96256609595255,-7.217258098410832,-7.217258098410832,200.0,47.53017875638773,1.5925338,4.0400243,500
0.002,0.001652788,-8.205811,-9.122389,0.005701545,-8.299331099777008,7.243513,51.83302433195541,0.8351895,2.8295912e-07,1.0907255,1.0106432,467.02852487577974,458.41046271728516,-8.299331099777008,-8.299331099777008,200.0,51.83302433195541,0.07225359,2.881114,500
0.002,0.0010446045,-8.130363,-9.026839,0.0036013,-8.173236702352336,7.2753844,51.901132771492705,0.5206481,1.758915e-07,1.0442413,0.996833,478.9800146184481,478.81652986832586,-8.173236702352336,-8.173236702352336,200.0,51.901132771492705,0.043694798,1.7949474,500
0.002,1.5907204e-07,-6.7422233,-8.307272,0.016512075,-7.813602894753225,11.207359,49.781372012587724,8.2843784e-05,8.286324e-06,3.25012,1.0415883,163.0024702645664,153.8404771540709,-7.813602894753225,-7.813602894753225,200.0,49.781372012587724,2.247471,8.599392,500
0.002,0.001578003,-7.7945776,-8.740403,0.014673439,-7.9351913485396155,7.0222445,47.831299249092964,0.8057933,1.2185948e-06,1.1741681,1.0212823,383.423974067619,425.8334013561516,-7.9351913485396155,-7.9351913485396155,200.0,47.831299249092964,0.31775397,7.4928617,500
0.0019999999,,-6.0259333,-8.408832,0.02304476,-8.191766729555978,17.38661,48.47191127899581,,2.903806e-05,7.4929566,0.9174441,60.64283697196027,66.72933317695343,-8.191766729555978,-8.191766729555978,200.0,48.47191127899581,6.11036,10.571139,500
0.002,0.0008764018,-8.303151,-9.183648,0.0022362755,-8.321018025504966,7.381067,53.70937188481495,0.43565422,5.9462522e-08,1.0139931,0.99418837,492.6904735929921,493.0999809428437,-8.321018025504966,-8.321018025504966,200.0,53.70937188481495,0.014693346,1.1116395,500
0.002,3.581104e-25,-6.370781,-8.528566,0.01968741,-8.05012732696255,15.545819,50.25978804371424,1.7152694e-22,2.185956e-05,6.0726523,0.9579556,77.47181047715092,82.33634530860151,-8.05012732696255,-8.05012732696255,200.0,50.25978804371424,5.015014,9.429832,500
0.002,0.00031551268,-7.340413,-8.247181,0.002631973,-7.375174567405682,6.9480877,47.18534239507642,0.16088822,2.5144965e-07,1.0679346,1.0198526,470.48337282476496,468.1934501201933,-7.375174567405682,-7.375174567405682,200.0,47.18534239507642,0.06538316,1.3421123,500
0.002,2.3597697e-05,-7.2676773,-8.273759,0.003826217,-7.583170466803398,7.6188774,47.52258173873768,0.01188251,1.3461046e-06,1.318311,1.0070907,374.29260291236915,379.27318295286085,-7.583170466803398,-7.583170466803398,200.0,47.52258173873768,0.34131548,1.9266738,500
0.002,5.4351636e-05,-7.653032,-8.583115,0.0027403815,-7.7664326143367415,7.495705,48.31995803493512,0.02817719,4.5538516e-07,1.1346635,1.036848,448.98678019842043,440.65929367035756,-7.7664326143367415,-7.7664326143367415,200.0,48.31995803493512,0.12239085,1.4206795,500
0.002,5.477034e-05,-7.564104,-8.507446,0.0031278532,-7.6670125210845255,7.1692615,46.83479997552513,0.027562555,5.795906e-07,1.1619798,1.0064775,436.83082422406676,430.3000812627541,-7.6670125210845255,-7.6670125210845255,200.0,46.83479997552513,0.14678085,1.5740567,500
0.0019999999,,-6.9189577,-8.599069,0.01146864,-8.060693655349615,15.551567,53.601048977654806,,1.6263677e-05,3.679891,0.89896876,98.85744474562858,135.87358569218136,-8.060693655349615,-8.060693655349615,200.0,53.601048977654806,3.2858517,5.1549745,500
0.002,0.0016478077,-7.556918,-8.460515,0.0031529036,-7.617325841963359,7.161317,46.9981575852315,0.86685854,4.0685768e-07,1.0596448,1.0521356,453.92190201483936,471.8562214076024,-7.617325841963359,-7.617325841963359,200.0,46.9981575852315,0.11259677,1.6586411,500
0.002,2.4930173e-07,-7.5693374,-8.525766,0.0029108135,-7.825168577307881,8.245269,50.487348089931864,0.00012684718,1.5713505e-06,1.1918726,1.0176197,359.18198442146473,419.50792506455196,-7.825168577307881,-7.825168577307881,200.0,50.487348089931864,0.40680304,1.4810506,500
0.0020000003,0.00068695506,-8.220788,-9.1086855,0.0021962025,-8.24114654229624,7.3663106,51.024524272954686,0.3525118,2.581386e-07,1.0234097,1.0263023,469.74559969600773,488.56287775992104,-8.24114654229624,-8.24114654229624,200.0,51.024524272954686,0.06797413,1.1269839,500
0.0020000006,0.00023361525,-7.338484,-8.228733,0.0021832676,-7.43871503142481,6.9877887,45.578391058448375,0.1270103,3.2436932e-07,1.044981,1.087346,462.5644448835562,478.47759782868593,-7.43871503142481,-7.43871503142481,200.0,45.578391058448375,0.09587719,1.1869836,500
0.002,0.00089643546,-7.774109,-8.808228,0.021332819,-8.336770717333753,17.490574,49.483698201338306,0.7670557,2.1377773e-05,1.3995078,1.7113461,78.94210848621533,357.26847248218513,-8.336770717333753,-8.336770717333753,200.0,49.483698201338306,15.652304,18.25392,500
0.0019999999,0.00015061974,-7.8685017,-8.768063,0.0023161704,-8.074834193709263,7.421351,49.104428557720716,0.08233934,5.8589103e-07,1.0793127,1.0933406,436.2316225120377,463.25778272443205,-8.074834193709263,-8.074834193709263,200.0,49.104428557720716,0.17509265,1.2661816,500
0.002,0.00028025205,-7.618768,-8.494717,0.002109771,-7.672187083861097,7.0654783,48.363687916258634,0.15016367,1.8915694e-07,1.024523,1.071633,477.46622391113306,488.0319820458205,-7.672187083861097,-7.672187083861097,200.0,48.363687916258634,0.05430683,1.13045,500
0.0020000003,0.00071747514,-6.3608294,-7.460086,0.040796377,-7.333547907853559,22.425894,45.657036090954485,0.75145805,4.985703e-05,1.5699235,2.0947292,37.2042364880587,318.4868521314406,-7.333547907853559,-7.333547907853559,200.0,45.657036090954485,54.6918,42.728683,500
0.0019999999,0.00025263967,-7.9502716,-8.846106,0.0022115638,-8.045558657668261,7.326788,49.775167797973374,0.13583517,3.7041903e-07,1.0458145,1.0753273,457.6996801957353,478.0962524712388,-8.045558657668261,-8.045558657668261,200.0,49.775167797973374,0.10708153,1.1890774,500
0.002,0.00011031368,-7.3719726,-8.266699,0.0020952784,-7.538648840177285,7.0290046,48.64848927173411,0.062233835,1.8040691e-07,1.0430455,1.1283067,478.4635897797634,479.3654639587643,-7.538648840177285,-7.538648840177285,200.0,48.64848927173411,0.057417944,1.1820583,500
0.0019999996,0.00064541475,-6.372442,-7.4897366,0.06221745,-7.487895886730757,23.140537,48.342926429980686,0.74754107,8.173311e-05,1.6292956,2.3164673,23.37277962196369,306.8810864178598,-7.487895886730757,-7.487895886730757,200.0,48.342926429980686,109.64539,72.06235,500
0.0020000003,0.0010649774,-7.222366,-8.254811,0.011454118,-7.817591374554829,11.221338,45.0403073746336,0.7677905,8.85753e-06,1.3933285,1.4418907,155.76547880684612,358.85290723794236,-7.817591374554829,-7.817591374554829,200.0,45.0403073746336,4.60381,8.257793,500
0.002,0.0014788092,-7.457906,-8.396415,0.004508989,-7.632965559480491,7.514977,46.04096055200394,0.8204794,1.3102826e-06,1.1438321,1.1096488,376.8136344663405,437.12709711220003,-7.632965559480491,-7.632965559480491,200.0,46.04096055200394,0.4033445,2.501697,500
0.0019999999,0.0015321544,-8.025948,-8.951169,0.003102105,-8.181600685178058,7.496862,49.95535942969164,0.832358,5.166482e-07,1.1156529,1.0865197,442.90770049374913,448.1680561825666,-8.181600685178058,-8.181600685178058,200.0,49.95535942969164,0.15247908,1.6852493,500
0.0019999999,0.0015366826,-7.2946806,-8.247414,0.01415551,-7.4442719846541365,7.1383257,45.667156349292895,0.8068983,8.9489095e-07,1.1844349,1.0501821,408.73876970876256,422.14224176107314,-7.4442719846541365,-7.4442719846541365,200.0,45.667156349292895,0.24673986,7.432932,500
0.002,0.0019945318,-7.4667974,-8.341251,0.0020321875,-7.466816966330589,6.6917505,44.858835069715525,0.99774045,5.757255e-11,1.0000076,1.0004759,499.99279072362935,499.996185331838,-7.466816966330589,-7.466816966330589,200.0,44.858835069715525,1.44067935e-05,1.0165772,500
0.0020000003,1.6163338e-05,-7.25306,-8.205393,0.0030543634,-7.381114127839798,7.742275,43.87744341738815,0.00797436,1.3016329e-06,1.2066352,0.986722,377.42757329489376,414.3754340796622,-7.381114127839798,-7.381114127839798,200.0,43.87744341738815,0.31682408,1.5069038,500
0.002,0.0015366055,-7.3033457,-8.209192,0.0030916203,-7.437563050594739,6.893525,42.72120446153441,0.8375161,5.068644e-07,1.1051102,1.0900861,443.8674121745433,452.4435791755552,-7.437563050594739,-7.437563050594739,200.0,42.72120446153441,0.1505752,1.6850661,500
0.0020000006,0.0016444918,-7.4973226,-8.397776,0.008716727,-7.5541967076445875,6.898292,47.483829370362386,0.8637952,4.4094233e-07,1.0634392,1.0505315,450.4441564612959,470.1726027166922,-7.5541967076445875,-7.5541967076445875,200.0,47.483829370362386,0.1216578,4.578598,500
0.0019999999,3.003618e-08,-7.0573487,-8.097243,0.0034996185,-7.596116659423018,9.05863,49.29917986502344,1.5778567e-05,2.732574e-06,1.4082907,1.0506375,297.3045646226249,355.04032259771134,-7.596116659423018,-7.596116659423018,200.0,49.29917986502344,0.75408053,1.8384151,500
0.002,0.0013255366,-7.3164897,-8.292755,0.0062129525,-7.647952483299791,8.610524,48.51116014126935,0.79185313,2.847176e-06,1.2439933,1.1947662,292.33428966371815,401.9314309063443,-7.647952483299791,-7.647952483299791,200.0,48.51116014126935,1.016062,3.7115126,500
0.002,0.0013583085,-7.9727693,-8.856018,0.0022278093,-7.984199400351455,7.258112,50.743303194619784,0.6652529,1.4647621e-07,1.0130545,0.9795314,482.3714032772775,493.5568667741336,-7.984199400351455,-7.984199400351455,200.0,50.743303194619784,0.035135318,1.0911046,500
0.0019999999,0.0008162581,-5.6806316,-7.127739,0.31744683,-8.142791634818334,40.616688,51.90697369421534,0.7196029,0.00020105676,2.742299,1.7631749,9.772562074714239,182.32876335980865,-8.142791634818334,-8.142791634818334,200.0,51.90697369421534,156.26064,279.85715,500
0.0020000003,0.001617806,-7.7171154,-8.618105,0.007859846,-7.758597170249712,7.1943064,48.09537472776372,0.8678611,6.3181864e-07,1.058445,1.0728865,431.913631026288,472.391112392554,-7.758597170249712,-7.758597170249712,200.0,48.09537472776372,0.18181929,4.216361,500
0.002,1.7926475e-05,-7.217601,-8.164022,0.0028689844,-7.445738206926296,7.585398,47.91115722937876,0.008951111,1.0706485e-06,1.1647471,0.99864703,394.5934167406103,429.27773064662205,-7.445738206926296,-7.445738206926296,200.0,47.91115722937876,0.26693836,1.4325514,500
0.002,0.0017889084,-8.112736,-8.995333,0.0026684569,-8.131001458489528,7.346892,51.445033401574605,0.9156479,1.413883e-07,1.019105,1.0236946,482.96275126256216,490.6265996262431,-8.131001458489528,-8.131001458489528,200.0,51.445033401574605,0.037042003,1.3658425,500
0.002,0.001353925,-7.586881,-8.470093,0.0023153462,-7.6046947772808835,6.7797503,44.58476161729124,0.65602684,2.0414556e-07,1.0217987,0.9690741,475.7671474482898,489.3331586452684,-7.6046947772808835,-7.6046947772808835,200.0,44.58476161729124,0.0479285,1.121871,500
0.002,3.68613e-05,-7.39973,-8.296166,0.0023256827,-7.463971672384239,7.195373,46.74384902436236,0.018731983,3.8699693e-07,1.0429659,1.0163496,455.97314868839163,479.40206413692397,-7.463971672384239,-7.463971672384239,200.0,46.74384902436236,0.09993869,1.1818533,500
0.0020000003,0.0006249655,-7.6671004,-8.557575,0.0023611202,-7.710082528299637,7.169148,46.15876722517957,0.30917874,4.975478e-07,1.0376956,0.98942655,444.785121742167,481.83684858805844,-7.710082528299637,-7.710082528299637,200.0,46.15876722517957,0.121770464,1.1680776,500
0.002,0.0007548066,-7.5358434,-8.412696,0.0021795132,-7.553267492723157,7.111579,47.42211701730777,0.38143358,2.2397641e-07,1.0157942,1.010679,473.5376441848258,492.22570938326146,-7.553267492723157,-7.553267492723157,200.0,47.42211701730777,0.057196405,1.101394,500
0.0019999999,0.0009874967,-7.2736263,-8.313118,0.011992967,-7.922555470766049,13.33924,48.70505563064514,0.76577514,1.0138187e-05,1.4105918,1.5509422,141.6640058989253,354.46114571049435,-7.922555470766049,-7.922555470766049,200.0,48.70505563064514,6.096653,9.300199,500
0.0020000006,0.0017273367,-7.9154468,-8.793609,0.0020582392,-7.916019560568413,7.0631976,49.854024469985035,0.8597534,1.591144e-08,1.0011145,0.99546707,498.02274798755786,499.44337652598125,-7.916019560568413,-7.916019560568413,200.0,49.854024469985035,0.0039418763,1.0244546,500
0.0020000003,0.0012882515,-7.3584437,-8.3027,0.004494326,-7.5818283367085755,7.9724216,48.70157770240617,0.81467843,1.7788909e-06,1.1599318,1.2647816,346.3003161095526,431.0598339419702,-7.5818283367085755,-7.5818283367085755,200.0,48.70157770240617,0.7114109,2.8421707,500
0.0020000006,5.742244e-05,-7.4593496,-8.350393,0.0024414617,-7.4993709844693015,7.0397153,44.417233934327484,0.027631009,4.6605433e-07,1.0402402,0.9623767,447.91597820771983,480.6582317299222,-7.4993709844693015,-7.4993709844693015,200.0,44.417233934327484,0.10791126,1.1748029,500
0.0019999999,0.00049867085,-7.3915854,-8.289664,0.0023521634,-7.460318872618445,7.1166353,45.478157239274545,0.2557939,5.29773e-07,1.0529279,1.0259027,441.62646256397255,474.8663445493223,-7.460318872618445,-7.460318872618445,200.0,45.478157239274545,0.13939337,1.2065455,500
0.002,0.0015055953,-7.615153,-8.511375,0.0054294425,-7.677224963319221,8.521091,47.030947205594856,0.86088395,1.6989303e-06,1.0672268,1.1435795,351.15236666140487,468.503991098846,-7.677224963319221,-7.677224963319221,200.0,47.030947205594856,0.55545443,3.1044996,500
0.0019999999,0.0017789946,-7.635609,-8.512555,0.0030205983,-7.648507458038574,6.9154296,46.03324307172392,0.92510813,2.2600982e-07,1.0144969,1.0400348,473.31023427883906,492.855117560457,-7.648507458038574,-7.648507458038574,200.0,46.03324307172392,0.061117154,1.5707637,500
0.002,0.0015492787,-7.761815,-8.684381,0.00399885,-7.887584790538166,7.609899,47.2310933600599,0.8356237,9.0272937e-07,1.1088728,1.078726,408.08632094506424,450.90835753000545,-7.887584790538166,-7.887584790538166,200.0,47.2310933600599,0.26261526,2.156832,500
0.002,0.0013007034,-7.608111,-8.674074,0.053636573,-7.985838011769179,10.830001,49.96255269366351,0.7591191,6.1879527e-06,1.4755383,1.1672441,196.5490792745487,338.85939501581555,-7.985838011769179,-7.985838011769179,200.0,49.96255269366351,2.107707,31.303484,500
0.0019999999,0.0014800604,-7.8631673,-8.811091,0.008278663,-8.008658028108472,8.3362055,49.37107112892747,0.81217825,1.2888008e-06,1.167416,1.0974934,378.3420029803034,428.29634856343745,-8.008658028108472,-8.008658028108472,200.0,49.37107112892747,0.38808745,4.542889,500
0.0019999999,0.001685333,-7.625667,-8.521859,0.0037033558,-7.677606240345705,7.152603,48.01537979872574,0.87409407,2.5680313e-07,1.0513946,1.0372955,469.8929036700337,475.55885169818555,-7.677606240345705,-7.677606240345705,200.0,48.01537979872574,0.06907888,1.920737,500
0.002,0.0015513101,-6.6781907,-7.607505,0.0092551755,-6.771878746733757,7.2512913,42.03167752695903,0.8298217,9.3501797e-07,1.1211865,1.0698335,405.42062324114477,445.9561387037843,-6.771878746733757,-6.771878746733757,200.0,42.03167752695903,0.26754224,4.9507484,500
0.0019999999,0.0016326483,-7.927893,-8.86477,0.005897762,-8.071785567938052,7.394671,49.5550517181575,0.8214706,4.864827e-07,1.1412476,1.0063045,445.8801577253179,438.1170105454872,-8.071785567938052,-8.071785567938052,200.0,49.5550517181575,0.12315898,2.9674718,500
0.0019999999,1.0546491e-06,-8.148369,-9.097185,0.002919553,-8.303924485009238,7.2871532,45.26572700485881,0.0005197997,7.5410696e-07,1.1682758,0.9857301,420.8224096749181,427.98112040070987,-8.303924485009238,-8.303924485009238,200.0,45.26572700485881,0.18318461,1.4389457,500
0.002,5.7000666e-06,-6.5393033,-8.049013,0.029504685,-7.591737749577449,10.263418,50.71136738079998,0.0030015137,9.130405e-06,2.9623766,1.0531504,152.53035335110326,168.78340212415054,-7.591737749577449,-7.591737749577449,200.0,50.71136738079998,2.5316918,15.536435,500
0.0019999996,0.00017241448,-7.47067,-8.401605,0.0029377106,-7.660119957277046,7.585298,49.850503364134376,0.08289022,7.9583117e-07,1.1536788,0.9615227,417.1673039853482,433.3962025712771,-7.660119957277046,-7.660119957277046,200.0,49.850503364134376,0.18394165,1.4123378,500
