MaxNormIw,J,ESSClassic,AvgVanillaIw,MinVanillaIw,BatchSize,ESSRenyi,AvgNormIw,VarNormIw,AvgRet,AvgEpLen,eRenyi2,VarRet,VanillaAvgRet,VarVanillaIw,VarDiscRet,VarJ,AvgDiscRet,Bound,MinNormIw,MaxVanillaIw
0.02643118,-75.25247,51.10195613990982,1.2464771,1.0547352e-18,100,41.8439618670911,0.01,9.665377e-05,-1755.5122400206126,200.0,2.389831,4748736.6551930625,-1755.5122400206126,1.5017146,4748736.6551930625,204.7735,-1755.5122400206126,-824.4313,8.46173e-21,3.2945862
0.012652377,-18.284195,92.45312625405761,1.0264419,0.081656784,100,91.39181564334064,0.01,8.2453735e-06,-72.87893592923022,200.0,1.0941899,185354.3252200329,-72.87893592923022,0.08687187,185354.3252200329,61.69834,-72.87893592923022,-308.94025,0.0007955324,1.2986931
0.012145046,-14.764916,95.70977233829846,1.0051829,0.2393867,100,94.47025320539856,0.01,4.527811e-06,-30.703899689955893,200.0,1.0585343,42866.72192388159,-30.703899689955893,0.045748677,42866.72192388159,50.211437,-30.703899689955893,-194.74786,0.0023815238,1.2207992
0.011901044,-12.802527,96.01454043557237,0.9966557,0.14410427,100,95.74230978358875,0.01,4.1928183e-06,-36.82501101318963,200.0,1.0444703,79082.16510008655,-36.82501101318963,0.041648213,79082.16510008655,41.566723,-36.82501101318963,-255.33817,0.0014458782,1.1861244
0.013495068,-9.644567,94.43210619755783,1.0441594,0.44480383,100,92.03980334226857,0.01,5.955742e-06,-9.843369456254463,200.0,1.0864865,71.81606103337647,-9.843369456254463,0.06493362,71.81606103337647,9.043731,-9.843369456254463,-12.105049,0.0042599225,1.4091003
0.025213327,-7.3401117,56.24961218540931,0.94889975,9.761941e-07,100,56.470461518991094,0.01,7.856464e-05,-9.31150163143977,200.0,1.7708373,67.13987640716861,-9.31150163143977,0.70740455,67.13987640716861,9.138556,-9.31150163143977,-10.3049345,1.0287642e-08,2.392492
0.028288025,-9.009117,90.49247087174734,1.0329607,0.80290526,100,90.54184742062944,0.01,1.0612573e-05,-9.289092133533629,200.0,1.1044617,60.38433383897914,-9.289092133533629,0.11323698,60.38433383897914,7.6781635,-9.289092133533629,-11.448721,0.007772854,2.9220417
0.022896238,-8.00673,86.52554827773031,0.98038566,0.4875905,100,82.03308388790641,0.01,1.57301e-05,-8.470522682835904,200.0,1.2190204,54.914925057929814,-8.470522682835904,0.1511908,54.914925057929814,7.970273,-8.470522682835904,-10.626302,0.004973456,2.2447143
0.04709462,-6.419336,27.27732007152118,1.1821712,4.7525776e-19,100,25.660622908381026,0.01,0.00026929792,-9.674330213654123,200.0,3.8970215,63.06671534004115,-9.674330213654123,3.7635152,63.06671534004115,11.367387,-9.674330213654123,-10.982804,4.020211e-21,5.5673904
0.024305293,-6.956821,96.2241804965261,0.9868205,0.86955446,100,94.66304126424907,0.01,3.9636056e-06,-7.075080322715927,200.0,1.0563785,48.45002395654422,-7.075080322715927,0.038598184,48.45002395654422,6.901309,-7.075080322715927,-9.015403,0.008811678,2.3984962
0.12141973,-3.471382,10.67247400845364,0.77510977,,100,14.753197666279421,0.010000002,0.0008454443,-8.056266228958686,200.0,6.7781916,49.037552963381216,-8.056266228958686,5.079388,49.037552963381216,12.556841,-8.056266228958686,-8.798847,,9.411362
0.026255867,-6.756446,56.67204377204468,0.90923476,2.3353216e-05,100,56.71292252391803,0.009999999,7.722614e-05,-8.132172072282458,200.0,1.7632666,56.25747258776504,-8.132172072282458,0.6384345,56.25747258776504,8.147551,-8.132172072282458,-9.504568,2.5684471e-07,2.3872747
0.053846486,-6.021662,43.095194727674766,0.9469893,0.00087727036,100,43.815472301049184,0.009999998,0.00013337826,-7.661066027672453,200.0,2.2822988,52.60013831233721,-7.661066027672453,1.1961211,52.60013831233721,8.96682,-7.661066027672453,-9.203116,9.263783e-06,5.0992045
0.021890638,-7.4927926,94.33618718960939,0.9847162,0.6561688,100,96.1337505397677,0.01,6.0645284e-06,-7.572645498289834,200.0,1.0402174,53.70926654462453,-7.572645498289834,0.058805674,53.70926654462453,7.3324065,-7.572645498289834,-9.648312,0.0066635325,2.1556065
