ESSRenyi,IterType,MaxNormIw,EpsThisIter,MinNormIw,VarJ,VanillaAvgRet,J,VarVanillaIw,eRenyi2,VarRet,AvgDiscRet,AvgRet,Delta,MinVanillaIw,AvgEpLen,BatchSize,MaxVanillaIw,AvgNormIw,AvgVanillaIw,VarNormIw,VarDiscRet,Bound,ESSClassic
71.6822855729,1,0.37048,100,7.58061e-09,3992.68,1711.93282787,2113.98,128.552,6.97522,175384.344957,1711.93282787,1711.93282787,0.6,5.12255e-06,186.44,500,250.349,0.002,1.35149,0.000281524,175384.344957,1763.35,7.0185188237
500.0,2,0.01,100,0.01,486.115,1634.58204701,1634.58,,1.0,238694.58545,1634.58204701,1634.58204701,0.6,1.0,178.46,500,1.0,0.01,1.0,3.50449e-18,238694.58545,1323.76,100.0
500.0,2,0.005,100,0.005,478.73,1721.45822115,1678.02,,1.0,220488.372844,1721.45822115,1721.45822115,0.6,1.0,187.72,500,1.0,0.005,1.0,2.1793e-19,220488.372844,1458.24,200.000000102
500.0,2,0.00333333,100,0.00333333,492.139,1736.3750732,1697.47,,1.0,268654.053757,1736.3750732,1736.3750732,0.6,1.0,189.16,500,1.0,0.00333333,1.0,5.43914e-20,268654.053757,1518.02,299.999969474
500.0,2,0.0025,100,0.0025,475.078,1626.45557657,1679.72,,1.0,174154.734886,1626.45557657,1626.45557657,0.6,1.0,177.43,500,1.0,0.0025,1.0,5.4346e-20,174154.734886,1524.31,400.0
77.5973889502,1,0.513599,100,1.94221e-06,5710.35,1748.69173598,2338.86,482.442,6.44352,254775.369264,1748.69173598,1748.69173598,0.6,0.00185644,190.2,500,490.918,0.002,1.91168,0.00052805,254775.369264,1986.01,3.7665171486
500.0,2,0.01,100,0.01,405.371,1673.29028951,1673.29,,1.0,165985.70292,1673.29028951,1673.29028951,0.6,1.0,182.4,500,1.0,0.01,1.0,3.50449e-18,165985.70292,1447.82,100.0
500.0,2,0.005,100,0.005,412.186,1638.47044735,1655.88,,1.0,176628.560607,1638.47044735,1638.47044735,0.6,1.0,178.75,500,1.0,0.005,1.0,2.1793e-19,176628.560607,1496.45,200.000000102
500.0,2,0.00333333,100,0.00333333,414.918,1673.00907131,1661.59,,1.0,178263.30301,1673.00907131,1673.00907131,0.6,1.0,182.17,500,1.0,0.00333333,1.0,5.43914e-20,178263.30301,1531.17,299.999969474
500.0,2,0.0025,100,0.0025,416.548,1588.32500047,1643.27,,1.0,175304.624334,1588.32500047,1588.32500047,0.6,1.0,173.54,500,1.0,0.0025,1.0,5.4346e-20,175304.624334,1524.71,400.0
262.870475418,1,0.0111479,100,0.000284598,598.424,1717.42445371,1735.74,0.635893,1.90208,225517.330019,1717.42445371,1717.42445371,0.6,0.144784,186.96,500,5.67128,0.002,1.01746,2.45701e-06,225517.330019,1573.41,309.97686615
500.0,2,0.01,100,0.01,432.55,1648.82598431,1648.83,,1.0,188989.318838,1648.82598431,1648.82598431,0.6,1.0,179.78,500,1.0,0.01,1.0,3.50449e-18,188989.318838,1420.24,100.0
500.0,2,0.005,100,0.005,419.916,1702.5260272,1675.68,,1.0,165775.756435,1702.5260272,1702.5260272,0.6,1.0,185.55,500,1.0,0.005,1.0,2.1793e-19,165775.756435,1514.04,200.000000102
500.0,2,0.00333333,100,0.00333333,420.077,1695.36983199,1682.24,,1.0,178257.670383,1695.36983199,1695.36983199,0.6,1.0,184.63,500,1.0,0.00333333,1.0,5.43914e-20,178257.670383,1534.82,299.999969474
500.0,2,0.0025,100,0.0025,416.01,1647.95384173,1673.67,,1.0,163620.231188,1647.95384173,1647.95384173,0.6,1.0,179.87,500,1.0,0.0025,1.0,5.4346e-20,163620.231188,1546.0,400.0
46.5667494075,1,0.409817,100,5.49311e-08,7540.59,1741.25087495,2309.2,202.166,10.7373,165794.953323,1741.25087495,1741.25087495,0.6,4.23891e-05,189.72,500,316.247,0.002,1.54336,0.000339497,165794.953323,1935.02,5.83400395583
500.0,2,0.01,100,0.01,408.46,1674.35811772,1674.36,,1.0,168524.978548,1674.35811772,1674.35811772,0.6,1.0,182.57,500,1.0,0.01,1.0,3.50449e-18,168524.978548,1436.88,100.0
500.0,2,0.005,100,0.005,405.176,1711.29820024,1692.83,,1.0,162438.102482,1711.29820024,1711.29820024,0.6,1.0,186.72,500,1.0,0.005,1.0,2.1793e-19,162438.102482,1524.9,200.000000102
500.0,2,0.00333333,100,0.00333333,398.565,1605.35709361,1663.67,,1.0,144570.267594,1605.35709361,1605.35709361,0.6,1.0,175.25,500,1.0,0.00333333,1.0,5.43914e-20,144570.267594,1526.56,299.999969474
500.0,2,0.0025,100,0.0025,400.127,1621.82818247,1653.21,,1.0,164172.45391,1621.82818247,1621.82818247,0.6,1.0,176.75,500,1.0,0.0025,1.0,5.4346e-20,164172.45391,1525.92,400.0
500.0,1,0.002,100,0.002,393.394,1637.89796645,1650.15,,1.0,134545.402912,1637.89796645,1637.89796645,0.6,1.0,178.49,500,1.0,0.002,1.0,5.43187e-20,134545.402912,1536.29,500.000006643
500.0,2,0.01,100,0.01,412.637,1652.75021291,1652.75,,1.0,171988.785976,1652.75021291,1652.75021291,0.6,1.0,180.17,500,1.0,0.01,1.0,3.50449e-18,171988.785976,1403.35,100.0
500.0,2,0.005,100,0.005,418.618,1691.46344615,1672.11,,1.0,181276.236859,1691.46344615,1691.46344615,0.6,1.0,184.17,500,1.0,0.005,1.0,2.1793e-19,181276.236859,1495.76,200.000000102
500.0,2,0.00333333,100,0.00333333,455.829,1757.83847848,1700.68,,1.0,270664.164325,1757.83847848,1757.83847848,0.6,1.0,191.45,500,1.0,0.00333333,1.0,5.43914e-20,270664.164325,1537.76,299.999969474
500.0,2,0.0025,100,0.0025,455.285,1672.9765095,1693.76,,1.0,207294.524305,1672.9765095,1672.9765095,0.6,1.0,182.39,500,1.0,0.0025,1.0,5.4346e-20,207294.524305,1552.66,400.0
500.0,1,0.002,100,0.002,445.16,1696.11548919,1694.23,,1.0,163328.664644,1696.11548919,1696.11548919,0.6,1.0,184.76,500,1.0,0.002,1.0,5.43187e-20,163328.664644,1568.02,500.000006643
500.0,2,0.01,100,0.01,423.504,1658.88709023,1658.89,,1.0,181166.908524,1658.88709023,1658.88709023,0.6,1.0,180.51,500,1.0,0.01,1.0,3.50449e-18,181166.908524,1440.28,100.0
500.0,2,0.005,100,0.005,445.95,1649.45465607,1654.17,,1.0,220547.975162,1649.45465607,1649.45465607,0.6,1.0,179.49,500,1.0,0.005,1.0,2.1793e-19,220547.975162,1461.03,200.000000102
500.0,2,0.00333333,100,0.00333333,441.975,1713.02289623,1673.79,,1.0,187853.17648,1713.02289623,1713.02289623,0.6,1.0,186.56,500,1.0,0.00333333,1.0,5.43914e-20,187853.17648,1516.09,299.999969474
500.0,2,0.0025,100,0.0025,460.069,1716.46116925,1684.46,,1.0,261882.110331,1716.46116925,1716.46116925,0.6,1.0,187.02,500,1.0,0.0025,1.0,5.4346e-20,261882.110331,1520.24,400.0
500.0,1,0.002,100,0.002,453.884,1647.88980207,1677.14,,1.0,184172.140962,1647.88980207,1647.88980207,0.6,1.0,179.9,500,1.0,0.002,1.0,5.43187e-20,184172.140962,1530.26,500.000006643
500.0,2,0.01,100,0.01,384.53,1665.40036701,1665.4,,1.0,149356.963914,1665.40036701,1665.40036701,0.6,1.0,181.46,500,1.0,0.01,1.0,3.50449e-18,149356.963914,1416.0,100.0
500.0,2,0.005,100,0.005,447.041,1665.16310336,1665.28,,1.0,254372.12724,1665.16310336,1665.16310336,0.6,1.0,181.54,500,1.0,0.005,1.0,2.1793e-19,254372.12724,1464.2,200.000000102
500.0,2,0.00333333,100,0.00333333,451.686,1677.43885254,1669.33,,1.0,214413.759916,1677.43885254,1677.43885254,0.6,1.0,182.7,500,1.0,0.00333333,1.0,5.43914e-20,214413.759916,1505.15,299.999969474
500.0,2,0.0025,100,0.0025,451.676,1689.25273938,1674.31,,1.0,205744.458653,1689.25273938,1689.25273938,0.6,1.0,183.87,500,1.0,0.0025,1.0,5.4346e-20,205744.458653,1532.13,400.0
500.0,1,0.002,100,0.002,446.31,1706.83657788,1680.82,,1.0,180878.928439,1706.83657788,1706.83657788,0.6,1.0,186.06,500,1.0,0.002,1.0,5.43187e-20,180878.928439,1553.64,500.000006643
500.0,2,0.01,100,0.01,446.302,1684.4430906,1684.44,,1.0,201197.758378,1684.4430906,1684.4430906,0.6,1.0,183.31,500,1.0,0.01,1.0,3.50449e-18,201197.758378,1408.97,100.0
500.0,2,0.005,100,0.005,443.68,1629.69821702,1657.07,,1.0,194969.210867,1629.69821702,1629.69821702,0.6,1.0,177.74,500,1.0,0.005,1.0,2.1793e-19,194969.210867,1462.28,200.000000102
500.0,2,0.00333333,100,0.00333333,444.338,1640.98068874,1651.71,,1.0,200435.947088,1640.98068874,1640.98068874,0.6,1.0,178.82,500,1.0,0.00333333,1.0,5.43914e-20,200435.947088,1492.66,299.999969474
500.0,2,0.0025,100,0.0025,445.805,1658.50874994,1653.41,,1.0,204671.125061,1658.50874994,1658.50874994,0.6,1.0,180.93,500,1.0,0.0025,1.0,5.4346e-20,204671.125061,1515.67,400.0
500.0,1,0.002,100,0.002,434.898,1651.49236246,1653.02,,1.0,152231.416385,1651.49236246,1651.49236246,0.6,1.0,179.87,500,1.0,0.002,1.0,5.43187e-20,152231.416385,1529.83,500.000006643
500.0,2,0.01,100,0.01,475.694,1664.35627167,1664.36,,1.0,228570.84062,1664.35627167,1664.35627167,0.6,1.0,181.52,500,1.0,0.01,1.0,3.50449e-18,228570.84062,1384.52,100.0
500.0,2,0.005,100,0.005,416.595,1642.52108617,1653.44,,1.0,121797.443554,1642.52108617,1642.52108617,0.6,1.0,178.75,500,1.0,0.005,1.0,2.1793e-19,121797.443554,1455.56,200.000000102
500.0,2,0.00333333,100,0.00333333,420.628,1624.0834142,1643.65,,1.0,184956.314582,1624.0834142,1624.0834142,0.6,1.0,177.45,500,1.0,0.00333333,1.0,5.43914e-20,184956.314582,1482.09,299.999969474
500.0,2,0.0025,100,0.0025,424.265,1684.57564483,1653.88,,1.0,189861.719567,1684.57564483,1684.57564483,0.6,1.0,183.42,500,1.0,0.0025,1.0,5.4346e-20,189861.719567,1513.96,400.0
500.0,1,0.002,100,0.002,419.705,1657.99341554,1654.71,,1.0,162369.895672,1657.99341554,1657.99341554,0.6,1.0,181.12,500,1.0,0.002,1.0,5.43187e-20,162369.895672,1529.56,500.000006643
500.0,2,0.01,100,0.01,381.352,1669.9574233,1669.96,,1.0,146898.65498,1669.9574233,1669.9574233,0.6,1.0,182.12,500,1.0,0.01,1.0,3.50449e-18,146898.65498,1432.57,100.0
500.0,2,0.005,100,0.005,420.461,1685.80742295,1677.88,,1.0,210120.64578,1685.80742295,1685.80742295,0.6,1.0,183.44,500,1.0,0.005,1.0,2.1793e-19,210120.64578,1508.16,200.000000102
500.0,2,0.00333333,100,0.00333333,417.055,1650.46865028,1668.74,,1.0,169422.215382,1650.46865028,1650.46865028,0.6,1.0,179.92,500,1.0,0.00333333,1.0,5.43914e-20,169422.215382,1530.17,299.999969474
500.0,2,0.0025,100,0.0025,408.487,1659.13192123,1666.34,,1.0,147044.115534,1659.13192123,1659.13192123,0.6,1.0,180.69,500,1.0,0.0025,1.0,5.4346e-20,147044.115534,1546.33,400.0
500.0,1,0.002,100,0.002,402.984,1670.31762223,1667.14,,1.0,145981.661216,1670.31762223,1670.31762223,0.6,1.0,181.96,500,1.0,0.002,1.0,5.43187e-20,145981.661216,1559.79,500.000006643
500.0,2,0.01,100,0.01,528.106,1718.87731371,1718.88,,1.0,281713.56012,1718.87731371,1718.87731371,0.6,1.0,187.23,500,1.0,0.01,1.0,3.50449e-18,281713.56012,1391.76,100.0
500.0,2,0.005,100,0.005,467.722,1629.6429357,1674.26,,1.0,156211.290792,1629.6429357,1629.6429357,0.6,1.0,177.43,500,1.0,0.005,1.0,2.1793e-19,156211.290792,1442.95,200.000000102
500.0,2,0.00333333,100,0.00333333,451.787,1716.52135153,1688.35,,1.0,175371.468952,1716.52135153,1716.52135153,0.6,1.0,186.87,500,1.0,0.00333333,1.0,5.43914e-20,175371.468952,1499.48,299.999969474
500.0,2,0.0025,100,0.0025,447.803,1646.41049555,1677.86,,1.0,190359.199424,1646.41049555,1646.41049555,0.6,1.0,179.47,500,1.0,0.0025,1.0,5.4346e-20,190359.199424,1514.3,400.0
500.0,1,0.002,100,0.002,453.856,1695.89362293,1681.47,,1.0,229854.656461,1695.89362293,1695.89362293,0.6,1.0,184.41,500,1.0,0.002,1.0,5.43187e-20,229854.656461,1535.18,500.000006643
500.0,2,0.01,100,0.01,433.132,1664.91610759,1664.92,,1.0,189498.530087,1664.91610759,1664.91610759,0.6,1.0,181.62,500,1.0,0.01,1.0,3.50449e-18,189498.530087,1395.83,100.0
500.0,2,0.005,100,0.005,432.627,1625.8178758,1645.37,,1.0,187842.228599,1625.8178758,1625.8178758,0.6,1.0,177.06,500,1.0,0.005,1.0,2.1793e-19,187842.228599,1455.1,200.000000102
500.0,2,0.00333333,100,0.00333333,433.74,1636.15728122,1642.3,,1.0,191921.68103,1636.15728122,1636.15728122,0.6,1.0,178.54,500,1.0,0.00333333,1.0,5.43914e-20,191921.68103,1481.2,299.999969474
500.0,2,0.0025,100,0.0025,427.443,1677.29580498,1651.05,,1.0,167191.937503,1677.29580498,1677.29580498,0.6,1.0,182.69,500,1.0,0.0025,1.0,5.4346e-20,167191.937503,1511.53,400.0
500.0,1,0.002,100,0.002,422.718,1624.56480617,1645.75,,1.0,163697.115141,1624.56480617,1624.56480617,0.6,1.0,177.3,500,1.0,0.002,1.0,5.43187e-20,163697.115141,1520.96,500.000006643
500.0,2,0.01,100,0.01,458.516,1688.87899554,1688.88,,1.0,212360.695895,1688.87899554,1688.87899554,0.6,1.0,183.85,500,1.0,0.01,1.0,3.50449e-18,212360.695895,1415.99,100.0
500.0,2,0.005,100,0.005,438.406,1618.51468386,1653.7,,1.0,173421.260884,1618.51468386,1618.51468386,0.6,1.0,176.43,500,1.0,0.005,1.0,2.1793e-19,173421.260884,1460.73,200.000000102
500.0,2,0.00333333,100,0.00333333,423.741,1559.61559305,1622.34,,1.0,149867.069137,1559.61559305,1559.61559305,0.6,1.0,170.35,500,1.0,0.00333333,1.0,5.43914e-20,149867.069137,1464.78,299.999969474
500.0,2,0.0025,100,0.0025,413.647,1625.28768998,1623.07,,1.0,147212.095979,1625.28768998,1625.28768998,0.6,1.0,177.47,500,1.0,0.0025,1.0,5.4346e-20,147212.095979,1486.63,400.0
500.0,1,0.002,100,0.002,417.554,1682.38589383,1634.94,,1.0,186392.773139,1682.38589383,1682.38589383,0.6,1.0,183.32,500,1.0,0.002,1.0,5.43187e-20,186392.773139,1512.9,500.000006643
500.0,2,0.01,100,0.01,387.113,1641.18263839,1641.18,,1.0,151370.538762,1641.18263839,1641.18263839,0.6,1.0,178.96,500,1.0,0.01,1.0,3.50449e-18,151370.538762,1406.23,100.0
500.0,2,0.005,100,0.005,409.126,1635.02961953,1638.11,,1.0,186759.339759,1635.02961953,1635.02961953,0.6,1.0,178.42,500,1.0,0.005,1.0,2.1793e-19,186759.339759,1446.12,200.000000102
500.0,2,0.00333333,100,0.00333333,402.377,1659.84468132,1645.35,,1.0,152161.70487,1659.84468132,1659.84468132,0.6,1.0,181.05,500,1.0,0.00333333,1.0,5.43914e-20,152161.70487,1488.6,299.999969474
500.0,2,0.0025,100,0.0025,405.891,1653.16893797,1647.31,,1.0,174971.045519,1653.16893797,1653.16893797,0.6,1.0,180.03,500,1.0,0.0025,1.0,5.4346e-20,174971.045519,1511.55,400.0
500.0,1,0.002,100,0.002,399.24,1618.70526959,1641.59,,1.0,138703.640332,1618.70526959,1618.70526959,0.6,1.0,176.38,500,1.0,0.002,1.0,5.43187e-20,138703.640332,1520.16,500.000006643
500.0,2,0.01,100,0.01,405.697,1679.05549938,1679.06,,1.0,166252.289158,1679.05549938,1679.05549938,0.6,1.0,182.65,500,1.0,0.01,1.0,3.50449e-18,166252.289158,1442.73,100.0
500.0,2,0.005,100,0.005,414.13,1610.6102482,1644.83,,1.0,177853.598933,1610.6102482,1610.6102482,0.6,1.0,175.82,500,1.0,0.005,1.0,2.1793e-19,177853.598933,1467.99,200.000000102
500.0,2,0.00333333,100,0.00333333,415.065,1627.03633083,1638.9,,1.0,175372.181683,1627.03633083,1627.03633083,0.6,1.0,177.46,500,1.0,0.00333333,1.0,5.43914e-20,175372.181683,1494.1,299.999969474
500.0,2,0.0025,100,0.0025,425.187,1713.97481883,1657.67,,1.0,204112.928063,1713.97481883,1713.97481883,0.6,1.0,186.53,500,1.0,0.0025,1.0,5.4346e-20,204112.928063,1522.0,400.0
500.0,1,0.002,100,0.002,438.72,1761.66846519,1678.47,,1.0,232916.55641,1761.66846519,1761.66846519,0.6,1.0,191.64,500,1.0,0.002,1.0,5.43187e-20,232916.55641,1557.12,500.000006643
500.0,2,0.01,100,0.01,473.958,1718.39008334,1718.39,,1.0,226904.9613,1718.39008334,1718.39008334,0.6,1.0,187.01,500,1.0,0.01,1.0,3.50449e-18,226904.9613,1431.94,100.0
500.0,2,0.005,100,0.005,448.679,1703.30591495,1710.85,,1.0,179673.487618,1703.30591495,1703.30591495,0.6,1.0,185.55,500,1.0,0.005,1.0,2.1793e-19,179673.487618,1508.3,200.000000102
500.0,2,0.00333333,100,0.00333333,443.418,1714.51085193,1712.07,,1.0,189113.288772,1714.51085193,1714.51085193,0.6,1.0,186.63,500,1.0,0.00333333,1.0,5.43914e-20,189113.288772,1546.69,299.999969474
500.0,2,0.0025,100,0.0025,431.93,1658.03617188,1698.56,,1.0,155762.839259,1658.03617188,1658.03617188,0.6,1.0,180.76,500,1.0,0.0025,1.0,5.4346e-20,155762.839259,1555.34,400.0
500.0,1,0.002,100,0.002,437.023,1746.20151647,1708.09,,1.0,208966.199114,1746.20151647,1746.20151647,0.6,1.0,189.73,500,1.0,0.002,1.0,5.43187e-20,208966.199114,1579.99,500.000006643
500.0,2,0.01,100,0.01,422.881,1683.59488956,1683.59,,1.0,180634.792879,1683.59488956,1683.59488956,0.6,1.0,183.73,500,1.0,0.01,1.0,3.50449e-18,180634.792879,1431.52,100.0
500.0,2,0.005,100,0.005,421.045,1683.33804871,1683.47,,1.0,177504.998636,1683.33804871,1683.33804871,0.6,1.0,183.36,500,1.0,0.005,1.0,2.1793e-19,177504.998636,1505.22,200.000000102
500.0,2,0.00333333,100,0.00333333,422.746,1688.84919012,1685.26,,1.0,183398.116796,1688.84919012,1688.84919012,0.6,1.0,183.92,500,1.0,0.00333333,1.0,5.43914e-20,183398.116796,1539.72,299.999969474
500.0,2,0.0025,100,0.0025,420.663,1672.23661175,1682.0,,1.0,173294.49236,1672.23661175,1672.23661175,0.6,1.0,182.14,500,1.0,0.0025,1.0,5.4346e-20,173294.49236,1555.96,400.0
500.0,1,0.002,100,0.002,413.284,1671.60420855,1679.92,,1.0,147578.29122,1671.60420855,1671.60420855,0.6,1.0,181.92,500,1.0,0.002,1.0,5.43187e-20,147578.29122,1562.42,500.000006643
500.0,2,0.01,100,0.01,403.494,1679.55063573,1679.55,,1.0,164452.098509,1679.55063573,1679.55063573,0.6,1.0,183.24,500,1.0,0.01,1.0,3.50449e-18,164452.098509,1454.32,100.0
500.0,2,0.005,100,0.005,420.769,1606.27769226,1642.91,,1.0,190505.960919,1606.27769226,1606.27769226,0.6,1.0,175.61,500,1.0,0.005,1.0,2.1793e-19,190505.960919,1465.2,200.000000102
500.0,2,0.00333333,100,0.00333333,436.133,1697.68107942,1661.17,,1.0,216709.643857,1697.68107942,1697.68107942,0.6,1.0,185.18,500,1.0,0.00333333,1.0,5.43914e-20,216709.643857,1516.07,299.999969474
500.0,2,0.0025,100,0.0025,435.613,1644.03348868,1656.89,,1.0,190079.286448,1644.03348868,1644.03348868,0.6,1.0,179.1,500,1.0,0.0025,1.0,5.4346e-20,190079.286448,1531.23,400.0
500.0,1,0.002,100,0.002,429.419,1664.58672289,1658.43,,1.0,164566.791918,1664.58672289,1664.58672289,0.6,1.0,181.36,500,1.0,0.002,1.0,5.43187e-20,164566.791918,1542.0,500.000006643
500.0,2,0.01,100,0.01,445.227,1724.66424256,1724.66,,1.0,200229.298703,1724.66424256,1724.66424256,0.6,1.0,187.71,500,1.0,0.01,1.0,3.50449e-18,200229.298703,1470.01,100.0
500.0,2,0.005,100,0.005,428.469,1639.40472536,1682.03,,1.0,166979.856703,1639.40472536,1639.40472536,0.6,1.0,178.67,500,1.0,0.005,1.0,2.1793e-19,166979.856703,1501.97,200.000000102
500.0,2,0.00333333,100,0.00333333,418.723,1700.38924568,1688.15,,1.0,160193.019881,1700.38924568,1700.38924568,0.6,1.0,185.33,500,1.0,0.00333333,1.0,5.43914e-20,160193.019881,1541.13,299.999969474
500.0,2,0.0025,100,0.0025,415.724,1653.40852593,1679.47,,1.0,166074.646977,1653.40852593,1653.40852593,0.6,1.0,180.17,500,1.0,0.0025,1.0,5.4346e-20,166074.646977,1552.14,400.0
500.0,1,0.002,100,0.002,427.32,1805.66055534,1704.71,,1.0,211078.202112,1805.66055534,1805.66055534,0.6,1.0,196.37,500,1.0,0.002,1.0,5.43187e-20,211078.202112,1590.82,500.000006643
500.0,2,0.01,100,0.01,461.612,1657.63622417,1657.64,,1.0,215237.785873,1657.63622417,1657.63622417,0.6,1.0,180.6,500,1.0,0.01,1.0,3.50449e-18,215237.785873,1402.38,100.0
500.0,2,0.005,100,0.005,453.622,1651.4742655,1654.56,,1.0,200445.204175,1651.4742655,1651.4742655,0.6,1.0,180.06,500,1.0,0.005,1.0,2.1793e-19,200445.204175,1464.54,200.000000102
500.0,2,0.00333333,100,0.00333333,448.609,1661.66058937,1656.92,,1.0,194113.489642,1661.66058937,1661.66058937,0.6,1.0,181.22,500,1.0,0.00333333,1.0,5.43914e-20,194113.489642,1475.69,299.999969474
500.0,2,0.0025,100,0.0025,442.222,1649.25994343,1655.01,,1.0,180249.204376,1649.25994343,1649.25994343,0.6,1.0,179.83,500,1.0,0.0025,1.0,5.4346e-20,180249.204376,1498.05,400.0
500.0,1,0.002,100,0.002,431.645,1626.42344332,1649.29,,1.0,150193.671226,1626.42344332,1626.42344332,0.6,1.0,177.36,500,1.0,0.002,1.0,5.43187e-20,150193.671226,1508.91,500.000006643
500.0,2,0.01,100,0.01,447.599,1654.70519864,1654.71,,1.0,202368.376792,1654.70519864,1654.70519864,0.6,1.0,180.52,500,1.0,0.01,1.0,3.50449e-18,202368.376792,1401.88,100.0
500.0,2,0.005,100,0.005,446.448,1689.07424522,1671.89,,1.0,199693.042369,1689.07424522,1689.07424522,0.6,1.0,183.95,500,1.0,0.005,1.0,2.1793e-19,199693.042369,1493.11,200.000000102
500.0,2,0.00333333,100,0.00333333,433.024,1622.25944928,1655.35,,1.0,163894.559263,1622.25944928,1622.25944928,0.6,1.0,176.97,500,1.0,0.00333333,1.0,5.43914e-20,163894.559263,1509.38,299.999969474
500.0,2,0.0025,100,0.0025,428.523,1603.36465133,1642.35,,1.0,171688.890278,1603.36465133,1603.36465133,0.6,1.0,174.81,500,1.0,0.0025,1.0,5.4346e-20,171688.890278,1515.94,400.0
500.0,1,0.002,100,0.002,427.024,1671.40677979,1648.16,,1.0,178328.104145,1671.40677979,1671.40677979,0.6,1.0,182.28,500,1.0,0.002,1.0,5.43187e-20,178328.104145,1532.16,500.000006643
500.0,2,0.01,100,0.01,448.32,1707.09444521,1707.09,,1.0,203021.191112,1707.09444521,1707.09444521,0.6,1.0,186.01,500,1.0,0.01,1.0,3.50449e-18,203021.191112,1434.67,100.0
500.0,2,0.005,100,0.005,469.615,1601.67083975,1654.38,,1.0,236896.923344,1601.67083975,1601.67083975,0.6,1.0,174.76,500,1.0,0.005,1.0,2.1793e-19,236896.923344,1461.75,200.000000102
500.0,2,0.00333333,100,0.00333333,459.585,1646.10576578,1651.62,,1.0,194478.858719,1646.10576578,1646.10576578,0.6,1.0,179.47,500,1.0,0.00333333,1.0,5.43914e-20,194478.858719,1494.34,299.999969474
500.0,2,0.0025,100,0.0025,461.325,1679.37591301,1658.56,,1.0,219243.280599,1679.37591301,1679.37591301,0.6,1.0,183.11,500,1.0,0.0025,1.0,5.4346e-20,219243.280599,1516.02,400.0
500.0,1,0.002,100,0.002,452.543,1630.94194511,1653.04,,1.0,173821.183059,1630.94194511,1630.94194511,0.6,1.0,177.79,500,1.0,0.002,1.0,5.43187e-20,173821.183059,1525.55,500.000006643
500.0,2,0.01,100,0.01,445.339,1687.0706701,1687.07,,1.0,200329.743195,1687.0706701,1687.0706701,0.6,1.0,183.98,500,1.0,0.01,1.0,3.50449e-18,200329.743195,1428.43,100.0
500.0,2,0.005,100,0.005,433.832,1607.77996291,1647.43,,1.0,176718.188469,1607.77996291,1607.77996291,0.6,1.0,175.56,500,1.0,0.005,1.0,2.1793e-19,176718.188469,1464.54,200.000000102
500.0,2,0.00333333,100,0.00333333,433.282,1682.95274414,1659.27,,1.0,187816.165803,1682.95274414,1682.95274414,0.6,1.0,183.63,500,1.0,0.00333333,1.0,5.43914e-20,187816.165803,1509.94,299.999969474
500.0,2,0.0025,100,0.0025,427.268,1584.25387499,1640.51,,1.0,164454.170837,1584.25387499,1584.25387499,0.6,1.0,172.8,500,1.0,0.0025,1.0,5.4346e-20,164454.170837,1511.19,400.0
500.0,1,0.002,100,0.002,418.185,1678.89023139,1648.19,,1.0,144428.035401,1678.89023139,1678.89023139,0.6,1.0,182.85,500,1.0,0.002,1.0,5.43187e-20,144428.035401,1532.52,500.000006643
500.0,2,0.01,100,0.01,442.434,1639.01656312,1639.02,,1.0,197725.539673,1639.01656312,1639.01656312,0.6,1.0,178.93,500,1.0,0.01,1.0,3.50449e-18,197725.539673,1383.14,100.0
500.0,2,0.005,100,0.005,454.532,1643.57658512,1641.3,,1.0,219637.077734,1643.57658512,1643.57658512,0.6,1.0,179.59,500,1.0,0.005,1.0,2.1793e-19,219637.077734,1460.36,200.000000102
500.0,2,0.00333333,100,0.00333333,433.612,1658.94415319,1647.18,,1.0,152173.820691,1658.94415319,1658.94415319,0.6,1.0,180.72,500,1.0,0.00333333,1.0,5.43914e-20,152173.820691,1499.45,299.999969474
500.0,2,0.0025,100,0.0025,441.25,1739.78324227,1670.33,,1.0,210419.633698,1739.78324227,1739.78324227,0.6,1.0,189.3,500,1.0,0.0025,1.0,5.4346e-20,210419.633698,1542.39,400.0
500.0,1,0.002,100,0.002,442.982,1639.39457999,1664.14,,1.0,203629.029591,1639.39457999,1639.39457999,0.6,1.0,178.99,500,1.0,0.002,1.0,5.43187e-20,203629.029591,1530.18,500.000006643
500.0,2,0.01,100,0.01,432.158,1614.37701339,1614.38,,1.0,188647.194086,1614.37701339,1614.37701339,0.6,1.0,176.16,500,1.0,0.01,1.0,3.50449e-18,188647.194086,1390.3,100.0
500.0,2,0.005,100,0.005,420.778,1680.1030585,1647.24,,1.0,166855.350801,1680.1030585,1680.1030585,0.6,1.0,182.81,500,1.0,0.005,1.0,2.1793e-19,166855.350801,1488.8,200.000000102
500.0,2,0.00333333,100,0.00333333,404.274,1643.41240854,1645.96,,1.0,137571.81055,1643.41240854,1643.41240854,0.6,1.0,179.12,500,1.0,0.00333333,1.0,5.43914e-20,137571.81055,1516.59,299.999969474
500.0,2,0.0025,100,0.0025,404.099,1593.07132946,1632.74,,1.0,162395.230846,1593.07132946,1593.07132946,0.6,1.0,173.67,500,1.0,0.0025,1.0,5.4346e-20,162395.230846,1520.7,400.0
500.0,1,0.002,100,0.002,411.639,1703.7308328,1646.94,,1.0,191937.68693,1703.7308328,1703.7308328,0.6,1.0,185.36,500,1.0,0.002,1.0,5.43187e-20,191937.68693,1543.88,500.000006643
