IterType,EpsThisIter,VarNormIw,BatchSize,AvgEpLen,eRenyi2,J,AvgNormIw,Delta,AvgDiscRet,Bound,MinVanillaIw,VanillaAvgRet,VarJ,ESSClassic,MaxNormIw,VarVanillaIw,MaxVanillaIw,VarDiscRet,AvgVanillaIw,VarRet,AvgRet,MinNormIw,ESSRenyi
1,100,3.8844433e-07,500,500.0,1.0971425,4994.926,0.002,0.95,4999.652688091716,4941.193,0.11071831,4999.652688091716,105.786125,455.8230265866993,0.004298568,0.09734192,2.1518366,0.11687955329310042,1.0011878,0.11687955329310042,4999.652688091716,0.00022117392,455.72933247771664
2,100,3.5044917e-18,500,500.0,1.0,4999.711,0.009999998,0.95,4999.711188973109,4885.003,1.0,4999.711188973109,0.3007661,100.0,0.01,,1.0,0.09136088255379327,1.0,0.09136088255379327,4999.711188973109,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.6787,0.0049999994,0.95,4999.646497628863,4918.568,1.0,4999.646497628863,0.32381135,200.00000010221265,0.005,,1.0,0.11834233562035287,1.0,0.11834233562035287,4999.646497628863,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.669,0.0033333336,0.95,4999.649820480356,4933.4424,1.0,4999.649820480356,0.34484053,299.999969473632,0.0033333334,,1.0,0.14795037264143904,1.0,0.14795037264143904,4999.649820480356,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.673,0.0024999997,0.95,4999.6850269094175,4942.319,1.0,4999.6850269094175,0.3417221,400.0,0.0025,,1.0,0.11127647128613448,1.0,0.11127647128613448,4999.6850269094175,0.0025,500.0
1,100,5.431875e-20,500,500.0,1.0,4999.6826,0.0020000003,0.95,4999.716464848745,4948.384,1.0,4999.716464848745,0.34245554,500.00000664260017,0.002,,1.0,0.11898542035691927,1.0,0.11898542035691927,4999.716464848745,0.002,500.0
2,100,3.5044917e-18,500,500.0,1.0,4999.6987,0.009999998,0.95,4999.699078728935,4884.9907,1.0,4999.699078728935,0.30720958,100.0,0.01,,1.0,0.09534097367055576,1.0,0.09534097367055576,4999.699078728935,0.01,500.0
2,100,2.179301e-19,500,490.02,1.0,4949.678,0.0049999994,0.95,4899.657987947966,4868.5674,1.0,4899.657987947966,497.4615,200.00000010221265,0.005,,1.0,494880.51828307065,1.0,494880.51828307065,4899.657987947966,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4966.342,0.0033333336,0.95,4999.669075906833,4900.115,1.0,4999.669075906833,406.85873,299.999969473632,0.0033333334,,1.0,0.11593341480742858,1.0,0.11593341480742858,4999.669075906833,0.0033333334,500.0
2,100,5.434597e-20,500,495.02,1.0,4962.193,0.0024999997,0.95,4949.745175290908,4904.839,1.0,4949.745175290908,431.07028,400.0,0.0025,,1.0,248967.32986028452,1.0,248967.32986028452,4949.745175290908,0.0025,500.0
1,100,9.881683e-07,500,500.0,1.261948,4991.525,0.002,0.95,4999.667890108568,4933.8975,0.0254487,4999.667890108568,132.31918,401.1077077152542,0.0049171974,0.26313868,2.5374327,0.096519474098629,1.0320646,0.096519474098629,4999.667890108568,4.9316102e-05,396.21284250585234
2,100,3.5044917e-18,500,495.01,1.0,4949.7305,0.009999998,0.95,4949.730467406461,4835.0225,1.0,4949.730467406461,497.46667,100.0,0.01,,1.0,249972.8557505983,1.0,249972.8557505983,4949.730467406461,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4974.719,0.0049999994,0.95,4999.707872367885,4893.6084,1.0,4999.707872367885,352.6486,200.00000010221265,0.005,,1.0,0.07906125437681849,1.0,0.07906125437681849,4999.707872367885,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4983.0586,0.0033333336,0.95,4999.73682220059,4916.832,1.0,4999.73682220059,288.1778,299.999969473632,0.0033333334,,1.0,0.0792890333059791,1.0,0.0792890333059791,4999.73682220059,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.219,0.0024999997,0.95,4999.702016206077,4929.865,1.0,4999.702016206077,249.67345,400.0,0.0025,,1.0,0.0694525285130393,1.0,0.0694525285130393,4999.702016206077,0.0025,500.0
1,100,2.7187968e-07,500,500.0,1.0698864,4993.6157,0.002,0.95,4999.673175164112,4940.5547,0.2445636,4999.673175164112,136.08536,468.23759741666396,0.0035491898,0.06870926,1.7842205,0.11702162142351097,1.005424,0.11702162142351097,4999.673175164112,0.00048648845,467.3393161206562
2,100,3.5044917e-18,500,500.0,1.0,4999.6836,0.009999998,0.95,4999.683815855503,4884.9756,1.0,4999.683815855503,0.3099609,100.0,0.01,,1.0,0.09703776190429533,1.0,0.09703776190429533,4999.683815855503,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.6777,0.0049999994,0.95,4999.671881483639,4918.567,1.0,4999.671881483639,0.31414443,200.00000010221265,0.005,,1.0,0.10223765283719102,1.0,0.10223765283719102,4999.671881483639,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.682,0.0033333336,0.95,4999.68947600624,4933.4556,1.0,4999.68947600624,0.31374362,299.999969473632,0.0033333334,,1.0,0.09881976957460999,1.0,0.09881976957460999,4999.68947600624,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.6704,0.0024999997,0.95,4999.635539193916,4942.3164,1.0,4999.635539193916,0.31671265,400.0,0.0025,,1.0,0.10536908859420617,1.0,0.10536908859420617,4999.635539193916,0.0025,500.0
1,100,5.431875e-20,500,500.0,1.0,4999.6865,0.0020000003,0.95,4999.750111199416,4948.3877,1.0,4999.750111199416,0.3070144,500.00000664260017,0.002,,1.0,0.06560701362397699,1.0,0.06560701362397699,4999.750111199416,0.002,500.0
2,100,3.5044917e-18,500,495.01,1.0,4949.695,0.009999998,0.95,4949.694872747998,4834.987,1.0,4949.694872747998,497.46313,100.0,0.01,,1.0,249969.27062544654,1.0,249969.27062544654,4949.694872747998,0.01,500.0
2,100,2.179301e-19,500,495.02,1.0,4949.7393,0.0049999994,0.95,4949.783483251105,4868.6284,1.0,4949.783483251105,496.9664,200.00000010221265,0.005,,1.0,248971.17918833683,1.0,248971.17918833683,4949.783483251105,0.005,500.0
2,100,5.4391416e-20,500,485.03,1.0,4916.3906,0.0033333336,0.95,4849.692489514665,4850.164,1.0,4849.692489514665,639.7999,299.999969473632,0.0033333334,,1.0,734755.3995211252,1.0,734755.3995211252,4849.692489514665,0.0033333334,500.0
2,100,5.434597e-20,500,485.04,1.0,4899.7437,0.0024999997,0.95,4849.80391043686,4842.3896,1.0,4849.80391043686,699.6073,400.0,0.0025,,1.0,733782.1733766114,1.0,733782.1733766114,4849.80391043686,0.0025,500.0
1,100,3.559068e-06,500,500.0,1.8893486,4981.8174,0.002,0.95,4999.642359627305,4911.305,7.871847e-09,4999.642359627305,219.90594,264.8322446370053,0.0069899885,0.8962269,3.5076585,0.13378463447220096,1.0036235,0.13378463447220096,4999.642359627305,1.5686853e-11,264.6414711838377
2,100,3.5044917e-18,500,500.0,1.0,4999.6567,0.009999998,0.95,4999.656470906361,4884.9487,1.0,4999.656470906361,0.3305063,100.0,0.01,,1.0,0.11034237607850743,1.0,0.11034237607850743,4999.656470906361,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.667,0.0049999994,0.95,4999.6768338562,4918.556,1.0,4999.6768338562,0.30780458,200.00000010221265,0.005,,1.0,0.08086677001484308,1.0,0.08086677001484308,4999.6768338562,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.666,0.0033333336,0.95,4999.664590412729,4933.4395,1.0,4999.664590412729,0.30925068,299.999969473632,0.0033333334,,1.0,0.09839186769704587,1.0,0.09839186769704587,4999.664590412729,0.0033333334,500.0
2,100,5.434597e-20,500,495.02,1.0,4987.201,0.0024999997,0.95,4949.806451700493,4929.847,1.0,4949.806451700493,249.17294,400.0,0.0025,,1.0,248973.5490860772,1.0,248973.5490860772,4949.806451700493,0.0025,500.0
1,100,8.4672837e-07,500,490.02,1.2305937,4984.861,0.002,0.95,4899.641237868191,4927.954,0.034944378,4899.641237868191,217.94385,412.7937593895448,0.0064117284,0.22469386,3.3029246,494877.1240598868,1.0302758,494877.1240598868,4899.641237868191,6.783499e-05,406.30795329405265
2,100,3.5044917e-18,500,495.01,1.0,4949.721,0.009999998,0.95,4949.72161171317,4835.013,1.0,4949.72161171317,497.4658,100.0,0.01,,1.0,249971.9564807547,1.0,249971.9564807547,4949.72161171317,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4974.6973,0.0049999994,0.95,4999.673904665976,4893.5864,1.0,4999.673904665976,352.6471,200.00000010221265,0.005,,1.0,0.09830156839596935,1.0,0.09830156839596935,4999.673904665976,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4983.013,0.0033333336,0.95,4999.64399257597,4916.7866,1.0,4999.64399257597,288.17526,299.999969473632,0.0033333334,,1.0,0.0900427949784196,1.0,0.0900427949784196,4999.64399257597,0.0033333334,500.0
2,100,5.434597e-20,500,495.01,1.0,4974.676,0.0024999997,0.95,4949.662667439589,4917.322,1.0,4949.662667439589,352.64554,400.0,0.0025,,1.0,249966.0094188588,1.0,249966.0094188588,4949.662667439589,0.0025,500.0
1,100,5.2930386e-07,500,500.0,1.127834,4992.9136,0.002,0.95,4999.679327496314,4938.4346,0.0653883,4999.679327496314,137.89723,441.672164794515,0.0041183676,0.13560775,2.084562,0.10134358946307888,1.0123245,0.10134358946307888,4999.679327496314,0.00012918447,443.32766759218964
2,100,3.5044917e-18,500,500.0,1.0,4999.671,0.009999998,0.95,4999.670696816963,4884.963,1.0,4999.670696816963,0.32853314,100.0,0.01,,1.0,0.10901754721531635,1.0,0.10901754721531635,4999.670696816963,0.01,500.0
2,100,2.179301e-19,500,495.02,1.0,4974.7217,0.0049999994,0.95,4949.7725332941955,4893.611,1.0,4949.7725332941955,351.9413,200.00000010221265,0.005,,1.0,248970.08231495356,1.0,248970.08231495356,4949.7725332941955,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4983.029,0.0033333336,0.95,4999.643062865133,4916.8022,1.0,4999.643062865133,287.59903,299.999969473632,0.0033333334,,1.0,0.1042705961630512,1.0,0.1042705961630512,4999.643062865133,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.1924,0.0024999997,0.95,4999.686568741923,4929.8384,1.0,4999.686568741923,249.17252,400.0,0.0025,,1.0,0.0891584652301265,1.0,0.0891584652301265,4999.686568741923,0.0025,500.0
1,100,4.4155547e-07,500,500.0,1.1016345,4995.526,0.0019999999,0.95,4999.636382724382,4941.683,0.05414138,4999.636382724382,92.4187,450.3822457035968,0.003804526,0.10914927,1.8915522,0.08865286849570021,0.99436945,0.08865286849570021,4999.636382724382,0.0001088959,453.8710424426318
2,100,3.5044917e-18,500,500.0,1.0,4999.643,0.009999998,0.95,4999.643363424969,4884.935,1.0,4999.643363424969,0.31876376,100.0,0.01,,1.0,0.10262765249029784,1.0,0.10262765249029784,4999.643363424969,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.664,0.0049999994,0.95,4999.684580357044,4918.553,1.0,4999.684580357044,0.30559668,200.00000010221265,0.005,,1.0,0.08515997992906005,1.0,0.08515997992906005,4999.684580357044,0.005,500.0
2,100,5.4391416e-20,500,495.01,1.0,4983.006,0.0033333336,0.95,4949.689173341613,4916.7793,1.0,4949.689173341613,288.1748,299.999969473632,0.0033333334,,1.0,249968.71018206858,1.0,249968.71018206858,4949.689173341613,0.0033333334,500.0
2,100,5.434597e-20,500,495.01,1.0,4974.6807,0.0024999997,0.95,4949.70355970765,4917.3267,1.0,4949.70355970765,352.6458,400.0,0.0025,,1.0,249970.1322262047,1.0,249970.1322262047,4949.70355970765,0.0025,500.0
1,100,6.3177964e-07,500,500.0,1.161661,4987.6387,0.002,0.95,4999.659481511366,4932.3486,0.088139,4999.659481511366,190.77014,431.9173048799895,0.005754288,0.16508251,2.9414353,0.09188763453624425,1.0223455,0.09188763453624425,4999.659481511366,0.00017242506,430.4181577734566
2,100,3.5044917e-18,500,500.0,1.0,4999.7275,0.009999998,0.95,4999.727552839314,4885.0195,1.0,4999.727552839314,0.2717625,100.0,0.01,,1.0,0.07461555341955711,1.0,0.07461555341955711,4999.727552839314,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.67,0.0049999994,0.95,4999.612324074941,4918.559,1.0,4999.612324074941,0.3024064,200.00000010221265,0.005,,1.0,0.10342387991867887,1.0,0.10342387991867887,4999.612324074941,0.005,500.0
2,100,5.4391416e-20,500,495.01,1.0,4983.0015,0.0033333336,0.95,4949.66263072006,4916.775,1.0,4949.66263072006,288.17453,299.999969473632,0.0033333334,,1.0,249966.0118069242,1.0,249966.0118069242,4949.66263072006,0.0033333334,500.0
2,100,5.434597e-20,500,495.02,1.0,4974.6987,0.0024999997,0.95,4949.793603552369,4917.3447,1.0,4949.793603552369,352.29364,400.0,0.0025,,1.0,248972.19346111218,1.0,248972.19346111218,4949.793603552369,0.0025,500.0
1,100,1.227563e-06,500,500.0,1.2843927,4993.217,0.002,0.95,4999.6643287274455,4935.079,8.12543e-05,4999.6643287274455,102.38754,382.76727163405724,0.0048087654,0.3020636,2.3853984,0.09251796917798204,0.99210423,0.09251796917798204,4999.6643287274455,1.6380194e-07,389.28903469720956
2,100,3.5044917e-18,500,500.0,1.0,4999.621,0.009999998,0.95,4999.621083206756,4884.913,1.0,4999.621083206756,0.39065167,100.0,0.01,,1.0,0.15416276178421032,1.0,0.15416276178421032,4999.621083206756,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.605,0.0049999994,0.95,4999.588992421773,4918.494,1.0,4999.588992421773,0.35970235,200.00000010221265,0.005,,1.0,0.10670768413625868,1.0,0.10670768413625868,4999.588992421773,0.005,500.0
2,100,5.4391416e-20,500,495.01,1.0,4982.943,0.0033333336,0.95,4949.62046766643,4916.7163,1.0,4949.62046766643,288.1713,299.999969473632,0.0033333334,,1.0,249961.78610832157,1.0,249961.78610832157,4949.62046766643,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.1333,0.0024999997,0.95,4999.7008897025635,4929.7793,1.0,4999.7008897025635,249.66916,400.0,0.0025,,1.0,0.08556988808314424,1.0,0.08556988808314424,4999.7008897025635,0.0025,500.0
1,100,4.224004e-07,500,500.0,1.104989,4995.1045,0.002,0.95,4999.642440101719,4941.1797,0.08453958,4999.642440101719,101.7208,452.3294979740114,0.0036849407,0.10334741,1.8227125,0.0943456660344583,0.9892764,0.0943456660344583,4999.642440101719,0.00017091194,452.4931710200964
2,100,3.5044917e-18,500,500.0,1.0,4999.681,0.009999998,0.95,4999.680729837,4884.973,1.0,4999.680729837,0.319773,100.0,0.01,,1.0,0.10330356236578059,1.0,0.10330356236578059,4999.680729837,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.6797,0.0049999994,0.95,4999.6787269250135,4918.569,1.0,4999.6787269250135,0.31467786,200.00000010221265,0.005,,1.0,0.09675214420141587,1.0,0.09675214420141587,4999.6787269250135,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.708,0.0033333336,0.95,4999.762953395158,4933.4814,1.0,4999.762953395158,0.30359495,299.999969473632,0.0033333334,,1.0,0.07458621143883909,1.0,0.07458621143883909,4999.762953395158,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.709,0.0024999997,0.95,4999.713562610585,4942.355,1.0,4999.713562610585,0.30052128,400.0,0.0025,,1.0,0.08557730384880398,1.0,0.08557730384880398,4999.713562610585,0.0025,500.0
1,100,5.431875e-20,500,500.0,1.0,4999.7007,0.0020000003,0.95,4999.667908731089,4948.402,1.0,4999.667908731089,0.30010155,500.00000664260017,0.002,,1.0,0.08860209471606875,1.0,0.08860209471606875,4999.667908731089,0.002,500.0
2,100,3.5044917e-18,500,500.0,1.0,4999.6953,0.009999998,0.95,4999.695561150855,4884.9873,1.0,4999.695561150855,0.31216198,100.0,0.01,,1.0,0.0984469751872798,1.0,0.0984469751872798,4999.695561150855,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.6836,0.0049999994,0.95,4999.671985992918,4918.5728,1.0,4999.671985992918,0.30421683,200.00000010221265,0.005,,1.0,0.08826158892641837,1.0,0.08826158892641837,4999.671985992918,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.667,0.0033333336,0.95,4999.633523144635,4933.4404,1.0,4999.633523144635,0.30834308,299.999969473632,0.0033333334,,1.0,0.09945281402700415,1.0,0.09945281402700415,4999.633523144635,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.6807,0.0024999997,0.95,4999.721351930874,4942.3267,1.0,4999.721351930874,0.30205113,400.0,0.0025,,1.0,0.07828433537331614,1.0,0.07828433537331614,4999.721351930874,0.0025,500.0
1,100,3.347338e-07,500,495.02,1.0920736,4997.278,0.002,0.95,4949.75066552921,4943.6694,0.07662995,4949.75066552921,53.58534,461.4606253367027,0.0031781187,0.087914646,1.628737,248967.8784451139,1.0249692,248967.8784451139,4949.75066552921,0.00014952634,457.84461635478397
2,100,3.5044917e-18,500,495.02,1.0,4949.7817,0.009999998,0.95,4949.781866171662,4835.0737,1.0,4949.781866171662,496.46884,100.0,0.01,,1.0,248971.0131928103,1.0,248971.0131928103,4949.781866171662,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4974.71,0.0049999994,0.95,4999.637910588623,4893.599,1.0,4999.637910588623,351.9405,200.00000010221265,0.005,,1.0,0.11862749674983229,1.0,0.11862749674983229,4999.637910588623,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4983.038,0.0033333336,0.95,4999.69567281073,4916.8115,1.0,4999.69567281073,287.59955,299.999969473632,0.0033333334,,1.0,0.08784883288090882,1.0,0.08784883288090882,4999.69567281073,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.1904,0.0024999997,0.95,4999.647327894944,4929.8364,1.0,4999.647327894944,249.1724,400.0,0.0025,,1.0,0.10189541423823725,1.0,0.10189541423823725,4999.647327894944,0.0025,500.0
1,100,3.4466052e-07,500,500.0,1.0797164,4997.954,0.002,0.95,4999.644852126274,4944.65,0.09957452,4999.644852126274,38.14052,460.4082053239268,0.0029186609,0.0850336,1.4497167,0.10396924476807123,0.99341226,0.10396924476807123,4999.644852126274,0.00020046969,463.08454666160554
2,100,3.5044917e-18,500,500.0,1.0,4999.6787,0.009999998,0.95,4999.6788186834265,4884.9707,1.0,4999.6788186834265,0.2967189,100.0,0.01,,1.0,0.08893284426497791,1.0,0.08893284426497791,4999.6788186834265,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.67,0.0049999994,0.95,4999.660919498959,4918.559,1.0,4999.660919498959,0.28669536,200.00000010221265,0.005,,1.0,0.07694848406026729,1.0,0.07694848406026729,4999.660919498959,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.6777,0.0033333336,0.95,4999.692258955595,4933.451,1.0,4999.692258955595,0.27992752,299.999969473632,0.0033333334,,1.0,0.07106347423579976,1.0,0.07106347423579976,4999.692258955595,0.0033333334,500.0
2,100,5.434597e-20,500,495.02,1.0,4987.203,0.0024999997,0.95,4949.783067274755,4929.849,1.0,4949.783067274755,249.17299,400.0,0.0025,,1.0,248971.11716270857,1.0,248971.11716270857,4949.783067274755,0.0025,500.0
1,100,3.2101738e-07,500,500.0,1.075783,4993.901,0.002,0.95,4999.672811076092,4940.694,0.15637374,4999.672811076092,129.22165,462.9227531676499,0.0037102115,0.078128524,1.8303714,0.08217859887239469,0.98666686,0.08217859887239469,4999.672811076092,0.00031697372,464.7777417516795
2,100,3.5044917e-18,500,495.01,1.0,4949.688,0.009999998,0.95,4949.688240128075,4834.98,1.0,4949.688240128075,497.4625,100.0,0.01,,1.0,249968.5895859171,1.0,249968.5895859171,4949.688240128075,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4974.6416,0.0049999994,0.95,4999.595465100832,4893.531,1.0,4999.595465100832,352.6432,200.00000010221265,0.005,,1.0,0.11682676835844356,1.0,0.11682676835844356,4999.595465100832,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4982.9688,0.0033333336,0.95,4999.6221348077415,4916.742,1.0,4999.6221348077415,288.17267,299.999969473632,0.0033333334,,1.0,0.09535702954672477,1.0,0.09535702954672477,4999.6221348077415,0.0033333334,500.0
2,100,5.434597e-20,500,495.01,1.0,4974.6357,0.0024999997,0.95,4949.637572777625,4917.2817,1.0,4949.637572777625,352.64267,400.0,0.0025,,1.0,249963.4924463388,1.0,249963.4924463388,4949.637572777625,0.0025,500.0
1,100,9.922575e-07,500,495.01,1.2605804,4988.03,0.002,0.95,4949.61844299217,4930.4336,0.023074614,4949.61844299217,189.39948,400.77970593361385,0.0045771096,0.24678811,2.28266,249961.55045154254,0.99742424,249961.55045154254,4949.61844299217,4.6268404e-05,396.6426829031875
2,100,3.5044917e-18,500,500.0,1.0,4999.717,0.009999998,0.95,4999.716614716148,4885.009,1.0,4999.716614716148,0.28532195,100.0,0.01,,1.0,0.08224036393737093,1.0,0.08224036393737093,4999.716614716148,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.689,0.0049999994,0.95,4999.66092708974,4918.578,1.0,4999.66092708974,0.29097083,200.00000010221265,0.005,,1.0,0.08725353338559326,1.0,0.08725353338559326,4999.66092708974,0.005,500.0
2,100,5.4391416e-20,500,495.01,1.0,4983.027,0.0033333336,0.95,4949.7044141363995,4916.8003,1.0,4949.7044141363995,288.17606,299.999969473632,0.0033333334,,1.0,249970.24553970527,1.0,249970.24553970527,4949.7044141363995,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.179,0.0024999997,0.95,4999.634689034627,4929.825,1.0,4999.634689034627,249.67139,400.0,0.0025,,1.0,0.09478359918904813,1.0,0.09478359918904813,4999.634689034627,0.0025,500.0
1,100,4.4583754e-07,500,490.02,1.1305379,4978.29,0.002,0.95,4899.685372006854,4923.7456,0.56233454,4899.685372006854,277.48743,449.94922296572764,0.007153454,0.10858188,3.5302553,494886.00957435474,0.98700726,494886.00957435474,4899.685372006854,0.001139474,442.26736171632007
2,100,3.5044917e-18,500,500.0,1.0,4999.7,0.009999998,0.95,4999.70072026865,4884.992,1.0,4999.70072026865,0.30679682,100.0,0.01,,1.0,0.09506643935754705,1.0,0.09506643935754705,4999.70072026865,0.01,500.0
2,100,2.179301e-19,500,495.01,1.0,4974.6895,0.0049999994,0.95,4949.678650035758,4893.5786,1.0,4949.678650035758,352.6465,200.00000010221265,0.005,,1.0,249967.63149060681,1.0,249967.63149060681,4949.678650035758,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4983.013,0.0033333336,0.95,4999.659395352664,4916.7866,1.0,4999.659395352664,288.17526,299.999969473632,0.0033333334,,1.0,0.09058236836795024,1.0,0.09058236836795024,4999.659395352664,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.1797,0.0024999997,0.95,4999.681473381721,4929.8257,1.0,4999.681473381721,249.67145,400.0,0.0025,,1.0,0.11180578780510807,1.0,0.11180578780510807,4999.681473381721,0.0025,500.0
1,100,2.1985147e-06,500,485.04,1.5409825,4986.1226,0.002,0.95,4849.759249137495,4922.442,0.0011627155,4849.759249137495,165.69905,322.8869909641507,0.006551135,0.54377186,3.2580683,733768.6247139417,0.9946577,733768.6247139417,4849.759249137495,2.3379207e-06,324.4683212990665
2,100,3.5044917e-18,500,495.01,1.0,4949.668,0.009999998,0.95,4949.667946728178,4834.96,1.0,4949.667946728178,497.46042,100.0,0.01,,1.0,249966.53896325766,1.0,249966.53896325766,4949.667946728178,0.01,500.0
2,100,2.179301e-19,500,485.03,1.0,4899.6553,0.0049999994,0.95,4849.642782947469,4818.5444,1.0,4849.642782947469,699.9508,200.00000010221265,0.005,,1.0,734740.3514158457,1.0,734740.3514158457,4849.642782947469,0.005,500.0
2,100,5.4391416e-20,500,495.01,1.0,4916.321,0.0033333336,0.95,4949.651259813171,4850.094,1.0,4949.651259813171,640.05054,299.999969473632,0.0033333334,,1.0,249964.87758685774,1.0,249964.87758685774,4949.651259813171,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4937.17,0.0024999997,0.95,4999.717730672205,4879.816,1.0,4999.717730672205,555.4751,400.0,0.0025,,1.0,0.07806323381400491,1.0,0.07806323381400491,4999.717730672205,0.0025,500.0
1,100,4.531114e-06,500,490.02,2.0422392,4986.431,0.002,0.95,4899.675107178628,4913.1216,1.3098705e-07,4899.675107178628,156.7761,234.68529172969372,0.008096487,1.1025907,3.9939382,494883.9421569036,0.9865854,494883.9421569036,4899.675107178628,2.6553615e-10,244.8293043522522
2,100,3.5044917e-18,500,490.03,1.0,4899.7617,0.009999998,0.95,4899.761998940672,4785.0537,1.0,4899.761998940672,699.2535,100.0,0.01,,1.0,493894.42812418507,1.0,493894.42812418507,4899.761998940672,0.01,500.0
2,100,2.179301e-19,500,495.02,1.0,4924.747,0.0049999994,0.95,4949.731824081856,4843.636,1.0,4949.731824081856,606.91034,200.00000010221265,0.005,,1.0,248966.02059278832,1.0,248966.02059278832,4949.731824081856,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4949.7124,0.0033333336,0.95,4999.64265317504,4883.486,1.0,4999.64265317504,496.79642,299.999969473632,0.0033333334,,1.0,0.10115328694189306,1.0,0.10115328694189306,4999.64265317504,0.0033333334,500.0
2,100,5.434597e-20,500,495.01,1.0,4949.704,0.0024999997,0.95,4949.681183576289,4892.35,1.0,4949.681183576289,496.96283,400.0,0.0025,,1.0,249967.87497138412,1.0,249967.87497138412,4949.681183576289,0.0025,500.0
1,100,1.355624e-06,500,500.0,1.3547142,4977.9194,0.0019999999,0.95,4999.685149763846,4918.2114,0.034989063,4999.685149763846,249.65958,373.6283921642507,0.0076961974,0.3277394,3.7841725,0.08603238194357499,0.9833876,0.08603238194357499,4999.685149763846,7.116027e-05,369.08154984712473
2,100,3.5044917e-18,500,500.0,1.0,4999.6416,0.009999998,0.95,4999.641513809058,4884.9336,1.0,4999.641513809058,0.32923025,100.0,0.01,,1.0,0.10949321483751094,1.0,0.10949321483751094,4999.641513809058,0.01,500.0
2,100,2.179301e-19,500,495.01,1.0,4974.677,0.0049999994,0.95,4949.711938661031,4893.566,1.0,4949.711938661031,352.6456,200.00000010221265,0.005,,1.0,249970.98429738052,1.0,249970.98429738052,4949.711938661031,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4983.0137,0.0033333336,0.95,4999.687299733753,4916.787,1.0,4999.687299733753,288.17526,299.999969473632,0.0033333334,,1.0,0.08568571998276464,1.0,0.08568571998276464,4999.687299733753,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.176,0.0024999997,0.95,4999.661915311104,4929.822,1.0,4999.661915311104,249.67125,400.0,0.0025,,1.0,0.10295086186854142,1.0,0.10295086186854142,4999.661915311104,0.0025,500.0
1,100,3.9026312e-07,500,500.0,1.0947238,4996.792,0.002,0.95,4999.677519628459,4943.1187,0.18593453,4999.677519628459,64.726265,455.6345553874361,0.0033805775,0.09778954,1.692226,0.10490784601757043,1.0011461,0.10490784601757043,4999.677519628459,0.00037144334,456.7362019093761
2,100,3.5044917e-18,500,495.02,1.0,4949.7246,0.009999998,0.95,4949.724639082909,4835.0166,1.0,4949.724639082909,496.46307,100.0,0.01,,1.0,248965.29084780093,1.0,248965.29084780093,4949.724639082909,0.01,500.0
2,100,2.179301e-19,500,490.03,1.0,4924.711,0.0049999994,0.95,4899.698237277504,4843.6,1.0,4899.698237277504,606.906,200.00000010221265,0.005,,1.0,493881.67446095526,1.0,493881.67446095526,4899.698237277504,0.005,500.0
