VarNormIw,Bound,ESSClassic,AvgRet,VarRet,BatchSize,ESSRenyi,MinVanillaIw,eRenyi2,AvgNormIw,AvgVanillaIw,MaxVanillaIw,AvgDiscRet,MinNormIw,J,VarDiscRet,AvgEpLen,VarJ,VarVanillaIw,MaxNormIw
0.00080125185,3497.295,11.195210398348525,-4066.23450637783,4392402.075036766,100,12.661797530977497,,7.897773,0.01,0.8366455,11.298107,9.094947017729283e-14,,4024.096,4392402.075036766,200.0,198.87727,5.6085663,0.13504055
0.0030928233,3.1664138,3.162658439210563,-9.209363998777405,75.75346257382624,100,1.8273050867719671,,54.7254,0.01,1.1405753,53.527092,-1.8474111129762605e-15,,7.2825203,75.75346257382624,200.0,11.569689,40.234943,0.46929908
0.010000003,1.8354349,inf,-8.229191906561585,54.87625696609581,100,nan,,nan,0.01,1.24616e-40,1.2461587e-38,8.881784197001252e-16,,8.06566,54.87625696609581,200.0,,,1.0
0.0043610437,2158.5425,2.263757966370897,-2612.537999750744,417592.65487915045,100,2.8469339671051324,,35.125507,0.01,1.0480535,55.859444,-2.9103830456733704e-13,,2519.7634,417592.65487915045,200.0,609.1578,47.902416,0.53298277
0.00011853335,45.147335,46.009158965542625,-133.80471234394173,97456.73185994977,100,45.55221486749545,0.0017189393,2.195283,0.010000003,0.93672425,4.2826715,6.963318810448982e-15,1.8350536e-05,83.85485,97456.73185994977,200.0,64.39994,1.0400738,0.04571966
0.0004825043,6.503187,17.31064545195374,-40.1667367998283,2199.2616208118275,100,16.302147934107094,,6.134161,0.01,1.1259885,8.633822,-4.263256414560601e-15,,15.982861,2199.261620811828,200.0,45.81217,6.117431,0.07667772
0.0033969188,13.583714,2.8877116545628656,-33.98114742024409,1053.3306338450009,100,3.6948714743050797,,27.06454,0.010000002,0.79088885,32.273193,2.2737367544323206e-15,,29.646357,1053.3306338450006,200.0,21.235718,21.247896,0.40806234
0.0018867549,12.951172,5.081591645517938,-32.298517179368126,1047.5885216848728,100,4.258369292320473,,23.483168,0.01,0.9810437,32.198044,2.2026824808563106e-15,,25.026726,1047.5885216848728,200.0,33.85474,18.159012,0.32820192
0.007588152,10.905796,1.3136688036082167,-37.184383564273816,998.9326024461348,100,1.0220393612098042,,97.84359,0.01,0.40760627,35.111404,-1.7053025658242404e-15,,34.097717,998.9326024461348,200.0,37.246166,12.607172,0.8614049
0.0055362927,12.978193,inf,-38.08707122332129,1148.3581795015416,100,nan,,nan,0.01,1.162687e-39,8.369159e-38,,,34.269558,1148.3581795015416,200.0,25.368279,,0.7198118
0.0049503897,16.755802,1.9996460339688253,-35.70805206764862,953.2186817476118,100,0.7871037300653123,,127.04806,0.01,3.5342329,179.08089,8.526512829121202e-16,,35.11828,953.2186817476118,200.0,1.3715061,618.34326,0.50670373
