VanillaAvgRet,MinNormIw,IterType,VarJ,VarRet,Delta,Bound,VarVanillaIw,AvgDiscRet,ESSRenyi,AvgNormIw,EpsThisIter,MaxVanillaIw,VarDiscRet,AvgVanillaIw,MinVanillaIw,MaxNormIw,eRenyi2,J,AvgRet,VarNormIw,BatchSize,AvgEpLen,ESSClassic
4656.0938474,0.00333333,2,20.3488,445.261981005,0.2,4116.62,,4656.0938474,500.0,0.00333333,100,1.0,445.261981005,1.0,1.0,0.00333333,1.0,4656.98,4656.0938474,5.43914e-20,500,500.0,299.999969474
4656.71463132,0.0025,2,20.3081,411.502192817,0.2,4188.93,,4656.71463132,500.0,0.0025,100,1.0,411.502192817,1.0,1.0,0.0025,1.0,4656.91,4656.71463132,5.4346e-20,500,500.0,400.0
4657.07145896,0.00166421,1,20.687,692.181207703,0.2,4238.55,0.00107975,4657.07145896,499.525699354,0.002,100,1.06454,692.181207703,0.999399,0.831602,0.00213037,1.00095,4657.33,4657.07145896,4.3242e-09,500,499.99,499.460898022
4655.86247104,0.01,2,20.996,445.285612125,0.2,3719.95,,4655.86247104,500.0,0.01,100,1.0,445.285612125,1.0,1.0,0.01,1.0,4655.86,4655.86247104,3.50449e-18,500,500.0,100.0
4659.48722344,0.005,2,19.8533,344.350968954,0.2,3995.87,,4659.48722344,500.0,0.005,100,1.0,344.350968954,1.0,1.0,0.005,1.0,4657.67,4659.48722344,2.1793e-19,500,500.0,200.000000102
4636.12412677,0.00333333,2,128.311,48781.3325482,0.2,4110.12,,4636.12412677,500.0,0.00333333,100,1.0,48781.3325482,1.0,1.0,0.00333333,1.0,4650.49,4636.12412677,5.43914e-20,500,497.65,299.999969474
4659.41063489,0.0025,2,111.496,277.064797321,0.2,4184.74,,4659.41063489,500.0,0.0025,100,1.0,277.064797321,1.0,1.0,0.0025,1.0,4652.72,4659.41063489,5.4346e-20,500,500.0,400.0
4620.06525364,0.000995617,1,92.3975,69076.2675384,0.2,4230.71,0.0119932,4620.06525364,494.857757584,0.002,100,1.21457,69076.2675384,1.00293,0.499266,0.00242205,1.01039,4651.46,4620.06525364,4.76928e-08,500,496.04,494.120285725
4636.24045368,0.01,2,225.296,51271.07762,0.2,3700.26,,4636.24045368,500.0,0.01,100,1.0,51271.07762,1.0,1.0,0.01,1.0,4636.24,4636.24045368,3.50449e-18,500,497.59,100.0
4646.66441441,0.005,2,176.539,11635.475477,0.2,3979.61,,4646.66441441,500.0,0.005,100,1.0,11635.475477,1.0,1.0,0.005,1.0,4641.45,4646.66441441,2.1793e-19,500,499.01,200.000000102
4658.98389949,0.00333333,2,144.795,363.792658682,0.2,4106.91,,4658.98389949,500.0,0.00333333,100,1.0,363.792658682,1.0,1.0,0.00333333,1.0,4647.3,4658.98389949,5.43914e-20,500,500.0,299.999969474
4637.90830726,0.0025,2,160.464,40435.8928269,0.2,4176.96,,4637.90830726,500.0,0.0025,100,1.0,40435.8928269,1.0,1.0,0.0025,1.0,4644.95,4637.90830726,5.4346e-20,500,497.87,400.0
4658.53613785,0.000597731,1,76.7278,309.355366661,0.2,4232.71,0.0109789,4658.53613785,495.363946827,0.002,100,1.20458,309.355366661,1.00437,0.300173,0.00239866,1.00936,4653.25,4658.53613785,4.35338e-08,500,500.0,494.627303342
4656.26004909,0.01,2,24.3562,599.216412426,0.2,3720.29,,4656.26004909,500.0,0.01,100,1.0,599.216412426,1.0,1.0,0.01,1.0,4656.26,4656.26004909,3.50449e-18,500,500.0,100.0
4658.7552635,0.005,2,21.4181,324.379302244,0.2,3995.67,,4658.7552635,500.0,0.005,100,1.0,324.379302244,1.0,1.0,0.005,1.0,4657.51,4658.7552635,2.1793e-19,500,500.0,200.000000102
4657.43549883,0.00333333,2,20.041,290.350339998,0.2,4117.1,,4657.43549883,500.0,0.00333333,100,1.0,290.350339998,1.0,1.0,0.00333333,1.0,4657.48,4657.43549883,5.43914e-20,500,500.0,299.999969474
4634.20606969,0.0025,2,106.582,44270.4068379,0.2,4183.68,,4634.20606969,500.0,0.0025,100,1.0,44270.4068379,1.0,1.0,0.0025,1.0,4651.66,4634.20606969,5.4346e-20,500,497.78,400.0
4662.15773439,0.00122615,1,60.633,308.966438532,0.2,4236.31,0.00435991,4662.15773439,498.031706195,0.002,100,1.11516,308.966438532,1.00094,0.613653,0.00222822,1.00395,4655.73,4662.15773439,1.74068e-08,500,500.0,497.837720686
4661.56248915,0.01,2,14.2122,204.026272753,0.2,3725.58,,4661.56248915,500.0,0.01,100,1.0,204.026272753,1.0,1.0,0.01,1.0,4661.56,4661.56248915,3.50449e-18,500,500.0,100.0
4657.27282397,0.005,2,16.5178,337.871111196,0.2,3997.58,,4657.27282397,500.0,0.005,100,1.0,337.871111196,1.0,1.0,0.005,1.0,4659.42,4657.27282397,2.1793e-19,500,500.0,200.000000102
4649.47290901,0.00333333,2,54.8989,8515.20677005,0.2,4115.71,,4649.47290901,500.0,0.00333333,100,1.0,8515.20677005,1.0,1.0,0.00333333,1.0,4656.1,4649.47290901,5.43914e-20,500,499.07,299.999969474
4659.21096772,0.0025,2,48.3406,301.37954161,0.2,4188.89,,4659.21096772,500.0,0.0025,100,1.0,301.37954161,1.0,1.0,0.0025,1.0,4656.88,4659.21096772,5.4346e-20,500,500.0,400.0
4657.88137931,0.00156585,1,35.8202,301.025008276,0.2,4238.84,0.00156999,4657.88137931,499.28237824,0.002,100,1.07461,301.025008276,1.00229,0.784722,0.0021443,1.00144,4657.73,4657.88137931,6.25122e-09,500,500.0,499.221456465
4660.72123296,0.01,2,16.6899,281.366286012,0.2,3724.77,,4660.72123296,500.0,0.01,100,1.0,281.366286012,1.0,1.0,0.01,1.0,4660.72,4660.72123296,3.50449e-18,500,500.0,100.0
4659.71807107,0.005,2,15.919,230.073519325,0.2,3998.38,,4659.71807107,500.0,0.005,100,1.0,230.073519325,1.0,1.0,0.005,1.0,4660.22,4659.71807107,2.1793e-19,500,500.0,200.000000102
4640.75789601,0.00333333,2,111.593,36969.1879572,0.2,4113.34,,4640.75789601,500.0,0.00333333,100,1.0,36969.1879572,1.0,1.0,0.00333333,1.0,4653.73,4640.75789601,5.43914e-20,500,497.95,299.999969474
4657.24627254,0.0025,2,97.1696,403.665947213,0.2,4186.62,,4657.24627254,500.0,0.0025,100,1.0,403.665947213,1.0,1.0,0.0025,1.0,4654.61,4657.24627254,5.4346e-20,500,500.0,400.0
4648.34376152,0.0014151,1,68.1874,6408.10338088,0.2,4235.71,0.00383488,4648.34376152,498.109660026,0.002,100,1.12971,6408.10338088,1.00053,0.707924,0.00225823,1.0038,4655.09,4648.34376152,1.53233e-08,500,499.21,498.095619939
4662.03415046,0.01,2,17.1353,296.58700206,0.2,3726.04,,4662.03415046,500.0,0.01,100,1.0,296.58700206,1.0,1.0,0.01,1.0,4662.03,4662.03415046,3.50449e-18,500,500.0,100.0
4657.55988792,0.005,2,18.4036,377.531165842,0.2,3997.95,,4657.55988792,500.0,0.005,100,1.0,377.531165842,1.0,1.0,0.005,1.0,4659.8,4657.55988792,2.1793e-19,500,500.0,200.000000102
4660.73700909,0.00333333,2,17.4244,235.210265783,0.2,4119.72,,4660.73700909,500.0,0.00333333,100,1.0,235.210265783,1.0,1.0,0.00333333,1.0,4660.11,4660.73700909,5.43914e-20,500,500.0,299.999969474
4659.65605412,0.0025,2,17.6888,344.029506445,0.2,4192.0,,4659.65605412,500.0,0.0025,100,1.0,344.029506445,1.0,1.0,0.0025,1.0,4660.0,4659.65605412,5.4346e-20,500,500.0,400.0
4644.85564689,0.00159598,1,50.4346,17910.8788475,0.2,4238.8,0.00186325,4644.85564689,499.148569479,0.002,100,1.07871,17910.8788475,0.998635,0.796899,0.00216037,1.00171,4657.75,4644.85564689,7.4734e-09,500,498.61,499.069292389
4650.06633247,0.01,2,91.4883,8454.66727626,0.2,3714.17,,4650.06633247,500.0,0.01,100,1.0,8454.66727626,1.0,1.0,0.01,1.0,4650.07,4650.06633247,3.50449e-18,500,499.06,100.0
4654.72640248,0.005,2,66.476,461.749943885,0.2,3990.57,,4654.72640248,500.0,0.005,100,1.0,461.749943885,1.0,1.0,0.005,1.0,4652.4,4654.72640248,2.1793e-19,500,500.0,200.000000102
4662.40211267,0.00333333,2,54.9812,165.593912394,0.2,4115.35,,4662.40211267,500.0,0.00333333,100,1.0,165.593912394,1.0,1.0,0.00333333,1.0,4655.73,4662.40211267,5.43914e-20,500,500.0,299.999969474
4660.66379286,0.0025,2,48.3611,270.848594885,0.2,4188.97,,4660.66379286,500.0,0.0025,100,1.0,270.848594885,1.0,1.0,0.0025,1.0,4656.96,4660.66379286,5.4346e-20,500,500.0,400.0
4662.4732658,0.00140492,1,32.8072,221.943172099,0.2,4239.92,0.00213926,4662.4732658,499.064826964,0.002,100,1.07329,221.943172099,0.999328,0.701988,0.00214802,1.00187,4658.9,4662.4732658,8.56855e-09,500,500.0,498.933214441
4660.3521003,0.01,2,16.8936,288.276234037,0.2,3724.4,,4660.3521003,500.0,0.01,100,1.0,288.276234037,1.0,1.0,0.01,1.0,4660.35,4660.3521003,3.50449e-18,500,500.0,100.0
4658.62698579,0.005,2,17.4489,325.301583055,0.2,3997.67,,4658.62698579,500.0,0.005,100,1.0,325.301583055,1.0,1.0,0.005,1.0,4659.49,4658.62698579,2.1793e-19,500,500.0,200.000000102
4659.14872564,0.00333333,2,17.4853,311.314678827,0.2,4119.0,,4659.14872564,500.0,0.00333333,100,1.0,311.314678827,1.0,1.0,0.00333333,1.0,4659.38,4659.14872564,5.43914e-20,500,500.0,299.999969474
4660.1926743,0.0025,2,17.2142,270.313349712,0.2,4191.6,,4660.1926743,500.0,0.0025,100,1.0,270.313349712,1.0,1.0,0.0025,1.0,4659.58,4660.1926743,5.4346e-20,500,500.0,400.0
4658.9893187,0.00183437,1,16.4045,196.934821001,0.2,4240.95,0.000295007,4658.9893187,499.835009201,0.002,100,1.03591,196.934821001,1.00059,0.917728,0.00207058,1.00033,4659.6,4658.9893187,1.17863e-09,500,500.0,499.853087677
4655.139065,0.01,2,44.9919,2044.71518715,0.2,3719.14,,4655.139065,500.0,0.01,100,1.0,2044.71518715,1.0,1.0,0.01,1.0,4655.14,4655.139065,3.50449e-18,500,499.77,100.0
4658.22878607,0.005,2,34.9851,423.097525188,0.2,3994.83,,4658.22878607,500.0,0.005,100,1.0,423.097525188,1.0,1.0,0.005,1.0,4656.68,4658.22878607,2.1793e-19,500,500.0,200.000000102
4661.76790909,0.00333333,2,29.8126,203.271393786,0.2,4117.98,,4661.76790909,500.0,0.00333333,100,1.0,203.271393786,1.0,1.0,0.00333333,1.0,4658.38,4661.76790909,5.43914e-20,500,500.0,299.999969474
4654.01950382,0.0025,2,31.8351,1387.1368359,0.2,4189.29,,4654.01950382,500.0,0.0025,100,1.0,1387.1368359,1.0,1.0,0.0025,1.0,4657.29,4654.01950382,5.4346e-20,500,499.71,400.0
4659.14898935,0.00165354,1,26.7216,255.540385608,0.2,4239.29,0.00104851,4659.14898935,499.525044947,0.002,100,1.06897,255.540385608,1.00001,0.826773,0.00213792,1.00095,4658.08,4659.14898935,4.19398e-09,500,500.0,499.477423879
4656.45431321,0.01,2,16.6953,281.548715653,0.2,3720.53,,4656.45431321,500.0,0.01,100,1.0,281.548715653,1.0,1.0,0.01,1.0,4656.45,4656.45431321,3.50449e-18,500,500.0,100.0
4658.99400907,0.005,2,18.811,430.047747418,0.2,3995.91,,4658.99400907,500.0,0.005,100,1.0,430.047747418,1.0,1.0,0.005,1.0,4657.72,4658.99400907,2.1793e-19,500,500.0,200.000000102
4660.70595029,0.00333333,2,17.9979,260.749756343,0.2,4118.32,,4660.70595029,500.0,0.00333333,100,1.0,260.749756343,1.0,1.0,0.00333333,1.0,4658.72,4660.70595029,5.43914e-20,500,500.0,299.999969474
4661.64751778,0.0025,2,17.1124,195.076538451,0.2,4191.45,,4661.64751778,500.0,0.0025,100,1.0,195.076538451,1.0,1.0,0.0025,1.0,4659.45,4661.64751778,5.4346e-20,500,500.0,400.0
4660.45855915,0.00178661,1,16.1313,189.917185027,0.2,4241.16,0.000571942,4660.45855915,499.755085331,0.002,100,1.04823,189.917185027,1.00111,0.894297,0.00209413,1.00049,4659.85,4660.45855915,2.28269e-09,500,500.0,499.715399326
4660.18158058,0.01,2,15.8879,254.975354032,0.2,3724.22,,4660.18158058,500.0,0.01,100,1.0,254.975354032,1.0,1.0,0.01,1.0,4660.18,4660.18158058,3.50449e-18,500,500.0,100.0
4662.70960421,0.005,2,14.5559,169.82381453,0.2,3999.61,,4662.70960421,500.0,0.005,100,1.0,169.82381453,1.0,1.0,0.005,1.0,4661.45,4662.70960421,2.1793e-19,500,500.0,200.000000102
4651.42672689,0.00333333,2,47.8323,6437.49535438,0.2,4117.72,,4651.42672689,500.0,0.00333333,100,1.0,6437.49535438,1.0,1.0,0.00333333,1.0,4658.11,4651.42672689,5.43914e-20,500,499.23,299.999969474
4658.51130301,0.0025,2,42.4589,350.630189299,0.2,4190.22,,4658.51130301,500.0,0.0025,100,1.0,350.630189299,1.0,1.0,0.0025,1.0,4658.21,4658.51130301,5.4346e-20,500,500.0,400.0
4663.47825085,0.00166728,1,33.3003,162.536559014,0.2,4240.89,0.00110232,4663.47825085,499.504699696,0.002,100,1.06459,162.536559014,1.00162,0.834987,0.00212575,1.00099,4659.68,4663.47825085,4.39506e-09,500,500.0,499.452388813
4659.70627139,0.01,2,19.8848,399.399903859,0.2,3723.83,,4659.70627139,500.0,0.01,100,1.0,399.399903859,1.0,1.0,0.01,1.0,4659.71,4659.70627139,3.50449e-18,500,500.0,100.0
4661.31050765,0.005,2,17.8767,244.909621327,0.2,3998.7,,4661.31050765,500.0,0.005,100,1.0,244.909621327,1.0,1.0,0.005,1.0,4660.51,4661.31050765,2.1793e-19,500,500.0,200.000000102
4661.89739579,0.00333333,2,19.4046,494.123271929,0.2,4120.58,,4661.89739579,500.0,0.00333333,100,1.0,494.123271929,1.0,1.0,0.00333333,1.0,4660.97,4661.89739579,5.43914e-20,500,500.0,299.999969474
4662.35846818,0.0025,2,18.539,246.182952738,0.2,4193.32,,4662.35846818,500.0,0.0025,100,1.0,246.182952738,1.0,1.0,0.0025,1.0,4661.32,4662.35846818,5.4346e-20,500,500.0,400.0
4661.627773,0.00177305,1,17.728,332.376492584,0.2,4242.91,0.000591341,4661.627773,499.719538738,0.002,100,1.04192,332.376492584,0.999808,0.886355,0.00208425,1.00056,4661.62,4661.627773,2.36627e-09,500,500.0,499.705046724
4658.68693066,0.01,2,28.0805,796.477835926,0.2,3722.75,,4658.68693066,500.0,0.01,100,1.0,796.477835926,1.0,1.0,0.01,1.0,4658.69,4658.68693066,3.50449e-18,500,500.0,100.0
4659.93459556,0.005,2,23.9328,359.869317819,0.2,3997.5,,4659.93459556,500.0,0.005,100,1.0,359.869317819,1.0,1.0,0.005,1.0,4659.31,4659.93459556,2.1793e-19,500,500.0,200.000000102
4660.27866185,0.00333333,2,21.517,245.208175052,0.2,4119.24,,4660.27866185,500.0,0.00333333,100,1.0,245.208175052,1.0,1.0,0.00333333,1.0,4659.63,4660.27866185,5.43914e-20,500,500.0,299.999969474
4659.11826124,0.0025,2,20.5126,296.896021218,0.2,4191.51,,4659.11826124,500.0,0.0025,100,1.0,296.896021218,1.0,1.0,0.0025,1.0,4659.5,4659.11826124,5.4346e-20,500,500.0,400.0
4656.14749671,0.00166249,1,22.175,1201.38907933,0.2,4240.43,0.000876883,4656.14749671,499.566870945,0.002,100,1.05589,1201.38907933,1.00062,0.831762,0.00211047,1.00087,4659.2,4656.14749671,3.50318e-09,500,499.85,499.56321792
4661.29166375,0.01,2,14.7624,220.130936799,0.2,3725.34,,4661.29166375,500.0,0.01,100,1.0,220.130936799,1.0,1.0,0.01,1.0,4661.29,4661.29166375,3.50449e-18,500,500.0,100.0
4659.51647417,0.005,2,16.5205,329.645543487,0.2,3998.56,,4659.51647417,500.0,0.005,100,1.0,329.645543487,1.0,1.0,0.005,1.0,4660.4,4659.51647417,2.1793e-19,500,500.0,200.000000102
4661.8093968,0.00333333,2,15.3473,161.059918137,0.2,4120.47,,4661.8093968,500.0,0.00333333,100,1.0,161.059918137,1.0,1.0,0.00333333,1.0,4660.87,4661.8093968,5.43914e-20,500,500.0,299.999969474
4660.13586667,0.0025,2,15.5006,256.608277114,0.2,4192.69,,4660.13586667,500.0,0.0025,100,1.0,256.608277114,1.0,1.0,0.0025,1.0,4660.69,4660.13586667,5.4346e-20,500,500.0,400.0
4650.24896615,0.00156024,1,32.0481,6624.11022089,0.2,4240.25,0.000892523,4650.24896615,499.519155362,0.002,100,1.05954,6624.11022089,1.0023,0.781913,0.00211421,1.00096,4659.04,4650.24896615,3.55371e-09,500,499.16,499.557321391
4663.50013284,0.01,2,13.2454,177.213786121,0.2,3727.51,,4663.50013284,500.0,0.01,100,1.0,177.213786121,1.0,1.0,0.01,1.0,4663.5,4663.50013284,3.50449e-18,500,500.0,100.0
4658.95067405,0.005,2,16.2606,346.490969966,0.2,3999.38,,4658.95067405,500.0,0.005,100,1.0,346.490969966,1.0,1.0,0.005,1.0,4661.23,4658.95067405,2.1793e-19,500,500.0,200.000000102
4658.15546229,0.00333333,2,17.3407,370.701771978,0.2,4119.81,,4658.15546229,500.0,0.00333333,100,1.0,370.701771978,1.0,1.0,0.00333333,1.0,4660.2,4658.15546229,5.43914e-20,500,500.0,299.999969474
4660.44953124,0.0025,2,17.3342,302.778459245,0.2,4192.27,,4660.44953124,500.0,0.0025,100,1.0,302.778459245,1.0,1.0,0.0025,1.0,4660.26,4660.44953124,5.4346e-20,500,500.0,400.0
4658.64019701,0.00174848,1,16.7546,285.699404551,0.2,4241.45,0.000487543,4658.64019701,499.794924959,0.002,100,1.04892,285.699404551,0.999206,0.873544,0.00209951,1.00041,4660.13,4658.64019701,1.95327e-09,500,500.0,499.756904622
4657.15578733,0.01,2,35.8711,1299.73567543,0.2,3721.29,,4657.15578733,500.0,0.01,100,1.0,1299.73567543,1.0,1.0,0.01,1.0,4657.16,4657.15578733,3.50449e-18,500,499.71,100.0
4659.81560465,0.005,2,27.9608,276.100806471,0.2,3996.65,,4659.81560465,500.0,0.005,100,1.0,276.100806471,1.0,1.0,0.005,1.0,4658.49,4659.81560465,2.1793e-19,500,500.0,200.000000102
4660.18683935,0.00333333,2,24.6552,260.703959736,0.2,4118.65,,4660.18683935,500.0,0.00333333,100,1.0,260.703959736,1.0,1.0,0.00333333,1.0,4659.05,4660.18683935,5.43914e-20,500,500.0,299.999969474
4661.47061416,0.0025,2,22.6769,231.24710444,0.2,4191.66,,4661.47061416,500.0,0.0025,100,1.0,231.24710444,1.0,1.0,0.0025,1.0,4659.66,4661.47061416,5.4346e-20,500,499.93,400.0
4659.1439668,0.00181933,1,20.9783,268.258296741,0.2,4241.06,0.000432631,4659.1439668,499.804990085,0.002,100,1.0465,268.258296741,0.999238,0.90897,0.00209459,1.00039,4659.73,4659.1439668,1.73317e-09,500,500.0,499.783949451
4661.08960756,0.01,2,16.3382,269.631949062,0.2,3725.12,,4661.08960756,500.0,0.01,100,1.0,269.631949062,1.0,1.0,0.01,1.0,4661.09,4661.08960756,3.50449e-18,500,500.0,100.0
4662.93216541,0.005,2,17.1582,323.405857186,0.2,4000.16,,4662.93216541,500.0,0.005,100,1.0,323.405857186,1.0,1.0,0.005,1.0,4662.01,4662.93216541,2.1793e-19,500,500.0,200.000000102
4660.81295141,0.00333333,2,17.7036,354.025557746,0.2,4121.22,,4660.81295141,500.0,0.00333333,100,1.0,354.025557746,1.0,1.0,0.00333333,1.0,4661.61,4660.81295141,5.43914e-20,500,500.0,299.999969474
4660.6512159,0.0025,2,17.3918,271.672382664,0.2,4193.37,,4660.6512159,500.0,0.0025,100,1.0,271.672382664,1.0,1.0,0.0025,1.0,4661.37,4660.6512159,5.4346e-20,500,500.0,400.0
4660.88248083,0.00178064,1,16.8505,282.461400967,0.2,4242.78,0.000607986,4660.88248083,499.739782409,0.002,100,1.05523,282.461400967,1.00003,0.890344,0.00211041,1.00052,4661.48,4660.88248083,2.43181e-09,500,500.0,499.697021246
4661.51255489,0.01,2,16.3944,271.491434028,0.2,3725.52,,4661.51255489,500.0,0.01,100,1.0,271.491434028,1.0,1.0,0.01,1.0,4661.51,4661.51255489,3.50449e-18,500,500.0,100.0
4662.42954471,0.005,2,16.4019,271.56233115,0.2,4000.13,,4662.42954471,500.0,0.005,100,1.0,271.56233115,1.0,1.0,0.005,1.0,4661.97,4662.42954471,2.1793e-19,500,500.0,200.000000102
4663.13183708,0.00333333,2,15.325,167.296990646,0.2,4121.97,,4663.13183708,500.0,0.00333333,100,1.0,167.296990646,1.0,1.0,0.00333333,1.0,4662.36,4663.13183708,5.43914e-20,500,500.0,299.999969474
4663.12509787,0.0025,2,15.113,210.70676331,0.2,4194.56,,4663.12509787,500.0,0.0025,100,1.0,210.70676331,1.0,1.0,0.0025,1.0,4662.55,4663.12509787,5.4346e-20,500,500.0,400.0
4661.34436901,0.00180947,1,14.8937,225.642323341,0.2,4243.78,0.000334114,4661.34436901,499.835843116,0.002,100,1.04296,225.642323341,1.00053,0.905213,0.00208482,1.00033,4662.43,4661.34436901,1.33504e-09,500,500.0,499.833540361
4659.24300544,0.01,2,12.8579,166.994626644,0.2,3723.4,,4659.24300544,500.0,0.01,100,1.0,166.994626644,1.0,1.0,0.01,1.0,4659.24,4659.24300544,3.50449e-18,500,500.0,100.0
4661.14604533,0.005,2,12.9264,168.735511669,0.2,3998.39,,4661.14604533,500.0,0.005,100,1.0,168.735511669,1.0,1.0,0.005,1.0,4660.19,4661.14604533,2.1793e-19,500,500.0,200.000000102
4660.56045001,0.00333333,2,14.0402,259.703632506,0.2,4119.93,,4660.56045001,500.0,0.00333333,100,1.0,259.703632506,1.0,1.0,0.00333333,1.0,4660.32,4660.56045001,5.43914e-20,500,500.0,299.999969474
4651.82244583,0.0025,2,47.8946,8616.23016685,0.2,4190.21,,4651.82244583,500.0,0.0025,100,1.0,8616.23016685,1.0,1.0,0.0025,1.0,4658.19,4651.82244583,5.4346e-20,500,499.07,400.0
4662.37691549,0.00166651,1,37.1662,293.270284264,0.2,4240.68,0.00103974,4662.37691549,499.498156254,0.002,100,1.06898,293.270284264,0.998522,0.832022,0.00214113,1.001,4659.47,4662.37691549,4.1713e-09,500,500.0,499.480525678
4643.61086579,0.01,2,153.943,23937.8156448,0.2,3707.68,,4643.61086579,500.0,0.01,100,1.0,23937.8156448,1.0,1.0,0.01,1.0,4643.61,4643.61086579,3.50449e-18,500,498.09,100.0
4661.11223586,0.005,2,109.809,267.119311187,0.2,3990.55,,4661.11223586,500.0,0.005,100,1.0,267.119311187,1.0,1.0,0.005,1.0,4652.36,4661.11223586,2.1793e-19,500,500.0,200.000000102
4658.28172907,0.00333333,2,90.3339,344.717982977,0.2,4113.97,,4658.28172907,500.0,0.00333333,100,1.0,344.717982977,1.0,1.0,0.00333333,1.0,4654.33,4658.28172907,5.43914e-20,500,500.0,299.999969474
4661.00219737,0.0025,2,78.7711,308.596648409,0.2,4188.0,,4661.00219737,500.0,0.0025,100,1.0,308.596648409,1.0,1.0,0.0025,1.0,4656.0,4661.00219737,5.4346e-20,500,500.0,400.0
4659.69956074,0.00125654,1,46.432,332.033601633,0.2,4239.05,0.00402703,4659.69956074,498.279847372,0.002,100,1.10671,332.033601633,0.99585,0.625662,0.00222264,1.00345,4658.36,4659.69956074,1.62427e-08,500,500.0,497.981994304
4663.72036492,0.01,2,14.8023,221.323109838,0.2,3727.83,,4663.72036492,500.0,0.01,100,1.0,221.323109838,1.0,1.0,0.01,1.0,4663.72,4663.72036492,3.50449e-18,500,500.0,100.0
4661.58727884,0.005,2,14.5242,202.549556798,0.2,4000.81,,4661.58727884,500.0,0.005,100,1.0,202.549556798,1.0,1.0,0.005,1.0,4662.65,4661.58727884,2.1793e-19,500,500.0,200.000000102
4661.44688407,0.00333333,2,16.8244,430.607495663,0.2,4121.86,,4661.44688407,500.0,0.00333333,100,1.0,430.607495663,1.0,1.0,0.00333333,1.0,4662.25,4661.44688407,5.43914e-20,500,500.0,299.999969474
4644.51816597,0.0025,2,91.3376,32611.3388585,0.2,4189.82,,4644.51816597,500.0,0.0025,100,1.0,32611.3388585,1.0,1.0,0.0025,1.0,4657.82,4644.51816597,5.4346e-20,500,498.08,400.0
4662.46842447,0.00140323,1,58.632,251.618879978,0.2,4240.82,0.00268708,4662.46842447,498.733873775,0.002,100,1.09841,251.618879978,1.00091,0.70225,0.00219483,1.00254,4659.95,4662.46842447,1.07289e-08,500,500.0,498.665276168
4644.92702961,0.01,2,189.685,36343.7586112,0.2,3708.95,,4644.92702961,500.0,0.01,100,1.0,36343.7586112,1.0,1.0,0.01,1.0,4644.93,4644.92702961,3.50449e-18,500,498.0,100.0
4659.83092416,0.005,2,134.756,229.441203085,0.2,3990.54,,4659.83092416,500.0,0.005,100,1.0,229.441203085,1.0,1.0,0.005,1.0,4652.38,4659.83092416,2.1793e-19,500,500.0,200.000000102
4661.65167923,0.00333333,2,110.436,214.84514913,0.2,4115.08,,4661.65167923,500.0,0.00333333,100,1.0,214.84514913,1.0,1.0,0.00333333,1.0,4655.47,4661.65167923,5.43914e-20,500,500.0,299.999969474
4662.80511756,0.0025,2,96.0262,257.761364152,0.2,4189.3,,4662.80511756,500.0,0.0025,100,1.0,257.761364152,1.0,1.0,0.0025,1.0,4657.3,4662.80511756,5.4346e-20,500,500.0,400.0
4663.21273792,0.0013413,1,58.831,237.672035553,0.2,4240.72,0.00313631,4663.21273792,498.525036231,0.002,100,1.10701,237.672035553,1.00088,0.671242,0.00221206,1.00296,4659.93,4663.21273792,1.25231e-08,500,500.0,498.442840876
4661.70534837,0.01,2,18.9905,364.281995114,0.2,3725.74,,4661.70534837,500.0,0.01,100,1.0,364.281995114,1.0,1.0,0.01,1.0,4661.71,4661.70534837,3.50449e-18,500,500.0,100.0
4662.14926959,0.005,2,17.951,286.606988261,0.2,4000.1,,4662.14926959,500.0,0.005,100,1.0,286.606988261,1.0,1.0,0.005,1.0,4661.93,4662.14926959,2.1793e-19,500,500.0,200.000000102
4660.73095687,0.00333333,2,17.148,239.122675737,0.2,4121.15,,4660.73095687,500.0,0.00333333,100,1.0,239.122675737,1.0,1.0,0.00333333,1.0,4661.53,4660.73095687,5.43914e-20,500,500.0,299.999969474
4645.36569416,0.0025,2,92.4144,33417.7580547,0.2,4189.5,,4645.36569416,500.0,0.0025,100,1.0,33417.7580547,1.0,1.0,0.0025,1.0,4657.49,4645.36569416,5.4346e-20,500,498.06,400.0
4661.37863829,0.00123984,1,52.7596,190.838954954,0.2,4240.62,0.00387733,4661.37863829,498.391573824,0.002,100,1.106,190.838954954,0.996323,0.617639,0.00222017,1.00323,4659.87,4661.37863829,1.5624e-08,500,500.0,498.058671179
4663.74511126,0.01,2,11.5573,134.921165174,0.2,3727.82,,4663.74511126,500.0,0.01,100,1.0,134.921165174,1.0,1.0,0.01,1.0,4663.75,4663.74511126,3.50449e-18,500,500.0,100.0
4665.55575984,0.005,2,11.4486,128.21340255,0.2,4002.8,,4665.55575984,500.0,0.005,100,1.0,128.21340255,1.0,1.0,0.005,1.0,4664.65,4665.55575984,2.1793e-19,500,500.0,200.000000102
4662.91641735,0.00333333,2,12.1037,177.119897623,0.2,4123.67,,4662.91641735,500.0,0.00333333,100,1.0,177.119897623,1.0,1.0,0.00333333,1.0,4664.07,4662.91641735,5.43914e-20,500,500.0,299.999969474
4657.94576984,0.0025,2,15.2802,470.995724795,0.2,4194.54,,4657.94576984,500.0,0.0025,100,1.0,470.995724795,1.0,1.0,0.0025,1.0,4662.54,4657.94576984,5.4346e-20,500,500.0,400.0
