#{"env_id": "ContCartPole-v0", "t_start": 1523371349.9848511}
r,l,t
109.915312,12,1.283521
249.82493,26,1.299579
249.857427,26,1.315644
239.797242,25,1.329141
209.896785,22,1.34104
249.909955,26,1.355113
159.893839,17,1.364402
439.887854,45,1.388563
169.918881,18,1.398907
329.65956,34,1.417438
319.814886,33,1.43803
309.87078,32,1.460138
299.918738,31,1.48137
149.915599,16,1.492379
129.897635,14,1.502059
249.913084,26,1.535133
209.870659,22,1.550703
219.851403,23,1.570755
229.909909,24,1.591398
589.694854,60,1.642374
269.795756,28,1.666425
159.91743,17,1.697932
239.8999,25,1.721581
109.902337,12,1.732989
139.891451,15,1.747226
169.918013,18,1.764137
529.557373,54,1.815101
179.913675,19,1.83311
169.916006,18,1.850041
349.879375,36,1.904069
129.936829,14,1.917306
209.8828,22,1.938241
479.744917,49,1.98421
209.89602,22,2.004891
159.906459,17,2.020885
309.880867,32,2.051327
139.870121,15,2.073113
189.911915,20,2.09213
149.917121,16,2.107282
119.873055,13,2.11991
889.518013,90,2.204564
209.86821,22,2.225453
259.841044,27,2.273183
199.895975,21,2.293068
109.909028,12,2.304938
249.865556,26,2.329944
789.774852,80,2.405353
209.838545,22,2.426496
159.89187,17,2.453838
249.876664,26,2.478183
239.870076,25,2.501746
259.906384,27,2.527073
309.837259,32,2.557327
139.911016,15,2.571421
169.920819,18,2.588419
109.891381,12,2.599756
249.830696,26,2.650356
209.903724,22,2.670955
389.830201,40,2.709635
279.911551,29,2.737457
129.918705,14,2.751004
169.907636,18,2.768404
209.805331,22,2.789616
679.643335,69,2.884783
239.845864,25,2.908857
219.874467,23,2.931359
99.939274,11,2.941851
239.888325,25,2.965688
129.917445,14,3.02332
129.919862,14,3.036815
239.92396,25,3.060831
439.746971,45,3.103552
159.847831,17,3.119768
129.913282,14,3.133142
209.796458,22,3.154104
479.848373,49,3.200934
169.895648,18,3.21802
109.91396,12,3.229733
179.893702,19,3.247653
159.907096,17,3.264107
149.902465,16,3.279419
269.757485,28,3.306125
149.935163,16,3.321302
239.861175,25,3.34495
479.897951,49,3.391213
149.918065,16,3.406594
199.840929,21,3.426822
309.8949,32,3.456831
939.664852,95,3.545049
159.909778,17,3.593367
379.772705,39,3.625923
639.882784,65,3.685494
319.819908,33,3.716044
229.894318,24,3.738343
119.900269,13,3.750469
149.903085,16,3.773761
289.852292,30,3.802028
349.84169,36,3.83551
119.910998,13,3.84775
219.863323,23,3.86939
229.875826,24,3.891858
229.88892,24,3.9145
139.933887,15,3.92909
239.849081,25,3.971005
219.895324,23,3.992899
179.832985,19,4.011011
189.897728,20,4.030117
239.918974,25,4.054273
149.878932,16,4.069694
119.912109,13,4.082235
339.908236,35,4.115482
229.884086,24,4.138484
159.901677,17,4.15473
339.850063,35,4.187907
99.93298,11,4.198494
579.794288,59,4.253332
119.910709,13,4.26458
169.908113,18,4.280415
159.906901,17,4.295429
169.930248,18,4.311619
289.804508,30,4.347432
169.873798,18,4.362888
169.922108,18,4.378501
439.761009,45,4.416545
139.881627,15,4.429825
159.88635,17,4.444309
359.887393,37,4.475616
149.908929,16,4.506501
219.851605,23,4.526943
389.84987,40,4.56497
239.917512,25,4.588413
199.891574,21,4.608201
179.901677,19,4.626066
139.888961,15,4.640113
219.853105,23,4.699937
489.831179,50,4.746641
139.914935,15,4.760695
169.881695,18,4.777642
199.885925,21,4.79731
139.882287,15,4.811562
209.887979,22,4.832477
279.879767,29,4.860015
709.392166,72,4.934421
169.91199,18,4.951317
269.806291,28,4.977518
199.905002,21,4.997215
209.900958,22,5.017917
169.895959,18,5.034688
99.909774,11,5.04503
209.909655,22,5.075077
249.924937,26,5.099211
209.901761,22,5.11955
139.881307,15,5.133504
129.904509,14,5.14648
159.920244,17,5.162228
399.876803,41,5.200752
239.909495,25,5.224216
109.895749,12,5.252407
259.885327,27,5.277603
209.890953,22,5.298331
149.870299,16,5.313674
139.895748,15,5.327838
189.901263,20,5.346603
209.829734,22,5.372731
359.855618,37,5.408185
119.897807,13,5.420542
359.901038,37,5.471189
209.917384,22,5.492017
459.852771,47,5.536537
139.913379,15,5.550788
169.908348,18,5.568291
129.901593,14,5.581525
199.896953,21,5.601277
199.902325,21,5.621206
209.890668,22,5.646608
199.933937,21,5.666322
119.922731,13,5.679009
269.914799,28,5.705389
809.803204,82,5.782005
149.91305,16,5.829586
579.823238,59,5.885476
129.858471,14,5.898668
129.918167,14,5.911863
159.902549,17,5.927727
179.869296,19,5.939779
189.882842,20,5.951357
269.878038,28,5.967554
369.865453,38,5.997247
119.932543,13,6.004877
199.867146,21,6.017093
179.872806,19,6.028121
309.909749,32,6.046743
309.764216,32,6.068943
289.891378,30,6.090644
159.930319,17,6.114169
119.918857,13,6.123697
149.894861,16,6.135438
169.920238,18,6.148721
179.926913,19,6.162467
319.868053,33,6.189395
249.862574,26,6.212621
179.936373,19,6.229677
129.916432,14,6.242209
319.895571,33,6.293916
169.89175,18,6.310766
379.898725,39,6.347313
249.914555,26,6.371813
239.879717,25,6.395368
569.869748,58,6.449967
79.930379,9,6.459546
89.915708,10,6.469045
109.916116,12,6.480377
219.91176,23,6.50206
519.883869,53,6.552058
479.86611,49,6.597884
369.688321,38,6.633563
219.836475,23,6.660799
239.920074,25,6.684597
369.914227,38,6.72021
189.914101,20,6.73896
179.884776,19,6.756907
179.879624,19,6.774793
209.805894,22,6.79549
259.888599,27,6.852767
399.85099,41,6.890995
509.817938,52,6.940028
349.849039,36,6.974175
369.892873,38,7.00995
299.816604,31,7.044855
169.929317,18,7.062311
269.871897,28,7.088663
139.901594,15,7.102827
299.86809,31,7.131877
149.908103,16,7.147008
189.915238,20,7.165989
159.905929,17,7.182246
179.903889,19,7.20018
169.903451,18,7.22223
289.799574,30,7.250455
209.90862,22,7.271306
179.877175,19,7.289357
309.922512,32,7.320019
339.863833,35,7.353332
369.839905,38,7.389241
169.910622,18,7.412318
269.899567,28,7.439324
289.822311,30,7.467793
169.890496,18,7.484934
629.809584,64,7.545456
349.904492,36,7.579921
99.920304,11,7.596229
129.921417,14,7.609616
499.767413,51,7.657655
239.869268,25,7.681748
289.862675,30,7.710325
129.924097,14,7.723669
309.894284,32,7.753849
209.814213,22,7.774638
159.910332,17,7.791764
289.90268,30,7.821465
299.896205,31,7.85236
209.912568,22,7.874
949.723172,96,7.967525
159.872267,17,7.987621
159.88354,17,8.003912
169.870008,18,8.02117
179.905964,19,8.039234
319.928086,33,8.070763
129.89042,14,8.084229
259.88745,27,8.109835
319.842126,33,8.141457
129.903241,14,8.155018
249.853225,26,8.187915
179.87567,19,8.20612
139.914455,15,8.220503
179.819585,19,8.238725
309.721775,32,8.269744
349.877487,36,8.30415
259.925253,27,8.329843
199.910459,21,8.34999
229.827761,24,8.377665
259.905435,27,8.40335
639.778683,65,8.465576
119.931886,13,8.478276
449.687183,46,8.521748
129.887001,14,8.535373
299.878237,31,8.576112
289.894063,30,8.604843
109.918333,12,8.616474
449.842063,46,8.660385
279.845584,29,8.688494
99.899345,11,8.699189
169.904943,18,8.71643
99.893867,11,8.727012
139.904252,15,8.752756
359.905529,37,8.787766
169.88794,18,8.805356
319.826189,33,8.836728
269.791086,28,8.863473
399.867879,41,8.902425
189.880882,20,8.921427
129.921492,14,8.942838
119.921016,13,8.955202
119.929201,13,8.967574
179.922654,19,8.985735
139.917144,15,9.000085
329.89732,34,9.032989
139.898703,15,9.047513
209.904002,22,9.068754
129.91891,14,9.082034
229.83607,24,9.104839
129.891221,14,9.118234
299.85784,31,9.15071
169.912308,18,9.168051
199.929931,21,9.188513
119.906795,13,9.201084
379.90522,39,9.238407
249.839538,26,9.263233
119.928634,13,9.275899
259.892624,27,9.301995
99.905692,11,9.312786
129.910951,14,9.327215
189.867242,20,9.34652
239.84313,25,9.370496
339.896591,35,9.403708
299.843769,31,9.433472
179.843825,19,9.451615
129.918761,14,9.465351
129.889109,14,9.478719
189.844776,20,9.497802
99.936212,11,9.516194
439.751536,45,9.558633
169.894734,18,9.5758
189.824704,20,9.594955
269.86327,28,9.621681
269.890051,28,9.648257
129.895048,14,9.661722
169.894151,18,9.679084
309.849383,32,9.727607
409.917164,42,9.768136
199.881063,21,9.788764
669.687962,68,9.85427
179.860679,19,9.907357
209.891236,22,9.928743
129.902668,14,9.942544
129.92595,14,9.956294
189.930968,20,9.975772
239.857307,25,10.00024
179.927611,19,10.018947
109.932354,12,10.030861
129.868608,14,10.044991
119.884771,13,10.058436
359.899393,37,10.120404
239.819705,25,10.144248
159.885477,17,10.160581
219.832343,23,10.183027
329.881307,34,10.215608
129.891287,14,10.229269
329.78048,34,10.261855
149.910624,16,10.2778
129.92383,14,10.291309
169.887877,18,10.309063
329.703293,34,10.341433
409.87048,42,10.381612
149.8788,16,10.397087
229.875275,24,10.42023
229.897381,24,10.443562
129.914661,14,10.457212
149.926173,16,10.486071
389.546509,40,10.52392
199.862207,21,10.543933
169.904252,18,10.558355
359.636792,37,10.580104
99.913305,11,10.586588
149.894724,16,10.595868
269.888308,28,10.612165
149.902163,16,10.628855
349.717685,36,10.649704
319.907693,33,10.668925
359.800844,37,10.694329
169.907713,18,10.708097
89.910274,10,10.716177
489.753909,50,10.7536
199.850602,21,10.773315
179.910527,19,10.788122
219.919646,23,10.807927
89.916849,10,10.817279
139.898645,15,10.831109
189.905896,20,10.849737
269.886465,28,10.87547
219.849749,23,10.896604
199.892074,21,10.915881
119.905032,13,10.928397
159.856925,17,10.951494
179.906509,19,10.969452
299.778718,31,10.998304
119.899463,13,11.010871
249.739772,26,11.035514
299.814791,31,11.066082
459.827121,47,11.112442
129.901317,14,11.126382
119.911384,13,11.141314
169.930427,18,11.158999
219.888978,23,11.181474
149.897268,16,11.196764
99.922182,11,11.207215
119.895252,13,11.21972
129.919456,14,11.233095
219.745346,23,11.255014
179.906418,19,11.273118
459.765827,47,11.366065
179.896393,19,11.384219
159.858183,17,11.40054
289.916953,30,11.429663
729.657107,74,11.499715
179.855828,19,11.530458
519.528558,53,11.582441
179.902232,19,11.601192
119.912792,13,11.613942
229.860297,24,11.637342
409.787436,42,11.678439
349.758107,36,11.74126
149.91027,16,11.75662
109.916501,12,11.768195
229.826115,24,11.791231
139.92195,15,11.806235
179.905026,19,11.824674
449.631378,46,11.869215
119.899309,13,11.882056
119.913971,13,11.894792
179.814339,19,11.919202
339.8482,35,11.952667
709.829779,72,12.02084
99.936491,11,12.031395
159.860194,17,12.047582
159.89818,17,12.064046
189.867265,20,12.083055
229.878228,24,12.114377
349.860795,36,12.148491
239.901944,25,12.172282
109.905767,12,12.184166
159.886739,17,12.200441
169.869567,18,12.217637
309.801369,32,12.24798
169.833835,18,12.265232
259.881198,27,12.308105
219.916351,23,12.330039
119.888062,13,12.342498
319.909839,33,12.37394
609.798367,62,12.433293
189.916922,20,12.452404
109.931344,12,12.463976
169.888426,18,12.490691
139.935259,15,12.505174
319.869712,33,12.536592
309.831189,32,12.567365
179.879128,19,12.585599
169.941372,18,12.60287
119.906461,13,12.615474
229.812785,24,12.638443
179.875454,19,12.683594
179.915744,19,12.700604
369.79704,38,12.733808
129.885671,14,12.746113
189.855766,20,12.763612
149.925217,16,12.778159
129.884368,14,12.790789
229.907734,24,12.813564
269.88864,28,12.840138
309.874485,32,12.878465
269.878089,28,12.90505
149.925039,16,12.920335
139.870747,15,12.935019
269.885085,28,12.961642
409.903141,42,13.002076
189.891288,20,13.021394
99.915603,11,13.049987
139.866283,15,13.064719
339.860159,35,13.098106
139.906911,15,13.112372
289.835614,30,13.140912
189.845783,20,13.159851
299.839118,31,13.189616
219.900305,23,13.211458
119.924663,13,13.223835
159.89356,17,13.246773
159.865346,17,13.263124
239.919549,25,13.286878
279.852545,29,13.314674
479.84595,49,13.361386
309.824644,32,13.391512
189.884554,20,13.410468
119.906852,13,13.433681
679.77984,69,13.49898
109.893199,12,13.51056
169.90535,18,13.52763
109.925825,12,13.539244
259.860967,27,13.565772
379.831757,39,13.603854
129.880972,14,13.62742
209.868309,22,13.649029
359.782197,37,13.685341
169.878905,18,13.702568
259.819074,27,13.728365
169.851848,18,13.74562
219.910727,23,13.767515
259.912864,27,13.793236
139.906199,15,13.821339
149.915961,16,13.836806
119.903071,13,13.849371
359.815985,37,13.884809
169.921016,18,13.90222
489.831211,50,13.950264
229.91304,24,13.973721
339.858791,35,14.032862
199.873065,21,14.053454
199.84324,21,14.073563
449.736481,46,14.117603
179.894692,19,14.136053
339.868338,35,14.169751
189.829346,20,14.189339
199.923036,21,14.21224
259.897238,27,14.238161
199.900438,21,14.25837
189.917889,20,14.277605
159.862006,17,14.294057
169.859367,18,14.311672
419.79977,43,14.352525
239.892865,25,14.376373
329.842271,34,14.416644
259.852057,27,14.442611
139.879219,15,14.457139
239.86814,25,14.4809
119.912913,13,14.492293
139.888866,15,14.505286
139.891158,15,14.518131
299.898845,31,14.544437
149.887212,16,14.558524
229.833828,24,14.586485
339.715542,35,14.617328
109.897409,12,14.628228
289.921084,30,14.656174
179.842441,19,14.674137
169.886944,18,14.69145
119.907449,13,14.703749
159.889385,17,14.719731
109.917722,12,14.731133
119.903625,13,14.743432
429.807986,44,14.791038
119.887333,13,14.803723
429.791531,44,14.844795
149.83576,16,14.859854
259.855676,27,14.885417
119.898694,13,14.897726
219.839578,23,14.919297
179.902298,19,14.956212
179.864205,19,14.974042
229.801199,24,14.996675
139.878411,15,15.010828
329.809237,34,15.042675
159.886098,17,15.059021
359.857937,37,15.093341
129.914542,14,15.106462
119.912203,13,15.136158
389.858219,40,15.16915
259.774188,27,15.191791
219.902764,23,15.210874
189.919537,20,15.227442
299.839376,31,15.253005
119.888961,13,15.263824
179.840558,19,15.279555
109.930792,12,15.301426
359.858629,37,15.331867
229.883411,24,15.351662
219.892442,23,15.370687
129.908056,14,15.382371
99.929565,11,15.391572
179.850377,19,15.407299
379.799789,39,15.441415
149.876996,16,15.472939
399.848556,41,15.507627
279.918274,29,15.532187
279.795958,29,15.557003
149.849909,16,15.570664
219.842306,23,15.590311
149.895438,16,15.604202
269.876484,28,15.627942
339.826046,35,15.659234
329.684434,34,15.688509
179.88186,19,15.705206
139.909191,15,15.718134
229.905497,24,15.739239
379.87717,39,15.773594
139.921108,15,15.78737
289.901189,30,15.830426
119.894244,13,15.842034
269.811922,28,15.866135
159.859859,17,15.880902
499.708723,51,15.92689
289.877023,30,15.952544
149.858057,16,15.966331
129.915018,14,15.991045
409.876019,42,16.027957
169.862866,18,16.04375
159.914478,17,16.059305
189.887192,20,16.077145
189.933115,20,16.094831
199.873315,21,16.113621
199.876309,21,16.132252
179.909477,19,16.148952
249.83778,26,16.179405
439.605848,45,16.218225
169.888043,18,16.233841
229.715711,24,16.254346
309.882875,32,16.281813
149.879344,16,16.296068
219.921085,23,16.316929
149.880022,16,16.330973
459.854804,47,16.371106
229.852653,24,16.392026
339.817982,35,16.423224
149.913444,16,16.437592
159.907988,17,16.452332
199.885132,21,16.470536
149.907224,16,16.484703
209.876058,22,16.525086
169.894119,18,16.540796
159.933778,17,16.556277
129.909014,14,16.568706
149.908117,16,16.582793
139.915195,15,16.595752
139.90068,15,16.609209
359.871906,37,16.641355
209.915469,22,16.660424
169.891881,18,16.676334
179.900137,19,16.697942
139.895363,15,16.711028
219.873486,23,16.731307
279.895776,29,16.75632
189.891835,20,16.773738
259.887859,27,16.797239
159.897977,17,16.81336
279.914106,29,16.83882
309.790135,32,16.885271
189.813326,20,16.903053
439.800039,45,16.943312
109.911573,12,16.954215
99.920638,11,16.964216
269.907871,28,16.989399
229.885915,24,17.010495
119.926488,13,17.046618
729.447543,74,17.110781
269.884089,28,17.134909
119.91843,13,17.145998
439.415538,45,17.182746
139.911529,15,17.191541
99.93388,11,17.197838
159.900062,17,17.208031
199.829487,21,17.219959
159.87891,17,17.229663
109.913218,12,17.236498
129.899497,14,17.244427
189.891559,20,17.255745
89.916879,10,17.261492
299.891133,31,17.279126
119.908453,13,17.28657
159.91508,17,17.296273
269.798032,28,17.315187
539.755044,55,17.354442
179.895797,19,17.36816
269.92425,28,17.388215
119.897005,13,17.39768
279.861293,29,17.418518
419.830253,43,17.45395
149.893264,16,17.477418
239.876484,25,17.498233
159.899901,17,17.512567
379.884136,39,17.543759
169.889683,18,17.559058
119.895118,13,17.570424
249.874355,26,17.592948
139.909588,15,17.605979
259.815354,27,17.629198
279.888455,29,17.657638
289.893697,30,17.684105
209.926172,22,17.703218
649.624088,66,17.759867
159.906189,17,17.774941
139.925485,15,17.788124
159.909604,17,17.803315
109.901958,12,17.817999
189.857806,20,17.835518
439.813807,45,17.874516
349.794564,36,17.906067
129.910574,14,17.918524
159.918291,17,17.934018
479.798238,49,17.976607
329.757991,34,18.012549
239.867869,25,18.034742
429.838819,44,18.073144
239.902364,25,18.095002
