#{"env_id": "ContCartPole-v0", "t_start": 1523371349.9848511}
r,l,t
129.89903,14,18.107329
309.883885,32,18.134838
219.790903,23,18.177302
129.923611,14,18.189901
279.834666,29,18.215686
339.858577,35,18.247093
229.923957,24,18.268545
329.817371,34,18.298775
369.781004,38,18.332858
179.910335,19,18.352483
469.882085,48,18.394394
229.907613,24,18.415394
349.895787,36,18.447815
229.87463,24,18.468435
179.887614,19,18.484956
129.879464,14,18.497392
249.858868,26,18.53378
379.854767,39,18.568587
259.910587,27,18.59217
149.923686,16,18.606394
339.900527,35,18.636974
269.849809,28,18.66136
179.860088,19,18.678227
229.885298,24,18.707758
209.885535,22,18.726615
129.921003,14,18.738647
119.92964,13,18.749846
519.633862,53,18.794816
479.802524,49,18.836763
129.921657,14,18.848971
209.873841,22,18.87708
169.903338,18,18.892572
109.902026,12,18.903036
109.909538,12,18.913534
169.916782,18,18.929318
149.887568,16,18.943157
109.898964,12,18.953523
269.789726,28,18.977404
179.871827,19,18.993953
149.922049,16,19.008029
129.915508,14,19.020288
129.924801,14,19.044008
139.877626,15,19.057412
679.859384,69,19.117616
189.857328,20,19.135961
139.91342,15,19.149701
179.883674,19,19.167064
319.889056,33,19.196783
249.879925,26,19.234156
139.92353,15,19.247652
519.782231,53,19.295008
109.901356,12,19.306618
249.918406,26,19.330947
199.863353,21,19.350416
129.927169,14,19.363618
279.877226,29,31.910642
149.905562,16,31.918583
289.801181,30,31.933629
209.855652,22,31.944341
229.814113,24,31.95602
439.893716,45,31.977752
109.925546,12,31.98361
229.887218,24,32.005725
169.893977,18,32.01438
439.895559,45,32.03595
409.837273,42,32.056601
179.894022,19,32.065822
239.878663,25,32.07797
269.826817,28,32.10478
239.891275,25,32.116933
379.838694,39,32.13594
249.88418,26,32.148502
449.863857,46,32.170649
329.90189,34,32.187383
409.840744,42,32.208577
319.915512,33,32.224635
229.923977,24,32.236272
539.839383,55,32.262906
149.913525,16,32.293074
429.772707,44,32.314785
459.717935,47,32.33755
209.813808,22,32.34823
189.861075,20,32.357998
219.908675,23,32.369295
209.873361,22,32.393651
439.878499,45,32.415618
219.892333,23,32.42716
189.882167,20,32.436889
169.890799,18,32.445576
239.899209,25,32.457698
349.839596,36,32.475209
499.817149,51,32.505164
449.51546,46,32.527355
949.286631,96,32.573951
289.871075,30,32.592002
519.818316,53,32.617664
99.93297,11,32.623079
309.875058,32,32.638577
699.758499,71,32.67289
589.60748,60,32.703721
419.746306,43,32.724464
319.801877,33,32.740461
999.709743,101,32.819932
209.837652,22,32.830583
329.771694,34,32.847024
269.789209,28,32.860682
129.928086,14,32.867444
299.898734,31,32.882988
589.837827,60,32.9118
139.924491,15,32.919051
399.599483,41,32.951941
219.917416,23,32.974011
169.903824,18,32.991284
169.839129,18,33.01987
159.906762,17,33.035789
149.909839,16,33.051077
249.853077,26,33.0637
119.898314,13,33.070013
299.839676,31,33.084909
149.901942,16,33.092663
139.923043,15,33.099884
249.806694,26,33.112429
169.909418,18,33.121123
439.831764,45,33.144842
289.814601,30,33.159351
529.587755,54,33.185698
129.915334,14,33.192422
219.751092,23,33.203643
219.895098,23,33.214764
209.90255,22,33.230625
169.848338,18,33.239297
189.895801,20,33.249
309.898215,32,33.264512
419.880623,43,33.285145
259.887558,27,33.298081
129.925143,14,33.305236
699.720282,71,33.351056
239.832618,25,33.363183
189.883215,20,33.372983
239.855159,25,33.385043
429.860224,44,33.406197
139.86402,15,33.413486
269.829512,28,33.427447
549.761845,56,33.454377
169.827776,18,33.463119
739.743545,75,33.499072
639.665271,65,33.541641
759.822898,77,33.579404
259.70719,27,33.59261
159.894851,17,33.601013
729.869111,74,33.643641
199.896019,21,33.654122
159.883588,17,33.662418
379.800442,39,33.681808
219.905414,23,33.693116
99.900588,11,33.698518
259.803847,27,33.718912
559.774107,57,33.746517
209.822058,22,33.757227
269.755166,28,33.770785
129.911669,14,33.777616
199.846206,21,33.787934
239.834824,25,33.800137
129.8838,14,33.810381
709.717783,72,33.845392
239.909077,25,33.857666
139.869433,15,33.865028
319.876247,33,33.881117
199.851573,21,33.911435
159.867103,17,33.919793
229.917024,24,33.931841
699.787178,71,33.966289
149.867741,16,33.974135
119.932332,13,33.980506
139.888061,15,33.987821
179.868556,19,34.008358
209.781147,22,34.019086
669.797499,68,34.052525
119.911735,13,34.058955
469.715948,48,34.082443
139.91981,15,34.104399
239.824726,25,34.116712
209.824953,22,34.127414
209.876087,22,34.138053
199.901184,21,34.148142
279.877125,29,34.162143
119.908876,13,34.168463
89.928636,10,34.173358
119.918492,13,34.180033
189.91174,20,34.189695
519.850423,53,34.219856
269.883127,28,34.233317
599.754617,61,34.262597
259.768468,27,34.275575
249.855755,26,34.288082
279.749354,29,34.304513
289.854179,30,34.318679
599.793529,61,34.347391
159.873672,17,34.355458
469.551081,48,34.378045
379.694188,39,34.40345
169.866806,18,34.411968
369.812065,38,34.430248
459.431129,47,34.452343
139.892832,15,34.459458
109.908262,12,34.465165
189.900705,20,34.489162
209.850955,22,34.499537
219.805505,23,34.510395
199.913624,21,34.520315
569.753592,58,34.547587
199.893046,21,34.557895
329.905747,34,34.574425
499.769376,51,34.599571
759.872606,77,34.636474
229.865903,24,34.648039
279.862323,29,34.66207
159.869358,17,34.670342
299.798509,31,34.69024
269.901398,28,34.708461
289.610096,30,34.728042
489.796052,50,34.760499
229.77127,24,34.812215
409.790166,42,34.832444
119.886638,13,34.83879
329.818203,34,34.855206
219.844286,23,34.866313
179.88868,19,34.875499
379.70962,39,34.894304
149.888476,16,34.905009
559.67411,57,34.932936
339.821078,35,34.95006
279.83284,29,34.964145
289.90528,30,34.978768
229.884441,24,34.990461
249.815241,26,35.007419
349.879162,36,35.024902
799.543246,81,35.064432
229.883948,24,35.076186
269.895073,28,35.089801
659.678371,67,35.124438
199.852622,21,35.134638
179.899909,19,35.143796
149.869601,16,35.151529
129.913624,14,35.158289
199.913466,21,35.168418
289.779905,30,35.183387
149.905154,16,35.197038
439.851792,45,35.218706
209.844593,22,35.229313
249.841565,26,35.241934
249.865791,26,35.254541
139.904111,15,35.293059
169.889162,18,35.302263
249.893752,26,35.314763
99.931697,11,35.320198
499.90888,51,35.344908
239.88085,25,35.357141
169.891009,18,35.365999
139.874544,15,35.373257
549.80101,56,35.410458
229.912471,24,35.422028
279.887468,29,35.43641
259.903336,27,35.449436
289.74817,30,35.494675
199.857129,21,35.504931
369.827115,38,35.523388
399.876141,41,35.54319
309.661829,32,35.559131
279.885894,29,35.591629
599.810542,61,35.621101
129.925097,14,35.627916
109.901859,12,35.633729
319.9162,33,35.649626
229.805483,24,35.661329
179.897996,19,35.670508
259.886802,27,35.687763
299.886688,31,35.70282
509.883113,52,35.728014
229.869628,24,35.739646
239.872644,25,35.751782
329.848982,34,35.768283
139.903941,15,35.778938
579.836377,59,35.807718
649.758016,66,35.839465
119.904383,13,35.845814
429.723318,44,35.889427
219.86553,23,35.900546
189.846757,20,35.910294
189.874649,20,35.920043
239.830931,25,35.932595
149.893717,16,35.940384
189.892758,20,35.950167
299.724351,31,35.965237
119.93195,13,35.972123
359.837643,37,35.989941
159.909681,17,35.998146
259.832954,27,36.011209
259.910871,27,36.024261
419.879489,43,36.083271
409.709678,42,36.10364
109.930667,12,36.109561
349.764486,36,36.126916
309.766382,32,36.142407
629.753526,64,36.190369
219.866075,23,36.201612
139.911877,15,36.208967
129.867537,14,36.215828
229.808124,24,36.227593
549.894225,56,36.254553
249.825248,26,36.269079
169.830045,18,36.277859
139.877568,15,36.285198
729.775898,74,36.32502
179.917235,19,36.335958
189.886567,20,36.347426
139.88975,15,36.356038
139.907678,15,36.372078
439.807738,45,36.397771
479.784071,49,36.426028
199.863315,21,36.436303
469.712199,48,36.459477
279.881434,29,36.484121
319.82632,33,36.500156
229.849456,24,36.511734
159.903216,17,36.519933
209.910312,22,36.530509
219.840643,23,36.541657
249.863771,26,36.55457
259.79418,27,36.579715
219.875771,23,36.590359
319.881118,33,36.605705
179.867908,19,36.614577
509.812984,52,36.638672
199.909157,21,36.648441
189.879526,20,36.669281
299.799763,31,36.684092
299.872869,31,36.698572
289.885217,30,36.712525
189.905582,20,36.721886
299.873462,31,36.736269
219.826991,23,36.746973
109.909154,12,36.759108
149.871657,16,36.766584
199.922083,21,36.776528
129.897563,14,36.783089
329.928408,34,36.799007
209.783744,22,36.809631
139.904142,15,36.816674
169.91876,18,36.825104
169.882848,18,36.83358
409.762722,42,36.867085
179.881254,19,36.875897
149.883198,16,36.883371
539.792493,55,36.908817
449.824781,46,36.930744
199.912155,21,36.940592
209.814689,22,36.951524
399.875393,41,36.970835
189.862055,20,36.980367
169.906393,18,36.988949
349.89742,36,37.006007
389.616098,40,37.024818
239.88209,25,37.047606
209.835043,22,37.058423
339.90867,35,37.074946
139.906309,15,37.082134
189.896791,20,37.091588
739.596605,75,37.127057
269.888301,28,37.144475
179.848491,19,37.153724
129.936326,14,37.160483
319.857718,33,37.176787
239.806793,25,37.188711
769.72378,78,37.225501
99.904041,11,37.232226
179.888108,19,37.241306
159.890288,17,37.249361
219.85843,23,37.260284
399.839371,41,37.279731
159.896023,17,37.287823
159.876894,17,37.295965
329.722477,34,37.312541
139.871522,15,37.329657
89.916139,10,37.334443
239.894247,25,37.346277
1059.312217,107,37.396931
159.885134,17,37.430089
259.842983,27,37.443097
119.873017,13,37.449366
969.495819,98,37.496592
159.892484,17,37.504889
159.906079,17,37.526605
209.897605,22,37.537273
299.903265,31,37.552619
189.820155,20,37.562178
209.89637,22,37.572645
679.658697,69,37.605348
189.90616,20,37.623976
589.728427,60,37.652029
229.814775,24,37.663195
139.915095,15,37.670213
169.894338,18,37.67906
219.878503,23,37.68981
289.899823,30,37.703833
379.864029,39,37.726746
159.901303,17,37.734649
169.876425,18,37.743074
289.833727,30,37.757007
419.831403,43,37.777023
269.8123,28,37.790075
139.897473,15,37.809071
329.883846,34,37.824845
319.776797,33,37.840212
299.89081,31,37.854548
569.791653,58,37.881388
279.899531,29,37.8948
339.909536,35,37.911041
139.897143,15,37.918072
179.860487,19,37.927387
809.558832,82,37.96548
169.911001,18,37.973961
259.87973,27,37.986591
219.906672,23,37.999215
439.836788,45,38.020169
279.87973,29,38.033756
619.898794,63,38.064072
199.927551,21,38.074157
99.91305,11,38.088471
229.914679,24,38.099967
139.924705,15,38.10714
329.827123,34,38.123374
249.815816,26,38.135798
399.765859,41,38.155278
279.843973,29,38.192708
269.669458,28,38.20619
109.912377,12,38.211987
769.747567,78,38.249
179.862217,19,38.258138
149.926471,16,38.265892
179.929085,19,38.283625
269.830474,28,38.296979
309.825468,32,38.312238
359.786422,37,38.329313
159.92322,17,38.337221
449.853317,46,38.358517
329.905221,34,38.38391
329.815849,34,38.399604
439.511519,45,38.420432
259.837928,27,38.43339
139.900178,15,38.440417
149.89266,16,38.447877
179.867536,19,38.456766
99.918669,11,38.466657
529.839053,54,38.491513
179.861411,19,38.500449
949.787982,96,38.544839
259.891494,27,38.567083
409.705545,42,38.586708
