MaxVanillaIw,ESSClassic,eRenyi2,VarVanillaIw,AvgEpLen,AvgRet,Delta,EpsThisIter,MinNormIw,AvgNormIw,VarNormIw,VarDiscRet,VanillaAvgRet,MinVanillaIw,ESSRenyi,MaxNormIw,AvgVanillaIw,J,Bound,VarJ,VarRet,BatchSize,AvgDiscRet,IterType
1.0,500.000006643,1.0,,500.0,86.460733195,0.8,100,0.002,0.002,5.43187e-20,54.1942469644,86.460733195,1.0,500.0,0.002,1.0,86.668,84.4965,6.95521,54.1942469644,500,86.460733195,1
1.0,100.0,1.0,,500.0,88.0049294357,0.8,100,0.01,0.01,3.50449e-18,60.7104556087,88.0049294357,1.0,500.0,0.01,1.0,88.0049,83.0345,7.75263,60.7104556087,500,88.0049294357,2
1.0,200.000000102,1.0,,500.0,82.9699685251,0.8,100,0.005,0.005,2.1793e-19,179.602674246,82.9699685251,1.0,500.0,0.005,1.0,85.4874,81.9728,11.1934,179.602674246,500,82.9699685251,2
1.0,299.999969474,1.0,,500.0,78.1863102476,0.8,100,0.00333333,0.00333333,5.43914e-20,233.206561752,78.1863102476,1.0,500.0,0.00333333,1.0,83.0537,80.1841,13.1275,233.206561752,500,78.1863102476,2
1.0,400.0,1.0,,500.0,82.5108588212,0.8,100,0.0025,0.0025,5.4346e-20,85.9963819114,82.5108588212,1.0,500.0,0.0025,1.0,82.918,80.4328,12.2715,85.9963819114,500,82.5108588212,2
1.0,500.000006643,1.0,,500.0,83.9860240718,0.8,100,0.002,0.002,5.43187e-20,42.8956229029,83.9860240718,1.0,500.0,0.002,1.0,83.1316,80.9088,11.3643,42.8956229029,500,83.9860240718,1
1.0,100.0,1.0,,500.0,91.9512456016,0.8,100,0.01,0.01,3.50449e-18,28.7083106622,91.9512456016,1.0,500.0,0.01,1.0,91.9512,87.1266,5.33116,28.7083106622,500,91.9512456016,2
1.0,200.000000102,1.0,,500.0,87.6365016633,0.8,100,0.005,0.005,2.1793e-19,48.655830355,87.6365016633,1.0,500.0,0.005,1.0,89.7939,86.352,6.55359,48.655830355,500,87.6365016633,2
1.0,299.999969474,1.0,,500.0,85.0830209319,0.8,100,0.00333333,0.00333333,5.43914e-20,91.3533811484,85.0830209319,1.0,500.0,0.00333333,1.0,88.2236,85.4133,7.98193,91.3533811484,500,85.0830209319,2
1.0,400.0,1.0,,500.0,87.0723697723,0.8,100,0.0025,0.0025,5.4346e-20,130.434013549,87.0723697723,1.0,500.0,0.0025,1.0,87.9358,85.4839,8.96182,130.434013549,500,87.0723697723,2
1.0,500.000006643,1.0,,500.0,89.3294346042,0.8,100,0.002,0.002,5.43187e-20,44.9331112666,89.3294346042,1.0,500.0,0.002,1.0,88.2145,86.0215,8.57082,44.9331112666,500,89.3294346042,1
1.0,100.0,1.0,,500.0,86.3934274072,0.8,100,0.01,0.01,3.50449e-18,75.4453329182,86.3934274072,1.0,500.0,0.01,1.0,86.3934,81.5502,8.64239,75.4453329182,500,86.3934274072,2
1.0,200.000000102,1.0,,500.0,82.1684140276,0.8,100,0.005,0.005,2.1793e-19,114.134872586,82.1684140276,1.0,500.0,0.005,1.0,84.2809,80.8562,9.91488,114.134872586,500,82.1684140276,2
1.0,299.999969474,1.0,,500.0,84.0747797738,0.8,100,0.00333333,0.00333333,5.43914e-20,80.4217465966,84.0747797738,1.0,500.0,0.00333333,1.0,84.2122,81.4159,9.5961,80.4217465966,500,84.0747797738,2
1.0,400.0,1.0,,500.0,85.3778727933,0.8,100,0.0025,0.0025,5.4346e-20,40.7538042059,85.3778727933,1.0,500.0,0.0025,1.0,84.5036,82.082,8.91096,40.7538042059,500,85.3778727933,2
1.0,500.000006643,1.0,,500.0,87.0459743291,0.8,100,0.002,0.002,5.43187e-20,15.6335483945,87.0459743291,1.0,500.0,0.002,1.0,85.0121,82.8461,8.22519,15.6335483945,500,87.0459743291,1
1.0,100.0,1.0,,500.0,86.542994179,0.8,100,0.01,0.01,3.50449e-18,50.2698603099,86.542994179,1.0,500.0,0.01,1.0,86.543,81.6545,7.05458,50.2698603099,500,86.542994179,2
1.0,200.000000102,1.0,,500.0,80.3609141464,0.8,100,0.005,0.005,2.1793e-19,157.249089624,80.3609141464,1.0,500.0,0.005,1.0,83.452,79.9953,10.5961,157.249089624,500,80.3609141464,2
1.0,299.999969474,1.0,,500.0,89.8280696992,0.8,100,0.00333333,0.00333333,5.43914e-20,18.9014505699,89.8280696992,1.0,500.0,0.00333333,1.0,85.5773,82.755,9.49331,18.9014505699,500,89.8280696992,2
1.0,400.0,1.0,,500.0,86.8138441363,0.8,100,0.0025,0.0025,5.4346e-20,21.0774466315,86.8138441363,1.0,500.0,0.0025,1.0,85.8864,83.4422,8.54959,21.0774466315,500,86.8138441363,2
1.0,500.000006643,1.0,1.77564e-14,500.0,88.1142699744,0.8,100,0.002,0.002,1.02554e-19,53.8533510973,88.1142699744,1.0,500.0,0.002,1.0,86.332,84.1458,8.36262,53.8533510973,500,88.1142699744,1
1.0,100.0,1.0,,500.0,89.3140668521,0.8,100,0.01,0.01,3.50449e-18,30.0357549067,89.3140668521,1.0,500.0,0.01,1.0,89.3141,84.5176,5.45302,30.0357549067,500,89.3140668521,2
1.0,200.000000102,1.0,,500.0,89.3270976984,0.8,100,0.005,0.005,2.1793e-19,32.789200965,89.3270976984,1.0,500.0,0.005,1.0,89.3206,85.8795,5.57659,32.789200965,500,89.3270976984,2
1.0,299.999969474,1.0,,500.0,86.9752025298,0.8,100,0.00333333,0.00333333,5.43914e-20,45.396094963,86.9752025298,1.0,500.0,0.00333333,1.0,88.5388,85.7292,6.07745,45.396094963,500,86.9752025298,2
1.0,400.0,1.0,,500.0,87.8131338021,0.8,100,0.0025,0.0025,5.4346e-20,61.2819311835,87.8131338021,1.0,500.0,0.0025,1.0,88.3574,85.9242,6.55496,61.2819311835,500,87.8131338021,2
1.0,500.000006643,1.0,,500.0,83.7127257273,0.8,100,0.002,0.002,5.43187e-20,76.0391345146,83.7127257273,1.0,500.0,0.002,1.0,87.4284,85.2521,7.27196,76.0391345146,500,83.7127257273,1
1.0,100.0,1.0,,500.0,84.5557958955,0.8,100,0.01,0.01,3.50449e-18,99.6477113815,84.5557958955,1.0,500.0,0.01,1.0,84.5558,79.709,9.93233,99.6477113815,500,84.5557958955,2
1.0,200.000000102,1.0,,500.0,83.9607424871,0.8,100,0.005,0.005,2.1793e-19,47.4497268824,83.9607424871,1.0,500.0,0.005,1.0,84.2583,80.8311,8.53825,47.4497268824,500,83.9607424871,2
1.0,299.999969474,1.0,,500.0,87.0602192522,0.8,100,0.00333333,0.00333333,5.43914e-20,105.090693361,87.0602192522,1.0,500.0,0.00333333,1.0,85.1922,82.3939,9.22094,105.090693361,500,87.0602192522,2
1.0,400.0,1.0,,500.0,82.2660977732,0.8,100,0.0025,0.0025,5.4346e-20,82.7433452256,82.2660977732,1.0,500.0,0.0025,1.0,84.4607,82.0373,9.26573,82.7433452256,500,82.2660977732,2
1.0,500.000006643,1.0,,500.0,84.299099602,0.8,100,0.002,0.002,5.43187e-20,25.7665729663,84.299099602,1.0,500.0,0.002,1.0,84.4284,82.2608,8.59005,25.7665729663,500,84.299099602,1
1.0,100.0,1.0,,500.0,84.2648254485,0.8,100,0.01,0.01,3.50449e-18,139.595538121,84.2648254485,1.0,500.0,0.01,1.0,84.2648,79.4314,11.7558,139.595538121,500,84.2648254485,2
1.0,200.000000102,1.0,,500.0,86.9953892346,0.8,100,0.005,0.005,2.1793e-19,85.2639174467,86.9953892346,1.0,500.0,0.005,1.0,85.6301,82.1473,10.6381,85.2639174467,500,86.9953892346,2
1.0,299.999969474,1.0,,500.0,82.2952299339,0.8,100,0.00333333,0.00333333,5.43914e-20,211.766208084,82.2952299339,1.0,500.0,0.00333333,1.0,84.5185,81.6748,12.1573,211.766208084,500,82.2952299339,2
1.0,400.0,1.0,,500.0,85.5053718983,0.8,100,0.0025,0.0025,5.4346e-20,79.8816112165,85.5053718983,1.0,500.0,0.0025,1.0,84.7652,82.3025,11.4369,79.8816112165,500,85.5053718983,2
1.0,500.000006643,1.0,,500.0,87.532465286,0.8,100,0.002,0.002,5.43187e-20,66.450198283,87.532465286,1.0,500.0,0.002,1.0,85.3187,83.116,10.9099,66.450198283,500,87.532465286,1
1.0,100.0,1.0,,500.0,91.2892193261,0.8,100,0.01,0.01,3.50449e-18,26.8852672434,91.2892193261,1.0,500.0,0.01,1.0,91.2892,86.2965,5.15911,26.8852672434,500,91.2892193261,2
1.0,200.000000102,1.0,,500.0,81.4345542088,0.8,100,0.005,0.005,2.1793e-19,48.3576578136,81.4345542088,1.0,500.0,0.005,1.0,86.3619,82.8315,7.84372,48.3576578136,500,81.4345542088,2
1.0,299.999969474,1.0,,500.0,82.5464672743,0.8,100,0.00333333,0.00333333,5.43914e-20,75.1136756618,82.5464672743,1.0,500.0,0.00333333,1.0,85.0901,82.2075,8.30894,75.1136756618,500,82.5464672743,2
1.0,400.0,1.0,,500.0,85.7521805896,0.8,100,0.0025,0.0025,5.4346e-20,60.8257509123,85.7521805896,1.0,500.0,0.0025,1.0,85.2556,82.7592,8.18018,60.8257509123,500,85.7521805896,2
1.0,500.000006643,1.0,,500.0,86.1605313471,0.8,100,0.002,0.002,5.43187e-20,44.4194905901,86.1605313471,1.0,500.0,0.002,1.0,85.4366,83.2038,7.90306,44.4194905901,500,86.1605313471,1
1.0,100.0,1.0,,500.0,89.7776230045,0.8,100,0.01,0.01,3.50449e-18,18.8450962063,89.7776230045,1.0,500.0,0.01,1.0,89.7776,85.016,4.31933,18.8450962063,500,89.7776230045,2
1.0,200.000000102,1.0,,500.0,83.9661945445,0.8,100,0.005,0.005,2.1793e-19,17.8027018253,83.9661945445,1.0,500.0,0.005,1.0,86.8719,83.505,5.15595,17.8027018253,500,83.9661945445,2
1.0,299.999969474,1.0,,500.0,84.3027253553,0.8,100,0.00333333,0.00333333,5.43914e-20,43.6368454745,84.3027253553,1.0,500.0,0.00333333,1.0,86.0155,83.2664,5.79565,43.6368454745,500,84.3027253553,2
1.0,400.0,1.0,,500.0,89.8844949479,0.8,100,0.0025,0.0025,5.4346e-20,36.5105238909,89.8844949479,1.0,500.0,0.0025,1.0,86.9828,84.565,6.08566,36.5105238909,500,89.8844949479,2
1.0,500.000006643,1.0,,500.0,87.2762867305,0.8,100,0.002,0.002,5.43187e-20,67.373632675,87.2762867305,1.0,500.0,0.002,1.0,87.0415,84.8789,6.55606,67.373632675,500,87.2762867305,1
1.0,100.0,1.0,,500.0,89.6887723364,0.8,100,0.01,0.01,3.50449e-18,59.7490452367,89.6887723364,1.0,500.0,0.01,1.0,89.6888,84.8727,7.691,59.7490452367,500,89.6887723364,2
1.0,200.000000102,1.0,,500.0,84.6959080299,0.8,100,0.005,0.005,2.1793e-19,110.877813651,84.6959080299,1.0,500.0,0.005,1.0,87.1923,83.7868,9.52326,110.877813651,500,84.6959080299,2
1.0,299.999969474,1.0,,500.0,83.4571657778,0.8,100,0.00333333,0.00333333,5.43914e-20,101.441609255,83.4571657778,1.0,500.0,0.00333333,1.0,85.9473,83.1667,9.85077,101.441609255,500,83.4571657778,2
1.0,400.0,1.0,,500.0,85.8413836946,0.8,100,0.0025,0.0025,5.4346e-20,61.641399919,85.8413836946,1.0,500.0,0.0025,1.0,85.9208,83.4831,9.38278,61.641399919,500,85.8413836946,2
1.0,500.000006643,1.0,5.99476e-15,500.0,86.6010488155,0.8,100,0.002,0.002,8.19127e-20,65.0461385238,86.6010488155,1.0,500.0,0.002,1.0,86.0569,83.8766,9.1314,65.0461385238,500,86.6010488155,1
1.0,100.0,1.0,,500.0,85.483096985,0.8,100,0.01,0.01,3.50449e-18,82.2790086402,85.483096985,1.0,500.0,0.01,1.0,85.4831,80.7528,9.02531,82.2790086402,500,85.483096985,2
1.0,200.000000102,1.0,,500.0,88.7389683409,0.8,100,0.005,0.005,2.1793e-19,32.5385009658,88.7389683409,1.0,500.0,0.005,1.0,87.111,83.6549,7.71264,32.5385009658,500,88.7389683409,2
1.0,299.999969474,1.0,,500.0,86.7095398514,0.8,100,0.00333333,0.00333333,5.43914e-20,60.9467341549,86.7095398514,1.0,500.0,0.00333333,1.0,86.9772,84.1553,7.73336,60.9467341549,500,86.7095398514,2
1.0,400.0,1.0,,500.0,86.0987928517,0.8,100,0.0025,0.0025,5.4346e-20,105.505474339,86.0987928517,1.0,500.0,0.0025,1.0,86.7576,84.3138,8.43273,105.505474339,500,86.0987928517,2
1.0,500.000006643,1.0,,500.0,84.9872485421,0.8,100,0.002,0.002,5.43187e-20,43.2978755085,84.9872485421,1.0,500.0,0.002,1.0,86.4035,84.2177,8.12177,43.2978755085,500,84.9872485421,1
1.0,100.0,1.0,,500.0,85.6624320161,0.8,100,0.01,0.01,3.50449e-18,33.6835202577,85.6624320161,1.0,500.0,0.01,1.0,85.6624,80.9874,5.77466,33.6835202577,500,85.6624320161,2
1.0,200.000000102,1.0,,500.0,82.0488417883,0.8,100,0.005,0.005,2.1793e-19,138.039120905,82.0488417883,1.0,500.0,0.005,1.0,83.8556,80.5499,9.39506,138.039120905,500,82.0488417883,2
1.0,299.999969474,1.0,,500.0,87.4486117333,0.8,100,0.00333333,0.00333333,5.43914e-20,82.0448826585,87.4486117333,1.0,500.0,0.00333333,1.0,85.0533,82.2302,9.42276,82.0448826585,500,87.4486117333,2
1.0,400.0,1.0,,500.0,86.353663615,0.8,100,0.0025,0.0025,5.4346e-20,76.106282282,86.353663615,1.0,500.0,0.0025,1.0,85.3784,82.9335,9.25984,76.106282282,500,86.353663615,2
1.0,500.000006643,1.0,,500.0,81.0640648263,0.8,100,0.002,0.002,5.43187e-20,92.1654879886,81.0640648263,1.0,500.0,0.002,1.0,84.5155,82.3287,9.47748,92.1654879886,500,81.0640648263,1
1.0,100.0,1.0,,500.0,86.8987850722,0.8,100,0.01,0.01,3.50449e-18,67.7386646108,86.8987850722,1.0,500.0,0.01,1.0,86.8988,82.1238,8.1891,67.7386646108,500,86.8987850722,2
1.0,200.000000102,1.0,,500.0,82.6684710598,0.8,100,0.005,0.005,2.1793e-19,70.9981002849,82.6684710598,1.0,500.0,0.005,1.0,84.7836,81.4072,8.5527,70.9981002849,500,82.6684710598,2
1.0,299.999969474,1.0,,500.0,84.0385799895,0.8,100,0.00333333,0.00333333,5.43914e-20,92.2374221172,84.0385799895,1.0,500.0,0.00333333,1.0,84.5353,81.7377,8.9066,92.2374221172,500,84.0385799895,2
1.0,400.0,1.0,,500.0,88.059730409,0.8,100,0.0025,0.0025,5.4346e-20,24.5370678152,88.059730409,1.0,500.0,0.0025,1.0,85.4164,82.9936,8.24,24.5370678152,500,88.059730409,2
1.0,500.000006643,1.0,,500.0,78.5337747074,0.8,100,0.002,0.002,5.43187e-20,172.174255075,78.5337747074,1.0,500.0,0.002,1.0,84.0399,81.8729,9.79734,172.174255075,500,78.5337747074,1
1.0,100.0,1.0,,500.0,85.410395007,0.8,100,0.01,0.01,3.50449e-18,77.984963505,85.410395007,1.0,500.0,0.01,1.0,85.4104,80.7179,8.78664,77.984963505,500,85.410395007,2
1.0,200.000000102,1.0,,500.0,88.1285539248,0.8,100,0.005,0.005,2.1793e-19,13.412411163,88.1285539248,1.0,500.0,0.005,1.0,86.7695,83.4345,6.86213,13.412411163,500,88.1285539248,2
1.0,299.999969474,1.0,,500.0,88.160586286,0.8,100,0.00333333,0.00333333,5.43914e-20,26.547785828,88.160586286,1.0,500.0,0.00333333,1.0,87.2332,84.416,6.3705,26.547785828,500,88.160586286,2
1.0,400.0,1.0,,500.0,85.4786819223,0.8,100,0.0025,0.0025,5.4346e-20,100.657756651,85.4786819223,1.0,500.0,0.0025,1.0,86.7946,84.3548,7.47847,100.657756651,500,85.4786819223,2
1.0,500.000006643,1.0,,500.0,86.8808718458,0.8,100,0.002,0.002,5.43187e-20,39.393626784,86.8808718458,1.0,500.0,0.002,1.0,86.8118,84.6064,7.24866,39.393626784,500,86.8808718458,1
1.0,100.0,1.0,,500.0,84.998109251,0.8,100,0.01,0.01,3.50449e-18,109.930734523,84.998109251,1.0,500.0,0.01,1.0,84.9981,80.2694,10.4322,109.930734523,500,84.998109251,2
1.0,200.000000102,1.0,,500.0,89.6665183932,0.8,100,0.005,0.005,2.1793e-19,37.2422406511,89.6665183932,1.0,500.0,0.005,1.0,87.3323,83.9588,8.84868,37.2422406511,500,89.6665183932,2
1.0,299.999969474,1.0,,500.0,89.5416836719,0.8,100,0.00333333,0.00333333,5.43914e-20,23.5867202145,89.5416836719,1.0,500.0,0.00333333,1.0,88.0688,85.2637,7.81459,23.5867202145,500,89.5416836719,2
1.0,400.0,1.0,,500.0,85.5609434292,0.8,100,0.0025,0.0025,5.4346e-20,23.731373757,85.5609434292,1.0,500.0,0.0025,1.0,87.4418,85.0126,7.27005,23.731373757,500,85.5609434292,2
1.0,500.000006643,1.0,,500.0,88.7389159561,0.8,100,0.002,0.002,5.43187e-20,55.6361272659,88.7389159561,1.0,500.0,0.002,1.0,87.7012,85.5285,7.31902,55.6361272659,500,88.7389159561,1
1.0,100.0,1.0,,500.0,85.1818859211,0.8,100,0.01,0.01,3.50449e-18,69.6496854984,85.1818859211,1.0,500.0,0.01,1.0,85.1819,80.474,8.30381,69.6496854984,500,85.1818859211,2
1.0,200.000000102,1.0,,500.0,79.8240944332,0.8,100,0.005,0.005,2.1793e-19,101.626102596,79.8240944332,1.0,500.0,0.005,1.0,82.503,79.0634,9.58947,101.626102596,500,79.8240944332,2
1.0,299.999969474,1.0,,500.0,90.5080425984,0.8,100,0.00333333,0.00333333,5.43914e-20,7.83259858715,90.5080425984,1.0,500.0,0.00333333,1.0,85.1713,82.3629,8.83913,7.83259858715,500,90.5080425984,2
1.0,400.0,1.0,,500.0,85.4652131926,0.8,100,0.0025,0.0025,5.4346e-20,95.735031377,85.4652131926,1.0,500.0,0.0025,1.0,85.2448,82.8126,9.07239,95.735031377,500,85.4652131926,2
1.0,500.000006643,1.0,,500.0,87.3671382137,0.8,100,0.002,0.002,5.43187e-20,110.47160278,87.3671382137,1.0,500.0,0.002,1.0,85.6693,83.4939,9.40429,110.47160278,500,87.3671382137,1
1.0,100.0,1.0,,500.0,88.0738850984,0.8,100,0.01,0.01,3.50449e-18,150.024398111,88.0738850984,1.0,500.0,0.01,1.0,88.0739,83.2073,12.187,150.024398111,500,88.0738850984,2
1.0,200.000000102,1.0,,500.0,84.6421983971,0.8,100,0.005,0.005,2.1793e-19,102.516135109,84.6421983971,1.0,500.0,0.005,1.0,86.358,82.9149,11.3116,102.516135109,500,84.6421983971,2
1.0,299.999969474,1.0,,500.0,80.3460474741,0.8,100,0.00333333,0.00333333,5.43914e-20,102.613759014,80.3460474741,1.0,500.0,0.00333333,1.0,84.354,81.5427,11.2781,102.613759014,500,80.3460474741,2
1.0,400.0,1.0,,500.0,89.2094164668,0.8,100,0.0025,0.0025,5.4346e-20,17.2671019036,89.2094164668,1.0,500.0,0.0025,1.0,85.5679,83.1332,10.2025,17.2671019036,500,89.2094164668,2
1.0,500.000006643,1.0,,500.0,87.4255922518,0.8,100,0.002,0.002,5.43187e-20,97.0929139262,87.4255922518,1.0,500.0,0.002,1.0,85.9394,83.7618,10.1513,97.0929139262,500,87.4255922518,1
1.0,100.0,1.0,,500.0,89.8641386343,0.8,100,0.01,0.01,3.50449e-18,43.8618045937,89.8641386343,1.0,500.0,0.01,1.0,89.8641,84.9554,6.58963,43.8618045937,500,89.8641386343,2
1.0,200.000000102,1.0,,500.0,87.7868863497,0.8,100,0.005,0.005,2.1793e-19,42.3490699848,87.7868863497,1.0,500.0,0.005,1.0,88.8255,85.3545,6.61461,42.3490699848,500,87.7868863497,2
1.0,299.999969474,1.0,,500.0,89.3370225662,0.8,100,0.00333333,0.00333333,5.43914e-20,39.2468947793,89.3370225662,1.0,500.0,0.00333333,1.0,88.996,86.1511,6.49449,39.2468947793,500,89.3370225662,2
1.0,400.0,1.0,,500.0,87.292252031,0.8,100,0.0025,0.0025,5.4346e-20,12.4766709675,87.292252031,1.0,500.0,0.0025,1.0,88.5701,86.1063,5.93852,12.4766709675,500,87.292252031,2
1.0,500.000006643,1.0,,500.0,85.7155664375,0.8,100,0.002,0.002,5.43187e-20,57.8095467898,85.7155664375,1.0,500.0,0.002,1.0,87.9992,85.7955,6.40022,57.8095467898,500,85.7155664375,1
1.0,100.0,1.0,,500.0,89.5572666333,0.8,100,0.01,0.01,3.50449e-18,39.403142558,89.5572666333,1.0,500.0,0.01,1.0,89.5573,84.7316,6.24573,39.403142558,500,89.5572666333,2
1.0,200.000000102,1.0,,500.0,89.1650357282,0.8,100,0.005,0.005,2.1793e-19,25.9605736629,89.1650357282,1.0,500.0,0.005,1.0,89.3611,85.9489,5.69153,25.9605736629,500,89.1650357282,2
1.0,299.999969474,1.0,,500.0,90.7935713989,0.8,100,0.00333333,0.00333333,5.43914e-20,17.4937328611,90.7935713989,1.0,500.0,0.00333333,1.0,89.8386,87.0526,5.2749,17.4937328611,500,90.7935713989,2
1.0,400.0,1.0,,500.0,88.5184381768,0.8,100,0.0025,0.0025,5.4346e-20,87.4776821885,88.5184381768,1.0,500.0,0.0025,1.0,89.5086,87.0611,6.54568,87.4776821885,500,88.5184381768,2
1.0,500.000006643,1.0,,500.0,85.5060161253,0.8,100,0.002,0.002,5.43187e-20,159.494864117,85.5060161253,1.0,500.0,0.002,1.0,88.7081,86.4898,8.27164,159.494864117,500,85.5060161253,1
1.0,100.0,1.0,,500.0,85.7831860301,0.8,100,0.01,0.01,3.50449e-18,118.892545926,85.7831860301,1.0,500.0,0.01,1.0,85.7832,81.0294,10.8491,118.892545926,500,85.7831860301,2
1.0,200.000000102,1.0,,500.0,88.3828580351,0.8,100,0.005,0.005,2.1793e-19,85.0216028053,88.3828580351,1.0,500.0,0.005,1.0,87.083,83.6717,10.1305,85.0216028053,500,88.3828580351,2
1.0,299.999969474,1.0,,500.0,86.8519120584,0.8,100,0.00333333,0.00333333,5.43914e-20,47.2320821628,86.8519120584,1.0,500.0,0.00333333,1.0,87.006,84.1994,9.16605,47.2320821628,500,86.8519120584,2
1.0,400.0,1.0,,500.0,86.3457321334,0.8,100,0.0025,0.0025,5.4346e-20,66.1228953656,86.3457321334,1.0,500.0,0.0025,1.0,86.8409,84.4103,8.91401,66.1228953656,500,86.3457321334,2
1.0,500.000006643,1.0,,500.0,80.8432536249,0.8,100,0.002,0.002,5.43187e-20,106.977648515,80.8432536249,1.0,500.0,0.002,1.0,85.6414,83.4674,9.5134,106.977648515,500,80.8432536249,1
1.0,100.0,1.0,,500.0,87.9276276142,0.8,100,0.01,0.01,3.50449e-18,18.8173955118,87.9276276142,1.0,500.0,0.01,1.0,87.9276,83.2416,4.31616,18.8173955118,500,87.9276276142,2
1.0,200.000000102,1.0,,500.0,81.0235354851,0.8,100,0.005,0.005,2.1793e-19,218.514803413,81.0235354851,1.0,500.0,0.005,1.0,84.4756,81.0436,11.3752,218.514803413,500,81.0235354851,2
1.0,299.999969474,1.0,,500.0,87.4004363447,0.8,100,0.00333333,0.00333333,5.43914e-20,17.9690252418,87.4004363447,1.0,500.0,0.00333333,1.0,85.4505,82.6483,9.70025,17.9690252418,500,87.4004363447,2
1.0,400.0,1.0,,500.0,81.5438195108,0.8,100,0.0025,0.0025,5.4346e-20,115.707185788,81.5438195108,1.0,500.0,0.0025,1.0,84.4738,82.0471,10.103,115.707185788,500,81.5438195108,2
1.0,500.000006643,1.0,,500.0,84.855264163,0.8,100,0.002,0.002,5.43187e-20,88.577645675,84.855264163,1.0,500.0,0.002,1.0,84.5501,82.3084,9.96082,88.577645675,500,84.855264163,1
1.0,100.0,1.0,,500.0,86.7567059433,0.8,100,0.01,0.01,3.50449e-18,48.1786049311,86.7567059433,1.0,500.0,0.01,1.0,86.7567,81.8464,6.90629,48.1786049311,500,86.7567059433,2
1.0,200.000000102,1.0,,500.0,85.1715618254,0.8,100,0.005,0.005,2.1793e-19,141.198982139,85.1715618254,1.0,500.0,0.005,1.0,85.9641,82.492,9.71443,141.198982139,500,85.1715618254,2
1.0,299.999969474,1.0,,500.0,84.430688141,0.8,100,0.00333333,0.00333333,5.43914e-20,91.6142172367,84.430688141,1.0,500.0,0.00333333,1.0,85.453,82.6128,9.67826,91.6142172367,500,84.430688141,2
1.0,400.0,1.0,,500.0,88.865617211,0.8,100,0.0025,0.0025,5.4346e-20,47.0426332278,88.865617211,1.0,500.0,0.0025,1.0,86.3061,83.8464,9.16941,47.0426332278,500,88.865617211,2
1.0,500.000006643,1.0,,500.0,88.6875837291,0.8,100,0.002,0.002,5.43187e-20,24.8892643799,88.6875837291,1.0,500.0,0.002,1.0,86.7825,84.5824,8.54974,24.8892643799,500,88.6875837291,1
1.0,100.0,1.0,,500.0,92.7064844738,0.8,100,0.01,0.01,3.50449e-18,9.23494199303,92.7064844738,1.0,500.0,0.01,1.0,92.7065,87.8425,3.02367,9.23494199303,500,92.7064844738,2
1.0,200.000000102,1.0,,500.0,77.6473355803,0.8,100,0.005,0.005,2.1793e-19,175.742966304,77.6473355803,1.0,500.0,0.005,1.0,85.1769,81.7375,12.1761,175.742966304,500,77.6473355803,2
1.0,299.999969474,1.0,,500.0,80.306011099,0.8,100,0.00333333,0.00333333,5.43914e-20,107.438408418,80.306011099,1.0,500.0,0.00333333,1.0,83.5533,80.745,11.8138,107.438408418,500,80.306011099,2
1.0,400.0,1.0,,500.0,86.177182043,0.8,100,0.0025,0.0025,5.4346e-20,78.0916766027,86.177182043,1.0,500.0,0.0025,1.0,84.2092,81.7677,11.1934,78.0916766027,500,86.177182043,2
1.0,500.000006643,1.0,,500.0,89.426951078,0.8,100,0.002,0.002,5.43187e-20,26.1906811245,89.426951078,1.0,500.0,0.002,1.0,85.2528,83.069,10.4774,26.1906811245,500,89.426951078,1
1.0,100.0,1.0,,500.0,83.0872131914,0.8,100,0.01,0.01,3.50449e-18,83.3617960555,83.0872131914,1.0,500.0,0.01,1.0,83.0872,78.3999,9.0845,83.3617960555,500,83.0872131914,2
1.0,200.000000102,1.0,,500.0,87.4196349626,0.8,100,0.005,0.005,2.1793e-19,27.9770883912,87.4196349626,1.0,500.0,0.005,1.0,85.2534,81.8144,7.73338,27.9770883912,500,87.4196349626,2
1.0,299.999969474,1.0,,500.0,81.2707396138,0.8,100,0.00333333,0.00333333,5.43914e-20,80.7044618971,81.2707396138,1.0,500.0,0.00333333,1.0,83.9259,81.1179,8.36824,80.7044618971,500,81.2707396138,2
1.0,400.0,1.0,,500.0,91.2739050658,0.8,100,0.0025,0.0025,5.4346e-20,24.5913135949,91.2739050658,1.0,500.0,0.0025,1.0,85.7629,83.2998,8.2904,24.5913135949,500,91.2739050658,2
1.0,500.000006643,1.0,,500.0,85.8355458786,0.8,100,0.002,0.002,5.43187e-20,86.2093716773,85.8355458786,1.0,500.0,0.002,1.0,85.7774,83.5744,8.48852,86.2093716773,500,85.8355458786,1
1.0,100.0,1.0,,500.0,86.1161451103,0.8,100,0.01,0.01,3.50449e-18,165.920005427,86.1161451103,1.0,500.0,0.01,1.0,86.1161,81.2803,12.8164,165.920005427,500,86.1161451103,2
1.0,200.000000102,1.0,,500.0,89.0897045479,0.8,100,0.005,0.005,2.1793e-19,101.84379316,89.0897045479,1.0,500.0,0.005,1.0,87.6029,84.1269,11.6083,101.84379316,500,89.0897045479,2
1.0,299.999969474,1.0,,500.0,85.4622060708,0.8,100,0.00333333,0.00333333,5.43914e-20,67.2383185537,85.4622060708,1.0,500.0,0.00333333,1.0,86.8894,84.0512,10.6322,67.2383185537,500,85.4622060708,2
