BatchSize,MaxNormIw,Bound,VarDiscRet,MinVanillaIw,MinNormIw,AvgEpLen,AvgVanillaIw,ESSRenyi,VarJ,eRenyi2,VanillaAvgRet,AvgRet,VarRet,J,AvgDiscRet,VarVanillaIw,VarNormIw,MaxVanillaIw,AvgNormIw,ESSClassic
100,0.95386285,33.10418,234.35524015046067,0.007255871,4.4877643e-06,500.0,16.16812,21.553877756951753,19.91602,4.6395364,-2.2825008239106634,-2.2825008239106634,234.35524015046067,42.76811,-2.2825008239106634,23761.795,0.009089923,1542.2169,0.010000002,1.0990189097547491
100,0.91505677,36.471825,241.90370590288344,4.9189453e-05,4.7516576e-08,500.0,10.352062,12.953314622287227,27.90351,7.7200317,0.7414706527737432,0.7414706527737432,241.90370590288344,48.51548,0.7414706527737432,8961.367,0.0083622,947.2724,0.009999999,1.193519840326682
100,0.94958925,46.901165,374.8445595484139,0.0010888089,5.998134e-07,500.0,18.15246,21.081101674614814,22.418198,4.743585,0.8433362475734253,0.8433362475734253,374.8445595484139,57.995724,0.8433362475734253,29683.01,0.009008178,1723.738,0.010000002,1.1088814804131528
100,0.9638473,63.81839,563.4315831555757,0.013537103,8.333505e-06,500.0,16.244188,26.033606366387826,24.686567,3.841189,8.635174852443011,8.635174852443011,563.4315831555757,76.92507,8.635174852443011,24495.623,0.009283091,1565.6917,0.009999999,1.076396424103432
100,0.9481791,42.51115,517.1128552386863,0.012539156,1.1234414e-05,500.0,11.16138,29.33028443558679,20.5554,3.4094453,9.749163545358009,9.749163545358009,517.1128552386863,54.426853,9.749163545358009,11187.937,0.008980784,1058.2987,0.010000002,1.112226306475696
100,0.9995672,69.62358,604.1158861062522,1.5569656e-05,1.149663e-10,500.0,1354.28,99.9997019776643,0.22739789,1.000003,18.326276365435813,18.326276365435813,604.1158861062522,76.402405,18.326276365435813,183247060.0,0.009991259,135369.39,0.01,1.000866105143164
100,0.94058245,65.93651,960.8482841979798,0.01761716,1.719344e-05,500.0,10.246443,23.898846716363245,27.82369,4.1843023,22.75832731854512,22.75832731854512,960.8482841979798,80.25745,22.75832731854512,9277.221,0.008836323,963.76245,0.01,1.13020387398378
100,0.91713643,67.21628,666.3075115036428,0.002366459,3.1575905e-06,500.0,7.4945087,22.18049446754701,33.070244,4.508466,36.31559955780945,36.31559955780945,666.3075115036428,83.66189,36.31559955780945,4716.358,0.008396928,687.3487,0.01,1.1886425742296542
100,0.88482225,65.375595,488.88883440874406,0.004278207,6.6035486e-06,500.0,6.4786487,23.41509338952846,31.664188,4.2707496,44.850468540316776,44.850468540316776,488.88883440874406,80.67203,44.850468540316776,3278.5293,0.007811064,573.24524,0.010000003,1.2766578682272645
100,0.78257316,67.75737,456.1595016708666,0.0016321491,3.326912e-06,500.0,4.9058976,21.172502093371538,35.409786,4.7231073,49.75400549043774,49.75400549043774,456.1595016708666,84.03574,49.75400549043774,1471.3782,0.0061134635,383.9224,0.01,1.6254008880745874
