J,ESSClassic,MaxVanillaIw,VarJ,EpsThisIter,MinVanillaIw,VarNormIw,MaxNormIw,VarVanillaIw,eRenyi2,Delta,Bound,AvgEpLen,AvgNormIw,BatchSize,VarRet,AvgDiscRet,IterType,AvgRet,ESSRenyi,MinNormIw,VarDiscRet,VanillaAvgRet,AvgVanillaIw
4991.628,200.00000010221265,1.0,110.19292,100,1.0,2.179301e-19,0.005,,1.0,0.6,4702.9526,500.0,0.0049999994,500,0.397823215331684,4999.485479656666,2,4999.485479656666,500.0,0.005,0.397823215331684,4999.485479656666,1.0
4990.5776,299.999969473632,1.0,110.2752,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,4754.8755,498.9,0.0033333336,500,12313.4195822754,4988.479436951215,2,4988.479436951215,500.0,0.0033333334,12313.4195822754,4988.479436951215,1.0
4980.5166,400.0,1.0,221.29642,100,1.0,5.434597e-20,0.0025,,1.0,0.6,4776.3926,495.11,0.0024999997,500,159789.7180605257,4950.333229374414,2,4950.333229374414,500.0,0.0025,159789.7180605257,4950.333229374414,1.0
4993.9897,484.22933819548916,1.2862655,62.205467,100,0.20025636,1.305356e-07,0.0025346046,0.03361784,1.0331848,0.6,4808.411,499.54,0.002,500,2223.463489315512,4994.857824571339,1,4994.857824571339,483.94054585552385,0.00039460804,2223.463489315512,4994.857824571339,1.0149634
4999.455,100.0,1.0,0.5701789,100,1.0,3.5044917e-18,0.01,,1.0,0.6,4591.2065,500.0,0.009999998,500,0.32839006567998547,4999.455301957036,2,4999.455301957036,500.0,0.01,0.32839006567998547,4999.455301957036,1.0
4999.509,200.00000010221265,1.0,0.5130823,100,1.0,2.179301e-19,0.005,,1.0,0.6,4710.8335,500.0,0.0049999994,500,0.1976791172656644,4999.56202219617,2,4999.56202219617,500.0,0.005,0.1976791172656644,4999.56202219617,1.0
4999.523,299.999969473632,1.0,0.5036073,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,4763.821,500.0,0.0033333336,500,0.2355208733265668,4999.5510004192065,2,4999.5510004192065,500.0,0.0033333334,0.2355208733265668,4999.5510004192065,1.0
4999.312,400.0,1.0,4.5141354,100,1.0,5.434597e-20,0.0025,,1.0,0.6,4795.188,499.92,0.0024999997,500,81.0263153612578,4998.680168284984,2,4998.680168284984,500.0,0.0025,81.0263153612578,4998.680168284984,1.0
4994.705,493.8274295575516,1.1828728,99.37335,100,0.51523834,5.0098222e-08,0.0023465266,0.012730559,1.0134025,0.6,4810.9116,496.26,0.0019999999,500,134751.77946123702,4961.925026844768,1,4961.925026844768,493.38739419524865,0.0010221052,134751.77946123702,4961.925026844768,1.0081904
4999.5674,100.0,1.0,0.46654746,100,1.0,3.5044917e-18,0.01,,1.0,0.6,4591.319,500.0,0.009999998,500,0.21983245526481587,4999.567371793199,2,4999.567371793199,500.0,0.01,0.21983245526481587,4999.567371793199,1.0
4999.5474,200.00000010221265,1.0,0.45473877,100,1.0,2.179301e-19,0.005,,1.0,0.6,4710.872,500.0,0.0049999994,500,0.19708403485129783,4999.52789486439,2,4999.52789486439,500.0,0.005,0.19708403485129783,4999.52789486439,1.0
4999.5337,299.999969473632,1.0,0.5085787,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,4763.8315,500.0,0.0033333336,500,0.364794128702163,4999.505064797535,2,4999.505064797535,500.0,0.0033333334,0.364794128702163,4999.505064797535,1.0
4999.5557,400.0,1.0,0.48578924,100,1.0,5.434597e-20,0.0025,,1.0,0.6,4795.4316,500.0,0.0024999997,500,0.16364082928983104,4999.622811682225,2,4999.622811682225,500.0,0.0025,0.16364082928983104,4999.622811682225,1.0
4999.5547,500.00000664260017,1.0,0.4917963,100,1.0,5.431875e-20,0.002,,1.0,0.6,4816.9805,500.0,0.0020000003,500,0.267974669838309,4999.54688160094,1,4999.54688160094,500.0,0.002,0.267974669838309,4999.54688160094,1.0
4999.592,100.0,1.0,0.43762583,100,1.0,3.5044917e-18,0.01,,1.0,0.6,4591.3438,500.0,0.009999998,500,0.1934565518582416,4999.5920021832635,2,4999.5920021832635,500.0,0.01,0.1934565518582416,4999.5920021832635,1.0
4999.5283,200.00000010221265,1.0,0.538952,100,1.0,2.179301e-19,0.005,,1.0,0.6,4710.853,500.0,0.0049999994,500,0.38515863360526953,4999.464894451037,2,4999.464894451037,500.0,0.005,0.38515863360526953,4999.464894451037,1.0
4996.8003,299.999969473632,1.0,47.86871,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,4761.098,499.18,0.0033333336,500,6897.995356460607,4991.3453047924795,2,4991.3453047924795,500.0,0.0033333334,6897.995356460607,4991.3453047924795,1.0
4990.37,400.0,1.0,126.486,100,1.0,5.434597e-20,0.0025,,1.0,0.6,4786.246,497.17,0.0024999997,500,57196.39284888639,4971.080093821991,2,4971.080093821991,500.0,0.0025,57196.39284888639,4971.080093821991,1.0
4994.7935,493.517969580068,1.1562165,69.24196,100,0.35627055,5.2642363e-08,0.002306298,0.013230702,1.0125567,0.6,4811.0767,500.0,0.002,500,0.300771196417605,4999.492593129588,1,4999.492593129588,493.7995213293806,0.00071065064,0.300771196417605,4999.492593129588,1.0026602
4999.522,100.0,1.0,0.56805384,100,1.0,3.5044917e-18,0.01,,1.0,0.6,4591.274,500.0,0.009999998,500,0.32595906523225826,4999.522059003621,2,4999.522059003621,500.0,0.01,0.32595906523225826,4999.522059003621,1.0
4999.507,200.00000010221265,1.0,0.5259383,100,1.0,2.179301e-19,0.005,,1.0,0.6,4710.8315,500.0,0.0049999994,500,0.23240171507907303,4999.491760230034,2,4999.491760230034,500.0,0.005,0.23240171507907303,4999.491760230034,1.0
4999.507,299.999969473632,1.0,0.5161315,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,4763.8047,500.0,0.0033333336,500,0.2484195757115479,4999.508274631238,2,4999.508274631238,500.0,0.0033333334,0.2484195757115479,4999.508274631238,1.0
4999.542,400.0,1.0,0.49838144,100,1.0,5.434597e-20,0.0025,,1.0,0.6,4795.418,500.0,0.0024999997,500,0.18181317951849377,4999.645762395828,2,4999.645762395828,500.0,0.0025,0.18181317951849377,4999.645762395828,1.0
4999.5396,500.00000664260017,1.0,0.48897338,100,1.0,5.431875e-20,0.002,,1.0,0.6,4816.9653,500.0,0.0020000003,500,0.20384490877341035,4999.528314541384,1,4999.528314541384,500.0,0.002,0.20384490877341035,4999.528314541384,1.0
4999.583,100.0,1.0,0.42343417,100,1.0,3.5044917e-18,0.01,,1.0,0.6,4591.335,500.0,0.009999998,500,0.18110001177272983,4999.583173452556,2,4999.583173452556,500.0,0.01,0.18110001177272983,4999.583173452556,1.0
4995.5195,200.00000010221265,1.0,57.34897,100,1.0,2.179301e-19,0.005,,1.0,0.6,4706.844,499.2,0.0049999994,500,6610.713497456098,4991.456051305048,2,4991.456051305048,500.0,0.005,6610.713497456098,4991.456051305048,1.0
4996.888,299.999969473632,1.0,46.865726,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,4761.186,500.0,0.0033333336,500,0.14190363121819674,4999.626231842845,2,4999.626231842845,500.0,0.0033333334,0.14190363121819674,4999.626231842845,1.0
4997.54,400.0,1.0,40.60319,100,1.0,5.434597e-20,0.0025,,1.0,0.6,4793.416,500.0,0.0024999997,500,0.19101839987405372,4999.494507334668,2,4999.494507334668,500.0,0.0025,0.19101839987405372,4999.494507334668,1.0
4998.436,498.84484703079613,1.0562868,25.620594,100,0.7050161,9.280765e-09,0.0021119874,0.0023214796,1.0023029,0.6,4815.652,500.0,0.002,500,0.18317342861144756,4999.594222561569,1,4999.594222561569,498.85120301962695,0.0014096409,0.18317342861144756,4999.594222561569,1.0002776
4999.598,100.0,1.0,0.4075571,100,1.0,3.5044917e-18,0.01,,1.0,0.6,4591.35,500.0,0.009999998,500,0.16778359354763517,4999.597776788486,2,4999.597776788486,500.0,0.01,0.16778359354763517,4999.597776788486,1.0
4994.7437,200.00000010221265,1.0,68.413055,100,1.0,2.179301e-19,0.005,,1.0,0.6,4706.0684,499.04,0.0049999994,500,9407.472427716424,4989.8889595748005,2,4989.8889595748005,500.0,0.005,9407.472427716424,4989.8889595748005,1.0
4996.361,299.999969473632,1.0,55.90635,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,4760.6587,500.0,0.0033333336,500,0.16696213231842838,4999.59687649029,2,4999.59687649029,500.0,0.0033333334,0.16696213231842838,4999.59687649029,1.0
4983.8857,400.0,1.0,194.80394,100,1.0,5.434597e-20,0.0025,,1.0,0.6,4779.7617,494.71,0.0024999997,500,141969.89040256038,4946.460776615326,2,4946.460776615326,500.0,0.0025,141969.89040256038,4946.460776615326,1.0
4994.6206,485.88076701422716,1.2302872,67.286606,100,0.2814087,1.16468605e-07,0.0024668344,0.028969562,1.0292361,0.6,4809.397,500.0,0.0020000003,500,0.32584634707812926,4999.541241095783,1,4999.541241095783,485.79719518203797,0.0005642493,0.32584634707812926,4999.541241095783,0.99746233
4999.5835,100.0,1.0,0.49952015,100,1.0,3.5044917e-18,0.01,,1.0,0.6,4591.335,500.0,0.009999998,500,0.2520458957859788,4999.583358856354,2,4999.583358856354,500.0,0.01,0.2520458957859788,4999.583358856354,1.0
4999.631,200.00000010221265,1.0,0.42751408,100,1.0,2.179301e-19,0.005,,1.0,0.6,4710.9556,500.0,0.0049999994,500,0.11259176349506368,4999.678592788406,2,4999.678592788406,500.0,0.005,0.11259176349506368,4999.678592788406,1.0
4999.614,299.999969473632,1.0,0.41379046,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,4763.9116,500.0,0.0033333336,500,0.1479059611536293,4999.5802496018205,2,4999.5802496018205,500.0,0.0033333334,0.1479059611536293,4999.5802496018205,1.0
4999.6206,400.0,1.0,0.40824595,100,1.0,5.434597e-20,0.0025,,1.0,0.6,4795.4966,500.0,0.0024999997,500,0.15396069211865818,4999.641714267043,2,4999.641714267043,500.0,0.0025,0.15396069211865818,4999.641714267043,1.0
4990.8755,496.4512531553636,1.4179873,195.26564,100,0.78090125,2.8650392e-08,0.0028497037,0.0070937495,1.0065119,0.6,4807.708,495.01,0.0019999999,500,249960.2751435838,4949.605403216718,1,4949.605403216718,496.7651020923973,0.0015693632,249960.2751435838,4949.605403216718,0.99518234
4999.523,100.0,1.0,0.4295126,100,1.0,3.5044917e-18,0.01,,1.0,0.6,4591.2754,500.0,0.009999998,500,0.18633463693271632,4999.522861941988,2,4999.522861941988,500.0,0.01,0.18633463693271632,4999.522861941988,1.0
4999.547,200.00000010221265,1.0,0.4400468,100,1.0,2.179301e-19,0.005,,1.0,0.6,4710.8716,500.0,0.0049999994,500,0.20365122720101156,4999.57161884063,2,4999.57161884063,500.0,0.005,0.20365122720101156,4999.57161884063,1.0
4999.569,299.999969473632,1.0,0.43338063,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,4763.8667,500.0,0.0033333336,500,0.17534477881019034,4999.609393037135,2,4999.609393037135,500.0,0.0033333334,0.17534477881019034,4999.609393037135,1.0
4999.583,400.0,1.0,0.4119721,100,1.0,5.434597e-20,0.0025,,1.0,0.6,4795.459,500.0,0.0024999997,500,0.11390955644347003,4999.627400155274,2,4999.627400155274,500.0,0.0025,0.11390955644347003,4999.627400155274,1.0
4997.896,493.0186376349555,1.1418859,37.85403,100,0.21651931,5.675471e-08,0.0022642643,0.014434213,1.0166769,0.6,4813.8057,496.07,0.002,500,155271.06318726085,4960.179362244497,1,4960.179362244497,491.79832711575204,0.0004293397,155271.06318726085,4960.179362244497,1.0086154
4999.5986,100.0,1.0,0.35723913,100,1.0,3.5044917e-18,0.01,,1.0,0.6,4591.3506,500.0,0.009999998,500,0.12888513902278506,4999.598559187212,2,4999.598559187212,500.0,0.01,0.12888513902278506,4999.598559187212,1.0
4999.5938,200.00000010221265,1.0,0.3690601,100,1.0,2.179301e-19,0.005,,1.0,0.6,4710.9185,500.0,0.0049999994,500,0.14620236392171487,4999.588981856852,2,4999.588981856852,500.0,0.005,0.14620236392171487,4999.588981856852,1.0
4999.6,299.999969473632,1.0,0.39305297,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,4763.898,500.0,0.0033333336,500,0.1927391159857292,4999.612772925653,2,4999.612772925653,500.0,0.0033333334,0.1927391159857292,4999.612772925653,1.0
4999.588,400.0,1.0,0.40714526,100,1.0,5.434597e-20,0.0025,,1.0,0.6,4795.464,500.0,0.0024999997,500,0.199749562356141,4999.550331384257,2,4999.550331384257,500.0,0.0025,0.199749562356141,4999.550331384257,1.0
4996.8735,494.69407499779857,1.159531,60.945972,100,0.49378312,4.298834e-08,0.0022928007,0.010994687,1.0120196,0.6,4813.2056,497.22,0.002,500,77916.06963381838,4971.680230455511,1,4971.680230455511,494.0615607444358,0.0009763829,77916.06963381838,4971.680230455511,1.0114539
4999.5615,100.0,1.0,0.46350414,100,1.0,3.5044917e-18,0.01,,1.0,0.6,4591.313,500.0,0.009999998,500,0.2170114521061274,4999.562040140312,2,4999.562040140312,500.0,0.01,0.2170114521061274,4999.562040140312,1.0
4974.587,200.00000010221265,1.0,352.6394,100,1.0,2.179301e-19,0.005,,1.0,0.6,4685.9116,495.01,0.0049999994,500,249960.9943743709,4949.612228702423,2,4949.612228702423,500.0,0.005,249960.9943743709,4949.612228702423,1.0
4982.9272,299.999969473632,1.0,288.1704,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,4747.225,500.0,0.0033333336,500,0.13065004038026548,4999.60577264817,2,4999.60577264817,500.0,0.0033333334,0.13065004038026548,4999.60577264817,1.0
4987.08,400.0,1.0,249.6667,100,1.0,5.434597e-20,0.0025,,1.0,0.6,4782.956,500.0,0.0024999997,500,0.2683065744782121,4999.541915552322,2,4999.541915552322,500.0,0.0025,0.2683065744782121,4999.541915552322,1.0
4990.7593,496.6763980579702,1.4871781,197.23058,100,0.8342909,2.6820292e-08,0.002968458,0.0067317444,1.0058954,0.6,4807.6475,500.0,0.002,500,0.14719769831267887,4999.599866140745,1,4999.599866140745,497.0695877797532,0.0016652731,0.14719769831267887,4999.599866140745,1.001987
4999.593,100.0,1.0,0.46331534,100,1.0,3.5044917e-18,0.01,,1.0,0.6,4591.3447,500.0,0.009999998,500,0.21682202437353643,4999.5933051417105,2,4999.5933051417105,500.0,0.01,0.21682202437353643,4999.5933051417105,1.0
4999.592,200.00000010221265,1.0,0.4767016,100,1.0,2.179301e-19,0.005,,1.0,0.6,4710.9165,500.0,0.0049999994,500,0.24223661711319683,4999.590410116802,2,4999.590410116802,500.0,0.005,0.24223661711319683,4999.590410116802,1.0
4999.597,299.999969473632,1.0,0.44930598,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,4763.895,500.0,0.0033333336,500,0.15249471517376978,4999.607612687726,2,4999.607612687726,500.0,0.0033333334,0.15249471517376978,4999.607612687726,1.0
4999.5693,400.0,1.0,0.44995898,100,1.0,5.434597e-20,0.0025,,1.0,0.6,4795.4453,500.0,0.0024999997,500,0.19712713686221864,4999.487183361725,2,4999.487183361725,500.0,0.0025,0.19712713686221864,4999.487183361725,1.0
