J,ESSClassic,MaxVanillaIw,VarJ,EpsThisIter,MinVanillaIw,VarNormIw,MaxNormIw,VarVanillaIw,eRenyi2,Delta,Bound,AvgEpLen,AvgNormIw,BatchSize,VarRet,AvgDiscRet,IterType,AvgRet,ESSRenyi,MinNormIw,VarDiscRet,VanillaAvgRet,AvgVanillaIw
332.99246,6.453793173423839,30.876167,324.68207,100,2.5909708e-14,0.0014641179,0.26663977,19.63238,10.468727,0.6,198.29364,11.8,0.01,100,10041.270214612372,107.9389303763378,1,107.9389303763378,9.55225969039986,2.2375053e-16,10041.270214612372,107.9389303763378,1.157973
1904.2822,11.04110651813957,43.192463,8385.028,100,0.0002465245,0.00081384473,0.26524216,21.581038,5.968779,0.6,906.8878,45.11,0.01,100,418339.23221955064,441.0339987157661,1,441.0339987157661,16.753845056300264,1.5138912e-06,418339.23221955064,441.0339987157661,1.6284162
499.8765,3.5790314484244137,4056.392,1681.0975,100,0.023152187,0.0027212647,0.47601616,197609.31,nan,0.6,-inf,45.11,0.009999999,200,418339.23221955064,635.5698794691838,,441.0339987157661,nan,2.7169008e-06,275579.64455138077,441.0339987157661,85.21543
2573.4287,5.590417595683096,130.93631,14126.872,100,1.9890309e-10,0.0008737564,0.40191707,92.73371,17.633913,0.6,1361.2029,34.18,0.005,200,85926.39091930275,331.6605854720699,1,331.6605854720699,11.341782141292246,6.105453e-13,85926.39091930275,331.6605854720699,1.6288971
971.994,100.0,1.0,1029.5214,100,1.0,3.5044917e-18,0.01,,1.0,0.6,563.7461,98.2,0.009999998,200,1070620.5958200817,971.9940672626306,2,971.9940672626306,200.0,0.01,1070620.5958200817,971.9940672626306,1.0
386.7758,3.6618697980917903,5027574300.0,698.19257,100,0.007637301,0.0013471585,0.399748,2.1309e+17,2.2126789e+21,0.6,-13579013000000.0,34.18,0.005,300,85926.39091930275,1033.245553715853,,331.6605854720699,1.3558225896163278e-19,6.0725025e-13,968237.3241126111,331.6605854720699,62884296.0
2390.726,6.197353928720077,178.6035,17498.572,100,6.949688e-17,0.00052851456,0.37352383,120.83709,24.322815,0.6,1228.2864,32.12,0.003333333,300,63422.83788557418,311.06195868123467,1,311.06195868123467,12.334098693868333,1.4534286e-19,63422.83788557418,311.06195868123467,1.5938607
1127.7424,100.0,1.0,1078.0057,100,1.0,3.5044917e-18,0.01,,1.0,0.6,719.49414,113.76,0.009999998,300,1173834.7713658276,1127.7425163376963,2,1127.7425163376963,300.0,0.01,1173834.7713658276,1127.7425163376963,1.0
1190.5618,200.00000010221265,1.0,1201.426,100,1.0,2.179301e-19,0.005,,1.0,0.6,901.8866,126.3,0.0049999994,300,1734202.063110154,1253.381170195055,2,1253.381170195055,300.0,0.005,1734202.063110154,1253.381170195055,1.0
1334.587,1.4258367846167066,1.4389135e+16,15771.356,100,0.0055989944,0.0023344783,0.81875104,7.210337e+29,4744.1987,0.6,-14900.148,32.12,0.0033333334,400,63422.83788557418,988.1080045653215,,311.06195868123467,0.08431350007137624,3.185864e-19,545762.2499413947,311.06195868123467,58581647000000.0
2273.4395,8.414772537330062,211.70082,17438.045,100,3.217187e-36,0.00029157553,0.2985876,146.5725,26.311615,0.6,1226.3883,36.84,0.0025,400,304852.66312177107,358.3637669425957,1,358.3637669425957,15.202411564187948,4.537592e-39,304852.66312177107,358.3637669425957,1.7725186
1168.4227,100.0,1.0,1110.4491,100,1.0,3.5044917e-18,0.01,,1.0,0.6,760.17664,117.84,0.009999998,400,1245552.5999498314,1168.422794120533,2,1168.422794120533,400.0,0.01,1245552.5999498314,1168.422794120533,1.0
1163.064,200.00000010221265,1.0,1075.4114,100,1.0,2.179301e-19,0.005,,1.0,0.6,874.3904,116.77,0.0049999994,400,1090772.1606349368,1157.705125370783,2,1157.705125370783,400.0,0.005,1090772.1606349368,1157.705125370783,1.0
1201.3873,299.999969473632,1.0,1177.0295,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,965.68634,128.78,0.0033333336,400,1852892.9931272462,1278.0342886879378,2,1278.0342886879378,400.0,0.0033333334,1852892.9931272462,1278.0342886879378,1.0
799.801,,3.1083054e+35,2.0049338e-09,100,0.004723647,0.0025000002,1.0,inf,nan,0.6,-inf,36.84,0.0025,500,304852.66312177107,1248.9695180821273,,358.3637669425957,nan,1.5196856e-38,1647612.8021932642,358.3637669425957,7.770763e+32
2186.6006,10.795484840896972,265.5498,17425.463,100,2.0203067e-33,0.00018162587,0.26071596,188.42325,30.773043,0.6,1173.7988,39.6,0.002,500,208229.80343758164,385.8233712835853,1,385.8233712835853,16.24798708461549,1.9835308e-36,208229.80343758164,385.8233712835853,2.0370812
1298.9652,100.0,1.0,1144.7753,100,1.0,3.5044917e-18,0.01,,1.0,0.6,890.7344,130.91,0.009999998,500,1323748.253701278,1298.9651742136696,2,1298.9651742136696,500.0,0.01,1323748.253701278,1298.9651742136696,1.0
1259.3877,200.00000010221265,1.0,1170.3346,100,1.0,2.179301e-19,0.005,,1.0,0.6,970.7249,122.98,0.0049999994,500,1440123.8945909354,1219.81036969497,2,1219.81036969497,500.0,0.005,1440123.8945909354,1219.81036969497,1.0
1188.6313,299.999969473632,1.0,1161.4827,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,952.9292,105.7,0.0033333336,500,1290626.2321040048,1047.1183972959086,2,1047.1183972959086,500.0,0.0033333334,1290626.2321040048,1047.1183972959086,1.0
1209.7721,400.0,1.0,1166.6937,100,1.0,5.434597e-20,0.0025,,1.0,0.6,1005.6481,128.31,0.0024999997,500,1406271.89880955,1273.1946937233818,2,1273.1946937233818,500.0,0.0025,1406271.89880955,1273.1946937233818,1.0
4422.6934,11.437700500438163,131.4647,4434.572,100,,0.00017120276,0.19795616,75.50765,43.650974,0.6,3216.4468,148.01,0.002,500,1629399.3648591717,1470.2685710157168,1,1470.2685710157168,11.45449805690737,,1629399.3648591717,1470.2685710157168,1.3282205
3931.1914,100.0,1.0,1573.1807,100,1.0,3.5044917e-18,0.01,,1.0,0.6,3522.943,393.61,0.009999998,500,2499896.5286425254,3931.1912770780914,2,3931.1912770780914,500.0,0.01,2499896.5286425254,3931.1912770780914,1.0
4003.189,200.00000010221265,1.0,1560.8607,100,1.0,2.179301e-19,0.005,,1.0,0.6,3714.514,407.95,0.0049999994,500,2411421.0222279765,4075.186974779168,2,4075.186974779168,500.0,0.005,2411421.0222279765,4075.186974779168,1.0
3994.544,299.999969473632,1.0,1546.0402,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,3758.8418,398.23,0.0033333336,500,2320909.4119900977,3977.2537744353704,2,3977.2537744353704,500.0,0.0033333334,2320909.4119900977,3977.2537744353704,1.0
3965.7031,400.0,1.0,1552.8888,100,1.0,5.434597e-20,0.0025,,1.0,0.6,3761.579,388.42,0.0024999997,500,2490052.633708349,3879.180891332017,2,3879.180891332017,500.0,0.0025,2490052.633708349,3879.180891332017,1.0
4885.5205,112.81959088376547,9.842501,428.05014,100,1.2734562e-09,1.3754928e-05,0.020307114,3.2312665,4.386478,0.6,4503.1387,386.85,0.0019999999,500,2700686.346593242,3863.3086665679043,1,3863.3086665679043,113.986666755081,2.6274037e-12,2700686.346593242,3863.3086665679043,0.96936476
4911.9697,100.0,1.0,406.3646,100,1.0,3.5044917e-18,0.01,,1.0,0.6,4503.721,491.31,0.009999998,500,166800.18200485778,4911.970149220076,2,4911.970149220076,500.0,0.01,166800.18200485778,4911.970149220076,1.0
4905.538,200.00000010221265,1.0,432.6738,100,1.0,2.179301e-19,0.005,,1.0,0.6,4616.863,490.03,0.0049999994,500,211311.41209578002,4899.106154155608,2,4899.106154155608,500.0,0.005,211311.41209578002,4899.106154155608,1.0
4935.5137,299.999969473632,1.0,356.5193,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,4699.8115,499.62,0.0033333336,500,1529.0348902832743,4995.463279428487,2,4995.463279428487,500.0,0.0033333334,1529.0348902832743,4995.463279428487,1.0
4931.163,400.0,1.0,350.35544,100,1.0,5.434597e-20,0.0025,,1.0,0.6,4727.039,491.94,0.0024999997,500,110556.32908358844,4918.113359295897,2,4918.113359295897,500.0,0.0025,110556.32908358844,4918.113359295897,1.0
4974.393,404.1644443666509,2.0137668,131.08916,100,0.03143456,9.503819e-07,0.0040222383,0.23822145,1.2408239,0.6,4771.0195,481.99,0.002,500,523289.2972338228,4818.601882193106,1,4818.601882193106,402.9580782002895,6.278646e-05,523289.2972338228,4818.601882193106,1.0013164
4924.5405,100.0,1.0,331.15524,100,1.0,3.5044917e-18,0.01,,1.0,0.6,4516.2925,492.56,0.009999998,500,110771.53271352718,4924.540459814553,2,4924.540459814553,500.0,0.01,110771.53271352718,4924.540459814553,1.0
4957.6816,200.00000010221265,1.0,242.43558,100,1.0,2.179301e-19,0.005,,1.0,0.6,4669.0063,499.15,0.0049999994,500,5747.054470038932,4990.822281481096,2,4990.822281481096,500.0,0.005,5747.054470038932,4990.822281481096,1.0
4971.656,299.999969473632,1.0,198.93211,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,4735.9536,500.0,0.0033333336,500,0.18179977043266518,4999.60558530223,2,4999.60558530223,500.0,0.0033333334,0.18179977043266518,4999.60558530223,1.0
4971.625,400.0,1.0,197.70766,100,1.0,5.434597e-20,0.0025,,1.0,0.6,4767.501,497.23,0.0024999997,500,38011.364280593276,4971.534327056985,2,4971.534327056985,500.0,0.0025,38011.364280593276,4971.534327056985,1.0
4986.206,476.03972165070365,1.3522408,108.49886,100,0.0828735,2.0173259e-07,0.0027226752,0.04976139,1.0501559,0.6,4799.1094,499.05,0.002,500,9263.478698640987,4989.972763481273,1,4989.972763481273,476.1197936827547,0.00016686201,9263.478698640987,4989.972763481273,0.9933177
4970.847,100.0,1.0,203.05527,100,1.0,3.5044917e-18,0.01,,1.0,0.6,4562.599,497.16,0.009999998,500,41647.93026103507,4970.8476430509745,2,4970.8476430509745,500.0,0.01,41647.93026103507,4970.8476430509745,1.0
4968.986,200.00000010221265,1.0,269.46457,100,1.0,2.179301e-19,0.005,,1.0,0.6,4680.3105,496.77,0.0049999994,500,105034.24903678372,4967.125215789745,2,4967.125215789745,500.0,0.005,105034.24903678372,4967.125215789745,1.0
4972.8164,299.999969473632,1.0,233.85442,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,4737.1143,498.11,0.0033333336,500,18942.784423639172,4980.477524289255,2,4980.477524289255,500.0,0.0033333334,18942.784423639172,4980.477524289255,1.0
4979.494,400.0,1.0,202.85406,100,1.0,5.434597e-20,0.0025,,1.0,0.6,4775.37,500.0,0.0024999997,500,0.3592478631042342,4999.527196806465,2,4999.527196806465,500.0,0.0025,0.3592478631042342,4999.527196806465,1.0
4990.1475,484.2875067901278,1.2672668,98.023796,100,0.2697439,1.3003826e-07,0.0025158813,0.032993395,1.0320436,0.6,4804.6714,500.0,0.002,500,0.22109496408618243,4999.5580084085195,1,4999.5580084085195,484.4756670269361,0.0005355175,0.22109496408618243,4999.5580084085195,1.0074139
4999.466,100.0,1.0,0.60475963,100,1.0,3.5044917e-18,0.01,,1.0,0.6,4591.2173,500.0,0.009999998,500,0.3694037712948755,4999.466089845077,2,4999.466089845077,500.0,0.01,0.3694037712948755,4999.466089845077,1.0
4999.463,200.00000010221265,1.0,0.55636126,100,1.0,2.179301e-19,0.005,,1.0,0.6,4710.7876,500.0,0.0049999994,500,0.25589927951185215,4999.459828868299,2,4999.459828868299,500.0,0.005,0.25589927951185215,4999.459828868299,1.0
4999.482,299.999969473632,1.0,0.55095434,100,1.0,5.4391416e-20,0.0033333334,,1.0,0.6,4763.78,500.0,0.0033333336,500,0.29250528748655086,4999.517572154269,2,4999.517572154269,500.0,0.0033333334,0.29250528748655086,4999.517572154269,1.0
4998.8906,400.0,1.0,11.5151005,100,1.0,5.434597e-20,0.0025,,1.0,0.6,4794.7666,499.78,0.0024999997,500,530.6031107901973,4997.11944211577,2,4997.11944211577,500.0,0.0025,530.6031107901973,4997.11944211577,1.0
4996.85,498.47168317876174,1.1114701,47.516743,100,0.779697,1.2288596e-08,0.0022184064,0.0030847194,1.0035566,0.6,4813.9517,498.6,0.0019999999,500,18000.674206157553,4985.270873787511,1,4985.270873787511,498.22799774257544,0.0015562135,18000.674206157553,4985.270873787511,1.0020437
4983.77,100.0,1.0,155.43832,100,1.0,3.5044917e-18,0.01,,1.0,0.6,4575.5215,498.45,0.009999998,500,24405.12588759147,4983.769921149815,2,4983.769921149815,500.0,0.01,24405.12588759147,4983.769921149815,1.0
