J,VarRet,MinVanillaIw,MinNormIw,AvgDiscRet,Bound,MaxNormIw,ESSRenyi,IterType,renyi2,VarDiscRet,AvgNormIw,BatchSize,VanillaAvgRet,EpsThisIter,delta,VarNormIw,MaxVanillaIw,VarJ,AvgRet,VarVanillaIw,ESSClassic,AvgVanillaIw,AvgEpLen,SamplesThisIter
111445.0,9075.6865581,,,274.018841756,522.2,0.112416,nan,1,nan,9075.6865581,3.29511e-06,100,274.018841756,1686,0.5,1.8644e-07,437947.0,24906.1,274.018841756,2.82958e+06,0.904365863546,12.8369,29.6559905101,50000
81733.2,7010.08695137,,,273.020590164,406.028,0.0870661,nan,1,nan,7010.08695137,3.28343e-06,100,273.020590164,1692,0.5,5.37365e-08,50682.9,19158.5,273.020590164,18209.4,2.46167435877,1.91135,29.5508274232,50000
101964.0,10180.5675527,,,288.539481864,520.039,0.0757384,nan,1,nan,10180.5675527,3.46789e-06,100,288.539481864,1602,0.5,5.54777e-08,67051.8,24985.3,288.539481864,43481.7,1.76181776048,3.07015,31.2109862672,50000
99108.4,12063.6829053,,,304.94392759,528.069,0.0236311,nan,1,nan,12063.6829053,3.66461e-06,100,304.94392759,1516,0.5,1.68474e-08,14574.4,19251.5,304.94392759,6408.32,4.302463201,2.26014,32.981530343,50000
98925.2,10213.8533493,,,294.122418456,536.368,0.479616,nan,1,nan,10213.8533493,3.53407e-06,100,294.122418456,1572,0.5,1.62771e-06,3.54366e+07,21375.9,294.122418456,8.88573e+09,2.13397988415,261.116,31.8066157761,50000
105223.0,11291.3660692,,,302.606983003,516.719,0.0465267,nan,1,nan,11291.3660692,3.63583e-06,100,302.606983003,1528,0.5,3.23176e-08,34769.3,27558.7,302.606983003,18047.9,1.12190335506,2.71705,32.722513089,50000
98708.1,12647.4683512,,,315.009557701,522.133,0.0249021,nan,1,nan,12647.4683512,3.78444e-06,100,315.009557701,1468,0.5,1.19196e-08,11073.9,18529.8,315.009557701,2357.18,1.08765655134,1.68293,34.0599455041,50000
109747.0,14143.2225952,,,318.539550853,559.488,0.038049,nan,1,nan,14143.2225952,3.82614e-06,100,318.539550853,1452,0.5,1.94941e-08,20816.1,20693.6,318.539550853,5834.66,1.76986283098,2.09323,34.435261708,50000
119516.0,17279.6005265,,,338.141623492,598.832,0.127026,nan,1,nan,17279.6005265,4.06108e-06,100,338.141623492,1368,0.5,1.40974e-07,78643.1,19956.0,338.141623492,54035.2,2.11542941858,2.51426,36.5497076023,50000
123021.0,15971.3901962,,,328.036809323,607.32,0.0227371,nan,1,nan,15971.3901962,3.94011e-06,100,328.036809323,1410,0.5,1.16486e-08,14036.4,27304.9,328.036809323,4439.31,3.61671701044,2.43237,35.4609929078,50000
102949.0,13622.2480888,,,324.825070552,575.373,0.00407811,nan,1,nan,13622.2480888,3.90137e-06,100,324.825070552,1424,0.5,2.8036e-09,1667.1,13770.5,324.825070552,468.51,7.6278996487,1.59485,35.1123595506,50000
106963.0,15657.7260222,,,328.407405328,570.546,0.00439262,nan,1,nan,15657.7260222,3.94571e-06,100,328.407405328,1408,0.5,3.06217e-09,1846.24,12841.2,328.407405328,540.949,5.85527851135,1.6584,35.5113636364,50000
123167.0,16928.1364031,,,333.646438952,615.681,0.017155,nan,1,nan,16928.1364031,4.00834e-06,100,333.646438952,1386,0.5,8.81276e-09,9551.55,21686.6,333.646438952,2731.98,2.28509235575,2.23176,36.075036075,50000
110408.0,14517.4551598,,,332.340114355,549.623,0.0652562,nan,1,nan,14517.4551598,3.99106e-06,100,332.340114355,1392,0.5,5.48565e-08,46799.3,23005.9,332.340114355,28214.0,4.44297935523,2.86224,35.9195402299,50000
115852.0,17438.9922115,,,338.642376356,595.7,0.0171894,nan,1,nan,17438.9922115,4.06702e-06,100,338.642376356,1366,0.5,5.79803e-09,8608.86,16398.1,338.642376356,1454.29,1.67099013545,2.03686,36.6032210835,50000
125720.0,20243.3717055,,,347.358401588,656.172,0.0445986,nan,1,nan,20243.3717055,4.17084e-06,100,347.358401588,1332,0.5,2.09245e-08,23570.1,18372.6,347.358401588,5844.32,2.17047275678,2.20426,37.5375375375,50000
119410.0,18098.3507525,,,349.806588028,610.804,0.0360784,nan,1,nan,18098.3507525,4.20239e-06,100,349.806588028,1322,0.5,1.39025e-08,15555.4,17853.6,349.806588028,2584.39,2.39803620983,1.81188,37.8214826021,50000
120075.0,18900.0846125,,,349.363951113,614.895,0.0188133,nan,1,nan,18900.0846125,4.19604e-06,100,349.363951113,1324,0.5,7.56911e-09,7963.59,21503.2,349.363951113,1356.23,1.72570851639,1.77617,37.7643504532,50000
118087.0,20072.2000071,,,350.494748397,636.367,0.0428901,nan,1,nan,20072.2000071,4.20875e-06,100,350.494748397,1320,0.5,3.1736e-08,22600.8,19615.8,350.494748397,8812.27,2.54689527921,2.21779,37.8787878788,50000
126693.0,24684.7313159,,,371.793525803,675.177,0.0140663,nan,1,nan,24684.7313159,4.46588e-06,100,371.793525803,1244,0.5,5.87623e-09,6066.8,18419.5,371.793525803,1093.1,1.91682721113,1.92613,40.192926045,50000
121629.0,21898.6097801,,,364.14429416,651.041,0.0620207,nan,1,nan,21898.6097801,4.37445e-06,100,364.14429416,1270,0.5,3.59726e-08,24156.3,17389.2,364.14429416,5457.06,2.72863609268,1.70379,39.3700787402,50000
136847.0,21628.4501202,,,359.555951494,695.553,0.0150251,nan,1,nan,21628.4501202,4.32003e-06,100,359.555951494,1286,0.5,1.04842e-08,8320.41,27654.1,359.555951494,3215.09,2.9400875657,2.3923,38.8802488336,50000
137056.0,25075.3751372,,,377.367041482,699.117,0.0274815,nan,1,nan,25075.3751372,4.53145e-06,100,377.367041482,1226,0.5,1.36964e-08,13051.7,23972.1,377.367041482,3089.31,1.31760993449,2.15211,40.7830342577,50000
125938.0,26920.2266989,,,385.519916871,675.405,0.00228064,nan,1,nan,26920.2266989,4.62963e-06,100,385.519916871,1200,0.5,2.29267e-09,788.202,12940.8,385.519916871,273.843,5.12197102121,1.60002,41.6666666667,50000
166787.0,30178.8279443,,,402.830663159,709.275,0.0427668,nan,1,nan,30178.8279443,4.83933e-06,100,402.830663159,1148,0.5,4.2592e-08,30909.3,39284.1,402.830663159,22248.2,0.968498082659,3.49759,43.5540069686,50000
163282.0,29639.6495612,,,404.164234119,791.676,0.0188906,nan,1,nan,29639.6495612,4.85625e-06,100,404.164234119,1144,0.5,1.52291e-08,11224.8,27715.7,404.164234119,5377.05,1.1078073943,2.8856,43.7062937063,50000
146915.0,33592.1632199,,,421.140147459,711.449,0.0330493,nan,1,nan,33592.1632199,5.0597e-06,100,421.140147459,1098,0.5,1.401e-08,11989.7,23526.1,421.140147459,1843.85,2.06521570524,1.83556,45.5373406193,50000
198045.0,37375.8447227,,,420.298320889,750.475,0.341643,nan,1,nan,37375.8447227,5.0505e-06,100,420.298320889,1100,0.5,1.27341e-06,2.00398e+07,47550.3,420.298320889,4.38141e+09,1.85167258453,296.249,45.4545454545,50000
145225.0,35388.1855105,,,409.063018788,709.726,0.11087,nan,1,nan,35388.1855105,4.91642e-06,100,409.063018788,1130,0.5,1.41454e-07,57242.3,29867.1,409.063018788,37706.6,1.8158499348,2.53834,44.2477876106,50000
138909.0,35254.7323013,,,434.695466022,713.496,0.00378356,nan,1,nan,35254.7323013,5.22139e-06,100,434.695466022,1064,0.5,2.49558e-09,1156.83,14455.6,434.695466022,233.296,4.65478188546,1.59644,46.992481203,50000
136097.0,35583.8249169,,,434.525604629,696.804,0.00324659,nan,1,nan,35583.8249169,5.22139e-06,100,434.525604629,1064,0.5,2.0817e-09,860.153,16980.0,434.525604629,146.121,3.85535249722,1.38336,46.992481203,50000
156591.0,39282.4861759,,,452.61532592,781.573,0.00601606,nan,1,nan,39282.4861759,5.43596e-06,100,452.61532592,1022,0.5,3.59122e-09,2162.82,19064.8,452.61532592,464.15,1.57345968722,1.95427,48.9236790607,50000
146908.0,39219.6444486,,,463.452417561,747.267,0.00329344,nan,1,nan,39219.6444486,5.56669e-06,100,463.452417561,998,0.5,3.07494e-09,953.702,16765.5,463.452417561,257.848,2.76434898446,1.61198,50.1002004008,50000
139289.0,39135.3791748,,,472.692945165,733.23,0.00124212,nan,1,nan,39135.3791748,5.68053e-06,100,472.692945165,978,0.5,1.5898e-09,339.26,9128.38,472.692945165,118.599,4.90247270075,1.55152,51.1247443763,50000
159688.0,44086.5476694,,,495.047109135,768.04,0.00682752,nan,1,nan,44086.5476694,5.94813e-06,100,495.047109135,934,0.5,3.79471e-09,1903.59,25797.9,495.047109135,294.985,1.57042457485,1.65841,53.5331905782,50000
147060.0,41294.6327683,,,498.582129679,753.615,0.00265137,nan,1,nan,41294.6327683,5.98659e-06,100,498.582129679,928,0.5,2.27143e-09,695.055,12633.9,498.582129679,156.098,3.70656472843,1.56938,53.8793103448,50000
144707.0,37693.7021952,,,500.610159516,739.072,0.002694,nan,1,nan,37693.7021952,6.01251e-06,100,500.610159516,924,0.5,2.42788e-09,698.894,13182.6,500.610159516,163.401,3.69632236571,1.5598,54.1125541126,50000
149704.0,36975.0838903,,,505.062925396,763.637,0.00230926,nan,1,nan,36975.0838903,6.06502e-06,100,505.062925396,916,0.5,3.24952e-09,667.592,12794.1,505.062925396,271.579,2.4723861796,1.75336,54.5851528384,50000
160929.0,45711.0509315,,,527.851983802,806.145,0.00253065,nan,1,nan,45711.0509315,6.34196e-06,100,527.851983802,876,0.5,2.5152e-09,679.898,15378.4,527.851983802,181.55,2.84258591476,1.70386,57.0776255708,50000
148672.0,41456.7004129,,,525.59138095,752.229,0.00216071,nan,1,nan,41456.7004129,6.31313e-06,100,525.59138095,880,0.5,1.66008e-09,464.094,14434.0,525.59138095,76.5863,2.17614459033,1.35599,56.8181818182,50000
153166.0,43547.6625535,,,536.57711388,778.716,0.00229631,nan,1,nan,43547.6625535,6.44496e-06,100,536.57711388,862,0.5,2.18747e-09,535.101,13116.8,536.57711388,118.782,3.63406776591,1.50184,58.0046403712,50000
140943.0,36816.7188794,,,517.529135818,728.846,0.00163884,nan,1,nan,36816.7188794,6.21427e-06,100,517.529135818,894,0.5,1.71398e-09,377.365,11526.6,517.529135818,90.8773,1.99204671781,1.43092,55.9284116331,50000
180876.0,46605.7714554,,,560.233643567,808.86,0.077735,nan,1,nan,46605.7714554,6.72585e-06,100,560.233643567,826,0.5,9.14747e-08,23218.5,35025.3,560.233643567,8160.85,1.96119007463,2.00893,60.5326876513,50000
160420.0,53000.2492561,,,569.875845883,844.312,0.00134439,nan,1,nan,53000.2492561,6.84182e-06,100,569.875845883,812,0.5,1.80783e-09,286.646,10134.6,569.875845883,82.1861,3.78318107408,1.45879,61.5763546798,50000
159423.0,50277.5074377,,,571.117067879,819.315,0.00163522,nan,1,nan,50277.5074377,6.85871e-06,100,571.117067879,810,0.5,1.99012e-09,332.698,13782.5,571.117067879,82.3815,2.44322468789,1.39546,61.7283950617,50000
178268.0,50732.9633363,,,569.640915308,886.447,0.00936242,nan,1,nan,50732.9633363,6.84182e-06,100,569.640915308,812,0.5,6.49754e-09,2543.92,22129.6,569.640915308,479.711,2.3552381817,1.85903,61.5763546798,50000
172890.0,53647.0135934,,,566.874805012,872.124,0.00240154,nan,1,nan,53647.0135934,6.80828e-06,100,566.874805012,816,0.5,3.05406e-09,614.921,15434.4,566.874805012,200.233,1.34328510039,1.74328,61.2745098039,50000
177610.0,56274.1597485,,,568.091468814,877.832,0.00335013,nan,1,nan,56274.1597485,6.82501e-06,100,568.091468814,814,0.5,4.02466e-09,881.694,18937.3,568.091468814,278.767,1.57261834801,1.79622,61.4250614251,50000
165515.0,58262.0328165,1.53425e-33,8.73051e-39,592.655454614,830.137,0.00132503,nan,1,nan,58262.0328165,7.12251e-06,100,592.655454614,780,0.5,1.52412e-09,232.853,14850.2,592.655454614,47.0686,2.11311787717,1.25167,64.1025641026,50000
184854.0,59123.0813901,,,585.405802087,902.86,0.00229977,nan,1,nan,59123.0813901,7.03235e-06,100,585.405802087,790,0.5,3.41854e-09,574.299,16914.0,585.405802087,213.181,2.08707722206,1.75612,63.2911392405,50000
186565.0,63131.887107,,,606.927073102,893.184,0.041319,nan,1,nan,63131.887107,7.29075e-06,100,606.927073102,762,0.5,2.84653e-08,9857.31,27011.5,606.927073102,1620.07,2.30364622327,1.73933,65.6167979003,50000
183551.0,63054.4472743,,,594.190923719,918.631,0.00195857,nan,1,nan,63054.4472743,7.14082e-06,100,594.190923719,778,0.5,3.15664e-09,489.622,17140.0,594.190923719,197.273,1.93051439019,1.78513,64.2673521851,50000
172624.0,58774.4880189,,,628.176759768,896.652,0.00128929,nan,1,nan,58774.4880189,7.54831e-06,100,628.176759768,736,0.5,1.94626e-09,247.212,11641.8,628.176759768,71.5549,2.76395408494,1.44733,67.9347826087,50000
196562.0,69995.0645334,,,616.173587455,958.039,0.00455381,nan,1,nan,69995.0645334,7.40741e-06,100,616.173587455,750,0.5,5.214e-09,1202.24,21814.7,616.173587455,363.416,2.01516483481,1.95561,66.6666666667,50000
176315.0,61326.6860635,,,595.747978446,872.816,0.00344461,nan,1,nan,61326.6860635,7.15922e-06,100,595.747978446,776,0.5,2.39262e-09,686.245,25623.8,595.747978446,94.9625,1.2078287388,1.42628,64.4329896907,50000
177159.0,61120.2541578,,,629.47340651,908.741,0.00168409,nan,1,nan,61120.2541578,7.56888e-06,100,629.47340651,734,0.5,2.29739e-09,342.218,11254.0,629.47340651,94.8661,3.44706394343,1.53805,68.1198910082,50000
182331.0,64132.0548,,,592.660810678,857.481,0.00401768,nan,1,nan,64132.0548,7.12251e-06,100,592.660810678,780,0.5,3.64835e-09,858.855,28341.8,592.660810678,166.719,1.48715659286,1.52257,64.1025641026,50000
185712.0,63509.720428,,,626.606174755,921.057,0.00463076,nan,1,nan,63509.720428,7.52785e-06,100,626.606174755,738,0.5,3.12164e-09,1000.27,19294.0,626.606174755,145.651,3.90107136942,1.62606,67.7506775068,50000
183205.0,58881.3395877,,,617.883006092,926.462,0.00262155,nan,1,nan,58881.3395877,7.42721e-06,100,617.883006092,748,0.5,3.36759e-09,595.652,16150.6,617.883006092,173.856,2.53604211406,1.68756,66.8449197861,50000
222330.0,75256.8994231,,,644.072162759,983.875,0.067019,nan,1,nan,75256.8994231,7.73754e-06,100,644.072162759,718,0.5,7.72912e-08,23271.5,34054.9,644.072162759,9319.28,2.42380450095,2.68676,69.6378830084,50000
180653.0,67089.6135732,,,626.763470763,915.133,0.00154604,nan,1,nan,67089.6135732,7.52785e-06,100,626.763470763,738,0.5,2.34376e-09,325.036,14161.6,626.763470763,103.594,1.84507970335,1.58264,67.7506775068,50000
195430.0,67457.5063595,,,622.946177835,963.411,0.0019066,nan,1,nan,67457.5063595,7.48727e-06,100,622.946177835,742,0.5,3.31503e-09,450.342,16670.4,622.946177835,184.95,2.2895772903,1.76851,67.3854447439,50000
175992.0,67418.8086784,,,618.17856084,889.228,0.00138956,nan,1,nan,67418.8086784,7.42721e-06,100,618.17856084,748,0.5,1.90821e-09,261.239,13890.9,618.17856084,67.445,2.25876128923,1.39633,66.8449197861,50000
257124.0,76767.0024697,,,658.679325087,996.084,0.105974,nan,1,nan,76767.0024697,7.9139e-06,100,658.679325087,702,0.5,3.29178e-07,100620.0,55098.2,658.679325087,296761.0,1.0928830902,7.51412,71.2250712251,50000
203998.0,64780.2884322,,,651.274855896,983.586,0.00458256,nan,1,nan,64780.2884322,7.82473e-06,100,651.274855896,710,0.5,5.11006e-09,1218.25,23323.2,651.274855896,361.146,1.85789769513,2.08016,70.4225352113,50000
192490.0,68269.2980047,,,644.232983198,980.82,0.0015535,nan,1,nan,68269.2980047,7.73754e-06,100,644.232983198,718,0.5,3.03037e-09,382.336,13819.9,644.232983198,183.554,2.05188210951,1.90431,69.6378830084,50000
184466.0,62751.9301668,,,649.255835906,953.705,0.00173983,nan,1,nan,62751.9301668,7.80275e-06,100,649.255835906,712,0.5,2.57381e-09,381.772,12990.7,649.255835906,123.928,1.86120657849,1.71216,70.2247191011,50000
181995.0,66482.3144728,,,624.433046032,930.127,0.00177033,nan,1,nan,66482.3144728,7.50751e-06,100,624.433046032,740,0.5,2.70689e-09,408.733,13881.0,624.433046032,144.292,2.19943645407,1.73333,67.5675675676,50000
193171.0,67320.5280288,,,643.56737254,976.896,0.00413303,nan,1,nan,67320.5280288,7.73754e-06,100,643.56737254,718,0.5,3.95846e-09,1008.91,18223.9,643.56737254,235.882,4.99024573464,1.88881,69.6378830084,50000
189063.0,72419.9577639,,,640.216917284,948.33,0.00261903,nan,1,nan,72419.9577639,7.69468e-06,100,640.216917284,722,0.5,3.18856e-09,579.497,17833.6,640.216917284,156.105,2.32844996378,1.70256,69.2520775623,50000
207369.0,76045.9684279,,,636.844106411,993.794,0.027039,nan,1,nan,76045.9684279,7.65228e-06,100,636.844106411,726,0.5,1.66013e-08,7671.2,31653.8,636.844106411,1336.25,1.93658017407,2.17102,68.870523416,50000
180991.0,66822.7946761,,,647.283751314,949.7,0.00169091,nan,1,nan,66822.7946761,7.78089e-06,100,647.283751314,714,0.5,2.67811e-09,379.354,13151.9,647.283751314,134.795,2.06066899998,1.74563,70.0280112045,50000
196672.0,67881.3937995,,,682.222307939,992.131,0.00185152,nan,1,nan,67881.3937995,8.19403e-06,100,682.222307939,678,0.5,3.33044e-09,414.302,19058.7,682.222307939,166.755,0.981178275935,1.83352,73.7463126844,50000
183050.0,65789.7946316,,,654.963514719,933.516,0.00160576,nan,1,nan,65789.7946316,7.86906e-06,100,654.963514719,706,0.5,2.5784e-09,339.423,13924.6,654.963514719,115.205,1.68935713433,1.66335,70.821529745,50000
198559.0,70553.7185982,2.57037e-31,1.12899e-36,683.908364514,1009.11,0.00259023,nan,1,nan,70553.7185982,8.21828e-06,100,683.908364514,676,0.5,3.88286e-09,589.719,18038.9,683.908364514,201.263,2.17331925784,1.87106,73.9644970414,50000
189646.0,65817.7443396,,,667.812526056,984.994,0.00205325,nan,1,nan,65817.7443396,8.02826e-06,100,667.812526056,692,0.5,3.10902e-09,458.045,16540.8,667.812526056,154.724,1.53160192536,1.79097,72.2543352601,50000
199277.0,76684.6020053,,,683.670620729,1028.59,0.00254065,nan,1,nan,76684.6020053,8.21828e-06,100,683.670620729,676,0.5,4.33829e-09,656.761,15948.5,683.670620729,289.897,1.71555917802,2.12443,73.9644970414,50000
193463.0,68232.3822997,,,660.642721632,994.299,0.00241944,nan,1,nan,68232.3822997,7.93651e-06,100,660.642721632,700,0.5,4.28564e-09,641.748,16478.2,660.642721632,301.52,1.15019189684,2.10513,71.4285714286,50000
184916.0,73244.8641757,2.50727e-36,1.4638e-41,709.229461717,958.312,0.00105429,nan,1,nan,73244.8641757,8.52079e-06,100,709.229461717,652,0.5,1.70151e-09,180.593,10138.4,709.229461717,49.9243,2.50180926552,1.45955,76.6871165644,50000
212626.0,80092.3175803,3.53115e-29,1.40297e-34,693.973929519,999.998,0.0318492,nan,1,nan,80092.3175803,8.34167e-06,100,693.973929519,666,0.5,3.10622e-08,8016.14,37954.8,693.973929519,1967.73,1.6178150449,2.09952,75.0750750751,50000
186744.0,68190.6109944,6.20392e-35,3.20277e-40,696.427908458,976.494,0.0025173,nan,1,nan,68190.6109944,8.3668e-06,100,696.427908458,664,0.5,2.16512e-09,487.613,12153.7,696.427908458,81.2389,4.42194273641,1.62069,75.3012048193,50000
218311.0,85389.3202504,2.32067e-36,9.05239e-42,716.037761453,1117.69,0.0034018,nan,1,nan,85389.3202504,8.59993e-06,100,716.037761453,646,0.5,5.83977e-09,872.08,20788.0,716.037761453,383.789,1.68475284326,2.20467,77.399380805,50000
219680.0,78695.8781318,,,688.13468088,1048.4,0.0170137,nan,1,nan,78695.8781318,8.2672e-06,100,688.13468088,672,0.5,1.86727e-08,5078.6,33157.0,688.13468088,1663.79,1.57273563024,2.46777,74.4047619048,50000
194188.0,76504.5808366,,,662.432233436,1029.71,0.00294532,nan,1,nan,76504.5808366,7.95925e-06,100,662.432233436,698,0.5,4.2188e-09,785.225,15848.2,662.432233436,299.856,2.32782106228,2.12194,71.6332378223,50000
182095.0,66379.0561788,,,651.158900905,951.205,0.00227196,nan,1,nan,66379.0561788,7.82473e-06,100,651.158900905,710,0.5,3.4982e-09,521.853,16099.6,651.158900905,184.56,1.96430567825,1.79728,70.4225352113,50000
187011.0,67531.3833007,,,704.880787939,991.338,0.00162744,nan,1,nan,67531.3833007,8.46883e-06,100,704.880787939,656,0.5,2.6309e-09,325.552,13872.3,704.880787939,105.277,1.44343101228,1.6941,76.2195121951,50000
184963.0,67600.7477649,2.02553e-29,1.03277e-34,707.063025365,986.747,0.00157463,nan,1,nan,67600.7477649,8.49473e-06,100,707.063025365,654,0.5,2.33468e-09,308.824,13156.3,707.063025365,89.8035,1.46429437627,1.66603,76.4525993884,50000
187488.0,68495.4074035,2.46617e-33,1.17332e-38,705.014410995,986.508,0.0015406,nan,1,nan,68495.4074035,8.46883e-06,100,705.014410995,656,0.5,2.39533e-09,323.813,12463.4,705.014410995,105.822,2.04189782608,1.78004,76.2195121951,50000
171802.0,55746.8932833,,,684.049003464,923.478,0.00102825,nan,1,nan,55746.8932833,8.21828e-06,100,684.049003464,676,0.5,1.68051e-09,201.086,8088.38,684.049003464,64.2696,2.55906593489,1.60717,73.9644970414,50000
201014.0,71483.6568417,,,673.966090533,1058.38,0.00329372,nan,1,nan,71483.6568417,8.09848e-06,100,673.966090533,686,0.5,5.19297e-09,1002.17,16519.0,673.966090533,480.76,2.2573954446,2.46411,72.8862973761,50000
168631.0,61379.905345,1.13712e-32,6.48872e-38,683.869183701,923.713,0.000840737,nan,1,nan,61379.905345,8.21828e-06,100,683.869183701,676,0.5,1.22272e-09,147.336,7716.14,683.869183701,37.5512,2.29074077957,1.44022,73.9644970414,50000
177420.0,65912.364039,1.76411e-31,7.73769e-37,671.374792108,960.603,0.00183924,nan,1,nan,65912.364039,8.07493e-06,100,671.374792108,688,0.5,2.55411e-09,419.327,12502.7,671.374792108,132.76,2.46428546583,1.841,72.6744186047,50000
183298.0,69801.0484432,,,696.152476384,963.976,0.00159104,nan,1,nan,69801.0484432,8.3668e-06,100,696.152476384,664,0.5,2.17599e-09,304.675,14743.4,696.152476384,79.7939,1.82859046507,1.6022,75.3012048193,50000
178604.0,70349.1594381,5.49197e-33,3.14242e-38,691.980563416,940.663,0.00121018,nan,1,nan,70349.1594381,8.3167e-06,100,691.980563416,668,0.5,1.51098e-09,211.502,12293.5,691.980563416,46.1515,2.12802252127,1.4535,74.8502994012,50000
189283.0,70350.2945483,7.21605e-29,3.46427e-34,726.557303664,1016.87,0.00135157,nan,1,nan,70350.2945483,8.73515e-06,100,726.557303664,636,0.5,2.51665e-09,281.531,11573.0,726.557303664,109.194,1.9296298517,1.81952,78.6163522013,50000
176992.0,69128.0664767,,,708.760712362,959.054,0.00123612,nan,1,nan,69128.0664767,8.52079e-06,100,708.760712362,652,0.5,1.60314e-09,224.921,9007.99,708.760712362,53.0769,3.86707598066,1.55041,76.6871165644,50000
192056.0,73171.3608047,,,704.389124239,1016.2,0.00271862,nan,1,nan,73171.3608047,8.46884e-06,100,704.389124239,656,0.5,3.55389e-09,616.791,14712.2,704.389124239,182.928,2.15109554467,1.92138,76.2195121951,50000
188000.0,69517.30137,6.12393e-26,3.65517e-31,724.593610781,951.299,0.00803856,nan,1,nan,69517.30137,8.70777e-06,100,724.593610781,638,0.5,2.8415e-09,1346.79,27310.5,724.593610781,79.7616,1.85006618626,1.45891,78.3699059561,50000
205060.0,83545.3789037,,,724.223252505,1107.71,0.00403133,nan,1,nan,83545.3789037,8.70777e-06,100,724.223252505,638,0.5,6.05978e-09,1110.25,17084.1,724.223252505,459.626,1.8724070467,2.39817,78.3699059561,50000
181442.0,63408.9772314,8.74797e-25,4.74246e-30,720.430483711,966.073,0.00131187,nan,1,nan,63408.9772314,8.65351e-06,100,720.430483711,642,0.5,1.79615e-09,241.989,10282.1,720.430483711,61.1151,2.65094537121,1.59623,77.8816199377,50000
195926.0,75896.0049001,7.89114e-27,4.5016e-32,755.111294075,1036.8,0.00171755,nan,1,nan,75896.0049001,9.0777e-06,100,755.111294075,612,0.5,2.28717e-09,301.08,18313.5,755.111294075,70.2818,1.40616784005,1.59129,81.6993464052,50000
178048.0,70646.3120279,8.67556e-24,5.27288e-29,713.449735578,952.892,0.000999252,nan,1,nan,70646.3120279,8.57339e-06,100,713.449735578,648,0.5,1.45635e-09,164.409,12127.4,713.449735578,39.4243,1.70200567221,1.4106,77.1604938272,50000
200128.0,79749.8559054,5.785e-38,2.36819e-43,740.793458219,1090.66,0.0018825,nan,1,nan,79749.8559054,8.90313e-06,100,740.793458219,624,0.5,3.93922e-09,459.204,12668.3,740.793458219,234.396,2.60173937828,2.17177,80.1282051282,50000
201912.0,80152.5384729,,,722.029225957,1094.51,0.0144904,nan,1,nan,80152.5384729,8.68055e-06,100,722.029225957,640,0.5,1.16047e-08,3822.31,17306.5,722.029225957,807.471,3.50587849414,2.28979,78.125,50000
