MinVanillaIw,VarNormIw,VarJ,AvgEpLen,BatchSize,VarVanillaIw,AvgNormIw,ESSClassic,eRenyi2,AvgVanillaIw,AvgRet,MinNormIw,MaxNormIw,ESSRenyi,AvgDiscRet,Bound,J,VarDiscRet,VarRet,MaxVanillaIw
8.873997e-21,0.0002564754,174.02211,200.0,100,4.3788486,0.010000002,28.25571752616642,4.693122,1.3066435,-2654.305220661724,6.791444e-23,0.051483758,21.307778045333407,4.956746124662459e-13,2025.5443,2591.5054,5688470.842681565,5688470.842681565,6.727092
0.24787264,5.964794e-06,70.39538,200.0,100,0.058203865,0.01,94.42411291922643,1.0638808,0.9878208,-37.341290004281504,0.0025092873,0.01248448,93.99549262203429,-8.881784197001252e-15,-216.91087,21.57342,77140.5761940345,77140.5761940345,1.2332429
1.2252766e-12,0.00012958192,10.481094,200.0,100,1.2962604,0.01,43.804675648192905,2.2786767,1.0001702,-9.774588410523954,1.2250681e-14,0.031130634,43.885118885628955,-7.105427357601002e-16,-0.3767866,1.7426921,75.77953738503469,75.77953738503469,3.1135933
4.8260088e-05,3.2664666e-05,9.137298,200.0,100,0.34557799,0.01,75.56407224236291,1.3997886,1.0285702,-9.662716792280209,4.6919587e-07,0.017747844,71.43935784862188,2.3447910280083307e-15,-1.1144917,0.5420151,62.62964144534936,62.62964144534936,1.8254902
0.026683785,7.467048e-05,10.539963,200.0,100,0.8012551,0.01,57.496452996465834,1.7679743,1.0358834,-8.243379910023544,0.00025759445,0.04124462,56.56190952867615,1.3677947663381929e-15,-0.91514814,1.0087899,65.30498104473982,65.30498104473982,4.272462
6.1560044e-05,5.241036e-05,8.519185,200.0,100,0.6795555,0.01,65.83874220392296,1.6872969,1.1386857,-8.068275128510727,5.4062366e-07,0.01992017,59.26639344493938,3.1974423109204507e-16,-0.71226656,1.022439,56.63717697678376,56.63717697678376,2.2682812
,0.008390924,5.403126,200.0,100,12.109628,0.01,1.1894830561153098,26.096071,0.37989235,-8.689290027842725,,0.9154602,3.8319944434443367,-2.291500322826323e-15,0.6646261,7.278066,48.69938128388618,48.699381283886176,34.777634
1.8038616e-11,0.000677935,7.6820254,200.0,100,8.252943,0.01,12.967549665476005,8.257071,1.1033427,-7.483048316878839,1.634906e-13,0.13643986,12.110832709837164,9.50350909079134e-16,0.589942,4.3192477,52.98336156741728,52.98336156741728,15.053992
0.8636494,2.82412e-06,7.5582013,200.0,100,0.026972828,0.01,97.28016256110314,1.0431641,0.977286,-8.242479131180826,0.008837223,0.02052043,95.86219151735948,-1.2079226507921704e-15,-1.2590096,0.047408164,58.39398215884375,58.39398215884375,2.0054328
,0.0005892634,10.307018,200.0,100,10.968965,0.010000002,14.633348050650067,8.97854,1.3643574,-8.223316959046354,,0.0928673,11.137667740662934,1.2434497875801754e-16,0.4109063,4.2679386,54.83549769293632,54.83549769293632,12.670418
0.010845961,1.5814132e-05,7.5746307,200.0,100,0.16805331,0.010000002,86.46331467591104,1.1535679,1.0308627,-8.19155930667228,0.00010521247,0.013698622,86.68757089744999,1.7763568394002505e-17,-1.0578132,0.34293753,52.04476790715893,52.04476790715893,1.4121398
,0.00085269386,11.815268,200.0,100,6.4082284,0.010000002,10.591346257594621,7.782226,0.8669068,-8.858124251155527,,0.12662181,12.84979373501234,-6.394884621840901e-16,1.9556828,5.44853,49.88748484273011,49.88748484273011,10.976931
