renyi2,VanillaAvgRet,MinVanillaIw,MaxNormIw,VarNormIw,AvgNormIw,SamplesThisIter,VarDiscRet,VarJ,BatchSize,AvgRet,Bound,delta,ESSClassic,VarRet,MinNormIw,IterType,AvgDiscRet,AvgEpLen,EpsThisIter,ESSRenyi,AvgVanillaIw,VarVanillaIw,MaxVanillaIw,J
nan,-2.94186019693,,0.5,2.76228e-05,5.52486e-05,50000,34.9591336426,57.525,100,-2.94186019693,6.19428,0.8,1.99999994412,34.9591336426,,1,-2.94186019693,500.0,100,nan,2.55817e+19,inf,2.31514e+23,1634.21
nan,-3.39024528046,,0.444007,2.2011e-05,5.52486e-05,50000,52.5677150208,56.9776,100,-3.39024528046,7.9043,0.8,1.98849479826,52.5677150208,,1,-3.39024528046,500.0,100,nan,5.06067e+07,1.84677e+19,4.06702e+11,2176.43
nan,-3.72047923633,,0.438831,2.15892e-05,5.52486e-05,50000,45.10668995,38.8275,100,-3.72047923633,12.0025,0.8,1.9710699275,45.10668995,,1,-3.72047923633,500.0,100,nan,3.36826e+20,inf,2.67535e+24,2948.64
nan,-4.86091848547,,0.9006,4.53451e-05,5.52486e-05,50000,33.1171180631,56.1254,100,-4.86091848547,9.37564,0.8,0.988211983177,33.1171180631,,1,-4.86091848547,500.0,100,nan,5.85855e+20,inf,9.54994e+24,2642.24
nan,-2.7849785093,,0.333329,1.84136e-05,5.52486e-05,50000,56.1125330666,57.1362,100,-2.7849785093,7.85982,0.8,2.99999968857,56.1125330666,,1,-2.7849785093,500.0,100,nan,3.00737e+07,5.45595e+18,1.81442e+11,2120.74
nan,-1.84658586126,,0.459171,2.33887e-05,5.52486e-05,50000,47.2629148893,44.2399,100,-1.84658586126,17.9062,0.8,1.99201354712,47.2629148893,,1,-1.84658586126,500.0,100,nan,3.82424e+15,inf,3.17833e+19,4172.02
nan,-0.592295504357,,0.290218,1.06414e-05,5.52486e-05,50000,62.8362400811,48.6125,100,-0.592295504357,12.5996,0.8,1.74876298782,62.8362400811,,1,-0.592295504357,500.0,100,nan,5.01678e+20,inf,2.63528e+24,3171.14
nan,-2.01344878178,,0.353512,1.48096e-05,5.52486e-05,50000,49.3598282341,68.792,100,-2.01344878178,9.37324,0.8,1.99910463357,49.3598282341,,1,-2.01344878178,500.0,100,nan,1.29809e+06,8.17537e+15,8.30591e+09,2353.02
nan,-0.225301967152,,0.333085,1.83867e-05,5.52486e-05,50000,122.727218327,63.5918,100,-0.225301967152,20.4371,0.8,2.999998414,122.727218327,,1,-0.225301967152,500.0,100,nan,1.28886e+19,inf,7.77032e+22,4893.27
nan,-0.497029256392,,0.33322,1.84017e-05,5.52486e-05,50000,39.7944591051,43.5823,100,-0.497029256392,13.2054,0.8,2.99999981793,39.7944591051,,1,-0.497029256392,500.0,100,nan,3.56033e+17,inf,2.14734e+21,3030.86
nan,0.785739904815,,0.330642,1.81192e-05,5.52486e-05,50000,97.3438348575,47.6565,100,0.785739904815,18.0469,0.8,2.99980105976,97.3438348575,,1,0.785739904815,500.0,100,nan,9.70602e+08,5.59216e+21,5.80869e+12,4017.67
nan,0.693336384883,,0.405332,1.48039e-05,5.52486e-05,50000,73.9350671182,80.1296,100,0.693336384883,13.4186,0.8,3.45908557694,73.9350671182,,1,0.693336384883,500.0,100,nan,38115.6,7.04592e+12,2.79635e+08,2980.2
nan,3.03002007135,,0.311752,1.61445e-05,5.52486e-05,50000,139.085432079,nan,100,3.03002007135,nan,0.8,2.99295805539,139.085432079,,1,3.03002007135,500.0,100,nan,8.11513e+11,3.48316e+27,4.57914e+15,nan
nan,8.33600971795,,0.494317,2.70006e-05,5.52486e-05,50000,163.494368205,57.7476,100,8.33600971795,31.1085,0.8,1.99983940887,163.494368205,,1,8.33600971795,500.0,100,nan,1.41992e+19,inf,1.27042e+23,8116.9
nan,10.5596451323,,0.330741,1.813e-05,5.52486e-05,50000,202.462313059,91.192,100,10.5596451323,34.8048,0.8,2.99981592985,202.462313059,,1,10.5596451323,500.0,100,nan,4.66298e+18,inf,2.79145e+22,8370.99
nan,9.55059648192,,0.141007,2.87192e-06,5.52486e-05,50000,222.994126513,439.003,100,9.55059648192,32.7418,0.8,0.396705313141,222.994126513,,1,9.55059648192,500.0,100,nan,63.5244,3.79674e+06,162129.0,7987.0
nan,13.355363409,,0.480484,2.55498e-05,5.52486e-05,50000,253.570834265,199.198,100,13.355363409,33.8595,0.8,1.9967520037,253.570834265,,1,13.355363409,500.0,100,nan,1.93804e+10,3.14392e+24,1.68547e+14,7930.05
nan,13.7078821977,,0.125652,1.60255e-06,5.52486e-05,50000,203.296792782,595.921,100,13.7078821977,34.5446,0.8,0.645492365224,203.296792782,,1,13.7078821977,500.0,100,nan,28.2595,419274.0,64270.4,8607.62
nan,15.8437685713,,0.499755,2.75957e-05,5.52486e-05,50000,125.976877885,187.647,100,15.8437685713,32.4348,0.8,1.99999972072,125.976877885,,1,15.8437685713,500.0,100,nan,1.55055e+09,2.17355e+22,1.40256e+13,8069.73
nan,21.2885563667,,0.0197263,1.34732e-07,5.52486e-05,50000,199.471019563,196.344,100,21.2885563667,38.2119,0.8,0.916332431652,199.471019563,,1,21.2885563667,500.0,100,nan,9.54829,4024.19,3409.18,8327.45
nan,20.0265365766,,0.00897901,8.65865e-08,5.52486e-05,50000,209.922325699,208.046,100,20.0265365766,37.4165,0.8,0.408791363267,209.922325699,,1,20.0265365766,500.0,100,nan,8.26004,1935.4,1342.42,8054.14
nan,26.9949263698,,0.0331594,2.44501e-07,5.52486e-05,50000,211.953300052,185.95,100,26.9949263698,43.2304,0.8,1.09543124964,211.953300052,,1,26.9949263698,500.0,100,nan,6.75864,3658.95,4056.43,9118.53
nan,29.5240864891,1.53616e-24,0.0169626,1.02484e-07,5.52486e-05,50000,224.549556619,167.134,100,29.5240864891,45.5423,0.8,1.18738560964,224.549556619,1.22626e-29,1,29.5240864891,500.0,100,nan,6.92112,1608.29,2124.94,9578.25
nan,26.5881295587,5.4035e-29,0.0134782,9.59817e-08,5.52486e-05,50000,277.154441578,378.336,100,26.5881295587,44.9085,0.8,1.88084521301,277.154441578,8.89322e-34,1,26.5881295587,500.0,100,nan,3.35689,354.34,818.931,9655.83
nan,34.5212501992,3.96352e-29,0.00219984,3.32414e-08,5.52486e-05,50000,290.773318405,135.575,100,34.5212501992,49.3576,0.8,0.945105710077,290.773318405,7.11541e-34,1,34.5212501992,500.0,100,nan,3.07753,103.144,122.539,10040.5
nan,34.8715590904,,0.215653,7.7039e-06,5.52486e-05,50000,335.665918549,329.892,100,34.8715590904,54.9493,0.8,3.75446272425,335.665918549,,1,34.8715590904,500.0,100,nan,73.39,1.35938e+07,286464.0,12356.4
nan,35.9209182375,1.91695e-28,0.0401955,3.67687e-07,5.52486e-05,50000,229.129825906,293.901,100,35.9209182375,50.7121,0.8,1.01036564338,229.129825906,1.88247e-33,1,35.9209182375,500.0,100,nan,5.62604,3812.78,4093.17,11040.9
nan,43.4511374014,3.87433e-26,0.136957,2.42967e-06,5.52486e-05,50000,218.963582509,454.061,100,43.4511374014,56.5546,0.8,1.71734606812,218.963582509,1.46974e-31,1,43.4511374014,500.0,100,nan,14.5639,168833.0,36102.6,13317.7
nan,42.9088090569,4.01733e-35,0.00297137,2.99224e-08,5.52486e-05,50000,218.448231015,125.881,100,42.9088090569,54.3065,0.8,0.68141843432,218.448231015,8.22198e-40,1,42.9088090569,500.0,100,nan,2.6995,71.4363,145.184,11059.2
nan,45.033296492,2.37281e-20,0.00244594,3.34463e-08,5.52486e-05,50000,241.937570361,199.96,100,45.033296492,55.5516,0.8,0.665845483216,241.937570361,6.0794e-25,1,45.033296492,500.0,100,nan,2.15637,50.9511,95.4659,11447.4
nan,48.3603574388,3.13267e-37,0.00315985,3.42261e-08,5.52486e-05,50000,272.308008835,158.527,100,48.3603574388,60.5492,0.8,1.26929541654,272.308008835,5.77475e-42,1,48.3603574388,500.0,100,nan,2.99737,100.738,171.43,12362.1
nan,54.1275199952,1.59435e-18,0.0023921,2.51716e-08,5.52486e-05,50000,173.152589713,163.858,100,54.1275199952,62.1633,0.8,0.795743907055,173.152589713,3.74892e-23,1,54.1275199952,500.0,100,nan,2.34962,45.5263,101.732,12689.2
nan,54.4435616954,3.33987e-19,0.00320185,3.81235e-08,5.52486e-05,50000,183.336942565,201.476,100,54.4435616954,64.0625,0.8,0.978832986423,183.336942565,5.83457e-24,1,54.4435616954,500.0,100,nan,3.16258,124.921,183.283,13313.9
nan,54.8714672913,1.82319e-29,0.00747827,3.37779e-08,5.52486e-05,50000,163.354224472,294.812,100,54.8714672913,62.2536,0.8,0.644610020662,163.354224472,4.1361e-34,1,54.8714672913,500.0,100,nan,2.43536,65.632,329.642,13047.4
nan,54.7598010215,1.17696e-17,0.002105,3.06237e-08,5.52486e-05,50000,146.681906269,198.877,100,54.7598010215,62.4066,0.8,0.384392911951,146.681906269,2.88158e-22,1,54.7598010215,500.0,100,nan,2.25659,51.0882,85.9772,12957.1
nan,57.8069600862,8.08004e-24,0.00279466,3.7756e-08,5.52486e-05,50000,124.850575144,171.43,100,57.8069600862,64.571,0.8,0.982048176396,124.850575144,1.46899e-28,1,57.8069600862,500.0,100,nan,3.0389,114.229,153.718,13435.9
nan,58.4510656535,8.74049e-34,0.00232139,3.42148e-08,5.52486e-05,50000,126.756311234,286.792,100,58.4510656535,64.5567,0.8,0.381996190417,126.756311234,2.43897e-38,1,58.4510656535,500.0,100,nan,1.97993,43.9411,83.1913,13592.9
nan,59.9043907725,2.3629e-16,0.00174689,1.52262e-08,5.52486e-05,50000,76.0638092482,203.615,100,59.9043907725,62.3741,0.8,0.780844853141,76.0638092482,9.80304e-21,1,59.9043907725,500.0,100,nan,1.3317,8.84628,42.1066,12604.6
nan,58.9115578253,9.54726e-18,0.00192218,3.30978e-08,5.52486e-05,50000,162.385613488,194.835,100,58.9115578253,66.3736,0.8,0.535100715934,162.385613488,1.92766e-22,1,58.9115578253,500.0,100,nan,2.73633,81.1885,95.2012,13795.5
nan,60.7967756193,1.62126e-14,0.00155458,1.4173e-08,5.52486e-05,50000,83.3830999147,223.197,100,60.7967756193,63.5936,0.8,0.863227126522,83.3830999147,7.73422e-19,1,60.7967756193,500.0,100,nan,1.15813,6.22777,32.5874,12828.5
nan,61.3216957176,,0.00227367,1.8485e-08,5.52486e-05,50000,179.788133199,215.566,100,61.3216957176,67.1497,0.8,1.18719499289,179.788133199,,1,61.3216957176,500.0,100,nan,1.79819,19.5815,74.0015,13609.2
nan,62.8668449479,5.34014e-36,0.00151504,1.93083e-08,5.52486e-05,50000,189.617214004,184.633,100,62.8668449479,69.2355,0.8,0.767855845101,189.617214004,1.64192e-40,1,62.8668449479,500.0,100,nan,1.7969,20.4243,49.2749,13974.2
nan,60.4284161203,1.71228e-20,0.00142141,1.68184e-08,5.52486e-05,50000,192.526329878,186.974,100,60.4284161203,66.0968,0.8,0.656406386931,192.526329878,6.86082e-25,1,60.4284161203,500.0,100,nan,1.37886,10.4757,35.4746,13326.5
nan,66.0527779452,6.85175e-20,0.00132342,1.63423e-08,5.52486e-05,50000,155.660226897,171.792,100,66.0527779452,72.09,0.8,0.818575469609,155.660226897,2.45614e-24,1,66.0527779452,500.0,100,nan,1.54124,12.7178,36.9187,14475.9
nan,68.0638232448,5.78204e-17,0.00130191,1.40364e-08,5.52486e-05,50000,143.140944722,160.251,100,68.0638232448,72.5791,0.8,0.833656931933,143.140944722,2.32553e-21,1,68.0638232448,500.0,100,nan,1.37367,8.67713,32.3698,14466.0
nan,67.0203311213,1.26593e-19,0.00105212,1.40043e-08,5.52486e-05,50000,190.618576604,171.028,100,67.0203311213,71.8534,0.8,0.635674600372,190.618576604,4.77902e-24,1,67.0203311213,500.0,100,nan,1.46349,9.82657,27.8698,14355.4
nan,66.5270420039,7.12637e-15,0.00137883,2.04251e-08,5.52486e-05,50000,148.942588152,154.068,100,66.5270420039,72.6467,0.8,0.644045967615,148.942588152,2.1674e-19,1,66.5270420039,500.0,100,nan,1.81657,22.0813,45.3357,14639.1
nan,69.8532924794,5.99031e-21,0.00130563,1.68007e-08,5.52486e-05,50000,126.907835542,151.469,100,69.8532924794,74.8138,0.8,0.961571746549,126.907835542,1.84158e-25,1,69.8532924794,500.0,100,nan,1.79714,17.7766,42.4699,14906.2
nan,66.9444459884,4.24045e-25,0.00180206,1.79205e-08,5.52486e-05,50000,170.988432409,186.319,100,66.9444459884,73.188,0.8,1.0461803171,170.988432409,1.57123e-29,1,66.9444459884,500.0,100,nan,1.49105,13.0525,48.634,14674.9
nan,69.0735291362,5.83985e-24,0.00173134,1.10842e-08,5.52486e-05,50000,175.587961556,156.259,100,69.0735291362,73.308,0.8,1.40904573077,175.587961556,2.57835e-28,1,69.0735291362,500.0,100,nan,1.25136,5.68622,39.2141,14515.5
nan,70.0235804193,1.47883e-15,0.00121044,1.26644e-08,5.52486e-05,50000,192.64117012,133.529,100,70.0235804193,74.4656,0.8,0.91567933186,192.64117012,5.96971e-20,1,70.0235804193,500.0,100,nan,1.36864,7.7717,29.9854,14779.8
nan,71.1862445951,2.70735e-20,0.000860094,9.66439e-09,5.52486e-05,50000,126.188364425,94.8955,100,71.1862445951,74.4527,0.8,0.788242435975,126.188364425,1.36579e-24,1,71.1862445951,500.0,100,nan,1.09517,3.79746,17.0492,14584.5
nan,72.8431613706,8.08439e-23,0.00103741,1.19231e-08,5.52486e-05,50000,117.422238713,153.206,100,72.8431613706,76.259,0.8,0.929015679842,117.422238713,4.1112e-27,1,72.8431613706,500.0,100,nan,1.08643,4.61051,20.4,15098.7
nan,73.4539873962,3.41125e-14,0.000647606,6.34093e-09,5.52486e-05,50000,87.3414388591,95.3066,100,73.4539873962,74.8687,0.8,1.20196091002,87.3414388591,1.95276e-18,1,73.4539873962,500.0,100,nan,0.965132,1.93501,11.313,14572.4
nan,75.5724279565,5.64507e-13,0.0008407,1.12909e-08,5.52486e-05,50000,120.456955005,108.985,100,75.5724279565,78.7749,0.8,1.18025371175,120.456955005,2.09377e-17,1,75.5724279565,500.0,100,nan,1.48957,8.20743,22.6663,15497.6
nan,75.211670317,5.13078e-14,0.000618669,6.94974e-09,5.52486e-05,50000,103.28182916,76.5767,100,75.211670317,76.9045,0.8,0.997500542577,103.28182916,2.80764e-18,1,75.211670317,500.0,100,nan,1.00963,2.32089,11.3058,14953.0
nan,72.4177374105,6.42515e-20,0.000868712,1.16084e-08,5.52486e-05,50000,134.901537946,92.8082,100,72.4177374105,76.0057,0.8,1.20956843118,134.901537946,2.9416e-24,1,72.4177374105,500.0,100,nan,1.20676,5.53822,18.9747,14930.6
nan,73.9760141096,1.56423e-13,0.00105401,9.47396e-09,5.52486e-05,50000,117.328311385,118.681,100,73.9760141096,76.86,0.8,1.47849475808,117.328311385,7.32583e-18,1,73.9760141096,500.0,100,nan,1.17969,4.31938,22.5055,15095.7
nan,73.590558333,7.4995e-13,0.000846104,1.15809e-08,5.52486e-05,50000,130.324956857,95.9883,100,73.590558333,77.8981,0.8,1.11903234483,130.324956857,3.08556e-17,1,73.590558333,500.0,100,nan,1.34283,6.8413,20.5647,15286.7
nan,75.8873322572,5.26713e-11,0.000908161,8.14336e-09,5.52486e-05,50000,102.367220174,161.815,100,75.8873322572,78.0544,0.8,0.904677665676,102.367220174,2.63126e-15,1,75.8873322572,500.0,100,nan,1.10594,3.26306,18.1792,15379.5
nan,72.6029714684,1.28515e-12,0.00077668,8.29406e-09,5.52486e-05,50000,116.512672944,96.053,100,72.6029714684,75.0863,0.8,0.930696858343,116.512672944,7.66249e-17,1,72.6029714684,500.0,100,nan,0.926632,2.33313,13.0265,14670.9
nan,77.8146675442,8.68358e-15,0.000680085,7.75246e-09,5.52486e-05,50000,118.008233899,94.3946,100,77.8146675442,79.912,0.8,1.26237770312,118.008233899,4.17614e-19,1,77.8146675442,500.0,100,nan,1.1488,3.35187,14.1412,15622.6
nan,76.2027462686,4.79387e-30,0.000899458,1.11192e-08,5.52486e-05,50000,113.664282117,125.897,100,76.2027462686,78.6714,0.8,0.83174254383,113.664282117,2.1665e-34,1,76.2027462686,500.0,100,nan,1.2225,5.44409,19.9025,15543.3
nan,78.6901496575,2.99716e-12,0.000671105,7.6774e-09,5.52486e-05,50000,99.703904,90.4471,100,78.6901496575,80.0673,0.8,1.07178685739,99.703904,1.4823e-16,1,78.6901496575,500.0,100,nan,1.11711,3.13879,13.5695,15628.3
nan,76.6158811404,4.75796e-20,0.000836168,8.75304e-09,5.52486e-05,50000,157.715250865,107.931,100,76.6158811404,79.8899,0.8,1.12708226786,157.715250865,2.35377e-24,1,76.6158811404,500.0,100,nan,1.11681,3.57662,16.9025,15599.7
nan,79.1322296551,2.27117e-09,0.000480127,5.06855e-09,5.52486e-05,50000,67.6866650301,83.5549,100,79.1322296551,79.2799,0.8,1.06747555387,67.6866650301,1.22473e-13,1,79.1322296551,500.0,100,nan,1.02454,1.74302,8.90359,15366.3
nan,78.3912501792,4.23557e-10,0.000586861,6.32466e-09,5.52486e-05,50000,74.2372282184,80.2348,100,78.3912501792,78.802,0.8,1.08254393788,74.2372282184,2.15062e-14,1,78.3912501792,500.0,100,nan,1.0881,2.45321,11.558,15329.2
nan,80.0346670545,6.01046e-11,0.000522851,6.16329e-09,5.52486e-05,50000,50.2453307342,93.717,100,80.0346670545,79.8603,0.8,0.869386426402,50.2453307342,3.36805e-15,1,80.0346670545,500.0,100,nan,0.985939,1.96277,9.33053,15565.3
nan,79.7471996717,5.63918e-11,0.000657725,6.28499e-09,5.52486e-05,50000,60.315820909,97.8169,100,79.7471996717,80.0716,0.8,1.17363655164,60.315820909,3.54432e-15,1,79.7471996717,500.0,100,nan,0.87903,1.591,10.4647,15579.9
nan,80.896454327,1.33217e-13,0.000519375,5.07818e-09,5.52486e-05,50000,91.2586771126,81.6929,100,80.896454327,81.2485,0.8,1.36495482213,91.2586771126,7.10801e-18,1,80.896454327,500.0,100,nan,1.03546,1.78374,9.73402,15741.6
nan,80.9106611064,1.72035e-09,0.0005049,4.9236e-09,5.52486e-05,50000,82.3192936076,93.2416,100,80.9106611064,80.5563,0.8,1.1006930896,82.3192936076,9.74348e-14,1,80.9106611064,500.0,100,nan,0.975494,1.53493,8.91474,15641.9
nan,82.8967056673,7.76124e-12,0.000442704,4.48467e-09,5.52486e-05,50000,71.0953179459,74.8265,100,82.8967056673,82.6941,0.8,1.12194478097,71.0953179459,4.24305e-16,1,82.8967056673,500.0,100,nan,1.01059,1.50051,8.09779,16024.8
nan,80.1554926137,5.81706e-09,0.000490187,5.04263e-09,5.52486e-05,50000,113.238530251,75.9773,100,80.1554926137,81.1447,0.8,1.29743695456,113.238530251,3.22216e-13,1,80.1554926137,500.0,100,nan,0.997419,1.6435,8.84948,15725.9
nan,83.8625853391,5.38018e-06,0.000349985,3.4986e-09,5.52486e-05,50000,46.3969390974,69.3696,100,83.8625853391,82.5527,0.8,1.03912446303,46.3969390974,2.91072e-10,1,83.8625853391,500.0,100,nan,1.02122,1.19533,6.46914,15943.3
nan,82.2996042528,2.83593e-10,0.000569391,4.85163e-09,5.52486e-05,50000,63.1976002722,84.9753,100,82.2996042528,81.9575,0.8,1.14639383462,63.1976002722,1.5661e-14,1,82.2996042528,500.0,100,nan,1.00045,1.59088,10.3106,15908.0
nan,82.6539116738,1.27546e-08,0.00032916,3.0212e-09,5.52486e-05,50000,63.580607944,54.487,100,82.6539116738,81.8289,0.8,1.18103326233,63.580607944,7.44958e-13,1,82.6539116738,500.0,100,nan,0.945926,0.885627,5.63564,15731.5
nan,82.3560376374,6.52484e-10,0.000624836,5.18289e-09,5.52486e-05,50000,84.5068118712,91.4655,100,82.3560376374,82.1812,0.8,1.58213705369,84.5068118712,3.32907e-14,1,82.3560376374,500.0,100,nan,1.08285,1.99097,12.2465,15986.3
nan,81.7681670806,1.54008e-08,0.000411471,3.88208e-09,5.52486e-05,50000,98.9111494639,62.5885,100,81.7681670806,81.6423,0.8,1.10704799174,98.9111494639,9.23634e-13,1,81.7681670806,500.0,100,nan,0.921224,1.07932,6.86093,15751.9
nan,80.5490514383,1.00671e-08,0.000415897,4.24487e-09,5.52486e-05,50000,57.956101271,69.4411,100,80.5490514383,80.0189,0.8,0.955480536485,57.956101271,5.58194e-13,1,80.5490514383,500.0,100,nan,0.996412,1.3807,7.50072,15471.5
nan,83.3405023886,1.11225e-07,0.000432744,4.25542e-09,5.52486e-05,50000,51.5265643498,80.7362,100,83.3405023886,82.274,0.8,0.951743293608,51.5265643498,6.43681e-12,1,83.3405023886,500.0,100,nan,0.954673,1.2706,7.47764,15920.0
nan,82.5322387765,1.30702e-06,0.000441631,3.64385e-09,5.52486e-05,50000,44.6666788315,82.6889,100,82.5322387765,81.2173,0.8,1.07078156462,44.6666788315,7.4994e-11,1,82.5322387765,500.0,100,nan,0.962892,1.10681,7.6969,15711.0
nan,83.111952507,1.25107e-06,0.000372062,3.45485e-09,5.52486e-05,50000,65.5200270645,69.3388,100,83.111952507,81.938,0.8,1.07375236751,65.5200270645,6.94671e-11,1,83.111952507,500.0,100,nan,0.995003,1.12056,6.70066,15820.6
nan,84.0022820815,2.03571e-07,0.000431398,3.97832e-09,5.52486e-05,50000,45.7317182934,74.2692,100,84.0022820815,82.7212,0.8,1.03054637779,45.7317182934,1.06009e-11,1,84.0022820815,500.0,100,nan,1.06095,1.46705,8.28419,15974.4
nan,81.7770861387,1.32734e-07,0.000385073,3.81208e-09,5.52486e-05,50000,119.362679369,66.2741,100,81.7770861387,82.0277,0.8,0.987921838299,119.362679369,8.4101e-12,1,81.7770861387,500.0,100,nan,0.871975,0.94957,6.07752,15845.2
nan,84.5627413184,1.28909e-09,0.00042406,3.40853e-09,5.52486e-05,50000,47.847422698,71.5707,100,84.5627413184,83.211,0.8,1.01958256559,47.847422698,6.80778e-14,1,84.5627413184,500.0,100,nan,1.04616,1.22214,8.02981,16058.9
nan,82.8234341582,9.94896e-11,0.000469591,4.46589e-09,5.52486e-05,50000,53.0132961307,76.6377,100,82.8234341582,82.0806,0.8,1.18586330278,53.0132961307,5.34952e-15,1,82.8234341582,500.0,100,nan,1.02751,1.54466,8.73338,15910.8
nan,85.958172916,4.71257e-05,0.000340415,2.82869e-09,5.52486e-05,50000,23.77239556,58.1173,100,85.958172916,83.6932,0.8,1.02847377086,23.77239556,2.41815e-09,1,85.958172916,500.0,100,nan,1.0767,1.07432,6.63413,16111.6
nan,84.596169206,1.78071e-07,0.000308243,3.41992e-09,5.52486e-05,50000,40.242557949,64.2823,100,84.596169206,83.2258,0.8,0.895563547517,40.242557949,1.0246e-11,1,84.596169206,500.0,100,nan,0.960196,1.03298,5.35713,16053.3
nan,84.0361948672,1.44363e-05,0.000366273,3.18262e-09,5.52486e-05,50000,45.7166362073,63.8988,100,84.0361948672,82.5993,0.8,0.983165938914,45.7166362073,8.62061e-10,1,84.0361948672,500.0,100,nan,0.925206,0.892521,6.13369,15925.2
nan,84.8743579976,1.03645e-05,0.000356869,3.04269e-09,5.52486e-05,50000,37.8971690901,71.8855,100,84.8743579976,83.1684,0.8,0.960457904352,37.8971690901,6.09907e-10,1,84.8743579976,500.0,100,nan,0.938876,0.878681,6.0645,16045.2
nan,85.4363990554,1.14167e-07,0.000434098,2.78035e-09,5.52486e-05,50000,31.3640281522,56.3042,100,85.4363990554,83.4649,0.8,1.5424583891,31.3640281522,6.57734e-12,1,85.4363990554,500.0,100,nan,0.958985,0.837686,7.53491,16058.2
nan,83.9280576745,2.63105e-10,0.000330786,3.23872e-09,5.52486e-05,50000,68.8169699516,65.6629,100,83.9280576745,82.7421,0.8,1.14422311973,68.8169699516,1.51294e-14,1,83.9280576745,500.0,100,nan,0.960789,0.97946,5.75245,15940.6
nan,85.6817623926,1.32788e-05,0.000322302,2.8138e-09,5.52486e-05,50000,47.2907416463,59.1908,100,85.6817623926,83.9449,0.8,0.946172121279,47.2907416463,7.07888e-10,1,85.6817623926,500.0,100,nan,1.03637,0.990101,6.04584,16155.0
