ESSRenyi,AvgEpLen,ESSClassic,Bound,MinVanillaIw,MinNormIw,EpsThisIter,VarNormIw,VarJ,J,AvgDiscRet,AvgVanillaIw,VarDiscRet,AvgNormIw,VarVanillaIw,Delta,IterType,MaxNormIw,MaxVanillaIw,AvgRet,VanillaAvgRet,VarRet,BatchSize,eRenyi2
93.6793993518,21.04,94.6289863178,-114.096,0.431955,0.0042282,100,5.7332e-06,5.97092,-106.403,-106.836611087,1.02161,14.7477210242,0.01,0.0598363,0.7,1,0.0224253,2.29098,-106.836611087,-106.836611087,14.7477210242,100,1.06747
55.5834048782,21.66,22.8542751086,-111.466,0.0292741,0.000219707,100,0.000340965,44.1722,-101.487,-106.596173005,1.33242,21.2578767208,0.01,6.05328,0.7,1,0.159519,21.2546,-106.596173005,-106.596173005,21.2578767208,100,1.7991
95.7242720011,23.63,94.9334979397,-113.506,0.432988,0.00431277,100,5.39085e-06,5.48912,-105.173,-105.509956707,1.00397,25.072092048,0.01,0.0543372,0.7,1,0.0150382,1.50979,-105.509956707,-105.509956707,25.072092048,100,1.04467
85.451848399,23.72,81.8980488754,-112.428,0.236124,0.00238222,100,2.23262e-05,7.36739,-104.44,-105.536517502,0.991193,20.1891588008,0.01,0.219347,0.7,1,0.029621,2.93602,-105.536517502,-105.536517502,20.1891588008,100,1.17025
82.4655855492,23.6,79.0946896319,-113.171,0.141522,0.00143423,100,2.66977e-05,8.22901,-104.666,-105.904508535,0.98674,22.0576501389,0.01,0.259944,0.7,1,0.0287295,2.83486,-105.904508535,-105.904508535,22.0576501389,100,1.21263
2.59115509745,40.31,2.235828515,-22.2634,4.56355e-09,1.81709e-11,100,0.00441678,225.785,24.0653,-100.70595851,2.51146,513.318102815,0.01,278.586,0.7,1,0.631661,158.639,-100.70595851,-100.70595851,513.318102815,100,38.5928
58199256838.6,40.31,1.1436064978,-inf,0.00630361,2.68565e-11,100,0.00873158,34.8818,-90.953,-116.913476306,2.34715e+06,3021.35435072,0.01,4.81032e+14,0.7,,0.93359,2.19127e+08,-100.70595851,-100.70595851,513.318102815,200,3.43647e-09
4.67043671498,26.15,4.83968413895,-50.9457,1.31321e-15,3.21692e-18,100,0.00101319,422.787,-16.4378,-104.729957753,2.04109,33.5470976607,0.005,168.84,0.7,1,0.347314,141.78,-104.729957753,-104.729957753,33.5470976607,200,42.8225
200.0,114.08,100.0,-134.353,1.0,0.01,100,3.50449e-18,48.5715,-102.666,-102.666213898,1.0,2383.02251356,0.01,,0.7,2,0.01,1.0,-102.666213898,-102.666213898,2383.02251356,200,1.0
nan,26.15,1.13657499597,-inf,0.00705318,8.66892e-18,100,0.00439616,2.8553,-109.115,-103.340206607,4.06808e+12,3182.63783217,0.005,2.91014e+27,0.7,,0.935938,7.61494e+14,-104.729957753,-104.729957753,33.5470976607,300,nan
5.28877350841,32.87,5.27248484198,-60.4504,1.64556e-15,2.51608e-18,100,0.000623179,414.161,-27.4738,-104.651098465,2.18006,71.615316461,0.00333333,266.559,0.7,1,0.376684,246.358,-104.651098465,-104.651098465,71.615316461,300,56.7239
300.0,139.69,100.0,-132.31,1.0,0.01,100,3.50449e-18,59.49,-102.725,-102.725244092,1.0,3574.80633587,0.01,,0.7,2,0.01,1.0,-102.725244092,-102.725244092,3574.80633587,300,1.0
300.0,154.95,200.000000102,-128.19,1.0,0.005,100,2.1793e-19,62.6097,-107.271,-111.815959747,1.0,4302.58523608,0.005,,0.7,2,0.005,1.0,-111.815959747,-111.815959747,4302.58523608,300,1.0
nan,32.87,1.01968092559,-inf,0.00405913,6.61454e-18,100,0.00326878,3.09976,-96.8358,-109.039718053,2.04556e+12,3322.29282618,0.00333333,1.23099e+27,0.7,,0.990267,6.07696e+14,-104.651098465,-104.651098465,71.615316461,400,nan
6.85181944605,32.34,5.34240495053,-62.4945,3.18344e-14,4.4216e-17,100,0.000462862,473.199,-33.5224,-104.482455869,1.79994,34.6254444749,0.0025,239.931,0.7,1,0.397996,286.547,-104.482455869,-104.482455869,34.6254444749,400,58.3787
400.0,132.47,100.0,-137.193,1.0,0.01,100,3.50449e-18,64.5563,-108.979,-108.978597375,1.0,4209.61503255,0.01,,0.7,2,0.01,1.0,-108.978597375,-108.978597375,4209.61503255,400,1.0
400.0,129.53,200.000000102,-130.465,1.0,0.005,100,2.1793e-19,64.7964,-110.515,-112.051560425,1.0,4267.57517914,0.005,,0.7,2,0.005,1.0,-112.051560425,-112.051560425,4267.57517914,400,1.0
400.0,128.32,299.999969474,-131.62,1.0,0.00333333,100,5.43914e-20,67.5857,-114.506,-122.488629679,1.0,5263.37889307,0.00333333,,0.7,2,0.00333333,1.0,-122.488629679,-122.488629679,5263.37889307,400,1.0
nan,32.34,1.02597168404,-inf,0.00348983,1.09679e-16,100,0.00243656,32.9101,-106.282,-106.612916706,7.95468e+10,4825.01532092,0.0025,2.46684e+24,0.7,,0.987235,3.14125e+13,-104.482455869,-104.482455869,34.6254444749,500,nan
4.32456259302,25.5,2.80183431462,-53.0407,2.51805e-19,2.64964e-22,100,0.000711241,485.459,-16.5727,-105.724538942,1.90068,29.9661002941,0.002,642.354,0.7,1,0.580597,551.765,-105.724538942,-105.724538942,29.9661002941,500,115.619
500.0,171.86,100.0,-136.035,1.0,0.01,100,3.50449e-18,70.8868,-106.4,-106.399786368,1.0,5075.69663225,0.01,,0.7,2,0.01,1.0,-106.399786368,-106.399786368,5075.69663225,500,1.0
500.0,161.03,200.000000102,-119.014,1.0,0.005,100,2.1793e-19,59.7237,-98.0585,-89.7172028201,1.0,1989.64654318,0.005,,0.7,2,0.005,1.0,-89.7172028201,-89.7172028201,1989.64654318,500,1.0
500.0,146.43,299.999969474,-117.856,1.0,0.00333333,100,5.43914e-20,60.3158,-100.746,-106.121348064,1.0,3774.56092086,0.00333333,,0.7,2,0.00333333,1.0,-106.121348064,-106.121348064,3774.56092086,500,1.0
500.0,184.27,400.0,-115.248,1.0,0.0025,100,5.4346e-20,62.2889,-100.431,-99.4845648901,1.0,4650.95368467,0.0025,,0.7,2,0.0025,1.0,-99.4845648901,-99.4845648901,4650.95368467,500,1.0
36.7146376831,153.31,39.5076748005,-82.5496,1.44804e-25,2.36525e-28,100,4.67165e-05,192.93,-33.6406,-106.727067818,1.22443,2874.89525331,0.002,17.5096,0.7,1,0.0656871,40.2146,-106.727067818,-106.727067818,2874.89525331,500,13.6185
500.0,406.65,100.0,-88.3315,1.0,0.01,100,3.50449e-18,76.4193,-61.7909,-61.7909036898,1.0,5898.89225193,0.01,,0.7,2,0.01,1.0,-61.7909036898,-61.7909036898,5898.89225193,500,1.0
500.0,421.73,200.000000102,-75.2663,1.0,0.005,100,2.1793e-19,71.4792,-56.4993,-51.207677024,1.0,4366.30086748,0.005,,0.7,2,0.005,1.0,-51.207677024,-51.207677024,4366.30086748,500,1.0
500.0,423.87,299.999969474,-73.0979,1.0,0.00333333,100,5.43914e-20,72.7113,-57.7746,-60.3253303603,1.0,5689.37009688,0.00333333,,0.7,2,0.00333333,1.0,-60.3253303603,-60.3253303603,5689.37009688,500,1.0
500.0,432.41,400.0,-69.9886,1.0,0.0025,100,5.4346e-20,73.9891,-56.7183,-53.5491426727,1.0,6084.21262698,0.0025,,0.7,2,0.0025,1.0,-53.5491426727,-53.5491426727,6084.21262698,500,1.0
57.5368148567,420.36,64.6250225683,-26.0354,7.14281e-31,1.28872e-33,100,2.70018e-05,118.975,8.95413,-55.7386838771,1.10851,5211.89226272,0.002,8.29497,0.7,1,0.0440802,24.4318,-55.7386838771,-55.7386838771,5211.89226272,500,8.69009
500.0,492.66,100.0,-13.7617,1.0,0.01,100,3.50449e-18,46.5754,-5.16184,-5.16183534751,1.0,2191.17605841,0.01,,0.7,2,0.01,1.0,-5.16183534751,-5.16183534751,2191.17605841,500,1.0
500.0,491.68,200.000000102,-18.1763,1.0,0.005,100,2.1793e-19,51.2612,-8.95196,-12.7420755777,1.0,3088.31689608,0.005,,0.7,2,0.005,1.0,-12.7420755777,-12.7420755777,3088.31689608,500,1.0
500.0,488.82,299.999969474,-16.2727,1.0,0.00333333,100,5.43914e-20,53.9601,-8.74111,-8.31942479197,1.0,3514.52313174,0.00333333,,0.7,2,0.00333333,1.0,-8.31942479197,-8.31942479197,3514.52313174,500,1.0
500.0,492.94,400.0,-13.2591,1.0,0.0025,100,5.4346e-20,52.8103,-6.73649,-0.722619905697,1.0,2396.37031891,0.0025,,0.7,2,0.0025,1.0,-0.722619905697,-0.722619905697,2396.37031891,500,1.0
52.6996498504,487.73,49.6630881006,15.5568,2.00953e-24,4.05598e-27,100,3.6344e-05,69.6987,33.5267,0.884111278112,0.990898,2323.68286633,0.002,8.92136,0.7,1,0.0518416,25.6849,0.884111278112,0.884111278112,2323.68286633,500,9.48773
500.0,499.58,100.0,15.6891,1.0,0.01,100,3.50449e-18,31.8944,28.1404,28.1404034016,1.0,1027.52821567,0.01,,0.7,2,0.01,1.0,28.1404034016,28.1404034016,1027.52821567,500,1.0
500.0,500.0,200.000000102,24.1687,1.0,0.005,100,2.1793e-19,29.9699,32.9731,37.8058583964,1.0,739.823529163,0.005,,0.7,2,0.005,1.0,37.8058583964,37.8058583964,739.823529163,500,1.0
500.0,500.0,299.999969474,25.5704,1.0,0.00333333,100,5.43914e-20,28.7782,32.7592,32.3312920421,1.0,694.843019384,0.00333333,,0.7,2,0.00333333,1.0,32.3312920421,32.3312920421,694.843019384,500,1.0
500.0,500.0,400.0,27.0567,1.0,0.0025,100,5.4346e-20,30.1488,33.2823,34.851846224,1.0,1159.54382094,0.0025,,0.7,2,0.0025,1.0,34.851846224,34.851846224,1159.54382094,500,1.0
105.266476046,500.0,82.4959437429,33.8878,3.61348e-16,7.36869e-19,100,2.02842e-05,71.8491,46.0236,31.3525845172,0.980766,1294.05676789,0.002,4.87785,0.7,1,0.0613534,30.0867,31.3525845172,31.3525845172,1294.05676789,500,4.74985
500.0,500.0,100.0,29.2698,1.0,0.01,100,3.50449e-18,25.6872,36.3625,36.3625358045,1.0,666.496752066,0.01,,0.7,2,0.01,1.0,36.3625358045,36.3625358045,666.496752066,500,1.0
500.0,499.05,200.000000102,28.8018,1.0,0.005,100,2.1793e-19,29.7017,36.4663,36.57011951,1.0,1115.69117633,0.005,,0.7,2,0.005,1.0,36.57011951,36.57011951,1115.69117633,500,1.0
500.0,498.13,299.999969474,30.3479,1.0,0.00333333,100,5.43914e-20,30.3833,36.606,36.8852174707,1.0,1015.07794111,0.00333333,,0.7,2,0.00333333,1.0,36.8852174707,36.8852174707,1015.07794111,500,1.0
500.0,500.0,400.0,30.8167,1.0,0.0025,100,5.4346e-20,28.7611,36.2363,35.1273531088,1.0,543.170671268,0.0025,,0.7,2,0.0025,1.0,35.1273531088,35.1273531088,543.170671268,500,1.0
33.4717412682,500.0,17.6183894368,42.2857,2.0395e-14,4.07072e-17,100,0.000109737,298.345,61.0209,38.2318295095,1.00204,533.759344078,0.002,27.5461,0.7,1,0.215697,108.068,38.2318295095,38.2318295095,533.759344078,500,14.938
500.0,500.0,100.0,42.7713,1.0,0.01,100,3.50449e-18,23.6517,49.3116,49.3116462159,1.0,565.052716903,0.01,,0.7,2,0.01,1.0,49.3116462159,49.3116462159,565.052716903,500,1.0
500.0,500.0,200.000000102,40.3198,1.0,0.005,100,2.1793e-19,24.1296,45.0926,40.8735458162,1.0,575.220965994,0.005,,0.7,2,0.005,1.0,40.8735458162,40.8735458162,575.220965994,500,1.0
500.0,500.0,299.999969474,39.9812,1.0,0.00333333,100,5.43914e-20,22.7092,43.8782,41.4494063369,1.0,377.573592637,0.00333333,,0.7,2,0.00333333,1.0,41.4494063369,41.4494063369,377.573592637,500,1.0
500.0,500.0,400.0,39.7746,1.0,0.0025,100,5.4346e-20,23.2956,43.5799,42.6849302374,1.0,628.837270031,0.0025,,0.7,2,0.0025,1.0,42.6849302374,42.6849302374,628.837270031,500,1.0
25.6187286917,500.0,23.5544997418,50.1689,1.30101e-22,1.96501e-25,100,8.10716e-05,102.137,65.2051,39.6256052259,1.32418,731.169102126,0.002,35.5386,0.7,1,0.079969,52.9465,39.6256052259,39.6256052259,731.169102126,500,19.517
500.0,500.0,100.0,35.9581,1.0,0.01,100,3.50449e-18,26.5869,43.4167,43.4167187971,1.0,714.003565874,0.01,,0.7,2,0.01,1.0,43.4167187971,43.4167187971,714.003565874,500,1.0
500.0,500.0,200.000000102,42.3596,1.0,0.005,100,2.1793e-19,26.6495,47.9444,52.4720929069,1.0,679.326075792,0.005,,0.7,2,0.005,1.0,52.4720929069,52.4720929069,679.326075792,500,1.0
500.0,500.0,299.999969474,43.9403,1.0,0.00333333,100,5.43914e-20,27.0347,48.5373,49.7232404931,1.0,777.896756441,0.00333333,,0.7,2,0.00333333,1.0,49.7232404931,49.7232404931,777.896756441,500,1.0
500.0,500.0,400.0,43.7082,1.0,0.0025,100,5.4346e-20,26.4767,47.6894,45.1454809546,1.0,608.890444167,0.0025,,0.7,2,0.0025,1.0,45.1454809546,45.1454809546,608.890444167,500,1.0
69.2795828806,500.0,71.868187251,47.1118,4.96218e-10,1.02105e-12,100,2.38765e-05,77.9551,56.6779,45.643408543,0.971973,629.857187622,0.002,5.63922,0.7,1,0.047173,22.9254,45.643408543,45.643408543,629.857187622,500,7.21713
500.0,500.0,100.0,39.9612,1.0,0.01,100,3.50449e-18,26.2309,47.8529,47.8529436578,1.0,695.0078053,0.01,,0.7,2,0.01,1.0,47.8529436578,47.8529436578,695.0078053,500,1.0
500.0,500.0,200.000000102,42.3807,1.0,0.005,100,2.1793e-19,25.4012,47.9609,48.0689412698,1.0,608.442793362,0.005,,0.7,2,0.005,1.0,48.0689412698,48.0689412698,608.442793362,500,1.0
500.0,500.0,299.999969474,44.6324,1.0,0.00333333,100,5.43914e-20,26.8882,49.1886,51.6440442467,1.0,878.220524093,0.00333333,,0.7,2,0.00333333,1.0,51.6440442467,51.6440442467,878.220524093,500,1.0
500.0,500.0,400.0,45.7349,1.0,0.0025,100,5.4346e-20,26.8228,50.3477,53.8248535486,1.0,699.806789572,0.0025,,0.7,2,0.0025,1.0,53.8248535486,53.8248535486,699.806789572,500,1.0
49.4162192588,500.0,41.2444915687,52.5518,4.29392e-28,9.08403e-31,100,4.45805e-05,96.2732,65.6757,49.4813502661,0.945378,697.301147084,0.002,9.96083,0.7,1,0.0565262,26.7193,49.4813502661,49.4813502661,697.301147084,500,10.1181
500.0,500.0,100.0,45.1141,1.0,0.01,100,3.50449e-18,27.139,52.994,52.9939545914,1.0,743.964664738,0.01,,0.7,2,0.01,1.0,52.9939545914,52.9939545914,743.964664738,500,1.0
500.0,500.0,200.000000102,48.0277,1.0,0.005,100,2.1793e-19,26.1524,53.5996,54.2052482101,1.0,637.003682002,0.005,,0.7,2,0.005,1.0,54.2052482101,54.2052482101,637.003682002,500,1.0
500.0,500.0,299.999969474,50.0912,1.0,0.00333333,100,5.43914e-20,26.0567,54.6406,56.7227141805,1.0,669.154985845,0.00333333,,0.7,2,0.00333333,1.0,56.7227141805,56.7227141805,669.154985845,500,1.0
500.0,500.0,400.0,50.9546,1.0,0.0025,100,5.4346e-20,26.0014,54.8945,55.6562322031,1.0,673.399478625,0.0025,,0.7,2,0.0025,1.0,55.6562322031,55.6562322031,673.399478625,500,1.0
63.1970914449,500.0,67.7676972154,54.2361,2.11104e-24,4.4793e-27,100,2.55637e-05,61.7813,64.1483,51.8796730132,0.942575,617.300606625,0.002,5.678,0.7,1,0.0445087,20.9764,51.8796730132,51.8796730132,617.300606625,500,7.91176
500.0,500.0,100.0,46.2813,1.0,0.01,100,3.50449e-18,24.609,53.8105,53.810486942,1.0,611.722120911,0.01,,0.7,2,0.01,1.0,53.810486942,53.810486942,611.722120911,500,1.0
500.0,500.0,200.000000102,46.6681,1.0,0.005,100,2.1793e-19,23.5492,51.992,50.1734857491,1.0,501.932925285,0.005,,0.7,2,0.005,1.0,50.1734857491,50.1734857491,501.932925285,500,1.0
500.0,500.0,299.999969474,46.7634,1.0,0.00333333,100,5.43914e-20,24.7193,51.217,49.6668975462,1.0,727.669418175,0.00333333,,0.7,2,0.00333333,1.0,49.6668975462,49.6668975462,727.669418175,500,1.0
500.0,500.0,400.0,46.9988,1.0,0.0025,100,5.4346e-20,26.6345,50.8557,49.7718904796,1.0,1013.0198197,0.0025,,0.7,2,0.0025,1.0,49.7718904796,49.7718904796,1013.0198197,500,1.0
42.4584206904,500.0,46.8020996771,51.5207,1.1953e-08,1.95418e-11,100,3.88108e-05,129.741,63.6227,50.3111047799,1.22333,748.4488321,0.002,14.5203,0.7,1,0.0968302,59.2274,50.3111047799,50.3111047799,748.4488321,500,11.7762
500.0,500.0,100.0,46.2034,1.0,0.01,100,3.50449e-18,25.9865,53.9928,53.9928196087,1.0,682.119955292,0.01,,0.7,2,0.01,1.0,53.9928196087,53.9928196087,682.119955292,500,1.0
500.0,500.0,200.000000102,47.8759,1.0,0.005,100,2.1793e-19,26.7489,53.5585,53.1242046473,1.0,762.956954956,0.005,,0.7,2,0.005,1.0,53.1242046473,53.1242046473,762.956954956,500,1.0
500.0,500.0,299.999969474,50.1908,1.0,0.00333333,100,5.43914e-20,26.3234,54.8306,57.3749068279,1.0,644.490100821,0.00333333,,0.7,2,0.00333333,1.0,57.3749068279,57.3749068279,644.490100821,500,1.0
500.0,500.0,400.0,50.7911,1.0,0.0025,100,5.4346e-20,26.3471,54.8093,54.7452066655,1.0,704.972937566,0.0025,,0.7,2,0.0025,1.0,54.7452066655,54.7452066655,704.972937566,500,1.0
214.962763501,500.0,216.552159868,52.6873,2.91973e-10,5.94889e-13,100,5.24615e-06,37.5149,58.1685,52.82499894,0.981606,667.553485703,0.002,1.26373,0.7,1,0.0104173,5.11284,52.82499894,52.82499894,667.553485703,500,2.32598
500.0,500.0,100.0,45.9886,1.0,0.01,100,3.50449e-18,24.0374,53.1869,53.1868924441,1.0,583.631565473,0.01,,0.7,2,0.01,1.0,53.1868924441,53.1868924441,583.631565473,500,1.0
500.0,500.0,200.000000102,46.6128,1.0,0.005,100,2.1793e-19,24.8576,51.7028,50.2186619349,1.0,660.197074945,0.005,,0.7,2,0.005,1.0,50.2186619349,50.2186619349,660.197074945,500,1.0
500.0,500.0,299.999969474,48.7417,1.0,0.00333333,100,5.43914e-20,25.4207,53.0984,55.8897223827,1.0,698.129600457,0.00333333,,0.7,2,0.00333333,1.0,55.8897223827,55.8897223827,698.129600457,500,1.0
500.0,500.0,400.0,49.589,1.0,0.0025,100,5.4346e-20,26.834,53.6058,55.1279863664,1.0,948.014095945,0.0025,,0.7,2,0.0025,1.0,55.1279863664,55.1279863664,948.014095945,500,1.0
16.6235358001,500.0,10.3699145339,59.7725,1.09562e-13,1.73423e-16,100,0.000189244,184.237,79.4763,52.4140560365,1.26353,742.860361527,0.002,75.5322,0.7,1,0.205543,129.854,52.4140560365,52.4140560365,742.860361527,500,30.0778
500.0,500.0,100.0,45.8872,1.0,0.01,100,3.50449e-18,24.5008,53.5658,53.5657559676,1.0,606.350311246,0.01,,0.7,2,0.01,1.0,53.5657559676,53.5657559676,606.350311246,500,1.0
500.0,500.0,200.000000102,48.015,1.0,0.005,100,2.1793e-19,27.4295,53.6192,53.6727264738,1.0,913.594603544,0.005,,0.7,2,0.005,1.0,53.6727264738,53.6727264738,913.594603544,500,1.0
500.0,500.0,299.999969474,49.1402,1.0,0.00333333,100,5.43914e-20,26.771,53.9212,54.5251080496,1.0,651.271046209,0.00333333,,0.7,2,0.00333333,1.0,54.5251080496,54.5251080496,651.271046209,500,1.0
500.0,500.0,400.0,50.1344,1.0,0.0025,100,5.4346e-20,26.8533,54.2749,55.3360010645,1.0,740.241930102,0.0025,,0.7,2,0.0025,1.0,55.3360010645,55.3360010645,740.241930102,500,1.0
66.4260888322,500.0,19.9157741979,58.6369,2.12589e-09,3.71362e-12,100,9.66162e-05,159.185,68.7973,55.3906417991,1.14491,635.063303104,0.002,31.6618,0.7,1,0.208523,119.37,55.3906417991,55.3906417991,635.063303104,500,7.52716
500.0,500.0,100.0,47.3657,1.0,0.01,100,3.50449e-18,26.5484,55.4526,55.452643563,1.0,711.937751558,0.01,,0.7,2,0.01,1.0,55.452643563,55.452643563,711.937751558,500,1.0
500.0,500.0,200.000000102,47.9074,1.0,0.005,100,2.1793e-19,26.7005,53.6525,51.8523865025,1.0,721.749341086,0.005,,0.7,2,0.005,1.0,51.8523865025,51.8523865025,721.749341086,500,1.0
500.0,500.0,299.999969474,47.2866,1.0,0.00333333,100,5.43914e-20,28.041,51.9775,48.6275181243,1.0,925.482269376,0.00333333,,0.7,2,0.00333333,1.0,48.6275181243,48.6275181243,925.482269376,500,1.0
500.0,500.0,400.0,49.6933,1.0,0.0025,100,5.4346e-20,27.6459,53.7557,59.090358896,1.0,667.013151703,0.0025,,0.7,2,0.0025,1.0,59.090358896,59.090358896,667.013151703,500,1.0
103.149100194,500.0,110.85740055,52.3396,1.96856e-21,4.30747e-24,100,1.40693e-05,49.7444,60.3395,55.292885294,0.914023,1102.88030505,0.002,2.93851,0.7,1,0.0261863,11.9674,55.292885294,55.292885294,1102.88030505,500,4.84735
500.0,500.0,100.0,49.9513,1.0,0.01,100,3.50449e-18,26.7073,57.7569,57.7569466483,1.0,720.485316147,0.01,,0.7,2,0.01,1.0,57.7569466483,57.7569466483,720.485316147,500,1.0
500.0,500.0,200.000000102,48.4602,1.0,0.005,100,2.1793e-19,28.3097,54.8564,51.955812156,1.0,881.586031838,0.005,,0.7,2,0.005,1.0,51.955812156,51.955812156,881.586031838,500,1.0
500.0,500.0,299.999969474,48.9254,1.0,0.00333333,100,5.43914e-20,28.5994,54.1479,52.7309113664,1.0,856.457480201,0.00333333,,0.7,2,0.00333333,1.0,52.7309113664,52.7309113664,856.457480201,500,1.0
500.0,500.0,400.0,48.8168,1.0,0.0025,100,5.4346e-20,29.5706,53.3396,50.9145649532,1.0,1046.52785247,0.0025,,0.7,2,0.0025,1.0,50.9145649532,50.9145649532,1046.52785247,500,1.0
35.587830679,500.0,17.7931075263,59.3378,0.000778719,1.11565e-06,100,0.00010862,211.485,74.5008,55.3612241396,1.396,634.477821111,0.002,52.92,0.7,1,0.207802,145.046,55.3612241396,55.3612241396,634.477821111,500,14.0497
500.0,500.0,100.0,47.57,1.0,0.01,100,3.50449e-18,28.5345,55.5951,55.595116282,1.0,822.440632792,0.01,,0.7,2,0.01,1.0,55.595116282,55.595116282,822.440632792,500,1.0
500.0,500.0,200.000000102,48.9171,1.0,0.005,100,2.1793e-19,29.5072,54.8121,54.0291573129,1.0,935.256573775,0.005,,0.7,2,0.005,1.0,54.0291573129,54.0291573129,935.256573775,500,1.0
500.0,500.0,299.999969474,48.5565,1.0,0.00333333,100,5.43914e-20,28.3422,53.3697,50.4849595792,1.0,662.640926495,0.00333333,,0.7,2,0.00333333,1.0,50.4849595792,50.4849595792,662.640926495,500,1.0
