VarDiscRet,eRenyi2,VarRet,VarVanillaIw,Delta,BatchSize,ESSClassic,MinNormIw,AvgDiscRet,AvgEpLen,MinVanillaIw,AvgNormIw,VanillaAvgRet,EpsThisIter,ESSRenyi,J,MaxNormIw,AvgVanillaIw,AvgRet,Bound,VarJ,IterType,VarNormIw,MaxVanillaIw
4143.16953978,1.08812,4143.16953978,0.100896,0.4,100,91.9785494655,0.00170965,-124.317717803,45.33,0.18297,0.01,-124.317717803,100,91.901700354,-117.08,0.0201882,1.07022,-124.317717803,-180.898,37.0014,1,8.8091e-06,2.16058
473.316642583,1.03671,473.316642583,0.0327955,0.4,100,96.9486479768,0.00600305,-113.603700725,31.76,0.609706,0.01,-113.603700725,100,96.4587109483,-112.189,0.0140471,1.01566,-113.603700725,-149.249,16.8452,1,3.17919e-06,1.42671
1929.9057686,1.04753,1929.9057686,0.0589951,0.4,100,94.826834626,0.00301608,-116.416382599,30.42,0.312072,0.01,-116.416382599,100,95.4630784498,-113.201,0.0175981,1.0347,-116.416382599,-175.535,25.9138,1,5.5105e-06,1.82087
1593.64411743,1.09626,1593.64411743,0.109017,0.4,100,90.2756885693,0.00184088,-116.581028293,30.11,0.184267,0.01,-116.581028293,100,91.2190816314,-111.373,0.0145797,1.00097,-116.581028293,-157.162,13.1137,1,1.08806e-05,1.45938
71.7667943461,1.02743,71.7667943461,0.0239945,0.4,100,97.7283550665,0.00493978,-109.857485413,22.93,0.499372,0.01,-109.857485413,100,97.3299665577,-109.257,0.0135927,1.01092,-109.857485413,-129.124,5.94818,1,2.34789e-06,1.37411
16.0447651703,1.00646,16.0447651703,0.00731359,0.4,100,99.2953024832,0.0072132,-107.951470773,17.54,0.728589,0.01,-107.951470773,100,99.3584571513,-107.853,0.0117593,1.01008,-107.951470773,-123.527,3.73531,1,7.16837e-07,1.18778
42.2247853109,1.0213,42.2247853109,0.0277992,0.4,100,97.2645661422,0.00404326,-109.219630117,19.7,0.399971,0.01,-109.219630117,100,97.9141525069,-108.854,0.0125926,0.989229,-109.219630117,-127.097,6.13132,1,2.84078e-06,1.24569
28.7381215181,1.01166,28.7381215181,0.0141377,0.4,100,98.5828452562,0.00525535,-109.014218907,17.07,0.518563,0.01,-109.014218907,100,98.8471612901,-108.786,0.011863,0.986734,-109.014218907,-127.126,4.7583,1,1.45204e-06,1.17056
18.1611891064,1.00956,18.1611891064,0.0130871,0.4,100,98.6982616586,0.00572041,-107.841038003,16.14,0.566968,0.01,-107.841038003,100,99.0527147073,-107.667,0.0114519,0.991132,-107.841038003,-124.522,3.49177,1,1.33223e-06,1.13503
21.2481749321,1.01297,21.2481749321,0.0144302,0.4,100,98.5466444233,0.00636229,-107.95918407,16.02,0.626188,0.01,-107.95918407,100,98.7194817626,-107.72,0.0120409,0.984218,-107.95918407,-125.84,3.51036,1,1.48967e-06,1.18509
17.7878766747,1.00562,17.7878766747,0.00606833,0.4,100,99.3941921769,0.00534119,-107.849103501,17.35,0.530285,0.01,-107.849103501,100,99.4412112456,-107.746,0.0109374,0.992822,-107.849103501,-124.48,3.8485,1,6.15639e-07,1.08588
8.16915499246,1.00508,8.16915499246,0.0075341,0.4,100,99.2635233532,0.00811311,-107.467599084,16.94,0.813464,0.01,-107.467599084,100,99.4947225244,-107.399,0.0130301,1.00265,-107.467599084,-121.378,2.83718,1,7.49428e-07,1.30646
16.4242313089,1.0104,16.4242313089,0.0134222,0.4,100,98.6311562868,0.00502919,-107.84395108,18.31,0.492104,0.01,-107.84395108,100,98.9710844394,-107.681,0.0121628,0.978496,-107.84395108,-123.754,4.03093,1,1.40187e-06,1.19012
27.7444528904,1.01858,27.7444528904,0.0215223,0.4,100,97.8882823052,0.00568626,-107.719254639,19.55,0.565116,0.01,-107.719254639,100,98.175826856,-107.457,0.0139987,0.993828,-107.719254639,-122.607,5.73106,1,2.17905e-06,1.39123
7.11207609758,1.00605,7.11207609758,0.00740353,0.4,100,99.2650335883,0.00774684,-107.455239316,16.85,0.770783,0.01,-107.455239316,100,99.3986273841,-107.371,0.0120508,0.994964,-107.455239316,-121.537,2.61864,1,7.47866e-07,1.19901
18.3115151754,1.01019,18.3115151754,0.00880702,0.4,100,99.1343329523,0.00792789,-107.288249733,19.77,0.792173,0.01,-107.288249733,100,98.9914647881,-107.15,0.0148786,0.999223,-107.288249733,-122.055,4.53125,1,8.82072e-07,1.4867
8.50975670962,1.00947,8.50975670962,0.00980339,0.4,100,99.0266002789,0.00713235,-106.64369458,18.55,0.708704,0.01,-106.64369458,100,99.062259684,-106.52,0.0147081,0.993647,-106.64369458,-120.977,3.33237,1,9.92915e-07,1.46146
16.8183368532,1.00504,16.8183368532,0.00543495,0.4,100,99.4705163576,0.00772042,-107.102367052,18.15,0.7762,0.01,-107.102367052,100,99.4988883691,-107.012,0.0118903,1.00538,-107.102367052,-123.972,3.57554,1,5.37689e-07,1.19543
20.571042875,1.01997,20.571042875,0.01902,0.4,100,98.2016243749,0.00530376,-106.641251723,17.76,0.537809,0.01,-106.641251723,100,98.042357119,-106.381,0.014919,1.01401,-106.641251723,-120.562,5.4786,1,1.84979e-06,1.51281
14.4399883929,1.00214,14.4399883929,0.00173998,0.4,100,99.8288608387,0.00921472,-107.354543133,18.99,0.923672,0.01,-107.354543133,100,99.7862388239,-107.324,0.0109539,1.00239,-107.354543133,-121.902,3.81021,1,1.73171e-07,1.098
1410.98786247,1.02681,1410.98786247,0.0209755,0.4,100,98.0816174348,0.00481303,-111.26255364,21.26,0.495929,0.01,-111.26255364,100,97.3893240338,-109.275,0.0120719,1.03039,-111.26255364,-169.102,18.2423,1,1.97566e-06,1.24387
18.2236360761,1.00835,18.2236360761,0.0111172,0.4,100,98.9215565453,0.00738002,-107.687656138,20.32,0.741514,0.01,-107.687656138,100,99.1717254807,-107.546,0.013016,1.00476,-107.687656138,-124.085,4.04611,1,1.10121e-06,1.30779
26.2311584293,1.0136,26.2311584293,0.0205262,0.4,100,98.032430956,0.00684834,-106.428182129,20.1,0.689092,0.01,-106.428182129,100,98.658434279,-106.245,0.0158486,1.00622,-106.428182129,-120.914,6.08216,1,2.02733e-06,1.59471
6.29532958986,1.00196,6.29532958986,0.00153631,0.4,100,99.8475295042,0.0081107,-106.598919471,16.86,0.80953,0.01,-106.598919471,100,99.804106401,-106.568,0.0108692,0.998101,-106.598919471,-121.039,2.38417,1,1.54216e-07,1.08486
9.81280819412,1.00506,9.81280819412,0.00499167,0.4,100,99.5073510084,0.00740536,-107.349997556,17.06,0.739849,0.01,-107.349997556,100,99.4965870803,-107.273,0.0119077,0.999073,-107.349997556,-121.996,2.95973,1,5.00093e-07,1.18967
20.9773589455,1.08692,20.9773589455,0.172894,0.4,100,86.3654669634,0.00344677,-107.049389417,20.89,0.358897,0.01,-107.049389417,100,92.0031398128,-105.974,0.0263363,1.04126,-107.049389417,-120.691,8.18748,1,1.59465e-05,2.74228
9.80116522862,1.00359,9.80116522862,0.0046772,0.4,100,99.5354289422,0.00632748,-106.95763872,20.22,0.630234,0.01,-106.95763872,100,99.6426996701,-106.907,0.0109683,0.996027,-106.95763872,-121.009,3.07983,1,4.71458e-07,1.09247
6.0009740318,1.00102,6.0009740318,0.00080863,0.4,100,99.9199667528,0.00924213,-106.91915089,19.04,0.923912,0.01,-106.91915089,100,99.8978943174,-106.901,0.0106499,0.999674,-106.91915089,-120.885,2.42812,1,8.09157e-08,1.06464
7.86684363801,1.00497,7.86684363801,0.00491602,0.4,100,99.5178403262,0.00742188,-107.293701862,17.2,0.743854,0.01,-107.293701862,100,99.5051554952,-107.223,0.0111942,1.00225,-107.293701862,-121.682,2.74219,1,4.89402e-07,1.12193
16.3482207425,1.01907,16.3482207425,0.0227637,0.4,100,97.7768068785,0.00676847,-107.073266522,17.45,0.673845,0.01,-107.073266522,100,98.1286946203,-106.822,0.0151599,0.995565,-107.073266522,-120.949,4.3687,1,2.2967e-06,1.50926
18.3934805881,1.01691,18.3934805881,0.0229624,0.4,100,97.775536323,0.00487476,-107.668613077,19.67,0.487282,0.01,-107.668613077,100,98.3366623688,-107.368,0.01173,0.999601,-107.668613077,-123.343,3.48177,1,2.29807e-06,1.17253
19.9211022921,1.00356,19.9211022921,0.00338046,0.4,100,99.6676716315,0.00825905,-106.319323619,20.77,0.827394,0.01,-106.319323619,100,99.6457179145,-106.27,0.0109882,1.0018,-106.319323619,-120.792,4.71527,1,3.36831e-07,1.1008
8.22653654406,1.00244,8.22653654406,0.0039128,0.4,100,99.6197500147,0.00831846,-107.003029368,19.14,0.837983,0.01,-107.003029368,100,99.7561692602,-106.968,0.0123148,1.00738,-107.003029368,-120.993,2.77515,1,3.85569e-07,1.24057
7.92190180798,1.00295,7.92190180798,0.00316928,0.4,100,99.6894109081,0.00729308,-106.69936076,24.05,0.731844,0.01,-106.69936076,100,99.7061804794,-106.659,0.0106478,1.00348,-106.69936076,-120.555,2.80397,1,3.14736e-07,1.06848
11.4709297973,1.0064,11.4709297973,0.00699556,0.4,100,99.3244642928,0.00768294,-106.632936968,19.67,0.7753,0.01,-106.632936968,100,99.3640121768,-106.542,0.0126249,1.00912,-106.632936968,-120.744,3.45265,1,6.86971e-07,1.274
8.5520476268,1.0027,8.5520476268,0.00269711,0.4,100,99.7360336198,0.00818556,-106.291848363,18.43,0.822151,0.01,-106.291848363,100,99.7306231904,-106.253,0.0114024,1.00439,-106.291848363,-120.217,2.9844,1,2.67357e-07,1.14525
15.4676030565,1.01349,15.4676030565,0.0165849,0.4,100,98.4031439987,0.00756131,-106.359648624,20.29,0.760573,0.01,-106.359648624,100,98.6692496658,-106.175,0.0146571,1.00587,-106.359648624,-120.253,4.53632,1,1.63917e-06,1.47432
33.4400447743,1.02838,33.4400447743,0.0207643,0.4,100,97.9845994914,0.00754321,-105.667071156,22.8,0.754104,0.01,-105.667071156,100,97.2402035683,-105.281,0.0152373,0.999712,-105.667071156,-119.536,7.19424,1,2.07763e-06,1.52329
38.8771624309,1.00995,38.8771624309,0.0102494,0.4,100,98.9994250329,0.00571437,-106.149474043,23.83,0.57256,0.01,-106.149474043,100,99.0143311322,-105.958,0.0114686,1.00197,-106.149474043,-124.407,5.61468,1,1.02092e-06,1.14912
306.919296693,22.0282,306.919296693,198.931,0.4,100,1.6983479882,3.05833e-11,-104.829599515,23.37,5.6414e-09,0.01,-104.829599515,100,4.5396319896,24.5548,0.765017,1.8446,-104.829599515,-41.2145,318.941,1,0.00584654,141.115
211.031127696,63.7857,306.919296693,5.35415e+14,0.4,200,3.01556295776,1.74554e-11,-103.631858451,23.37,0.00708642,0.01,-104.829599515,100,3.13550062406,-109.428,0.436634,4.05972e+06,-104.829599515,-315.447,46.1117,,0.00324862,1.77261e+08
19.6428325582,10.3764,19.6428325582,30.1663,0.4,200,9.7809406954,3.90016e-10,-105.700312815,20.58,9.69054e-08,0.005,-105.700312815,100,19.2744845184,-57.1121,0.266224,1.24233,-105.700312815,-89.1113,467.281,1,0.000488642,66.1476
1988.03947357,1.0,1988.03947357,,0.4,200,100.0,0.01,-111.662199318,42.26,1.0,0.01,-111.662199318,100,200.0,-111.662,0.01,1.0,-111.662199318,-172.374,44.3639,2,3.50449e-18,1.0
399.312105014,3.53723e-05,19.6428325582,5.32404e+11,0.4,300,1.01808084395,1.45191e-09,-107.978730058,20.58,0.0151177,0.005,-105.700312815,100,8481219.49346,-105.99,0.991072,52061.5,-105.700312815,-inf,0.277489,,0.00491075,1.03193e+07
