AvgNormIw,VanillaAvgRet,VarNormIw,MaxVanillaIw,eRenyi2,J,VarVanillaIw,VarJ,ESSRenyi,EpsThisIter,VarRet,MaxNormIw,MinNormIw,Bound,ESSClassic,VarDiscRet,IterType,AvgEpLen,MinVanillaIw,AvgRet,AvgDiscRet,BatchSize,AvgVanillaIw
6.653355e-07,49.8481048272494,7.0891583e-12,1058.3295,inf,16130.632,17.35824,31936.734,,8350,3993.8396136954652,0.00067634066,1.2004027e-10,103.83391,9.774292758467027,3993.8396136954652,1,5.9880239520958085,0.00018783753,49.8481048272494,49.8481048272494,100,1.0411096
6.752832e-07,50.74197834743934,3.201288e-12,633.8696,inf,15003.384,7.355106,27586.186,,8227,4544.5919558278465,0.00041818435,1.9112458e-11,75.81314,16.366733616126016,4544.5919558278465,1,6.077549532028686,2.8970015e-05,50.74197834743934,50.74197834743934,100,1.0235715
6.662138e-07,49.927379261224225,5.9151475e-11,2966.755,nan,21298.205,181.68967,33381.535,nan,8339,3791.1138357940404,0.0016927754,2.388091e-16,165.37332,4.912378988369712,3791.1138357940404,1,5.99592277251469,4.1853637e-10,49.927379261224225,49.927379261224225,100,1.1676047
6.60354e-07,49.40029603619314,8.414682e-11,3751.1309,nan,23053.133,305.46997,29745.402,nan,8413,3536.215557814745,0.0019687784,4.5549743e-17,148.2752,4.746164567047149,3536.215557814745,1,5.943183168905266,8.678633e-11,49.40029603619314,49.40029603619314,100,1.2581778
6.705556e-07,50.31779308616898,1.4207121e-12,333.03342,inf,13483.048,3.2448041,23784.686,,8285,4209.495137422747,0.00022036702,4.997252e-11,56.551964,21.800735112225937,4209.495137422747,1,6.035003017501508,7.552183e-05,50.31779308616898,50.31779308616898,100,1.0133891
6.6216404e-07,49.56276528031151,2.3287794e-11,1937.247,nan,18004.504,63.47729,28722.738,nan,8390,3563.5224433754324,0.0011733836,3.9617094e-13,130.56061,7.257476827867751,3563.5224433754324,1,5.959475566150179,6.540751e-07,49.56276528031151,49.56276528031151,100,1.0932275
6.685385e-07,50.13676076156604,7.713039e-11,3433.6802,inf,22911.19,228.22955,46996.17,,8310,3888.4199583540794,0.0019961202,5.491691e-12,153.89563,3.228327925110748,3888.4199583540794,1,6.016847172081829,9.446681e-06,50.13676076156604,50.13676076156604,100,1.1500047
6.645404e-07,49.7766244139198,2.4156968e-11,2642.4739,inf,18988.043,64.65592,35871.074,,8360,3767.0154830878223,0.0016152054,7.9296227e-13,142.87329,8.387164005035057,3767.0154830878223,1,5.980861244019139,1.2972852e-06,49.7766244139198,49.7766244139198,100,1.0871867
6.6342943e-07,49.676315517059585,3.0792657e-10,19475.102,inf,22558.785,1025.2759,38889.887,,8374,3784.274464525192,0.010672912,1.0355217e-14,157.80084,4.94217841765683,3784.274464525192,1,5.970862192500597,1.8895395e-08,49.676315517059585,49.676315517059585,100,1.210574
6.8191423e-07,51.33941185293894,6.1646033e-13,208.76822,inf,12596.113,1.3423618,22784.803,,8147,4491.123619735967,0.0001414758,3.8594425e-09,39.45249,32.24814869598239,4491.123619735967,1,6.137228427642077,0.0056951717,51.33941185293894,51.33941185293894,100,1.0062641
6.674944e-07,50.04097202651471,1.9049693e-09,56011.88,nan,25922.664,6690.683,67645.95,nan,8323,4063.311244450553,0.02988745,3.7059834e-18,195.07349,3.733509137233915,4063.311244450553,1,6.0074492370539465,6.9453592e-12,50.04097202651471,50.04097202651471,100,1.2509469
6.841821e-07,51.54337742237091,1.9648078e-10,10438.118,inf,24979.738,640.2068,44578.703,,8120,4092.800551616004,0.0057825865,8.3879984e-13,255.00702,5.976303013939072,4092.800551616004,1,6.157635467980295,1.5141134e-06,51.54337742237091,51.54337742237091,100,1.235013
6.7991135e-07,51.15785198032629,4.9351426e-12,1132.9211,inf,15084.8955,11.335502,26241.688,,8171,3911.4997667329685,0.0007475309,7.333523e-11,93.24402,13.181118638997038,3911.4997667329685,1,6.119202056051891,0.000111143265,51.15785198032629,51.15785198032629,100,1.0304402
6.8621e-07,51.7258183005657,3.4340225e-11,2782.2495,inf,20015.492,84.89805,44598.695,,8096,4150.4628763235205,0.0017694928,7.9614966e-13,133.84329,3.3048541722137865,4150.4628763235205,1,6.175889328063241,1.2518203e-06,51.7258183005657,51.7258183005657,100,1.0789573
6.920222e-07,52.248470149874514,2.994624e-12,673.01294,inf,14950.602,6.4967303,30255.852,,8028,4386.533130219755,0.0004569274,4.8587967e-10,81.47861,15.203272923123006,4386.533130219755,1,6.22820129546587,0.000715657,52.248470149874514,52.248470149874514,100,1.0192866
6.939238e-07,52.41880667301753,1.737955e-12,352.93347,inf,14187.6,3.717872,23579.318,,8006,4618.745675400581,0.00024130427,7.121446e-11,62.174103,22.151949060513907,4618.745675400581,1,6.245316012990258,0.00010415881,52.41880667301753,52.41880667301753,100,1.0149386
