VarDiscRet,eRenyi2,IterType,Delta,ESSClassic,VarRet,MinVanillaIw,BatchSize,AvgNormIw,AvgDiscRet,VarVanillaIw,Bound,ESSRenyi,VarNormIw,VarJ,AvgEpLen,J,MaxNormIw,MinNormIw,MaxVanillaIw,VanillaAvgRet,EpsThisIter,AvgVanillaIw,AvgRet
10041.270214612372,8.511417,1,0.45,7.697876708888507,10041.270214612372,2.7445377e-12,100,0.010000002,107.9389303763378,14.846031,153.52087,11.748924465885658,0.0012111712,330.69077,11.8,317.97263,0.24551122,2.4789442e-14,27.181522,107.9389303763378,100,1.1071397,107.9389303763378
567016.4031829339,14.4632,1,0.45,3.6682360372688447,567016.4031829339,1.235098e-07,100,0.010000002,448.9635596823501,64.401215,1678.074,6.9140994149717745,0.0026526325,6954.3613,45.89,3780.2893,0.41474777,7.9267093e-10,64.62381,448.9635596823501,100,1.5581473,448.9635596823501
1074259.3572511352,3.7134708e-13,,0.45,1.8343729590163804,567016.4031829339,0.015474173,200,0.01,878.8468594936832,672247400000.0,-inf,538579706565592.94,0.0054055103,480.13632,45.89,422.21042,0.7260261,1.38759e-09,8096522.5,448.9635596823501,100,111518.34,448.9635596823501
49338.30618764912,7.4394917,1,0.45,15.419005417293441,49338.30618764912,7.225866e-07,200,0.005,315.6636295671114,13.01604,797.8071,26.88355693545818,0.00030077907,9361.911,32.58,1863.9163,0.15706837,3.4735557e-09,32.674156,315.6636295671114,100,1.0401253,315.6636295671114
499443.66444490483,1.0,2,0.45,100.0,499443.66444490483,1.0,200,0.009999998,668.8089308384505,,116.05298,200.0,3.5044917e-18,703.1708,67.89,668.80896,0.01,0.01,1.0,668.8089308384505,100,1.0,668.8089308384505
1024168.2532380732,nan,,0.45,1.5962841660781537,49338.30618764912,0.030605229,300,0.005,764.0801897802899,9662270000.0,-inf,nan,0.0031228885,1831.7769,32.58,333.61642,0.7867717,1.7399401e-08,1383917.1,315.6636295671114,100,8794.909,315.6636295671114
59006.493385870104,20.32888,1,0.45,7.036687071407721,59006.493385870104,9.104969e-15,300,0.003333333,265.4606856185473,46.337593,1384.8745,14.757330232868851,0.00046414387,13400.074,27.56,2823.809,0.24044682,2.8816286e-17,75.97304,265.4606856185473,100,1.0532203,265.4606856185473
522889.14998894115,1.0,2,0.45,100.0,522889.14998894115,1.0,300,0.009999998,632.4017291151188,,79.631226,300.0,3.5044917e-18,719.4861,64.24,632.40173,0.01,0.01,1.0,632.4017291151188,100,1.0,632.4017291151188
939408.1502722105,1.0,2,0.45,200.00000010221265,939408.1502722105,1.0,300,0.0049999994,788.8776704841772,,319.77188,300.0,2.179301e-19,854.37604,79.88,710.63965,0.005,0.005,1.0,788.8776704841772,100,1.0,788.8776704841772
1098917.902826768,3.3349752e-05,,0.45,1.036802766348457,59006.493385870104,0.0131625645,400,0.0033333332,787.9725772208734,4.020987e+25,-inf,11994092.225096023,0.0032146159,24.266447,27.56,629.6892,0.9820187,1.1768979e-16,109830130000000.0,265.4606856185473,100,372803930000.0,265.4606856185473
513897.3317798979,39.61547,1,0.45,5.7172253737525205,513897.3317798979,1.0244524e-23,400,0.0025,398.7574259914761,133.53821,2375.272,10.09706539015372,0.00043210533,8433.211,40.87,4114.8643,0.26830062,1.8428239e-26,149.15219,398.7574259914761,100,1.3897861,398.7574259914761
1053069.7481629215,1.0,2,0.45,100.0,1053069.7481629215,1.0,400,0.009999998,841.4412888968104,,288.6878,400.0,3.5044917e-18,1021.048,85.13,841.4413,0.01,0.01,1.0,841.4412888968104,100,1.0,841.4412888968104
918794.4943925169,1.0,2,0.45,200.00000010221265,918794.4943925169,1.0,400,0.0049999994,841.9600010695042,,450.8334,400.0,2.179301e-19,987.9639,85.2,841.7007,0.005,0.005,1.0,841.9600010695042,100,1.0,841.9600010695042
725347.9196917883,1.0,2,0.45,299.999969473632,725347.9196917883,1.0,400,0.0033333336,823.1477282883569,,516.37463,400.0,5.4391416e-20,943.4811,83.33,835.5164,0.0033333334,0.0033333334,1.0,823.1477282883569,100,1.0,823.1477282883569
941660.6266080172,1.9991778e-05,,0.45,,513897.3317798979,0.0067045614,500,0.0024999997,736.7750488016552,inf,-inf,25010282.14884798,0.0013940348,3641.3096,40.87,620.52026,0.71510947,4.911732e-26,9.761313e+22,398.7574259914761,100,3.412524e+20,398.7574259914761
127649.01129221366,59.268135,1,0.45,4.980224564012625,127649.01129221366,,500,0.002,320.763757975838,231.01048,2462.0386,8.436236426246715,0.00039838508,7838.7603,33.09,4365.178,0.285086,,217.0902,320.763757975838,100,1.5229803,320.763757975838
1473356.5778779576,1.0,2,0.45,100.0,1473356.5778779576,1.0,500,0.009999998,1031.853996706104,,479.08362,500.0,3.5044917e-18,1207.7346,104.14,1031.854,0.01,0.01,1.0,1031.853996706104,100,1.0,1031.853996706104
637859.7645398645,1.0,2,0.45,200.00000010221265,637859.7645398645,1.0,500,0.0049999994,900.3700665038914,,575.24426,500.0,2.179301e-19,1024.3895,91.06,966.112,0.005,0.005,1.0,900.3700665038914,100,1.0,900.3700665038914
1311029.0676910984,1.0,2,0.45,299.999969473632,1311029.0676910984,1.0,500,0.0033333336,946.5528624809465,,640.4503,500.0,5.4391416e-20,1064.0994,95.62,959.5924,0.0033333334,0.0033333334,1.0,946.5528624809465,100,1.0,946.5528624809465
2017217.402413432,1.0,2,0.45,400.0,2017217.402413432,1.0,500,0.0024999997,1160.3335689950623,,733.39233,500.0,5.434597e-20,1164.4945,116.97,1009.7777,0.0025,0.0025,1.0,1160.3335689950623,100,1.0,1160.3335689950623
1868080.1740823973,25.207201,1,0.45,2.527521445720566,1868080.1740823973,7.91235e-10,500,0.0019999999,1165.801385421442,1438.0203,2951.7485,19.83560173619022,0.0007888669,11470.499,117.52,4192.893,0.62635285,5.8603664e-13,845.6678,1165.801385421442,100,2.700292,1165.801385421442
3654896.3644260126,1.0,2,0.45,100.0,3654896.3644260126,1.0,500,0.009999998,2868.0775573569595,,2315.3071,500.0,3.5044917e-18,1902.1956,287.48,2868.0776,0.01,0.01,1.0,2868.0775573569595,100,1.0,2868.0775573569595
3447354.0114857303,1.0,2,0.45,200.00000010221265,3447354.0114857303,1.0,500,0.0049999994,2894.2171894522116,,2490.2795,500.0,2.179301e-19,1875.0426,290.07,2881.1475,0.005,0.005,1.0,2894.2171894522116,100,1.0,2894.2171894522116
3307557.9715691893,1.0,2,0.45,299.999969473632,3307557.9715691893,1.0,500,0.0033333336,2766.6578027923883,,2523.842,500.0,5.4391416e-20,1854.2555,277.41,2842.9844,0.0033333334,0.0033333334,1.0,2766.6578027923883,100,1.0,2766.6578027923883
3564632.1627351535,1.0,2,0.45,400.0,3564632.1627351535,1.0,500,0.0024999997,2648.0875852487384,,2517.8745,500.0,5.434597e-20,1862.2745,265.51,2794.26,0.0025,0.0025,1.0,2648.0875852487384,100,1.0,2648.0875852487384
3570781.1386795207,7.090908,1,0.45,69.44270780619634,3570781.1386795207,3.4843263e-32,500,0.002,2626.6386072805526,6.0225663,4148.953,70.5128308584014,2.485042e-05,816.34485,263.37,4807.2334,0.038640916,7.077745e-35,19.022663,2626.6386072805526,100,0.98458654,2626.6386072805526
890145.4513643152,1.0,2,0.45,100.0,890145.4513643152,1.0,500,0.009999998,4728.752385971067,,4175.9814,500.0,3.5044917e-18,938.74603,472.99,4728.7524,0.01,0.01,1.0,4728.752385971067,100,1.0,4728.752385971067
1348518.4157953374,1.0,2,0.45,200.00000010221265,1348518.4157953374,1.0,500,0.0049999994,4580.442425574817,,4263.729,500.0,2.179301e-19,1055.2903,458.22,4654.597,0.005,0.005,1.0,4580.442425574817,100,1.0,4580.442425574817
792193.3514184349,1.0,2,0.45,299.999969473632,792193.3514184349,1.0,500,0.0033333336,4753.811623054778,,4368.527,500.0,5.4391416e-20,1003.0136,475.49,4687.6694,0.0033333334,0.0033333334,1.0,4753.811623054778,100,1.0,4753.811623054778
61591.37323599363,1.0,2,0.45,400.0,61591.37323599363,1.0,500,0.0024999997,4960.608969888007,,4479.5186,500.0,5.434597e-20,885.29047,496.12,4755.904,0.0025,0.0025,1.0,4960.608969888007,100,1.0,4960.608969888007
689776.6704878438,1.4182502,1,0.45,350.43302191456286,689776.6704878438,0.004338192,500,0.002,4809.083385561962,0.4214126,4669.576,352.54710268724136,1.7106464e-06,159.39009,481.0,4963.975,0.0053840443,8.740477e-06,2.6722817,4809.083385561962,100,0.99266714,4809.083385561962
0.08293681772479448,1.0,2,0.45,100.0,0.08293681772479448,1.0,500,0.009999998,4999.742020086112,,4446.971,500.0,3.5044917e-18,0.28654698,500.0,4999.742,0.01,0.01,1.0,4999.742020086112,100,1.0,4999.742020086112
0.07167568614525789,1.0,2,0.45,200.00000010221265,0.07167568614525789,1.0,500,0.0049999994,4999.768117040603,,4608.8867,500.0,2.179301e-19,0.2769499,500.0,4999.755,0.005,0.005,1.0,4999.768117040603,100,1.0,4999.768117040603
264629.5029098554,1.0,2,0.45,299.999969473632,264629.5029098554,1.0,500,0.0033333336,4912.936582544729,,4651.6733,500.0,5.4391416e-20,298.33334,491.36,4970.816,0.0033333334,0.0033333334,1.0,4912.936582544729,100,1.0,4912.936582544729
123716.20343968389,1.0,2,0.45,400.0,123716.20343968389,1.0,500,0.0024999997,4959.519250239255,,4691.606,500.0,5.434597e-20,312.08295,496.0,4967.991,0.0025,0.0025,1.0,4959.519250239255,100,1.0,4959.519250239255
97969.30390148699,1.051792,1,0.45,474.7047144142104,97969.30390148699,0.26524293,500,0.002,4968.500365019908,0.053248256,4731.997,475.3791508648179,2.1357226e-07,142.90565,496.88,4985.5244,0.002769605,0.0005312067,1.3829234,4968.500365019908,100,0.998643,4968.500365019908
0.10682327059366165,1.0,2,0.45,100.0,0.10682327059366165,1.0,500,0.009999998,4999.747260348315,,4446.976,500.0,3.5044917e-18,0.32521012,500.0,4999.747,0.01,0.01,1.0,4999.747260348315,100,1.0,4999.747260348315
87664.28437853561,1.0,2,0.45,200.00000010221265,87664.28437853561,1.0,500,0.0049999994,4970.218601758559,,4594.1147,500.0,2.179301e-19,208.83453,497.05,4984.983,0.005,0.005,1.0,4970.218601758559,100,1.0,4970.218601758559
0.09077641321844997,1.0,2,0.45,299.999969473632,0.09077641321844997,1.0,500,0.0033333336,4999.752307609743,,4670.7637,500.0,5.4391416e-20,170.65485,500.0,4989.9062,0.0033333334,0.0033333334,1.0,4999.752307609743,100,1.0,4999.752307609743
