MaxNormIw,VarNormIw,eRenyi2,Bound,VarVanillaIw,AvgVanillaIw,VarRet,ESSRenyi,IterType,VarJ,BatchSize,MinNormIw,VarDiscRet,MinVanillaIw,ESSClassic,MaxVanillaIw,AvgNormIw,VanillaAvgRet,EpsThisIter,J,AvgEpLen,AvgRet,AvgDiscRet
0.9564049,0.009139229,5.3002243,26.037771,49438.125,23.258207,146.28546234348656,18.86712604233991,1,13.553596,100,8.045065e-06,146.28546234348656,0.01871138,1.0931545817773891,2224.4265,0.009999999,-2.9226117614709226,100,33.96406,500.0,-2.9226117614709226,-2.9226117614709226
0.08914244,0.00031335634,11.0490055,-16.283382,112.63095,5.9952826,146.28546234348656,18.10117660340892,,40.1526,200,7.498463e-07,143.18731621410814,0.00044955406,24.377000105973984,53.443413,0.01,-2.9226117614709226,100,-4.7207856,500.0,-2.9226117614709226,-5.367280910397998
0.9575294,0.00458238,6.210359,27.77369,57574.312,17.723066,141.16915952188822,32.20425693448905,1,20.762213,200,1.7637543e-06,141.16915952188822,0.006251827,1.0906390813812212,3394.0715,0.0049999994,-3.4575002265108434,100,33.84058,500.0,-3.4575002265108434,-3.4575002265108434
0.01,3.5044917e-18,1.0,-10.321222,,1.0,365.54666553055597,200.0,2,19.023438,200,0.01,365.54666553055597,1.0,100.0,1.0,0.009999998,-1.783424544122068,100,-1.783425,500.0,-1.783424544122068,-1.783424544122068
0.097836725,0.00011837498,40.570126,-42.07901,316.40417,8.1744995,141.16915952188822,7.3946036822010655,,31.093065,300,1.802137e-07,301.8780449298909,0.00029463138,35.018152623726564,159.95325,0.005,-3.4575002265108434,100,-3.6256752,500.0,-3.4575002265108434,-2.451520821681822
0.9411331,0.0029513435,7.157895,27.520178,62703.29,15.364343,146.8106462255275,41.911762648594106,1,33.10802,300,1.8908045e-07,146.8106462255275,0.00087152905,1.1289419781817036,4337.9673,0.003333334,-3.6689476317517338,100,33.344936,500.0,-3.6689476317517338,-3.6689476317517338
0.01,3.5044917e-18,1.0,-5.379629,,1.0,157.73168079715677,300.0,2,12.496175,300,0.01,157.73168079715677,1.0,100.0,1.0,0.009999998,-2.3494056377118766,100,-2.3494055,500.0,-2.3494056377118766,-2.3494056377118766
0.005,2.179301e-19,1.0,-4.9552655,,1.0,187.4925957694885,300.0,2,13.658519,300,0.005,187.4925957694885,1.0,200.00000010221265,1.0,0.0049999994,-2.2078004967077622,100,-2.2078001,500.0,-2.2078004967077622,-2.2078004967077622
0.19659741,0.00023558893,43.915543,-27.839287,8024.824,19.454456,146.8106462255275,9.108392525631078,,29.603685,400,3.949784e-08,206.36539541413336,0.00023052271,13.554834353399029,1147.4087,0.0033333334,-3.6689476317517338,100,-5.4573927,500.0,-3.6689476317517338,-2.691645119441073
0.9409049,0.0022126972,9.20434,27.718397,72732.234,14.333177,146.7532134113195,43.45776023291837,1,36.433655,400,1.395342e-09,146.7532134113195,7.999873e-06,1.1294759788729478,5394.4624,0.0025,-3.7702897873549985,100,33.43861,500.0,-3.7702897873549985,-3.7702897873549985
0.01,3.5044917e-18,1.0,-6.8490276,,1.0,209.80996244118933,400.0,2,14.412212,400,0.01,209.80996244118933,1.0,100.0,1.0,0.009999998,-2.8051940608358628,100,-2.8051941,500.0,-2.8051940608358628,-2.8051940608358628
0.005,2.179301e-19,1.0,-7.071373,,1.0,275.15408863631626,400.0,2,16.546247,400,0.005,275.15408863631626,1.0,200.00000010221265,1.0,0.0049999994,-2.90016691653158,100,-2.900167,500.0,-2.90016691653158,-2.90016691653158
0.0033333334,5.4391416e-20,1.0,-6.735366,,1.0,261.7593697729801,400.0,2,16.151993,400,0.0033333334,261.7593697729801,1.0,299.999969473632,1.0,0.0033333336,-3.3295900757159784,100,-3.3295903,500.0,-3.3295900757159784,-3.3295900757159784
0.812892,0.0016662406,46.406025,-22.63402,39400876.0,384.436,146.7532134113195,10.774463029819579,,6.098411,500,1.2055016e-09,247.1431027734383,0.00018537529,1.4985087755152644,125001.99,0.0025,-3.7702897873549985,100,-2.5415263,500.0,-3.7702897873549985,-3.0367450706305705
0.95747894,0.0018332492,20.392632,61.09148,127195.71,16.659252,163.271692450698,24.518660048643742,1,69.51566,500,1.934722e-09,163.271692450698,1.611551e-05,1.0907608108625306,7975.4414,0.002,-3.8703007743999334,100,74.26193,500.0,-3.8703007743999334,-3.8703007743999334
0.01,3.5044917e-18,1.0,-2.8535886,,1.0,191.23246140535136,500.0,2,13.759365,500,0.01,191.23246140535136,1.0,100.0,1.0,0.009999998,2.077228683657867,100,2.077229,500.0,2.077228683657867,2.077228683657867
0.005,2.179301e-19,1.0,-0.04979205,,1.0,232.0973364921568,500.0,2,15.196607,500,0.005,232.0973364921568,1.0,200.00000010221265,1.0,0.0049999994,3.436822325570201,100,3.4368224,500.0,3.436822325570201,3.436822325570201
0.0033333334,5.4391416e-20,1.0,0.8636713,,1.0,276.7174850604278,500.0,2,16.60708,500,0.0033333334,276.7174850604278,1.0,299.999969473632,1.0,0.0033333336,3.7104797455403333,100,3.71048,500.0,3.7104797455403333,3.7104797455403333
0.0025,5.434597e-20,1.0,1.0042498,,1.0,276.6515202427682,500.0,2,16.61204,500,0.0025,276.6515202427682,1.0,400.0,1.0,0.0024999997,3.853664122183608,100,3.8536644,500.0,3.853664122183608,3.853664122183608
0.9415054,0.0017724996,11.616064,33.678936,110067.73,15.760391,272.36061084440377,43.043839713321304,1,33.08705,500,7.0077903e-09,272.36061084440377,5.522276e-05,1.1280608135778414,7419.2466,0.0019999999,3.7885371083671298,100,42.365143,500.0,3.7885371083671298,3.7885371083671298
0.01,3.5044917e-18,1.0,7.672105,,1.0,321.29843082666326,500.0,2,17.83495,500,0.01,321.29843082666326,1.0,100.0,1.0,0.009999998,14.17237230395976,100,14.172372,500.0,14.17237230395976,14.17237230395976
0.005,2.179301e-19,1.0,7.9032965,,1.0,377.8505534942524,500.0,2,19.38972,500,0.005,377.8505534942524,1.0,200.00000010221265,1.0,0.0049999994,12.686790457950746,100,12.68679,500.0,12.686790457950746,12.686790457950746
0.0033333334,5.4391416e-20,1.0,8.915107,,1.0,386.1296271920019,500.0,2,19.617403,500,0.0033333334,386.1296271920019,1.0,299.999969473632,1.0,0.0033333336,12.820813097116256,100,12.820813,500.0,12.820813097116256,12.820813097116256
0.0025,5.434597e-20,1.0,9.387871,,1.0,402.1961833687526,500.0,2,20.029745,500,0.0025,402.1961833687526,1.0,400.0,1.0,0.0024999997,12.770309717874479,100,12.770311,500.0,12.770309717874479,12.770309717874479
0.949502,0.0018027776,11.042203,60.469505,136854.86,17.425652,403.00274269579035,45.28081962318552,1,49.202045,500,6.2748717e-09,403.00274269579035,5.4671866e-05,1.1091566075395076,8272.846,0.002,12.67777602647416,100,70.522675,500.0,12.67777602647416,12.67777602647416
0.01,3.5044917e-18,1.0,19.011627,,1.0,511.200884946907,500.0,2,22.49642,500,0.01,511.200884946907,1.0,100.0,1.0,0.009999998,26.398133527019986,100,26.398132,500.0,26.398133527019986,26.398133527019986
0.005,2.179301e-19,1.0,21.280315,,1.0,524.8947907639623,500.0,2,22.853235,500,0.005,524.8947907639623,1.0,200.00000010221265,1.0,0.0049999994,26.503363484187492,100,26.503363,500.0,26.503363484187492,26.503363484187492
0.0033333334,5.4391416e-20,1.0,21.301947,,1.0,514.2872620702893,500.0,2,22.640076,500,0.0033333334,514.2872620702893,1.0,299.999969473632,1.0,0.0033333336,25.566549370913503,100,25.566547,500.0,25.566549370913503,25.566549370913503
0.0025,5.434597e-20,1.0,22.379091,,1.0,508.1316267997791,500.0,2,22.51358,500,0.0025,508.1316267997791,1.0,400.0,1.0,0.0024999997,26.072344751076972,100,26.072344,500.0,26.072344751076972,26.072344751076972
0.9734216,0.0018949067,6.9584603,74.676544,706846.9,38.627697,512.5137950506145,71.85497598874635,1,23.359695,500,1.8676298e-08,512.5137950506145,0.00036071116,1.055344161218826,18800.516,0.002,25.586037970192983,100,83.3904,500.0,25.586037970192983,25.586037970192983
0.01,3.5044917e-18,1.0,33.580944,,1.0,486.87194792127207,500.0,2,21.95457,500,0.01,486.87194792127207,1.0,100.0,1.0,0.009999998,41.842536718676435,100,41.842537,500.0,41.842536718676435,41.842536718676435
0.005,2.179301e-19,1.0,34.216145,,1.0,498.42932116488976,500.0,2,22.269648,500,0.005,498.42932116488976,1.0,200.00000010221265,1.0,0.0049999994,40.05797167381017,100,40.057972,500.0,40.05797167381017,40.05797167381017
0.0033333334,5.4391416e-20,1.0,37.62663,,1.0,498.2437847821499,500.0,2,22.28414,500,0.0033333334,498.2437847821499,1.0,299.999969473632,1.0,0.0033333336,42.39646206411658,100,42.39646,500.0,42.39646206411658,42.39646206411658
0.0025,5.434597e-20,1.0,37.32473,,1.0,502.97786548794477,500.0,2,22.399117,500,0.0025,502.97786548794477,1.0,400.0,1.0,0.0024999997,41.45552594944962,100,41.45553,500.0,41.45552594944962,41.45552594944962
0.8876381,0.0015764484,10.360424,67.67954,51850.984,11.470138,495.2753840812607,48.260572924931964,1,43.27647,500,2.3235861e-08,495.2753840812607,0.00013325927,1.2679934551466676,5090.6655,0.0019999999,41.70329620829638,100,79.57189,500.0,41.70329620829638,41.70329620829638
0.01,3.5044917e-18,1.0,41.451546,,1.0,548.05320312048,500.0,2,23.293188,500,0.01,548.05320312048,1.0,100.0,1.0,0.009999998,49.2635570257117,100,49.263557,500.0,49.2635570257117,49.2635570257117
0.005,2.179301e-19,1.0,45.75692,,1.0,505.884981114129,500.0,2,22.435585,500,0.005,505.884981114129,1.0,200.00000010221265,1.0,0.0049999994,51.28084542964617,100,51.280846,500.0,51.28084542964617,51.28084542964617
0.0033333334,5.4391416e-20,1.0,47.385075,,1.0,490.4241044943505,500.0,2,22.108582,500,0.0033333334,490.4241044943505,1.0,299.999969473632,1.0,0.0033333336,51.89533840028473,100,51.89534,500.0,51.89533840028473,51.89533840028473
0.0025,5.434597e-20,1.0,48.250244,,1.0,468.25453216972323,500.0,2,21.612123,500,0.0025,468.25453216972323,1.0,400.0,1.0,0.0024999997,52.158912069002916,100,52.158905,500.0,52.158912069002916,52.158912069002916
0.85624385,0.0014681704,9.297574,78.12757,26760.188,8.538593,473.4145119629903,53.7774690121141,1,53.818676,500,2.2378932e-08,473.4145119629903,9.554231e-05,1.3612537687046269,3655.559,0.002,51.955154752591845,100,88.91871,500.0,51.955154752591845,51.955154752591845
0.01,3.5044917e-18,1.0,55.774254,,1.0,332.40616953154273,500.0,2,18.14062,500,0.01,332.40616953154273,1.0,100.0,1.0,0.009999998,63.856025579392195,100,63.856026,500.0,63.856025579392195,63.856025579392195
0.005,2.179301e-19,1.0,55.432236,,1.0,357.55793985095147,500.0,2,18.861872,500,0.005,357.55793985095147,1.0,200.00000010221265,1.0,0.0049999994,61.146914640437735,100,61.14691,500.0,61.146914640437735,61.146914640437735
0.0033333334,5.4391416e-20,1.0,57.359245,,1.0,317.3842354490592,500.0,2,17.785564,500,0.0033333334,317.3842354490592,1.0,299.999969473632,1.0,0.0033333336,62.02525716093316,100,62.025257,500.0,62.02525716093316,62.02525716093316
0.0025,5.434597e-20,1.0,58.231827,,1.0,311.79461724861005,500.0,2,17.635622,500,0.0025,311.79461724861005,1.0,400.0,1.0,0.0024999997,62.27271933432503,100,62.272713,500.0,62.27271933432503,62.27271933432503
0.91890603,0.0016882948,9.269387,83.12999,50098.234,10.894745,325.40748054233734,53.940998123699224,1,39.039032,500,3.825538e-09,325.40748054233734,2.0839132e-05,1.1841899128883775,5005.6235,0.0019999999,62.630389400627465,100,94.133896,500.0,62.630389400627465,62.630389400627465
0.01,3.5044917e-18,1.0,62.965622,,1.0,264.4028118361256,500.0,2,16.17896,500,0.01,264.4028118361256,1.0,100.0,1.0,0.009999998,70.83198830367958,100,70.831985,500.0,70.83198830367958,70.83198830367958
0.005,2.179301e-19,1.0,65.30492,,1.0,245.55910116272622,500.0,2,15.6311,500,0.005,245.55910116272622,1.0,200.00000010221265,1.0,0.0049999994,70.98422455144994,100,70.98422,500.0,70.98422455144994,70.98422455144994
0.0033333334,5.4391416e-20,1.0,65.63916,,1.0,238.20429943292478,500.0,2,15.408124,500,0.0033333334,238.20429943292478,1.0,299.999969473632,1.0,0.0033333336,70.3966033422179,100,70.3966,500.0,70.3966033422179,70.3966033422179
0.0025,5.434597e-20,1.0,66.46054,,1.0,236.72647273327732,500.0,2,15.3666725,500,0.0025,236.72647273327732,1.0,400.0,1.0,0.0024999997,70.58060582607126,100,70.580605,500.0,70.58060582607126,70.58060582607126
0.81866974,0.0013397398,5.4560547,80.18327,10971.869,5.723479,247.6250327398162,91.64131018435654,1,43.245968,500,3.888239e-08,247.6250327398162,0.00011127127,1.491357214416152,2342.8196,0.0019999999,70.21859193304452,100,88.791,500.0,70.21859193304452,70.21859193304452
0.01,3.5044917e-18,1.0,67.28461,,1.0,186.95095573395398,500.0,2,13.604465,500,0.01,186.95095573395398,1.0,100.0,1.0,0.009999998,75.63494255686238,100,75.63493,500.0,75.63494255686238,75.63494255686238
0.005,2.179301e-19,1.0,71.17456,,1.0,173.13161051094127,500.0,2,13.125012,500,0.005,173.13161051094127,1.0,200.00000010221265,1.0,0.0049999994,77.09505541696437,100,77.09506,500.0,77.09505541696437,77.09505541696437
0.0033333334,5.4391416e-20,1.0,71.789215,,1.0,178.91401928495054,500.0,2,13.353563,500,0.0033333334,178.91401928495054,1.0,299.999969473632,1.0,0.0033333336,76.62327957505113,100,76.62328,500.0,76.62327957505113,76.62327957505113
0.0025,5.434597e-20,1.0,73.025246,,1.0,173.8291316602419,500.0,2,13.167937,500,0.0025,173.8291316602419,1.0,400.0,1.0,0.0024999997,77.21167731707077,100,77.21168,500.0,77.21167731707077,77.21167731707077
0.73756427,0.0010882956,6.7057114,86.12835,4389.695,4.016741,183.4679812408186,74.56330474178291,1,60.68948,500,1.5735013e-07,183.4679812408186,0.00031601737,1.8346632898445019,1481.3022,0.002,76.96353437074086,100,95.82476,500.0,76.96353437074086,76.96353437074086
0.01,3.5044917e-18,1.0,75.48948,,1.0,106.72321359377452,500.0,2,10.27891,500,0.01,106.72321359377452,1.0,100.0,1.0,0.009999998,83.80576737842539,100,83.80577,500.0,83.80576737842539,83.80576737842539
0.005,2.179301e-19,1.0,77.06526,,1.0,106.8226056712971,500.0,2,10.309631,500,0.005,106.8226056712971,1.0,200.00000010221265,1.0,0.0049999994,82.94577427141438,100,82.94577,500.0,82.94577427141438,82.94577427141438
0.0033333334,5.4391416e-20,1.0,78.046524,,1.0,103.89492230920123,500.0,2,10.175883,500,0.0033333334,103.89492230920123,1.0,299.999969473632,1.0,0.0033333336,82.89415538847743,100,82.89416,500.0,82.89415538847743,82.89415538847743
0.0025,5.434597e-20,1.0,78.86149,,1.0,95.68355404449753,500.0,2,9.769562,500,0.0025,95.68355404449753,1.0,400.0,1.0,0.0024999997,83.05966783176565,100,83.05966,500.0,83.05966783176565,83.05966783176565
0.39436328,0.00031348027,3.8979573,82.58665,207.33199,1.626515,92.9947016867945,128.2723124739055,1,29.514906,500,1.0640813e-06,92.9947016867945,0.0008653721,6.312069833383483,320.7189,0.0019999999,83.06992295323644,100,90.00016,500.0,83.06992295323644,83.06992295323644
0.01,3.5044917e-18,1.0,77.539246,,1.0,73.48837998546773,500.0,2,8.529566,500,0.01,73.48837998546773,1.0,100.0,1.0,0.009999998,85.75789622530984,100,85.75789,500.0,85.75789622530984,85.75789622530984
0.005,2.179301e-19,1.0,80.3255,,1.0,72.13978781022722,500.0,2,8.472253,500,0.005,72.13978781022722,1.0,200.00000010221265,1.0,0.0049999994,86.13696055373704,100,86.136955,500.0,86.13696055373704,86.13696055373704
0.0033333334,5.4391416e-20,1.0,81.615944,,1.0,67.77855892619979,500.0,2,8.219041,500,0.0033333334,67.77855892619979,1.0,299.999969473632,1.0,0.0033333336,86.3908745396494,100,86.390884,500.0,86.3908745396494,86.3908745396494
0.0025,5.434597e-20,1.0,82.11714,,1.0,65.51315146896306,500.0,2,8.083896,500,0.0025,65.51315146896306,1.0,400.0,1.0,0.0024999997,86.26709613268582,100,86.26709,500.0,86.26709613268582,86.26709613268582
0.8763487,0.001535226,4.1865034,90.37507,20830.625,7.3670745,62.257896130273664,119.43140874199605,1,26.486193,500,1.5200388e-06,62.257896130273664,0.0055991197,1.3019518332730362,3228.063,0.0020000003,86.41341488901728,100,98.0281,500.0,86.41341488901728,86.41341488901728
0.01,3.5044917e-18,1.0,81.076035,,1.0,31.23481806629635,500.0,2,5.5607977,500,0.01,31.23481806629635,1.0,100.0,1.0,0.009999998,89.34145625204611,100,89.34145,500.0,89.34145625204611,89.34145625204611
0.005,2.179301e-19,1.0,82.906364,,1.0,38.01496311590018,500.0,2,6.150194,500,0.005,38.01496311590018,1.0,200.00000010221265,1.0,0.0049999994,88.7877263441665,100,88.78772,500.0,88.7877263441665,88.7877263441665
0.0033333334,5.4391416e-20,1.0,83.74779,,1.0,39.27282728110142,500.0,2,6.25635,500,0.0033333334,39.27282728110142,1.0,299.999969473632,1.0,0.0033333336,88.55014142132565,100,88.55014,500.0,88.55014142132565,88.55014142132565
0.0025,5.434597e-20,1.0,84.57244,,1.0,36.42274078277548,500.0,2,6.027577,500,0.0025,36.42274078277548,1.0,400.0,1.0,0.0024999997,88.74566452180969,100,88.74567,500.0,88.74566452180969,88.74566452180969
0.08808945,2.3137354e-05,2.2027383,86.31383,7.027769,1.1022544,37.209457054923114,226.9901982410563,1,13.330114,500,1.5415333e-05,37.209457054923114,0.0084958095,73.82502981476156,48.548492,0.0020000003,88.8211085630138,100,91.90589,500.0,88.8211085630138,88.8211085630138
