AvgEpLen,MinVanillaIw,VarRet,Bound,VarJ,MinNormIw,AvgDiscRet,renyi2,AvgNormIw,SamplesThisIter,ESSRenyi,MaxVanillaIw,VanillaAvgRet,ESSClassic,VarNormIw,AvgVanillaIw,EpsThisIter,MaxNormIw,delta,VarDiscRet,IterType,AvgRet,VarVanillaIw,BatchSize,J
485.436893204,0.242479,3452.38104639,-503.985,2013.11,1.28943e-05,-395.385462856,nan,5.39374e-05,50000,nan,4.42583,-395.385462856,0.679112003195,4.64189e-10,1.01431,103,0.000235351,0.1,3452.38104639,1,-395.385462856,0.164154,100,-68205.7
454.545454545,2.99968e-05,11496.176847,-436.757,2864.05,1.20557e-09,-369.538110599,nan,5.05051e-05,50000,nan,16.7754,-369.538110599,0.919533243897,4.74967e-09,1.25666,110,0.000674203,0.1,11496.176847,1,-369.538110599,2.94056,100,-53533.4
454.545454545,2.96131e-06,10138.1199875,-431.285,2586.29,1.27426e-10,-364.409485059,nan,5.05051e-05,50000,nan,11.2177,-364.409485059,0.751633735893,3.55716e-09,1.17371,110,0.000482702,0.1,10138.1199875,1,-364.409485059,1.92112,100,-53612.3
500.0,0.845664,257.24460708,-530.358,266.331,4.71822e-05,-406.277950858,1.37739,5.55556e-05,50000,25.2236527553,1.7966,-406.277950858,0.610400345011,2.55262e-11,0.995742,100,0.000100238,0.1,257.24460708,1,-406.277950858,0.0082002,100,-72948.1
471.698113208,0.0169229,6785.26530926,-476.652,2191.05,8.66738e-07,-381.571077909,nan,5.24109e-05,50000,nan,5.16934,-381.571077909,0.689689663708,7.30131e-10,1.02331,106,0.000264758,0.1,6785.26530926,1,-381.571077909,0.278339,100,-64473.7
438.596491228,,14084.4088375,-382.398,2117.91,,-356.008194449,nan,4.87329e-05,50000,nan,44.0177,-356.008194449,1.72090671925,1.11422e-08,1.70637,114,0.00125712,0.1,14084.4088375,1,-356.008194449,13.6607,100,-46093.4
476.19047619,0.187014,5186.30518194,-487.934,1667.85,9.73275e-06,-382.779087747,2.74143,5.29101e-05,50000,6.4478183019,4.45734,-382.779087747,0.680559414132,4.92915e-10,1.01666,105,0.000231973,0.1,5186.30518194,1,-382.779087747,0.181991,100,-65702.1
458.71559633,2.91806e-05,9473.67064653,-442.907,2473.13,1.30442e-09,-370.006243944,nan,5.09684e-05,50000,nan,8.11857,-370.006243944,0.666457798845,2.7401e-09,1.14019,109,0.000362913,0.1,9473.67064653,1,-370.006243944,1.37127,100,-56030.4
476.19047619,0.00529959,5941.93261027,-482.513,2519.91,2.77936e-07,-387.276507123,nan,5.29101e-05,50000,nan,4.99911,-387.276507123,0.633169721331,8.93855e-10,1.00887,105,0.000262177,0.1,5941.93261027,1,-387.276507123,0.324984,100,-64384.1
450.45045045,4.47788e-15,11603.3800938,-425.975,2589.11,1.8373e-19,-361.253671855,nan,5.005e-05,50000,nan,10.238,-361.253671855,0.672907551374,3.67258e-09,1.21982,111,0.000420073,0.1,11603.3800938,1,-361.253671855,2.18151,100,-52987.1
467.289719626,0.0297462,7734.36559105,-469.98,2420.42,1.46346e-06,-379.933472695,nan,5.19211e-05,50000,nan,5.55225,-379.933472695,0.677870104571,1.20045e-09,1.05534,107,0.000273161,0.1,7734.36559105,1,-379.933472695,0.495959,100,-62081.8
462.962962963,0.0107546,9044.32053458,-454.549,2715.41,4.95906e-07,-375.912104285,nan,5.14403e-05,50000,nan,7.68118,-375.912104285,0.667281684823,2.08725e-09,1.11557,108,0.000354189,0.1,9044.32053458,1,-375.912104285,0.98166,100,-58677.6
462.962962963,0.0631161,9007.8725069,-448.282,2642.46,3.00357e-06,-368.600644764,nan,5.14403e-05,50000,nan,6.74678,-368.600644764,0.69041320862,1.90336e-09,1.08095,108,0.000321065,0.1,9007.8725069,1,-368.600644764,0.840479,100,-57539.6
413.223140496,3.11997e-06,17864.5542335,-342.882,2116.47,8.37998e-11,-330.204905014,nan,4.59137e-05,50000,nan,28.0212,-330.204905014,1.83848960881,6.96455e-09,1.70942,121,0.000752628,0.1,17864.5542335,1,-330.204905014,9.65399,100,-42485.2
458.71559633,7.12523e-05,10036.6623651,-431.815,2490.47,3.08582e-09,-365.461353001,nan,5.09684e-05,50000,nan,13.9673,-365.461353001,1.03760836846,3.54065e-09,1.17687,109,0.000604902,0.1,10036.6623651,1,-365.461353001,1.88772,100,-54633.4
471.698113208,0.0368628,6598.2305018,-474.579,2391.84,1.85883e-06,-381.892706461,nan,5.24109e-05,50000,nan,5.3875,-381.892706461,0.640889183442,1.06196e-09,1.03937,106,0.000271668,0.1,6598.2305018,1,-381.892706461,0.417642,100,-62879.3
454.545454545,0.00715414,10087.61166,-435.863,2568.42,3.09693e-07,-367.679035782,nan,5.0505e-05,50000,nan,12.9247,-367.679035782,0.926589522952,3.04538e-09,1.1667,110,0.000559494,0.1,10087.61166,1,-367.679035782,1.62515,100,-55082.0
454.545454545,1.06833e-16,10623.46446,-430.289,2644.85,4.38307e-21,-367.091298981,nan,5.0505e-05,50000,nan,17.0222,-367.091298981,0.993609840285,4.46277e-09,1.23101,110,0.000698375,0.1,10623.46446,1,-367.091298981,2.6513,100,-52944.1
485.436893204,0.444868,3693.13440871,-502.527,1661.84,2.38087e-05,-392.103896966,nan,5.39374e-05,50000,nan,4.34168,-392.103896966,0.680331936545,3.52652e-10,1.00782,103,0.000232361,0.1,3693.13440871,1,-392.103896966,0.123122,100,-68264.3
495.04950495,0.641667,1338.8301439,-521.354,1083.28,3.57845e-05,-402.595069917,4.91803,5.50055e-05,50000,0.731350457323,3.88628,-402.595069917,0.616573701578,1.16078e-10,0.986327,101,0.00021673,0.1,1338.8301439,1,-402.595069917,0.0373234,100,-71640.9
458.71559633,0.00186037,10413.7542559,-438.091,2819.75,8.17268e-08,-368.930550161,nan,5.09684e-05,50000,nan,9.53345,-368.930550161,0.601958204403,3.07789e-09,1.1602,109,0.000418809,0.1,10413.7542559,1,-368.930550161,1.59485,100,-55143.2
467.289719626,0.0253312,7924.53429712,-461.088,2644.9,1.27637e-06,-377.862058577,nan,5.19211e-05,50000,nan,5.74653,-377.862058577,0.607874629264,1.49894e-09,1.03044,107,0.000289551,0.1,7924.53429712,1,-377.862058577,0.590396,100,-60404.7
454.545454545,0.00835636,10775.276162,-436.684,2653.88,3.78413e-07,-366.551667602,nan,5.05051e-05,50000,nan,9.42195,-366.551667602,0.750649656888,2.68734e-09,1.11528,110,0.000426668,0.1,10775.276162,1,-366.551667602,1.31046,100,-55322.5
450.45045045,0.00241595,10943.6633859,-418.604,2305.75,1.01605e-07,-358.867121994,6.4633,5.00501e-05,50000,0.155963856442,11.4046,-358.867121994,0.75442068671,3.76705e-09,1.19009,111,0.000479631,0.1,10943.6633859,1,-358.867121994,2.12986,100,-52029.5
450.45045045,0.000330341,11336.93467,-417.242,2422.62,1.31558e-08,-359.617338299,nan,5.00501e-05,50000,nan,13.708,-359.617338299,0.7033408783,4.96164e-09,1.25675,111,0.000545922,0.1,11336.93467,1,-359.617338299,3.12834,100,-51027.4
458.71559633,0.00387883,10015.0823814,-440.496,2659.55,1.71314e-07,-369.887900234,nan,5.09684e-05,50000,nan,8.14879,-369.887900234,0.613786453419,2.78494e-09,1.15401,109,0.000359902,0.1,10015.0823814,1,-369.887900234,1.42769,100,-55968.0
462.962962963,0.00658586,9017.09001628,-445.415,2727.66,3.1339e-07,-369.50339974,nan,5.14403e-05,50000,nan,7.05467,-369.50339974,0.652927863059,2.04889e-09,1.08101,108,0.000335698,0.1,9017.09001628,1,-369.50339974,0.904844,100,-57364.7
462.962962963,0.0384873,8798.06719016,-452.86,2536.33,1.77762e-06,-371.630152123,nan,5.14403e-05,50000,nan,7.27128,-371.630152123,0.683010389735,1.82891e-09,1.11373,108,0.000335841,0.1,8798.06719016,1,-371.630152123,0.857326,100,-58694.8
476.19047619,0.09058,6337.78540372,-475.904,2110.28,4.761e-06,-383.064634798,nan,5.291e-05,50000,nan,5.79859,-383.064634798,0.716975495141,5.86263e-10,1.00664,105,0.000304781,0.1,6337.78540372,1,-383.064634798,0.212208,100,-65617.9
450.45045045,0.00015236,11576.1116785,-415.068,2414.51,5.96404e-09,-361.820167181,nan,5.00501e-05,50000,nan,15.4684,-361.820167181,0.887442952027,5.0589e-09,1.2786,111,0.000605502,0.1,11576.1116785,1,-361.820167181,3.30154,100,-51035.2
442.477876106,0.00210828,13383.8249163,-393.871,2171.28,7.29085e-08,-357.132014112,nan,4.91642e-05,50000,nan,18.096,-357.132014112,0.774839420366,6.79191e-09,1.42167,113,0.000625797,0.1,13383.8249163,1,-357.132014112,5.67924,100,-48040.1
490.196078431,0.42928,2320.92766811,-513.838,1436.53,2.3615e-05,-399.636361302,9.67999,5.44662e-05,50000,0.00625220796358,4.00906,-399.636361302,0.619534659076,2.26372e-10,0.990101,102,0.000220542,0.1,2320.92766811,1,-399.636361302,0.0748044,100,-70342.5
454.545454545,0.00231853,10730.4349424,-430.132,2549.57,1.04708e-07,-368.712859379,nan,5.0505e-05,50000,nan,9.42396,-368.712859379,0.601030240418,3.59075e-09,1.11833,110,0.000425598,0.1,10730.4349424,1,-368.712859379,1.76057,100,-53727.2
434.782608696,0.000159653,14856.8646886,-374.382,2107.57,4.66163e-09,-350.77813019,nan,4.83092e-05,50000,nan,55.4956,-350.77813019,3.15145668068,1.0163e-08,1.65451,115,0.00162039,0.1,14856.8646886,1,-350.77813019,11.9207,100,-45657.8
446.428571429,3.51177e-11,13104.4870667,-403.548,2563.27,1.20831e-15,-357.605972139,nan,4.96032e-05,50000,nan,23.7675,-357.605972139,1.00190319917,6.47473e-09,1.44164,112,0.00081778,0.1,13104.4870667,1,-357.605972139,5.46911,100,-49054.8
480.769230769,0.295365,4464.08113897,-491.372,1863.89,1.56902e-05,-387.584205937,12.1552,5.34188e-05,50000,0.00052610348768,4.53832,-387.584205937,0.634625802451,5.37237e-10,1.0056,104,0.000241082,0.1,4464.08113897,1,-387.584205937,0.190383,100,-66308.5
462.962962963,0.0110813,8035.88734343,-445.401,2205.47,5.25986e-07,-364.375774618,13.0846,5.14403e-05,50000,0.000207692650185,6.31962,-364.375774618,0.66273610093,1.6312e-09,1.08372,108,0.000299969,0.1,8035.88734343,1,-364.375774618,0.723998,100,-57827.3
454.545454545,0.00524718,10067.5838312,-428.952,2061.45,2.48562e-07,-363.444213218,nan,5.05051e-05,50000,nan,8.54169,-363.444213218,0.856281565456,2.08581e-09,1.06617,110,0.000404625,0.1,10067.5838312,1,-363.444213218,0.929518,100,-57648.6
434.782608696,2.41295e-05,13928.4777338,-377.745,1937.46,6.92994e-10,-348.515297004,nan,4.83092e-05,50000,nan,28.7168,-348.515297004,1.12614942416,8.79965e-09,1.68209,115,0.000824741,0.1,13928.4777338,1,-348.515297004,10.6685,100,-45956.4
480.769230769,0.253182,4380.92802397,-496.424,1797.5,1.3037e-05,-390.996170508,nan,5.34188e-05,50000,nan,4.63222,-390.996170508,0.698300696085,5.24918e-10,1.03741,104,0.000238525,0.1,4380.92802397,1,-390.996170508,0.197971,100,-67164.6
485.436893204,0.477452,2997.7427695,-507.1,1440.18,2.51187e-05,-396.237632078,16.7701,5.39374e-05,50000,5.21026493051e-06,3.7171,-396.237632078,0.640499013665,3.40849e-10,1.02523,103,0.000195556,0.1,2997.7427695,1,-396.237632078,0.123148,100,-69111.9
485.436893204,0.189352,4049.37833928,-499.399,1185.67,1.02601e-05,-393.778153894,16.9273,5.39374e-05,50000,4.45214923497e-06,4.42215,-393.778153894,0.673001544225,1.01349e-10,0.995428,103,0.000239615,0.1,4049.37833928,1,-393.778153894,0.0345192,100,-70194.2
467.289719626,0.0844694,8257.25223162,-456.298,2137.13,4.13227e-06,-375.975739692,nan,5.19211e-05,50000,nan,7.03951,-375.975739692,0.855943402768,1.20197e-09,1.06134,107,0.000344375,0.1,8257.25223162,1,-375.975739692,0.502243,100,-62908.6
