MaxNormIw,Bound,J,MinVanillaIw,AvgRet,VarNormIw,AvgDiscRet,ESSRenyi,VanillaAvgRet,IterType,VarDiscRet,ESSClassic,AvgEpLen,EpsThisIter,AvgNormIw,MaxVanillaIw,VarRet,MinNormIw,BatchSize,VarVanillaIw,eRenyi2,AvgVanillaIw,VarJ
0.26250076,194.16278,331.47787,4.1699842e-14,107.9389303763378,0.0014330039,107.9389303763378,9.766114550968252,107.9389303763378,1,10041.270214612372,6.584692300694269,11.8,100,0.01,30.2684,10041.270214612372,3.6163918e-16,100,19.053078,10.239487,1.1530786,326.7941
0.3211071,665.74036,1404.3843,3.510274e-25,366.3577934664231,0.0013634753,366.3577934664231,9.047835463339421,366.3577934664231,1,144296.79450180405,6.897308680282372,37.65,100,0.01,50.072224,144296.79450180405,2.251096e-27,100,33.15441,11.052367,1.5593622,4196.23
0.60211325,2522.7563,4468.6274,2.5304023e-24,906.1396429734423,0.0038724982,906.1396429734423,4.676761316384569,906.1396429734423,1,1344308.981108451,2.5420884774795685,91.6,100,0.01,65.920685,1344308.981108451,2.3112452e-26,100,46.417133,21.382318,1.094822,3689.395
0.13137163,3917.7954,4774.373,1.3903476e-11,2732.2415812674126,0.0004551846,2732.2415812674126,24.13457855817105,2732.2415812674126,1,3350560.539158182,18.160922239425734,273.92,100,0.010000002,11.593172,3350560.539158182,1.5755154e-13,100,3.5447774,4.1434326,0.88247156,739.6791
0.022945302,4447.2095,4951.338,0.020856343,4623.523210177501,3.837275e-05,4623.523210177501,69.6771816376888,4623.523210177501,1,1066313.8987110362,72.46953898500784,462.53,100,0.01,2.3054852,1066313.8987110362,0.00020757239,100,0.38740036,1.4351901,1.0047745,164.58199
0.018441826,4498.301,4940.012,0.10949119,4879.858713311504,1.1139513e-05,4879.858713311504,90.76021316501138,4879.858713311504,1,388962.044276694,90.06727358470692,488.06,100,0.010000002,1.8761883,388962.044276694,0.0010762339,100,0.1152952,1.1018044,1.017355,395.16718
0.012453827,4561.0986,4990.145,0.20161569,4962.459551474821,3.7474933e-06,4962.459551474821,96.19764729627141,4962.459551474821,1,73405.48149010888,96.42269527988701,496.29,100,0.01,1.2666326,73405.48149010888,0.0019823324,100,0.038764708,1.0395265,1.0170629,68.24644
0.015142291,4545.2134,4978.4214,0.20769927,4945.057868723488,7.4260197e-06,4945.057868723488,94.35835737021127,4945.057868723488,1,108714.43723879197,93.15173221197965,494.56,100,0.009999999,1.4632852,108714.43723879197,0.0021493025,100,0.069347516,1.0597895,0.9663566,134.06342
0.011564608,4570.225,4993.485,0.48833728,4987.200384368425,1.8973776e-06,4987.200384368425,98.8460081856662,4987.200384368425,1,15930.909795913016,98.15625603440154,498.75,100,0.01,1.1251415,15930.909795913016,0.0050193057,100,0.017959997,1.0116746,0.97291803,63.357002
0.010012674,4579.0195,4999.83,0.9989039,4999.829658144198,1.4332063e-11,4999.829658144198,99.99998807907247,4999.829658144198,1,0.03928645492172315,99.99998474192743,500.0,100,0.01,1.0013143,0.03928645492172315,0.009988571,100,1.4333297e-07,1.0000001,1.0000468,0.19712909
