MaxNormIw,ESSClassic,AvgEpLen,AvgNormIw,VarJ,Delta,EpsThisIter,AvgDiscRet,ESSRenyi,VanillaAvgRet,AvgVanillaIw,VarNormIw,BatchSize,J,eRenyi2,MinVanillaIw,AvgRet,MaxVanillaIw,IterType,VarDiscRet,Bound,VarRet,VarVanillaIw,MinNormIw
0.026685,81.6637235834,83.47,0.01,351.261,0.1,100,771.398907442,85.1598499395,771.398907442,0.981373,2.26802e-05,100,855.713,1.17426,0.183984,771.398907442,2.61879,1,100862.256859,279.2,100862.256859,0.218432,0.00187476
0.361481,7.28627353587,87.98,0.01,1757.88,0.1,100,813.950906707,48.0681036926,813.950906707,1.30893,0.0012853,100,1122.84,2.08038,0.0377174,813.950906707,47.3153,1,82380.3881163,429.181,82380.3881163,22.021,0.000288154
0.034225,78.9058679193,89.44,0.01,325.596,0.1,100,827.394349433,86.3313818586,827.394349433,1.0459,2.70033e-05,100,904.371,1.15833,0.170577,827.394349433,3.57961,1,80003.1096329,338.778,80003.1096329,0.295393,0.0016309
0.0199048,89.5716262814,94.18,0.01,337.934,0.1,100,870.351071577,91.179045035,870.351071577,0.996761,1.17601e-05,100,917.863,1.09674,0.307468,870.351071577,1.98404,1,90462.1010605,339.834,90462.1010605,0.116841,0.00308467
0.0248871,83.4125923192,102.34,0.01,362.527,0.1,100,944.078669173,88.0505172645,944.078669173,0.973228,2.00868e-05,100,1026.27,1.13571,0.0205375,944.078669173,2.42209,1,122591.173627,423.067,122591.173627,0.190257,0.000211025
0.0329634,81.7918528371,102.68,0.01,475.774,0.1,100,947.792349447,87.6736335746,947.792349447,0.980855,2.24864e-05,100,1020.04,1.14059,0.243189,947.792349447,3.23323,1,122699.804601,326.705,122699.804601,0.216336,0.00247936
0.0210865,82.2628852255,102.32,0.01,355.269,0.1,100,944.381275268,88.3771691161,944.381275268,0.924207,2.17793e-05,100,1014.17,1.13151,0.127726,944.381275268,1.94883,1,101177.779286,393.933,101177.779286,0.18603,0.001382
0.0270031,80.4814073644,104.08,0.01,315.241,0.1,100,961.471179397,82.7002249346,961.471179397,0.962621,2.44973e-05,100,1050.85,1.20919,0.176512,961.471179397,2.59938,1,89008.1263027,517.482,89008.1263027,0.227001,0.00183366
0.0322395,82.3801552052,111.14,0.01,356.357,0.1,100,1026.3407278,87.4387241042,1026.3407278,1.0208,2.16045e-05,100,1095.52,1.14366,0.186662,1026.3407278,3.291,1,72016.1223273,509.849,72016.1223273,0.225125,0.00182859
0.489442,4.11194936946,114.29,0.01,1728.35,0.1,100,1056.64611958,52.6575278455,1056.64611958,1.58719,0.00235549,100,1381.17,1.89906,0.268139,1056.64611958,77.684,1,127999.67868,530.135,127999.67868,59.3391,0.00168939
0.0800663,53.2204705445,119.74,0.01,775.342,0.1,100,1105.5641202,75.5185220328,1105.5641202,1.03088,8.87855e-05,100,1260.0,1.32418,0.074776,1105.5641202,8.25385,1,130289.492287,538.486,130289.492287,0.943528,0.000725364
0.015971,95.2326003727,127.69,0.01,356.202,0.1,100,1179.69562282,95.5219203388,1179.69562282,1.01308,5.05661e-06,100,1209.77,1.04688,0.612767,1179.69562282,1.61799,1,110427.05671,504.793,110427.05671,0.0518974,0.00604856
0.0183733,88.6983846992,122.63,0.01,358.377,0.1,100,1129.28799127,90.7253075087,1129.28799127,1.01088,1.28704e-05,100,1184.62,1.10223,0.171417,1129.28799127,1.85733,1,106723.396487,547.895,106723.396487,0.13152,0.00169572
0.0246073,80.3576101134,119.63,0.01,411.698,0.1,100,1104.54439654,86.0581357105,1104.54439654,1.06133,2.46906e-05,100,1195.88,1.16201,0.106083,1104.54439654,2.61164,1,119675.038945,552.02,119675.038945,0.278119,0.000999531
0.0159221,94.2211467667,126.27,0.01,318.453,0.1,100,1163.14875406,94.1398593818,1163.14875406,1.00636,6.19521e-06,100,1198.76,1.06225,0.479227,1163.14875406,1.60234,1,96910.6508324,562.813,96910.6508324,0.0627433,0.00476196
0.01602,94.1405811005,130.11,0.01,385.311,0.1,100,1199.832131,94.5296667316,1199.832131,1.02687,6.287e-06,100,1236.73,1.05787,0.505734,1199.832131,1.64504,1,123247.57915,520.625,123247.57915,0.0662938,0.00492501
0.0190182,93.3846138591,121.84,0.01,325.169,0.1,100,1123.8852523,93.2349021366,1123.8852523,0.973752,7.15559e-06,100,1164.68,1.07256,0.49336,1123.8852523,1.8519,1,95831.4465631,529.518,95831.4465631,0.0678488,0.00506659
0.0831109,55.5415738096,129.1,0.01,777.012,0.1,100,1192.3182706,80.8027131099,1192.3182706,1.05984,8.08538e-05,100,1303.59,1.23758,0.150127,1192.3182706,8.80842,1,102335.194733,585.305,102335.194733,0.908199,0.00141651
0.0171604,92.531838647,138.36,0.01,352.338,0.1,100,1276.69113139,92.8308422173,1276.69113139,0.999624,8.15238e-06,100,1326.28,1.07723,0.267577,1276.69113139,1.7154,1,102522.984825,631.672,102522.984825,0.0814625,0.00267678
0.027745,91.4384252493,130.04,0.01,283.585,0.1,100,1194.31091273,94.6009208599,1194.31091273,0.999355,9.45779e-06,100,1222.56,1.05707,0.397485,1194.31091273,2.77271,1,69215.7056947,645.542,69215.7056947,0.094456,0.00397741
0.0322962,75.4184095046,132.2,0.01,533.866,0.1,100,1222.44811527,82.7723123199,1222.44811527,0.922691,3.29228e-05,100,1348.54,1.20813,0.0992142,1222.44811527,2.97994,1,124220.830051,532.887,124220.830051,0.280291,0.00107527
0.020665,94.9266115964,135.74,0.01,371.834,0.1,100,1251.06347208,96.5266280496,1251.06347208,0.998747,5.39853e-06,100,1277.29,1.03598,0.479451,1251.06347208,2.06391,1,118646.345396,458.251,118646.345396,0.0538501,0.00480053
0.0255615,86.6493169839,141.6,0.01,486.208,0.1,100,1305.46742082,89.1392427688,1305.46742082,1.03291,1.55633e-05,100,1384.29,1.12184,0.427388,1305.46742082,2.64027,1,142808.944886,588.24,142808.944886,0.166046,0.00413771
0.0308023,70.6466860998,148.11,0.01,528.733,0.1,100,1365.81589034,80.0093928874,1365.81589034,1.04093,4.19691e-05,100,1531.82,1.24985,0.0311584,1365.81589034,3.2063,1,158650.231719,710.207,158650.231719,0.454748,0.000299333
0.0214088,95.1032847095,148.91,0.01,372.627,0.1,100,1371.76692055,95.7828677102,1371.76692055,1.01658,5.20085e-06,100,1404.61,1.04403,0.601836,1371.76692055,2.17639,1,120941.955387,581.736,120941.955387,0.0537479,0.00592017
0.0398306,83.3962071082,153.5,0.01,448.188,0.1,100,1413.80124813,90.6447325483,1413.80124813,1.01257,2.01106e-05,100,1480.33,1.10321,0.380992,1413.80124813,4.03311,1,132643.686971,645.152,132643.686971,0.206193,0.00376263
0.0310499,87.834919066,138.93,0.01,563.945,0.1,100,1278.41820904,91.2355506598,1278.41820904,1.03221,1.39899e-05,100,1340.55,1.09606,0.24288,1278.41820904,3.20499,1,136436.405336,485.198,136436.405336,0.149055,0.00235302
0.04368,75.5880136104,150.13,0.01,771.079,0.1,100,1381.2791465,84.2721814264,1381.2791465,0.992499,3.26223e-05,100,1507.54,1.18663,0.21719,1381.2791465,4.33524,1,182500.797791,519.07,182500.797791,0.321348,0.00218831
0.098523,51.8680040427,150.39,0.01,534.642,0.1,100,1383.83252289,86.9617339087,1383.83252289,1.0725,9.37344e-05,100,1475.77,1.14993,0.275903,1383.83252289,10.5666,1,140973.439447,610.276,140973.439447,1.07819,0.00257252
0.044586,80.169693188,141.71,0.01,601.321,0.1,100,1300.45140041,86.1716096015,1300.45140041,1.01161,2.49853e-05,100,1394.36,1.16048,0.387212,1300.45140041,4.51035,1,172653.422539,577.167,172653.422539,0.255687,0.00382769
0.0163157,96.6353869464,149.03,0.01,418.439,0.1,100,1369.1324463,96.8781354921,1369.1324463,1.01467,3.51692e-06,100,1397.6,1.03222,0.574398,1369.1324463,1.65551,1,151128.674913,452.762,151128.674913,0.0362087,0.00566092
0.633687,2.47552951726,151.73,0.01,2628.28,0.1,100,1396.8385125,46.3848125411,1396.8385125,2.47991,0.00397933,100,2126.43,2.15588,0.0575375,1396.8385125,157.148,1,141335.039024,1008.75,141335.039024,244.726,0.000232015
0.0259706,74.1189057579,149.4,0.01,555.308,0.1,100,1374.54727696,80.1891056255,1374.54727696,0.964903,3.52711e-05,100,1538.41,1.24705,0.0518504,1374.54727696,2.50591,1,231279.14527,680.797,231279.14527,0.328387,0.000537364
0.0446914,77.6527134633,156.95,0.01,707.488,0.1,100,1444.69512668,86.468451662,1444.69512668,1.00666,2.90692e-05,100,1542.61,1.15649,0.344346,1444.69512668,4.49891,1,245739.72779,644.904,245739.72779,0.294577,0.00342067
0.0189401,94.8130533467,152.93,0.01,414.833,0.1,100,1406.0705058,95.3895113484,1406.0705058,1.03735,5.52595e-06,100,1444.46,1.04833,0.434331,1406.0705058,1.96474,1,153587.756075,604.176,153587.756075,0.0594641,0.00418694
0.0154417,96.041582186,161.79,0.01,467.415,0.1,100,1487.48150711,96.10966248,1487.48150711,1.03506,4.16321e-06,100,1525.98,1.04048,0.610245,1487.48150711,1.59832,1,195961.431798,581.513,195961.431798,0.044603,0.00589572
0.0178423,91.5876572388,155.03,0.01,393.909,0.1,100,1425.73611608,92.669877767,1425.73611608,1.00771,9.27781e-06,100,1477.54,1.0791,0.387289,1425.73611608,1.79798,1,135166.021092,738.496,135166.021092,0.0942135,0.00384328
0.0348692,84.7954282485,152.85,0.01,731.932,0.1,100,1407.04279243,88.4510567279,1407.04279243,1.04553,1.8112e-05,100,1502.75,1.13057,0.207818,1407.04279243,3.64569,1,195907.05244,529.153,195907.05244,0.19799,0.00198767
0.016665,94.020009029,165.47,0.01,525.627,0.1,100,1524.49126722,95.9756641297,1524.49126722,1.00372,6.42459e-06,100,1565.02,1.04193,0.342411,1524.49126722,1.67269,1,218584.417716,572.83,218584.417716,0.0647242,0.00341143
0.0283746,86.3750674058,154.43,0.01,594.326,0.1,100,1417.71683762,89.1944900769,1417.71683762,1.02075,1.59335e-05,100,1511.26,1.12115,0.394497,1417.71683762,2.89633,1,185626.584051,514.016,185626.584051,0.166015,0.00386478
0.0202044,90.538988448,160.34,0.01,468.899,0.1,100,1472.01299108,91.5196817423,1472.01299108,1.00772,1.05552e-05,100,1533.31,1.09266,0.24103,1472.01299108,2.03604,1,164123.132495,720.651,164123.132495,0.107189,0.00239183
0.0330735,84.4392894694,162.2,0.01,569.441,0.1,100,1490.79976291,88.3298672937,1490.79976291,1.00912,1.86144e-05,100,1579.73,1.13212,0.15819,1490.79976291,3.3375,1,180255.323746,699.58,180255.323746,0.189553,0.00156761
0.0202558,93.6645600741,166.34,0.01,533.127,0.1,100,1527.54087008,94.57158109,1527.54087008,1.00396,6.83227e-06,100,1572.26,1.0574,0.404989,1527.54087008,2.03359,1,205258.260073,672.386,205258.260073,0.0688643,0.00403394
0.0161527,92.7909749055,164.03,0.01,373.955,0.1,100,1503.89698835,94.6583625809,1503.89698835,0.982177,7.84758e-06,100,1541.67,1.05643,0.401563,1503.89698835,1.58648,1,117336.0088,768.768,117336.0088,0.0757034,0.0040885
0.0207583,90.20496813,163.17,0.01,514.039,0.1,100,1496.25119344,90.951403291,1496.25119344,1.00059,1.09683e-05,100,1577.08,1.09949,0.441653,1496.25119344,2.07706,1,177816.322236,601.506,177816.322236,0.109812,0.00441393
0.63935,2.4312752803,161.29,0.01,4247.79,0.1,100,1481.00506116,35.8797896882,1481.00506116,2.41683,0.0040536,100,2624.67,2.78708,0.106801,1481.00506116,154.52,1,167062.013083,981.196,167062.013083,236.773,0.000441906
0.0175773,93.654003321,171.55,0.01,574.512,0.1,100,1572.28844747,94.625923616,1572.28844747,0.997146,6.84444e-06,100,1629.12,1.05679,0.379485,1572.28844747,1.75272,1,260420.444845,541.817,260420.444845,0.0680543,0.00380571
0.649244,2.35687994615,168.92,0.01,4630.06,0.1,100,1552.12019012,36.8278957149,1552.12019012,2.68434,0.00418474,100,2832.63,2.71533,0.0315789,1552.12019012,174.28,1,194537.769268,1084.36,194537.769268,301.54,0.000117641
0.562576,3.1193113675,172.72,0.01,3773.75,0.1,100,1585.47707656,35.7978671514,1585.47707656,1.96278,0.00313721,100,2522.03,2.79346,0.0546233,1585.47707656,110.421,1,199680.342809,924.578,199680.342809,120.861,0.000278296
0.0505038,73.9863973957,174.44,0.01,596.868,0.1,100,1600.54974121,88.3432254146,1600.54974121,1.02361,3.55151e-05,100,1712.19,1.13195,0.27956,1600.54974121,5.1696,1,238334.712073,663.583,238334.712073,0.372117,0.00273113
0.0194402,92.1511756319,172.08,0.01,444.626,0.1,100,1576.44897509,93.7849292237,1576.44897509,1.02079,8.60333e-06,100,1627.26,1.06627,0.293344,1576.44897509,1.98442,1,160738.770664,792.107,160738.770664,0.0896471,0.0028737
0.0194896,95.4447299808,173.94,0.01,577.111,0.1,100,1592.24099152,95.5210936805,1592.24099152,0.975555,4.82092e-06,100,1639.05,1.04689,0.586785,1592.24099152,1.90132,1,232155.776665,550.62,232155.776665,0.0458811,0.00601488
0.308233,9.81256235446,182.55,0.01,2332.81,0.1,100,1674.10247541,56.3771868519,1674.10247541,1.40206,0.000928386,100,2076.31,1.77377,0.109226,1674.10247541,43.2161,1,274215.785816,830.881,274215.785816,18.2499,0.000779038
0.0213325,90.8993882388,189.3,0.01,608.465,0.1,100,1737.18020742,93.5406749784,1737.18020742,1.01275,1.01129e-05,100,1801.2,1.06905,0.340409,1737.18020742,2.16045,1,293177.388608,788.25,293177.388608,0.103725,0.00336123
0.0278221,90.4467673833,179.82,0.01,571.956,0.1,100,1650.42381593,92.8608386138,1650.42381593,0.980326,1.06689e-05,100,1709.43,1.07688,0.476152,1650.42381593,2.72747,1,241251.882719,787.237,241251.882719,0.102533,0.00485708
0.0182817,94.0089287056,183.58,0.01,580.713,0.1,100,1685.49931506,93.882049135,1685.49931506,1.00789,6.43724e-06,100,1744.97,1.06517,0.408966,1685.49931506,1.8426,1,264125.63904,738.868,264125.63904,0.0653922,0.00405764
0.019105,95.8696853786,170.81,0.01,458.709,0.1,100,1566.58024143,95.3607319827,1566.58024143,1.01086,4.35179e-06,100,1603.69,1.04865,0.434203,1566.58024143,1.93124,1,190565.746823,786.494,190565.746823,0.044468,0.00429539
0.256405,13.0269905864,173.62,0.01,2871.97,0.1,100,1589.90297642,58.5908551668,1589.90297642,1.2065,0.000674381,100,2081.72,1.70675,0.0298513,1589.90297642,30.9353,1,308455.271909,563.355,308455.271909,9.81662,0.00024742
0.0315085,85.9617322454,170.89,0.01,683.39,0.1,100,1563.02873381,89.5415799122,1563.02873381,1.02527,1.64958e-05,100,1651.42,1.1168,0.369136,1563.02873381,3.23048,1,264171.605756,640.459,264171.605756,0.173401,0.00360037
0.0664305,68.7209106241,185.33,0.01,1420.19,0.1,100,1699.80925643,84.3610410975,1699.80925643,1.04341,4.59758e-05,100,1836.59,1.18538,0.326193,1699.80925643,6.93146,1,323063.544014,593.313,323063.544014,0.500546,0.0031262
0.0292221,85.9058987685,168.37,0.01,557.794,0.1,100,1541.00508159,90.8646288815,1541.00508159,0.974042,1.65722e-05,100,1623.99,1.10054,0.256541,1541.00508159,2.84635,1,234246.709381,655.127,234246.709381,0.15723,0.00263378
0.281288,11.3626152149,172.36,0.01,2774.5,0.1,100,1577.36170849,57.4471692816,1577.36170849,1.27667,0.000787959,100,1967.72,1.74073,0.0715086,1577.36170849,35.9113,1,241648.170854,760.796,241648.170854,12.8428,0.000560118
0.515578,3.7047685326,177.22,0.01,3051.54,0.1,100,1621.96275128,47.5357438578,1621.96275128,1.88664,0.00262548,100,2327.25,2.10368,0.0334797,1621.96275128,97.2709,1,263321.109293,943.19,263321.109293,93.4511,0.000177457
0.0218214,86.8335671257,176.34,0.01,576.621,0.1,100,1616.45381483,88.308945212,1616.45381483,1.00503,1.5316e-05,100,1718.53,1.13239,0.262277,1616.45381483,2.19311,1,248186.106217,829.943,248186.106217,0.154704,0.00260965
0.0280036,82.7868079948,171.59,0.01,589.991,0.1,100,1570.46447945,88.4782423428,1570.46447945,1.00241,2.10022e-05,100,1671.53,1.13022,0.297444,1570.46447945,2.80712,1,211907.347869,751.083,211907.347869,0.211038,0.00296728
0.0161609,94.5823047567,171.11,0.01,591.178,0.1,100,1564.81757645,95.3277990852,1564.81757645,1.00058,5.78588e-06,100,1619.62,1.04901,0.49049,1564.81757645,1.61702,1,262464.179411,361.029,262464.179411,0.0579257,0.00490207
0.01621,95.6155402224,181.94,0.01,611.9,0.1,100,1666.82644674,96.4351803792,1666.82644674,0.990947,4.6318e-06,100,1714.07,1.03697,0.426599,1666.82644674,1.60632,1,333063.710222,297.806,333063.710222,0.0454831,0.00430497
0.0320833,84.7361020175,182.64,0.01,616.866,0.1,100,1672.99301614,89.7624314311,1672.99301614,1.00487,1.81954e-05,100,1773.18,1.11405,0.341429,1672.99301614,3.22397,1,314766.346567,740.885,314766.346567,0.183732,0.00339773
0.0329084,85.9003164296,174.84,0.01,704.966,0.1,100,1600.50661491,91.6232912943,1600.50661491,1.04459,1.65798e-05,100,1687.02,1.09143,0.369426,1600.50661491,3.43758,1,327767.802845,579.356,327767.802845,0.180914,0.00353656
0.017182,91.4377565964,175.9,0.01,514.491,0.1,100,1609.62854599,94.0772312704,1609.62854599,0.997252,9.4586e-06,100,1669.7,1.06296,0.42973,1609.62854599,1.71348,1,208800.842914,617.73,208800.842914,0.0940668,0.00430914
0.0307702,85.9807136057,175.73,0.01,775.158,0.1,100,1607.15629231,90.8095941588,1607.15629231,1.01657,1.64699e-05,100,1701.26,1.10121,0.217066,1607.15629231,3.12799,1,305135.643362,567.501,305135.643362,0.1702,0.00213529
0.0215987,90.5731099017,172.2,0.01,587.388,0.1,100,1575.19065346,93.1143033983,1575.19065346,1.00085,1.05132e-05,100,1634.87,1.07395,0.131644,1575.19065346,2.16171,1,206065.74288,602.28,206065.74288,0.10531,0.00131533
0.0252631,93.6836419062,177.13,0.01,497.769,0.1,100,1624.96734734,95.6579588655,1624.96734734,1.03133,6.81035e-06,100,1671.06,1.04539,0.351278,1624.96734734,2.60546,1,251245.031379,661.347,251245.031379,0.0724379,0.00340606
0.0187147,94.9518568823,177.3,0.01,461.94,0.1,100,1624.9023489,95.6148146628,1624.9023489,0.994095,5.37024e-06,100,1660.81,1.04586,0.321838,1624.9023489,1.86042,1,174944.058217,802.603,174944.058217,0.0530701,0.0032375
0.0204642,93.9287824841,169.41,0.01,431.952,0.1,100,1548.90731275,94.9914980392,1548.90731275,1.01753,6.52892e-06,100,1591.07,1.05273,0.516316,1548.90731275,2.0823,1,175942.081994,712.9,175942.081994,0.0675981,0.00507421
0.0136707,97.7990941486,173.23,0.01,486.286,0.1,100,1582.61020917,97.8349349902,1582.61020917,1.00225,2.27316e-06,100,1605.9,1.02213,0.564722,1582.61020917,1.37014,1,231952.611513,597.049,231952.611513,0.022834,0.00563455
0.563855,3.1162594211,184.22,0.01,4269.49,0.1,100,1690.42608426,41.8766069507,1690.42608426,2.27756,0.00314038,100,2729.07,2.38797,0.0657046,1690.42608426,128.421,1,244445.040001,1115.64,244445.040001,162.9,0.000288487
0.0156323,96.1522042188,180.83,0.01,507.508,0.1,100,1656.6328516,96.5261393355,1656.6328516,1.01178,4.0422e-06,100,1698.14,1.03599,0.523822,1656.6328516,1.58164,1,259227.659277,611.622,259227.659277,0.0413799,0.00517724
0.0189119,94.667836051,179.98,0.01,597.96,0.1,100,1650.95498722,94.0318010257,1650.95498722,0.968846,5.68939e-06,100,1702.37,1.06347,0.529745,1650.95498722,1.83227,1,270626.511756,733.798,270626.511756,0.0534042,0.00546779
0.16613,26.8293109038,182.88,0.01,1421.52,0.1,100,1674.5723198,72.5929475888,1674.5723198,1.02954,0.000275481,100,1922.47,1.37754,0.174201,1674.5723198,17.1037,1,266681.509827,725.12,266681.509827,2.91996,0.00169204
0.46109,4.59347599118,189.51,0.01,3671.05,0.1,100,1738.2817309,53.8195061295,1738.2817309,1.68444,0.00209798,100,2375.31,1.85806,0.126694,1738.2817309,77.668,1,336363.750479,824.738,336363.750479,59.527,0.000752144
0.0264941,87.8855410907,175.43,0.01,590.044,0.1,100,1604.0806546,92.8425137425,1604.0806546,1.03782,1.39236e-05,100,1670.63,1.07709,0.448171,1604.0806546,2.74961,1,220053.876108,668.965,220053.876108,0.149967,0.00431839
0.557216,3.1779528381,182.9,0.01,4899.9,0.1,100,1677.38985676,33.826352577,1677.38985676,1.86484,0.00307745,100,2825.97,2.95627,0.012464,1677.38985676,103.912,1,287671.883902,920.098,287671.883902,107.023,6.68367e-05
0.0238661,91.5111516214,186.82,0.01,730.961,0.1,100,1715.00401476,93.516169388,1715.00401476,0.99975,9.36998e-06,100,1798.64,1.06933,0.420013,1715.00401476,2.38602,1,359575.088545,427.534,359575.088545,0.093653,0.00420118
0.0274817,91.3701232342,177.04,0.01,594.644,0.1,100,1620.51154557,94.4044118822,1620.51154557,1.01819,9.54035e-06,100,1667.14,1.05927,0.479976,1620.51154557,2.79815,1,210818.915285,621.227,210818.915285,0.0989052,0.00471402
0.0149452,96.5223136222,169.93,0.01,521.604,0.1,100,1552.99533866,96.9817709914,1552.99533866,1.01974,3.63933e-06,100,1588.22,1.03112,0.59976,1552.99533866,1.52402,1,221117.79652,371.878,221117.79652,0.0378443,0.0058815
0.021745,94.0002780406,187.06,0.01,625.051,0.1,100,1714.94605388,94.4394633778,1714.94605388,0.98869,6.44713e-06,100,1769.23,1.05888,0.460341,1714.94605388,2.14991,1,249793.246133,648.509,249793.246133,0.0630213,0.00465606
0.0207565,88.2295820365,188.07,0.01,678.943,0.1,100,1725.92731226,91.5836690685,1725.92731226,1.01448,1.34754e-05,100,1809.29,1.0919,0.332463,1725.92731226,2.10571,1,326788.475874,695.271,326788.475874,0.138686,0.00327717
0.542973,3.3536041548,186.77,0.01,3393.58,0.1,100,1715.37673974,45.2391997621,1715.37673974,1.61352,0.00291098,100,2478.1,2.21047,0.0871491,1715.37673974,87.6097,1,256297.093146,1003.68,256297.093146,75.7854,0.000540119
0.0414975,84.9086424501,175.92,0.01,738.314,0.1,100,1609.12855994,91.6993406609,1609.12855994,0.991971,1.79532e-05,100,1687.8,1.09052,0.379619,1609.12855994,4.11643,1,273200.386865,511.691,273200.386865,0.176661,0.00382692
0.210285,17.9298789209,188.18,0.01,2866.79,0.1,100,1721.36693111,58.8098981635,1721.36693111,1.03486,0.000462352,100,2254.45,1.70039,0.0408846,1721.36693111,21.7615,1,500651.641798,657.71,500651.641798,4.95145,0.000395075
0.0278613,88.7584692127,182.45,0.01,616.474,0.1,100,1671.87267533,90.9993242803,1671.87267533,1.01594,1.27932e-05,100,1752.33,1.09891,0.451814,1671.87267533,2.83053,1,201129.664721,766.192,201129.664721,0.132043,0.00444726
0.0208122,87.8336154671,201.17,0.01,745.138,0.1,100,1849.70562142,91.6316282289,1849.70562142,0.971033,1.39916e-05,100,1941.35,1.09133,0.272756,1849.70562142,2.02093,1,345646.016338,784.787,345646.016338,0.131927,0.00280893
0.0222958,92.9941631798,185.61,0.01,676.308,0.1,100,1701.46267223,94.8583661887,1701.46267223,1.01861,7.60975e-06,100,1753.5,1.0542,0.505228,1701.46267223,2.27107,1,304372.261646,630.155,304372.261646,0.078956,0.00495998
