VarNormIw,VarDiscRet,AvgNormIw,MinNormIw,AvgRet,eRenyi2,MaxVanillaIw,J,AvgVanillaIw,AvgDiscRet,VanillaAvgRet,ESSClassic,BatchSize,Bound,AvgEpLen,MaxNormIw,MinVanillaIw,VarVanillaIw,ESSRenyi,VarJ,VarRet
0.001956451,20669.342025623653,0.01,6.2303225e-11,113.94176401086446,11.246246,54.746616,527.8018,1.3239143,113.94176401086446,113.94176401086446,4.909454605773887,100,285.17017,12.4,0.41352084,8.2484135e-09,34.291676,8.89185573528494,1445.0051,20669.342025623653
0.003818163,719683.1322812043,0.009999997,4.092109e-27,417.6800201448241,19.011536,76.08485,4524.545,1.471979,417.6800201448241,417.6800201448241,2.5773315125153973,100,2689.7192,42.75,0.5168881,6.023499e-25,82.729,5.259964364255101,3341.737,719683.1322812043
0.0005470458,3108018.2995407456,0.010000002,3.4408952e-18,1643.2475098264085,6.445237,15.37438,4665.358,1.2853448,1643.2475098264085,1643.2475098264085,15.586633187214455,100,3597.0264,165.15,0.11961288,4.4227367e-16,9.0378065,15.515332876316469,1227.0344,3108018.2995407456
0.00015079176,3732448.475730665,0.010000002,3.356809e-07,3547.8104069455226,2.3732967,5.025734,4898.019,0.9405258,3547.8104069455226,3547.8104069455226,40.11491365827696,100,4249.7393,355.21,0.053435363,3.1571657e-05,1.333887,42.13548116959779,288.9148,3732448.475730665
1.4907942e-05,361860.3994789096,0.01,0.0021525745,4873.293268024117,1.1532642,1.6906132,4959.7314,1.0158587,4873.293268024117,4873.293268024117,87.13923889894878,100,4507.8223,487.4,0.016642207,0.21867114,0.15384531,86.71040256118258,179.07098,361860.3994789096
5.230542e-06,136990.12256237149,0.01,0.0012081886,4950.031309830832,1.04592,1.270357,4991.1294,0.995419,4950.031309830832,4950.031309830832,95.07670533113799,100,4560.7656,495.03,0.012762033,0.12026539,0.051827297,95.60960553866374,62.85011,136990.12256237149
4.6566784e-06,217167.991655448,0.01,0.0017132689,4953.317414085765,1.043185,1.2704474,4991.9443,1.0137082,4953.317414085765,4953.317414085765,95.59305570806983,100,4562.1436,495.35,0.012532674,0.17367548,0.047852222,95.860274464139,80.12163,217167.991655448
1.3254493e-10,0.1548502320231001,0.010000002,0.0099457335,4999.896600018266,1.0000004,1.0012854,4999.897,0.9999048,4999.896600018266,4999.896600018266,99.99985884291034,100,4579.0864,500.0,0.010013808,0.99447864,1.3251994e-06,99.99996423722592,0.3898713,0.1548502320231001
4.978883e-06,137905.81831238267,0.01,0.0018985347,4953.408117340486,1.0446525,1.376005,4989.4644,0.99552315,4953.408117340486,4953.408117340486,95.3024683515933,100,4559.3613,495.37,0.01382193,0.18900353,0.04934404,95.72561558703576,77.49091,137905.81831238267
5.56384e-06,407246.0970732059,0.01,0.0007463368,4909.227095936721,1.0705134,1.3296968,4989.3696,1.0480425,4909.227095936721,4909.227095936721,94.77934639109347,100,4553.9756,490.95,0.012687432,0.07821927,0.061112847,93.41312590916132,79.753265,407246.0970732059
3.5044917e-18,0.0027801213228082285,0.009999998,0.01,4999.93912898144,1.0,1.0,4999.939,1.0,4999.93912898144,4999.93912898144,100.0,100,4579.1284,500.0,0.01,1.0,,100.0,0.052470446,0.0027801213228082285
2.2782162e-10,0.00610928525602021,0.01,0.009939343,4999.932585988814,1.0000032,1.0036489,4999.933,1.0001383,4999.932585988814,4999.932585988814,99.99975970774283,100,4579.122,500.0,0.0100351,0.9940717,2.2788586e-06,99.99967813595418,0.0775903,0.00610928525602021
3.5044917e-18,0.0041016172728624055,0.009999998,0.01,4999.933831167207,1.0,1.0,4999.934,1.0,4999.933831167207,4999.933831167207,100.0,100,4579.1235,500.0,0.01,1.0,,100.0,0.06375252,0.0041016172728624055
1.10261016e-10,0.00978658516048709,0.01,0.009955742,4999.929445654517,1.0000007,1.0011961,4999.93,0.9999731,4999.929445654517,4999.929445654517,99.99989318569358,100,4579.1196,500.0,0.01001223,0.9955475,1.1025556e-06,99.99992847447743,0.0981922,0.00978658516048709
3.5044917e-18,0.00466904916958571,0.009999998,0.01,4999.946844262729,1.0,1.0,4999.947,1.0,4999.946844262729,4999.946844262729,100.0,100,4579.136,500.0,0.01,1.0,,100.0,0.067998245,0.00466904916958571
7.0064716e-06,248997.0065870311,0.010000002,0.0019004405,4950.040456715099,1.051214,1.3443837,4990.458,0.9374518,4950.040456715099,4950.040456715099,93.51349923979677,100,4559.0063,495.02,0.014340831,0.17815714,0.06157398,95.12811085953608,95.15748,248997.0065870311
9.853022e-07,11024.12108331539,0.01,0.003325815,4989.44481094139,1.0103589,1.1093521,4996.453,1.017651,4989.44481094139,4989.44481094139,99.03397806991948,100,4573.4688,498.96,0.0109011065,0.33845186,0.010203924,98.97472775958482,34.979843,11024.12108331539
3.47314e-11,0.006105429201015157,0.01,0.00997375,4999.933459233029,1.0000002,1.0009423,4999.934,1.0000465,4999.933459233029,4999.933459233029,99.99998474192162,100,4579.1235,500.0,0.010008958,0.9974214,3.4735154e-07,99.99997615814777,0.07766092,0.006105429201015157
2.1645399e-11,0.004475362128356573,0.01,0.0099841235,4999.946944764884,1.0000001,1.0005703,4999.9473,0.9999851,4999.946944764884,4999.946944764884,99.99998092623264,100,4579.1367,500.0,0.010005852,0.99839747,2.1645056e-07,99.99998807907247,0.06652029,0.004475362128356573
3.5044917e-18,0.004107852272034038,0.009999998,0.01,4999.936511708983,1.0,1.0,4999.9365,1.0,4999.936511708983,4999.936511708983,100.0,100,4579.126,500.0,0.01,1.0,,100.0,0.06376132,0.004107852272034038
1.6278727e-11,0.0026313800602009545,0.01,0.009989855,4999.94778151101,1.0000001,1.0010064,4999.948,0.99999815,4999.94778151101,4999.94778151101,99.99997711177842,100,4579.1377,500.0,0.010010082,0.9989837,1.6278486e-07,99.99998807907247,0.05103716,0.0026313800602009545
5.7342846e-11,0.0025871503758539568,0.010000002,0.009977472,4999.953143693017,1.0000004,1.0009886,4999.9536,1.0000252,4999.953143693017,4999.953143693017,99.99994659560016,100,4579.143,500.0,0.010009635,0.9977722,5.7345807e-07,99.99996423722592,0.05059505,0.0025871503758539568
3.6662333e-11,0.003700549878763829,0.010000002,0.009979774,4999.942574336339,1.0000002,1.0009698,4999.943,0.99987775,4999.942574336339,4999.942574336339,99.9999504028921,100,4579.1323,500.0,0.010010921,0.9978555,3.6653492e-07,99.99997615814777,0.06048003,0.003700549878763829
