AvgNormIw,Bound,J,VarVanillaIw,VarRet,EpsThisIter,VanillaAvgRet,AvgVanillaIw,AvgEpLen,MaxVanillaIw,ESSRenyi,BatchSize,VarJ,AvgRet,AvgDiscRet,VarDiscRet,MaxNormIw,IterType,VarNormIw,eRenyi2,MinVanillaIw,ESSClassic,MinNormIw
0.01,307.4784,852.41077,45.99205,18670.40339418747,100,112.93948619549478,0.86934716,12.3,67.43798,2.5792557562552934,100,1604.4192,112.93948619549478,112.93948619549478,18670.40339418747,0.7757313,1,0.0060855006,38.770874,,1.6327481939601993,
0.01,1500.3157,3181.501,95.6012,376329.8559452344,100,344.06331345203085,1.6450775,35.41,96.84433,6.264336434706867,100,11145.485,344.06331345203085,344.06331345203085,376329.8559452344,0.5886916,1,0.0035325678,15.963383,1.2461812e-10,2.779907195461612,7.5752127e-13
0.01,3250.7695,4394.9014,15.722454,3147837.9449742394,100,1394.4568668951908,1.645702,140.34,24.912315,13.52761197028837,100,1811.3002,1394.4568668951908,1394.4568668951908,3147837.9449742394,0.15137804,1,0.00058052107,7.3922877,5.8688847e-06,14.821054141199292,3.566189e-08
0.01,3988.9778,4768.897,2.9436073,3259617.194730424,100,3295.364130215137,1.0992036,330.16,8.760252,29.11213453523354,100,607.3925,3295.364130215137,3295.364130215137,3259617.194730424,0.07969636,1,0.00024362597,3.4349937,8.189116e-06,29.309209781222826,7.450045e-08
0.01,4481.9556,4947.1987,0.22451438,521524.46113618044,100,4822.541634181787,1.0785338,482.37,1.8607601,81.81124058417262,100,204.63605,4822.541634181787,4822.541634181787,521524.46113618044,0.017252682,1,1.930086e-05,1.2223259,0.12169273,83.9575300270556,0.0011283164
0.01,4537.672,4975.6816,0.092751004,466721.25110820244,100,4879.183342960559,1.0009589,487.99,1.5057913,92.30081282206116,100,122.68669,4879.183342960559,4879.183342960559,466721.25110820244,0.015043487,1,9.257339e-06,1.0834141,0.02016034,91.60464413404486,0.00020141026
0.01,4561.6206,4988.916,0.037466154,39371.086856924005,100,4970.30851477076,0.9637312,497.07,1.2450672,96.9877026009273,100,66.49589,4970.30851477076,4970.30851477076,39371.086856924005,0.012919237,1,4.0339196e-06,1.0310585,0.26095334,96.15977741617843,0.0027077398
0.01,4452.8306,4884.504,0.1679477,39371.086856924005,100,4970.30851477076,1.1099459,497.07,3.8321028,190.0609927406857,200,630.57544,4970.30851477076,4897.4783851407465,328252.5532516879,0.03452513,,1.3632339e-05,1.0522938,0.8031695,88.10881229309163,0.007236114
0.005,4669.774,4981.7524,0.09267343,180847.46475606813,100,4939.652344067585,0.9869546,494.005,1.4697709,181.93815592106347,200,115.163765,4939.652344067585,4939.652344067585,180847.46475606813,0.00744599,1,2.3784876e-06,1.0992746,0.20372689,182.7045014134146,0.0010320985
0.009999998,4488.9707,4909.7812,,322294.03966589936,100,4909.781534346615,1.0,491.02,1.0,200.0,200,564.86383,4909.781534346615,4909.781534346615,322294.03966589936,0.01,2,3.5044917e-18,1.0,1.0,100.0,0.01
0.005,4584.73,4914.4062,0.48153836,180847.46475606813,100,4939.652344067585,1.1970675,494.005,4.908532,244.39309320050074,300,629.6186,4939.652344067585,4925.092723659858,262397.8482529861,0.02050232,,8.401052e-06,1.2275306,0.68037814,149.88437574219458,0.0028418538
0.0033333334,4727.5527,4983.9404,0.10568979,173354.77891494412,100,4941.0331168893235,0.9959676,494.14,1.5079002,269.38792550043337,300,104.50683,4941.0331168893235,4941.0331168893235,173354.77891494412,0.0050466843,1,1.1838592e-06,1.1136357,0.13729812,271.2006018909089,0.00045951334
0.009999998,4575.02,4995.8306,,1681.1532360077686,100,4995.830666702888,1.0,499.6,1.0,300.0,300,40.796326,4995.830666702888,4995.830666702888,1681.1532360077686,0.01,2,3.5044917e-18,1.0,1.0,100.0,0.01
0.0049999994,4682.017,4979.575,,67779.753551944,100,4979.575395403355,1.0,497.975,1.0,300.0,300,259.6938,4979.575395403355,4979.575395403355,67779.753551944,0.005,2,2.179301e-19,1.0,1.0,200.00000010221265,0.005
0.0033333334,4747.782,4993.381,0.023928316,45203.10698679301,100,4986.3522791767955,1.0119667,498.65,1.2073005,293.5762966571545,300,91.94792,4986.3522791767955,4986.3522791767955,45203.10698679301,0.003976747,1,2.5961944e-07,1.0218809,0.42398185,293.1726504835923,0.0013965607
0.009999998,4526.788,4947.5986,,154266.54810681642,100,4947.5984954440255,1.0,494.79,1.0,300.0,300,390.799,4947.5984954440255,4947.5984954440255,154266.54810681642,0.01,2,3.5044917e-18,1.0,1.0,100.0,0.01
0.0049999994,4674.904,4972.462,,77703.2756987999,100,4972.461604452856,1.0,497.27,1.0,300.0,300,278.05533,4972.461604452856,4972.461604452856,77703.2756987999,0.005,2,2.179301e-19,1.0,1.0,200.00000010221265,0.005
0.0033333334,4732.604,4979.42,0.05359644,45203.10698679301,100,4986.3522791767955,1.0218198,498.65,2.3585916,387.58366745255097,400,265.80325,4986.3522791767955,4981.616770023902,51883.755060883566,0.007694088,,5.703543e-07,1.0320352,0.82829416,285.39872322585416,0.0027020227
0.0025,4777.0664,4990.202,0.02607769,40587.41944406408,100,4983.920660912819,1.0049105,498.41,1.2606361,389.8162540852691,400,111.6762,4983.920660912819,4983.920660912819,40587.41944406408,0.00313619,1,1.6139657e-07,1.0261245,0.3940122,389.9552204780585,0.0009802171
0.009999998,4579.0967,4999.907,,0.013671897914294092,100,4999.907127636426,1.0,500.0,1.0,400.0,400,0.11634517,4999.907127636426,4999.907127636426,0.013671897914294092,0.01,2,3.5044917e-18,1.0,1.0,100.0,0.01
0.0049999994,4699.9077,4997.466,,1200.8368304286387,100,4997.465532451256,1.0,499.76,1.0,400.0,400,34.566345,4997.465532451256,4997.465532451256,1200.8368304286387,0.005,2,2.179301e-19,1.0,1.0,200.00000010221265,0.005
0.0033333336,4755.3267,4998.2817,,800.5583632946186,100,4998.281678153953,1.0,499.84,1.0,400.0,400,28.246937,4998.281678153953,4998.281678153953,800.5583632946186,0.0033333334,2,5.4391416e-20,1.0,1.0,299.999969473632,0.0033333334
0.0025,4786.307,4997.1367,0.004343813,1417.89556385026,100,4996.2173904223155,0.99961275,499.64,1.1129863,398.3918729769145,400,28.528887,4996.2173904223155,4996.2173904223155,1417.89556385026,0.002783544,1,2.7169872e-08,1.0040365,0.6507277,398.2729319818268,0.0016274495
0.009999998,4579.081,4999.8916,,0.07794205987556742,100,4999.892179983252,1.0,500.0,1.0,400.0,400,0.2777821,4999.892179983252,4999.892179983252,0.07794205987556742,0.01,2,3.5044917e-18,1.0,1.0,100.0,0.01
0.0049999994,4702.3457,4999.904,,0.04435108383032977,100,4999.9035789899235,1.0,500.0,1.0,400.0,400,0.21007173,4999.9035789899235,4999.9035789899235,0.04435108383032977,0.005,2,2.179301e-19,1.0,1.0,200.00000010221265,0.005
0.0033333336,4754.7847,4997.7397,,1408.4553675301283,100,4997.739149326724,1.0,499.7866666666667,1.0,400.0,400,37.466785,4997.739149326724,4997.739149326724,1408.4553675301283,0.0033333334,2,5.4391416e-20,1.0,1.0,299.999969473632,0.0033333334
0.0025,4787.983,4998.4824,0.0007278595,1056.3632456656164,100,4998.287131837815,0.99985963,499.84,1.0430217,399.6411684416887,400,28.575794,4998.287131837815,4998.287131837815,1056.3632456656164,0.0026079202,1,4.550399e-09,1.0008979,0.8627084,399.7096663169513,0.0021570737
0.009999998,4579.1196,4999.93,,0.00531505061905894,100,4999.930528064228,1.0,500.0,1.0,400.0,400,0.072562136,4999.930528064228,4999.930528064228,0.00531505061905894,0.01,2,3.5044917e-18,1.0,1.0,100.0,0.01
0.0049999994,4701.1167,4998.675,,312.3359768685034,100,4998.67498161626,1.0,499.88,1.0,400.0,400,17.628803,4998.67498161626,4998.67498161626,312.3359768685034,0.005,2,2.179301e-19,1.0,1.0,200.00000010221265,0.005
0.0033333336,4752.735,4995.69,,3285.5719047834978,100,4995.689690184879,1.0,499.58666666666664,1.0,400.0,400,57.224297,4995.689690184879,4995.689690184879,3285.5719047834978,0.0033333334,2,5.4391416e-20,1.0,1.0,299.999969473632,0.0033333334
0.0025,4786.3438,4996.8486,0.0007889393,1056.3632456656164,100,4998.287131837815,1.0008954,499.84,1.1591402,499.5259968120308,500,48.05421,4998.287131837815,4996.747940204804,2465.4899784250547,0.0028952581,,4.922053e-09,1.0009489,0.9587528,399.68596747141123,0.002394738
0.002,4805.8916,4995.7983,0.018149476,31564.01429647026,100,4990.775556450173,1.005067,499.09,1.1840584,491.0129715662752,500,70.14155,4990.775556450173,4990.775556450173,31564.01429647026,0.0023561781,1,7.186776e-08,1.018303,0.36930966,491.19239639366117,0.0007348956
0.009999998,4572.7236,4993.534,,4098.259547685184,100,4993.534577467848,1.0,499.37,1.0,500.0,500,63.696754,4993.534577467848,4993.534577467848,4098.259547685184,0.01,2,3.5044917e-18,1.0,1.0,100.0,0.01
0.0049999994,4684.8765,4982.4346,,23912.4452363527,100,4982.434583899732,1.0,498.265,1.0,500.0,500,154.2494,4982.434583899732,4982.434583899732,23912.4452363527,0.005,2,2.179301e-19,1.0,1.0,200.00000010221265,0.005
0.0033333336,4745.3115,4988.2666,,15983.234527603894,100,4988.26684349615,1.0,498.8433333333333,1.0,500.0,500,126.21393,4988.26684349615,4988.26684349615,15983.234527603894,0.0033333334,2,5.4391416e-20,1.0,1.0,299.999969473632,0.0033333334
0.0024999997,4776.551,4986.956,,19069.50278118479,100,4986.956040088063,1.0,498.7125,1.0,500.0,500,137.91963,4986.956040088063,4986.956040088063,19069.50278118479,0.0025,2,5.434597e-20,1.0,1.0,400.0,0.0025
0.0019999999,4804.8623,4995.652,0.029080952,17313.443926715587,100,4987.511043530413,1.0026329,498.768,1.2079947,486.47925775651424,500,44.6349,4987.511043530413,4987.511043530413,17313.443926715587,0.0024096454,1,1.15713696e-07,1.027793,0.26411164,485.96986375966793,0.0005268362
0.009999998,4579.121,4999.9316,,0.004628136748504052,100,4999.931883343241,1.0,500.0,1.0,500.0,500,0.06768534,4999.931883343241,4999.931883343241,0.004628136748504052,0.01,2,3.5044917e-18,1.0,1.0,100.0,0.01
0.0049999994,4702.3726,4999.9307,,0.005844158482697107,100,4999.930851615037,1.0,500.0,1.0,500.0,500,0.07625564,4999.930851615037,4999.930851615037,0.005844158482697107,0.005,2,2.179301e-19,1.0,1.0,200.00000010221265,0.005
0.0033333336,4756.9727,4999.9277,,0.006892786358920516,100,4999.927473266703,1.0,500.0,1.0,500.0,500,0.08288134,4999.927473266703,4999.927473266703,0.006892786358920516,0.0033333334,2,5.4391416e-20,1.0,1.0,299.999969473632,0.0033333334
0.0024999997,4783.9155,4994.321,,12553.682277775553,100,4994.32059198128,1.0,499.4425,1.0,500.0,500,111.903076,4994.32059198128,4994.32059198128,12553.682277775553,0.0025,2,5.434597e-20,1.0,1.0,400.0,0.0025
0.002,4808.665,4997.7036,0.009030026,10042.95542926519,100,4995.441961671091,0.9993667,499.554,1.1233108,495.53191152525574,500,49.71337,4995.441961671091,4995.441961671091,10042.95542926519,0.0022480453,1,3.6165897e-08,1.0090168,0.49574527,495.5286500893032,0.0009921188
0.009999998,4559.0073,4979.818,,40402.112576789936,100,4979.817887834794,1.0,498.0,1.0,500.0,500,199.99524,4979.817887834794,4979.817887834794,40402.112576789936,0.01,2,3.5044917e-18,1.0,1.0,100.0,0.01
0.0049999994,4692.3174,4989.8755,,20201.212916620792,100,4989.875625983923,1.0,499.0,1.0,500.0,500,141.7752,4989.875625983923,4989.875625983923,20201.212916620792,0.005,2,2.179301e-19,1.0,1.0,200.00000010221265,0.005
0.0033333336,4750.27,4993.225,,13467.46398280946,100,4993.224678999953,1.0,499.3333333333333,1.0,500.0,500,115.85583,4993.224678999953,4993.224678999953,13467.46398280946,0.0033333334,2,5.4391416e-20,1.0,1.0,299.999969473632,0.0033333334
0.0024999997,4784.4976,4994.903,,10100.629534179054,100,4994.90273751209,1.0,499.5,1.0,500.0,500,100.3762,4994.90273751209,4994.90273751209,10100.629534179054,0.0025,2,5.434597e-20,1.0,1.0,400.0,0.0025
0.002,4809.405,4998.412,0.00909884,8080.494745035306,100,4995.906467773688,0.9985516,499.6,1.1133281,495.6968852424336,500,33.891823,4995.906467773688,4995.906467773688,8080.494745035306,0.002229886,1,3.6501014e-08,1.0086809,0.37638706,495.4875782353277,0.000753866
