AvgVanillaIw,AvgEpLen,VarVanillaIw,eRenyi2,Delta,MinVanillaIw,VarDiscRet,AvgDiscRet,J,VarJ,VanillaAvgRet,AvgRet,Bound,MinNormIw,MaxVanillaIw,EpsThisIter,IterType,VarNormIw,VarRet,ESSClassic,MaxNormIw,ESSRenyi,AvgNormIw,BatchSize
1.02242,500.0,0.182405,1.09741,0.1,0.437109,47623.8121873,-1083.00167131,-1035.87,302.146,-1083.00167131,-1083.00167131,-1651.95,0.00427525,3.66873,100,1,1.74494e-05,47623.8121873,85.2697678003,0.0358829,91.1233121466,0.01,100
0.973163,500.0,0.0215756,1.01948,0.1,0.524636,42759.5456716,-1119.61078206,-1107.63,195.411,-1119.61078206,-1119.61078206,-1701.7,0.00539104,1.33504,100,1,2.2782e-06,42759.5456716,97.7943397653,0.0137186,98.088867358,0.01,100
0.986648,500.0,0.0628709,1.05749,0.1,0.280537,77365.5985149,-1088.07303715,-1056.27,260.464,-1088.07303715,-1088.07303715,-1661.08,0.00284333,1.46552,100,1,6.45841e-06,77365.5985149,93.9904331328,0.0148536,94.5638732214,0.01,100
0.923145,500.0,0.246255,1.21482,0.1,0.168146,27564.1020958,-1061.52994993,-996.844,260.725,-1061.52994993,-1061.52994993,-1421.16,0.00182144,2.58311,100,1,2.88965e-05,27564.1020958,77.7559087128,0.0279816,82.3166391889,0.01,100
1.01797,500.0,0.104653,1.09589,0.1,0.107405,58379.010195,-993.989667175,-945.197,269.219,-993.989667175,-993.989667175,-1561.22,0.00105509,1.7745,100,1,1.00991e-05,58379.010195,90.9106270073,0.0174318,91.2497326777,0.01,100
0.981057,500.0,0.166869,1.14422,0.1,0.163231,75246.2572764,-982.243204737,-904.132,267.898,-982.243204737,-982.243204737,-1533.67,0.00166383,1.9017,100,1,1.73376e-05,75246.2572764,85.3503051677,0.0193842,87.3956716857,0.01,100
0.985923,500.0,0.33286,1.24051,0.1,0.0269508,119804.755824,-956.552965823,-829.679,294.203,-956.552965823,-956.552965823,-1484.87,0.000273356,2.24978,100,1,3.42433e-05,119804.755824,74.6821455354,0.022819,80.6118522738,0.01,100
0.969767,500.0,0.159766,1.15042,0.1,0.210107,94465.7564884,-903.141035774,-824.523,260.148,-903.141035774,-903.141035774,-1455.41,0.00216657,1.75773,100,1,1.69883e-05,94465.7564884,85.6028981535,0.0181253,86.9246349233,0.01,100
0.977119,500.0,0.16101,1.12152,0.1,0.209709,60907.622307,-820.990236575,-748.977,183.125,-820.990236575,-820.990236575,-1371.88,0.00214619,2.16596,100,1,1.68639e-05,60907.622307,85.6932493862,0.0221668,89.1650049533,0.01,100
0.984043,500.0,0.1159,1.1013,0.1,0.2155,90931.4651699,-799.591691191,-738.356,225.382,-799.591691191,-799.591691191,-1355.43,0.00218994,1.58986,100,1,1.1969e-05,90931.4651699,89.4060468671,0.0161564,90.8015535596,0.01,100
0.975183,500.0,0.0768576,1.06135,0.1,0.286155,69213.5192719,-769.26585357,-733.867,212.669,-769.26585357,-769.26585357,-1340.28,0.00293437,1.68922,100,1,8.08191e-06,69213.5192719,92.5916700015,0.0173221,94.2198492502,0.01,100
1.01388,500.0,0.0697401,1.053,0.1,0.253359,78726.2158874,-735.292382015,-702.053,214.531,-735.292382015,-735.292382015,-1306.39,0.0024989,1.45353,100,1,6.78435e-06,78726.2158874,93.7062302467,0.0143362,94.9668070461,0.01,100
0.981104,500.0,0.0838186,1.05932,0.1,0.0860756,50896.4904148,-705.241243653,-663.465,128.878,-705.241243653,-705.241243653,-1268.89,0.000877333,1.48602,100,1,8.70783e-06,50896.4904148,92.0634377333,0.0151464,94.4005767156,0.01,100
0.963895,500.0,0.118145,1.09799,0.1,0.211054,11426.3927597,-666.230916346,-635.445,83.1238,-666.230916346,-666.230916346,-954.233,0.0021896,1.82087,100,1,1.27161e-05,11426.3927597,88.8186750578,0.0188907,91.0751418603,0.01,100
1.00873,500.0,0.05163,1.03749,0.1,0.265899,10154.2263519,-639.12629633,-626.616,84.4329,-639.12629633,-639.12629633,-955.697,0.00263599,1.4214,100,1,5.07406e-06,10154.2263519,95.216957959,0.014091,96.3866917413,0.01,100
1.00599,500.0,0.0245715,1.01704,0.1,0.711777,23044.0550393,-630.180301756,-620.08,123.219,-630.180301756,-630.180301756,-1213.03,0.00707536,1.46709,100,1,2.42795e-06,23044.0550393,97.6527547082,0.0145835,98.3244099967,0.01,100
1.00901,500.0,0.0218862,1.0216,0.1,0.607903,3832.52214427,-615.964148086,-610.822,60.0638,-615.964148086,-615.964148086,-855.339,0.00602476,1.53321,100,1,2.14972e-06,3832.52214427,97.9161283358,0.0151952,97.8853832172,0.01,100
0.993444,500.0,0.0300879,1.02296,0.1,0.322601,43416.3516411,-649.937513002,-632.315,151.955,-649.937513002,-649.937513002,-1227.09,0.0032473,1.21465,100,1,3.04863e-06,43416.3516411,97.0703254638,0.0122267,97.7554696211,0.01,100
0.994557,500.0,0.0259494,1.02246,0.1,0.50687,26886.4960359,-630.010967829,-615.003,102.711,-630.010967829,-630.010967829,-1209.97,0.00509644,1.32187,100,1,2.62342e-06,26886.4960359,97.4685696259,0.0132911,97.8033614029,0.01,100
0.992317,500.0,0.015003,1.01047,0.1,0.652214,23256.6127191,-630.950215567,-624.842,141.399,-630.950215567,-630.950215567,-1215.92,0.00657264,1.26811,100,1,1.52363e-06,23256.6127191,98.5139559355,0.0127793,98.9637635782,0.01,100
0.998816,500.0,0.0187515,1.01639,0.1,0.496244,24607.6259304,-619.375850312,-609.145,108.787,-619.375850312,-619.375850312,-1201.96,0.00496832,1.20986,100,1,1.87959e-06,24607.6259304,98.1732133176,0.0121129,98.3870640475,0.01,100
1.00106,500.0,0.0130126,1.0129,0.1,0.659477,23060.1481067,-619.638434461,-611.661,113.512,-619.638434461,-619.638434461,-1203.66,0.0065878,1.21974,100,1,1.29852e-06,23060.1481067,98.7308130688,0.0121845,98.72685948,0.01,100
1.00271,500.0,0.0174431,1.01354,0.1,0.632218,23182.6508569,-619.611636808,-611.492,124.075,-619.611636808,-619.611636808,-1203.44,0.00630508,1.36738,100,1,1.73489e-06,23182.6508569,98.3114893358,0.0136368,98.6640389528,0.01,100
0.968803,500.0,0.0373058,1.03151,0.1,0.355527,4490.02172269,-600.258783251,-592.229,63.4086,-600.258783251,-600.258783251,-848.729,0.00366976,1.3723,100,1,3.97471e-06,4490.02172269,96.2140484597,0.0141649,96.9450089594,0.01,100
1.00638,500.0,0.0073949,1.00994,0.1,0.744872,22700.4134971,-607.477803605,-601.436,118.78,-607.477803605,-607.477803605,-1191.94,0.00740152,1.13756,100,1,7.30148e-07,22700.4134971,99.2823292701,0.0113035,99.0157452897,0.01,100
1.15407,500.0,2.45199,1.0,0.1,4.34435e-06,2410.11460846,-582.842561939,-572.586,55.8671,-582.842561939,-582.842561939,-812.043,3.76436e-08,7.88522,100,1,0.000184099,2410.11460846,35.4286038547,0.068325,99.9999880791,0.01,100
0.983979,500.0,0.0387858,1.03514,0.1,0.44087,11547.0531329,-589.770373296,-577.833,91.6964,-589.770373296,-589.770373296,-920.606,0.00448048,1.50233,100,1,4.0059e-06,11547.0531329,96.1854236835,0.0152679,96.6050084708,0.01,100
1.00003,500.0,0.0252768,1.01958,0.1,0.477782,4338.7867532,-572.933100685,-567.034,56.5355,-572.933100685,-572.933100685,-853.519,0.00477768,1.3009,100,1,2.52753e-06,4338.7867532,97.5588568269,0.0130086,98.0795778347,0.01,100
1.00808,500.0,0.0270679,1.02203,0.1,0.57068,9531.26935973,-575.742007823,-567.445,71.8846,-575.742007823,-575.742007823,-921.688,0.00566103,1.48044,100,1,2.66355e-06,9531.26935973,97.4308681457,0.0146857,97.8444863648,0.01,100
1.00442,500.0,0.0410054,1.03024,0.1,0.467011,8666.49208486,-577.167150679,-565.574,69.9922,-577.167150679,-577.167150679,-922.645,0.00464957,1.54883,100,1,4.06455e-06,8666.49208486,96.1317866865,0.0154201,97.0645314326,0.01,100
0.999719,500.0,0.0310591,1.02546,0.1,0.574985,2747.67226052,-558.303032834,-553.144,54.268,-558.303032834,-558.303032834,-766.318,0.00575146,1.51588,100,1,3.10765e-06,2747.67226052,97.015284258,0.0151631,97.5175854313,0.01,100
1.00052,500.0,0.0254642,1.02056,0.1,0.330301,6148.86066832,-564.772109733,-556.256,54.1324,-564.772109733,-564.772109733,-904.42,0.00330131,1.43227,100,1,2.5438e-06,6148.86066832,97.5435123265,0.0143153,97.9857720674,0.01,100
1.01211,500.0,0.022718,1.01685,0.1,0.519944,7324.604166,-555.737104503,-549.123,64.8235,-555.737104503,-555.737104503,-897.214,0.00513724,1.37773,100,1,2.21777e-06,7324.604166,97.8516013836,0.0136125,98.3426340574,0.01,100
1.01378,500.0,0.014478,1.01031,0.1,0.725815,22415.7949138,-561.806205934,-555.512,121.935,-561.806205934,-561.806205934,-1146.42,0.00715949,1.3346,100,1,1.40871e-06,22415.7949138,98.6245536984,0.0131646,98.9791304627,0.01,100
0.986103,500.0,0.020098,1.0192,0.1,0.65068,2225.72567222,-560.842476813,-557.019,46.9568,-560.842476813,-560.842476813,-763.899,0.0065985,1.35211,100,1,2.06685e-06,2225.72567222,97.9948201348,0.0137116,98.1158857849,0.01,100
0.990199,500.0,0.0201077,1.01401,0.1,0.58419,23647.4498541,-562.043836691,-553.162,107.285,-562.043836691,-562.043836691,-1145.26,0.00589973,1.31074,100,1,2.05077e-06,23647.4498541,98.0101576395,0.0132371,98.6183614362,0.01,100
1.00282,500.0,0.0199547,1.01576,0.1,0.586593,5625.62327079,-546.535063724,-541.0,59.9779,-546.535063724,-546.535063724,-874.521,0.00584941,1.28074,100,1,1.98425e-06,5625.62327079,98.073422441,0.0127713,98.4484577291,0.01,100
1.00015,500.0,0.0211174,1.01601,0.1,0.611986,2077.39567695,-532.02340715,-528.847,45.5107,-532.02340715,-532.02340715,-732.792,0.00611897,1.30611,100,1,2.11113e-06,2077.39567695,97.9527843967,0.0130592,98.423992688,0.01,100
1.00038,500.0,0.0154506,1.0132,0.1,0.528366,3462.51399337,-536.987445337,-532.83,47.4421,-536.987445337,-536.987445337,-822.307,0.00528166,1.32105,100,1,1.54388e-06,3462.51399337,98.4945608238,0.0132054,98.6971345903,0.01,100
1.02412,500.0,0.0159331,1.01343,0.1,0.403973,4270.23733155,-536.858116034,-531.937,48.9535,-536.858116034,-536.858116034,-835.217,0.00394458,1.17197,100,1,1.51914e-06,4270.23733155,98.5183209678,0.0114436,98.6750412822,0.01,100
0.999111,500.0,0.0213464,1.01698,0.1,0.668943,2644.31895826,-527.895670928,-524.473,51.7061,-527.895670928,-527.895670928,-734.636,0.00669537,1.6204,100,1,2.13844e-06,2644.31895826,97.9268430275,0.0162184,98.3303686711,0.01,100
0.999717,500.0,0.0165252,1.01442,0.1,0.618343,2006.68116091,-524.628512658,-521.879,44.4567,-524.628512658,-524.628512658,-713.849,0.00618518,1.22485,100,1,1.65346e-06,2006.68116091,98.3894579611,0.012252,98.5784948996,0.01,100
0.992028,500.0,0.0248061,1.01771,0.1,0.577612,1629.744003,-530.915748587,-527.576,40.5653,-530.915748587,-530.915748587,-721.906,0.00582254,1.50459,100,1,2.52064e-06,1629.744003,97.5653157253,0.0151668,98.2598675017,0.01,100
1.00956,500.0,0.0820359,1.04526,0.1,0.452726,2644.50112614,-528.822631756,-520.61,55.7153,-528.822631756,-528.822631756,-722.892,0.00448439,2.17241,100,1,8.04898e-06,2644.50112614,92.6196172636,0.0215184,95.6698175277,0.01,100
1.00797,500.0,0.0149617,1.01541,0.1,0.685022,2226.49574542,-520.218587118,-517.345,47.0398,-520.218587118,-520.218587118,-712.129,0.00679607,1.23264,100,1,1.47262e-06,2226.49574542,98.5630815786,0.012229,98.4821141361,0.01,100
0.997511,500.0,0.0231319,1.01992,0.1,0.460419,1908.94867595,-519.566585069,-515.674,42.4795,-519.566585069,-519.566585069,-713.407,0.00461567,1.26137,100,1,2.32475e-06,1908.94867595,97.7502789053,0.0126451,98.0469866763,0.01,100
0.957049,500.0,0.0311267,1.02171,0.1,0.569644,1650.38707784,-525.091988377,-521.332,41.6846,-525.091988377,-525.091988377,-703.264,0.00595209,1.32327,100,1,3.39832e-06,1650.38707784,96.7452125305,0.0138266,97.8755497808,0.01,100
0.995683,500.0,0.0238199,1.01861,0.1,0.544352,2038.46686263,-521.151820668,-517.326,43.635,-521.151820668,-521.151820668,-720.816,0.00546712,1.43817,100,1,2.40269e-06,2038.46686263,97.6766427678,0.014444,98.1731957214,0.01,100
0.999992,500.0,0.0203501,1.01768,0.1,0.590276,2483.69458313,-511.718349733,-508.403,49.9792,-511.718349733,-511.718349733,-699.848,0.00590281,1.39917,100,1,2.03504e-06,2483.69458313,98.025097774,0.0139918,98.2622730793,0.01,100
1.00298,500.0,0.0172813,1.01522,0.1,0.481555,2109.71503177,-510.690153621,-507.316,41.8621,-510.690153621,-510.690153621,-713.757,0.00480125,1.1842,100,1,1.71788e-06,2109.71503177,98.3277421629,0.0118068,98.5005008038,0.01,100
0.991886,500.0,0.03133,1.02518,0.1,0.681972,2067.11431673,-500.365986221,-496.001,47.8158,-500.365986221,-500.365986221,-677.334,0.0068755,1.57526,100,1,3.18446e-06,2067.11431673,96.9437330237,0.0158815,97.5441085326,0.01,100
0.994296,500.0,0.0146106,1.00918,0.1,0.739105,1590.1580162,-516.125813331,-514.3,38.4193,-516.125813331,-516.125813331,-713.599,0.00743346,1.38359,100,1,1.47787e-06,1590.1580162,98.557999146,0.0139153,99.0899809548,0.01,100
1.01166,500.0,0.0327497,1.02032,0.1,0.731004,1447.38074294,-505.744410968,-502.091,37.6014,-505.744410968,-505.744410968,-683.304,0.0072258,1.76472,100,1,3.19993e-06,1447.38074294,96.9293359718,0.0174439,98.0081532013,0.01,100
1.00816,500.0,0.00745297,1.0057,0.1,0.798887,23135.381622,-519.498398606,-516.006,130.448,-519.498398606,-519.498398606,-1105.77,0.00792421,1.3227,100,1,7.33281e-07,23135.381622,99.2792720802,0.0131199,99.4327716998,0.01,100
1.02734,500.0,0.023474,1.01785,0.1,0.55144,1966.9877789,-496.249436849,-492.861,43.1188,-496.249436849,-496.249436849,-675.346,0.00536762,1.36702,100,1,2.22411e-06,1966.9877789,97.8455661884,0.0133063,98.2460003202,0.01,100
0.998831,500.0,0.0109983,1.01057,0.1,0.607371,3540.75039594,-506.623691223,-503.519,49.4178,-506.623691223,-506.623691223,-764.711,0.00608082,1.18845,100,1,1.10241e-06,3540.75039594,98.9203904377,0.0118984,98.953723967,0.01,100
0.970909,500.0,0.0168228,1.0139,0.1,0.634562,1743.45075555,-501.982426251,-499.585,41.6642,-501.982426251,-501.982426251,-678.129,0.00653575,1.23446,100,1,1.7846e-06,1743.45075555,98.2639175239,0.0127145,98.6295275261,0.01,100
1.0044,500.0,0.0326488,1.01946,0.1,0.551749,2059.57870921,-496.157376512,-492.473,46.0588,-496.157376512,-496.157376512,-687.929,0.00549332,2.03961,100,1,3.23634e-06,2059.57870921,96.8955121055,0.0203067,98.0915054446,0.01,100
1.00517,500.0,0.0211605,1.01686,0.1,0.718275,1542.17665771,-494.409971896,-491.618,41.1321,-494.409971896,-494.409971896,-663.832,0.00714582,1.64018,100,1,2.09435e-06,1542.17665771,97.9687132409,0.0163175,98.341838559,0.01,100
0.998436,500.0,0.037986,1.02798,0.1,0.608698,1753.80732888,-490.311131306,-485.362,43.5262,-490.311131306,-490.311131306,-672.381,0.00609651,1.70725,100,1,3.81051e-06,1753.80732888,96.3647256674,0.0170993,97.2779118261,0.01,100
0.996677,500.0,0.0717294,1.04259,0.1,0.569288,2073.67377365,-488.264343088,-481.418,53.7097,-488.264343088,-488.264343088,-658.712,0.00571186,2.19675,100,1,7.22085e-06,2073.67377365,93.3283258264,0.0220407,95.9150227965,0.01,100
1.0078,500.0,0.0174458,1.01601,0.1,0.703429,1890.29146956,-482.958226471,-480.312,44.067,-482.958226471,-482.958226471,-654.526,0.00697987,1.29747,100,1,1.7177e-06,1890.29146956,98.3279082829,0.0128743,98.4240619769,0.01,100
1.00404,500.0,0.0184153,1.01395,0.1,0.549043,1746.91839818,-489.536848107,-486.968,40.7623,-489.536848107,-489.536848107,-666.653,0.00546833,1.30922,100,1,1.82674e-06,1746.91839818,98.2236780194,0.0130396,98.6243094124,0.01,100
0.993509,500.0,0.0127524,1.01052,0.1,0.618884,1516.37929846,-480.635066177,-478.739,37.9398,-480.635066177,-480.635066177,-657.012,0.00622927,1.16346,100,1,1.29196e-06,1516.37929846,98.7371166417,0.0117106,98.9587902138,0.01,100
1.00376,500.0,0.0110984,1.00978,0.1,0.684515,1938.5483736,-483.264369889,-481.417,43.6528,-483.264369889,-483.264369889,-669.101,0.00681952,1.25417,100,1,1.10154e-06,1938.5483736,98.9212051126,0.0124947,99.0314556734,0.01,100
0.999458,500.0,0.0237358,1.01901,0.1,0.680077,1744.48740378,-487.976529366,-484.69,43.8605,-487.976529366,-487.976529366,-661.627,0.00680445,1.54114,100,1,2.37615e-06,1744.48740378,97.7016805961,0.0154197,98.1346410765,0.01,100
