Bound,VarJ,VarDiscRet,AvgNormIw,MaxNormIw,MinNormIw,Delta,BatchSize,VarVanillaIw,AvgRet,VarRet,ESSClassic,AvgDiscRet,EpsThisIter,VanillaAvgRet,ESSRenyi,J,AvgVanillaIw,eRenyi2,IterType,AvgEpLen,VarNormIw,MaxVanillaIw,MinVanillaIw
4789.872,0.087002225,0.007643625498873322,0.009999998,0.01,0.01,0.85,500,,4999.913844617946,0.007643625498873322,100.0,4999.913844617946,100,4999.913844617946,500.0,4999.914,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.395,0.085592605,0.007136553860214568,0.0049999994,0.005,0.005,0.85,500,,4999.919845254266,0.007136553860214568,200.00000010221265,4999.919845254266,100,4999.919845254266,500.0,4999.917,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.645,0.08511794,0.007034638956084968,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.903544687156,0.007034638956084968,299.999969473632,4999.903544687156,100,4999.903544687156,500.0,4999.9126,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.893,0.08457401,0.006931072008625119,0.0024999997,0.0025,0.0025,0.85,500,,4999.9173180854405,0.006931072008625119,400.0,4999.9173180854405,100,4999.9173180854405,500.0,4999.914,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.98,0.08507642,0.007642415946544459,0.0020000003,0.002,0.002,0.85,500,,4999.910037869663,0.007642415946544459,500.00000664260017,4999.910037869663,100,4999.910037869663,500.0,4999.9136,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.8696,0.12564304,0.015945644179425008,0.009999998,0.01,0.01,0.85,500,,4999.91142454013,0.015945644179425008,100.0,4999.91142454013,100,4999.91142454013,500.0,4999.9116,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.3706,0.15639044,0.03276340209247308,0.0049999994,0.005,0.005,0.85,500,,4999.874239722351,0.03276340209247308,200.00000010221265,4999.874239722351,100,4999.874239722351,500.0,4999.8926,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.6323,0.13795075,0.007953985172993016,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.914026888569,0.007953985172993016,299.999969473632,4999.914026888569,100,4999.914026888569,500.0,4999.9,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.879,0.12855798,0.00910851033843277,0.0024999997,0.0025,0.0025,0.85,500,,4999.899738527574,0.00910851033843277,400.0,4999.899738527574,100,4999.899738527574,500.0,4999.9,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.971,0.12047639,0.00618492638773433,0.0020000003,0.002,0.002,0.85,500,,4999.9203918406765,0.00618492638773433,500.00000664260017,4999.9203918406765,100,4999.9203918406765,500.0,4999.905,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.8755,0.08435735,0.0071856174533434,0.009999998,0.01,0.01,0.85,500,,4999.917309568005,0.0071856174533434,100.0,4999.917309568005,100,4999.917309568005,500.0,4999.9175,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.3833,0.09267504,0.00990638884673105,0.0049999994,0.005,0.005,0.85,500,,4999.894700015044,0.00990638884673105,200.00000010221265,4999.894700015044,100,4999.894700015044,500.0,4999.9053,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.635,0.109484024,0.018919218778794707,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.8970800061,0.018919218778794707,299.999969473632,4999.8970800061,100,4999.8970800061,500.0,4999.9023,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.8833,0.10627089,0.009286825799290223,0.0024999997,0.0025,0.0025,0.85,500,,4999.908324110159,0.009286825799290223,400.0,4999.908324110159,100,4999.908324110159,500.0,4999.9043,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.9717,0.10378027,0.008883492988802128,0.002,0.0020029987,0.001992487,0.85,500,5.661489e-07,4999.906031104103,0.008883492988802128,499.9996894969879,4999.906031104103,100,4999.906031104103,499.9998211861296,4999.9053,0.99995124,1.0000004,1,500.0,2.2648164e-12,1.0014505,0.99619496
4789.8623,0.18776636,0.03560361616614091,0.009999998,0.01,0.01,0.85,500,,4999.904501990518,0.03560361616614091,100.0,4999.904501990518,100,4999.904501990518,500.0,4999.9043,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.3765,0.18937448,0.03675852243655717,0.0049999994,0.005,0.005,0.85,500,,4999.892085236387,0.03675852243655717,200.00000010221265,4999.892085236387,100,4999.892085236387,500.0,4999.8984,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.634,0.16355462,0.008571196166236889,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.906160576666,0.008571196166236889,299.999969473632,4999.906160576666,100,4999.906160576666,500.0,4999.9014,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4882.3813,249.68243,249990.4041572658,0.0024999997,0.0025,0.0025,0.85,500,,4949.904923310272,249990.4041572658,400.0,4949.904923310272,100,4949.904923310272,500.0,4987.4023,1.0,1.0,2,495.01,5.434597e-20,1.0,1.0
4901.7227,46.709595,0.008659886629318464,0.002,0.0025509533,0.00039522018,0.85,500,0.045343164,4999.912092023771,0.008659886629318464,478.675943822548,4999.912092023771,100,4999.912092023771,477.7475097194183,4997.819,1.0078783,1.0465779,1,500.0,1.7854825e-07,1.2855253,0.19916694
4789.8623,0.10199365,0.010510377249267094,0.009999998,0.01,0.01,0.85,500,,4999.904132372299,0.010510377249267094,100.0,4999.904132372299,100,4999.904132372299,500.0,4999.9043,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.3887,0.09245778,0.006663891268357742,0.0049999994,0.005,0.005,0.85,500,,4999.918090546762,0.006663891268357742,200.00000010221265,4999.918090546762,100,4999.918090546762,500.0,4999.9106,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.6426,0.089944474,0.007244701933983396,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.910218008677,0.007244701933983396,299.999969473632,4999.910218008677,100,4999.910218008677,500.0,4999.91,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.886,0.090274855,0.008272349360959278,0.0024999997,0.0025,0.0025,0.85,500,,4999.897122213857,0.008272349360959278,400.0,4999.897122213857,100,4999.897122213857,500.0,4999.907,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.976,0.08910416,0.007091024634430853,0.0020000003,0.002,0.002,0.85,500,,4999.91737468031,0.007091024634430853,500.00000664260017,4999.91737468031,100,4999.91737468031,500.0,4999.9097,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.8765,0.07658649,0.005926459217779606,0.009999998,0.01,0.01,0.85,500,,4999.918630166912,0.005926459217779606,100.0,4999.918630166912,100,4999.918630166912,500.0,4999.9185,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.391,0.08182182,0.007544864978799577,0.0049999994,0.005,0.005,0.85,500,,4999.908366296965,0.007544864978799577,200.00000010221265,4999.908366296965,100,4999.908366296965,500.0,4999.913,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.643,0.096849516,0.014843416051816194,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.90486703818,0.014843416051816194,299.999969473632,4999.90486703818,100,4999.90486703818,500.0,4999.9106,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.89,0.094716884,0.007812955352813773,0.0024999997,0.0025,0.0025,0.85,500,,4999.914031613369,0.007812955352813773,400.0,4999.914031613369,100,4999.914031613369,500.0,4999.911,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.9775,0.09281118,0.007237524493224223,0.0020000003,0.002,0.002,0.85,500,,4999.906769079441,0.007237524493224223,500.00000664260017,4999.906769079441,100,4999.906769079441,500.0,4999.911,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.8643,0.09352437,0.008837153916152177,0.009999998,0.01,0.01,0.85,500,,4999.905911499414,0.008837153916152177,100.0,4999.905911499414,100,4999.905911499414,500.0,4999.9062,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.382,0.11030254,0.01574014289624554,0.0049999994,0.005,0.005,0.85,500,,4999.902047276986,0.01574014289624554,200.00000010221265,4999.902047276986,100,4999.902047276986,500.0,4999.904,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.6367,0.1058527,0.009377000905104644,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.904821108053,0.009377000905104644,299.999969473632,4999.904821108053,100,4999.904821108053,500.0,4999.9043,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.885,0.10259419,0.008549663129259321,0.0024999997,0.0025,0.0025,0.85,500,,4999.909782099643,0.008549663129259321,400.0,4999.909782099643,100,4999.909782099643,500.0,4999.906,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.9688,0.10991322,0.01838035825357161,0.002,0.0020050483,0.0019865306,0.85,500,2.2629745e-06,4999.884100591761,0.01838035825357161,499.9988414660669,4999.884100591761,100,4999.884100591761,499.9992847452859,4999.9023,0.9999263,1.0000014,1,500.0,9.0532165e-12,1.0024503,0.99319214
4789.874,0.11691345,0.013797318725966281,0.009999998,0.01,0.01,0.85,500,,4999.916401252372,0.013797318725966281,100.0,4999.916401252372,100,4999.916401252372,500.0,4999.916,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.3906,0.10941287,0.010344972271337913,0.0049999994,0.005,0.005,0.85,500,,4999.909315463701,0.010344972271337913,200.00000010221265,4999.909315463701,100,4999.909315463701,500.0,4999.9126,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.6426,0.10534631,0.009404487446499299,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.904941869707,0.009404487446499299,299.999969473632,4999.904941869707,100,4999.904941869707,500.0,4999.91,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.887,0.10477917,0.01066471035642837,0.0024999997,0.0025,0.0025,0.85,500,,4999.9013023777115,0.01066471035642837,400.0,4999.9013023777115,100,4999.9013023777115,500.0,4999.908,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.975,0.10239961,0.00860025964020361,0.0020000003,0.002,0.002,0.85,500,,4999.909901657135,0.00860025964020361,500.00000664260017,4999.909901657135,100,4999.909901657135,500.0,4999.9087,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.862,0.10959348,0.012129040025721523,0.009999998,0.01,0.01,0.85,500,,4999.903808216748,0.012129040025721523,100.0,4999.903808216748,100,4999.903808216748,500.0,4999.904,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.39,0.094240926,0.005671066017824611,0.0049999994,0.005,0.005,0.85,500,,4999.920805953434,0.005671066017824611,200.00000010221265,4999.920805953434,100,4999.920805953434,500.0,4999.912,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.648,0.0903646,0.006726880304102894,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.922796610353,0.006726880304102894,299.999969473632,4999.922796610353,100,4999.922796610353,500.0,4999.9155,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.892,0.0892241,0.007355438874849311,0.0024999997,0.0025,0.0025,0.85,500,,4999.906500841655,0.007355438874849311,400.0,4999.906500841655,100,4999.906500841655,500.0,4999.913,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.98,0.08838443,0.007264867930148199,0.0020000003,0.002,0.002,0.85,500,,4999.908845049812,0.007264867930148199,500.00000664260017,4999.908845049812,100,4999.908845049812,500.0,4999.9136,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.8677,0.10421257,0.010967878164963652,0.009999998,0.01,0.01,0.85,500,,4999.910481532574,0.010967878164963652,100.0,4999.910481532574,100,4999.910481532574,500.0,4999.9097,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.392,0.09577804,0.007539567954450124,0.0049999994,0.005,0.005,0.85,500,,4999.917366418306,0.007539567954450124,200.00000010221265,4999.917366418306,100,4999.917366418306,500.0,4999.914,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.6406,0.1018948,0.012729274196376783,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.896780312378,0.012729274196376783,299.999969473632,4999.896780312378,100,4999.896780312378,500.0,4999.908,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.8833,0.10804292,0.015520831605577178,0.0024999997,0.0025,0.0025,0.85,500,,4999.892802428392,0.015520831605577178,400.0,4999.892802428392,100,4999.892802428392,500.0,4999.9043,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.975,0.10403703,0.0074348078077827685,0.002,0.0020059624,0.0019867073,0.85,500,2.8896652e-06,4999.922096692578,0.0074348078077827685,499.99856252587205,4999.922096692578,100,4999.922096692578,499.99880790994666,4999.9087,0.9998993,1.0000024,1,500.0,1.15609865e-11,1.0028802,0.9932537
4789.861,0.098655626,0.009827080665553567,0.009999998,0.01,0.01,0.85,500,,4999.902875473138,0.009827080665553567,100.0,4999.902875473138,100,4999.902875473138,500.0,4999.903,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.393,0.08742822,0.005325689471437756,0.0049999994,0.005,0.005,0.85,500,,4999.9265900586415,0.005325689471437756,200.00000010221265,4999.9265900586415,100,4999.9265900586415,500.0,4999.915,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.6436,0.0867604,0.007272340670178602,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.9029753511695,0.007272340670178602,299.999969473632,4999.9029753511695,100,4999.9029753511695,500.0,4999.911,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.893,0.08743758,0.008004037370472018,0.0024999997,0.0025,0.0025,0.85,500,,4999.920556959567,0.008004037370472018,400.0,4999.920556959567,100,4999.920556959567,500.0,4999.914,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.977,0.14056046,0.06872318231885365,0.0020000003,0.002,0.002,0.85,500,,4999.898312519269,0.06872318231885365,500.00000664260017,4999.898312519269,100,4999.898312519269,500.0,4999.9106,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.8545,0.10662468,0.011481249085684622,0.009999998,0.01,0.01,0.85,500,,4999.896791784265,0.011481249085684622,100.0,4999.896791784265,100,4999.896791784265,500.0,4999.8965,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.3794,0.1056421,0.011007767281209016,0.0049999994,0.005,0.005,0.85,500,,4999.906997663415,0.011007767281209016,200.00000010221265,4999.906997663415,100,4999.906997663415,500.0,4999.9014,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.634,0.10603563,0.011529699083698905,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.900232701449,0.011529699083698905,299.999969473632,4999.900232701449,100,4999.900232701449,500.0,4999.9014,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.8804,0.10217693,0.008112009198273205,0.0024999997,0.0025,0.0025,0.85,500,,4999.902259874559,0.008112009198273205,400.0,4999.902259874559,100,4999.902259874559,500.0,4999.9014,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.968,0.10468964,0.013153834051654805,0.0020000003,0.002,0.002,0.85,500,,4999.896963510643,0.013153834051654805,500.00000664260017,4999.896963510643,100,4999.896963510643,500.0,4999.9014,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.8794,0.08164709,0.006732033895083849,0.009999998,0.01,0.01,0.85,500,,4999.921566358034,0.006732033895083849,100.0,4999.921566358034,100,4999.921566358034,500.0,4999.9214,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.398,0.08202469,0.006849699886291296,0.0049999994,0.005,0.005,0.85,500,,4999.918058533062,0.006849699886291296,200.00000010221265,4999.918058533062,100,4999.918058533062,500.0,4999.92,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.6514,0.08398333,0.0077728459263143685,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.916870035805,0.0077728459263143685,299.999969473632,4999.916870035805,100,4999.916870035805,500.0,4999.919,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.895,0.08498372,0.007690120337008029,0.0024999997,0.0025,0.0025,0.85,500,,4999.906463721854,0.007690120337008029,400.0,4999.906463721854,100,4999.906463721854,500.0,4999.916,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.9824,0.08368136,0.006183301310692611,0.0020000003,0.002,0.002,0.85,500,,4999.914924539602,0.006183301310692611,500.00000664260017,4999.914924539602,100,4999.914924539602,500.0,4999.916,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
4789.877,0.10014021,0.01012761351564195,0.009999998,0.01,0.01,0.85,500,,4999.919457030149,0.01012761351564195,100.0,4999.919457030149,100,4999.919457030149,500.0,4999.919,1.0,1.0,2,500.0,3.5044917e-18,1.0,1.0
4851.384,0.10002673,0.00969791358836438,0.0049999994,0.005,0.005,0.85,500,,4999.89193971804,0.00969791358836438,200.00000010221265,4999.89193971804,100,4999.89193971804,500.0,4999.906,1.0,1.0,2,500.0,2.179301e-19,1.0,1.0
4878.64,0.09900968,0.00947027095690351,0.0033333336,0.0033333334,0.0033333334,0.85,500,,4999.911382373863,0.00947027095690351,299.999969473632,4999.911382373863,100,4999.911382373863,500.0,4999.9077,1.0,1.0,2,500.0,5.4391416e-20,1.0,1.0
4894.8853,0.1054893,0.015236270968451282,0.0024999997,0.0025,0.0025,0.85,500,,4999.903149865335,0.015236270968451282,400.0,4999.903149865335,100,4999.903149865335,500.0,4999.9062,1.0,1.0,2,500.0,5.434597e-20,1.0,1.0
4905.972,0.106495485,0.012262185301662443,0.0020000003,0.002,0.002,0.85,500,,4999.899033180461,0.012262185301662443,500.00000664260017,4999.899033180461,100,4999.899033180461,500.0,4999.906,1.0,1.0,1,500.0,5.431875e-20,1.0,1.0
