BatchSize,VarDiscRet,J,VarVanillaIw,MaxVanillaIw,AvgDiscRet,AvgEpLen,IterType,eRenyi2,AvgVanillaIw,MinVanillaIw,MaxNormIw,VanillaAvgRet,VarRet,AvgRet,EpsThisIter,VarNormIw,MinNormIw,Delta,AvgNormIw,Bound,ESSRenyi,VarJ,ESSClassic
500,409766.648025,4223.57,,1.0,4146.45225092,447.94,2,1.0,1.0,1.0,0.00333333,4146.45225092,409766.648025,4146.45225092,100,5.43914e-20,0.00333333,0.6,0.00333333,4002.95,500.0,590.722,299.999969474
500,275948.301597,4232.35,,1.0,4258.70036874,460.3,2,1.0,1.0,1.0,0.0025,4258.70036874,275948.301597,4258.70036874,100,5.4346e-20,0.0025,0.6,0.0025,4041.29,500.0,574.667,400.0
500,343924.60361,4232.02,,1.0,4230.67246519,457.21,1,1.0,1.0,1.0,0.002,4230.67246519,343924.60361,4230.67246519,100,5.43187e-20,0.002,0.6,0.002,4061.13,500.0,576.448,500.000006643
500,331918.221793,4258.43,,1.0,4258.43472586,460.21,2,1.0,1.0,1.0,0.01,4258.43472586,331918.221793,4258.43472586,100,3.50449e-18,0.01,0.6,0.01,3876.35,500.0,573.236,100.0
500,342031.720663,4259.91,,1.0,4261.38324633,460.23,2,1.0,1.0,1.0,0.005,4261.38324633,342031.720663,4261.38324633,100,2.1793e-19,0.005,0.6,0.005,3989.74,500.0,577.588,200.000000102
500,284000.47817,4268.56,,1.0,4285.85362459,462.84,2,1.0,1.0,1.0,0.00333333,4285.85362459,284000.47817,4285.85362459,100,5.43914e-20,0.00333333,0.6,0.00333333,4047.96,500.0,562.383,299.999969474
500,252951.196028,4282.73,,1.0,4325.2408793,466.74,2,1.0,1.0,1.0,0.0025,4325.2408793,252951.196028,4325.2408793,100,5.4346e-20,0.0025,0.6,0.0025,4091.68,500.0,548.1,400.0
500,304057.209825,4286.05,,1.0,4299.35778598,464.07,1,1.0,1.0,1.0,0.002,4299.35778598,304057.209825,4299.35778598,100,5.43187e-20,0.002,0.6,0.002,4115.17,500.0,548.251,500.000006643
500,369028.822519,4174.0,,1.0,4173.99965153,451.24,2,1.0,1.0,1.0,0.01,4173.99965153,369028.822519,4173.99965153,100,3.50449e-18,0.01,0.6,0.01,3791.93,500.0,604.432,100.0
500,328356.177896,4222.46,,1.0,4270.91935469,460.88,2,1.0,1.0,1.0,0.005,4270.91935469,328356.177896,4270.91935469,100,2.1793e-19,0.005,0.6,0.005,3952.29,500.0,589.537,200.000000102
500,415674.946601,4201.23,,1.0,4158.76998446,449.08,2,1.0,1.0,1.0,0.00333333,4158.76998446,415674.946601,4158.76998446,100,5.43914e-20,0.00333333,0.6,0.00333333,3980.62,500.0,608.093,299.999969474
500,306007.010615,4217.61,,1.0,4266.75718502,460.58,2,1.0,1.0,1.0,0.0025,4266.75718502,306007.010615,4266.75718502,100,5.4346e-20,0.0025,0.6,0.0025,4026.56,500.0,594.873,400.0
500,337494.796426,4223.99,,1.0,4249.49466038,458.53,1,1.0,1.0,1.0,0.002,4249.49466038,337494.796426,4249.49466038,100,5.43187e-20,0.002,0.6,0.002,4053.1,500.0,591.681,500.000006643
500,341666.849254,4208.61,,1.0,4208.61122876,454.86,2,1.0,1.0,1.0,0.01,4208.61122876,341666.849254,4208.61122876,100,3.50449e-18,0.01,0.6,0.01,3826.5,500.0,581.593,100.0
500,339172.702942,4218.67,,1.0,4228.73611375,456.72,2,1.0,1.0,1.0,0.005,4228.73611375,339172.702942,4228.73611375,100,2.1793e-19,0.005,0.6,0.005,3948.48,500.0,580.618,200.000000102
500,374316.673269,4237.05,,1.0,4273.79538623,461.27,2,1.0,1.0,1.0,0.00333333,4273.79538623,374316.673269,4273.79538623,100,5.43914e-20,0.00333333,0.6,0.00333333,4016.44,500.0,590.715,299.999969474
500,299053.838582,4234.51,,1.0,4226.8865362,456.58,2,1.0,1.0,1.0,0.0025,4226.8865362,299053.838582,4226.8865362,100,5.4346e-20,0.0025,0.6,0.0025,4043.45,500.0,579.434,400.0
500,385883.601413,4231.48,,1.0,4219.37432803,455.29,1,1.0,1.0,1.0,0.002,4219.37432803,385883.601413,4219.37432803,100,5.43187e-20,0.002,0.6,0.002,4060.59,500.0,587.398,500.000006643
500,429938.865455,4184.16,,1.0,4184.15917457,452.16,2,1.0,1.0,1.0,0.01,4184.15917457,429938.865455,4184.15917457,100,3.50449e-18,0.01,0.6,0.01,3802.28,500.0,652.411,100.0
500,370178.483875,4214.24,,1.0,4244.32755594,458.29,2,1.0,1.0,1.0,0.005,4244.32755594,370178.483875,4244.32755594,100,2.1793e-19,0.005,0.6,0.005,3944.05,500.0,630.05,200.000000102
500,362328.280065,4230.16,,1.0,4261.99699047,460.0,2,1.0,1.0,1.0,0.00333333,4261.99699047,362328.280065,4261.99699047,100,5.43914e-20,0.00333333,0.6,0.00333333,4009.55,500.0,620.256,299.999969474
500,467861.3276,4211.51,,1.0,4155.57371183,449.69,2,1.0,1.0,1.0,0.0025,4155.57371183,467861.3276,4155.57371183,100,5.4346e-20,0.0025,0.6,0.0025,4020.46,500.0,636.692,400.0
500,385483.525776,4220.46,,1.0,4256.2500935,459.34,1,1.0,1.0,1.0,0.002,4256.2500935,385483.525776,4256.2500935,100,5.43187e-20,0.002,0.6,0.002,4049.58,500.0,633.204,500.000006643
500,354174.337783,4255.68,,1.0,4255.68475141,458.88,2,1.0,1.0,1.0,0.01,4255.68475141,354174.337783,4255.68475141,100,3.50449e-18,0.01,0.6,0.01,3873.58,500.0,592.142,100.0
500,405607.260167,4163.11,,1.0,4070.53952716,440.7,2,1.0,1.0,1.0,0.005,4070.53952716,405607.260167,4070.53952716,100,2.1793e-19,0.005,0.6,0.005,3892.92,500.0,620.211,200.000000102
500,340113.207807,4187.77,,1.0,4237.07169802,458.06,2,1.0,1.0,1.0,0.00333333,4237.07169802,340113.207807,4237.07169802,100,5.43914e-20,0.00333333,0.6,0.00333333,3967.16,500.0,608.189,299.999969474
500,255618.023723,4214.2,,1.0,4293.49063437,463.27,2,1.0,1.0,1.0,0.0025,4293.49063437,255618.023723,4293.49063437,100,5.4346e-20,0.0025,0.6,0.0025,4023.14,500.0,585.476,400.0
500,276662.096945,4223.72,,1.0,4261.83277369,460.99,1,1.0,1.0,1.0,0.002,4261.83277369,276662.096945,4261.83277369,100,5.43187e-20,0.002,0.6,0.002,4052.84,500.0,573.906,500.000006643
500,320522.21891,4257.56,,1.0,4257.55525217,459.33,2,1.0,1.0,1.0,0.01,4257.55525217,320522.21891,4257.55525217,100,3.50449e-18,0.01,0.6,0.01,3875.46,500.0,563.309,100.0
500,381389.178613,4252.08,,1.0,4246.61147054,458.41,2,1.0,1.0,1.0,0.005,4246.61147054,381389.178613,4246.61147054,100,2.1793e-19,0.005,0.6,0.005,3981.9,500.0,589.471,200.000000102
500,363672.783773,4227.45,,1.0,4178.18716882,451.19,2,1.0,1.0,1.0,0.00333333,4178.18716882,363672.783773,4178.18716882,100,5.43914e-20,0.00333333,0.6,0.00333333,4006.85,500.0,594.034,299.999969474
500,278369.097542,4245.68,,1.0,4300.3519001,464.42,2,1.0,1.0,1.0,0.0025,4300.3519001,278369.097542,4300.3519001,100,5.4346e-20,0.0025,0.6,0.0025,4054.63,500.0,578.403,400.0
500,311819.457891,4248.97,,1.0,4262.15808146,459.94,1,1.0,1.0,1.0,0.002,4262.15808146,311819.457891,4262.15808146,100,5.43187e-20,0.002,0.6,0.002,4078.09,500.0,573.954,500.000006643
500,314087.80813,4254.13,,1.0,4254.13308114,459.55,2,1.0,1.0,1.0,0.01,4254.13308114,314087.80813,4254.13308114,100,3.50449e-18,0.01,0.6,0.01,3872.05,500.0,557.626,100.0
500,422022.900846,4242.3,,1.0,4230.47030101,456.85,2,1.0,1.0,1.0,0.005,4230.47030101,422022.900846,4230.47030101,100,2.1793e-19,0.005,0.6,0.005,3972.13,500.0,603.751,200.000000102
500,340884.801969,4244.98,,1.0,4250.32427415,459.56,2,1.0,1.0,1.0,0.00333333,4250.32427415,340884.801969,4250.32427415,100,5.43914e-20,0.00333333,0.6,0.00333333,4024.38,500.0,596.252,299.999969474
500,233267.445583,4281.41,,1.0,4390.70725351,473.18,2,1.0,1.0,1.0,0.0025,4390.70725351,233267.445583,4390.70725351,100,5.4346e-20,0.0025,0.6,0.0025,4090.36,500.0,573.021,400.0
500,335475.8171,4275.37,,1.0,4251.19468798,458.8,1,1.0,1.0,1.0,0.002,4251.19468798,335475.8171,4251.19468798,100,5.43187e-20,0.002,0.6,0.002,4104.48,500.0,573.805,500.000006643
500,348791.988748,4196.16,,1.0,4196.15898316,453.93,2,1.0,1.0,1.0,0.01,4196.15898316,348791.988748,4196.15898316,100,3.50449e-18,0.01,0.6,0.01,3814.17,500.0,587.626,100.0
500,321906.181327,4251.68,,1.0,4307.19198874,464.82,2,1.0,1.0,1.0,0.005,4307.19198874,321906.181327,4307.19198874,100,2.1793e-19,0.005,0.6,0.005,3981.5,500.0,578.859,200.000000102
500,328758.353596,4258.15,,1.0,4271.08589257,461.25,2,1.0,1.0,1.0,0.00333333,4271.08589257,328758.353596,4271.08589257,100,5.43914e-20,0.00333333,0.6,0.00333333,4037.53,500.0,576.159,299.999969474
500,296961.943881,4265.99,,1.0,4289.51025597,463.1,2,1.0,1.0,1.0,0.0025,4289.51025597,296961.943881,4289.51025597,100,5.4346e-20,0.0025,0.6,0.0025,4074.93,500.0,568.025,400.0
500,341736.448553,4235.5,,1.0,4113.53336943,445.11,1,1.0,1.0,1.0,0.002,4113.53336943,341736.448553,4113.53336943,100,5.43187e-20,0.002,0.6,0.002,4064.61,500.0,574.024,500.000006643
500,312719.454816,4290.28,,1.0,4290.2824861,462.93,2,1.0,1.0,1.0,0.01,4290.2824861,312719.454816,4290.2824861,100,3.50449e-18,0.01,0.6,0.01,3908.17,500.0,556.41,100.0
500,336194.906723,4253.87,,1.0,4217.45487427,455.23,2,1.0,1.0,1.0,0.005,4217.45487427,336194.906723,4217.45487427,100,2.1793e-19,0.005,0.6,0.005,3983.68,500.0,567.925,200.000000102
500,394492.803401,4228.44,,1.0,4177.59385129,450.86,2,1.0,1.0,1.0,0.00333333,4177.59385129,394492.803401,4177.59385129,100,5.43914e-20,0.00333333,0.6,0.00333333,4007.83,500.0,588.644,299.999969474
500,320811.997219,4238.22,,1.0,4267.5507714,460.58,2,1.0,1.0,1.0,0.0025,4267.5507714,320811.997219,4267.5507714,100,5.4346e-20,0.0025,0.6,0.0025,4047.17,500.0,582.721,400.0
500,308235.929538,4249.17,,1.0,4292.98317192,463.43,1,1.0,1.0,1.0,0.002,4292.98317192,308235.929538,4292.98317192,100,5.43187e-20,0.002,0.6,0.002,4078.29,500.0,577.201,500.000006643
500,391130.063054,4250.59,,1.0,4250.59286681,458.89,2,1.0,1.0,1.0,0.01,4250.59286681,391130.063054,4250.59286681,100,3.50449e-18,0.01,0.6,0.01,3868.49,500.0,622.269,100.0
500,469933.960964,4168.36,,1.0,4086.13579061,441.49,2,1.0,1.0,1.0,0.005,4086.13579061,469933.960964,4086.13579061,100,2.1793e-19,0.005,0.6,0.005,3898.17,500.0,658.018,200.000000102
500,421918.736193,4158.48,,1.0,4138.71905622,447.42,2,1.0,1.0,1.0,0.00333333,4138.71905622,421918.736193,4138.71905622,100,5.43914e-20,0.00333333,0.6,0.00333333,3937.87,500.0,654.284,299.999969474
500,405259.435304,4157.12,,1.0,4153.01332499,448.75,2,1.0,1.0,1.0,0.0025,4153.01332499,405259.435304,4153.01332499,100,5.4346e-20,0.0025,0.6,0.0025,3966.06,500.0,649.132,400.0
500,397526.044296,4158.68,,1.0,4164.94737083,450.57,1,1.0,1.0,1.0,0.002,4164.94737083,397526.044296,4164.94737083,100,5.43187e-20,0.002,0.6,0.002,3987.8,500.0,644.84,500.000006643
500,321500.154195,4260.9,,1.0,4260.90163564,460.24,2,1.0,1.0,1.0,0.01,4260.90163564,321500.154195,4260.90163564,100,3.50449e-18,0.01,0.6,0.01,3878.85,500.0,564.168,100.0
500,409928.817114,4210.75,,1.0,4160.58905152,449.38,2,1.0,1.0,1.0,0.005,4160.58905152,409928.817114,4160.58905152,100,2.1793e-19,0.005,0.6,0.005,3940.57,500.0,603.799,200.000000102
500,348608.424162,4221.27,,1.0,4242.30973434,457.92,2,1.0,1.0,1.0,0.00333333,4242.30973434,348608.424162,4242.30973434,100,5.43914e-20,0.00333333,0.6,0.00333333,4000.67,500.0,598.591,299.999969474
500,390337.515066,4211.27,,1.0,4181.27355502,451.9,2,1.0,1.0,1.0,0.0025,4181.27355502,390337.515066,4181.27355502,100,5.4346e-20,0.0025,0.6,0.0025,4020.22,500.0,604.683,400.0
500,324196.465049,4223.04,,1.0,4270.1225727,460.95,1,1.0,1.0,1.0,0.002,4270.1225727,324196.465049,4270.1225727,100,5.43187e-20,0.002,0.6,0.002,4052.16,500.0,597.711,500.000006643
500,313830.129146,4260.36,,1.0,4260.35728748,460.03,2,1.0,1.0,1.0,0.01,4260.35728748,313830.129146,4260.35728748,100,3.50449e-18,0.01,0.6,0.01,3878.25,500.0,557.397,100.0
500,290464.526268,4255.32,,1.0,4250.2904678,459.33,2,1.0,1.0,1.0,0.005,4250.2904678,290464.526268,4250.2904678,100,2.1793e-19,0.005,0.6,0.005,3985.13,500.0,546.947,200.000000102
500,250396.477692,4285.98,,1.0,4347.28935625,469.43,2,1.0,1.0,1.0,0.00333333,4347.28935625,250396.477692,4347.28935625,100,5.43914e-20,0.00333333,0.6,0.00333333,4065.37,500.0,532.864,299.999969474
500,245726.113246,4295.25,,1.0,4323.05507258,467.06,2,1.0,1.0,1.0,0.0025,4323.05507258,245726.113246,4323.05507258,100,5.4346e-20,0.0025,0.6,0.0025,4104.19,500.0,523.482,400.0
500,371157.890737,4279.92,,1.0,4218.60569641,455.57,1,1.0,1.0,1.0,0.002,4218.60569641,371157.890737,4218.60569641,100,5.43187e-20,0.002,0.6,0.002,4109.03,500.0,541.9,500.000006643
500,216544.644276,4356.12,,1.0,4356.11846671,470.34,2,1.0,1.0,1.0,0.01,4356.11846671,216544.644276,4356.11846671,100,3.50449e-18,0.01,0.6,0.01,3974.03,500.0,463.011,100.0
500,379259.532225,4282.97,,1.0,4209.83010544,454.9,2,1.0,1.0,1.0,0.005,4209.83010544,379259.532225,4209.83010544,100,2.1793e-19,0.005,0.6,0.005,4012.78,500.0,547.972,200.000000102
500,260679.122156,4313.12,,1.0,4373.41575168,471.1,2,1.0,1.0,1.0,0.00333333,4373.41575168,260679.122156,4373.41575168,100,5.43914e-20,0.00333333,0.6,0.00333333,4092.51,500.0,536.679,299.999969474
500,297250.843683,4306.23,,1.0,4285.56817171,462.62,2,1.0,1.0,1.0,0.0025,4285.56817171,297250.843683,4285.56817171,100,5.4346e-20,0.0025,0.6,0.0025,4115.17,500.0,538.266,400.0
500,313915.569545,4306.82,,1.0,4309.15413136,464.74,1,1.0,1.0,1.0,0.002,4309.15413136,313915.569545,4309.15413136,100,5.43187e-20,0.002,0.6,0.002,4135.93,500.0,542.163,500.000006643
500,279713.394959,4345.38,,1.0,4345.38250876,468.76,2,1.0,1.0,1.0,0.01,4345.38250876,279713.394959,4345.38250876,100,3.50449e-18,0.01,0.6,0.01,3963.34,500.0,526.228,100.0
500,278742.273676,4319.85,,1.0,4294.31164797,463.81,2,1.0,1.0,1.0,0.005,4294.31164797,278742.273676,4294.31164797,100,2.1793e-19,0.005,0.6,0.005,4049.65,500.0,526.391,200.000000102
500,272673.506871,4296.86,,1.0,4250.88464173,459.27,2,1.0,1.0,1.0,0.00333333,4250.88464173,272673.506871,4250.88464173,100,5.43914e-20,0.00333333,0.6,0.00333333,4076.24,500.0,525.133,299.999969474
500,303564.651362,4275.36,,1.0,4210.8441345,455.5,2,1.0,1.0,1.0,0.0025,4210.8441345,303564.651362,4210.8441345,100,5.4346e-20,0.0025,0.6,0.0025,4084.3,500.0,532.299,400.0
500,324777.266858,4268.8,,1.0,4242.55713358,458.08,1,1.0,1.0,1.0,0.002,4242.55713358,324777.266858,4242.55713358,100,5.43187e-20,0.002,0.6,0.002,4097.91,500.0,539.585,500.000006643
500,295040.569255,4273.52,,1.0,4273.5243978,461.72,2,1.0,1.0,1.0,0.01,4273.5243978,295040.569255,4273.5243978,100,3.50449e-18,0.01,0.6,0.01,3891.46,500.0,540.454,100.0
500,329845.696976,4250.05,,1.0,4226.58531798,456.71,2,1.0,1.0,1.0,0.005,4226.58531798,329845.696976,4226.58531798,100,2.1793e-19,0.005,0.6,0.005,3979.86,500.0,556.659,200.000000102
500,285814.551198,4262.7,,1.0,4287.99301606,463.07,2,1.0,1.0,1.0,0.00333333,4287.99301606,285814.551198,4287.99301606,100,5.43914e-20,0.00333333,0.6,0.00333333,4042.09,500.0,548.834,299.999969474
500,326499.159513,4249.68,,1.0,4210.6198013,454.72,2,1.0,1.0,1.0,0.0025,4210.6198013,326499.159513,4210.6198013,100,5.4346e-20,0.0025,0.6,0.0025,4058.63,500.0,554.284,400.0
500,356449.068994,4235.68,,1.0,4179.68012377,451.65,1,1.0,1.0,1.0,0.002,4179.68012377,356449.068994,4179.68012377,100,5.43187e-20,0.002,0.6,0.002,4064.8,500.0,563.157,500.000006643
500,313304.100309,4261.01,,1.0,4261.01041996,460.09,2,1.0,1.0,1.0,0.01,4261.01041996,313304.100309,4261.01041996,100,3.50449e-18,0.01,0.6,0.01,3878.91,500.0,556.93,100.0
500,296987.639816,4268.38,,1.0,4275.74283117,461.73,2,1.0,1.0,1.0,0.005,4275.74283117,296987.639816,4275.74283117,100,2.1793e-19,0.005,0.6,0.005,3998.19,500.0,549.681,200.000000102
500,313384.468094,4270.97,,1.0,4276.14537723,461.9,2,1.0,1.0,1.0,0.00333333,4276.14537723,313384.468094,4276.14537723,100,5.43914e-20,0.00333333,0.6,0.00333333,4050.36,500.0,552.144,299.999969474
500,317183.089849,4275.46,,1.0,4288.94443312,462.57,2,1.0,1.0,1.0,0.0025,4288.94443312,317183.089849,4288.94443312,100,5.4346e-20,0.0025,0.6,0.0025,4084.41,500.0,554.266,400.0
500,434208.622118,4258.66,,1.0,4191.43555681,452.67,1,1.0,1.0,1.0,0.002,4191.43555681,434208.622118,4191.43555681,100,5.43187e-20,0.002,0.6,0.002,4087.77,500.0,576.95,500.000006643
500,300007.309421,4256.17,,1.0,4256.16623944,459.43,2,1.0,1.0,1.0,0.01,4256.16623944,300007.309421,4256.16623944,100,3.50449e-18,0.01,0.6,0.01,3874.11,500.0,544.984,100.0
500,449950.284159,4213.08,,1.0,4169.9861282,450.23,2,1.0,1.0,1.0,0.005,4169.9861282,449950.284159,4169.9861282,100,2.1793e-19,0.005,0.6,0.005,3942.88,500.0,610.807,200.000000102
500,412485.408938,4212.73,,1.0,4212.03383019,455.25,2,1.0,1.0,1.0,0.00333333,4212.03383019,412485.408938,4212.03383019,100,5.43914e-20,0.00333333,0.6,0.00333333,3992.11,500.0,620.358,299.999969474
500,378518.718129,4221.39,,1.0,4247.37211199,458.23,2,1.0,1.0,1.0,0.0025,4247.37211199,378518.718129,4247.37211199,100,5.4346e-20,0.0025,0.6,0.0025,4030.33,500.0,618.499,400.0
500,363441.864574,4209.25,,1.0,4160.66525804,449.8,1,1.0,1.0,1.0,0.002,4160.66525804,363441.864574,4160.66525804,100,5.43187e-20,0.002,0.6,0.002,4038.36,500.0,615.292,500.000006643
500,384406.463064,4198.16,,1.0,4198.15633557,453.22,2,1.0,1.0,1.0,0.01,4198.15633557,384406.463064,4198.15633557,100,3.50449e-18,0.01,0.6,0.01,3816.13,500.0,616.897,100.0
500,365269.925073,4246.95,,1.0,4295.75117504,463.05,2,1.0,1.0,1.0,0.005,4295.75117504,365269.925073,4295.75117504,100,2.1793e-19,0.005,0.6,0.005,3976.76,500.0,611.123,200.000000102
500,191514.641442,4277.85,,1.0,4339.65257971,468.65,2,1.0,1.0,1.0,0.00333333,4339.65257971,191514.641442,4339.65257971,100,5.43914e-20,0.00333333,0.6,0.00333333,4057.24,500.0,560.437,299.999969474
500,337490.676923,4261.11,,1.0,4210.89636037,455.08,2,1.0,1.0,1.0,0.0025,4210.89636037,337490.676923,4210.89636037,100,5.4346e-20,0.0025,0.6,0.0025,4070.06,500.0,565.63,400.0
500,458241.331182,4238.45,,1.0,4147.7791621,447.86,1,1.0,1.0,1.0,0.002,4147.7791621,458241.331182,4147.7791621,100,5.43187e-20,0.002,0.6,0.002,4067.56,500.0,590.539,500.000006643
500,268594.41734,4325.09,,1.0,4325.08918689,466.96,2,1.0,1.0,1.0,0.01,4325.08918689,268594.41734,4325.08918689,100,3.50449e-18,0.01,0.6,0.01,3943.0,500.0,515.663,100.0
500,291914.354898,4280.16,,1.0,4235.24009733,457.25,2,1.0,1.0,1.0,0.005,4235.24009733,291914.354898,4235.24009733,100,2.1793e-19,0.005,0.6,0.005,4009.97,500.0,528.649,200.000000102
500,306245.815404,4277.88,,1.0,4273.31356959,461.44,2,1.0,1.0,1.0,0.00333333,4273.31356959,306245.815404,4273.31356959,100,5.43914e-20,0.00333333,0.6,0.00333333,4057.27,500.0,536.083,299.999969474
500,313022.535957,4267.71,,1.0,4237.20714394,457.99,2,1.0,1.0,1.0,0.0025,4237.20714394,313022.535957,4237.20714394,100,5.4346e-20,0.0025,0.6,0.0025,4076.66,500.0,541.592,400.0
500,381183.698862,4259.77,,1.0,4227.99199602,456.86,1,1.0,1.0,1.0,0.002,4227.99199602,381183.698862,4227.99199602,100,5.43187e-20,0.002,0.6,0.002,4088.88,500.0,557.122,500.000006643
500,295581.653669,4260.65,,1.0,4260.65466169,460.43,2,1.0,1.0,1.0,0.01,4260.65466169,295581.653669,4260.65466169,100,3.50449e-18,0.01,0.6,0.01,3878.62,500.0,540.949,100.0
500,265561.573998,4261.19,,1.0,4261.72941465,460.48,2,1.0,1.0,1.0,0.005,4261.72941465,265561.573998,4261.72941465,100,2.1793e-19,0.005,0.6,0.005,3991.05,500.0,527.035,200.000000102
500,362934.852736,4239.2,,1.0,4195.2023306,453.24,2,1.0,1.0,1.0,0.00333333,4195.2023306,362934.852736,4195.2023306,100,5.43914e-20,0.00333333,0.6,0.00333333,4018.61,500.0,553.095,299.999969474
500,387461.557593,4227.1,,1.0,4190.82917416,452.43,2,1.0,1.0,1.0,0.0025,4190.82917416,387461.557593,4190.82917416,100,5.4346e-20,0.0025,0.6,0.0025,4036.04,500.0,570.763,400.0
500,282333.364029,4229.02,,1.0,4236.66793986,457.61,1,1.0,1.0,1.0,0.002,4236.66793986,282333.364029,4236.66793986,100,5.43187e-20,0.002,0.6,0.002,4058.13,500.0,562.613,500.000006643
500,375282.239518,4240.49,,1.0,4240.49401478,457.54,2,1.0,1.0,1.0,0.01,4240.49401478,375282.239518,4240.49401478,100,3.50449e-18,0.01,0.6,0.01,3858.43,500.0,609.532,100.0
500,314446.144535,4248.25,,1.0,4256.00037628,459.61,2,1.0,1.0,1.0,0.005,4256.00037628,314446.144535,4256.00037628,100,2.1793e-19,0.005,0.6,0.005,3978.05,500.0,584.359,200.000000102
500,315227.284877,4268.19,,1.0,4308.0665023,465.18,2,1.0,1.0,1.0,0.00333333,4308.0665023,315227.284877,4308.0665023,100,5.43914e-20,0.00333333,0.6,0.00333333,4047.57,500.0,576.603,299.999969474
500,269102.661444,4279.2,,1.0,4312.2527382,465.09,2,1.0,1.0,1.0,0.0025,4312.2527382,269102.661444,4312.2527382,100,5.4346e-20,0.0025,0.6,0.0025,4088.15,500.0,562.423,400.0
500,332200.625712,4266.09,,1.0,4213.62954891,454.67,1,1.0,1.0,1.0,0.002,4213.62954891,332200.625712,4213.62954891,100,5.43187e-20,0.002,0.6,0.002,4095.2,500.0,565.261,500.000006643
500,316513.293968,4267.76,,1.0,4267.76472088,460.63,2,1.0,1.0,1.0,0.01,4267.76472088,316513.293968,4267.76472088,100,3.50449e-18,0.01,0.6,0.01,3885.65,500.0,559.775,100.0
500,437596.479539,4202.72,,1.0,4137.67609948,447.24,2,1.0,1.0,1.0,0.005,4137.67609948,437596.479539,4137.67609948,100,2.1793e-19,0.005,0.6,0.005,3932.52,500.0,614.423,200.000000102
500,296158.28797,4244.15,,1.0,4327.00347796,466.75,2,1.0,1.0,1.0,0.00333333,4327.00347796,296158.28797,4327.00347796,100,5.43914e-20,0.00333333,0.6,0.00333333,4023.53,500.0,594.005,299.999969474
500,263968.534657,4250.96,,1.0,4271.41173638,460.96,2,1.0,1.0,1.0,0.0025,4271.41173638,263968.534657,4271.41173638,100,5.4346e-20,0.0025,0.6,0.0025,4059.91,500.0,574.546,400.0
500,275761.705004,4261.27,,1.0,4302.51771163,463.86,1,1.0,1.0,1.0,0.002,4302.51771163,275761.705004,4302.51771163,100,5.43187e-20,0.002,0.6,0.002,4090.39,500.0,564.897,500.000006643
500,374519.722831,4209.16,,1.0,4209.15958149,454.13,2,1.0,1.0,1.0,0.01,4209.15958149,374519.722831,4209.15958149,100,3.50449e-18,0.01,0.6,0.01,3827.05,500.0,608.913,100.0
500,235593.653218,4281.91,,1.0,4354.65214023,470.07,2,1.0,1.0,1.0,0.005,4354.65214023,235593.653218,4354.65214023,100,2.1793e-19,0.005,0.6,0.005,4011.71,500.0,554.345,200.000000102
500,282838.37936,4291.37,,1.0,4310.30680807,465.19,2,1.0,1.0,1.0,0.00333333,4310.30680807,282838.37936,4310.30680807,100,5.43914e-20,0.00333333,0.6,0.00333333,4070.76,500.0,546.243,299.999969474
500,361907.964127,4271.21,,1.0,4210.7181656,454.75,2,1.0,1.0,1.0,0.0025,4210.7181656,361907.964127,4210.7181656,100,5.4346e-20,0.0025,0.6,0.0025,4080.15,500.0,560.872,400.0
500,347935.575319,4274.66,,1.0,4288.47817643,462.52,1,1.0,1.0,1.0,0.002,4288.47817643,347935.575319,4288.47817643,100,5.43187e-20,0.002,0.6,0.002,4103.78,500.0,566.217,500.000006643
500,285374.619076,4346.85,,1.0,4346.84677532,468.77,2,1.0,1.0,1.0,0.01,4346.84677532,285374.619076,4346.84677532,100,3.50449e-18,0.01,0.6,0.01,3964.76,500.0,531.527,100.0
500,445366.213633,4285.49,,1.0,4224.13813305,456.16,2,1.0,1.0,1.0,0.005,4224.13813305,445366.213633,4224.13813305,100,2.1793e-19,0.005,0.6,0.005,4015.3,500.0,604.55,200.000000102
500,283872.930175,4272.68,,1.0,4247.05924957,458.48,2,1.0,1.0,1.0,0.00333333,4247.05924957,283872.930175,4247.05924957,100,5.43914e-20,0.00333333,0.6,0.00333333,4052.07,500.0,581.086,299.999969474
500,336084.908521,4258.51,,1.0,4216.00881218,455.64,2,1.0,1.0,1.0,0.0025,4216.00881218,336084.908521,4216.00881218,100,5.4346e-20,0.0025,0.6,0.0025,4067.46,500.0,580.542,400.0
500,358878.421754,4249.66,,1.0,4214.23217921,455.06,1,1.0,1.0,1.0,0.002,4214.23217921,358878.421754,4214.23217921,100,5.43187e-20,0.002,0.6,0.002,4078.77,500.0,583.947,500.000006643
500,336403.802379,4251.59,,1.0,4251.59197198,458.91,2,1.0,1.0,1.0,0.01,4251.59197198,336403.802379,4251.59197198,100,3.50449e-18,0.01,0.6,0.01,3869.48,500.0,577.096,100.0
500,350364.678738,4256.5,,1.0,4261.40911466,459.51,2,1.0,1.0,1.0,0.005,4261.40911466,350364.678738,4261.40911466,100,2.1793e-19,0.005,0.6,0.005,3986.31,500.0,583.073,200.000000102
500,251898.656395,4263.93,,1.0,4278.77958326,461.83,2,1.0,1.0,1.0,0.00333333,4278.77958326,251898.656395,4278.77958326,100,5.43914e-20,0.00333333,0.6,0.00333333,4043.32,500.0,556.674,299.999969474
