VanillaAvgRet,AvgNormIw,renyi2,MinNormIw,VarRet,MinVanillaIw,MaxNormIw,AvgVanillaIw,Bound,VarVanillaIw,MaxVanillaIw,AvgDiscRet,ESSClassic,delta,ESSRenyi,AvgEpLen,J,BatchSize,VarDiscRet,AvgRet,IterType,SamplesThisIter,VarNormIw,VarJ,EpsThisIter
49.792065109816946,6.6469914e-07,nan,,3707.9092547294586,,0.43063298,3923.9275,458.3062,8675094000000.0,2542161400.0,49.792065109816946,2.0000001123011066,0.8,nan,5.982292414453219,35858.15,100,3707.9092547294586,49.792065109816946,1,50000,2.4893302e-07,34178.914,8358
47.492277940669055,6.391573e-07,nan,,3130.7439965599874,,0.48500508,145970650000000.0,399.47803,inf,1.1076538e+20,47.492277940669055,1.999999915159609,0.8,nan,5.752416014726185,44983.008,100,3130.7439965599874,47.492277940669055,1,50000,3.0090678e-07,16467.615,8692
45.07447508542136,6.122499e-07,nan,,2439.5481297683764,,0.49974984,4575969.0,491.1383,1.708332e+19,3735141200000.0,45.07447508542136,1.999999442423933,0.8,nan,5.5102490632576595,29606.586,100,2439.5481297683764,45.07447508542136,1,50000,3.058183e-07,22648.055,9074
47.58748357550043,6.401885e-07,nan,,3302.327529148524,,0.49999967,194125730000.0,898.3402,2.9432503e+28,1.5161597e+17,47.58748357550043,2.0000000278843317,0.8,nan,5.7616962433740495,63589.094,100,3302.327529148524,47.58748357550043,1,50000,3.200934e-07,41490.09,8678
50.455359767258834,6.720972e-07,nan,,3143.330668454805,,0.49575213,2.7398297e+19,594.5315,inf,2.0209522e+25,50.455359767258834,1.9999999115079106,0.8,nan,6.0488749092668765,54677.992,100,3143.330668454805,50.455359767258834,1,50000,3.3038538e-07,20538.594,8266
55.07126389300536,7.233796e-07,nan,,5206.650347047724,,0.23340572,2.282785e+16,791.4138,inf,7.365636e+21,55.07126389300536,1.9650156058078627,0.8,nan,6.510416666666667,76121.22,100,5206.650347047724,55.07126389300536,1,50000,1.2111022e-07,25756.62,7680
56.82949355077897,7.4291995e-07,nan,,11064.114338262305,,0.4999999,1.0497914e+17,2287.8809,inf,7.0653047e+22,56.82949355077897,1.9999998892734487,0.8,nan,6.6862797539449055,167176.17,100,11064.114338262305,56.82949355077897,1,50000,3.7145912e-07,45138.59,7478
49.155266868404965,6.576178e-07,nan,,5337.053204336208,,0.3142072,20705076.0,1447.8137,1.6686482e+20,9892803000000.0,49.155266868404965,1.542785549799255,0.8,nan,5.918560606060606,48866.016,100,5337.053204336208,49.155266868404965,1,50000,1.6832878e-07,22716.064,8448
52.250774968299254,6.920223e-07,nan,,6974.508393841188,,0.49960542,23512672.0,721.49225,3.988112e+20,16974968000000.0,52.250774968299254,2.000000063269433,0.8,nan,6.22820129546587,71654.95,100,6974.508393841188,52.250774968299254,1,50000,3.4546468e-07,30165.459,8028
51.730103224042246,6.8621e-07,nan,,11606.295108499797,,0.40625376,1859555600000.0,3231.7922,1.6742232e+30,1.1009043e+18,51.730103224042246,1.98701689164266,0.8,nan,6.175889328063241,380283.7,100,11606.295108499797,51.730103224042246,1,50000,2.2798643e-07,44308.836,8096
