AvgVanillaIw,MinVanillaIw,VarNormIw,VarDiscRet,ESSClassic,BatchSize,J,VarVanillaIw,VarJ,MaxVanillaIw,ESSRenyi,eRenyi2,AvgDiscRet,AvgNormIw,MinNormIw,Bound,MaxNormIw,VarRet,AvgEpLen,AvgRet
0.8536878,,0.0080354605,5523.767704460462,1.2414487830934637,100,454.63098,58.561058,434.68448,76.51912,2.488954684416774,40.17751,3.197442310920451e-15,0.009999999,,188.38089,0.8963361,5523.767704460462,8.06,70.55286922743636
0.85057276,,0.008879151,55123.69150816767,1.124814076207403,100,1704.378,64.23835,1040.8855,80.18504,5.361034520310381,18.653116,2.2453150450019167e-14,0.010000003,,1046.6204,0.94271827,55123.69150816765,21.05,200.39508534189935
0.46075076,,0.00950896,302020.1742515605,1.0510968452277112,100,4398.375,20.186693,1224.855,44.936512,3.47758419173303,28.755594,-6.366462912410498e-14,0.01,,2364.2566,0.9752889,302020.1742515605,50.26,492.5076625353241
1.7850076,,0.0008806409,2037106.5133682343,10.289818789809633,100,3580.5815,28.059439,836.27985,21.550865,7.353348325549704,13.599247,-6.366462912410498e-14,0.009999999,,2425.1492,0.12073262,2037106.5133682343,128.63,1277.160989778405
1.0219494,2.0479702e-06,6.931806e-05,1222984.481476549,59.30323534163515,100,492.34305,0.72394437,85.052795,2.4382377,60.496107125446045,1.6529989,5.502442945726216e-13,0.01,2.0039838e-08,130.57468,0.02385869,1222984.481476549,448.47,4482.266808336978
1.0215576,0.07463856,1.601503e-05,187825.06420207577,86.31487135989912,100,57.849434,0.16712967,123.51221,1.867956,86.53715437808818,1.155573,-1.0959411156363786e-12,0.010000002,0.00073063484,-168.81015,0.018285371,187825.06420207577,492.45,4923.829307156787
0.9765763,0.010789519,6.960761e-05,0.17556017298821625,59.2025841266218,100,0.12350361,0.66384864,0.26550856,4.168156,61.84159746175893,1.6170346,-2.7284841053187846e-14,0.01,0.00011048312,-0.110107064,0.042681314,0.17556017298821622,500.0,4999.651972587611
1.0563198,0.00023876593,0.00019662919,0.07279372802527108,33.93708594375174,100,0.09997424,2.1940117,0.2691054,7.7111926,38.13946721371103,2.6219559,2.1827872842550277e-13,0.01,2.2603563e-06,-0.018304907,0.07300054,0.07279372802527108,500.0,4999.751380653984
1.158863,0.0024080423,0.00014360405,0.054855437940757715,41.29363941875185,100,0.0828197,1.9285498,0.24534164,7.5430946,42.164644723272104,2.3716552,-4.638422979041934e-13,0.010000002,2.0779353e-05,-0.009677798,0.06509048,0.05485543794075772,500.0,4999.758146644839
0.98767173,0.28544766,5.261155e-06,1681.3686533906548,95.0493239573444,100,2.9093652,0.05132233,11.8795805,1.3194764,95.03637472251911,1.0522287,6.639311322942376e-13,0.01,0.0028901065,-32.136276,0.013359463,1681.3686533906546,499.6,4995.68814799567
