EpisodesSoFar,TimeElapsed,Avg_ret,Ess,entloss,ev_tdlam_before,Reny_4,entropy,EpLenMean,Var_ret,Var_iw,TimestepsSoFar,surrgain,EpRewMean,Avg_iw,Max_ret,Our_bound,DiscEpRewMean,Step_size,J_hat,optimgain,meankl,Max_iw,Var_J,EpThisIter
100,50.829641580581665,-0.33014410734176636,12.0,,0.0161944627762,1.1886,2.83616,500.0,10.1768217086792,0.07244417816400528,50000,0.0205053,-0.0959227398424,1.0000001192092896,9.613807678222656,0.5728368759155273,-0.330144180378,1.0,0.7202255725860596,0.0205053,0.00916234,20.871498107910156,0.3400695025920868,100
200,128.3719506263733,6.466553211212158,7.0,,0.572682827711,1.1286,2.83208,500.0,27.816389083862305,0.1308143436908722,100000,0.0235412,10.0843850026,0.9999998211860657,18.87677764892578,11.712475776672363,6.46655215494,1.0,12.253508567810059,0.0235412,0.00928686,25.620697021484375,2.4978861808776855,100
300,203.34359550476074,12.136530876159668,12.0,,0.721391230822,1.24962,2.81642,500.0,29.30645179748535,0.0751766785979271,150000,0.0213956,19.1283014328,1.0000001192092896,23.71684455871582,16.374937057495117,12.1365288571,1.0,16.612102508544922,0.0213956,0.00920447,18.889850616455078,0.8805213570594788,100
400,265.30802822113037,17.298036575317383,7.0,,0.761782601476,1.52789,2.78493,500.0,16.32994842529297,0.12912841141223907,200000,0.0117818,24.8361286832,1.0,26.19729995727539,19.840816497802734,17.2980354227,1.0,20.21147918701172,0.0117818,0.00830034,24.714845657348633,1.1724212169647217,100
500,329.17983293533325,19.976442337036133,6.0,,0.745754569769,1.47837,2.76762,500.0,8.693927764892578,0.14823946356773376,250000,0.00697724,26.4783459361,1.0,26.325321197509766,22.663028717041016,19.9764401599,1.0,22.921903610229492,0.00697724,0.00822384,34.02951431274414,0.47553592920303345,100
600,398.97275280952454,22.178363800048828,4.0,,0.706722468138,1.45918,2.75781,500.0,6.7144975662231445,0.2565314471721649,300000,0.00444844,27.3578945069,1.0000001192092896,28.807361602783203,24.12251091003418,22.1783646748,1.0,24.446500778198242,0.00444844,0.00729318,48.1795654296875,0.4385588467121124,100
700,454.258104801178,23.369281768798828,4.0,,0.679846137762,1.33709,2.72662,500.0,3.483618974685669,0.27392441034317017,350000,0.00358766,27.4701909417,1.0,27.528038024902344,23.386415481567383,23.3692836694,1.0,23.507579803466797,0.00358766,0.00807327,46.26450729370117,0.061336033046245575,100
800,520.9130048751831,23.4750919342041,7.0,,0.685822993517,1.40154,2.70384,500.0,3.714841365814209,0.13621531426906586,400000,0.00383567,27.2822493985,0.9999999403953552,28.06035614013672,23.57036781311035,23.4750935859,1.0,23.650920867919922,0.00383567,0.00774458,31.606847763061523,0.055373284965753555,100
900,600.9082272052765,23.826200485229492,30.0,,0.743510186672,5.71616,2.70489,500.0,3.360795497894287,0.023510226979851723,450000,0.00907592,26.702545129,1.0000001192092896,26.707229614257812,24.047752380371094,23.8261994724,1.0,24.081279754638672,0.00907592,0.00619772,7.285773277282715,0.04621640592813492,100
1000,658.2119286060333,23.7042179107666,6.0,,0.761257231236,1.48093,2.64771,500.0,3.299037218093872,0.16194124519824982,500000,0.00436915,26.6074254747,0.9999999403953552,27.40436363220215,24.479755401611328,23.7042192575,1.0,24.536304473876953,0.00436915,0.00791539,29.13166046142578,0.022691156715154648,100
