VarJ,MaxVanillaIw,MinVanillaIw,eRenyi2,ESSRenyi,VarRet,VarNormIw,BatchSize,VarVanillaIw,MaxNormIw,ESSClassic,VarDiscRet,AvgDiscRet,Bound,AvgVanillaIw,AvgNormIw,MinNormIw,AvgRet,AvgEpLen,J,VanillaAvgRet
207.27979,3.6387095,1.376501e-13,2.6026433,38.422476820623004,5466384.709018622,0.00017268196,100,1.2906749,0.0420884,36.906479286450235,5466384.709018622,-2205.289335665965,-857.0596,0.86453974,0.01,1.5921779e-15,-2205.289335665965,200.0,-75.09867,-2205.289335665965
48.314598,1.2653819,0.07571651,1.0786772,92.70614238666755,177605.79851475934,7.3568417e-06,100,0.074536234,0.012571399,93.21116771488244,177605.79851475934,-68.80841870432374,-298.74002,1.0065562,0.01,0.0007522333,-68.80841870432374,200.0,-15.336317,-68.80841870432374
8.092292,1.4751656,0.024265848,1.1875725,84.2053868268474,83.2828020611986,1.985164e-05,100,0.20395008,0.014553822,83.57492275205782,83.2828020611986,-10.103487820427329,-14.027122,1.0135933,0.01,0.0002394042,-10.103487820427329,200.0,-9.072778,-10.103487820427329
7.644792,1.8017074,0.00029399368,1.3837534,72.26721078519422,65.32859717095512,3.4715482e-05,100,0.36661083,0.017532475,74.42230567258494,65.32859717095512,-8.875476313485011,-10.437073,1.0276401,0.010000002,2.8608624e-06,-8.875476313485011,200.0,-7.6259627,-8.875476313485011
8.080356,1.6671259,0.008831367,1.2982941,77.02415231826997,61.28466158723819,2.753038e-05,100,0.28961238,0.016254213,78.58233033831722,61.28466158723819,-8.730718114190953,-10.675884,1.0256578,0.010000002,8.6104425e-05,-8.730718114190953,200.0,-8.048621,-8.730718114190953
6.683043,1.4622791,0.061946016,1.1629698,85.98675358749317,52.26611184524411,1.6873426e-05,100,0.17254554,0.01446039,85.68636541835676,52.26611184524411,-7.193046062926459,-8.840561,1.0112307,0.01,0.00061258045,-7.193046062926459,200.0,-6.501054,-7.193046062926459
7.3142734,2.6203406,0.00018025903,1.8688692,53.508293024824376,40.41682477216325,8.097574e-05,100,0.724175,0.02770853,55.504361553159576,40.41682477216325,-6.93598839308172,-8.727478,0.9456801,0.010000002,1.9061312e-06,-6.93598839308172,200.0,-6.0225387,-6.93598839308172
7.320485,1.5884902,0.88576853,1.0210663,195.87366503897985,53.10497691609169,4.5793752e-07,200,0.018257078,0.007955583,196.4200787138606,53.10497691609169,-8.607911119042717,-9.983186,0.99834937,0.005,0.004436165,-8.607911119042717,200.0,-8.576479,-8.607911119042717
9.382169,2.8868392,7.3275436e-07,2.0369012,98.18836402394696,51.62168878235628,3.0815478e-05,200,0.99160385,0.016093034,89.82885319168291,51.62168878235628,-7.449191564141847,-8.134727,0.89692193,0.005,4.084828e-09,-7.449191564141847,200.0,-6.159623,-7.449191564141847
7.714412,3.5277765,0.52602303,1.1440994,262.21498924552594,49.613937855748425,2.0709967e-06,300,0.19614291,0.0114631625,253.00051135457855,49.613937855748425,-7.795397789841915,-8.865829,1.0258299,0.0033333334,0.0017092602,-7.795397789841915,200.0,-7.6436896,-7.795397789841915
